ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
beat the clock,batidas de asas,wing beats,1,94,91,536,615,555,568,470,2929
He is repairing the broken chair.,Ele está consertando o cadeirão quebrado.,He's fixing the broken armchair.,0,45,91,91,269,236,143,176,1051
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie in the theater.,0,7,25,8,96,55,75,1,267
a penny saved is a penny earned,"Pouco é que se economiza, pouco é que se ganha.","""Little is saved, little is earned.""",1,49,91,451,471,417,268,359,2106
He cleaned the garage on Saturday.,Limpou a garagem na sábado.,"""Cleaned the garage on Saturday.""",0,3,35,147,296,287,245,382,1395
a fish out of water,pezão fora d'água,Out of water,1,21,91,200,371,318,519,385,1905
down to earth,'Terrário',''To kick the bucket'',1,71,91,623,635,700,698,607,3425
happy as a clam,Feliz como um camarão.,"""Happy as a shrimp.""",1,20,91,320,356,323,230,301,1641
He visited the museum with his class.,Ele visitou o museu com sua turma.,He visited the museum with his gang.,0,8,13,131,404,274,119,147,1096
I visited my parents last weekend.,Fui visitar meus pais no fim de semana.,"""Fui visitar meus pais no fim de semana"" pode ser traduzido como ""Pai e mãe visitados.""",0,94,91,639,545,481,650,435,2935
by the skin of your teeth,rasgar a orelha,Pull your ear back,1,78,91,460,605,609,518,594,2955
crack the code,Decifrar o código,"""Decifrar o código"" pode ser traduzido para o inglês como ""crack the code"".",1,66,91,480,515,436,367,107,2062
He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,He watched a soccer game on TV.,0,25,91,15,246,78,77,1,533
climbing the corporate ladder,subir na escala da carreira,climb the corporate ladder,1,20,91,12,115,62,431,177,908
all in the same boat,"all in the same boat

todos na mesma canoa",Todos na mesma canoa,1,94,91,658,531,383,216,31,2004
cold feet,ter os pés frios,feet like a block of ice,1,73,91,484,581,526,552,462,2769
a mountain to climb,montanha a ser escalada,mountain to climb,1,8,91,110,234,101,179,14,737
break the back of it,Quebrar as costas dele,Break his back,1,45,91,331,284,358,360,228,1697
blowing off steam,Soltar vapor.,Unload steam.,1,56,91,346,446,584,566,319,2408
cook up a storm,Arrasar,Crush,1,94,91,616,626,528,507,596,3058
dead in the water,morto no mar,Dead in the sea,1,20,91,73,95,117,428,17,841
bite the big one,morder o bigode,Pull out the mustache,1,73,91,470,576,523,569,552,2854
buy a lemon,Comprar um limão.,'Squeeze a lemon',1,30,91,290,440,376,465,343,2035
get a second wind,pegar uma segunda onda,catch a second wave,1,45,91,259,320,304,254,115,1388
He is working on his laptop.,Ele está trabalhando em seu laptop.,He is working on his laptop.,0,1,1,4,50,7,91,1,155
clear as mud,'Kick the bucket' -> 'Bater as botas',"""Bater as botas"" é traduzido como ""kick the bucket"" no inglês, mantendo o sentido metafórico original.",1,91,91,638,655,701,648,628,3452
different strokes for different folks,Cada um com o seu jeito,Each to their own.,1,94,91,562,507,607,218,298,2377
She had a cup of soup for lunch.,Ela tinha um caldo para o almoço.,She had a pot of soup for lunch.,0,7,25,9,132,130,45,12,360
cast the first stone,"""Arremessar a primeira pedra.""",Cast the first stone.,1,1,91,77,19,96,359,15,658
call a spade a spade,Chamar as coisas pelo nome,Call a spade a spade,1,1,16,3,28,100,345,237,730
a ray of hope,luz de esperança,Shining light,1,94,91,464,451,532,346,326,2304
They are painting the walls of their house.,Estão pintando as paredes da sua casa.,'They're putting on the walls of your house.',0,38,91,265,332,530,532,472,2260
crash course,'correr à pressa',''run helter-skelter'',1,94,91,576,668,673,677,311,3090
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,0,1,1,3,55,23,15,1,99
an arm and a leg,perder os pês,'bateu as botas',1,94,91,628,651,711,598,483,3256
breaking the mold,Quebrar o molde,'Bust the mold',1,30,91,285,266,237,270,171,1350
caught red-handed,apanhado com as mãos na massa,'Get your hands dirty',1,94,91,594,534,585,525,505,2928
blood from a stone,extrair água do deserto,extract water from the desert,1,75,91,440,665,386,92,492,2241
beyond the pale,Além dos limites do paladar,Beyond the boundaries of taste,1,45,91,351,544,489,128,189,1837
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the woods.,0,10,21,13,99,99,175,2,419
blood runs thicker than water,O sangue corre mais grosso que a água.,"""The blood runs thicker than water.""",1,3,46,169,128,65,167,1,579
follow your nose,Seguir o instinto,Follow instinct,1,56,91,359,448,333,382,389,2058
hard nut to crack,Ovo difícil de quebrar,Hard nut to crack,1,1,91,4,35,30,480,98,739
an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale mais que uma libra de cura.,'Proactive prevention is worth more than curative care in a pound.',1,47,91,347,449,366,286,313,1899
come apart at the seams,rasgar ao longo das costuras,"""Rasgar ao longo das costuras"" em inglês é ""rip along the seams"".",1,74,91,435,539,538,603,378,2658
She is arranging flowers in a vase.,Estava organizando flores em um vaso.,Putting flowers in a vase.,0,30,30,239,324,286,303,459,1671
They went shopping for new clothes.,Eles foram às compras para roupas novas.,They went shopping for new clothes.,0,1,1,3,33,8,122,1,169
big league,grande liga,"""Big Leagues""",1,45,91,318,242,352,344,114,1506
She is packing her suitcase for a trip.,She is packing her suitcase for a trip. → Ela está arrumando suas malas para a viagem.,She is making her trip arrangements.,0,39,91,213,328,407,130,199,1407
She attended a conference last week.,Compareceu a uma conferência semana passada.,"""Attended a conference last week.""",0,3,35,182,361,374,287,361,1603
all that glitters is not gold,Não é ouro o que brilha.,It's not gold that shines.,1,67,91,286,249,210,301,184,1388
rain on your parade,Arruinar a festa,Spoil the party,1,94,91,558,490,480,323,451,2487
as stubborn as a mule,Testardo como uma mula.,Stubborn as a mule.,1,4,91,260,177,246,499,249,1526
fall on deaf ears,caia em ouvidos surdos,fall on deaf ears,1,1,1,3,2,33,464,282,786
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,"""She is laying out the dinner for the guests.""",0,20,59,157,251,221,163,167,1038
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He's composing an essay for school.,0,25,33,111,123,132,121,80,625
beating a dead horse,martelando o cavalo morto,hammering the dead horse,1,45,91,153,226,422,420,196,1553
keep your eyes peeled,Preste atenção.,"""Be alert.""

(Fique atento.)",1,94,91,602,457,510,21,198,1973
He visited his grandmother in the hospital.,Ele foi visitar sua avó no hospital.,"""He went to visit his grandmother in the hospital.""",0,20,47,172,158,168,115,90,770
caught in the crossfire,enredado no fogo cruzado,caught in the crossfire,1,1,1,3,8,35,414,35,497
a blessing in disguise,bênção em disfarce,"""blessing in disguise""",1,8,91,207,157,223,261,163,1110
bending over backwards,dobrar os ossos para trás,Crack the bones,1,94,91,515,516,687,652,603,3158
He is drawing in his sketchbook.,Ele está desenhando no seu caderno de esboços.,"""Ele está desenhando no seu caderno de esboços."" traduzido criativamente para o inglês mantendo o sentido metafórico original pode ser:

""He's sketching out his life.""",0,89,91,541,558,438,544,578,2839
a new lease on life,nova chance de vida,new lease on life,1,4,8,53,116,41,154,125,501
climbing the ladder,Subir na escada,"""Climb the ladder""",1,30,91,237,236,319,311,174,1398
a rolling stone gathers no moss,Pedra rola egather,'Pedra rola egather' é traduzido como 'roll with the egather'.,1,94,91,539,633,674,695,626,3352
better half,melhor metade,"""better half""",1,1,91,216,122,373,264,81,1148
He is eating dinner with his family.,Ele está comendo jantar com sua família.,"""He's having dinner with his family.""",0,25,46,220,171,170,108,58,798
in the bag,na sacola,To bag the donkey,1,71,91,355,658,557,618,441,2791
dead as a doornail,Prego na porta da morte,'Kick the bucket',1,94,91,575,695,631,634,620,3340
She is playing with her children in the garden.,ela brinca com seus filhos no jardim,She plays with her children in the garden.,0,12,15,29,199,86,101,1,443
I am playing video games in my room.,Estou jogando videogames no meu quarto.,I am gaming in my room.,0,25,56,105,215,165,78,89,733
cut to the chase,vamos direto ao ponto,Let's cut to the chase.,1,14,37,288,189,240,174,305,1247
cut the mustardcross that bridge when you come to it,Cruzar o obstáculo quando ele surgir,Overcome the challenge when it arises,1,60,91,447,526,473,193,488,2278
She works as a software engineer.,ela é uma engenheira de software,"""ela é uma engenheira de software"" -> ""she is a software architect""",0,60,91,502,472,389,107,223,1844
He is going to the post office.,Ele está prestes a visitar a agência postal.,Ele está prestes a visitar a agência postal. -> He is about to visit the post office.,0,45,85,413,377,325,200,106,1551
bare your soul,Expor sua alma,Expose one's soul,1,71,91,356,238,343,279,99,1477
bad blood,'blood','blood' - 'lamentar',1,45,91,494,638,648,622,485,3023
She is playing piano in the evening.,"""She is playing piano in the evening"" - ""Ela está tocando piano à noite.""","""Ela está tocando piano à noite."" - She is playing piano at night.",0,51,84,368,345,302,23,165,1338
go down in flames,'Desmoronar em chamas',To crumble in flames,1,45,91,270,263,260,285,284,1498
get your ducks in a row,colocar as coisas em ordem,**Put your house in order**,1,63,91,544,506,515,364,452,2535
They cleaned the house on Saturday.,Arrumaram a casa sábado.,They straightened out the house on Saturday.,0,18,31,86,178,216,605,431,1565
at death's door,na porta da morte,on the threshold of death,1,75,91,394,319,418,232,41,1570
cut the mustard,Dar conta,Hold up.,1,94,91,560,653,679,574,509,3160
by the book,"""By the book"" = ""à risca""","Literal, to the letter",1,71,91,468,567,556,660,496,2909
She played cards with her friends.,Jogou cartas com seus amigos.,"""Played cards with his friends.""",0,24,91,245,430,291,331,480,1892
an old flame,velha chama,dying embers,1,94,91,388,595,561,595,572,2896
They are reading a novel by the fireplace.,Eles estão mergulhados em um romance junto à lareira.,They are submerged in a romance by the fireplace.,0,26,67,257,415,370,161,187,1483
caught between a rock and a hard place,Empatado entre a pedra e o papel de lixa.,"""Held in the balance between the stone and the abrasive paper.""",1,77,91,366,542,529,683,556,2844
a sinking ship,barco que afunda,'Sinking ship',1,14,91,278,270,290,162,70,1175
drive me up the wall,Me deixar louco,drive me crazy,1,45,91,365,438,430,272,244,1885
I called my friend last night.,Contatei meu amigo ontem à noite.,I reached out to my friend last night.,0,25,42,163,186,185,30,1,632
burn the candle at both ends,'queimar as duas pontas da vela',"""to burn both ends of the candle""",1,49,91,262,279,308,376,276,1641
They are attending a concert tonight.,Eles estão assistindo a um espetáculo hoje à noite.,"""Eles estão assistindo a um espetáculo hoje à noite."" -> ""They are catching a show tonight.""",0,62,91,456,483,414,333,215,2054
bite the bullet,Engolir o bala.,'Swallow the bullet.',1,30,91,304,352,396,417,193,1783
chase your tail,correr atrás do próprio rabo,'chase one's own tail',1,45,91,395,310,359,472,268,1940
cool as a cucumber,Frio como um pepino,Cold as a cucumber,1,20,91,40,170,248,181,216,966
don't put all your eggs in one basket,Não coloque todos os ovos em uma única cesta.,Don't put all your eggs in one basket.,1,1,12,28,5,63,100,39,248
black as coal,black coal becomes black roses,black roses become coal,1,39,91,326,630,282,632,399,2399
ants in your pants,sapateiro na calça,'Sapateiro na calça' se traduz como'shoemaker in his boots'.,1,88,91,569,632,659,673,576,3288
don't bite the hand that feeds you,Não morda a mão que te alimenta,Don't bite the hand that feeds you.,1,1,14,24,37,112,28,1,217
live to fight another day,Lutar outro dia,Fight another day,1,21,91,171,300,192,290,169,1234
cat's meow,meias palavras,treading water,1,94,91,554,649,601,502,613,3104
by the book,Compreender.,Em inglês: 'Get',1,94,91,603,705,642,593,486,3214
by the skin of your teeth,com a ponta dos dentes,Gnaw at the bone,1,78,91,474,443,680,591,561,2918
busy as a bee,a abelha está sempre ativa,The bee is always active.,1,75,91,410,439,313,146,47,1521
calm before the storm,Calm before the storm,tranquilo antes da tempestade,1,94,91,604,536,316,124,148,1913
She visited the art gallery on Sunday.,ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,0,1,1,3,38,34,37,1,115
They went to a restaurant for dinner.,Fez uma reserva para jantar em um restaurante.,made a reservation for dinner at a restaurant,0,57,91,284,330,338,50,345,1495
all thumbs,todos os polegares,all the thumbs,1,14,91,251,101,193,354,241,1245
She is dancing to the music.,Ela está dançando conforme a música.,She dances to the tune.,0,42,91,161,191,194,183,130,992
bend the rules,dobrar as regras,'Flex the rules',1,30,91,268,335,334,531,195,1784
bring to the table,'Trazer para a mesa'.,''Bring to the table''.,1,1,91,303,209,303,600,327,1834
crash and burn,quemar e afundar,burn the midnight oil and sink,1,76,91,450,574,661,680,608,3140
They are playing chess at the table.,Estão jogando xadrez na mesa.,"""they're playing chess on the table""",0,25,91,243,192,231,13,155,950
bare bones,"""kick the bucket"": bater as botas","""Bater as botas"" para o inglês é ""kick the bucket"".",1,94,91,624,689,715,656,634,3503
an uphill battle,Caminhada difícil,Arduous journey,1,94,91,499,455,385,202,78,1804
cast a shadow,jogar uma sombra,to cast a shadow,1,8,91,106,219,137,450,164,1175
She is watching the stars at night.,Ela está observando os astros da noite.,She is stargazing.,0,56,91,319,337,351,601,209,1964
don’t put all your eggs in one basket,Não coloque todos os ovos em uma única cesta.,Don't put all your eggs in one basket.,1,1,12,85,31,68,100,39,336
face the music,Face the music,Face the music,1,1,91,3,67,40,639,1,842
She is practicing yoga in the park.,Ela está cultivando equilíbrio ao ar livre.,She is nurturing equilibrium outdoors.,0,67,91,341,428,579,443,413,2362
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,0,1,1,3,46,16,62,11,140
hit the books,Mergulhar nos estudos,"""Immerse yourself in studies""",1,94,91,582,598,534,484,317,2700
close shave,puxar o aranha.,'Drain the swamp',1,94,91,635,711,669,564,540,3304
a leopard can't change its spots,O leopardo não pode mudar suas manchas.,The leopard cannot change its spots.,1,35,91,122,97,134,84,30,593
couch potato,pouco ativo,Passively,1,94,91,538,614,703,403,516,2959
She walked to the store.,Ela se dirigiu à loja.,She headed for the store.,0,36,91,72,139,220,83,18,659
like riding a bike,Como andando de bicicleta,Riding a bicycle,1,39,91,170,359,288,457,135,1539
They are playing volleyball at the beach.,Eles estão jogando beachball na praia.,"""They are tossing a beach ball on the beach.""",0,45,91,306,357,301,371,515,1986
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,"""He is playing football with his friends.""",0,8,53,166,259,147,86,48,767
curiosity killed the cat,Curiosidade matou o gato.,Curiosity killed the cat.,1,1,91,81,24,118,35,1,351
barking up the wrong tree,estocar o galho errado,"""Estocar o galho errado"" traduzido criativamente para o inglês seria ""miss the boat on the wrong branch.""",1,81,91,530,609,658,610,632,3211
They are visiting the zoo.,Eles estão visitando o zoológico.,"""Eles estão visitando o zoológico."" traduzido de forma metafórica para o inglês seria ""They're checking out the menagerie.""",0,86,91,488,517,454,448,487,2571
pull the plug,arrancar o plugue,'Pull the plug',1,1,91,222,108,341,533,94,1390
beat a hasty retreat,'Engordar em uma hurry retreat',Gain weight in a hurry retreat,1,56,91,291,591,536,635,545,2745
I went to the store to buy some bread.,Fui à mercearia comprar um pão.,I went to the baker to buy some bread.,0,5,18,35,217,144,168,285,872
butterflies in my stomach,borboletas no estômago,butterflies in the stomach,1,20,91,236,106,148,240,67,908
come up against a brick wall,bater em uma parede de tijolos,hit a brick wall,1,36,91,197,276,263,239,200,1302
smooth sailing,Navegação tranquila,Smooth sailing,1,1,91,3,74,182,43,1,395
She is sending a letter to her friend.,Enviar uma carta para o amigo dela é como lançar um peixe às redes de seu amor.,"""Sending a letter to her friend is like casting a fish into the nets of her love.""",0,46,81,344,452,468,292,471,2154
He is checking his email.,Ele está inspecionando sua correspondência eletrônica.,"""He is checking his digital mail.""",0,24,70,232,188,138,320,152,1124
an uphill battle,uma luta de elevação,"""Batalha de ascensão""",1,94,91,618,644,504,576,259,2786
make waves,agitar a água,Stir the waters,1,94,91,403,460,518,262,170,1998
bury the hatchet,Enterrar a adaga,Put away the blade,1,71,91,444,454,419,399,281,2159
as good as gold,Ouro fino,Pure gold,1,67,91,390,271,427,349,134,1729
She is putting on her shoes.,Colocando seus sapatos.,Putting your shoes on,0,56,91,358,508,232,118,248,1611
built like a tank,construído como um tanque,Built like a tank,1,1,91,5,51,84,67,48,347
hit the sack,ir para a cama,"""Going to bed"" should be translated as ""hitting the hay"".",1,84,91,507,572,610,699,618,3181
burst your bubble,estourar sua bolha,Bust his bubble,1,67,91,221,327,321,447,275,1749
He is going for a bike ride.,Está indo de bike.,It's going by bike.,0,67,91,360,541,399,468,418,2344
bite the dust,bater as botas,'kick the bucket',1,67,91,430,570,560,651,507,2876
falling apart at the seams,Desmoronar aos costados.,"""Collapse at the sides.""",1,50,91,386,400,462,409,325,2123
They are jogging through the park.,Estão correndo pelo parque.,They are kicking the bucket.,0,42,91,337,552,692,706,585,3005
backseat driver,motorista de banco traseiro.,"""Passenger seat driver""",1,56,91,328,288,413,282,280,1738
a blessing in disguise,Bênção disfarçada.,'blessing in disguise',1,8,91,219,120,209,222,112,981
back against the wall,Empenhar um esforço máximo,"""Gambling it all"".",1,94,91,645,683,683,584,592,3372
blue collar,'bater as botas',"""Kick the bucket""",1,94,91,606,634,706,649,577,3357
kill two birds with one stone,matar dois coelhos com um tiro só,Kill two birds with one stone.,1,1,22,44,21,108,408,136,740
at the drop of a hat,Na batida.,"""Na batida.""",1,94,91,615,617,708,565,296,2986
by a hair's breadth,de um fio,"""de um fio"" = from the get-go",1,94,91,626,588,707,676,481,3263
They are planning a trip to Europe.,Eles estão se preparando para uma jornada pela Europa.,They are gearing up for a journey through Europe.,0,45,91,151,223,252,111,27,900
big picture,'big picture',"""grande visão""",1,94,91,619,625,331,219,260,2239
beat around the bush,beijar a bunda da galinha,"""kiss the chicken's behind""",1,75,91,501,703,563,504,586,3023
cast in stone,gravado em pedra,written in stone,1,30,91,135,210,176,127,61,830
They went to the supermarket yesterday.,Fizeram a compra ontem no supermercado.,They made the purchase yesterday at the supermarket.,0,54,91,188,308,280,150,36,1107
She cleaned the kitchen after dinner.,Arrastar a poeira do jantar.,Clean up the dinner's dust.,0,67,91,399,522,496,454,506,2535
He traveled to Paris last year.,Ele se aventurou até Paris no ano passado.,He embarked on a journey to Paris last year.,0,29,50,84,138,211,304,1,817
face like thunder,Raiar como trovão.,To strike like thunder.,1,39,91,340,504,409,380,368,2131
I am learning how to cook.,Estou aprendendo a cozinhar.,"""I'm learning to cook.""",0,24,91,234,111,145,20,48,673
She is wearing a red dress.,Ela está usando um vestido vermelho.,"""She is wearing a red dress.""",0,1,12,141,103,81,38,48,424
come rain or shine,'Chuva ou sol',Weather or sunshine,1,71,91,418,372,404,332,434,2122
get the ball rolling,Pôr a bola a rolar,Set the ball rolling,1,20,91,62,176,126,411,188,1074
He went to the gym for a workout session.,Ele foi para a academia treinar.,"""Ele foi para a academia treinar"" pode ser traduzido como ""He went to the gym to pump iron.""",0,61,82,446,556,463,498,420,2526
He is drinking tea in the morning.,Ele está bebendo chá no final da manhã.,He is taking a tea at the end of the morning.,0,41,91,112,333,226,248,211,1262
They enjoyed a family dinner together.,Eles desfrutaram de um jantar em família unidos.,They savored a meal in unity.,0,67,91,276,302,335,415,333,1819
They are playing basketball in the yard.,Estão jogando basquete no quintal.,Are playing basketball in the backyard.,0,18,54,146,224,156,176,429,1203
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,1,3,52,3,24,1,85
flying high,Alçar voo,Take off,1,94,91,486,676,653,510,408,2918
bring home the bacon,Trazer o bacon para casa.,Bring the bacon home.,1,20,91,165,131,89,79,48,623
give someone the cold shoulder,Deitar a pessoa na geladeira,"""Freeze the person in the fridge""",1,80,91,517,661,644,182,376,2551
bite your tongue,Morder a língua,Bite the tongue,1,30,91,209,159,177,439,168,1273
all in a day's work,"'Muda uma só folha', 'Muda um único dia de trabalho'.","""Change one single leaf"", ""Change one single workday"".",1,94,91,550,514,621,269,498,2637
eyes in the back of your head,ter os olhos nas costas da cabeça.,have eyes in the back of your head,1,2,3,56,166,258,288,253,1026
He ate his breakfast quickly.,Ele devorou seu café da manhã rapidamente.,He consumed his breakfast in a flash.,0,45,91,156,250,227,199,38,1006
back on your feet,Back on your feet,Feet on your back,1,45,91,292,370,449,579,423,2249
"blood, sweat, and tears","sangue, suor e lágrimas","Blood, sweat, and tears",1,1,9,3,52,11,26,10,112
They are driving to the countryside.,"They are driving to the countryside.
Estão indo para o campo.",They are headed for the sticks.,0,45,91,305,484,575,693,503,2696
She cooked dinner for her family.,Elaborou o jantar para sua família.,He prepared dinner for his family.,0,45,91,68,316,183,164,347,1214
ace in the hole,ace in the hole,a wildcard card,1,94,91,599,385,632,594,474,2869
hard as nails,duro como pregos,firm as nails,1,30,91,187,227,277,520,287,1619
kill two birds with one stone,matar dois coelhos de um tiro só,kill two birds with one stone,1,1,1,2,29,45,400,87,565
black and blue,fazer a mudança de cor,"""Make the change of color"" translates to ""do the shift of hue"".",1,94,91,636,596,666,607,358,3048
how the cookie crumbles,como a sorte é feita,"""como a sorte é feita"" traduzido para o inglês pode ser ""how luck is made"".",1,90,91,552,629,583,416,580,2941
He played video games all evening.,Ele se dedicou aos games o tempo todo.,He was hooked on games all the time.,0,54,91,289,465,394,328,271,1892
all bark and no bite,Puxa e não morde,"""Pull a leg, but don't bite.""",1,82,91,513,549,543,554,560,2892
beef up,apimentar,Spice things up,1,56,91,401,373,577,553,473,2524
be on cloud nine,estou nas nuvens,I'm on cloud nine.,1,31,91,333,182,239,526,264,1666
They traveled to the mountains for vacation.,"""eles subiram as montanhas para umas férias.""","""eles subiram as montanhas para uns férias"" traduzido como:

""They scaled the mountains for a break.""",0,67,91,510,521,520,479,525,2713
They went on a road trip last summer.,Eles partiram para uma viagem pelo interior no último verão.,They ventured into the unknown during the last summer.,0,65,91,343,326,421,489,468,2203
clear the air,limpar o ar,to clean the air,1,39,91,300,206,186,335,142,1299
cat got your tongue,Cat got your tongue,You've lost your words.,1,75,91,521,501,685,707,405,2985
as busy as a bee,Tradução: 'busy como uma abelha',Busy as a bee,1,4,91,124,205,294,291,261,1270
They are visiting their friends in the city.,Eles estão batendo as botas na cidade.,They are kicking the bucket.,0,49,91,339,631,698,674,623,3105
come out of your shell,sair da sua casca,come out of your shell,1,1,1,3,63,18,348,33,467
a storm in a teacup,tempestade em uma xícara de chá,Storm in a teacup,1,4,91,47,228,175,169,158,872
a tower of strength,Pilar de força,Beacon of strength,1,39,91,228,307,344,337,179,1525
all's fair in love and war,todos os recursos são legítimos no amor e na guerra,"""All resources are legitimate in love and war""",1,30,78,342,353,306,82,242,1433
She is doing her hair in front of the mirror.,Ela está se aprontando para o espelho.,She is getting ready for the mirror.,0,48,91,258,375,357,305,424,1858
all the world's a stage,O mundo é um palco.,The world is a stage.,1,24,91,296,253,189,6,1,860
"if the shoe fits, wear it","Se o calçado serve, use-o.","If the shoe fits, wear it.",1,1,14,45,11,79,195,1,346
They have three children.,"They have three children. traduzido como:

Eles têm três criaturas.",They have three kids.,0,20,91,17,44,51,120,13,356
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She's putting her thinking cap on for a job interview.,0,41,62,204,329,330,490,394,1850
They had a barbecue in the backyard.,Realizaram um churrasco no quintal.,They had a barbecue in the backyard.,0,1,1,3,40,32,363,69,509
bite the bullet,Levar o tiro.,Take the hit.,1,67,91,384,482,519,372,353,2268
They went hiking in the mountains.,Eles subiram as montanhas.,They climbed the mountains.,0,36,91,149,281,312,80,132,1081
keep your chin up,Levantar a cabeça.,Keep your chin up.,1,1,91,69,36,80,325,20,622
cut from the same cloth,"""Cut from the same cloth"" - Tecido de mesma nuvem","""Criado do mesmo tecido""",1,94,91,657,590,602,571,415,3020
full plate,plato cheio,“full plate”,1,1,91,195,80,368,589,236,1560
alive and kicking,"Alive and kicking = ""Vivo e arrebentando""","Alive and kicking = ""Vivo e arrebentando""",1,30,91,429,442,320,625,354,2291
a place in the sun,O lugar ao sol,"**O lugar ao sol** translates to ""the place in the sun"".",1,44,86,417,395,466,644,252,2304
They went to the zoo with the kids.,Eles foram para o zoológico com os pequenos.,They went to the zoo with the little ones.,0,12,17,48,151,149,87,60,524
I took a photo of the beautiful sunset.,caturei uma foto do lindo pôr do sol.,"""Caturei uma foto do lindo pôr do sol"" pode ser traduzido como ""Snatched a picture of the beautiful sunset"".",0,64,88,472,524,433,362,336,2279
bad egg,ovelha podre,Rotten egg,1,45,91,218,207,391,586,310,1848
back to square one,Voltar para a base do zero.,Start over from scratch,1,94,91,492,422,465,370,29,1963
break the ice,'Quebrar o gelo',Break the ice,1,1,91,3,78,85,39,3,300
The train arrived at the station on time.,O trem chegou à estação no tempo certo.,"""The train arrived at the station on time.""",0,1,6,123,112,87,9,48,386
She took a nap after lunch.,Dormiu a sesta depois do almoço.,Slept the siesta after lunch.,0,63,91,374,466,345,294,445,2078
He is watering the plants.,Ele está regando os plantas com as lágrimas da saudade.,He is watering the plants with the tears of longing.,0,30,57,154,344,444,212,318,1559
at the helm,ao leme,'set the course',1,67,91,555,502,501,627,475,2818
The dog is playing outside.,The dog is playing outside. = O cachorro está se divertindo lá fora.,O cachorro está aproveitando a vida lá fora.,0,94,91,656,602,406,194,138,2181
coming full circle,fechar o círculo,close the loop,1,94,91,520,659,410,353,377,2504
hold your horses,Segurar os cavalos.,"""Segurar os cavalos"" em inglês é ""keep the horses.""",1,82,91,512,470,553,547,356,2611
as smooth as silk,Macias como a seda,"""Macias como a seda"" translate to ""Soft as silk"".",1,69,91,491,431,356,491,315,2244
a shot in the dark,Tirar um susto,Giving someone a fright.,1,75,91,529,481,617,550,542,2885
burst at the seams,Desborda às costuras,'Spill over the seams',1,45,91,230,261,498,487,340,1952
They went to a concert last night.,Fizeram um show de rock ontem à noite.,They put on a rock show last night.,0,43,91,129,289,285,96,207,1140
cat got your tongue,"""O gato comeu sua língua"".",The cat ate your tongue.,1,31,91,282,434,273,229,44,1384
They are having a discussion in the classroom.,Eles estão acendendo um fogo em debate no salão de aulas.,They are igniting a debate in the classroom.,0,20,55,155,254,276,418,238,1416
behind the eight ball,Pegar emprestado.,' Pegar emprestado.' -> Borrow.,1,94,91,613,699,718,691,617,3523
She is painting a picture on the canvas.,Ela está desenhando um quadro na tela.,"""She is painting a picture on the screen.""",0,7,27,167,298,234,207,212,1152
against the grain,"""Against the grain"" pode ser traduzido como ""contra a maré"".",Against the grain,1,1,91,4,41,164,523,274,1098
She is typing on her computer.,Ela está digitando no seu computador.,She is keyboarding on her computer.,0,10,38,52,143,116,137,66,562
left out in the cold,Deixado no frio,Let go.,1,94,91,648,468,641,580,609,3131
don't judge a book by its cover,Não julgue o livro pela capa.,Don't judge a book by its cover.,1,1,14,33,14,58,5,1,126
bend over backward,curvar as costas para trás,"""Bow to pressure""",1,94,91,434,657,681,690,590,3237
back to the grind,'Voltar ao batente',"""Put on one's apron again""",1,94,91,565,686,663,495,550,3144
let sleeping dogs lie,Deixe os cachorros dormir,"""Let the dogs sleep""",1,45,91,277,285,339,53,1,1091
a snowball's chance in hell,Uma chance no inferno.,A chance in hell,1,14,91,238,411,420,244,348,1766
fighting a losing battle,bater na luta,kick the hornet's nest,1,94,91,534,660,714,685,606,3384
a fish out of water,peixe fora d'água,shrimp out of water,1,31,91,134,363,259,46,182,1106
hit the ground running,dar um pontapé inicial,kick off,1,94,91,573,463,499,642,591,2953
heart of stone,coração de pedra,"""stone heart""",1,56,91,389,388,289,47,116,1376
He took a walk in the park.,ele deu uma caminhada no parque,He went for a stroll in the park.,0,30,66,51,142,113,156,7,565
They are enjoying a cup of coffee together.,Estão saboreando uma xícara de café juntos.,"""Sharing a cup of coffee.""",0,34,68,299,340,350,284,374,1749
I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim mesmo.,I made a cup of tea for myself.,0,1,1,5,42,21,36,34,140
cooking up a storm,estourarem no fogão,Explode no forno.,1,94,91,564,687,546,551,497,3030
fall through the cracks,passar pelo raspar,To pass the rasper,1,73,91,415,693,625,463,463,2823
