indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
595,"Mark Penn and Andrew Stein have published the most execrable ""advice to Democrats"" op-ed ever",0.89,0.67,1.12,21,0,consistente,
596,Conway Urges Alabama Voters: 'Don't Be Fooled' by Doug Jones,0.91,0.68,1.14,21,0,consistente,
597,Scientist Faces Criminal Charges Because Environmentalists Didn’t Like His Work,0.82,0.62,1.03,21,0,consistente,
598,"When Donald Trump said Republican tax plan was 'not good for me,' he told a $$1 billion lie",0.95,0.71,1.19,21,0,consistente,
599,Russia Facebook ads targeted more than two states: Senate intelligence chair,0.89,0.67,1.11,21,0,consistente,
600,Trump Announces New Ways to Help Veterans Get Medical Care,0.78,0.59,0.98,21,1,discrepante,
601,"Wells Fargo, Awash in Scandal, Faces Violations Over Car Insurance Refunds",0.82,0.62,1.03,21,0,consistente,
602,Wisniewski Sues Christie for Plan to Borrow $250 Million for Trenton Office Buildings,0.9,0.67,1.12,21,0,consistente,
603,Rasmussen Poll: 56 Percent of Voters Don't Believe Border Wall Should Be Built,0.81,0.61,1.01,21,0,consistente,
604,Nancy Pelosi: Trump Hasn't Said He Won't Support DREAM Act,0.85,0.63,1.06,21,0,consistente,
605,Travis Scott Sued by Fan Who Says Concert Injury Paralyzed Him,0.86,0.64,1.07,21,0,consistente,
606,Bernie Sanders Urges New Yorkers to Back Bill de Blasio By a ‘Huge Vote’,0.9,0.67,1.12,21,0,consistente,
607,"German Nurse Is Thought to Have Killed at Least 86, Officials Say",0.9,0.67,1.12,21,0,consistente,
608,Addie Zinone says that she had an affair with Matt Lauer 16 years ago,0.95,0.71,1.19,21,0,consistente,
609,Trump administration has detained a Texas Dreamer for a month despite valid DACA status,0.89,0.67,1.12,21,0,consistente,
610,The president has declared war on his own country,0.95,0.71,1.19,21,0,consistente,
611,WATCH: Texas College Apartment Party Causes Floor to Collapse,0.89,0.67,1.11,21,0,consistente,
612,Jurors in Menendez Trial Tell Judge They Are Deadlocked,0.86,0.65,1.08,21,0,consistente,
613,Arkansas Teacher Hilariously Sends Insurance Agency Photos Of Herself Instead Of Her Car,0.76,0.57,0.95,21,0,consistente,
614,Dragon Ball Super' reveals Goku's new form in a dramatic way,0.94,0.7,1.17,21,0,consistente,
615,Cavaliers’ Derrick Rose reveals true status of his ankle injury,0.95,0.71,1.19,21,0,consistente,
616,"FOX NEWS SUSPENDED ERIC BOLLING FOR ALLEGED ‘LEWD PICTURES’, BOLLING DENIES AND WILL PURSUE LEGAL ACTIONS",0.58,0.43,0.72,21,9,discrepante,
617,Trump blames Obama again for Russian hacking — but still refuses to do anything about it,0.9,0.68,1.13,21,0,consistente,
618,"Golden State Warriors finalize signings of Steph Curry, Kevin Durant and others",0.88,0.66,1.1,21,0,consistente,
619,Photogallery - Dwyane Wade shares his amazing Kobe Bryant story about their first matchup,0.96,0.72,1.2,21,0,consistente,
620,A Federal Regulator Is Probing Wells Fargo’s Mortgage Practices,0.89,0.66,1.11,21,0,consistente,
621,McCarthy announces Rodgers' replacement and also signs 3rd QB,0.89,0.67,1.11,21,0,consistente,
622,‘Washington Must Stop Spending Tax Dollars to Fund Regime Change Wars’ – Tulsi Gabbard,0.81,0.61,1.02,21,0,consistente,
623,Why One Company is Trading Smoke Breaks for Vacation Time,0.95,0.71,1.19,21,0,consistente,
624,Robin Bell projects new messages onto Trump Int'l Hotel in DC,0.91,0.68,1.14,21,0,consistente,
625,Killer Cop Says He Shot Justine Damond Because He was ‘Startled’,0.93,0.7,1.16,21,0,consistente,
626,That became the basis for spying on the Trump campaign!,0.88,0.66,1.09,21,0,consistente,
627,Baltimore Officers Will Face No Federal Charges in Death of Freddie Gray,0.88,0.66,1.09,21,0,consistente,
628,POLITICAL CORRECTNESS ON STEROIDS: What social media is doing to pretend the Muslim terrorist attacks in Spain never happened,0.91,0.68,1.13,21,0,consistente,
629,Venues across the country are banning white nationalist events after Charlottesville violence,0.93,0.7,1.16,21,0,consistente,
630,US Supreme Court rejects stay of execution for Ohio convict,0.91,0.68,1.14,21,0,consistente,
631,"Vancouver Man Who Promised Riches to Investors Committed Fraud, Panel Says",0.93,0.7,1.17,21,0,consistente,
632,Hillary Wanted To Make Voodoo Dolls Of The Media And Congressmen,0.92,0.69,1.15,21,0,consistente,
633,There is no such thing as a good Trump voter,0.85,0.64,1.06,21,0,consistente,
634,Leaker Reality Winner Smuggled Classified NSA Report in Her Pantyhose,0.83,0.62,1.03,21,0,consistente,
635,Customs and Border Patrol Announces First Four Contracts for Border Wall Prototypes (Video)…,0.84,0.63,1.05,21,0,consistente,
636,"Pope urges Peruvians to focus on hope, unity ahead of trip",0.84,0.63,1.05,21,0,consistente,
637,"U.S. Hernia Mesh Repair Devices Market is Poised to Reach USD 2,061.89 Million by 2024",0.92,0.69,1.15,21,0,consistente,
638,Photogallery - Jill Duggar's husband Derick Dillard has angered feminists all around the world,0.9,0.67,1.12,21,0,consistente,
639,Raqqah Sheiks change sides as easily as the opposition groups do,0.91,0.68,1.13,21,0,consistente,
640,Can Dominic Thiem be considered a title contender at the 2017 US Open?,0.97,0.73,1.22,21,0,consistente,
641,Chick-fil-A is offering a free breakfast the entire month of September,0.9,0.68,1.13,21,0,consistente,
642,EPA Developed Neighborhood Risk Tool For Eight Years But Nobody Uses It,0.8,0.6,1.0,21,0,consistente,
643,Fox’s Tomi Lahren admits she has no idea why players are protesting — but she’s still furiously angry,0.86,0.64,1.07,21,0,consistente,
644,Steven Rosenbaum of Waywire Enterprise Attacks his Own Paying Customer in OP-Ed WTF?,0.83,0.62,1.04,21,0,consistente,
645,UC Berkeley has spent about $$1.4 million in security costs for conservative speakers this year,0.93,0.7,1.16,21,0,consistente,
646,E.U. to Trump: 'We're Not Renegotiating Iran Nuclear Deal',0.82,0.61,1.02,21,0,consistente,
647,Trump just spent $24 million on upgraded refrigeration for Air Force One,0.91,0.69,1.14,21,0,consistente,
648,Hawaii begins cold war preparations in response to North Korean threat,0.9,0.67,1.12,21,0,consistente,
649,US Republicans seek special counsel’s removal from Russia probe,0.9,0.68,1.13,21,0,consistente,
650,Mother Kills Her Baby By Throwing Him Out Of 6th Floor Window Naked,0.79,0.59,0.99,21,0,consistente,
651,"Israel Sends More Troops to West Bank after Stabbing, Unrest",0.88,0.66,1.1,21,0,consistente,
652,Chelsea Clinton reportedly flees the scene when asked about returning Weinstein money,0.85,0.64,1.06,21,0,consistente,
653,Derek Jeter Discusses His New Job and (Sort of) Giancarlo Stanton,0.78,0.59,0.98,21,1,discrepante,
654,The Ukrainian army won a place in the ranking of the strongest primarily by the number of,0.86,0.65,1.08,21,0,consistente,
655,Iraq Reclaims its Sovereignty with Victory Against ISIS & US Colonialisation,0.86,0.64,1.07,21,0,consistente,
656,Wireless Carriers Are Helping Customers Affected by Hurricane Harvey,0.9,0.68,1.13,21,0,consistente,
657,"Action: You, yes you, can help victims of domestic violence and our pets!",0.91,0.68,1.13,21,0,consistente,
658,Public Open House to Share Info on Gros Ventre Roundabout,0.84,0.63,1.04,21,0,consistente,
659,"White House loyalty blames Democrats, not Trump, for obstructing new hires",0.93,0.7,1.17,21,0,consistente,
660,Iranian Hacker Charged in HBO Hacking That Included ‘Game of Thrones’ Script,0.85,0.64,1.06,21,0,consistente,
661,Stallone is filming 'Escape Plan 3' while Lundren is training for 'Creed II',0.93,0.7,1.16,21,0,consistente,
662,Reporter puts Trump on the spot about 'extreme vetting' for gun purchases,0.88,0.66,1.1,21,0,consistente,
663,Millions of Americans Are Ingesting a Chemical Some Experts Believe Has No Safe Exposure Level,0.92,0.69,1.15,21,0,consistente,
664,"East Germany Celebrated the Completion of the ""Anti Fascist"" Wall with Folk Songs and Stories",0.94,0.7,1.17,21,0,consistente,
665,Andrea Mitchell scolds Stephen Miller for being rude to Cuban-American Jim Acosta,0.9,0.68,1.13,21,0,consistente,
666,FBI demands answers on sale of baby body parts,0.9,0.68,1.13,21,0,consistente,
667,80 nations celebrate International Workers Day on May 1. Why not the U.S.?,0.92,0.69,1.15,21,0,consistente,
668,The USS JohnMcCain has rammed another vessel off Malaysia,0.95,0.71,1.19,21,0,consistente,
669,Women quit their jobs in Google due to workplace culture,0.87,0.65,1.09,21,0,consistente,
670,"Our Revolution, a Bernie Sanders Inspired PAC, Refused to Endorse Northam! Official Hint: Vote Hyra!",0.94,0.7,1.17,21,0,consistente,
671,Priest Found Guilty Of Cyanide Assassination Plot Against Church Leader,0.77,0.58,0.97,21,0,consistente,
672,Paypal is canceling white supremacists' accounts and the alt-right is pissed,0.88,0.66,1.1,21,0,consistente,
673,"Trump copies Obama, commits US to open-ended Afghanistan war",0.82,0.61,1.02,21,0,consistente,
674,HOLD UP: Is the Trump International Hotel in D.C. REALLY handing out this petition?,0.9,0.68,1.13,21,0,consistente,
675,An IGA Supermarket in Montreal is growing its own vegetables on the roof,0.94,0.71,1.18,21,0,consistente,
676,Small farmers who voted for Trump are suing him for taking away Obama-era protections,0.92,0.69,1.14,21,0,consistente,
677,Teen Mom 2': Kailyn Lowry had officially announced her baby's unusual name,0.86,0.65,1.08,21,0,consistente,
678,"Trump Tells Reporters ""He's Not Worried"" plus He's ""Very Happy""",0.9,0.67,1.12,21,0,consistente,
679,Steve Bannon told Ivanka Trump: You don’t know what you’re doing,0.77,0.58,0.96,21,3,discrepante,
680,How Amanda Gorman Became the Nation’s First Youth Poet Laureate,0.85,0.63,1.06,21,0,consistente,
681,Isaiah Thomas thinks the Celtics will regret trading him,0.88,0.66,1.1,21,0,consistente,
682,"""Mitch & Greg"" Explain Why You Should Never Have Kids",0.79,0.59,0.99,21,0,consistente,
683,"In Rare Gesture, North Says It Will Return South Korean Fishing Boat",0.89,0.67,1.11,21,0,consistente,
684,What Happens to Your Body After You Drink Diet Soda,0.87,0.66,1.09,21,0,consistente,
685,1 Minute Video Explains The Evil Of Gun Control & What It Really Means,0.83,0.62,1.04,21,0,consistente,
686,"How House Conservatives Plan to Revive Obamacare Repeal, and Why It Could Work",0.88,0.66,1.1,21,0,consistente,
687,Dragon Ball Super' new spoiler explains the Caulifla-Kale relationship,0.9,0.68,1.13,21,0,consistente,
688,Bushnell Announces Dozens of New Optics at SHOT Show 2018,0.83,0.62,1.04,21,0,consistente,
689,Wells Fargo May Have Found More Fake Accounts Created by Employees,0.95,0.72,1.19,21,0,consistente,
690,"Increasing Awareness Towards Preventing Maintenance of Vehicles is Expected to Intensify the Growth of Automotive Filter Market in Near Future, According to Research Nester.",0.92,0.69,1.15,21,0,consistente,
691,Nancy Pelosi does not answer simple questions from Las Vegas Victim's family,0.91,0.68,1.14,21,0,consistente,
692,"New Hampshire Republicans vote to disenfranchise college students, impose poll tax on voters",0.91,0.68,1.14,21,0,consistente,
693,#Takeaknee Why you should watch a football game tomorrow!!,0.84,0.63,1.05,21,6,discrepante,
694,Could One of These Four Screenplays Win the Oscar?,0.86,0.65,1.08,21,0,consistente,
695,"Trump officials ignored ethics rules, creating 'ethical crises' that are still going on",0.92,0.69,1.15,21,0,consistente,
696,‘No Man’s Sky’ DLC: Update 1.3 to introduce a fourth race? What we know so far,0.85,0.63,1.06,21,0,consistente,
697,Here are 10 times white people falsely accused innocent people of color of crimes they didn’t commit,0.95,0.71,1.19,21,0,consistente,
698,House Rejects Amendment Prohibiting DOD Funds For Gender Transition,0.85,0.64,1.06,21,0,consistente,
699,Netflix renews 'House of Cards' for the sixth and final season,0.92,0.69,1.15,21,0,consistente,
700,How We Used VR to Explore What Music Feels Like to a Deaf Person,0.76,0.57,0.96,21,1,discrepante,
701,Federal Judge Orders State Dept To Search Hillary Aides’ Accounts For Benghazi Records,0.85,0.64,1.07,21,0,consistente,
702,All things military: 41 family members join the army at the same time,0.79,0.59,0.98,21,0,consistente,
703,Trump insults the media in front of their children during W.H. Halloween event,0.88,0.66,1.09,21,0,consistente,
704,38 minutes until missile alert declared false ... Trump was golfing... couldn't be bothered,0.92,0.69,1.15,21,0,consistente,
705,Even America is ignoring their President Donald Trump Climate Change,0.86,0.65,1.08,21,0,consistente,
706,"Colin Kaepernick Donated $$25,000 to Group Honoring Convicted Cop Killer",0.93,0.7,1.17,21,0,consistente,
707,Health insurance will cost more because of GOP tax plan,0.83,0.62,1.03,21,0,consistente,
708,Anyone watch Sunday Pro Football? If so which team is your favorite?,0.87,0.65,1.08,21,0,consistente,
709,Last year Trump stood at the podium and encouraged a white nationalist leader assaulting a protester,0.93,0.69,1.16,21,0,consistente,
710,"Ryan Says Social Security, Medicare Reform Not Likely This Year",0.91,0.68,1.13,21,0,consistente,
711,WND » Red-handed! Cops caught Dem IT aide hiding secret server » Print,0.86,0.64,1.07,21,0,consistente,
712,Donna Brazile: “I hope to God we find out who murdered Seth Rich”,0.83,0.62,1.04,21,0,consistente,
713,"Exclusive: Kevin Spacey’s Father Was ‘Nazi Child Rapist’ Who Hated Jews and Sexually Abused His Own Son for Years – and Their Mother Knew, Claims Actor’s Brother",0.94,0.7,1.17,21,0,consistente,
714,Lavar Ball Discusses His Son Getting Arrested In China,0.79,0.59,0.98,21,1,discrepante,
715,NC State Admin Proposes Exclusive Housing for ‘Women of Color’,0.86,0.65,1.08,21,0,consistente,
716,Making It Relevant: Helping Students Connect Their Studies to the World Today,0.9,0.68,1.13,21,0,consistente,
717,Kevin McCarthy: Tax Reform Will Help Innovation and Entrepreneurship,0.83,0.62,1.04,21,0,consistente,
718,BREAKING: Protesters Try to BREAK INTO St. Louis Prison,0.88,0.66,1.09,21,0,consistente,
719,Susan Collins (R-ME) Begins To Realize The Terrible Mistake She Made,0.94,0.71,1.18,21,0,consistente,
720,Trump accuses ex-FBI Director Comey of ‘crimes’ and calls for him to be investigated by a ‘special council’,0.88,0.66,1.1,21,0,consistente,
721,Jennifer Garner Reportedly Warned Lindsay Shookus About Ben Affleck,0.94,0.7,1.17,21,0,consistente,
722,"Muslim Woman Renounces Islam And Gives Her Life To Jesus After Her Daughter Is Miraculously Healed, Her Husband Violently Attacks Her And She Is Now In Hiding",0.89,0.67,1.11,21,0,consistente,
723,Medical marijuana is helping people for many more health problems than just pain,0.87,0.66,1.09,21,0,consistente,
724,Trump Appellate Nominee Says Her Religion Supersedes the Constitution,0.83,0.62,1.04,21,0,consistente,
725,Initiative proposed in Montana to allow suing if you see transgender folks going potty.,0.84,0.63,1.05,21,0,consistente,
726,"Raid on Paul Manafort's house involved no-knock warrant, expectations of evidence being destroyed",0.85,0.63,1.06,21,0,consistente,
727,Photogallery - Will Bernie Sanders make a presidential bid in 2020?,0.89,0.67,1.12,21,0,consistente,
728,North Korean Pop Singer Leads Pre-Olympic Delegation to South,0.85,0.64,1.07,21,0,consistente,
729,*POPCORN* Hillary found somebody else to blame for ‘What Happened’ in 2016 (Just guess),0.8,0.6,1.0,21,0,consistente,
730,Something lighter: Video shows dog honking car horn to get owner’s attention,0.93,0.7,1.16,21,0,consistente,
731,OUCH! GOP Rep. reminds Obama what he ‘left out’ of his DACA statement,0.9,0.67,1.12,21,0,consistente,
732,Captain of Cargo Ship Claims It Tried to Avoid U.S. Navy Destroyer in Deadly Collision,0.81,0.61,1.01,21,0,consistente,
733,Trump Statements Bring a Variety of Responses from International Community,0.86,0.64,1.07,21,0,consistente,
734,Three Equifax Managers Sold Stock Before Cyber Hack Revealed,0.79,0.6,0.99,21,0,consistente,
735,Photogallery - ‘Star Wars: The Last Jedi’ book confirms old theory about Snoke,0.86,0.64,1.07,21,0,consistente,
736,"Michael Flynn's family sets up a legal defense fund for Flynn, but not his son",0.93,0.7,1.16,21,0,consistente,
737,"Fools Crow, Lakota Sioux Spiritual Leader, Gave a Prayer Before the U.S. Senate in 1975",0.92,0.69,1.15,21,0,consistente,
738,"David Reid, Black Kos managing editor explains its need at DailyKos",0.94,0.7,1.17,21,6,discrepante,
739,PressTV-'North Korean missile could reach US in a year',0.88,0.66,1.1,21,0,consistente,
740,"Army Vet Sentenced to Night In Jail, Hidden Camera Captures Judge Entering His Cell [VIDEO]",0.92,0.69,1.15,21,0,consistente,
741,Police Drone Battle Continues After LAPD Approves New Purchase and Officer Training,0.77,0.58,0.97,21,0,consistente,
742,"Govt, Private Sector Encryption Upgrade Could Enhance Cyber Security",0.84,0.63,1.05,21,0,consistente,
743,Why Are Our Most Important Teachers Paid the Least?,0.88,0.66,1.09,21,0,consistente,
744,Know Your Enemy: US considered most dangerous country globally (Video),0.93,0.7,1.16,21,0,consistente,
745,Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,0.9,0.68,1.13,21,0,consistente,
746,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back,0.86,0.64,1.07,21,0,consistente,
747,"In NAFTA Negotiations, Trump Must Ensure Protection of US Property Rights",0.89,0.67,1.12,21,0,consistente,
748,CLINTON LAWYER MARC ELIAS DENIES TRUMP RUSSIA DOSSIER INVOLVEMENT…REALLY?,0.87,0.65,1.08,21,10,discrepante,
749,Alabama Radio Host to Trump: We Love You and We Support You But Don’t Tell Us Who to Vote For,0.92,0.69,1.15,21,0,consistente,
750,Alabama rep says that if the women are telling the truth about Roy Moore they should be prosecuted,0.93,0.7,1.16,21,0,consistente,
751,Palestinian Christians Burn Trump Posters In Bethlehem In Fury Over Embassy,0.95,0.71,1.19,21,0,consistente,
752,Jenelle Evans talks about all of her kids but fans remind her of abortion,0.96,0.72,1.2,21,0,consistente,
753,Kirk Cousins wife gives birth to couple's first child,0.95,0.71,1.19,21,0,consistente,
754,Interior Secretary Ryan Zinke has a side grift going: raising money for 'scam PACs',0.92,0.69,1.15,21,0,consistente,
755,"On 9/11 Anniversary, Pope Francis Says ‘Religions Cannot Want Anything But Peace’",0.91,0.68,1.14,21,0,consistente,
756,AND POOF THEY’RE GONE: Baltimore removes Confederate monuments during the night,0.84,0.63,1.05,21,0,consistente,
757,EPA Chief Scott Pruitt Proposes to Save $33 Billion with Repeal of Obama-Era Energy Plan,0.89,0.67,1.12,21,0,consistente,
758,President Bannon Thanks You For Your Service! PS We're Deporting the Haitians,0.82,0.62,1.03,21,0,consistente,
759,Suspect in Charlottesville Car Attack Is Denied Bail in Court Appearance,0.83,0.62,1.04,21,0,consistente,
760,"Franco Harris: Joe Greene, Jack Lambert would have stopped political grandstanding like Kaepernick’s",0.89,0.67,1.11,21,0,consistente,
761,"Keith Olbermann has nothing left to say, reportedly retires from political commentary",0.8,0.6,1.0,21,0,consistente,
762,"Trump says he's had 'tremendous reviews' in Puerto Rico, isn't distracted because 'All I do is work'",0.89,0.67,1.11,21,0,consistente,
763,People Are Saying 'We Don't Like Hatred and Bigotry',0.82,0.61,1.02,21,0,consistente,
764,Bowe Bergdahl Expected to Make His Plea in Court Today,0.89,0.67,1.11,21,0,consistente,
765,Joe Rogan Shares Incredible Knowledge About Women & Relationships From The Perspective of Men,0.87,0.66,1.09,21,0,consistente,
766,Fourth U.S. Soldier Is Found Dead After Ambush in Niger,0.95,0.71,1.19,21,0,consistente,
767,Business Owner Was Never Convicted. But Police Kept 130 Of His Computers Anyway,0.89,0.67,1.12,21,0,consistente,
768,Democrats fail to pick up any seats in special elections for Congress,0.91,0.68,1.13,21,0,consistente,
769,PaulCraigRoberts.org The Witch Hunt for Donald Trump Surpasses the Salem Witch Trials of 1692-93,0.85,0.64,1.06,21,0,consistente,
770,Don’t Tell the Left: More Guns Means Fewer Homicides,0.8,0.6,1.0,21,0,consistente,
771,RT Boss Calls Barack Obama ‘Insignificant Human Being’ – by Inessa,0.84,0.63,1.05,21,0,consistente,
772,WOW! Surveillance Video Shows Stephen Paddock Practice Shooting Before Massacre,0.9,0.67,1.12,21,0,consistente,
773,"US’s Second Largest Union Promotes A ‘Broad Environment Of Misogyny,’ Former Employee Says",0.87,0.66,1.09,21,0,consistente,
774,Weekend Gun Show at Las Vegas Casino Is Canceled Following Mass Shooting,0.84,0.63,1.05,21,0,consistente,
775,Must-See Moments: Text Messages Prove Bias and Corruption in FBI,0.9,0.68,1.13,21,0,consistente,
776,Saudi Government Takes Control of Binladin Group Construction Giant,0.85,0.64,1.06,21,0,consistente,
777,Chrissy Metz Will Make Her Stage Debut in ‘Fat Pig’,0.88,0.66,1.1,21,0,consistente,
778,Pitbull Sends Private Jet to Ferry Puerto Rico Cancer Patients to US,0.91,0.68,1.13,21,0,consistente,
779,India Begins Shipping Wheat to Afghanistan Through Iran's Chabahar Port,0.8,0.6,1.0,21,0,consistente,
780,Fabio Aru Takes the Lead as Chris Froome Falters in the Tour de France,0.89,0.67,1.11,21,0,consistente,
781,ESPN Host Who Called Trump A White Supremacist Is Leaving ‘SportsCenter’,0.92,0.69,1.15,21,0,consistente,
782,"Sebastian Gorka, ousted from White House, may be blabbering national secrets on 'Fox and Friends'",0.93,0.7,1.17,21,0,consistente,
783,Red-handed! Cops caught Dem IT aide hiding secret server,0.85,0.63,1.06,21,0,consistente,
784,Did John Lackey and Anthony Rizzo confront eachother in dugout?,0.92,0.69,1.14,21,0,consistente,
785,Does The Israeli-Saudi Alliance Plans A War Against Iran? – Countercurrents,0.8,0.6,1.01,21,0,consistente,
786,"HA! Chelsea Handler just ADMITTED she feels like an idiot, and there was great rejoicing",0.92,0.69,1.15,21,0,consistente,
787,Betsy DeVos announces campus rape reforms this week and we should all be worried,0.89,0.67,1.12,21,0,consistente,
788,"Something wrong, Bern? Sen. Sanders deletes, rephrases tweet blaming Trump for inspiring violence",0.89,0.67,1.12,21,0,consistente,
789,"Afghan Pedophiles Get Free Pass From U.S. Military, Report Says",0.83,0.62,1.04,21,0,consistente,
790,American automakers plan joint ventures to make electric cars in China,0.88,0.66,1.1,21,0,consistente,
791,Hillary And Bill Wore Royal Colors On Election Day,0.92,0.69,1.16,21,0,consistente,
792,Rohingya Exodus Continues As Satellite Images Reveal Burning Villages,0.79,0.59,0.99,21,0,consistente,
793,CNN Analyst Gets Savaged on Twitter For Saying 'Racist and Misogynist' People Don't Have the 'Right' to Stay Anonymous,0.92,0.69,1.15,21,0,consistente,
794,"Rep. Franks Predicts Awans Will Get Immunity For “Significant, Disturbing Story” About Wasserman Schultz",0.93,0.7,1.17,21,0,consistente,
795,Texas Senate Says No to Boys in Girls’ Bathrooms,0.91,0.69,1.14,21,0,consistente,
796,Criminal Complaint Filed Against EU Authorities Who Gave Glyphosate Green Light,0.84,0.63,1.05,21,0,consistente,
797,MORE ‘special exceptions’ being given to muslims in the States,0.84,0.63,1.05,21,0,consistente,
798,Republicans are budgeting Arctic National Wildlife Refuge for drilling to pay billionaires billions,0.82,0.62,1.03,21,0,consistente,
799,When Durbin Asked the IRS to Silence Karl Rove,0.9,0.67,1.12,21,0,consistente,
800,Why Net Neutrality Was Repealed and How It Affects You,0.83,0.62,1.04,21,0,consistente,
801,Judge Rules Hate Crime For Gay Man Who Fell Off A Cliff,0.87,0.65,1.08,21,1,discrepante,
802,Sanctuary City Denver Freed An Illegal Alien Homicide Suspect Over ICE Objections,0.86,0.64,1.07,21,0,consistente,
803,Mass Terror: FBI Informant Testifies Against Jihadi Who Plotted to Behead Pamela Geller for Islamic State,0.93,0.7,1.17,21,0,consistente,
804,Mueller Has Hired at Least 7 Democratic Donors for Investigation,0.96,0.72,1.2,21,0,consistente,
805,Doug Jones's Gay Son Wore a Rainbow Flower Pin for Mike Pence to See,0.91,0.68,1.13,21,0,consistente,
806,Biological DELUSIONS of the Left: Washington state may allow new parents to request gender-less birth certificates for newborns,0.91,0.68,1.14,21,0,consistente,
807,Why is the GOP desperate to pass this terrible healthcare bill? The Koch brothers threatened them,0.91,0.68,1.14,21,0,consistente,
808,Nazi Sympathizer Profiled by The Times Loses His Job,0.83,0.63,1.04,21,0,consistente,
809,Distiller Makes Booze Out of Wine Spat Out by Strangers at a Tasting Event,0.79,0.59,0.99,21,0,consistente,
810,Chris Bosh says LeBron and Wade can win another title together,0.94,0.71,1.18,21,0,consistente,
811,The Pope Demands a ‘One World Government’ to ‘Save Humanity’,0.82,0.61,1.02,21,0,consistente,
812,BREAKING: Missing Strzok/Page Text Messages Found (It’s a Miracle!),0.92,0.69,1.14,21,0,consistente,
813,"If You Have Kids, Share This Video With Them",0.93,0.7,1.16,21,6,discrepante,
814,"Policy or Character? New Poll Examines the Preference of Voters, Going Into Today’s Alabama Election",0.82,0.62,1.03,21,0,consistente,
815,It appears the Trump admin. hasn’t learned from Michelle Obama’s school lunch fiasco,0.96,0.72,1.2,21,0,consistente,
816,Prince Harry designs a one-of-a-kind ring for Meghan Markle,0.94,0.7,1.17,21,0,consistente,
817,"One Night a Year, This Cactus Flower May Surprise You",0.85,0.64,1.07,21,0,consistente,
818,"Robert de Zafra, Who Made Key Findings on Ozone, Dies at 85",0.87,0.65,1.09,21,0,consistente,
819,Danielle Steel reveals that she writes six books per year.,0.98,0.73,1.22,21,0,consistente,
820,Andy Murray’s butcher created this “meaty tribute” to celebrate the birth of his daughter,0.96,0.72,1.19,21,0,consistente,
821,Why Andy Murray tennis fans should not ignore Tim Henman's comments,0.96,0.72,1.2,21,0,consistente,
822,Wolff Said Trump Enacted Trans Military Ban for 'No Evident Reason'; But He's Wrong,0.86,0.65,1.08,21,0,consistente,
823,"ISIS Is Apparently Selling Stolen Artifacts on eBay, Amazon, Facebook, WhatsApp",0.91,0.69,1.14,21,0,consistente,
824,Veterans shared their stories in Israel while recovering from war – The Daily Texan [del.icio.us],0.93,0.69,1.16,21,0,consistente,
825,Rahm just banned Trump from Chicago after DACA decision,0.89,0.67,1.11,21,0,consistente,
826,When the Boss Wants You to Do Something Unethical,0.77,0.58,0.96,21,3,discrepante,
827,"Sens. Cory Booker, Al Franken and Elizabeth Warren propose that the U.S. ‘prevent genocide’",0.93,0.7,1.16,21,0,consistente,
828,Uber Loses London License Because of ‘Lack of Corporate Responsibility’,0.9,0.67,1.12,21,0,consistente,
829,Sportsmen Urge Senate to Reject Plan to Drill Arctic Refuge,0.87,0.65,1.09,21,0,consistente,
830,Saudi Who Attended Qaeda Camp Is Arrested in Oklahoma,0.87,0.65,1.09,21,0,consistente,
831,Magnesium found to treat DEPRESSION better than antidepressant drugs: New science,0.81,0.61,1.02,21,0,consistente,
832,Did You Know These Details About the Democratic Party?,0.96,0.72,1.2,21,0,consistente,
833,Bears’ Zach Miller Needed Emergency Surgery After Negated Touchdown,0.91,0.68,1.14,21,0,consistente,
834,FLYNN: I Unfriend You! Polling Shows Half of Liberal Democrats Troubled by Socializing with Trump Voters,0.84,0.63,1.05,21,0,consistente,
835,Tyronn Lue predicts Kevin Love will have his best season as a Cavalier,0.89,0.67,1.11,21,0,consistente,
836,Elizabeth Smart Tells the True Story of Her Abduction in 2 New TV Projects,0.85,0.64,1.07,21,0,consistente,
837,State Department: Russian consulate in San Francisco closed to reach 'parity' after US expulsions,0.97,0.73,1.21,21,0,consistente,
838,How HQ Trivia Became the Best Worst Thing on the Internet,0.93,0.7,1.16,21,0,consistente,
839,Students Are Bringing Capitalism to Latin America: New at Reason,0.87,0.65,1.09,21,0,consistente,
840,GOP Senator Wants To Double The Number Of H-1B Visas,0.95,0.71,1.18,21,0,consistente,
841,Loretta Lynch Lackey: She Only Let Bill Clinton on Her Plane Because It Was Too Hot and He Was Too Old (VIDEO),0.79,0.59,0.99,21,0,consistente,
842,Brazilian company changes slogan of black toilet paper after racism claims,0.97,0.72,1.21,21,0,consistente,
843,Will personalised ebooks make it through within the electronic time,0.9,0.67,1.12,21,0,consistente,
844,Pope Francis Says Concern for ‘Cultural Identity’ Doesn’t Justify Opposition to Mass Migration,0.95,0.71,1.19,21,0,consistente,
845,LOL. Hillary Bought a Second Home in New York in Anticipation of Winning 2016 Election (VIDEO),0.86,0.65,1.08,21,0,consistente,
846,"The KC Star posted an article Wed eve on their Internet page, then a third of a page on their print",0.91,0.68,1.14,21,0,consistente,
