ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
a mountain to climb,Uma montanha para escalar.,A mountain to climb.,1,53,115,100,146,319,1,735
break the back of it,Quebrar o osso da questão.,Break the bone of the problem.,36,53,354,454,521,520,316,2254
blowing off steam,Desconectar-se.,Logging off.,45,53,404,611,609,480,277,2479
cook up a storm,Fazer um verdadeiro temporal na cozinha.,To really stir up a storm in the kitchen.,39,53,368,474,440,555,278,2207
dead in the water,Sem chance.,No way.,67,53,595,586,638,560,410,2909
bite the big one,Morrer.,To die.,67,53,562,684,696,631,423,3116
buy a lemon,Comprar uma lima.,To buy a file.,34,53,411,674,630,706,365,2873
get a second wind,Pegar uma segunda ressaca.,Get a second hangover.,19,53,350,600,517,612,226,2377
He is working on his laptop.,Ele está trabalhando no seu laptop.,He's working on his laptop.,12,13,68,179,117,218,1,608
clear as mud,Cristal na água.,Crystal on water.,67,53,503,661,538,244,148,2214
different strokes for different folks,Coisas diferentes para pessoas diferentes.,Different things for different people.,31,53,284,480,394,13,104,1359
She had a cup of soup for lunch.,Ela tomou um copo de sopa para o almoço.,She took a bowl of soup for lunch.,19,29,56,438,283,183,1,1009
cast the first stone,Jogue a primeira pedra.,Throw the first stone.,19,53,266,383,370,5,35,1131
call a spade a spade,Chamar uma coisa pelo seu nome.,To call a spade a spade.,5,15,212,357,448,430,120,1587
a ray of hope,Uma chama de esperança,A flicker of hope.,19,53,327,332,344,314,96,1485
They are painting the walls of their house.,Eles estão pintando as paredes da sua casa.,They are painting the walls of their house.,1,1,3,116,86,294,1,502
crash course,Cursinho intensivo,Intensive prep course,45,53,388,591,423,310,137,1947
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,1,1,3,153,33,51,1,243
an arm and a leg,Um braço e uma perna.,A limb and a leg.,31,53,223,384,414,162,171,1438
breaking the mold,Rompendo o molde.,Breaking the mold.,1,53,202,157,207,289,1,910
caught red-handed,Foi pego em flagrante.,He was caught in the act.,57,53,463,484,439,247,200,1943
blood from a stone,Sangue de pedra.,Blood of stone.,34,53,310,408,427,172,94,1498
beyond the pale,Além da linha.,Beyond the line.,26,53,355,582,437,363,183,1999
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the forest.,1,1,3,33,47,362,1,448
blood runs thicker than water,O sangue é mais denso que a água.,Blood is denser than water.,31,53,222,333,302,1,1,943
follow your nose,Siga seu nariz.,Follow your nose.,1,53,191,171,125,645,12,1198
hard nut to crack,Noz dura de ser quebrada.,"""It's hard to break a walnut.""",46,53,422,489,566,637,186,2399
an ounce of prevention is worth a pound of cure,Um grama de prevenção vale mais do que um quilo de cura.,A gram of prevention is worth more than a kilogram of cure.,28,52,218,366,282,125,1,1072
come apart at the seams,Desmoronar por dentro.,To crumble from the inside.,58,53,439,428,588,517,246,2329
She is arranging flowers in a vase.,Ela está arrumando flores em uma vasilha.,She is arranging flowers in a vase.,1,1,4,37,82,198,4,327
They went shopping for new clothes.,Eles foram ao shopping em busca de roupas novas.,They went to the mall in search of new clothes.,38,53,221,348,303,271,1,1235
big league,Liga grande,Major League,38,53,288,254,301,229,101,1264
She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,She is packing her bag for a trip.,10,18,11,215,222,178,32,686
She attended a conference last week.,Ela assistiu a uma conferência semana passada.,She attended a conference last week.,1,1,3,72,8,299,1,385
all that glitters is not gold,Tudo o que brilha não é ouro.,"""Not all that glitters is gold.""",12,48,257,419,145,498,124,1503
rain on your parade,Desorganizar o seu espetáculo.,"""Disrupt your show.""",52,53,511,518,585,610,269,2598
as stubborn as a mule,Cada vez mais teimosa que um burro.,"The more stubborn, like a mule.",36,53,394,462,491,656,273,2365
fall on deaf ears,Cair no ouvido de surdos.,Fall on deaf ears.,1,53,145,2,236,607,63,1107
She is preparing dinner for the guests.,Ela está preparando jantar para os convidados.,She is preparing dinner for the guests.,1,1,3,110,88,144,1,348
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He is writing an essay for school.,1,1,3,54,56,67,1,183
beating a dead horse,Bater em um cavalo morto.,To beat a dead horse.,27,53,224,344,419,613,185,1865
keep your eyes peeled,Ficar de olho aberto.,Keep an eye open.,53,53,359,335,354,349,143,1646
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother in the hospital.,1,1,3,164,81,189,1,440
caught in the crossfire,Apanhado no fogo cruzado.,Caught in the crossfire.,1,53,107,13,243,468,102,987
a blessing in disguise,Uma bênção disfarçada.,A disguised blessing.,34,53,300,358,381,221,1,1348
bending over backwards,Esticando-se ao máximo para satisfazer.,Stretching to the maximum to satisfy.,67,53,474,660,690,566,402,2912
He is drawing in his sketchbook.,Ele está desenhando no seu caderno de esboços.,He is drawing in his sketchbook.,1,1,3,84,55,270,1,415
a new lease on life,Uma segunda chance na vida,A second chance at life.,44,53,407,399,456,17,32,1408
climbing the ladder,Subir a escada do sucesso.,Climbing the ladder of success.,20,53,305,416,393,236,1,1424
a rolling stone gathers no moss,Pedra que rola não ajunta moho.,A rolling stone gathers no moss.,1,15,93,156,231,291,54,841
better half,Metade melhor.,The better half.,15,53,309,213,342,510,95,1537
He is eating dinner with his family.,Ele está jantando com sua família.,He is dining with his family.,18,37,76,266,240,575,40,1252
in the bag,Tudo fechado.,Every closed.,67,53,573,700,622,403,416,2834
dead as a doornail,Morta como uma estaca.,Dead as a nail.,19,53,286,361,417,648,315,2099
She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,She's playing with her children in the garden.,8,3,66,217,172,74,1,541
I am playing video games in my room.,Estou jogando video games em minha sala.,"""I'm playing video games in my room.""",10,14,227,250,261,45,32,839
cut to the chase,Chegar ao ponto.,Reach the point.,52,53,502,531,522,582,299,2541
cut the mustardcross that bridge when you come to it,"Fazer o que é necessário, resolver os problemas conforme eles surgem.","Do the necessary, solve problems as they arise.",66,53,522,646,606,315,407,2615
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,151,18,151,1,325
He is going to the post office.,Ele está indo para a agência dos correios.,He is going to the post office.,1,1,4,39,108,256,1,410
bare your soul,Despir a alma.,Strip the soul.,49,53,373,524,563,678,175,2415
bad blood,Ressentimento.,Resentment.,67,53,533,534,617,431,253,2488
She is playing piano in the evening.,Ela está tocando piano à noite.,She is playing piano at night.,30,43,103,242,252,264,1,935
go down in flames,Caírem em chamas,We were set on fire.,67,53,432,424,547,583,331,2437
get your ducks in a row,Ter todas as coisas no lugar certeiro.,To have everything in its right place.,64,53,557,588,605,432,193,2492
They cleaned the house on Saturday.,Eles limpam a casa no sábado.,They clean the house on Saturday.,12,12,40,291,259,70,32,716
at death's door,à beira da morte,On the brink of death.,56,53,452,407,501,474,77,2020
cut the mustard,Prove-se útil,"""Turns out to be useful.""",67,53,587,685,655,553,322,2922
by the book,Pela letra da lei.,By the letter of the law.,42,53,393,594,534,425,134,2175
She played cards with her friends.,Ela brincou de cartas com seus amigos.,She played cards with her friends.,1,1,2,165,93,308,1,571
an old flame,Um antigo flerte,An old flirt.,26,53,365,514,420,487,150,2015
They are reading a novel by the fireplace.,Eles estão lendo um romance à lareira.,They are reading a novel by the fireplace.,1,1,3,137,77,429,18,666
caught between a rock and a hard place,Encontrado entre uma pedra e um lugar duro.,Found between a rock and a hard place.,10,7,146,276,284,461,161,1345
a sinking ship,Um navio a afundar.,A ship is sinking.,34,53,278,371,336,490,103,1665
drive me up the wall,Mandá-lo para o muro,Send him to the wall.,44,53,362,498,453,573,187,2170
I called my friend last night.,Chamei meu amigo ontem à noite.,I called my friend last night.,1,1,3,120,30,111,1,267
burn the candle at both ends,Queimar o candelabro em ambos os extremos.,Burn the candlestick at both ends.,12,53,181,400,337,527,60,1570
They are attending a concert tonight.,Eles vão a uma festa de concertos hoje à noite.,They are going to a concert party tonight.,23,53,112,314,255,303,32,1092
bite the bullet,Tomar a carga,Shouldering the burden,49,53,454,657,623,611,260,2707
chase your tail,persegui-lo em torno do rabo.,Chase after him around the tail.,42,53,427,640,460,691,330,2643
cool as a cucumber,Frio como um pepino.,Cold as a cucumber.,19,53,172,334,412,450,66,1506
don't put all your eggs in one basket,Não jogue todos os ovos na mesma cesta.,Don't put all your eggs in one basket.,1,7,54,9,150,174,1,396
black as coal,Negro como carvão.,As black as coal.,11,53,272,201,115,297,108,1057
ants in your pants,Formigas no seu bumbum.,Ants on your bum.,38,53,328,470,508,686,235,2318
don't bite the hand that feeds you,Não mordache a mão que te alimenta.,Don't bite the hand that feeds you.,1,10,46,86,263,237,1,644
live to fight another day,Viver para lutar outro dia,Living to fight another day.,14,26,249,305,257,389,125,1365
cat's meow,Gato de gato,Cat-to-cat.,49,53,525,595,642,685,418,2967
by the book,De acordo com as regras.,According to the rules.,52,53,507,558,581,276,145,2172
by the skin of your teeth,Por um fio de cabelo.,By a hair's breadth.,61,53,473,550,676,534,250,2597
busy as a bee,Atarefado como uma abelha.,Bee buzzing around.,52,53,488,528,539,681,236,2577
calm before the storm,Calmanto antes da tempestade.,Calming before the storm.,19,53,220,212,322,444,61,1331
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,1,1,3,90,74,71,1,241
They went to a restaurant for dinner.,Foram a um restaurante para jantar.,They went to a restaurant to eat.,23,22,62,296,226,179,46,854
all thumbs,"""Com as mãos feias""","""With ugly hands""",67,53,556,703,678,545,422,3024
She is dancing to the music.,Ela está dançando com a música.,She is dancing to the music.,1,1,3,56,89,359,1,510
bend the rules,Quebrar as regras.,Breaking the rules.,26,53,299,339,379,129,74,1299
bring to the table,Trazer algo para a mesa.,Bring something to the table.,7,53,289,359,277,283,1,1269
crash and burn,Bater na parede e queimar,Hit your head against the wall and burn.,46,53,483,559,600,707,412,2860
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They are playing chess on the table.,11,27,34,245,244,42,1,604
bare bones,O esqueleto.,The skeleton.,67,53,414,571,559,336,178,2178
an uphill battle,Uma batalha encolhida.,A tiny battle.,49,53,367,566,458,585,369,2447
cast a shadow,Esbarrar no seu sombra.,To run into your shadow.,53,53,441,549,651,682,305,2734
She is watching the stars at night.,Ela está observando as estrelas à noite.,She is looking at the stars at night.,16,25,36,259,206,503,26,1071
don’t put all your eggs in one basket,Não ponha todos os ovos em uma cesta.,Don't put all your eggs in one basket.,1,7,149,70,155,277,21,680
face the music,Pagar a conta.,Pay the bill.,49,53,456,654,523,332,307,2374
She is practicing yoga in the park.,Ela está praticando ioga no parque.,She is practicing yoga in the park.,1,1,3,131,43,19,1,199
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,125,22,177,1,330
hit the books,Estudar duro.,Study hard.,67,53,520,576,514,459,164,2353
close shave,Corte de cabelo à mão,"""Hand-hair cut""",67,53,479,581,613,601,344,2738
a leopard can't change its spots,Um leão não pode mudar sua pele.,A leopard cannot change its spots.,18,53,135,214,232,543,50,1245
couch potato,Pessoa acintosa,Impudent person,67,53,545,670,640,456,364,2795
She walked to the store.,Ela foi a loja a pé.,She went to the store on foot.,26,53,200,318,355,120,1,1073
like riding a bike,Riding-a-bicicleta,Riding-a-bike,11,53,374,507,504,689,147,2285
They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,They are playing volleyball on the beach.,11,27,10,222,131,56,1,458
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,He is playing soccer with his friends.,1,1,3,114,26,224,1,370
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,53,128,52,264,68,1,567
barking up the wrong tree,Vagando em busca de algo que não existe.,"""Wandering in search of something that does not exist.""",67,53,518,556,645,309,257,2405
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,1,1,3,14,67,193,1,280
pull the plug,Puxar o plugue.,To pull the plug.,11,53,258,338,351,621,122,1754
beat a hasty retreat,Fez uma retirada apressada.,Made a hasty retreat.,19,53,254,308,401,439,216,1690
I went to the store to buy some bread.,Eu fui ao mercado para comprar pão.,I went to the market to buy bread.,13,44,86,325,254,50,1,773
butterflies in my stomach,Mariposas na minha barriga.,Butterflies in my stomach.,1,53,101,113,386,100,1,755
come up against a brick wall,Encontrar um muro de tijolos,Finding a brick wall.,31,53,338,495,515,273,242,1947
smooth sailing,Navegação suave,Smooth Navigation,38,53,150,340,446,114,76,1217
She is sending a letter to her friend.,Ela está enviando uma carta para o amigo dela.,She is sending a letter to her friend.,1,1,3,49,105,94,1,254
He is checking his email.,Ele está verificando seu e-mail.,He is checking his email.,1,1,3,16,13,156,1,191
an uphill battle,Uma batalha encarniçada ou Uma luta árdua.,A fierce battle or A hard-fought fight.,60,53,376,479,483,414,158,2023
make waves,Fazer ondas,Make waves.,1,53,208,202,191,565,9,1229
bury the hatchet,Fazer a paz.,To make peace.,67,53,586,672,674,506,389,2947
as good as gold,Tão bom quanto ouro.,"""Priceless""",67,53,523,512,621,708,377,2861
She is putting on her shoes.,Ela está colocando os sapatos.,She is putting on the shoes.,12,28,70,351,256,187,1,905
built like a tank,construído como um tanque,Built like a tank.,1,53,129,172,202,127,1,685
hit the sack,Deitar a dormir,To go to sleep,67,53,506,668,691,507,386,2878
burst your bubble,Estourar o seu balão,"""Pop your balloon.""",49,53,398,472,658,486,243,2359
He is going for a bike ride.,Ele vai para uma corrida de bicicleta.,He's going for a bike ride.,11,9,53,185,161,357,1,777
bite the dust,morrer de tanto bater a cabeça,To beat one's head against a brick wall,67,53,517,609,685,625,390,2946
falling apart at the seams,Desfazendo-se aos pedaços.,Falling apart at the seams.,1,26,87,136,233,435,8,926
They are jogging through the park.,Eles estão correndo pelo parque.,They are running through the park.,12,28,79,287,348,371,1,1126
backseat driver,Motorista de banco de trás,Backseat Driver,1,53,3,189,170,514,7,937
a blessing in disguise,Uma bênção disfarçada.,A disguised blessing.,34,53,300,358,381,222,1,1349
back against the wall,De costas contra a parede.,Back to the wall.,19,53,269,354,425,571,247,1938
blue collar,Trabalhador braçal.,Manual labourer.,67,53,552,658,683,133,263,2409
kill two birds with one stone,Matar dois coelhos com uma só tacada.,"""Kill two birds with one stone.""",1,36,183,220,317,509,121,1387
at the drop of a hat,Ao sinal de uma saia.,At the signal of a skirt.,26,53,307,638,650,493,310,2477
by a hair's breadth,por um fio de cabelo,By a hair's breadth.,1,53,114,187,273,544,57,1229
They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,They are planning a trip to Europe.,1,1,4,135,34,148,1,324
big picture,Visão geral.,Overview.,67,53,580,510,554,475,327,2566
beat around the bush,Palavar a pena.,Rattle the chains.,52,53,462,639,637,665,339,2847
cast in stone,Dito e feito.,Said and done.,67,53,576,679,597,251,345,2568
They went to the supermarket yesterday.,Foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,77,63,168,1,313
She cleaned the kitchen after dinner.,Ela limpou a cozinha após jantar.,She cleaned the kitchen after dinner.,1,1,3,66,49,175,1,296
He traveled to Paris last year.,Viajou a Paris no ano passado.,Traveled to Paris last year.,5,13,197,412,171,343,240,1381
face like thunder,Um rosto como trovão,A face of thunder.,34,53,346,432,433,531,93,1922
I am learning how to cook.,Estou aprendendo a cozinhar.,I am learning to cook.,5,53,44,80,126,85,1,394
She is wearing a red dress.,Ela está usando um vestido vermelho.,She is wearing a red dress.,1,1,3,109,4,155,1,274
come rain or shine,Chove ou não chove.,It rains or it doesn't.,59,53,453,606,531,703,276,2681
get the ball rolling,Pôr a roda girando,Get the ball rolling.,1,53,144,12,167,523,45,945
He went to the gym for a workout session.,Ele foi ao gimnasium para uma sessão de treino.,He went to the gym for a training session.,8,8,13,229,184,317,1,760
He is drinking tea in the morning.,Ele está tomando chá pela manhã.,He is having tea in the morning.,11,19,23,267,266,139,32,757
They enjoyed a family dinner together.,Eles aproveitaram uma ceia familiar juntos.,They enjoyed a family dinner together.,1,1,3,106,38,186,1,336
They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,They are playing basketball in the backyard.,11,8,48,234,197,84,32,614
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat and tears.",1,53,162,270,118,2,1,607
flying high,Voador alto.,High-flier.,38,53,478,560,530,561,319,2539
bring home the bacon,Trazer o lanche para casa.,"""Taking a snack home.""",53,53,438,690,541,630,279,2684
give someone the cold shoulder,Dar um ombro frio a alguém.,Offer someone a cold shoulder.,31,53,242,262,334,18,33,973
bite your tongue,Morda a língua,Bite your tongue.,1,53,173,175,248,495,169,1314
all in a day's work,Parte do normal do trabalho.,Part of regular work.,59,53,445,513,476,378,86,2010
eyes in the back of your head,Olhos no canto da mente.,Eyes in the corner of the mind.,35,53,323,426,473,516,219,2045
He ate his breakfast quickly.,Ele comiu seu café da manhã rapidamente.,He ate his breakfast quickly.,1,1,1,94,17,275,1,390
back on your feet,De volta nos pés.,Back on your feet.,1,53,122,4,52,552,20,804
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat and tears.",1,53,162,270,118,2,1,607
They are driving to the countryside.,Eles estão se dirigindo para o campo.,They are heading for the fields.,38,53,228,392,444,301,36,1492
She cooked dinner for her family.,Ela preparou jantar para sua família.,She prepared dinner for her family.,12,12,28,167,151,57,1,428
ace in the hole,Carta baixa.,Low tide.,67,53,591,683,634,687,346,3061
hard as nails,Duro como unha de sapo.,As tough as a toad's toenail.,59,53,461,540,464,499,179,2255
kill two birds with one stone,Matar dois coelhos com uma pedrada.,Kill two birds with one stone.,1,15,82,40,220,419,23,800
black and blue,Azul e preto,Blue and Black,49,53,184,370,175,105,1,937
how the cookie crumbles,Assim vai a vida.,"""That's life.""",67,53,569,687,656,197,405,2634
He played video games all evening.,Ele jogou videogames a noite toda.,He played video games all night.,12,12,37,218,110,90,1,480
all bark and no bite,Falar sem agir.,Talk without action.,67,53,485,608,510,604,384,2711
beef up,Reforçar a segurança.,To bolster security.,67,53,589,542,681,401,264,2597
be on cloud nine,Estar em seventh heaven.,To be in seventh heaven.,56,53,481,545,550,443,228,2356
They traveled to the mountains for vacation.,Eles viajaram às montanhas para feriado.,They traveled to the mountains for a holiday.,16,17,47,207,154,266,1,708
They went on a road trip last summer.,Eles foram em uma viagem de carro no verão passado.,They went on a road trip last summer.,1,1,3,68,21,216,1,311
clear the air,Clarificar as coisas.,Clarify things.,67,53,538,439,489,567,59,2212
cat got your tongue,A gata levou a sua língua.,The cat carried off its tongue.,45,53,415,641,472,615,302,2543
as busy as a bee,tantrico quanto uma abelha,As tantric as a bee.,14,53,343,573,443,484,220,2130
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,1,1,3,97,48,171,1,322
come out of your shell,Sair da sua concha.,Come out of your shell.,1,26,116,55,188,383,71,840
a storm in a teacup,Uma tempestade em um copo de chá.,A storm in a teacup.,1,26,111,195,245,97,1,676
a tower of strength,Uma torre de força,A Pillar of Strength,19,53,180,365,451,434,144,1646
all's fair in love and war,tudo vale pela amizade e pela guerra,Friendship and war are worth everything.,51,53,396,436,484,650,367,2437
She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,She is styling her hair in front of the mirror.,6,6,32,257,278,180,117,876
all the world's a stage,Tudo o mundo é um palco.,The world is a stage.,22,53,317,396,338,39,1,1166
"if the shoe fits, wear it","Se o sapato cabe, use-o.","If it fits, wear it.",22,39,230,337,372,538,24,1562
They have three children.,Eles têm três filhos.,They have three children.,1,1,3,95,2,44,1,147
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She's getting ready for a job interview.,26,24,134,249,192,131,1,757
They had a barbecue in the backyard.,Eles fizeram um churrasco no fundo da casa.,They had a barbecue at the back of the house.,33,51,207,315,290,211,1,1108
bite the bullet,Tomar a poção amarga.,To swallow the bitter draught.,53,53,469,682,618,589,311,2775
They went hiking in the mountains.,Eles foram hiking nas montanhas.,They went hiking in the mountains.,1,1,3,144,50,167,1,367
keep your chin up,Manter o queixo para cima.,Keep your chin up.,1,53,117,85,215,559,91,1121
cut from the same cloth,Homens de igual coração,Men of like hearts,67,53,560,666,697,376,244,2663
full plate,prato cheio,Platter full,38,53,397,430,457,638,325,2338
alive and kicking,Com vida e forte.,With life and vigor.,52,53,471,494,557,578,160,2365
a place in the sun,Um lugar ao sol.,A place in the sun.,1,26,125,124,193,112,1,582
They went to the zoo with the kids.,Eles foram ao zoológico com os filhos.,They took the children to the zoo.,37,53,186,350,311,195,1,1133
I took a photo of the beautiful sunset.,Fui até o lugar e fiz algumas fotos.,I went to the place and took some photos.,55,53,324,482,469,126,313,1822
bad egg,Ovo podre.,This egg is rotten.,49,53,406,431,527,701,192,2359
back to square one,Voltar à linha de partida.,Return to the starting line.,56,53,416,475,404,69,75,1548
break the ice,Quebrar o gelo,Breaking the ice.,26,53,251,246,325,240,32,1173
The train arrived at the station on time.,O trem chegou à estação no horário.,The train arrived at the station on time.,1,1,3,46,25,62,1,139
She took a nap after lunch.,Ela dormiu um pouco após o almoço.,She slept a bit after lunch.,26,53,205,320,383,433,112,1532
He is watering the plants.,Ele está regando as plantas.,He is watering the plants.,1,1,3,47,103,329,1,485
at the helm,À frente do leme.,At the helm.,1,53,178,21,315,633,41,1242
The dog is playing outside.,O cão está brincando fora de casa.,The dog is playing outside.,1,1,3,65,54,149,1,274
coming full circle,Voltar ao ponto de partida,Go back to square one.,67,53,526,593,578,467,181,2465
hold your horses,Aguardem um pouco.,Wait a minute.,67,53,584,694,660,36,177,2271
as smooth as silk,suave como seda,Soft as silk.,34,53,304,364,195,77,1,1028
a shot in the dark,Um tiro à cega.,A shot in the dark.,1,26,137,24,249,504,52,993
burst at the seams,Estalar os pontos fortes ou rebentar em cada canto.,Burst every seam or blow every corner.,60,53,392,476,598,653,383,2615
They went to a concert last night.,Foram a um concerto ontem à noite.,They went to a concert last night.,1,1,3,121,28,272,1,427
cat got your tongue,A gata levou a sua língua.,The cat took its tongue.,41,53,395,599,436,618,223,2365
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having a discussion in the classroom.,1,1,3,105,39,122,1,272
behind the eight ball,Por detrás da bola oito.,Behind the Eight Ball.,1,53,141,196,529,651,272,1843
She is painting a picture on the canvas.,Ela está pintando uma imagem na tela de canvas.,She is painting an image on the canvas screen.,24,53,63,345,314,360,55,1214
against the grain,Contra a corrente.,Against the tide.,26,53,361,590,441,395,197,2063
She is typing on her computer.,Ela está digitando no seu computador.,She's typing on her computer.,12,13,45,183,134,223,1,611
left out in the cold,Deixado de fora no frio.,Left out in the cold.,1,26,113,107,262,370,1,880
don't judge a book by its cover,Não julgue um livro pela capa.,"""Judge a book by its cover.""",11,36,290,448,330,622,237,1974
bend over backward,Fazer o possível para ajudar ou agradar.,Do one's best to help or please.,67,53,568,691,709,366,415,2869
back to the grind,Voltando à rotina.,Returning to routine.,52,53,412,444,353,134,111,1559
let sleeping dogs lie,Deixe os cães dormindo.,Let the dogs lie.,19,53,279,446,405,481,2,1685
a snowball's chance in hell, Uma chance de bola de neve naquele inferno.,A chance to play with snow in that hell.,37,53,387,580,558,623,314,2552
fighting a losing battle,Lutar uma batalha perdida,Fighting a lost battle,19,53,50,230,320,404,79,1155
a fish out of water,Um peixe fora d'água.,A fish out of water.,1,26,99,128,194,35,1,484
hit the ground running,Dar início às coisas logo.,To get things started sooner.,67,53,564,634,565,530,298,2711
heart of stone,Cor de pedra,Stone colour.,45,53,490,620,466,260,360,2294
He took a walk in the park.,Ele deu um passeio no parque.,He gave a stroll in the park.,23,41,74,425,294,311,82,1250
They are enjoying a cup of coffee together.,Eles estão gostando de um café juntos.,They are enjoying a coffee together.,11,35,49,301,203,361,1,961
I made a cup of tea for myself.,Fiz um chá para mim mesmo.,I made myself a cup of tea.,16,40,80,352,214,113,1,816
cooking up a storm,Preparar uma tempestade na cozinha.,Stirring up a storm in the kitchen.,36,53,306,388,428,455,214,1880
fall through the cracks,Caírem nos espaços vazios,We fell into empty spaces.,67,53,444,551,560,635,309,2619
bend over backwards,Fazer o possível por alguém,To do one's best for someone.,67,53,572,669,700,328,397,2786
dance with the devil,Dansar com o diabo.,Dancing with the devil.,19,53,229,288,350,340,69,1348
dark horse,Cavalo bizarro,Weird Horse,38,53,265,516,479,119,105,1575
She enjoys walking in the park.,Ela gosta de caminhar pelo parque.,She likes walking in the park.,12,12,51,239,136,123,1,574
go the extra mile,Ir além do que se espera,Going beyond what is expected.,67,53,536,493,549,358,72,2128
He is looking out the window at the rain.,Ele está olhando pela janela para a chuva.,He is looking out the window at the rain.,1,1,3,141,70,254,1,471
feeling under the weather,Estar um pouco doente,To feel slightly unwell.,67,53,477,491,582,402,212,2284
bridge the gap,Preencher a lacuna.,Fill the gap.,26,53,349,398,388,702,32,1948
clear as crystal,transparente como cristal,As transparent as crystal.,34,53,360,319,119,75,32,992
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,26,109,20,112,25,1,294
cutting corners,Tomar atalhos,Taking shortcuts.,67,53,433,477,474,649,281,2434
cost an arm and a leg,Custar o braço direito e uma perna.,To cry out of one's right arm and one leg.,48,53,379,662,698,688,420,2948
a far cry,Um longe demais,Too far away,49,53,421,521,415,602,343,2404
carry the torch,Carregar a tocha.,Light the torch.,26,53,334,460,384,680,89,2026
chew the fat,Falar pelas costas de alguém,Speak over someone's back.,67,53,524,686,663,521,368,2882
at a snail's pace,Ao ritmo de uma escargote.,At the pace of a snail.,36,53,312,330,403,339,6,1479
He is taking a nap on the couch.,Ele está dormindo na sofa.,He is sleeping on the sofa.,34,53,176,304,367,95,14,1043
dressed to kill,Vestido para matar.,Dressed to kill.,1,53,175,82,173,350,1,835
all in your head,Tudo na sua cabeça.,Everything on her mind.,67,53,497,546,499,385,88,2135
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He is writing a story for school.,1,1,3,53,45,287,1,391
She painted a picture of a landscape.,Ela pintou uma imagem de um paisagem.,She painted an image of a landscape.,23,39,12,278,168,213,1,734
banging your head against a brick wall,bateu o papo contra uma parede,He hit his head against the wall.,43,53,356,505,422,341,159,1879
She is visiting her grandmother in the hospital.,Ela está visitando sua avó no hospital.,She is visiting her grandmother in the hospital.,1,1,3,93,101,136,1,336
She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,She had a meeting with her boss.,1,1,3,161,99,124,1,390
She is knitting a scarf for winter.,Ela está tecendo um cachecol para o inverno.,She is knitting a scarf for winter.,1,1,3,17,97,185,1,305
She took the train to the city.,Ela pegou o trem para a cidade.,She took the train to the city.,1,1,3,102,104,48,1,260
break a leg,Boa sorte.,Good luck.,67,53,592,695,662,342,335,2746
They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,They are taking pictures in front of the monument.,1,1,3,108,24,192,1,330
They went for a walk in the park.,Eles foram a uma caminhada no parque.,They went for a walk in the park.,1,1,3,126,10,252,1,394
below the belt,"Fora do contexto, abaixo da cintura ou abaixo da linha.","Out of context, below the waist or below the line.",51,53,378,554,591,412,292,2331
caught red-handed,Pego na flagra.,Caught red-handed.,1,53,151,7,279,711,262,1464
make a mountain out of a molehill,Dar uma montanha para um morro.,Giving a mountain to a hill.,40,53,341,650,537,451,354,2426
burning bridges,Queimar pontes,Burning bridges,1,53,3,193,241,215,1,707
burn a hole in your pocket,Arder um buraco no seu bolso.,Burning a hole in your pocket.,12,15,147,240,323,640,210,1587
He is waiting for the bus.,Ele está aguardando o ônibus.,He is waiting for the bus.,1,1,3,87,85,387,1,565
better safe than sorry,Melhor seguro do que arrependido.,Better safe than sorry.,1,53,143,3,123,146,38,507
burnt to a crisp,Queimado a ferro e fogo,Basted in fire and brimstone.,67,53,499,509,639,557,283,2607
