frases_ingles,metrica,modelo,score
She went to the post office to send a package.,ROUGE,gpt,1.0
She went to the post office to send a package.,BLEU,gpt,1.0
She went to the post office to send a package.,BERTSCORE,gpt,1.0
She went to the post office to send a package.,BLEURT,gpt,1.0591403245925903
She went to the post office to send a package.,COMET22,gpt,0.9695536494255066
She went to the post office to send a package.,KIWI-XL,gpt,1.0866451263427734
She went to the post office to send a package.,XCOMET-XL,gpt,1.0
She went to the post office to send a package.,ROUGE,llama,1.0
She went to the post office to send a package.,BLEU,llama,1.0
She went to the post office to send a package.,BERTSCORE,llama,1.0
She went to the post office to send a package.,BLEURT,llama,1.0591403245925903
She went to the post office to send a package.,COMET22,llama,0.9681936502456665
She went to the post office to send a package.,KIWI-XL,llama,0.9904589653015137
She went to the post office to send a package.,XCOMET-XL,llama,1.0
She went to the post office to send a package.,ROUGE,marian,1.0
She went to the post office to send a package.,BLEU,marian,1.0
She went to the post office to send a package.,BERTSCORE,marian,1.0
She went to the post office to send a package.,BLEURT,marian,1.0591403245925903
She went to the post office to send a package.,COMET22,marian,0.969726026058197
She went to the post office to send a package.,KIWI-XL,marian,1.0549638271331787
She went to the post office to send a package.,XCOMET-XL,marian,1.0
She went to the post office to send a package.,ROUGE,meta,0.22222222222222224
She went to the post office to send a package.,BLEU,meta,0.0
She went to the post office to send a package.,BERTSCORE,meta,0.858596920967102
She went to the post office to send a package.,BLEURT,meta,0.12288032472133636
She went to the post office to send a package.,COMET22,meta,0.6590039730072021
She went to the post office to send a package.,KIWI-XL,meta,0.6144238710403442
She went to the post office to send a package.,XCOMET-XL,meta,0.6962593197822571
She went to the post office to send a package.,ROUGE,mistral,1.0
She went to the post office to send a package.,BLEU,mistral,1.0
She went to the post office to send a package.,BERTSCORE,mistral,1.0
She went to the post office to send a package.,BLEURT,mistral,1.0591403245925903
She went to the post office to send a package.,COMET22,mistral,0.969726026058197
She went to the post office to send a package.,KIWI-XL,mistral,1.0549638271331787
She went to the post office to send a package.,XCOMET-XL,mistral,1.0
She went to the post office to send a package.,ROUGE,qwen,1.0
She went to the post office to send a package.,BLEU,qwen,1.0
She went to the post office to send a package.,BERTSCORE,qwen,1.0
She went to the post office to send a package.,BLEURT,qwen,1.0591403245925903
She went to the post office to send a package.,COMET22,qwen,0.9695537090301514
She went to the post office to send a package.,KIWI-XL,qwen,1.0866451263427734
She went to the post office to send a package.,XCOMET-XL,qwen,1.0
He is planning his day ahead.,ROUGE,gemini,0.7272727272727272
He is planning his day ahead.,BLEU,gemini,0.0
He is planning his day ahead.,BERTSCORE,gemini,0.9477195143699646
He is planning his day ahead.,BLEURT,gemini,0.3415319621562958
He is planning his day ahead.,COMET22,gemini,0.9067422747612
He is planning his day ahead.,KIWI-XL,gemini,0.9415983557701111
He is planning his day ahead.,XCOMET-XL,gemini,1.0
He is planning his day ahead.,ROUGE,gemma3,0.9090909090909091
He is planning his day ahead.,BLEU,gemma3,0.6731821382417487
He is planning his day ahead.,BERTSCORE,gemma3,0.9712404012680054
He is planning his day ahead.,BLEURT,gemma3,0.41085878014564514
He is planning his day ahead.,COMET22,gemma3,0.927070677280426
He is planning his day ahead.,KIWI-XL,gemma3,0.8129990696907043
He is planning his day ahead.,XCOMET-XL,gemma3,0.9847238659858704
He is planning his day ahead.,ROUGE,gemmaX,0.9090909090909091
He is planning his day ahead.,BLEU,gemmaX,0.6731821382417487
He is planning his day ahead.,BERTSCORE,gemmaX,0.9712404012680054
He is planning his day ahead.,BLEURT,gemmaX,0.41085878014564514
He is planning his day ahead.,COMET22,gemmaX,0.9364314675331116
He is planning his day ahead.,KIWI-XL,gemmaX,0.8742192983627319
He is planning his day ahead.,XCOMET-XL,gemmaX,0.9935239553451538
He is planning his day ahead.,ROUGE,gpt,1.0
He is planning his day ahead.,BLEU,gpt,1.0
He is planning his day ahead.,BERTSCORE,gpt,0.9999999403953552
He is planning his day ahead.,BLEURT,gpt,1.073486328125
He is planning his day ahead.,COMET22,gpt,0.983195960521698
He is planning his day ahead.,KIWI-XL,gpt,0.8122540712356567
He is planning his day ahead.,XCOMET-XL,gpt,0.9892569780349731
He is planning his day ahead.,ROUGE,llama,0.42857142857142855
He is planning his day ahead.,BLEU,llama,0.0
He is planning his day ahead.,BERTSCORE,llama,0.9122208952903748
He is planning his day ahead.,BLEURT,llama,-0.279994398355484
He is planning his day ahead.,COMET22,llama,0.8638443350791931
He is planning his day ahead.,KIWI-XL,llama,0.8543733358383179
He is planning his day ahead.,XCOMET-XL,llama,0.9464443922042847
He is planning his day ahead.,ROUGE,marian,0.8333333333333334
He is planning his day ahead.,BLEU,marian,0.6431870218238024
He is planning his day ahead.,BERTSCORE,marian,0.9721983671188354
He is planning his day ahead.,BLEURT,marian,1.0077120065689087
He is planning his day ahead.,COMET22,marian,0.9621948599815369
He is planning his day ahead.,KIWI-XL,marian,0.6992623209953308
He is planning his day ahead.,XCOMET-XL,marian,1.0
He is planning his day ahead.,ROUGE,meta,0.6666666666666666
He is planning his day ahead.,BLEU,meta,0.0
He is planning his day ahead.,BERTSCORE,meta,0.9396898150444031
He is planning his day ahead.,BLEURT,meta,0.6801097393035889
He is planning his day ahead.,COMET22,meta,0.8856179118156433
He is planning his day ahead.,KIWI-XL,meta,0.4682626724243164
He is planning his day ahead.,XCOMET-XL,meta,0.9651473760604858
He is planning his day ahead.,ROUGE,mistral,1.0
He is planning his day ahead.,BLEU,mistral,1.0
He is planning his day ahead.,BERTSCORE,mistral,0.9999999403953552
He is planning his day ahead.,BLEURT,mistral,1.073486328125
He is planning his day ahead.,COMET22,mistral,0.983195960521698
He is planning his day ahead.,KIWI-XL,mistral,0.812254786491394
He is planning his day ahead.,XCOMET-XL,mistral,0.9892569780349731
He is planning his day ahead.,ROUGE,qwen,1.0
He is planning his day ahead.,BLEU,qwen,1.0
He is planning his day ahead.,BERTSCORE,qwen,0.9999999403953552
He is planning his day ahead.,BLEURT,qwen,1.073486328125
He is planning his day ahead.,COMET22,qwen,0.9824405312538147
He is planning his day ahead.,KIWI-XL,qwen,0.7858678102493286
He is planning his day ahead.,XCOMET-XL,qwen,0.9983417987823486
She took a shower in the morning.,ROUGE,gemini,1.0
She took a shower in the morning.,BLEU,gemini,1.0
She took a shower in the morning.,BERTSCORE,gemini,0.9999999403953552
She took a shower in the morning.,BLEURT,gemini,1.0725058317184448
She took a shower in the morning.,COMET22,gemini,0.9797559380531311
She took a shower in the morning.,KIWI-XL,gemini,1.073907732963562
She took a shower in the morning.,XCOMET-XL,gemini,1.0
She took a shower in the morning.,ROUGE,gemma3,0.8571428571428571
She took a shower in the morning.,BLEU,gemma3,0.5
She took a shower in the morning.,BERTSCORE,gemma3,0.981756329536438
She took a shower in the morning.,BLEURT,gemma3,0.864854633808136
She took a shower in the morning.,COMET22,gemma3,0.9438175559043884
She took a shower in the morning.,KIWI-XL,gemma3,1.0524228811264038
She took a shower in the morning.,XCOMET-XL,gemma3,1.0
She took a shower in the morning.,ROUGE,gemmaX,0.8571428571428571
She took a shower in the morning.,BLEU,gemmaX,0.5
She took a shower in the morning.,BERTSCORE,gemmaX,0.981756329536438
She took a shower in the morning.,BLEURT,gemmaX,0.864854633808136
She took a shower in the morning.,COMET22,gemmaX,0.9447851777076721
She took a shower in the morning.,KIWI-XL,gemmaX,1.0730160474777222
She took a shower in the morning.,XCOMET-XL,gemmaX,1.0
She took a shower in the morning.,ROUGE,gpt,1.0
She took a shower in the morning.,BLEU,gpt,1.0
She took a shower in the morning.,BERTSCORE,gpt,1.0
She took a shower in the morning.,BLEURT,gpt,1.0725058317184448
She took a shower in the morning.,COMET22,gpt,0.9790115356445312
She took a shower in the morning.,KIWI-XL,gpt,1.0929954051971436
She took a shower in the morning.,XCOMET-XL,gpt,1.0
She took a shower in the morning.,ROUGE,llama,0.6666666666666666
She took a shower in the morning.,BLEU,llama,0.0
She took a shower in the morning.,BERTSCORE,llama,0.928651750087738
She took a shower in the morning.,BLEURT,llama,0.7291526794433594
She took a shower in the morning.,COMET22,llama,0.8977361917495728
She took a shower in the morning.,KIWI-XL,llama,0.9959744215011597
She took a shower in the morning.,XCOMET-XL,llama,0.9912000298500061
She took a shower in the morning.,ROUGE,marian,1.0
She took a shower in the morning.,BLEU,marian,1.0
She took a shower in the morning.,BERTSCORE,marian,1.0
She took a shower in the morning.,BLEURT,marian,1.0725058317184448
She took a shower in the morning.,COMET22,marian,0.9797559380531311
She took a shower in the morning.,KIWI-XL,marian,1.0895626544952393
She took a shower in the morning.,XCOMET-XL,marian,1.0
She took a shower in the morning.,ROUGE,meta,0.0
She took a shower in the morning.,BLEU,meta,0.0
She took a shower in the morning.,BERTSCORE,meta,0.639538049697876
She took a shower in the morning.,BLEURT,meta,-1.3284987211227417
She took a shower in the morning.,COMET22,meta,0.2864767611026764
She took a shower in the morning.,KIWI-XL,meta,0.7501760125160217
She took a shower in the morning.,XCOMET-XL,meta,0.43436843156814575
She took a shower in the morning.,ROUGE,mistral,1.0
She took a shower in the morning.,BLEU,mistral,1.0
She took a shower in the morning.,BERTSCORE,mistral,1.0
She took a shower in the morning.,BLEURT,mistral,1.0725058317184448
She took a shower in the morning.,COMET22,mistral,0.9797559380531311
She took a shower in the morning.,KIWI-XL,mistral,1.0895627737045288
She took a shower in the morning.,XCOMET-XL,mistral,1.0
She took a shower in the morning.,ROUGE,qwen,0.8571428571428571
She took a shower in the morning.,BLEU,qwen,0.5
She took a shower in the morning.,BERTSCORE,qwen,0.981756329536438
She took a shower in the morning.,BLEURT,qwen,0.864854633808136
She took a shower in the morning.,COMET22,qwen,0.9447851777076721
She took a shower in the morning.,KIWI-XL,qwen,1.0730160474777222
She took a shower in the morning.,XCOMET-XL,qwen,1.0
He is building a model airplane.,ROUGE,gemini,0.8333333333333334
He is building a model airplane.,BLEU,gemini,0.488923022434901
He is building a model airplane.,BERTSCORE,gemini,0.972602367401123
He is building a model airplane.,BLEURT,gemini,0.7935608625411987
He is building a model airplane.,COMET22,gemini,0.9197738766670227
He is building a model airplane.,KIWI-XL,gemini,1.0832804441452026
He is building a model airplane.,XCOMET-XL,gemini,1.0
He is building a model airplane.,ROUGE,gemma3,1.0
He is building a model airplane.,BLEU,gemma3,1.0
He is building a model airplane.,BERTSCORE,gemma3,1.0
He is building a model airplane.,BLEURT,gemma3,1.0884751081466675
He is building a model airplane.,COMET22,gemma3,0.9782246351242065
He is building a model airplane.,KIWI-XL,gemma3,1.041152834892273
He is building a model airplane.,XCOMET-XL,gemma3,1.0
He is building a model airplane.,ROUGE,gemmaX,0.8333333333333334
He is building a model airplane.,BLEU,gemmaX,0.6431870218238024
He is building a model airplane.,BERTSCORE,gemmaX,0.9428477883338928
He is building a model airplane.,BLEURT,gemmaX,0.9982293844223022
He is building a model airplane.,COMET22,gemmaX,0.9599747061729431
He is building a model airplane.,KIWI-XL,gemmaX,1.026377558708191
He is building a model airplane.,XCOMET-XL,gemmaX,1.0
He is building a model airplane.,ROUGE,gpt,0.6666666666666666
He is building a model airplane.,BLEU,gpt,0.0
He is building a model airplane.,BERTSCORE,gpt,0.9811468124389648
He is building a model airplane.,BLEURT,gpt,0.8064678311347961
He is building a model airplane.,COMET22,gpt,0.9482007026672363
He is building a model airplane.,KIWI-XL,gpt,1.0531505346298218
He is building a model airplane.,XCOMET-XL,gpt,0.9912000298500061
He is building a model airplane.,ROUGE,llama,1.0
He is building a model airplane.,BLEU,llama,1.0
He is building a model airplane.,BERTSCORE,llama,1.0
He is building a model airplane.,BLEURT,llama,1.0884751081466675
He is building a model airplane.,COMET22,llama,0.9768540859222412
He is building a model airplane.,KIWI-XL,llama,1.0425909757614136
He is building a model airplane.,XCOMET-XL,llama,1.0
He is building a model airplane.,ROUGE,marian,0.5
He is building a model airplane.,BLEU,marian,0.0
He is building a model airplane.,BERTSCORE,marian,0.9258078336715698
He is building a model airplane.,BLEURT,marian,0.7395510077476501
He is building a model airplane.,COMET22,marian,0.9393959641456604
He is building a model airplane.,KIWI-XL,marian,1.0291768312454224
He is building a model airplane.,XCOMET-XL,marian,1.0
He is building a model airplane.,ROUGE,meta,0.8333333333333334
He is building a model airplane.,BLEU,meta,0.6431870218238024
He is building a model airplane.,BERTSCORE,meta,0.9428477883338928
He is building a model airplane.,BLEURT,meta,0.9982293844223022
He is building a model airplane.,COMET22,meta,0.9591941833496094
He is building a model airplane.,KIWI-XL,meta,1.020546317100525
He is building a model airplane.,XCOMET-XL,meta,1.0
He is building a model airplane.,ROUGE,mistral,1.0
He is building a model airplane.,BLEU,mistral,1.0
He is building a model airplane.,BERTSCORE,mistral,1.0
He is building a model airplane.,BLEURT,mistral,1.0884751081466675
He is building a model airplane.,COMET22,mistral,0.9782246947288513
He is building a model airplane.,KIWI-XL,mistral,1.0411529541015625
He is building a model airplane.,XCOMET-XL,mistral,1.0
He is building a model airplane.,ROUGE,qwen,1.0
He is building a model airplane.,BLEU,qwen,1.0
He is building a model airplane.,BERTSCORE,qwen,1.0
He is building a model airplane.,BLEURT,qwen,1.0884751081466675
He is building a model airplane.,COMET22,qwen,0.9782246947288513
He is building a model airplane.,KIWI-XL,qwen,1.041152834892273
He is building a model airplane.,XCOMET-XL,qwen,1.0
He is attending a business meeting.,ROUGE,gemini,1.0
He is attending a business meeting.,BLEU,gemini,1.0
He is attending a business meeting.,BERTSCORE,gemini,1.0000001192092896
He is attending a business meeting.,BLEURT,gemini,1.088708758354187
He is attending a business meeting.,COMET22,gemini,0.9785370230674744
He is attending a business meeting.,KIWI-XL,gemini,0.9416890144348145
He is attending a business meeting.,XCOMET-XL,gemini,1.0
He is attending a business meeting.,ROUGE,gemma3,1.0
He is attending a business meeting.,BLEU,gemma3,1.0
He is attending a business meeting.,BERTSCORE,gemma3,1.0000001192092896
He is attending a business meeting.,BLEURT,gemma3,1.088708758354187
He is attending a business meeting.,COMET22,gemma3,0.9785370230674744
He is attending a business meeting.,KIWI-XL,gemma3,0.9158167839050293
He is attending a business meeting.,XCOMET-XL,gemma3,1.0
He is attending a business meeting.,ROUGE,gemmaX,0.8333333333333334
He is attending a business meeting.,BLEU,gemmaX,0.6431870218238024
He is attending a business meeting.,BERTSCORE,gemmaX,0.9586483836174011
He is attending a business meeting.,BLEURT,gemmaX,1.0077956914901733
He is attending a business meeting.,COMET22,gemmaX,0.9591637849807739
He is attending a business meeting.,KIWI-XL,gemmaX,0.8794393539428711
He is attending a business meeting.,XCOMET-XL,gemmaX,1.0
He is attending a business meeting.,ROUGE,gpt,1.0
He is attending a business meeting.,BLEU,gpt,1.0
He is attending a business meeting.,BERTSCORE,gpt,1.0000001192092896
He is attending a business meeting.,BLEURT,gpt,1.088708758354187
He is attending a business meeting.,COMET22,gpt,0.9785370826721191
He is attending a business meeting.,KIWI-XL,gpt,0.9158164858818054
He is attending a business meeting.,XCOMET-XL,gpt,1.0
He is attending a business meeting.,ROUGE,llama,1.0
He is attending a business meeting.,BLEU,llama,1.0
He is attending a business meeting.,BERTSCORE,llama,1.0000001192092896
He is attending a business meeting.,BLEURT,llama,1.088708758354187
He is attending a business meeting.,COMET22,llama,0.9785370826721191
He is attending a business meeting.,KIWI-XL,llama,0.9158164858818054
He is attending a business meeting.,XCOMET-XL,llama,1.0
He is attending a business meeting.,ROUGE,marian,0.8333333333333334
He is attending a business meeting.,BLEU,marian,0.6431870218238024
He is attending a business meeting.,BERTSCORE,marian,0.9586483836174011
He is attending a business meeting.,BLEURT,marian,1.0077956914901733
He is attending a business meeting.,COMET22,marian,0.9581894278526306
He is attending a business meeting.,KIWI-XL,marian,0.9863292574882507
He is attending a business meeting.,XCOMET-XL,marian,1.0
He is attending a business meeting.,ROUGE,meta,0.5714285714285715
He is attending a business meeting.,BLEU,meta,0.345720784641941
He is attending a business meeting.,BERTSCORE,meta,0.9339882731437683
He is attending a business meeting.,BLEURT,meta,0.7675614356994629
He is attending a business meeting.,COMET22,meta,0.921629786491394
He is attending a business meeting.,KIWI-XL,meta,0.8945989608764648
He is attending a business meeting.,XCOMET-XL,meta,1.0
He is attending a business meeting.,ROUGE,mistral,0.7692307692307692
He is attending a business meeting.,BLEU,mistral,0.4111336169005197
He is attending a business meeting.,BERTSCORE,mistral,0.9559213519096375
He is attending a business meeting.,BLEURT,mistral,0.9156705737113953
He is attending a business meeting.,COMET22,mistral,0.9369536638259888
He is attending a business meeting.,KIWI-XL,mistral,0.9507796764373779
He is attending a business meeting.,XCOMET-XL,mistral,1.0
He is attending a business meeting.,ROUGE,qwen,1.0
He is attending a business meeting.,BLEU,qwen,1.0
He is attending a business meeting.,BERTSCORE,qwen,1.0000001192092896
He is attending a business meeting.,BLEURT,qwen,1.088708758354187
He is attending a business meeting.,COMET22,qwen,0.9785370826721191
He is attending a business meeting.,KIWI-XL,qwen,0.9158164858818054
He is attending a business meeting.,XCOMET-XL,qwen,1.0
He took the bus to work.,ROUGE,gemini,1.0
He took the bus to work.,BLEU,gemini,1.0
He took the bus to work.,BERTSCORE,gemini,1.0
He took the bus to work.,BLEURT,gemini,1.084180235862732
He took the bus to work.,COMET22,gemini,0.9736977815628052
He took the bus to work.,KIWI-XL,gemini,1.060231328010559
He took the bus to work.,XCOMET-XL,gemini,1.0
He took the bus to work.,ROUGE,gemma3,1.0
He took the bus to work.,BLEU,gemma3,1.0
He took the bus to work.,BERTSCORE,gemma3,1.0
He took the bus to work.,BLEURT,gemma3,1.084180235862732
He took the bus to work.,COMET22,gemma3,0.9736977815628052
He took the bus to work.,KIWI-XL,gemma3,1.0438681840896606
He took the bus to work.,XCOMET-XL,gemma3,1.0
He took the bus to work.,ROUGE,gemmaX,1.0
He took the bus to work.,BLEU,gemmaX,1.0
He took the bus to work.,BERTSCORE,gemmaX,1.0
He took the bus to work.,BLEURT,gemmaX,1.084180235862732
He took the bus to work.,COMET22,gemmaX,0.9742336869239807
He took the bus to work.,KIWI-XL,gemmaX,1.0481599569320679
He took the bus to work.,XCOMET-XL,gemmaX,1.0
He took the bus to work.,ROUGE,gpt,1.0
He took the bus to work.,BLEU,gpt,1.0
He took the bus to work.,BERTSCORE,gpt,1.0
He took the bus to work.,BLEURT,gpt,1.084180235862732
He took the bus to work.,COMET22,gpt,0.9736976623535156
He took the bus to work.,KIWI-XL,gpt,1.0438681840896606
He took the bus to work.,XCOMET-XL,gpt,1.0
He took the bus to work.,ROUGE,llama,1.0
He took the bus to work.,BLEU,llama,1.0
He took the bus to work.,BERTSCORE,llama,1.0
He took the bus to work.,BLEURT,llama,1.084180235862732
He took the bus to work.,COMET22,llama,0.9746769070625305
He took the bus to work.,KIWI-XL,llama,1.036911964416504
He took the bus to work.,XCOMET-XL,llama,1.0
He took the bus to work.,ROUGE,marian,1.0
He took the bus to work.,BLEU,marian,1.0
He took the bus to work.,BERTSCORE,marian,1.0
He took the bus to work.,BLEURT,marian,1.084180235862732
He took the bus to work.,COMET22,marian,0.9719590544700623
He took the bus to work.,KIWI-XL,marian,1.0436508655548096
He took the bus to work.,XCOMET-XL,marian,1.0
He took the bus to work.,ROUGE,meta,1.0
He took the bus to work.,BLEU,meta,1.0
He took the bus to work.,BERTSCORE,meta,1.0
He took the bus to work.,BLEURT,meta,1.084180235862732
He took the bus to work.,COMET22,meta,0.9722579121589661
He took the bus to work.,KIWI-XL,meta,1.0015686750411987
He took the bus to work.,XCOMET-XL,meta,0.999932050704956
He took the bus to work.,ROUGE,mistral,0.8571428571428571
He took the bus to work.,BLEU,mistral,0.5773502691896258
He took the bus to work.,BERTSCORE,mistral,0.9686652421951294
He took the bus to work.,BLEURT,mistral,1.0307719707489014
He took the bus to work.,COMET22,mistral,0.9345316290855408
He took the bus to work.,KIWI-XL,mistral,1.0856496095657349
He took the bus to work.,XCOMET-XL,mistral,1.0
He took the bus to work.,ROUGE,qwen,0.7142857142857143
He took the bus to work.,BLEU,qwen,0.0
He took the bus to work.,BERTSCORE,qwen,0.9498713612556458
He took the bus to work.,BLEURT,qwen,0.9174216985702515
He took the bus to work.,COMET22,qwen,0.9047478437423706
He took the bus to work.,KIWI-XL,qwen,1.0616979598999023
He took the bus to work.,XCOMET-XL,qwen,1.0
They watched a TV show in the evening.,ROUGE,gemini,0.6666666666666666
They watched a TV show in the evening.,BLEU,gemini,0.47750342648354643
They watched a TV show in the evening.,BERTSCORE,gemini,0.9574047923088074
They watched a TV show in the evening.,BLEURT,gemini,0.8950951099395752
They watched a TV show in the evening.,COMET22,gemini,0.9195639491081238
They watched a TV show in the evening.,KIWI-XL,gemini,0.9942106604576111
They watched a TV show in the evening.,XCOMET-XL,gemini,0.9912000298500061
They watched a TV show in the evening.,ROUGE,gemma3,0.6666666666666666
They watched a TV show in the evening.,BLEU,gemma3,0.47750342648354643
They watched a TV show in the evening.,BERTSCORE,gemma3,0.9574047923088074
They watched a TV show in the evening.,BLEURT,gemma3,0.8950951099395752
They watched a TV show in the evening.,COMET22,gemma3,0.9195639491081238
They watched a TV show in the evening.,KIWI-XL,gemma3,1.02298104763031
They watched a TV show in the evening.,XCOMET-XL,gemma3,1.0
They watched a TV show in the evening.,ROUGE,gemmaX,0.6666666666666666
They watched a TV show in the evening.,BLEU,gemmaX,0.47750342648354643
They watched a TV show in the evening.,BERTSCORE,gemmaX,0.9574047923088074
They watched a TV show in the evening.,BLEURT,gemmaX,0.8950951099395752
They watched a TV show in the evening.,COMET22,gemmaX,0.9195639491081238
They watched a TV show in the evening.,KIWI-XL,gemmaX,1.022344708442688
They watched a TV show in the evening.,XCOMET-XL,gemmaX,1.0
They watched a TV show in the evening.,ROUGE,gpt,0.39999999999999997
They watched a TV show in the evening.,BLEU,gpt,0.0
They watched a TV show in the evening.,BERTSCORE,gpt,0.9488095641136169
They watched a TV show in the evening.,BLEURT,gpt,0.8490465879440308
They watched a TV show in the evening.,COMET22,gpt,0.9036563634872437
They watched a TV show in the evening.,KIWI-XL,gpt,1.0141863822937012
They watched a TV show in the evening.,XCOMET-XL,gpt,1.0
They watched a TV show in the evening.,ROUGE,llama,0.875
They watched a TV show in the evening.,BLEU,llama,0.5969491792019646
They watched a TV show in the evening.,BERTSCORE,llama,0.9919248223304749
They watched a TV show in the evening.,BLEURT,llama,0.9308691620826721
They watched a TV show in the evening.,COMET22,llama,0.9517088532447815
They watched a TV show in the evening.,KIWI-XL,llama,1.0425736904144287
They watched a TV show in the evening.,XCOMET-XL,llama,1.0
They watched a TV show in the evening.,ROUGE,marian,0.6666666666666666
They watched a TV show in the evening.,BLEU,marian,0.47750342648354643
They watched a TV show in the evening.,BERTSCORE,marian,0.9574047923088074
They watched a TV show in the evening.,BLEURT,marian,0.8950951099395752
They watched a TV show in the evening.,COMET22,marian,0.9195640683174133
They watched a TV show in the evening.,KIWI-XL,marian,1.022344708442688
They watched a TV show in the evening.,XCOMET-XL,marian,1.0
They watched a TV show in the evening.,ROUGE,meta,0.875
They watched a TV show in the evening.,BLEU,meta,0.5969491792019646
They watched a TV show in the evening.,BERTSCORE,meta,0.9919248223304749
They watched a TV show in the evening.,BLEURT,meta,0.9308691620826721
They watched a TV show in the evening.,COMET22,meta,0.951655924320221
They watched a TV show in the evening.,KIWI-XL,meta,1.0347517728805542
They watched a TV show in the evening.,XCOMET-XL,meta,1.0
They watched a TV show in the evening.,ROUGE,mistral,0.6666666666666666
They watched a TV show in the evening.,BLEU,mistral,0.47750342648354643
They watched a TV show in the evening.,BERTSCORE,mistral,0.9574047923088074
They watched a TV show in the evening.,BLEURT,mistral,0.8950951099395752
They watched a TV show in the evening.,COMET22,mistral,0.9195639491081238
They watched a TV show in the evening.,KIWI-XL,mistral,1.022344708442688
They watched a TV show in the evening.,XCOMET-XL,mistral,1.0
They watched a TV show in the evening.,ROUGE,qwen,0.5333333333333333
They watched a TV show in the evening.,BLEU,qwen,0.32260135189272865
They watched a TV show in the evening.,BERTSCORE,qwen,0.9542183876037598
They watched a TV show in the evening.,BLEURT,qwen,0.8466653227806091
They watched a TV show in the evening.,COMET22,qwen,0.9095205068588257
They watched a TV show in the evening.,KIWI-XL,qwen,1.0174576044082642
They watched a TV show in the evening.,XCOMET-XL,qwen,1.0
She is brushing her teeth before bed.,ROUGE,gemini,1.0
She is brushing her teeth before bed.,BLEU,gemini,1.0
She is brushing her teeth before bed.,BERTSCORE,gemini,1.0
She is brushing her teeth before bed.,BLEURT,gemini,1.090957760810852
She is brushing her teeth before bed.,COMET22,gemini,0.9775685667991638
She is brushing her teeth before bed.,KIWI-XL,gemini,1.0898200273513794
She is brushing her teeth before bed.,XCOMET-XL,gemini,1.0
She is brushing her teeth before bed.,ROUGE,gemma3,1.0
She is brushing her teeth before bed.,BLEU,gemma3,1.0
She is brushing her teeth before bed.,BERTSCORE,gemma3,1.0
She is brushing her teeth before bed.,BLEURT,gemma3,1.090957760810852
She is brushing her teeth before bed.,COMET22,gemma3,0.9775684475898743
She is brushing her teeth before bed.,KIWI-XL,gemma3,1.102954626083374
She is brushing her teeth before bed.,XCOMET-XL,gemma3,1.0
She is brushing her teeth before bed.,ROUGE,gemmaX,0.8571428571428571
She is brushing her teeth before bed.,BLEU,gemmaX,0.7013967267997694
She is brushing her teeth before bed.,BERTSCORE,gemmaX,0.9757976531982422
She is brushing her teeth before bed.,BLEURT,gemmaX,1.015488862991333
She is brushing her teeth before bed.,COMET22,gemmaX,0.951971709728241
She is brushing her teeth before bed.,KIWI-XL,gemmaX,1.1033005714416504
She is brushing her teeth before bed.,XCOMET-XL,gemmaX,1.0
She is brushing her teeth before bed.,ROUGE,gpt,0.8750000000000001
She is brushing her teeth before bed.,BLEU,gpt,0.5814307369682193
She is brushing her teeth before bed.,BERTSCORE,gpt,0.9515753984451294
She is brushing her teeth before bed.,BLEURT,gpt,0.9665696620941162
She is brushing her teeth before bed.,COMET22,gpt,0.945578396320343
She is brushing her teeth before bed.,KIWI-XL,gpt,1.087083339691162
She is brushing her teeth before bed.,XCOMET-XL,gpt,1.0
She is brushing her teeth before bed.,ROUGE,llama,0.75
She is brushing her teeth before bed.,BLEU,llama,0.537284965911771
She is brushing her teeth before bed.,BERTSCORE,llama,0.9353557229042053
She is brushing her teeth before bed.,BLEURT,llama,0.873863935470581
She is brushing her teeth before bed.,COMET22,llama,0.9319046139717102
She is brushing her teeth before bed.,KIWI-XL,llama,1.0736033916473389
She is brushing her teeth before bed.,XCOMET-XL,llama,1.0
She is brushing her teeth before bed.,ROUGE,marian,0.6666666666666666
She is brushing her teeth before bed.,BLEU,marian,0.3655552228545123
She is brushing her teeth before bed.,BERTSCORE,marian,0.9302510619163513
She is brushing her teeth before bed.,BLEURT,marian,0.8875309228897095
She is brushing her teeth before bed.,COMET22,marian,0.900108277797699
She is brushing her teeth before bed.,KIWI-XL,marian,1.0684843063354492
She is brushing her teeth before bed.,XCOMET-XL,marian,1.0
She is brushing her teeth before bed.,ROUGE,meta,0.8571428571428571
She is brushing her teeth before bed.,BLEU,meta,0.7013967267997694
She is brushing her teeth before bed.,BERTSCORE,meta,0.9757976531982422
She is brushing her teeth before bed.,BLEURT,meta,1.015488862991333
She is brushing her teeth before bed.,COMET22,meta,0.9527365565299988
She is brushing her teeth before bed.,KIWI-XL,meta,1.0908629894256592
She is brushing her teeth before bed.,XCOMET-XL,meta,1.0
She is brushing her teeth before bed.,ROUGE,mistral,0.8571428571428571
She is brushing her teeth before bed.,BLEU,mistral,0.7071067811865475
She is brushing her teeth before bed.,BERTSCORE,mistral,0.9668747186660767
She is brushing her teeth before bed.,BLEURT,mistral,0.8972400426864624
She is brushing her teeth before bed.,COMET22,mistral,0.9568676948547363
She is brushing her teeth before bed.,KIWI-XL,mistral,1.0946651697158813
She is brushing her teeth before bed.,XCOMET-XL,mistral,1.0
She is brushing her teeth before bed.,ROUGE,qwen,0.75
She is brushing her teeth before bed.,BLEU,qwen,0.537284965911771
