indice,ingles_original,modelo_a,prompt_a,trad_a,modelo_b,prompt_b,trad_b,bertscore,mediana_bertscore,limite_inferior,limite_superior,status
232,chase rainbows,gemini,prompt4,Correr atrás de sonhos,gemmaX,sem_prompt,perseguir arco-íris,0.68,0.7,0.52,0.87,consistente
232,chase rainbows,gemma3,prompt2,Buscar ilusões.,gemma3,prompt4,Perseguir miragens.,0.66,0.7,0.52,0.87,consistente
232,chase rainbows,gemma3,prompt2,Buscar ilusões.,gemmaX,sem_prompt,perseguir arco-íris,0.7,0.7,0.52,0.87,consistente
232,chase rainbows,gemma3,prompt4,Perseguir miragens.,gemmaX,sem_prompt,perseguir arco-íris,0.64,0.7,0.52,0.87,consistente
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",0.89,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",0.88,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",0.88,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",0.88,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",0.66,0.89,0.67,1.11,discrepante
233,"hope for the best, prepare for the worst",gpt,prompt2,"espere pelo melhor, prepare-se para o pior",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.91,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",0.98,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",0.98,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",0.98,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",0.68,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gpt,prompt4,"Esperar pelo melhor, preparar-se para o pior.",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.88,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",1.0,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",1.0,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",0.67,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt2,"Esperar o melhor, preparar-se para o pior.",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.9,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",1.0,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",0.67,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemini,prompt4,"Esperar o melhor, preparar-se para o pior.",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.9,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",0.67,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemma3,prompt2,"Esperar o melhor, preparar-se para o pior.",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.9,0.89,0.67,1.11,consistente
233,"hope for the best, prepare for the worst",gemma3,prompt4,"Aposte no sol, mas carregue o guarda-chuva.",gemmaX,sem_prompt,"esperar o melhor, preparar-se para o pior",0.63,0.89,0.67,1.11,discrepante
234,get a grip,gpt,prompt2,Agarre-se.,gpt,prompt4,Tenha firmeza.,0.67,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt2,Agarre-se.,gemini,prompt2,Controle-se,0.77,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt2,Agarre-se.,gemini,prompt4,Mantenha a calma.,0.69,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt2,Agarre-se.,gemma3,prompt2,Controle-se.,0.82,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt2,Agarre-se.,gemma3,prompt4,Assuma o controle.,0.67,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt2,Agarre-se.,gemmaX,sem_prompt,pegar no controlo,0.63,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt4,Tenha firmeza.,gemini,prompt2,Controle-se,0.66,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt4,Tenha firmeza.,gemini,prompt4,Mantenha a calma.,0.8,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt4,Tenha firmeza.,gemma3,prompt2,Controle-se.,0.69,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt4,Tenha firmeza.,gemma3,prompt4,Assuma o controle.,0.74,0.71,0.53,0.89,consistente
234,get a grip,gpt,prompt4,Tenha firmeza.,gemmaX,sem_prompt,pegar no controlo,0.67,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt2,Controle-se,gemini,prompt4,Mantenha a calma.,0.7,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt2,Controle-se,gemma3,prompt2,Controle-se.,0.92,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt2,Controle-se,gemma3,prompt4,Assuma o controle.,0.73,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt2,Controle-se,gemmaX,sem_prompt,pegar no controlo,0.72,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt4,Mantenha a calma.,gemma3,prompt2,Controle-se.,0.71,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt4,Mantenha a calma.,gemma3,prompt4,Assuma o controle.,0.76,0.71,0.53,0.89,consistente
234,get a grip,gemini,prompt4,Mantenha a calma.,gemmaX,sem_prompt,pegar no controlo,0.71,0.71,0.53,0.89,consistente
234,get a grip,gemma3,prompt2,Controle-se.,gemma3,prompt4,Assuma o controle.,0.76,0.71,0.53,0.89,consistente
234,get a grip,gemma3,prompt2,Controle-se.,gemmaX,sem_prompt,pegar no controlo,0.67,0.71,0.53,0.89,consistente
234,get a grip,gemma3,prompt4,Assuma o controle.,gemmaX,sem_prompt,pegar no controlo,0.7,0.71,0.53,0.89,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gpt,prompt4,ter o dedo na ferida,0.83,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gemini,prompt2,Estar por dentro,0.71,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gemini,prompt4,Estar com o dedo na tomada.,0.83,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gemma3,prompt2,Estar por dentro das últimas tendências.,0.69,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gemma3,prompt4,No ritmo do tempo.,0.74,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt2,com o dedo no pulso,gemmaX,sem_prompt,de dedo no pulso,0.91,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt4,ter o dedo na ferida,gemini,prompt2,Estar por dentro,0.68,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt4,ter o dedo na ferida,gemini,prompt4,Estar com o dedo na tomada.,0.81,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt4,ter o dedo na ferida,gemma3,prompt2,Estar por dentro das últimas tendências.,0.67,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt4,ter o dedo na ferida,gemma3,prompt4,No ritmo do tempo.,0.7,0.74,0.55,0.92,consistente
235,finger on the pulse,gpt,prompt4,ter o dedo na ferida,gemmaX,sem_prompt,de dedo no pulso,0.79,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt2,Estar por dentro,gemini,prompt4,Estar com o dedo na tomada.,0.77,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt2,Estar por dentro,gemma3,prompt2,Estar por dentro das últimas tendências.,0.8,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt2,Estar por dentro,gemma3,prompt4,No ritmo do tempo.,0.72,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt2,Estar por dentro,gemmaX,sem_prompt,de dedo no pulso,0.69,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt4,Estar com o dedo na tomada.,gemma3,prompt2,Estar por dentro das últimas tendências.,0.78,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt4,Estar com o dedo na tomada.,gemma3,prompt4,No ritmo do tempo.,0.74,0.74,0.55,0.92,consistente
235,finger on the pulse,gemini,prompt4,Estar com o dedo na tomada.,gemmaX,sem_prompt,de dedo no pulso,0.75,0.74,0.55,0.92,consistente
235,finger on the pulse,gemma3,prompt2,Estar por dentro das últimas tendências.,gemma3,prompt4,No ritmo do tempo.,0.73,0.74,0.55,0.92,consistente
235,finger on the pulse,gemma3,prompt2,Estar por dentro das últimas tendências.,gemmaX,sem_prompt,de dedo no pulso,0.65,0.74,0.55,0.92,consistente
235,finger on the pulse,gemma3,prompt4,No ritmo do tempo.,gemmaX,sem_prompt,de dedo no pulso,0.72,0.74,0.55,0.92,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gpt,prompt4,bola de fogo,1.0,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gemini,prompt2,Bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gemini,prompt4,Um vulcão de emoções,0.73,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gemma3,prompt2,Bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gemma3,prompt4,Força da natureza.,0.8,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt2,bola de fogo,gemmaX,sem_prompt,bola de fogo,1.0,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt4,bola de fogo,gemini,prompt2,Bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt4,bola de fogo,gemini,prompt4,Um vulcão de emoções,0.73,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt4,bola de fogo,gemma3,prompt2,Bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt4,bola de fogo,gemma3,prompt4,Força da natureza.,0.8,0.81,0.61,1.01,consistente
236,ball of fire,gpt,prompt4,bola de fogo,gemmaX,sem_prompt,bola de fogo,1.0,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt2,Bola de fogo,gemini,prompt4,Um vulcão de emoções,0.74,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt2,Bola de fogo,gemma3,prompt2,Bola de fogo,1.0,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt2,Bola de fogo,gemma3,prompt4,Força da natureza.,0.81,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt2,Bola de fogo,gemmaX,sem_prompt,bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt4,Um vulcão de emoções,gemma3,prompt2,Bola de fogo,0.74,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt4,Um vulcão de emoções,gemma3,prompt4,Força da natureza.,0.74,0.81,0.61,1.01,consistente
236,ball of fire,gemini,prompt4,Um vulcão de emoções,gemmaX,sem_prompt,bola de fogo,0.73,0.81,0.61,1.01,consistente
236,ball of fire,gemma3,prompt2,Bola de fogo,gemma3,prompt4,Força da natureza.,0.81,0.81,0.61,1.01,consistente
236,ball of fire,gemma3,prompt2,Bola de fogo,gemmaX,sem_prompt,bola de fogo,0.96,0.81,0.61,1.01,consistente
236,ball of fire,gemma3,prompt4,Força da natureza.,gemmaX,sem_prompt,bola de fogo,0.8,0.81,0.61,1.01,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gpt,prompt4,Ele está preparando um chá na cozinha.,0.93,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gemini,prompt2,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,0.88,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gemma3,prompt2,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,0.86,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt2,Ele está fazendo chá na cozinha.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt4,Ele está preparando um chá na cozinha.,gemini,prompt2,Ele está fazendo chá na cozinha.,0.93,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt4,Ele está preparando um chá na cozinha.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,0.87,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt4,Ele está preparando um chá na cozinha.,gemma3,prompt2,Ele está fazendo chá na cozinha.,0.93,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt4,Ele está preparando um chá na cozinha.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,0.91,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gpt,prompt4,Ele está preparando um chá na cozinha.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,0.93,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt2,Ele está fazendo chá na cozinha.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,0.88,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt2,Ele está fazendo chá na cozinha.,gemma3,prompt2,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt2,Ele está fazendo chá na cozinha.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,0.86,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt2,Ele está fazendo chá na cozinha.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,gemma3,prompt2,Ele está fazendo chá na cozinha.,0.88,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,0.81,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemini,prompt4,Ele está botando a chaleira pra cantar na cozinha.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,0.88,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemma3,prompt2,Ele está fazendo chá na cozinha.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,0.86,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemma3,prompt2,Ele está fazendo chá na cozinha.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,1.0,0.91,0.68,1.14,consistente
237,He is making tea in the kitchen.,gemma3,prompt4,Ele está preparando o chá no coração da casa.,gemmaX,sem_prompt,Ele está fazendo chá na cozinha.,0.86,0.91,0.68,1.14,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gpt,prompt4,morder a língua,0.84,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gemini,prompt2,Morder o lábio,0.87,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gemini,prompt4,Morder o lábio.,0.83,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gemma3,prompt2,Morder o lábio.,0.83,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gemma3,prompt4,Morder o lábio.,0.83,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt2,morder o lábio,gemmaX,sem_prompt,Morda o seu lábio,0.79,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt4,morder a língua,gemini,prompt2,Morder o lábio,0.74,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt4,morder a língua,gemini,prompt4,Morder o lábio.,0.72,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt4,morder a língua,gemma3,prompt2,Morder o lábio.,0.72,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt4,morder a língua,gemma3,prompt4,Morder o lábio.,0.72,0.83,0.63,1.04,consistente
238,bite your lip,gpt,prompt4,morder a língua,gemmaX,sem_prompt,Morda o seu lábio,0.73,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt2,Morder o lábio,gemini,prompt4,Morder o lábio.,0.92,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt2,Morder o lábio,gemma3,prompt2,Morder o lábio.,0.92,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt2,Morder o lábio,gemma3,prompt4,Morder o lábio.,0.92,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt2,Morder o lábio,gemmaX,sem_prompt,Morda o seu lábio,0.87,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt4,Morder o lábio.,gemma3,prompt2,Morder o lábio.,1.0,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt4,Morder o lábio.,gemma3,prompt4,Morder o lábio.,1.0,0.83,0.63,1.04,consistente
238,bite your lip,gemini,prompt4,Morder o lábio.,gemmaX,sem_prompt,Morda o seu lábio,0.83,0.83,0.63,1.04,consistente
238,bite your lip,gemma3,prompt2,Morder o lábio.,gemma3,prompt4,Morder o lábio.,1.0,0.83,0.63,1.04,consistente
238,bite your lip,gemma3,prompt2,Morder o lábio.,gemmaX,sem_prompt,Morda o seu lábio,0.83,0.83,0.63,1.04,consistente
238,bite your lip,gemma3,prompt4,Morder o lábio.,gemmaX,sem_prompt,Morda o seu lábio,0.83,0.83,0.63,1.04,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gpt,prompt4,Viver em uma casa de vidro.,0.91,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gemini,prompt2,Morar em casa de vidro,0.89,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gemini,prompt4,Viver em casa de vidro.,0.88,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gemma3,prompt2,Mora em uma casa de vidro.,0.88,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gemma3,prompt4,Viver em um aquário.,0.83,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt2,viver em uma casa de vidro,gemmaX,sem_prompt,viver numa casa de vidro,0.96,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt4,Viver em uma casa de vidro.,gemini,prompt2,Morar em casa de vidro,0.84,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt4,Viver em uma casa de vidro.,gemini,prompt4,Viver em casa de vidro.,0.96,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt4,Viver em uma casa de vidro.,gemma3,prompt2,Mora em uma casa de vidro.,0.94,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt4,Viver em uma casa de vidro.,gemma3,prompt4,Viver em um aquário.,0.87,0.87,0.65,1.08,consistente
239,live in a glass house,gpt,prompt4,Viver em uma casa de vidro.,gemmaX,sem_prompt,viver numa casa de vidro,0.87,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt2,Morar em casa de vidro,gemini,prompt4,Viver em casa de vidro.,0.86,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt2,Morar em casa de vidro,gemma3,prompt2,Mora em uma casa de vidro.,0.83,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt2,Morar em casa de vidro,gemma3,prompt4,Viver em um aquário.,0.77,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt2,Morar em casa de vidro,gemmaX,sem_prompt,viver numa casa de vidro,0.91,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt4,Viver em casa de vidro.,gemma3,prompt2,Mora em uma casa de vidro.,0.91,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt4,Viver em casa de vidro.,gemma3,prompt4,Viver em um aquário.,0.85,0.87,0.65,1.08,consistente
239,live in a glass house,gemini,prompt4,Viver em casa de vidro.,gemmaX,sem_prompt,viver numa casa de vidro,0.87,0.87,0.65,1.08,consistente
239,live in a glass house,gemma3,prompt2,Mora em uma casa de vidro.,gemma3,prompt4,Viver em um aquário.,0.82,0.87,0.65,1.08,consistente
239,live in a glass house,gemma3,prompt2,Mora em uma casa de vidro.,gemmaX,sem_prompt,viver numa casa de vidro,0.84,0.87,0.65,1.08,consistente
239,live in a glass house,gemma3,prompt4,Viver em um aquário.,gemmaX,sem_prompt,viver numa casa de vidro,0.79,0.87,0.65,1.08,consistente
240,into thin air,gpt,prompt2,no ar,gpt,prompt4,No ar.,0.8,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt2,no ar,gemini,prompt2,No ar rarefeito,0.75,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt2,no ar,gemini,prompt4,Desaparecer na poeira.,0.66,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt2,no ar,gemma3,prompt2,"No ar, desaparecendo.",0.73,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt2,no ar,gemma3,prompt4,Em nada.,0.69,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt2,no ar,gemmaX,sem_prompt,no ar rarefeito,0.77,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt4,No ar.,gemini,prompt2,No ar rarefeito,0.71,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt4,No ar.,gemini,prompt4,Desaparecer na poeira.,0.69,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt4,No ar.,gemma3,prompt2,"No ar, desaparecendo.",0.75,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt4,No ar.,gemma3,prompt4,Em nada.,0.77,0.74,0.55,0.92,consistente
240,into thin air,gpt,prompt4,No ar.,gemmaX,sem_prompt,no ar rarefeito,0.71,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt2,No ar rarefeito,gemini,prompt4,Desaparecer na poeira.,0.68,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt2,No ar rarefeito,gemma3,prompt2,"No ar, desaparecendo.",0.75,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt2,No ar rarefeito,gemma3,prompt4,Em nada.,0.68,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt2,No ar rarefeito,gemmaX,sem_prompt,no ar rarefeito,0.96,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt4,Desaparecer na poeira.,gemma3,prompt2,"No ar, desaparecendo.",0.81,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt4,Desaparecer na poeira.,gemma3,prompt4,Em nada.,0.76,0.74,0.55,0.92,consistente
240,into thin air,gemini,prompt4,Desaparecer na poeira.,gemmaX,sem_prompt,no ar rarefeito,0.69,0.74,0.55,0.92,consistente
240,into thin air,gemma3,prompt2,"No ar, desaparecendo.",gemma3,prompt4,Em nada.,0.78,0.74,0.55,0.92,consistente
240,into thin air,gemma3,prompt2,"No ar, desaparecendo.",gemmaX,sem_prompt,no ar rarefeito,0.74,0.74,0.55,0.92,consistente
240,into thin air,gemma3,prompt4,Em nada.,gemmaX,sem_prompt,no ar rarefeito,0.68,0.74,0.55,0.92,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gpt,prompt4,Não adianta chorar sobre o leite derramado.,1.0,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gemini,prompt2,Não chore sobre o leite derramado.,0.94,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gemini,prompt4,Não chores sobre o leite derramado.,0.93,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,Não chore por leite derramado.,0.88,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gemma3,prompt4,Não chore por leite derramado.,0.88,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt2,Não adianta chorar sobre o leite derramado.,gemmaX,sem_prompt,Não chore pelo leite derramado,0.85,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt4,Não adianta chorar sobre o leite derramado.,gemini,prompt2,Não chore sobre o leite derramado.,0.94,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt4,Não adianta chorar sobre o leite derramado.,gemini,prompt4,Não chores sobre o leite derramado.,0.93,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt4,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,Não chore por leite derramado.,0.88,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt4,Não adianta chorar sobre o leite derramado.,gemma3,prompt4,Não chore por leite derramado.,0.88,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gpt,prompt4,Não adianta chorar sobre o leite derramado.,gemmaX,sem_prompt,Não chore pelo leite derramado,0.85,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gemini,prompt2,Não chore sobre o leite derramado.,gemini,prompt4,Não chores sobre o leite derramado.,0.98,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gemini,prompt2,Não chore sobre o leite derramado.,gemma3,prompt2,Não chore por leite derramado.,0.94,0.93,0.69,1.16,consistente
241,don’t cry over spilled milk,gemini,prompt2,Não chore sobre o leite derramado.,gemma3,prompt4,Não chore por leite derramado.,0.94,0.93,0.69,1.16,consistente
