ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
beyond the pale,além dos limites,beyond the limits,25,46,217,588,540,413,149,1978
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the forest.,1,1,3,53,168,384,1,611
blood runs thicker than water,Sangue é mais espesso que água.,Blood is thicker than water.,15,46,116,415,363,54,1,1010
follow your nose,siga seu nariz,follow your nose,1,46,3,337,42,603,49,1081
hard nut to crack,dura de se desvendar,hard to unravel,30,46,277,567,576,632,266,2394
an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale uma libra de cura.,An ounce of prevention is worth a pound of cure.,1,4,23,271,345,135,1,780
come apart at the seams,desfazer-se nas costuras,come apart at the seams,1,1,3,20,213,556,128,922
She is arranging flowers in a vase.,Ela está arrumando flores em um vaso.,She is arranging flowers in a vase.,1,1,4,60,249,119,1,435
They went shopping for new clothes.,Eles foram às compras para roupas novas.,They went shopping for new clothes.,1,1,3,127,53,270,1,456
big league,grande liga,big league,1,46,4,367,4,169,146,737
She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,She is packing her suitcase for a trip.,1,1,3,44,247,185,1,482
She attended a conference last week.,Ela participou de uma conferência na semana passada.,She attended a conference last week.,1,1,3,119,65,317,1,507
all that glitters is not gold,Nem tudo que brilha é ouro.,All that glitters is not gold.,1,20,55,6,62,19,84,247
rain on your parade,estragar seus planos,ruin your plans,42,46,296,610,605,642,251,2492
as stubborn as a mule,teimoso como uma mula,stubborn as a mule,8,5,157,441,388,415,1,1415
fall on deaf ears,cair em ouvidos surdos,fall on deaf ears,1,1,3,8,194,625,181,1013
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is preparing dinner for the guests.,1,1,3,171,254,170,1,601
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He is writing an essay for school.,1,1,3,89,193,63,1,351
beating a dead horse,bater em um cavalo morto,beating a dead horse,1,1,3,155,317,647,109,1233
keep your eyes peeled,fique atento,stay alert,49,46,289,484,535,363,96,1862
He visited his grandmother in the hospital.,Ele visitou a avó dele no hospital.,He visited his grandmother in the hospital.,1,1,3,262,303,252,25,847
caught in the crossfire,apanhado no fogo cruzado,caught in the crossfire,1,1,3,14,143,543,27,732
a blessing in disguise,uma benção disfarçada,a blessing in disguise,1,1,3,147,72,336,1,561
bending over backwards,se esforçando ao máximo,doing their best,49,46,369,653,671,513,357,2658
He is drawing in his sketchbook.,Ele está desenhando em seu caderno de esboços.,He is drawing in his sketchbook.,1,1,3,136,186,324,1,652
a new lease on life,uma nova chance na vida,a new chance in life,29,46,228,474,496,20,1,1294
climbing the ladder,subindo a escada,going up the stairs,42,46,220,483,538,461,49,1839
a rolling stone gathers no moss,Uma pedra que rola não cria musgo.,A rolling stone gathers no moss.,1,20,75,254,398,403,87,1238
better half,melhor metade,better half,1,46,5,273,40,534,114,1013
He is eating dinner with his family.,Ele está jantando com sua família.,He is having dinner with his family.,13,22,28,353,334,610,22,1382
in the bag,na bolsa,in the bag,1,46,3,281,301,670,283,1585
dead as a doornail,morto como um doornail,dead as a doornail,1,1,3,7,285,572,196,1065
She is playing with her children in the garden.,Ela está brincando com os filhos no jardim.,She is playing with the children in the garden.,9,17,66,403,382,214,1,1092
I am playing video games in my room.,Estou jogando videogames no meu quarto.,I am playing video games in my room.,1,1,3,87,77,26,1,196
cut to the chase,Vá direto ao ponto.,Get straight to the point.,34,46,311,525,560,145,226,1847
cut the mustardcross that bridge when you come to it,"cortar a mostarda, cruzar essa ponte quando chegar nela","""Cut the mustard, cross that bridge when you come to it.""",12,41,166,507,553,645,259,2183
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,244,93,159,1,501
He is going to the post office.,Ele vai ao correio.,He goes to the post office.,19,25,118,423,435,426,1,1447
bare your soul,revele sua alma,reveal your soul,25,46,115,418,470,184,63,1321
bad blood,sangue ruim,bad blood,1,46,3,308,47,514,1,920
She is playing piano in the evening.,Ela está tocando piano à noite.,She is playing the piano at night.,31,46,104,374,418,240,1,1214
go down in flames,cair em desgraça,fall from grace,49,46,334,622,655,566,257,2529
get your ducks in a row,Organize suas coisas.,Organize your things.,45,46,326,598,619,294,273,2201
They cleaned the house on Saturday.,Eles limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,2,66,217,154,1,442
at death's door,à beira da morte,on the brink of death,44,46,293,488,580,539,76,2066
cut the mustard,cortar a mostarda,cut the mustard,1,46,4,310,159,515,1,1036
by the book,de acordo com as regras,according to the rules,42,46,336,608,615,464,232,2343
She played cards with her friends.,Ela jogou cartas com os amigos.,She played cards with her friends.,1,1,2,272,202,221,1,700
an old flame,um antigo amor,an old love,25,46,186,551,509,12,59,1388
They are reading a novel by the fireplace.,Eles estão lendo um romance junto à lareira.,They are reading a novel by the fireplace.,1,1,3,220,238,330,1,794
caught between a rock and a hard place,pegos entre a cruz e a espada,caught between a rock and a hard place,1,1,3,91,306,615,237,1254
a sinking ship,um navio afundando,a sinking ship,1,46,1,61,56,190,1,356
drive me up the wall,me deixar louco,drive me crazy,33,46,258,571,593,488,250,2239
I called my friend last night.,Eu liguei para meu amigo na noite passada.,I called my friend last night.,1,1,3,193,118,42,1,359
burn the candle at both ends,queimar a vela dos dois lados,burning the candle at both ends,14,6,27,378,410,486,70,1391
They are attending a concert tonight.,Eles estão assistindo a um show esta noite.,They are watching a show tonight.,25,46,127,494,533,220,161,1606
bite the bullet,Encarar a situação.,Face the situation.,41,46,330,649,613,236,264,2179
chase your tail,perseguir o próprio rabo,chasing one's own tail,43,46,263,487,534,479,112,1964
cool as a cucumber,tranquilo como um pepino,cool as a cucumber,1,1,3,29,158,241,23,456
don't put all your eggs in one basket,não coloque todos os seus ovos em uma única cesta,Don't put all your eggs in one basket.,1,9,47,12,335,315,33,752
black as coal,preto como carvão,black as coal,1,46,2,213,2,404,1,669
ants in your pants,formiga na calça,ant in the pants,33,46,194,515,498,676,252,2214
don't bite the hand that feeds you,não morda a mão que te alimenta,"""Don't bite the hand that feeds you.""",1,28,109,301,443,173,49,1104
live to fight another day,viver para lutar outro dia,live to fight another day,1,1,5,253,80,443,17,800
cat's meow,gato que mia,cat that meows,41,46,211,514,507,669,201,2189
by the book,de acordo com as regras,according to the rules,42,46,336,608,615,464,232,2343
by the skin of your teeth,por um triz,by a hair's breadth,48,46,312,585,676,635,348,2650
busy as a bee,ocupado como uma abelha,busy as a bee,1,1,3,27,264,338,60,694
calm before the storm,calma antes da tempestade,calm before the storm,1,1,3,82,37,285,1,410
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,1,1,3,141,235,67,1,449
They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,They went to a restaurant for dinner.,1,1,3,150,156,106,1,418
all thumbs,todas as mãos são polegares,all hands are thumbs,25,46,240,508,590,483,258,2150
She is dancing to the music.,Ela está dançando com a música.,She is dancing to the music.,1,1,3,92,253,380,1,731
bend the rules,flexibilizar as regras,flexibilize the rules,25,46,238,501,497,621,97,2025
bring to the table,trazer à mesa,bring to the table,1,1,5,16,79,636,90,828
crash and burn,quebrar e queimar,break and burn,25,46,180,496,523,395,120,1785
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They are playing chess at the table.,1,1,3,182,278,45,1,511
bare bones,esqueleto básico,basic skeleton,49,46,261,555,606,204,262,1983
an uphill battle,uma batalha difícil,a difficult battle,41,46,216,518,391,104,51,1367
cast a shadow,projetar uma sombra,to cast a shadow,13,46,131,455,421,529,91,1686
She is watching the stars at night.,Ela está observando as estrelas à noite.,She is watching the stars at night.,1,1,3,72,201,532,1,811
don’t put all your eggs in one basket,não coloque todos os seus ovos em uma única cesta,Don't put all your eggs in one basket.,1,9,110,114,344,315,33,926
face the music,enfrentar as consequências,face the consequences,25,46,222,615,543,147,148,1746
She is practicing yoga in the park.,Ela está praticando yoga no parque.,She is practicing yoga in the park.,1,1,3,212,142,23,1,383
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,204,101,182,1,493
hit the books,estudar,study,49,46,375,624,640,421,310,2465
close shave,barba feita rente,clean-shaven,49,46,241,466,649,678,350,2479
a leopard can't change its spots,um leopardo não pode mudar suas manchas,A leopard cannot change its spots.,19,46,101,335,393,266,49,1209
couch potato,pessoa sedentária,sedentary person,49,46,328,669,668,9,320,2089
She walked to the store.,Ela caminhou até a loja.,She walked to the store.,1,1,3,62,246,205,1,519
like riding a bike,como andar de bicicleta,how to ride a bike,34,46,207,564,524,186,49,1610
They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,They are playing volleyball on the beach.,13,31,11,349,325,52,1,782
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,He is playing soccer with his friends.,1,1,3,180,122,227,1,535
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,46,98,86,414,64,1,710
barking up the wrong tree,Batendo na porta errada.,Knocking on the wrong door.,37,46,278,546,630,552,234,2323
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,1,1,3,18,224,198,1,446
pull the plug,desligar a máquina,turn off the machine,42,46,254,572,531,156,49,1650
beat a hasty retreat,fazer uma retirada apressada,make a hasty withdrawal,33,46,158,443,598,659,246,2183
I went to the store to buy some bread.,Eu fui à loja comprar pão.,I went to the store to buy bread.,3,10,12,386,338,39,1,789
butterflies in my stomach,borboletas no meu estômago,butterflies in my stomach,1,1,3,59,114,272,1,451
come up against a brick wall,enfrentar um muro de arrimo,to face a retaining wall,40,46,234,549,582,411,207,2069
smooth sailing,navegação tranquila,smooth sailing,1,46,5,294,15,29,1,391
She is sending a letter to her friend.,Ela está enviando uma carta para a amiga dela.,She is sending a letter to her friend.,1,1,3,79,272,83,1,440
He is checking his email.,Ele está checando o e-mail dele.,He is checking his email.,1,1,3,28,70,90,1,194
an uphill battle,uma batalha difícil,a tough battle,41,46,214,531,401,127,44,1404
make waves,fazer ondas,make waves,1,46,4,323,41,511,49,975
bury the hatchet,enterrar o machado,bury the hatchet,1,46,4,230,366,634,173,1454
as good as gold,valioso como ouro,valuable as gold,30,46,229,523,462,641,5,1936
She is putting on her shoes.,Ela está colocando os sapatos.,She is putting on the shoes.,14,32,54,449,407,189,1,1146
built like a tank,construído como um tanque,built like a tank,1,1,5,226,38,129,1,401
hit the sack,ir para a cama,go to bed,49,46,324,660,634,476,345,2534
burst your bubble,estourar sua bolha,burst your bubble,1,46,2,299,19,517,93,977
He is going for a bike ride.,Ele vai fazer um passeio de bicicleta.,He is going for a bike ride.,1,1,3,73,149,365,1,593
bite the dust,morder a poeira,bite the dust,1,46,3,311,210,663,202,1436
falling apart at the seams,desmoronando nas costuras,"""falling apart at the seams""",1,20,124,425,465,527,137,1699
They are jogging through the park.,Eles estão correndo pelo parque.,They are running in the park.,25,46,134,447,473,387,1,1513
backseat driver,motorista de banco de trás,backseat driver,1,46,2,304,48,249,200,850
a blessing in disguise,uma bênção disfarçada,a blessing in disguise,1,1,3,147,216,299,1,668
back against the wall,costas contra a parede,back against the wall,1,1,4,145,125,580,142,998
blue collar,trabalhador braçal,manual laborer,49,46,368,662,679,314,214,2332
kill two birds with one stone,matar dois coelhos com uma cajadada só,kill two birds with one stone,1,1,2,105,309,563,103,1084
at the drop of a hat,a qualquer momento,at any moment,45,46,381,663,653,310,144,2242
by a hair's breadth,por um triz,by a hair's breadth,1,1,3,354,348,635,291,1633
They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,They are planning a trip to Europe.,1,1,4,217,135,158,1,517
big picture,grande perspectiva,great perspective,49,46,281,606,547,601,268,2398
beat around the bush,ir direto ao ponto,get straight to the point,44,46,325,636,641,319,216,2227
cast in stone,gravado em pedra,carved in stone,25,46,129,431,452,388,49,1520
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,123,181,199,1,508
She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,She cleaned the kitchen after dinner.,1,1,3,110,180,122,1,418
He traveled to Paris last year.,Ele viajou para Paris no ano passado.,He traveled to Paris last year.,1,1,3,178,69,325,1,578
face like thunder,cara de trovão,thunder face,38,46,270,552,512,507,254,2179
I am learning how to cook.,Estou aprendendo a cozinhar.,I am learning to cook.,6,46,41,129,315,82,1,620
She is wearing a red dress.,Ela está vestindo um vestido vermelho.,She is wearing a red dress.,1,1,3,170,55,166,1,397
come rain or shine,"""Faça chuva ou faça sol""","""Come rain or shine""",1,46,153,290,448,417,56,1411
get the ball rolling,colocar a bola em movimento,put the ball in motion,34,46,210,502,494,396,138,1820
He went to the gym for a workout session.,Ele foi à academia para uma sessão de treino.,He went to the gym for a training session.,9,11,13,359,346,340,1,1079
He is drinking tea in the morning.,Ele está bebendo chá de manhã.,He is drinking tea in the morning.,1,1,3,90,218,162,1,476
They enjoyed a family dinner together.,Eles desfrutaram de um jantar em família juntos.,They enjoyed a family dinner together.,1,1,3,164,155,280,1,605
They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,They are playing basketball in the backyard.,13,11,42,366,364,80,49,925
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat and tears",1,46,33,373,116,50,1,620
flying high,voando alto,flying high,1,46,3,198,43,550,88,929
bring home the bacon,trazer o pão para casa,bring home the bread,20,46,112,528,416,322,1,1445
give someone the cold shoulder,dar o ombro frio a alguém,give someone the cold shoulder,1,1,3,233,289,238,16,781
bite your tongue,morde a língua,bite your tongue,1,46,3,344,102,518,141,1155
all in a day's work,tudo em um dia de trabalho,everything in a work day,32,46,236,506,517,237,18,1592
eyes in the back of your head,olhos na nuca,eyes on the back of the head,22,46,192,445,548,592,1,1846
He ate his breakfast quickly.,Ele comeu o café da manhã rapidamente.,He quickly ate breakfast.,26,46,70,417,353,588,86,1586
back on your feet,de volta aos seus pés,back on your feet,1,1,3,22,7,577,42,653
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,3,228,20,74,1,328
They are driving to the countryside.,Eles estão dirigindo para o campo.,They are driving to the countryside.,1,1,2,191,304,378,1,878
She cooked dinner for her family.,Ela cozinhou o jantar para sua família.,She cooked dinner for her family.,1,1,3,173,123,178,1,480
ace in the hole,carta na manga,ace up one's sleeve,44,46,321,614,677,688,336,2726
hard as nails,duro como pregos,tough as nails,25,46,80,375,326,523,111,1486
kill two birds with one stone,matar dois coelhos com uma cajadada só,kill two birds with one stone,1,1,2,105,309,563,103,1084
black and blue,preto e azul,black and blue,1,46,3,297,1,37,1,386
how the cookie crumbles,como as coisas acontecem,"""how things happen""",42,46,323,644,612,402,307,2376
He played video games all evening.,Ele jogou videogames a noite toda.,He played video games all night long.,19,26,73,444,332,110,1,1005
all bark and no bite,só latido e nada de mordida,"""Just barking and no biting.""",37,46,226,424,481,462,249,1925
beef up,fortalecer,strengthen,49,46,372,629,673,453,298,2520
be on cloud nine,estar nas nuvens,to be on cloud nine,8,15,100,343,430,637,147,1680
They traveled to the mountains for vacation.,Eles viajaram para as montanhas de férias.,They traveled to the mountains for vacation.,1,1,3,219,138,521,1,884
They went on a road trip last summer.,Eles fizeram uma viagem de carro no último verão.,They took a road trip last summer.,17,19,29,393,342,259,1,1060
clear the air,esclarecer as coisas,clarify things,49,46,345,511,611,481,118,2161
cat got your tongue,cachorro comeu sua língua,The dog ate your tongue.,34,46,232,593,511,490,7,1913
as busy as a bee,tão ocupado quanto uma abelha,busy as a bee,8,5,149,450,441,420,157,1630
They are visiting their friends in the city.,Eles estão visitando os amigos deles na cidade.,They are visiting their friends in the city.,1,1,3,149,209,216,1,580
come out of your shell,sair da casca,break out of the shell,29,46,250,497,503,565,3,1893
a storm in a teacup,uma tempestade em copo d'água,a storm in a teacup,1,1,3,303,320,341,41,1010
a tower of strength,uma torre de força,a power tower,30,46,239,553,545,40,101,1554
all's fair in love and war,Tudo é justo no amor e na guerra.,All is fair in love and war.,13,28,176,363,322,164,1,1067
She is doing her hair in front of the mirror.,Ela está arrumando o cabelo na frente do espelho.,She is fixing her hair in front of the mirror.,7,8,18,372,431,81,192,1109
all the world's a stage,"""Todo o mundo é um palco.""","""All the world is a stage.""",14,46,199,453,386,49,1,1148
"if the shoe fits, wear it","Se o sapato serve, use-o.","""If the shoe fits, wear it.""",1,28,136,328,395,449,121,1458
They have three children.,Eles têm três filhos.,They have three children.,1,1,3,148,36,30,1,220
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is preparing for a job interview.,1,1,3,131,110,212,1,459
They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,They had a barbecue in the backyard.,1,1,3,154,206,172,1,538
bite the bullet,Encarar a situação.,Face the situation.,41,46,330,649,613,236,263,2178
They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,They went hiking in the mountains.,1,1,3,235,205,148,1,594
keep your chin up,mantenha a cabeça erguida,keep your head up,20,46,102,388,438,320,127,1441
cut from the same cloth,cortados do mesmo pano,cut from the same cloth,1,1,3,179,305,502,1,992
full plate,prato cheio,full plate,1,46,3,318,94,619,231,1312
alive and kicking,vivo e resistente,alive and resilient,25,46,269,576,566,432,206,2120
a place in the sun,um lugar ao sol,a place in the sun,1,1,4,211,109,260,1,587
They went to the zoo with the kids.,Eles foram ao zoológico com as crianças.,They went to the zoo with the children.,11,7,10,371,349,123,1,872
I took a photo of the beautiful sunset.,Eu tirei uma foto do lindo pôr do sol.,I took a picture of the beautiful sunset.,11,21,8,364,340,323,20,1087
bad egg,maçã podre,rotten apple,49,46,233,563,666,667,297,2521
back to square one,de volta à estaca zero,back to square one,1,1,3,248,35,269,1,558
break the ice,quebrar o gelo,break the ice,1,46,3,306,226,291,49,922
The train arrived at the station on time.,O trem chegou à estação na hora.,The train arrived at the station on time.,1,1,3,75,146,33,1,260
She took a nap after lunch.,Ela tirou uma soneca depois do almoço.,She took a nap after lunch.,1,1,2,215,95,408,1,723
He is watering the plants.,Ele está regando as plantas.,He is watering the plants.,1,1,3,76,275,350,1,707
at the helm,à frente,ahead,49,46,378,635,633,579,334,2654
The dog is playing outside.,O cachorro está brincando fora.,The dog is playing outside.,1,1,3,109,195,18,1,328
coming full circle,voltando ao ponto de partida,back to the starting point,49,46,354,543,591,313,188,2084
hold your horses,Calma lá.,Hold on.,38,46,366,602,642,646,328,2668
as smooth as silk,suave como seda,smooth as silk,13,46,132,394,269,71,1,926
a shot in the dark,um tiro no escuro,a shot in the dark,1,1,2,134,144,248,6,536
burst at the seams,explodir pelas costuras,bursting at the seams,20,46,26,151,396,609,211,1459
They went to a concert last night.,Eles foram a um concerto na noite passada.,They went to a concert last night.,1,1,3,194,98,125,1,423
cat got your tongue,O gato comeu sua língua.,The cat ate your tongue.,26,46,218,569,485,360,1,1705
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having a discussion in the classroom.,1,1,3,162,139,116,1,423
behind the eight ball,em uma situação difícil,in a difficult situation,49,46,383,650,637,406,361,2532
She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,She is painting a picture on the canvas.,1,1,3,103,243,268,1,620
against the grain,"""contra a corrente""","""against the tide""",25,46,266,642,568,616,289,2452
She is typing on her computer.,Ela está digitando em seu computador.,She is typing on her computer.,1,1,2,38,90,200,1,333
left out in the cold,deixado de fora no frio,left out in the cold,1,1,5,68,34,477,1,587
don't judge a book by its cover,não julgue um livro pela capa,Don't judge a book by its cover.,1,13,51,34,329,8,1,437
bend over backward,se dobrar para trás,to bend backward,25,46,181,495,475,657,239,2118
back to the grind,de volta à rotina,back to routine,30,46,205,504,402,175,65,1427
let sleeping dogs lie,Deixe os cães dormindo.,Let the dogs sleep.,33,46,212,475,499,126,1,1392
a snowball's chance in hell,uma chance de bola de neve no inferno,"""a snowball's chance in hell""",1,20,89,341,504,545,126,1626
fighting a losing battle,lutando uma batalha perdida,fighting a lost battle,20,46,44,360,411,419,120,1420
a fish out of water,um peixe fora d'água,a fish out of water,1,1,3,67,190,161,1,424
hit the ground running,começar com o pé direito,start off on the right foot,47,46,322,654,609,469,219,2366
heart of stone,coração de pedra,stone heart,38,46,243,526,454,222,85,1614
He took a walk in the park.,Ele deu uma caminhada no parque.,He took a walk in the park.,1,1,3,269,130,278,1,683
They are enjoying a cup of coffee together.,Eles estão desfrutando de uma xícara de café juntos.,They are enjoying a cup of coffee together.,1,1,4,118,182,191,1,498
I made a cup of tea for myself.,Eu fiz uma xícara de chá para mim.,I made a cup of tea for myself.,1,1,5,165,103,92,1,368
cooking up a storm,cozinhando intensamente,cooking intensely,41,46,313,601,554,581,316,2452
fall through the cracks,cair entre as cracks,fall between the cracks,20,46,74,458,409,652,108,1767
bend over backwards,fazer de tudo,do everything,49,46,356,671,669,644,339,2774
dance with the devil,dance com o diabo,dance with the devil,1,1,3,326,300,431,49,1111
dark horse,cavalo escuro,dark horse,1,46,3,385,29,118,1,583
She enjoys walking in the park.,Ela gosta de caminhar no parque.,She likes to walk in the park.,28,43,78,401,379,134,1,1064
go the extra mile,ir além do esperado,go beyond the expected,33,46,320,577,570,466,64,2076
He is looking out the window at the rain.,Ele está olhando pela janela para a chuva.,He is looking out the window at the rain.,1,1,3,227,231,261,1,725
feeling under the weather,sentindo-se mal,feeling unwell,41,46,287,538,595,470,187,2164
bridge the gap,Fechar a lacuna,Close the gap,25,46,177,491,427,587,49,1802
clear as crystal,claro como cristal,clear as crystal,1,46,2,23,5,225,1,303
actions speak louder than words,ações falam mais alto que palavras,Actions speak louder than words.,1,30,91,39,298,79,1,539
cutting corners,cortando custos,cutting costs,33,46,260,578,603,374,278,2172
cost an arm and a leg,custar os olhos da cara,cost an arm and a leg,1,1,3,125,284,677,223,1314
a far cry,uma grande distância,a great distance,41,46,288,566,557,493,312,2303
carry the torch,carregar a tocha,carry the torch,1,46,2,283,258,447,1,1038
chew the fat,conversar fiado,to have an account on credit,49,46,364,668,691,658,364,2840
at a snail's pace,a passo de tartaruga,at a turtle's pace,15,46,94,517,518,279,89,1558
He is taking a nap on the couch.,Ele está tirando um cochilo no sofá.,He is taking a nap on the sofa.,11,7,7,97,351,140,15,628
dressed to kill,vestido para impressionar,dressed to impress,25,46,206,589,510,508,267,2151
all in your head,tudo na sua cabeça,everything in your head,20,46,106,282,323,217,1,995
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He is writing a story for school.,1,1,3,88,157,305,1,556
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a picture of a landscape.,1,1,3,264,167,213,1,650
banging your head against a brick wall,bater a cabeça numa parede de tijolos,"""hit one's head against a brick wall""",25,37,208,467,542,385,240,1904
She is visiting her grandmother in the hospital.,Ela está visitando sua avó no hospital.,She is visiting her grandmother in the hospital.,1,1,3,146,273,133,1,558
She had a meeting with her boss.,Ela teve uma reunião com o chefe dela.,She had a meeting with her boss.,1,1,3,257,277,107,1,647
She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,She is knitting a scarf for winter.,1,1,3,31,282,208,1,527
She took the train to the city.,Ela pegou o trem para a cidade.,She took the train to the city.,1,1,3,158,279,32,1,475
break a leg,Quebre a perna.,Break a leg.,1,46,142,122,337,570,39,1257
They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,They are taking pictures in front of the monument.,1,1,3,167,119,194,1,486
They went for a walk in the park.,Eles foram passear no parque.,They went for a walk in the park.,1,1,3,206,107,88,1,407
below the belt,abaixo da cintura,below the waist,25,46,197,437,584,206,80,1575
caught red-handed,pego em flagrante,caught in the act,42,46,310,561,559,410,269,2197
make a mountain out of a molehill,fazer uma montanha de um pouco de terra,make a mountain out of a little bit of dirt,23,28,190,537,501,235,131,1645
burning bridges,queimando pontes,burning bridges,1,46,2,314,313,111,1,788
burn a hole in your pocket,queimar um buraco no seu bolso,burn a hole in your pocket,1,1,4,140,161,684,193,1184
He is waiting for the bus.,Ele está esperando pelo ônibus.,He is waiting for the bus.,1,1,3,137,220,407,1,770
better safe than sorry,Antes prevenir do que remediar.,Better safe than sorry.,1,46,107,2,318,551,77,1102
burnt to a crisp,queimado até ficar crocante,burnt until crispy,42,46,251,473,495,533,1,1841
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,22,42,77,440,419,61,1,1062
as light as a feather,leve como uma pluma,light as a feather,8,5,150,391,440,307,69,1370
as fit as a fiddle,em forma como uma faca,in shape like a knife,46,46,291,656,588,530,228,2385
They are going for a run in the morning.,Eles vão correr de manhã.,They will run in the morning.,24,40,179,481,522,433,71,1750
adding insult to injury,agregar insulto à injúria,to add insult to injury,26,46,82,395,415,538,154,1656
apple of discord,maçã da discórdia,apple of discord,1,46,3,255,46,612,204,1167
broken dreams,sonhos quebrados,broken dreams,1,46,3,345,54,117,1,567
bitten by the bug,picado pelo inseto,bitten by the insect,20,46,143,432,372,273,136,1422
blown away,impressionado,impressed,49,46,347,575,600,593,323,2533
big shoes to fill,grandes sapatos para preencher,big shoes to fill,1,1,3,169,127,672,225,1198
He is cleaning the garage.,Ele está limpando a garagem.,He is cleaning the garage.,1,1,3,49,283,351,1,689
She played tennis with her brother.,Ela jogou tênis com o irmão dela.,She played tennis with her brother.,1,1,3,287,147,25,1,465
grasp at straws,agarrar-se a palhaços,clinging to clowns,49,46,247,652,690,500,303,2487
coming up roses,Vindo muito bem.,Coming very well.,41,46,360,631,656,630,352,2716
The car stopped at the red light.,O carro parou no semáforo vermelho.,The car stopped at the red traffic light.,4,16,39,342,352,97,1,851
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,1,1,1,102,172,289,1,567
He is working out in the gym.,Ele está se exercitando na academia.,He is exercising at the gym.,28,46,111,427,425,357,49,1443
She is playing with her cat.,Ela está brincando com seu gato.,She is playing with her cat.,1,1,3,265,191,297,1,759
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,1,1,4,107,310,309,1,733
I like to read books in the evening.,Eu gosto de ler livros à noite.,I like to read books at night.,25,33,65,381,383,4,1,892
They went to a museum last month.,Eles foram a um museu no mês passado.,They went to a museum last month.,1,1,3,160,154,43,1,363
They went to the library to borrow books.,Eles foram à biblioteca para pegar livros emprestados.,They went to the library to borrow books.,1,1,3,238,245,362,1,851
flying off the handle,perder a cabeça,lose one's head,49,46,339,632,681,501,343,2591
catch lightning in a bottle,pegar raios em uma garrafa,"""Catch lightning in a bottle.""",1,44,161,365,506,540,81,1698
bare your soul,abra sua alma,open your soul,25,46,163,463,437,528,99,1761
They met their friends at the café.,Eles encontraram os amigos no café.,They met their friends at the café.,1,1,5,197,255,113,1,573
jump the gun,antecipar-se,anticipate,49,46,376,574,675,600,305,2625
She worked on her project all afternoon.,Ela trabalhou em seu projeto a tarde toda.,She worked on her project all afternoon.,1,1,3,184,81,450,1,721
bury the hatchet,enterrar o machado,bury the hatchet,1,46,4,230,365,633,173,1452
They are watching TV in the living room.,Eles estão assistindo TV na sala de estar.,They are watching TV in the living room.,1,1,3,65,196,27,1,294
They are eating lunch together.,Eles estão almoçando juntos.,They are having lunch together.,15,46,45,347,316,174,1,944
He is taking a walk around the block.,Ele está dando uma volta pelo quarteirão.,He is taking a walk around the block.,1,1,3,132,297,465,1,900
hit the nail on the head,acertar na mosca,hit the nail on the head,1,1,2,47,244,654,277,1226
He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,He sent an email to his colleague.,1,1,3,259,274,5,1,544
carry a torch,carregar uma tocha,carry a torch,1,46,3,278,175,329,1,833
They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,They took a bus to the city center.,1,1,3,177,222,94,1,499
eat your heart out,comer seu coração fora,eat your heart out,1,1,3,260,22,618,215,1120
