ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She had a cup of soup for lunch.,Ela teve uma tigela de sopa para o almoço.,She had a bowl of soup for lunch.,10,24,11,318,269,98,1,731
cast the first stone,Arremesse a primeira pedra,Throw the first stone.,19,55,233,404,394,373,49,1527
call a spade a spade,Chamar as coisas pelo nome.,Call things by their names.,52,55,472,641,687,57,65,2029
a ray of hope,um raio de esperança,a ray of hope,1,1,4,82,9,113,1,211
They are painting the walls of their house.,Eles estão pintando as paredes da sua casa.,They are painting the walls of your house.,10,15,105,433,419,155,49,1186
crash course,corrente de aula intensiva,Intensive classroom session,61,55,418,634,525,26,200,1919
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,1,1,3,185,52,35,1,278
an arm and a leg,bracos e pernas,arms and legs,49,55,296,442,499,377,16,1734
breaking the mold,Quebrando o molde,Breaking the mold,1,55,1,166,183,264,18,688
caught red-handed,pegado com a mão na massa,Stuck on the job,61,55,492,653,678,666,401,3006
blood from a stone,sangue de uma pedra,rock blood,47,55,390,538,579,567,346,2522
beyond the pale,Fora do pale,Out of bounds,61,55,439,638,638,590,210,2631
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the forest.,1,1,3,35,73,365,1,479
blood runs thicker than water,O sangue é mais espesso que a água.,The blood is thicker than water.,22,55,165,341,270,2,1,856
follow your nose,Siga o seu nariz.,Follow your nose.,1,55,155,207,180,669,13,1280
hard nut to crack,Duro de quebrar.,Tough to break.,48,55,306,477,514,556,98,2054
an ounce of prevention is worth a pound of cure,Prevenção é melhor do que cura.,Prevention is better than cure.,44,55,398,654,504,63,1,1719
come apart at the seams,Desintegrar-se aos pedaços,To disintegrate into pieces,61,55,453,451,631,504,191,2346
She is arranging flowers in a vase.,Ela está organizando flores em um vaso.,She is arranging flowers in a vase.,1,1,4,39,76,105,1,227
They went shopping for new clothes.,Fizeram compras para novos vestuários.,They made purchases for new apparel.,37,55,185,407,426,431,162,1703
big league,liga-mor,Ligamore,61,55,511,637,629,579,331,2803
She is packing her suitcase for a trip.,Ela está fazendo as malas para uma viagem.,She is packing her bags for a trip.,10,24,16,244,304,156,49,803
She attended a conference last week.,Ela participou de uma conferência na semana passada.,She attended a conference last week.,1,1,3,85,13,306,1,410
all that glitters is not gold,Tudo o que brilha não é ouro.,All that glitters is not gold.,1,20,63,3,15,390,34,526
rain on your parade,Choveu na sua festa.,It rained on your party.,40,55,341,476,495,522,91,2020
as stubborn as a mule,tanques como um jumento.,tanks like a mule.,40,55,370,674,635,509,277,2560
fall on deaf ears,caia no ouvido surdo,Falling on the deaf ear,40,55,151,319,412,610,272,1859
She is preparing dinner for the guests.,Ela está preparando o jantar para os hóspedes.,She is preparing dinner for the guests.,1,1,3,131,131,224,1,492
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He is writing an essay for school.,1,1,3,64,91,49,1,210
beating a dead horse,Esbarrando-se em um cavalo morto,Bumping into a dead horse,26,55,226,513,552,548,234,2154
keep your eyes peeled,Mantenha os olhos abertos.,Keep your eyes open.,19,55,258,291,346,225,63,1257
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother in the hospital.,1,1,3,197,111,185,1,499
caught in the crossfire,pegado no fogo cruzado,Caught in the crossfire,1,55,3,9,278,554,92,992
a blessing in disguise,uma bênção disfarçada,A blessing in disguise,1,55,3,109,185,342,1,696
bending over backwards,dobrando-se às custas.,Bending at one's own expense.,51,55,430,577,670,697,365,2845
He is drawing in his sketchbook.,Ele está desenhando no seu caderno de esboços.,He is sketching in his sketchbook.,12,33,39,296,243,304,1,928
a new lease on life,uma nova chance de vida,A new chance at life,31,55,281,403,403,90,49,1312
climbing the ladder,Subindo a escada,Going up the stairs,48,55,286,428,477,133,25,1452
a rolling stone gathers no moss,Uma roda de pedra não acumula musgo.,A stone wheel does not accumulate moss.,39,55,333,553,523,47,126,1676
better half,Metade melhor,"""Better Half""",1,55,232,301,566,631,196,1982
He is eating dinner with his family.,Ele está jantando com sua família.,He is having dinner with his family.,11,25,31,253,204,601,14,1139
in the bag,Em bolsa,In stock,44,55,392,576,633,500,391,2591
dead as a doornail,morto como um prego.,Dead as a nail.,19,55,260,384,478,709,349,2254
She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,She is playing with her children in the garden.,1,1,5,191,128,93,1,420
I am playing video games in my room.,Estou jogando video games no meu quarto.,I'm playing video games in my room.,10,6,35,177,169,17,1,415
cut to the chase,Vai direto ao ponto,Go straight to the point.,40,55,405,485,503,169,137,1794
cut the mustardcross that bridge when you come to it,cruzar o rio quando você vier a ele,Cross the river when you come to it,26,38,223,547,586,475,379,2274
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,180,36,145,1,366
He is going to the post office.,Ele está indo ao correio.,He is going to the post office.,1,1,4,42,167,407,4,626
bare your soul,Desnude a alma,Unveil the soul,47,55,351,532,510,624,171,2290
bad blood,má relação,bad relationship,37,55,322,585,529,24,256,1808
She is playing piano in the evening.,Ela está tocando piano à noite.,She is playing the piano at night.,33,55,115,281,303,241,1,1029
go down in flames,Ser derrotado em chamas,To be defeated in flames,40,55,290,497,513,498,292,2185
get your ducks in a row,colocar as coisas no lugar,Put things in their place,55,55,446,571,643,464,185,2419
They cleaned the house on Saturday.,Eles limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,2,45,97,138,1,285
at death's door,Porta da morte,Gate of Death,48,55,367,480,536,25,260,1771
cut the mustard,dar conta da tarefa,Complete the task,47,55,411,680,641,367,207,2408
by the book,Seguindo à risca,Following to the letter,48,55,389,591,650,679,319,2731
She played cards with her friends.,Ela jogou cartas com seus amigos.,She played cards with her friends.,1,1,2,200,85,234,1,524
an old flame,velha chama,Old flame,15,55,172,396,338,592,236,1804
They are reading a novel by the fireplace.,Eles estão lendo um romance ao lado da lareira.,They are reading a romance beside the fireplace.,19,37,143,382,343,332,249,1505
caught between a rock and a hard place,Entre a espada e a parede,Between the sword and the wall,48,55,371,663,639,553,363,2692
a sinking ship,Um navio afundando,A sinking ship,1,55,3,40,162,143,1,405
drive me up the wall,Leve-me à loucura.,Take me to madness.,50,55,406,632,662,629,322,2756
I called my friend last night.,Liguei meu amigo ontem à noite.,I called my friend last night.,1,1,3,141,42,267,1,456
burn the candle at both ends,Gastar a vela em ambos os extremos,Waste the candle at both ends,12,4,56,434,497,604,299,1906
They are attending a concert tonight.,Eles estão assistindo a um concerto esta noite.,They are watching a concert tonight.,12,33,49,336,355,163,1,949
bite the bullet,Afrente a realidade.,Facing the reality.,47,55,468,679,652,523,324,2748
chase your tail,Corra atrás do seu rabo,Run after your tail.,32,55,249,362,414,585,222,1919
cool as a cucumber,Frio como um pepino,Cold as a cucumber,19,55,67,345,410,322,113,1331
don't put all your eggs in one basket,Não coloque todos os seus ovos em uma única cesta.,Don't put all your eggs in one basket.,1,9,50,7,196,283,19,565
black as coal,Preto como carvão,As black as coal.,11,55,243,227,157,284,99,1076
ants in your pants,formigas no seu pau,Ants on your cock,37,55,269,454,582,678,358,2433
don't bite the hand that feeds you,Não morde a mão que te alimenta.,Don't bite the hand that feeds you.,1,12,43,102,280,31,1,470
live to fight another day,Viver para lutar outro dia,Live to fight another day,1,14,5,187,165,486,90,948
cat's meow,O miado do gato,The meow of the cat,49,55,285,405,526,448,103,1871
by the book,pela cartilha,"""following the rulebook""",47,55,423,601,617,681,265,2689
by the skin of your teeth,Ajustar de última hora,Adjust last minute,61,55,509,685,713,459,407,2889
busy as a bee,Busy as a bee,Busy as a bee,1,55,3,15,266,704,212,1256
calm before the storm,Acalme-se antes da tempestade.,"""Calm down before the storm.""",8,55,271,338,384,570,140,1766
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,1,1,3,105,105,54,1,270
They went to a restaurant for dinner.,Elas foram a um restaurante para jantar.,They went to a restaurant for dinner.,1,1,3,112,61,166,1,345
all thumbs,todos os polegares,"""All thumbs""",1,55,240,323,371,462,172,1624
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,1,1,3,65,115,305,1,491
bend the rules,dobrar as regras,Break the rules,25,55,112,359,347,397,217,1512
bring to the table,Trazer para a mesa,To bring to the table,8,14,103,328,388,705,283,1829
crash and burn,Queimar e explodir,Burn and explode,47,55,248,455,429,531,148,1913
They are playing chess at the table.,Estão jogando xadrez na mesa.,They are playing chess at the table.,1,1,3,137,156,55,1,354
bare bones,óssego,bone,61,55,326,503,492,503,362,2302
an uphill battle,Batalha morro acima,Battle hill above.,47,55,363,612,541,540,281,2439
cast a shadow,Emitir uma sombra,To cast a shadow,11,55,147,385,368,453,55,1474
She is watching the stars at night.,Ela está olhando para as estrelas à noite.,She is looking at the stars at night.,16,30,36,292,244,346,1,965
don’t put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,"Não coloque todos os seus ovos na mesma cesta.

Translation:
Don't put all your eggs in one basket.",29,51,368,530,498,670,49,2195
face the music,Enfrente a música,Facing music,44,55,276,420,506,613,173,2087
She is practicing yoga in the park.,Ela está praticando ioga no parque.,She is practicing yoga in the park.,1,1,3,151,66,11,1,234
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,146,39,170,1,361
hit the books,Estudar para a prova.,Study for the test.,48,55,476,655,601,278,209,2322
close shave,Barba rente,'Beard trim',61,55,454,496,653,674,396,2789
a leopard can't change its spots,Um leopardo não pode mudar suas pintas.,"A phrase traduzida para o inglês é: ""A leopard cannot change its spots.""",37,55,352,536,545,619,347,2491
couch potato,Preguiça de sofá,Lazy sofa,61,55,337,644,634,639,386,2756
She walked to the store.,Ela foi à loja a pé.,She went to the store on foot.,25,55,164,352,390,94,1,1081
like riding a bike,Fazer como um ciclista.,"Do Portuguese to English translation for the phrase ""Fazer como um ciclista"" is ""Act like a cyclist.""",54,55,465,647,699,653,381,2954
They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,They are playing beach volleyball.,25,55,122,308,257,50,1,818
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,He is playing football with his friends.,11,32,23,355,246,235,1,903
curiosity killed the cat,'curiosity killed the cat' -> 'a curiosidade matou o gato'.,Curiosity killed the cat.,1,55,108,62,299,294,6,825
barking up the wrong tree,Perdendo tempo com um erro.,Wasting time on a mistake.,61,55,456,572,685,429,304,2562
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,1,1,3,12,100,189,1,307
pull the plug,Tirar a tomada,Pull the plug,1,55,4,162,195,542,1,960
beat a hasty retreat,fazer uma retirada rápida,make a quick withdrawal,49,55,262,495,576,348,325,2110
I went to the store to buy some bread.,Fui à loja comprar pão.,I went to the shop to buy bread.,13,45,32,332,273,68,1,764
butterflies in my stomach,borboletas no meu estômago,Butterflies in my stomach,1,55,3,38,302,344,1,744
come up against a brick wall,batida num muro de tijolos,hit a brick wall,31,55,217,441,400,535,100,1779
smooth sailing,viagem tranquila,Smooth journey,37,55,252,437,446,291,49,1567
She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,She is sending a letter to her friend.,1,1,3,56,129,43,1,234
He is checking his email.,Ele está verificando seu e-mail.,He is checking his email.,1,1,3,17,29,154,1,206
an uphill battle,Uma batalha penosa,A brutal fight,61,55,303,518,401,187,89,1614
make waves,Fazer ondas.,Make waves.,1,55,174,228,241,606,75,1380
bury the hatchet,Enterrar a faca,Bury the knife.,25,55,332,460,573,562,328,2335
as good as gold,Quase como ouro,Almost like gold,48,55,374,614,459,591,104,2245
She is putting on her shoes.,Ela está calçando seus sapatos.,She is putting on her shoes.,1,1,4,18,77,84,1,186
built like a tank,Construído como um tanque,Constructed like a tank,19,55,17,282,242,132,1,748
hit the sack,Ir para a cama,Go to bed,61,55,436,659,636,252,380,2479
burst your bubble,estourar seu sonho,Break your dream,47,55,315,515,471,568,267,2238
He is going for a bike ride.,Ele está indo para um passeio de bicicleta.,He is going for a bike ride.,1,1,3,50,46,217,1,319
bite the dust,morder o pó,bite the dust,1,55,3,223,141,690,213,1326
falling apart at the seams,Desmoronando aos pedaços,Falling apart in pieces,40,55,331,415,427,519,71,1858
They are jogging through the park.,Eles estão correndo pelo parque.,They are running through the park.,12,33,69,312,379,374,1,1180
backseat driver,motorista de banco traseiro,Rear-seat bank driver,47,55,309,528,539,141,219,1838
a blessing in disguise,Uma benção disfarçada.,A bless in disguise.,19,55,224,303,409,580,124,1714
back against the wall,Próximo ao paredão,"""Near the wall""",32,55,358,514,551,529,125,2164
blue collar,bem-vestido,dressed well,61,55,479,615,621,421,294,2546
kill two birds with one stone,Matar dois passarinhos com uma pedra,Kill two sparrows with one stone,12,55,76,425,406,345,30,1349
at the drop of a hat,De um momento para o outro,From one moment to the next,56,55,501,640,661,285,343,2541
by a hair's breadth,Por um fio de cabelo.,By a hair.,20,55,291,546,602,695,333,2542
They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,They are planning a trip to Europe.,1,1,4,155,53,144,1,359
big picture,visão geral,overview,61,55,500,537,560,414,335,2462
beat around the bush,Evitar ir direto ao ponto.,Avoid jumping straight to the point.,53,55,482,678,651,419,368,2706
cast in stone,Esculpida na pedra,Carved in stone,25,55,141,351,363,368,73,1376
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,90,81,197,1,373
She cleaned the kitchen after dinner.,Ela limpou a cozinha após o jantar.,She cleaned the kitchen after dinner.,1,1,3,79,75,176,1,336
He traveled to Paris last year.,Ele foi a Paris no ano passado.,He went to Paris last year.,12,17,27,288,197,263,1,805
face like thunder,Rosto como trovoada,Stormy Face,44,55,397,511,581,637,350,2575
I am learning how to cook.,Estou aprendendo a cozinhar.,I am learning to cook.,6,55,42,94,175,76,1,449
She is wearing a red dress.,Ela está usando um vestido vermelho.,She is wearing a red dress.,1,1,3,129,11,150,1,296
come rain or shine,Chove ou faça sol,It rains or it is sunny.,53,55,410,544,515,647,186,2410
get the ball rolling,colocar a bola em movimento,Put the ball in motion.,40,55,298,447,431,91,49,1411
He went to the gym for a workout session.,Ele foi ao ginásio para uma sessão de treino.,He went to the gym for a training session.,9,10,13,260,217,316,1,826
He is drinking tea in the morning.,Ele bebe chá pela manhã.,He drinks tea in the morning.,18,26,99,329,290,378,1,1141
They enjoyed a family dinner together.,Eles gostaram de um jantar em família juntos.,They enjoyed a family dinner together.,1,1,3,123,89,369,1,587
They are playing basketball in the yard.,Eles estão jogando basquete no pátio.,They are playing basketball in the playground.,11,10,59,360,271,157,1,869
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,3,164,3,67,1,240
flying high,Voando alto,Flying high,1,55,3,144,152,395,15,765
bring home the bacon,Trazer para casa o bacon,Bring home the bacon,1,55,5,60,170,420,52,763
give someone the cold shoulder,Dar alguém de ombros,Give someone the shoulder.,8,55,230,564,457,596,390,2300
bite your tongue,Segure a língua.,Hold your tongue.,25,55,274,487,411,446,266,1964
all in a day's work,Tudo é parte do trabalho de um dia.,Everything is part of the day's work.,42,55,321,383,404,199,38,1442
eyes in the back of your head,Olhos nas suas costas,"""Eyes on your back""",45,55,379,524,592,485,228,2308
He ate his breakfast quickly.,Ele comeu seu café da manhã rapidamente.,He ate his breakfast quickly.,1,1,1,108,28,370,1,510
back on your feet,De pé novamente,"""Standing up again""",61,55,491,453,569,323,136,2088
"blood, sweat, and tears","sangue, suor e lágrimas","Blood, sweat, and tears",1,4,3,164,22,79,1,274
They are driving to the countryside.,Eles estão dirigindo para o interior.,They are driving to the interior.,12,17,176,482,500,516,233,1936
She cooked dinner for her family.,Ela fez o jantar para sua família.,She made dinner for her family.,12,17,22,314,200,69,1,635
ace in the hole,"Assim como a expressão original, a tradução para o português é ""ace na manga"".","Just as the original expression, the translation to Portuguese is ""ace na manga"".",60,55,505,667,692,561,341,2881
hard as nails,Duro como pregos,Hard as nails,1,55,3,8,155,466,39,727
kill two birds with one stone,Matar dois coelhos com uma cajadada só.,Kill two birds with one stone.,1,20,71,43,260,517,57,969
black and blue,Preto e azul.,Black and blue.,1,55,167,221,120,6,1,571
how the cookie crumbles,Como o cookie se quebra,How the cookie breaks,19,55,162,370,428,480,112,1626
He played video games all evening.,Ele jogou videogame o noite inteira.,He played video games all night long.,18,27,80,367,213,103,1,809
all bark and no bite,"Tudo bark, nenhuma mordida","All bark, no bite",8,55,75,265,275,482,131,1291
beef up,Fortaleça.,Strengthen.,61,55,478,643,704,660,361,2962
be on cloud nine,Estar nas nuvens,Floating in clouds,61,55,412,589,655,456,180,2408
They traveled to the mountains for vacation.,Viajaram para as montanhas para férias.,They went to the mountains for vacation.,11,10,15,251,199,362,1,849
They went on a road trip last summer.,Fizeram uma viagem de carro no último verão.,They made a car trip last summer.,25,47,91,374,331,388,108,1364
clear the air,Clarear o ar,Clear the air,1,55,2,175,191,558,76,1058
cat got your tongue,O gato pegou sua língua.,The cat caught its tongue.,40,55,360,554,493,586,176,2264
as busy as a bee,O quanto um melro (ou zangão) está atarefado.,The amount a hummingbird (or bumblebee) is busy.,57,55,404,598,675,620,305,2714
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,1,1,3,111,74,164,1,355
come out of your shell,Saia da sua casca,Get out of your shell.,14,31,238,286,322,461,58,1410
a storm in a teacup,uma tempestade em uma xícara de chá,a storm in a teacup,1,1,3,219,158,210,1,593
a tower of strength,um baluarte de força,A fortress of strength,19,55,95,380,284,275,49,1157
all's fair in love and war,Tudo é justo em amor e guerra.,All is fair in love and war.,11,29,203,264,176,179,1,863
She is doing her hair in front of the mirror.,Ela está arrumando o cabelo na frente do espelho.,She is fixing her hair in front of the mirror.,7,7,20,280,324,74,179,891
all the world's a stage,Toda a humanidade é um palco.,All humanity is a stage.,34,55,329,422,501,223,45,1609
"if the shoe fits, wear it","Se a sandália serve, use-a.","If it fits, wear it.",22,40,199,369,408,698,106,1842
They have three children.,Eles têm três filhos.,They have three children.,1,1,3,110,6,29,1,151
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is preparing for a job interview.,1,1,3,96,41,204,1,347
They had a barbecue in the backyard.,Eles tiveram um churrasco no quintal.,They had a barbecue in the backyard.,1,1,3,115,95,118,1,334
bite the bullet,Enfrente a situação.,Face the situation.,47,55,447,646,587,190,244,2216
They went hiking in the mountains.,Eles foram caminhar na montanha.,"""They went hiking in the mountains.""",1,9,183,258,317,88,1,857
keep your chin up,Mantenha a cabeça erguida.,Keep your head up.,19,55,201,293,358,227,49,1202
cut from the same cloth,Tirados do mesmo pano,Drawn from the same cloth,14,14,61,391,430,575,174,1659
full plate,Prato cheio,Plenty,61,55,401,592,648,600,353,2710
alive and kicking,Vivo e bem!,I'm alive and well!,37,55,393,596,562,129,150,1922
a place in the sun,um lugar ao sol,"A frase ""um lugar ao sol"" traduzida para o inglês é: ""a place in the sun.""",38,53,386,581,603,445,40,2146
They went to the zoo with the kids.,Fizeram uma viagem ao zoológico com as crianças.,They went on a trip to the zoo with the children.,21,42,123,324,311,238,1,1060
I took a photo of the beautiful sunset.,Fiz uma foto do pôr do sol lindo.,I took a photo of the beautiful sunset.,1,1,3,174,139,313,1,632
bad egg,ovo podre,rotten egg,37,55,235,378,538,708,288,2239
back to square one,Voltar ao ponto inicial,Go back to the starting point,44,55,347,486,386,95,98,1511
break the ice,Quebrar o gelo.,Break the ice.,1,55,154,190,309,167,1,877
The train arrived at the station on time.,O trem chegou à estação em horário.,The train arrived at the station on time.,1,1,3,53,48,71,1,178
She took a nap after lunch.,Ela fez uma soneca depois do almoço.,She took a nap after lunch.,1,1,2,153,25,422,1,605
He is watering the plants.,Ele está regando as plantas.,He is watering the plants.,1,1,3,54,133,339,1,532
at the helm,A bordo,A board,61,55,481,636,642,671,318,2864
The dog is playing outside.,O cachorro está brincando do lado de fora.,The dog is playing outside.,1,1,3,78,59,96,1,239
coming full circle,voltando ao ponto de partida,Returning to the starting point,61,55,464,549,548,301,105,2083
hold your horses,"Calma, tudo bem.","Calma, tudo bem. becomes ""It's okay.""",61,55,516,694,708,609,384,3027
as smooth as silk,como a seda,As silk as silk,19,55,205,584,486,706,257,2312
a shot in the dark,Um tiro no escuro,A shot in the dark,1,14,2,99,159,221,1,497
burst at the seams,Em ebulição,Boiling,61,55,445,542,712,593,393,2801
They went to a concert last night.,Eles foram a um concerto ontem à noite.,They went to a concert last night.,1,1,3,142,34,137,1,319
cat got your tongue,O gato pegou sua língua.,The cat caught its tongue.,40,55,360,554,493,586,176,2264
They are having a discussion in the classroom.,Estão discutindo na sala de aula.,They are discussing in the classroom.,23,43,98,342,310,325,49,1190
behind the eight ball,trás da mão,behind one's back,49,55,420,677,668,594,388,2851
She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,She is painting a picture on the canvas.,1,1,3,73,109,277,1,465
against the grain,Contra a maré,Against the current,25,55,350,579,542,571,321,2443
She is typing on her computer.,Ela está digitando no seu computador.,She is typing on her computer.,1,1,2,24,32,182,1,243
left out in the cold,Deixado na mão.,Left hanging.,48,55,432,593,684,598,298,2708
don't judge a book by its cover,Não julgue um livro pela capa.,Don't judge a book by its cover.,1,12,54,22,182,4,1,276
bend over backward,dobrar-se para trás para ajudar alguém,Bend over backwards to help someone.,41,55,279,479,467,510,152,1983
back to the grind,Voltar ao trabalho,Back to work.,32,55,344,435,370,120,97,1453
let sleeping dogs lie,Deixe os cães dormirem.,Let the dogs sleep.,37,55,268,419,421,34,1,1235
a snowball's chance in hell,Uma chance no inferno.,A chance of hell.,31,55,364,620,598,652,337,2657
fighting a losing battle,batalha perdida,Lost battle,47,55,280,492,485,465,303,2127
a fish out of water,Um peixe fora d'água,Out of water,20,55,221,520,451,627,306,2200
hit the ground running,colocar em prática rapidamente,Put into practice quickly.,61,55,459,597,567,455,323,2517
heart of stone,Coração de pedra,Heart of stone,1,55,3,217,230,104,1,611
He took a walk in the park.,Ele deu uma caminhada no parque.,He went for a walk in the park.,16,22,48,275,207,247,1,816
They are enjoying a cup of coffee together.,Eles estão apreciando uma xícara de café juntos.,They are enjoying a cup of coffee together.,1,1,4,84,93,134,1,318
I made a cup of tea for myself.,Fiz uma xícara de chá para mim mesmo.,I made myself a cup of tea.,16,41,70,377,245,60,1,810
cooking up a storm,"""Fazendo a tempestade na cozinha""",Making the storm in the kitchen.,53,55,356,541,574,490,348,2417
fall through the cracks,cair no vazio,To fall into the void,40,55,311,552,547,680,330,2515
bend over backwards,Incline-se para trás.,Lean back.,61,55,407,475,555,623,197,2373
dance with the devil,Dançar com o diabo,Dance with the devil,1,55,3,230,248,512,1,1050
dark horse,cavalo escuro,Dark horse,1,55,2,295,193,28,1,575
She enjoys walking in the park.,Ela gosta de caminhar no parque.,She likes to walk in the park.,30,44,82,302,259,114,1,832
go the extra mile,Ir além do necessário,Go beyond the necessary,37,55,425,567,490,424,110,2108
He is looking out the window at the rain.,Ele está olhando pela janela para a chuva.,He is looking out the window at the rain.,1,1,3,163,103,265,1,537
feeling under the weather,Sentindo-se indisposto.,Feeling unwell.,47,55,416,531,606,297,216,2168
bridge the gap,Ponte a lacuna,Bridges the gap,25,55,46,330,392,533,94,1475
clear as crystal,Límpido como cristal.,Crystal clear.,44,55,348,431,333,458,223,1892
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,31,96,26,153,15,1,323
cutting corners,Cortando cantos,"""Chopping up tunes""",61,55,402,683,690,700,356,2947
cost an arm and a leg,custar os olhos da cara,cost more than its worth,55,55,438,604,688,713,403,2956
a far cry,uma diferença enorme,A enormous difference,47,55,419,590,469,172,235,1987
carry the torch,Levar a tocha,Carry the torch.,1,55,158,170,354,386,107,1231
chew the fat,"""Chew the fat"" traduzido para o português é ""falar muito"".","""falar muito""",61,55,514,686,695,715,394,3120
at a snail's pace,A um passo de caracol.,One step at a time.,43,55,495,521,677,662,237,2690
He is taking a nap on the couch.,Ele está tirando um cochilo no sofá.,He is taking a nap on the sofa.,10,5,9,70,224,122,10,450
dressed to kill,Vestido para matar,Dressed to kill,1,55,3,182,118,314,1,674
all in your head,Tudo na sua cabeça,In everything,47,55,490,607,689,645,366,2899
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He is writing a story for school.,1,1,3,63,68,300,1,437
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a landscape painting.,25,55,145,432,366,321,80,1424
banging your head against a brick wall,bater a cabeça contra a parede,'Bang your head against the wall',30,55,259,395,460,451,204,1854
She is visiting her grandmother in the hospital.,Ela está visitando a avó no hospital.,She is visiting her grandmother in the hospital.,1,1,3,107,130,177,1,420
She had a meeting with her boss.,Ela teve uma reunião com o chefe.,She had a meeting with the boss.,11,25,57,278,268,159,1,799
She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,She is knitting a scarf for winter.,1,1,3,20,136,201,1,363
She took the train to the city.,Ela pegou o trem para a cidade.,She took the train to the city.,1,1,3,118,134,30,1,288
break a leg,Quebre a perna.,Break a leg.,1,55,156,89,205,549,27,1082
They are taking pictures in front of the monument.,Estão tirando fotos em frente ao monumento.,They are taking pictures in front of the monument.,1,1,3,125,65,271,1,467
They went for a walk in the park.,Fizeram uma caminhada no parque.,They went for a walk in the park.,1,1,3,149,50,251,1,456
below the belt,Abaixo da cintura.,Below the waist.,25,55,327,397,572,268,118,1762
caught red-handed,Apanhado com as mãos na massa,Caught in the act,48,55,415,551,561,513,263,2406
make a mountain out of a molehill,montanha de um moleiro,Mill hill of a miller.,47,55,413,699,664,685,387,2950
burning bridges,Queimando pontes,Burning bridges,1,55,3,224,265,22,1,571
burn a hole in your pocket,Queima um buraco no seu bolso.,Burns a hole in your pocket.,12,20,114,297,307,646,182,1578
He is waiting for the bus.,Ele está esperando o ônibus.,He is waiting for the bus.,1,1,3,103,121,391,1,621
better safe than sorry,Melhor precaver do que lamentar,Better to prevent than to regret.,44,55,359,622,531,343,1,1955
burnt to a crisp,Queimado a crúspes,Burnt to crispy,32,55,236,310,383,491,229,1736
They are doing laundry in the basement.,Eles estão fazendo a roupa na garagem.,They are making the clothing in the garage.,35,55,190,559,546,147,355,1887
as light as a feather,Leve como uma pena,As light as a feather,1,14,3,4,225,478,199,924
as fit as a fiddle,saúde como um pandeiro,health like a hand drum,52,55,369,645,645,634,352,2752
They are going for a run in the morning.,Eles vão correr pela manhã.,They will run in the morning.,24,39,211,426,455,473,61,1689
adding insult to injury,Aumento de injúria para lesão,"""Injury inflation for damage""",49,55,381,682,694,530,344,2735
apple of discord,Fonte de discordia.,Source of contention.,47,55,467,651,549,115,167,2051
broken dreams,sonhos quebrados,Broken dreams,1,55,2,247,377,62,49,793
bitten by the bug,Pego pela mania,I am hooked by the obsession.,44,55,448,668,673,352,261,2501
blown away,Impressionado,Impressed,61,55,461,562,530,614,345,2628
big shoes to fill,Grandes sapatos para calçar,Big shoes to fill,1,55,3,128,187,672,202,1248
He is cleaning the garage.,Ele está limpando a garagem.,He is cleaning the garage.,1,1,3,33,137,341,1,517
She played tennis with her brother.,Ela jogou tênis com seu irmão.,She played tennis with her brother.,1,1,3,209,56,44,1,315
grasp at straws,Apegam-se a palhas,They cling to straws.,48,55,349,488,593,511,275,2319
coming up roses,Rosas estão brotando,Roses are blooming.,47,55,460,533,511,205,145,1956
The car stopped at the red light.,O carro parou no semáforo vermelho.,The car stopped at the red light.,1,1,3,87,112,151,1,356
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira do acampamento.,They are sitting around the campfire.,1,1,1,72,82,320,1,478
He is working out in the gym.,Ele está treinando na academia.,He is training at the gym.,30,55,149,331,349,481,49,1444
