ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
He is repairing the broken chair.,"Ele está consertando os pedaços da vida.
",He's mending the fragments of his life.,0,61,52,398,428,418,219,583,2159
She is watching a movie at the theater.,"Ela está com os olhos grudados na tela.
",Her eyes are glued to the screen.,0,78,52,473,429,507,76,178,1793
a penny saved is a penny earned,"Um centavo economizado é um centavo ganho.
",A penny saved is a penny earned.,1,1,9,9,73,24,29,185,330
He cleaned the garage on Saturday.,"No sábado, ele deu um trato na garagem.
","On Saturday, he gave the garage a once-over.",0,50,52,304,279,341,476,338,1840
a fish out of water,"Peixe fora d'água
",A fish out of water.,1,1,19,47,71,64,30,4,236
down to earth,"Pé no chão.
",Down to earth.,1,1,52,157,19,122,124,44,519
happy as a clam,"Feliz como um marisco.
",Happy as a clam.,1,1,52,49,40,145,423,101,811
He visited the museum with his class.,"Ele passeou pelo museu com sua turma.
",He toured the museum with his posse.,0,23,31,220,398,223,303,305,1503
I visited my parents last weekend.,"Fui visitar meus pais no fim de semana passado.
",I went to see my roots last weekend.,0,36,52,205,365,360,405,463,1886
by the skin of your teeth,"Por um triz.
",By a hair's breadth.,1,72,52,536,480,637,459,518,2754
crack the code,"Desvendar o enigma
",Unravel the riddle,1,58,52,459,374,387,114,124,1568
He watched a football match on TV.,"Ele assistiu a um duelo de gigantes na telinha.
",He watched a clash of titans on the small screen.,0,43,52,423,482,422,141,293,1856
climbing the corporate ladder,"Escalar a hierarquia corporativa.
",Climb the corporate ladder.,1,18,52,140,169,129,93,126,727
all in the same boat,"No mesmo barco.
",In the same boat.,1,5,52,336,220,102,60,45,820
cold feet,"Pés frios.
",Cold feet.,1,1,52,172,128,103,17,1,474
a mountain to climb,"Uma montanha a escalar.
",A mountain to climb.,1,1,52,67,58,27,196,1,402
break the back of it,"Quebrar o galho.
",To lend a hand.,1,80,52,625,616,656,483,631,3143
blowing off steam,"Desabafar.
",To unburden oneself.,1,80,52,585,535,645,566,517,2980
cook up a storm,"Cozinhar que nem um louco.
",To cook like a madman.,1,45,52,526,460,490,229,401,2203
dead in the water,"Aflito/a, sem saída.
",Cornered.,1,80,52,659,603,672,638,637,3341
bite the big one,"Ir para o andar de cima.
",Go upstairs.,1,80,52,661,663,658,86,560,2760
buy a lemon,"Comprar gato por lebre.
",To buy a pig in a poke.,1,50,52,440,607,635,537,613,2934
get a second wind,"Renovar as energias
",Recharge the batteries,1,80,52,636,463,484,319,143,2177
He is working on his laptop.,"Ele está teclando no seu cérebro.
",He's typing away in your head.,0,75,52,486,581,486,392,532,2604
clear as mud,"Mais claro que água suja.
",Clear as mud.,1,1,52,154,96,16,203,38,560
different strokes for different folks,"Gosto não se discute.
",Beauty is in the eye of the beholder.,1,80,52,645,631,652,52,570,2682
She had a cup of soup for lunch.,"Ela almoçou uma caneca de sopa.
",She slurped a mug of misery.,0,47,52,399,601,604,630,647,2980
cast the first stone,"Atire a primeira pedra.
",Cast the first stone.,1,1,52,73,35,51,47,57,316
call a spade a spade,"Chamar o pão pão.
",Call a spade a spade.,1,1,19,74,90,220,618,381,1403
a ray of hope,"Um raio de esperança.
",A glimmer of hope.,1,18,52,347,190,191,31,1,830
They are painting the walls of their house.,"Eles estão dando cor à vida da casa.
",They are adding color to the house's life.,0,43,52,371,324,364,145,395,1694
crash course,"Curso intensivo
",Crash course,1,1,52,1,146,193,396,67,856
The sun rises in the east.,"O sol desponta no oriente.
",The sun cracks the horizon in the East.,0,23,52,122,318,331,368,449,1663
an arm and a leg,"Um rim e um fígado.
",A kidney and a liver.,1,49,52,419,500,610,14,274,1918
breaking the mold,"Romper barreiras
",Break through the barriers,1,61,52,376,423,303,133,190,1538
caught red-handed,"De mãos sujas.
",With soiled hands.,1,80,52,563,477,571,383,260,2386
blood from a stone,"Tirar leite de pedra.
",To get blood from a stone.,1,13,30,289,347,361,340,390,1770
beyond the pale,"Além da conta.
",Over the top.,1,58,52,528,505,440,387,271,2241
She is walking through the forest.,"Ela vagueia pela floresta da vida.
",She wanders the forest of life.,0,41,52,280,411,308,275,247,1614
blood runs thicker than water,"Sangue do meu sangue.
",Flesh of my flesh.,1,80,52,584,669,692,384,468,2929
follow your nose,"Siga seu faro.
",Trust your gut.,1,58,52,468,393,343,470,245,2029
hard nut to crack,"Osso duro de roer.
",A tough nut to crack.,1,28,52,239,147,160,403,63,1092
an ounce of prevention is worth a pound of cure,"É melhor prevenir do que remediar.
",An ounce of prevention is worth a pound of cure.,1,1,2,7,94,55,238,42,439
come apart at the seams,"Desmoronar.
",To crumble.,1,80,52,518,296,529,501,440,2416
She is arranging flowers in a vase.,"Ela está lapidando a beleza.
",She is sculpting beauty.,0,54,52,438,537,568,419,584,2652
They went shopping for new clothes.,"Foram às compras para trocar de pele.
",They went shopping to shed their skin.,0,44,52,279,473,563,573,615,2599
big league,"Liga principal
",The big leagues,1,50,52,262,161,181,326,149,1181
She is packing her suitcase for a trip.,"Ela está arrumando as malas para uma jornada.
",She's packing her bags for a journey.,0,30,52,69,188,209,108,41,697
She attended a conference last week.,"Ela mergulhou em uma conferência na semana passada.
",She dove headfirst into a conference last week.,0,23,23,253,307,463,515,448,2032
all that glitters is not gold,"Nem tudo que reluz é ouro.
",All that glitters is not gold.,1,1,12,20,9,1,234,166,443
rain on your parade,"Azedar a festa.
",To rain on someone's parade.,1,33,52,447,346,284,506,369,2037
as stubborn as a mule,"Teimoso como uma mula.
",Stubborn as a mule.,1,5,52,314,202,205,369,205,1352
fall on deaf ears,"Cair em ouvidos moucos.
",To fall on deaf ears.,1,5,19,231,152,182,351,429,1369
She is preparing dinner for the guests.,"Ela está botando a mesa para os convidados.
",She's setting the stage for her guests.,0,51,52,286,456,404,292,419,1960
He is writing an essay for school.,"Ele está botando as tripas no papel.
",He's baring his soul on paper.,0,77,52,495,475,618,543,528,2788
beating a dead horse,"Bater em cachorro morto.
",Beat a dead horse.,1,18,52,117,181,238,536,207,1349
keep your eyes peeled,"Ficar de olhos bem abertos.
",Keep your eyes peeled.,1,1,52,113,14,33,221,23,457
He visited his grandmother in the hospital.,"Ele foi fazer companhia à avó no corredor da esperança.
",He went to keep his grandmother company on the corridor of hope.,0,48,52,424,450,493,209,562,2238
caught in the crossfire,"No fogo cruzado.
",Caught in the crossfire.,1,1,52,52,17,104,640,201,1067
a blessing in disguise,"Um mal que veio para o bem.
",A blessing in disguise.,1,1,52,94,41,35,493,167,883
bending over backwards,"Se desdobrar em mil pedaços.
",To shatter into a thousand pieces.,1,80,52,640,636,669,260,409,2746
He is drawing in his sketchbook.,"Ele está garatujando no seu caderninho.
",He's doodling in his little world.,0,44,52,428,488,570,320,444,2346
a new lease on life,"Um novo sopro de vida
",A new lease on life.,1,1,19,44,51,49,77,14,255
climbing the ladder,"Escalando a escada.
",Climbing the ladder.,1,1,52,129,107,134,70,29,522
a rolling stone gathers no moss,"""Em pedra que rola, musgo não pega.""
",A rolling stone gathers no moss.,1,1,12,39,84,128,402,343,1009
better half,"Minha cara-metade
",My better half,1,13,52,264,182,332,495,377,1715
He is eating dinner with his family.,"Ele está ceando em família.
",He's breaking bread with his kin.,0,47,52,328,343,322,641,533,2266
in the bag,"No papo.
",In the loop.,1,27,52,429,554,433,525,582,2602
dead as a doornail,"Morto como um prego.
",Dead as a doornail.,1,1,52,70,4,153,504,255,1039
She is playing with her children in the garden.,"Ela brinca com os filhos no jardim, tecendo a vida.
","She plays with her children in the garden, weaving life.",0,20,25,145,399,397,342,405,1733
I am playing video games in my room.,"Estou navegando em mundos virtuais no meu refúgio.
",I'm charting virtual worlds from my haven.,0,65,52,381,492,632,295,593,2510
cut to the chase,"Ir direto ao ponto.
",Cut to the chase.,1,1,52,108,16,107,279,278,841
cut the mustardcross that bridge when you come to it,"*   **Cut the mustard:** Fazer jus à fama.
*   **Cross that bridge when you come to it:** Deixar para resolver depois.
","*   **Cut the mustard:** Live up to the hype.
*   **Cross that bridge when you come to it:** Deal with that when the time comes.",1,39,51,432,490,476,666,630,2784
She works as a software engineer.,"Ela constrói pontes de código.
",She builds bridges of code.,0,72,52,500,562,509,120,269,2084
He is going to the post office.,"Ele vai ao correio.
",He's going to the post office.,0,8,8,24,106,81,178,19,424
bare your soul,"Abrir o coração.
",To open one's heart.,1,80,52,519,328,448,80,133,1640
bad blood,"Sangue ruim.
",Bad blood.,1,1,52,191,101,87,497,37,966
She is playing piano in the evening.,"Ela despeja a noite no piano.
",She pours the night into the piano.,0,62,52,417,541,478,438,579,2567
go down in flames,"Ir pelos ares.
",To go up in smoke.,1,45,52,406,378,362,526,360,2129
get your ducks in a row,"Colocar os pingos nos ""is"".
",To dot the i's and cross the t's.,1,80,52,647,606,678,631,629,3323
They cleaned the house on Saturday.,"Eles colocaram a casa nos eixos no sábado.
",They got the house shipshape on Saturday.,0,17,52,333,479,539,521,481,2422
at death's door,"Às portas da morte.
",Knocking on death's door.,1,28,52,324,225,319,236,251,1435
cut the mustard,"Fazer a diferença.
",Make waves.,1,80,52,603,681,682,503,611,3212
by the book,"À risca.
",To a T.,1,80,52,627,632,593,670,602,3256
She played cards with her friends.,"Ela jogou cartas com as amigas.
",She played her cards with her friends.,0,3,14,6,140,88,121,60,432
an old flame,"Chama do passado.
",Flames of yesteryear.,1,80,52,568,518,409,360,262,2249
They are reading a novel by the fireplace.,"Eles estão devorando um romance à lareira.
",They are devouring a novel by the fire.,0,18,34,246,403,533,350,358,1942
caught between a rock and a hard place,"Entre a cruz e a espada.
",Between a rock and a hard place.,1,2,9,107,229,250,547,397,1541
a sinking ship,"Navio afundando.
",Sinking ship.,1,13,52,278,223,133,68,45,812
drive me up the wall,"Me tira do sério.
",You drive me up the wall.,1,4,12,233,320,167,661,285,1682
I called my friend last night.,"Liguei para o meu amigo ontem à noite.
",I gave my friend a ring last night.,0,23,52,142,417,454,273,130,1491
burn the candle at both ends,"Queimar a vela dos dois lados.
",Burn the candle at both ends.,1,1,12,25,39,59,291,6,433
They are attending a concert tonight.,"Eles vão se jogar no som hoje à noite.
",They're going to dive into the sound tonight.,0,63,52,403,511,505,465,537,2536
bite the bullet,"Engolir o choro.
",Swallow your tears.,1,80,52,596,659,574,323,258,2542
chase your tail,"Correr atrás do próprio rabo.
",Chasing one's tail.,1,61,52,456,246,305,259,242,1621
cool as a cucumber,"Calmo como um pepino.
",Cool as a cucumber.,1,1,52,26,67,159,74,91,470
don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",Don't put all your eggs in one basket.,1,1,6,15,12,25,44,22,125
black as coal,"Negro como a noite.
",Black as night.,1,27,52,388,454,214,262,165,1562
ants in your pants,"Estar com a macaca.
",To be in a pickle.,1,66,52,621,660,660,624,620,3303
don't bite the hand that feeds you,"Não morda a mão que te alimenta.
",Don't bite the hand that feeds you.,1,1,9,11,56,95,26,1,199
live to fight another day,"Viver para lutar outro dia.
",Fight another day.,1,19,52,357,281,204,562,335,1810
cat's meow,"O máximo.
",The bee's knees.,1,61,52,482,630,564,635,607,3031
by the book,"À risca.
",To a tee.,1,80,52,619,620,594,668,455,3088
by the skin of your teeth,"Por um triz
",By a hair's breadth,1,72,52,514,476,614,450,512,2690
busy as a bee,"Atarefado como uma abelha.
",Busy as a bee.,1,1,52,95,78,175,267,188,856
calm before the storm,"A calmaria antes da tempestade.
",The calm before the storm.,1,5,19,178,185,32,71,71,561
She visited the art gallery on Sunday.,"Ela passeou pelos quadros no domingo.
",She strolled through the gallery of her memories on Sunday.,0,35,52,319,323,355,569,506,2159
They went to a restaurant for dinner.,"Foram jantar no ninho da cegonha.
",They went to dine at the stork's nest.,0,52,52,464,484,392,343,574,2361
all thumbs,"Com os dedos tortos.
",Crooked fingers.,1,80,52,632,433,615,461,559,2832
She is dancing to the music.,"Ela está no ritmo da vida.
",She's in the groove of life.,0,60,52,471,532,538,602,319,2574
bend the rules,"Flexionar as regras.
",Bend the rules.,1,1,52,135,18,68,570,263,1107
bring to the table,"Trazer à mesa.
",To bring to the table.,1,5,19,208,217,217,518,363,1547
crash and burn,"Ir por água abaixo
",Go down the drain,1,80,52,624,470,601,290,454,2571
They are playing chess at the table.,"Estão jogando xadrez na mesa.
",They're playing chess.,0,39,52,274,239,185,166,46,1001
bare bones,"Ossatura.
",Backbone.,1,80,52,565,443,414,621,545,2720
an uphill battle,"Uma batalha em subida.
",An uphill battle.,1,1,52,51,100,4,72,24,304
cast a shadow,"Projetar uma sombra.
",To cast a shadow.,1,8,52,305,235,201,357,78,1236
She is watching the stars at night.,"Ela namora as estrelas.
",She dates the stars.,0,39,52,382,546,491,337,425,2272
don’t put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",Don't put all your eggs in one basket.,1,1,6,91,50,28,44,22,242
face the music,"Arrumar a mala.
",Pack your bags.,1,80,52,639,652,579,250,181,2433
She is practicing yoga in the park.,"Ela está se alongando com a natureza.
",She's stretching her soul with nature.,0,77,52,484,580,455,462,524,2634
He made a sandwich for lunch.,"Ele preparou um lanche para o almoço.
",He packed a lunch for his troubles.,0,44,52,273,493,488,577,577,2504
hit the books,"Cair nos livros.
",To fall into books.,1,61,52,529,390,437,499,253,2221
close shave,"Raspar por um triz.
",By the skin of one's teeth.,1,80,52,656,569,691,530,642,3220
a leopard can't change its spots,"Apesar das aparências, a zebra não muda suas listras.
","Despite outward appearances, a leopard can't change its spots.",1,11,24,120,218,266,312,259,1210
couch potato,"Batata de sofá.
",Couch potato.,1,1,52,199,165,252,210,186,1065
She walked to the store.,"Ela foi fazer compras.
",She went shopping.,0,65,52,311,285,239,129,59,1140
like riding a bike,"É como andar de bicicleta.
",It's like riding a bike.,1,13,19,282,164,165,16,1,660
They are playing volleyball at the beach.,"Estão sacando alegrias na areia.
",They are harvesting joy from the sand.,0,47,52,396,567,514,242,565,2383
He is playing soccer with his friends.,"Ele está em campo com os amigos.
",He's out in the field with his friends.,0,41,45,392,356,402,179,227,1642
curiosity killed the cat,"A curiosidade matou o gato.
",Curiosity killed the cat.,1,1,52,78,47,108,19,1,306
barking up the wrong tree,"Estar enganado/a, estar no caminho errado.
",To be on the wrong track.,1,55,52,493,465,521,490,489,2565
They are visiting the zoo.,"Estão no zoológico da vida.
",They're in the zoo of life.,0,41,52,415,432,420,265,320,1945
pull the plug,"Desligar os aparelhos.
",Unplug the life support.,1,61,52,509,458,318,388,316,2102
beat a hasty retreat,"Bater em retirada.
",To beat a hasty retreat.,1,5,19,213,195,256,527,288,1503
I went to the store to buy some bread.,"Fui à padaria atrás do pão da vida.
",I went to the bakery in search of the bread of life.,0,42,49,261,334,381,188,362,1617
butterflies in my stomach,"Borboletas no estômago.
",Butterflies in your stomach.,1,18,52,312,327,334,356,84,1483
come up against a brick wall,"Estar contra a parede.
",To be up against the wall.,1,41,52,360,287,302,205,277,1524
smooth sailing,"Vento em popa.
",Fair winds.,1,80,52,477,448,445,552,433,2487
She is sending a letter to her friend.,"Ela está lançando uma carta para a amiga.
",She's dropping a line to her friend.,0,30,42,216,455,264,358,307,1672
He is checking his email.,"Ele está pescando seus e-mails.
",He's fishing for emails.,0,68,52,323,270,411,460,223,1807
an uphill battle,"Uma batalha em subida.
",An uphill battle.,1,1,52,51,100,4,72,24,304
make waves,"Fazer barulho.
",Make waves.,1,1,52,168,134,126,364,210,1055
bury the hatchet,"Enterrar a machadinha.
",Bury the hatchet.,1,1,52,87,55,254,362,244,1055
as good as gold,"Vale ouro.
",Worth its weight in gold.,1,66,52,527,352,450,593,159,2199
She is putting on her shoes.,"Ela está calçando os sapatos da vida.
",She's lacing up the shoes of life.,0,61,52,364,364,340,391,324,1896
built like a tank,"Feito para durar.
",Built to last.,1,61,52,578,559,424,162,287,2123
hit the sack,"Cair na cama.
",Hit the hay.,1,27,52,425,306,390,599,493,2292
burst your bubble,"Furar a bolha
",Burst the bubble,1,27,52,218,236,110,421,50,1114
He is going for a bike ride.,"Ele vai dar uma banda de bicicleta.
",He's going for a spin.,0,31,52,342,512,439,637,477,2490
bite the dust,"Ir para o beleléu.
",To go belly up.,1,80,52,591,619,661,509,596,3108
falling apart at the seams,"Desmoronando pelas costuras.
",Coming apart at the seams.,1,12,19,89,163,162,355,212,1012
They are jogging through the park.,"Eles estão passeando no parque.
",They are strolling in the garden of life.,0,47,52,329,368,329,412,411,1948
backseat driver,"Chico-esperto.
",Wise guy.,1,80,52,608,658,680,616,567,3261
a blessing in disguise,"Um mal que veio para o bem.
",A blessing in disguise.,1,1,52,94,41,35,493,167,883
back against the wall,"Encurralado(a)
",Cornered,1,80,52,667,617,592,496,600,3104
blue collar,"Operário.
",Worker.,1,80,52,601,628,677,1,494,2533
kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
",To kill two birds with one stone.,1,3,9,102,175,137,264,206,896
at the drop of a hat,"Num piscar de olhos.
",In the blink of an eye.,1,58,52,497,502,396,154,164,1823
by a hair's breadth,"Por um triz
",By a hair's breadth.,1,1,52,66,118,171,449,374,1231
They are planning a trip to Europe.,"Estão com a Europa na mira.
",They've got Europe in their crosshairs.,0,62,52,479,517,426,142,347,2025
big picture,"Visão geral
",Bird's-eye view,1,80,52,634,592,560,98,123,2139
beat around the bush,"Ficar de rodeios
",Beat around the bush,1,1,52,2,93,130,614,317,1209
cast in stone,"Esculpido em pedra.
",Set in stone.,1,27,52,315,206,173,489,135,1397
They went to the supermarket yesterday.,"Ontem, foram fazer compras no templo do consumo.
","Yesterday, they went shopping at the temple of consumption.",0,50,52,340,301,367,99,378,1587
She cleaned the kitchen after dinner.,"Ela passou a vassoura na cozinha depois do jantar.
",She swept the kitchen after dinner.,0,9,11,22,251,235,82,125,735
He traveled to Paris last year.,"Ele flanou por Paris no ano findo.
","He strolled through the Parisian year, now gone.",0,61,52,460,496,616,639,641,2965
face like thunder,"Cara de poucos amigos.
",A face that could curdle milk.,1,67,52,531,539,619,672,608,3088
I am learning how to cook.,"Estou botando a mão na massa.
",I'm getting my hands dirty.,0,73,52,475,635,667,220,470,2592
She is wearing a red dress.,"Ela está vestindo um vestido de fogo.
",She's wearing a dress of fire.,0,31,52,196,435,294,125,265,1398
come rain or shine,"Chova ou faça sol.
",Come what may.,1,61,52,522,578,502,598,515,2828
get the ball rolling,"Dar o pontapé inicial
",To kick things off,1,80,52,542,558,498,471,505,2706
He went to the gym for a workout session.,"Ele foi à academia para suar a camisa.
",He went to the gym to break a sweat.,0,27,28,210,273,306,436,352,1632
He is drinking tea in the morning.,"Ele está tomando chá da rainha pela manhã.
",He's having a posh cuppa in the morning.,0,41,45,292,415,374,380,403,1950
They enjoyed a family dinner together.,"Partilharam um banquete de afeto familiar.
",They feasted on a banquet of familial affection.,0,61,52,455,355,405,365,326,2019
They are playing basketball in the yard.,"Eles estão duelando cestas no quintal.
",They're trading buckets in the backyard.,0,47,52,345,495,556,328,556,2379
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.",1,1,12,34,57,2,5,20,131
flying high,"Nas nuvens.
",In the clouds.,1,80,52,614,487,596,479,451,2759
bring home the bacon,"Trazer o sustento para casa.
",Bring home the bacon.,1,1,52,112,31,74,228,95,593
give someone the cold shoulder,"Dar o desprezo.
",To give the cold shoulder.,1,12,52,341,452,296,603,423,2179
bite your tongue,"Morder a língua.
",Bite your tongue.,1,1,52,127,104,91,305,152,832
all in a day's work,"Coisa de profissional.
",Pro's work.,1,46,52,515,582,442,309,550,2496
eyes in the back of your head,"Olhos na nuca.
",Eyes in the back of your head.,1,1,9,21,45,275,244,220,815
He ate his breakfast quickly.,"Devorou o café da manhã num piscar de olhos.
",He devoured his breakfast in a flash.,0,41,52,270,257,257,194,128,1199
back on your feet,"De volta ao eixo.
",Back on track.,1,36,52,502,339,289,202,279,1699
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.",1,1,12,34,57,2,5,20,131
They are driving to the countryside.,"Estão a pôr o pé na estrada.
",They're hitting the road.,0,55,52,393,294,446,432,437,2109
She cooked dinner for her family.,"Ela preparou um banquete para a família.
",She laid out a feast for her family.,0,36,43,188,283,263,102,357,1272
ace in the hole,"Ás na manga
",Ace in the hole,1,1,52,2,126,233,406,192,1012
hard as nails,"Duro na queda.
",Down but not out.,1,80,52,669,643,664,574,558,3240
kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
",To kill two birds with one stone.,1,3,9,102,175,137,264,206,896
black and blue,"Roxo e inchado.
",Black and blue.,1,1,52,158,121,34,300,94,760
how the cookie crumbles,"Como a banda toca.
",How the band plays.,1,41,52,458,668,467,69,452,2207
He played video games all evening.,"Ele devorou videogames a noite inteira.
",He devoured video games all night long.,0,31,52,223,315,231,224,418,1494
all bark and no bite,"Cão que ladra, não morde.
",Barking dogs seldom bite.,1,66,52,532,382,313,252,341,1938
beef up,"Engrossar a parada.
",To up the ante.,1,58,52,588,515,595,629,575,3012
be on cloud nine,"Estar nas nuvens.
",To be in the clouds.,1,66,52,496,388,431,540,432,2405
They traveled to the mountains for vacation.,"Eles se aventuraram nas montanhas para arejar a alma.
",They ventured into the mountains to air out their souls.,0,57,52,362,379,357,322,370,1899
They went on a road trip last summer.,"No verão passado, pegaram a estrada.
",Hit the road last summer.,0,44,52,390,314,335,425,380,1940
clear the air,"Aclarar as nuvens.
",To clear the air.,1,8,52,331,209,177,662,367,1806
cat got your tongue,"O gato comeu sua língua.
",Cat got your tongue?,1,1,52,144,144,200,551,233,1325
as busy as a bee,"Atarefado como uma abelha.
",Busy as a bee.,1,5,52,318,212,280,267,250,1384
They are visiting their friends in the city.,"Eles estão de passagem pela cidade dos amigos.
",They're just passing through Friendshipville.,0,76,52,462,400,617,247,492,2346
come out of your shell,"Sair da concha
",To come out of one's shell,1,27,52,366,240,225,341,256,1507
a storm in a teacup,"Tempestade em copo d'água.
",A storm in a teacup.,1,1,19,55,129,106,87,107,504
a tower of strength,"Uma torre de sustentação.
",A pillar of support.,1,41,52,354,278,383,35,33,1176
all's fair in love and war,"No amor e na guerra, vale tudo.
",All's fair in love and war.,1,1,12,33,75,22,134,36,313
She is doing her hair in front of the mirror.,"Ela está a pentear os pensamentos diante do espelho.
",She's combing through her thoughts in front of the mirror.,0,27,22,219,353,376,157,539,1693
all the world's a stage,"O mundo inteiro é um palco.
",All the world's a stage.,1,1,19,38,62,29,24,1,174
"if the shoe fits, wear it","Se a carapuça servir, vista-a.
","If the shoe fits, wear it.",1,1,9,29,21,65,600,359,1084
They have three children.,"Eles têm três rebentos.
",They have three little sprouts.,0,28,52,569,555,544,401,415,2564
She is preparing for a job interview.,"Ela está afiando as garras para a entrevista.
",She's sharpening her claws for the interview.,0,51,52,395,408,465,375,349,2095
They had a barbecue in the backyard.,"Eles fizeram um churrasco no quintal.
",They threw a backyard barbecue.,0,41,52,175,384,139,230,175,1196
bite the bullet,"Engolir o choro.
",Swallow your tears.,1,80,52,596,659,575,323,258,2543
They went hiking in the mountains.,"Aventuraram-se pelas entranhas da montanha.
",Ventured into the mountain's belly.,0,73,52,501,531,516,554,594,2821
keep your chin up,"Anime-se!
",Buck up!,1,58,52,628,598,561,468,402,2767
cut from the same cloth,"Da mesma estirpe.
",Cut from the same cloth.,1,1,19,64,109,212,466,102,973
full plate,"Armadura completa
",Full armor,1,41,52,372,243,375,100,105,1288
alive and kicking,"A todo vapor.
",Full steam ahead.,1,80,52,635,529,480,359,170,2305
a place in the sun,"Um lugar ao sol.
",A place in the sun.,1,1,19,77,68,42,83,1,291
They went to the zoo with the kids.,"Foram ao zoológico com a prole.
",They went to the zoo with their brood.,0,18,13,133,259,314,539,314,1590
I took a photo of the beautiful sunset.,"Capturei o sol a incendiar o horizonte.
",I caught the sun setting the horizon ablaze.,0,65,52,389,444,485,605,458,2498
bad egg,"Mau caráter.
",Rotten to the core.,1,80,52,587,494,668,620,509,3010
back to square one,"Voltar à estaca zero.
",To go back to square one.,1,13,30,271,208,178,215,240,1155
break the ice,"Quebrar o gelo.
",To break the ice.,1,8,52,299,222,215,307,98,1201
The train arrived at the station on time.,"O trem chegou à estação na hora marcada.
",The train pulled into the station right on schedule.,0,34,52,192,178,158,79,157,850
She took a nap after lunch.,"Ela deu um tempo para o sono depois do almoço.
",She took a nap's embrace after lunch.,0,8,52,60,439,373,467,497,1896
He is watering the plants.,"Ele está regando as plantas.
",He's nurturing the seeds.,0,49,52,256,349,400,435,434,1975
at the helm,"No comando
",In the driver's seat,1,65,52,618,486,526,548,361,2656
The dog is playing outside.,"O cão brinca ao relento.
",The dog plays in the open.,0,55,52,288,302,285,498,337,1817
coming full circle,"Completar o ciclo.
",To close the loop.,1,80,52,600,644,389,382,295,2442
hold your horses,"Aguenta a mão.
",Hang in there.,1,80,52,612,516,597,604,507,2968
as smooth as silk,"Macias como seda.
",Silky smooth.,1,58,52,494,295,227,456,156,1738
a shot in the dark,"Um tiro no escuro.
",A shot in the dark.,1,1,19,83,32,47,48,1,231
burst at the seams,"Estar explodindo pelas costuras.
",Bursting at the seams.,1,18,52,100,92,172,246,313,993
They went to a concert last night.,"Eles foram regar as plantas ontem à noite.
",They watered the flowers under the pale moon last night.,0,57,52,443,549,541,385,572,2599
cat got your tongue,"O gato comeu sua língua.
",Cat got your tongue?,1,1,52,144,144,200,551,233,1325
They are having a discussion in the classroom.,"Estão a trocar ideias na sala de aula.
",The ideas are bouncing off the walls in the classroom.,0,45,48,374,394,473,568,495,2397
behind the eight ball,"Encurralado.
",Cornered.,1,80,52,573,648,662,508,606,3129
She is painting a picture on the canvas.,"Ela está pintando um quadro na tela da vida.
",She's painting a picture on the canvas of life.,0,15,16,155,299,251,110,127,973
against the grain,"Contra a corrente
",Against the grain,1,1,52,3,60,118,584,292,1110
She is typing on her computer.,"Ela está tecendo palavras na tela.
",She's weaving words on the screen.,0,60,52,330,330,458,144,299,1673
left out in the cold,"Deixado(a) ao relento.
",Left out in the cold.,1,1,19,61,61,190,223,48,603
don't judge a book by its cover,"Não julgue um livro pela capa.
",Don't judge a book by its cover.,1,1,9,16,24,17,2,1,70
bend over backward,"Se desdobrar todo.
",Unfold entirely.,1,80,52,552,629,685,507,483,2988
back to the grind,"De volta à labuta.
",Back to the grind.,1,1,52,110,26,10,480,62,741
let sleeping dogs lie,"Deixar cão dormindo quieto.
",Let sleeping dogs lie.,1,1,52,81,133,115,348,21,751
a snowball's chance in hell,"Nenhuma chance, nem uma migalha.
","Not a prayer, not a crumb.",1,73,52,611,673,666,607,649,3331
fighting a losing battle,"Lutar contra moinhos de vento.
",To fight windmills.,1,80,52,533,657,640,105,417,2484
a fish out of water,"Peixe fora d'água.
",A fish out of water.,1,1,19,47,71,54,34,7,233
hit the ground running,"Começar com o pé direito.
",Get off on the right foot.,1,69,52,539,557,504,158,168,2047
heart of stone,"Coração de pedra.
",Stone heart.,1,50,52,434,325,255,10,122,1248
He took a walk in the park.,"Deu uma volta no parque.
",Took a stroll in the park.,0,17,33,156,238,195,136,323,1098
They are enjoying a cup of coffee together.,"Estão dividindo o pão, tomando um café.
","They're breaking bread, having a coffee.",0,51,52,337,357,310,324,430,1861
I made a cup of tea for myself.,"Preparei um chá para mim.
",I brewed myself a cup of serenity.,0,40,52,293,341,293,463,490,1972
cooking up a storm,"Armando um mega-rebuliço.
",Raising hell.,1,80,52,574,563,548,664,591,3072
fall through the cracks,"Passar despercebido.
",To fly under the radar.,1,66,52,512,572,553,528,372,2655
bend over backwards,"Se dobrar todo(a)
",To fold completely,1,80,52,504,637,487,560,420,2740
dance with the devil,"Dançar com o diabo.
",To dance with the devil.,1,5,19,276,210,198,42,176,926
dark horse,"Cavalo negro.
",Dark horse.,1,1,52,202,168,90,22,1,536
