ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
a penny saved is a penny earned,um centavo poupado é um centavo ganho,A penny saved is a penny earned,1,4,1,21,35,208,74,344
He cleaned the garage on Saturday.,- Vim limpar a garagem no sábado.,I came to clean the garage on Saturday.,38,45,148,363,282,450,305,1631
a fish out of water,Um peixe sem água,A fish without water,30,75,240,262,221,14,14,856
down to earth,"De acordo com os dados recolhidos,","According to the data that has been collected,",70,75,643,450,622,260,416,2536
happy as a clam,Feliz como uma amêijoas.,"As happy as a clam, I think.",23,67,298,307,383,592,204,1874
He visited the museum with his class.,Ele visitou o museu com sua classe.,He visited the museum with his class.,1,1,3,62,32,93,1,193
I visited my parents last weekend.,Eu fui visitar meus pais no último fim de semana.,I went to visit my parents last weekend.,25,43,51,115,104,96,1,435
by the skin of your teeth,Até na pele dos seus dentes,It is in the skin of their teeth.,38,75,358,458,373,403,133,1838
crack the code,"""Reentrar, entrar, entrar"".","'Go to back, go to back, go to back'",82,75,607,699,715,651,506,3335
He watched a football match on TV.,Ele assistiu uma partida de futebol na TV.,He watched a football match on TV.,1,1,2,42,2,82,1,131
climbing the corporate ladder,Acelerando os progressos nas empresas,A major challenge was to identify a way to bring together the key social players in the economy.,80,75,522,509,614,685,514,2999
all in the same boat,Somos todos no mesmo barco!,We're all in this together.,54,75,576,433,449,88,21,1696
cold feet,"""Foste tão frio""","""You were so cold",59,75,548,683,438,607,391,2801
a mountain to climb,Uma montanha para escalfar,The mountain to climb,21,75,61,238,174,396,1,966
break the back of it,Vai para a parte de trás.,She's going to the back.,54,75,540,693,575,570,378,2885
blowing off steam,>>PtB<< Vapeamento,The manufacturer shall ensure that the materials used do not dissolve.,82,75,537,567,673,716,499,3149
cook up a storm,"E assim, começamos a criar uma tempestade.","So, you know, you started building a storm.",59,75,494,502,489,410,298,2327
dead in the water,Morto na água,Dead in the water,1,75,2,54,36,108,1,277
bite the big one,>>Bebam o grande.,"""Have your tea"".",82,75,614,710,668,637,484,3270
buy a lemon,>>pt<<compre um limão,- Buy a lemon,1,75,122,121,93,256,56,724
get a second wind,"""conquista um segundo sentido""",♪ Gains a second sense ♪,43,75,513,522,548,364,169,2234
He is working on his laptop.,Ele está a trabalhar com o seu portátil.,He is working off of his laptop.,20,75,76,247,205,382,175,1180
clear as mud,Luminoso como o chão,Light as the floor,63,75,483,617,510,503,256,2507
different strokes for different folks,- Não me diga porque. Há tipos de emoção diferentes para pessoas diferentes.,There's different kinds of emotion for different people.,48,75,376,526,437,537,242,2241
She had a cup of soup for lunch.,Ela comeu uma xícara de sopa de almoço.,She had a bowl of soup for lunch.,10,22,12,181,149,134,1,509
cast the first stone,"""Vá à frente e lança a primeira pedra"".","""Jump forward and cast the first stone"".",23,70,322,439,314,286,178,1632
call a spade a spade,Digo as coisas como são,I only speak the truth,82,75,606,673,620,61,107,2224
a ray of hope,Um raio de esperança,A ray of hope .,1,75,127,36,106,28,1,374
They are painting the walls of their house.,>>pt<<Eles estão pintando os muros de sua casa.,They're painting the walls of your house.,21,60,179,323,345,322,55,1305
crash course,Paragem de transmissão de dados no local de navegação,Stop of transmission of data in the navigation position,82,75,550,512,646,299,316,2480
The sun rises in the east.,O sol nasce no leste.,The sun comes up in the East.,20,75,42,203,193,153,1,687
an arm and a leg,"""...a um braço e uma perna"".","""and one arm and one leg"".",41,75,315,294,399,445,116,1685
breaking the mold,A partir de julho,Beginning in July,82,75,612,614,585,271,394,2633
caught red-handed,> p < < apanhado com a mão no corpo,"If the fishing vessel in question is unable to catch fish within the bounds of its catch limits, it is subject to a prior catch obligation which is not satisfactory.",82,75,617,493,712,682,518,3179
blood from a stone,*Santo sangue de pedra,"- ""Holy blood of stone",43,75,417,465,497,315,194,2006
beyond the pale,> < Para lá do pálido,> < Beyond the pale,1,75,259,271,404,650,137,1797
She is walking through the forest.,Ela vai caminhando pela floresta.,She's taking a walk in the woods.,63,75,260,231,362,240,1,1232
blood runs thicker than water,O sangue passa por cima da água.,Blood floats on water.,46,75,372,556,467,251,134,1901
follow your nose,Siga o seu nariz.,Just follow your nose.,11,75,236,124,63,575,1,1085
hard nut to crack,É difícil de quebrar.,It is difficult to break.,66,75,422,380,455,379,1,1778
an ounce of prevention is worth a pound of cure,"Para ele, prevenção vale mais que cura.",He thought it was better to prevent than to cure.,79,75,506,568,471,249,290,2238
come apart at the seams,Separados nas suturas.,Separated by stitches.,82,75,468,475,615,440,275,2430
She is arranging flowers in a vase.,Ela está a arranjar flores num vaso.,She's putting flowers in a vase.,25,29,116,196,227,136,21,750
They went shopping for new clothes.,Eles vão às compras de roupas novas.,They're out shopping for new clothes.,20,20,165,212,152,137,33,739
big league,- Boa liga.,That's a good league.,63,75,526,518,428,41,53,1704
She is packing her suitcase for a trip.,"""Ela está fazendo as malas para uma viagem"".","""She's packing for a trip"".",25,75,329,287,348,164,1,1229
She attended a conference last week.,Ela participou de uma conferência na semana passada.,She took part in a conference last week.,25,43,48,188,122,224,1,651
all that glitters is not gold,"""Papai tudo o que reluz não é ouro""","""Dad, everything that glitters is not gold""",20,53,270,369,317,437,21,1487
rain on your parade,Chove no desfile.,It rained in the show.,82,75,503,435,431,714,347,2587
as stubborn as a mule,É tão teimoso como uma mula.,You're just as stubborn as a mule.,19,33,306,399,242,425,127,1551
fall on deaf ears,"""Cada aceso aos ouvidos sordos""","""Everyone hearkened to the deaf ears""",50,75,403,515,544,672,490,2749
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is preparing the dinner for guests.,11,75,21,155,52,145,1,460
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He's writing an essay for school.,11,10,82,89,75,46,1,314
beating a dead horse,Batendo um cavalo morto,Beating a dead horse.,1,75,77,71,291,522,143,1180
keep your eyes peeled,Mantenha os olhos abertos.,Keep your eyes peeled.,1,75,125,3,57,216,1,478
He visited his grandmother in the hospital.,Ele visitou a avó no hospital.,He visited his grandmother at the hospital.,11,37,14,114,73,263,11,523
caught in the crossfire,> mas ficou na mira do fogo cruzado.,> But he got caught in the crossfire.,23,67,256,331,280,376,147,1480
a blessing in disguise,Um exemplo em que temos que continuar a ser uma benção,An example where we are to continue to be a blessing,64,75,475,547,601,351,373,2486
bending over backwards,Fornecimento em linha reta do equipamento da nave,Line of the vessel's equipment,82,75,609,642,709,613,486,3216
He is drawing in his sketchbook.,Ele está desenhando no livro.,He's drawing in the book.,43,75,302,337,370,182,181,1490
a new lease on life,Nova esperança de vida,A New Hope of Life,35,75,335,308,414,104,146,1417
climbing the ladder,Subindo a escada,♪ Going up the stairs ♪,63,75,427,389,458,435,67,1914
a rolling stone gathers no moss,Uma pedra rodante não recolhe musgo,♪ A rolling stone does not gather moss. ♪,34,75,327,295,312,243,65,1351
better half,"- "" Melhor metade "" - "" -","- The better half- - "" -",16,75,420,340,469,121,131,1572
He is eating dinner with his family.,Ele está jantando com sua família.,He's having dinner with his family.,25,29,88,149,154,538,26,1009
in the bag,>>P<<No saco,<p>Not included,82,75,654,651,610,633,383,3088
dead as a doornail,"""Que está morto como um prego de porta.","""It's as dead as a doornail.",23,62,330,315,363,576,288,1957
She is playing with her children in the garden.,Ela está brincando com os filhos no jardim.,She is playing with her children in the garden.,1,1,4,61,37,86,1,191
I am playing video games in my room.,>>pt<< Estou a jogar jogos de vídeo no meu quarto.,>>p<< I'm playing video games in my room.,14,41,299,273,292,211,94,1224
cut to the chase,*Tudo ao ponto *,♪ It's all on the line ♪,69,75,599,485,633,578,455,2894
cut the mustardcross that bridge when you come to it,"# Cortar a mostarda, passar essa ponte quando chegar lá#",* Cut down on the mustard * * Get past the bridge when I get there *,57,75,409,491,526,597,412,2567
She works as a software engineer.,Ela é engenheira de software.,She's a software engineer.,24,44,230,264,138,47,1,748
He is going to the post office.,Ele vai para o correio.,He goes to the post.,29,75,293,401,356,483,240,1877
bare your soul,Despe a tua alma,""" Lash out your soul """,38,75,387,520,432,577,163,2192
bad blood,Não sou doente.,I'm not sick. It doesn't matter.,82,75,627,709,679,665,405,3242
She is playing piano in the evening.,Ela está tocando piano à noite.,She is playing the piano in the evening.,4,22,15,68,65,132,1,307
go down in flames,- Querem levar com eles?,- You want some?,82,75,658,708,705,610,452,3290
get your ducks in a row,- Coloque seus patos em linha.,- Get your ducks in line.,24,75,365,326,344,238,35,1407
They cleaned the house on Saturday.,Eles limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,1,12,27,94,1,137
at death's door,A porta da morte.,The gate of death.,65,75,397,370,393,64,154,1518
cut the mustard,"- ""Corta a mostarda""",- Cut the mustard,1,75,118,156,319,390,42,1101
by the book,Por conta do livro.,Because of the book.,38,75,385,460,394,230,1,1583
She played cards with her friends.,Ela jogava às cartas com os seus amigos.,She played cards with her friends.,1,1,1,65,24,180,1,273
an old flame,Uma velha chama.,A fire as old as the days.,69,75,398,497,498,648,296,2481
They are reading a novel by the fireplace.,Eles estão lendo um romance junto à lareira.,They're reading a novel by the fireplace.,10,7,32,81,83,225,1,439
caught between a rock and a hard place,"""Preciso de falar sobre o caso, mas não sou eu.","""I needed to talk about this case, but I'm not the guy.",82,75,621,660,681,377,489,2985
a sinking ship,Um navio que afunda...,A ship that sinks...,38,75,419,302,246,54,1,1135
drive me up the wall,- Deixa-me descer a parede.,Let me up the wall.,15,36,280,342,358,363,167,1561
I called my friend last night.,Liguei para uma amiga ontem à noite.,I called a friend last night.,12,38,39,174,107,30,1,401
burn the candle at both ends,Queimar as velas em ambas as extremidades,burn the candles at both ends,12,75,27,159,86,484,63,906
They are attending a concert tonight.,Estão a comparecer a um concerto esta noite.,They're attending a concert tonight.,12,18,33,69,39,214,1,386
bite the bullet,# Tem de saber #,♪ You gotta know ♪,82,75,616,658,630,279,441,2781
chase your tail,*São dois a ganhar.*,¶¶ There's two more coming ¶¶,82,75,626,634,670,652,503,3242
cool as a cucumber,Cool como um pepino.,- Cool as a cucumber.,1,75,119,128,206,139,43,711
don't put all your eggs in one basket,* Não ponhas todos os ovos numa cesta *,# You don't put all your eggs in one basket #,2,13,150,306,194,198,161,1024
black as coal,# Preta como o carvão #,"♪ Black like coal, oh, yeah ♪",43,75,437,374,392,304,185,1810
ants in your pants,Raças no seu tronco,Cracks in its trunk,65,75,542,645,667,300,248,2542
don't bite the hand that feeds you,Não mosque a mão que o alimenta,Don 't bite the hand that feeds him !,10,45,110,316,278,384,171,1314
live to fight another day,Viva para lutar noutro dia,Live to fight another day,1,14,4,59,47,478,18,621
cat's meow,* Meus Gatos estão meando,My cats are wetting .,82,75,551,531,580,534,355,2708
by the book,De acordo com a Lei,"Under the law,",59,75,504,574,552,407,318,2489
by the skin of your teeth,Na pele dos seus dentes.,Skin off their teeth.,50,75,401,508,457,567,205,2263
busy as a bee,# Sinto-me no chão #,# I'll sit down on the ground #,82,75,625,635,686,582,468,3153
calm before the storm,Calma antes da tempestade,"""Calm before the storm""",1,75,196,148,186,274,21,901
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery Sunday.,5,21,43,151,71,181,65,537
They went to a restaurant for dinner.,Eles foram a um restaurante para jantar.,They went to a restaurant for dinner.,1,1,2,32,16,62,1,115
all thumbs,Os dedos dos pélvios são todos dedos!,Fingers in the pelvis are all fingers.,66,75,509,538,669,360,426,2643
She is dancing to the music.,Ela dança ao ritmo da música.,She dances to the tune.,41,75,205,227,212,306,65,1131
bend the rules,"""Mover a regras""","""Move to rules",59,75,405,590,506,664,356,2655
bring to the table,Para a mesa,""" For the table """,38,75,382,527,418,465,214,2119
crash and burn,Uma explosão com declínio da bateria,Battery decaying explosion.,82,75,534,436,584,404,417,2532
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They are playing chess at the table.,1,1,2,41,38,25,1,109
bare bones,OSSO ESCARO,Not applicable,82,75,611,654,560,414,159,2555
an uphill battle,#Uma batalha em cima de montanha,# A battle on the mountaintop,65,75,383,521,396,152,82,1674
cast a shadow,- Lançar uma sombra,- To cast a shadow,11,75,238,309,286,213,46,1178
She is watching the stars at night.,A atleta está a observar as estrelas à noite.,The athlete is looking at the stars at night.,31,52,160,371,327,326,118,1385
don’t put all your eggs in one basket,Não ponham os ovos num cesto,Don't put your eggs in a basket,14,75,152,144,272,378,1,1036
face the music,Acende a música,Put on your music.,63,75,454,534,416,148,96,1786
She is practicing yoga in the park.,Ela está praticando yoga no parque.,She's practicing yoga in the park.,11,10,81,96,58,7,1,264
He made a sandwich for lunch.,Ele fez uma sanduíche ao almoço.,He made a lunchtime sandwich.,24,75,64,285,150,207,5,810
hit the books,"É sobre o ""quebra-cabeça""","This is all about the ""puzzle"".",67,75,598,679,612,444,358,2833
close shave,Barbear mais de perto,Shave more closely,50,75,408,283,387,502,249,1954
a leopard can't change its spots,Um leopardo não pode mudar de manchas.,A leopard cannot change its spots.,20,75,102,97,146,162,21,623
couch potato,>>pt<<Barraca de sopa,♪ Shopping booth,82,75,579,698,623,690,502,3249
She walked to the store.,- Elas foram à loja.,- They went to the store.,35,52,247,397,338,178,200,1447
like riding a bike,"""Com o raio de uma ciclovia,","""By way of a goddamn cycleway",69,75,501,596,647,466,363,2717
They are playing volleyball at the beach.,>>pt<< Estão a jogar voleibol na praia.,They're playing volleyball on the beach.,25,75,93,129,113,187,9,631
He is playing soccer with his friends.,Ele estava jogando futebol com os amigos dele.,He was playing football with his friends.,25,56,78,288,140,114,1,702
curiosity killed the cat,A curiosidade matou o gato,Curiosity killed the cat,1,75,2,10,167,117,1,373
barking up the wrong tree,• Barquear a árvore errada,• Boating on the wrong tree,35,75,273,548,547,611,380,2469
They are visiting the zoo.,- Elas vão visitar o zoológico.,- They'll visit the zoo.,35,75,265,256,290,223,91,1235
pull the plug,"""Esqueça da bateria""","""Forget the battery",59,75,448,608,461,324,111,2086
beat a hasty retreat,Para bater uma retirada precipitada,To strike a hasty withdrawal,46,75,245,358,513,477,302,2016
I went to the store to buy some bread.,Eu fui à loja comprar algum pão.,I went to the store to buy some bread.,1,1,2,64,23,60,1,152
butterflies in my stomach,Mariposas no meu estômago.,Butterflies in my stomach.,1,75,74,39,297,133,1,620
come up against a brick wall,>>> chega contra uma parede de tijolos,>>> hit into a brick wall.,41,75,421,359,330,491,125,1842
smooth sailing,>>pt<<Caminho suave,Easy Way,82,75,484,529,571,392,362,2495
She is sending a letter to her friend.,"""Lia está enviando uma carta para o seu amigo.","""Lia is sending a letter to her friend.",10,6,141,274,183,3,52,669
He is checking his email.,Ele está verificando seu e-mail.,He's checking your e-mail.,54,75,218,459,274,330,1,1411
an uphill battle,"""A batalha é difícil""",♪ This battle is hard,63,75,440,489,347,131,84,1629
make waves,# Fazer ondas #,Make some waves,16,75,132,353,214,417,61,1268
bury the hatchet,Encha o machado de guerra .,Get the hatchet loaded up .,43,75,410,503,557,673,501,2762
as good as gold,* Tão boa quanto o ouro *,♪ As pretty as gold ♪,21,75,350,425,351,218,92,1532
She is putting on her shoes.,Ela está a tirar os sapatos.,She's taking her shoes off.,43,75,178,290,257,262,158,1263
built like a tank,"""Construídos como um tanque"".","""built like a tank"".",1,52,224,173,210,297,21,978
hit the sack,♪ Então vai dormir ♪,♪ Then you go to sleep ♪,82,75,591,665,645,232,475,2765
burst your bubble,"""Crompe sua bolha","""Crash out your bubble",38,75,275,339,233,454,217,1631
He is going for a bike ride.,Ele está saindo para dar uma volta de bicicleta.,He's just getting out for a spin.,51,75,361,476,541,341,187,2032
bite the dust,"""Cumprire o pó""",'Burn off the dust',38,75,369,555,441,695,278,2451
falling apart at the seams,Falhando em pedaços nas juntas,Failing bits and pieces at the joints,59,75,362,375,564,507,331,2273
They are jogging through the park.,Eles estão a correr pelo parque.,They're running through the park.,29,48,174,162,277,276,1,967
backseat driver,· Conductor de assento traseiro,■ Rear seat driver,50,75,320,276,289,234,155,1399
a blessing in disguise,"¶ um ser divino, na morte",A divine being at death,66,75,436,606,678,253,436,2550
back against the wall,Com o dorso contra a parede.,"Back against the wall, man.",7,75,264,357,357,504,243,1807
blue collar,"""Languedoctrina""",This is so since such a system,82,75,651,633,711,689,510,3351
kill two birds with one stone,Matar dois coelhos com uma só cajadada,It 's one kick in the ass .,74,75,541,603,702,718,520,3233
at the drop of a hat,A toda a hora,All the time,67,75,602,625,597,302,459,2727
by a hair's breadth,De um pão...,From a loaf of bread.,68,75,525,663,605,389,371,2696
They are planning a trip to Europe.,Estão a planear uma viagem à Europa.,They are planning on a trip to Europe.,4,22,10,78,46,179,21,360
big picture,Percepção geral,How are we perceived?,82,75,649,701,672,590,180,2949
beat around the bush,"""Aos três anos, o meu filho só podia falar em português, porque o meu pai tinha problemas com os estudos"".","""When my son was 3, he spoke only in Portuguese, because my father had difficulties with his studies"".",82,75,650,585,676,423,479,2970
cast in stone,"A força do mundo, não é mais a força do homem, mas a força do homem.","The strength of the world is not man's strength anymore, but it is man's strength.",82,75,622,587,714,663,509,3252
They went to the supermarket yesterday.,♪ Ontem foram ao supermercado ♪,♪ Went to the grocery store yesterday. ♪,29,75,266,320,379,199,297,1565
She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,She cleaned the kitchen after dinner.,1,1,2,24,21,67,1,117
He traveled to Paris last year.,Ele viajou para Paris ano passado.,He travelled to Paris last year.,12,17,6,84,29,157,1,306
face like thunder,Sua cara é como o trovão!,His face is like thunder!,22,75,307,279,263,350,19,1315
I am learning how to cook.,Estou a aprender a cozinhar.,"I'm learning how to cook, you know.",25,65,221,248,232,280,21,1092
She is wearing a red dress.,Ele está vestido de vermelho.,He's dressed all in red.,72,75,318,481,368,220,280,1814
come rain or shine,- Não sei. - É um problema meu.,- This is my problem.,82,75,644,646,666,523,461,3097
get the ball rolling,Deixar as coisas correrem.,Let things run.,82,75,518,592,440,348,253,2308
He went to the gym for a workout session.,Ele foi à academia para uma sessão de exercício.,He went to the gym for a workout.,3,5,17,191,84,200,1,501
He is drinking tea in the morning.,Ele está a tomar chá pela manhã.,He's having tea in the morning.,25,29,92,194,220,147,1,708
They enjoyed a family dinner together.,Eles desfrutaram de um jantar familiar juntos.,They enjoyed a family dinner together.,1,1,2,35,15,102,1,157
They are playing basketball in the yard.,- Elas estão a jogar basquetebol no pátio.,- They're playing basketball in the court.,25,59,257,332,252,267,114,1306
"blood, sweat, and tears","♪ O sangue, o suor, e as lágrimas","♪ The blood, sweat, and tears",7,12,123,235,160,74,104,715
flying high,Voando alto,Flighting high,43,75,246,328,176,293,258,1419
bring home the bacon,"""Trazem o bacon para casa""",You bring home the bacon!,7,36,226,338,255,481,73,1416
give someone the cold shoulder,"E não dá ""cuido"" a ninguém!",Who cares about no one!,82,75,569,676,700,586,399,3087
bite your tongue,Morder a língua?,Bit the tongue?,59,75,455,336,402,495,210,2032
all in a day's work,Mas isso não é problema do nosso país.,But that's no concern for our country.,75,75,601,572,596,387,478,2784
eyes in the back of your head,Olhos na nuca,Eyes on the back of my head,25,75,267,278,429,344,237,1655
He ate his breakfast quickly.,Ele comeu o pequeno almoço depressa.,He ate breakfast quickly.,7,75,29,119,56,667,25,978
back on your feet,>> pt < < De volta à tua posição,Back to your position .,43,75,412,223,495,471,337,2056
"blood, sweat, and tears","""Sanguinária, suada, e lágrimas""...","""Blood and sweat and tears and""...",16,75,367,349,305,514,252,1878
They are driving to the countryside.,Estão a conduzir para o campo.,They're driving off into the countryside.,34,75,145,205,283,305,60,1107
She cooked dinner for her family.,Ela preparou o jantar para a família dela.,She cooked dinner for her family.,1,1,2,38,10,57,1,110
ace in the hole,"- ""Ace in the Hole"" (As em cima do arco).","- ""Ace in the Hole"".",1,75,311,258,346,638,218,1847
hard as nails,Dura como unhas.,Hard as nails.,1,75,158,6,79,310,16,645
kill two birds with one stone,Matar dois pássaros de uma só vez,He got to kill two birds with one stone,16,24,134,250,322,524,271,1541
black and blue,"*/ */ "" negro e azul",Black and blue,1,75,3,75,5,371,6,536
how the cookie crumbles,# Como a bolacha vai desmoronar #,♪ How the biscuit will fall ♪,46,75,378,418,535,668,375,2495
He played video games all evening.,Ele jogou jogos de vídeo a noite toda.,He was playing video games all night.,34,75,89,167,69,106,21,561
all bark and no bite,Não é uma mosca!,- It's not a fly!,82,75,605,697,546,418,409,2832
beef up,"""Em cima""","""On the floor",82,75,618,714,653,649,430,3221
be on cloud nine,# Está no cloud nine,# It 's on cloud nine,30,75,337,381,306,420,179,1728
They traveled to the mountains for vacation.,Viajaram para as montanhas para passar as férias.,They've traveled to the mountains for vacation.,4,3,108,206,111,500,85,1017
They went on a road trip last summer.,Eles fizeram uma viagem no verão passado.,They went on a trip this past summer.,21,58,109,243,144,144,21,740
clear the air,♪ Curta o ar ♪,♪ Soak in the air ♪,38,75,426,514,508,621,400,2582
cat got your tongue,♪ O gato conseguiu a sua língua ♪,♪ The cat got his tongue ♪,30,75,371,402,439,395,315,2027
as busy as a bee,*Está tão ocupada como uma abelha*,♪ she's too busy like a bee ♪,43,75,413,457,493,411,270,2162
They are visiting their friends in the city.,Estão visitando os seus amigos na cidade.,They're visiting friends in town.,38,75,213,226,190,183,1,926
come out of your shell,*Saia do seu shell*,♪ Out of your shell ♪,7,75,309,281,337,380,197,1586
a storm in a teacup,- É uma tempestade na chávena... - É tudo.,"It's just a little storm in the cup, is all.",52,75,479,441,558,345,224,2174
a tower of strength,Um reduto de força,A fortress of force,43,75,193,314,303,250,40,1218
all's fair in love and war,# Tudo é justo no amor e na guerra,* Everything's fair in love and war *,11,33,209,100,116,84,1,554
She is doing her hair in front of the mirror.,-Ela está a pentear-se em frente ao espelho. -Ela não sabe.,She's getting her hair done right in front of the mirror.,24,42,80,183,243,615,292,1479
all the world's a stage,O mundo inteiro é um palco,""" the whole world is a stage ,",29,75,342,268,236,257,115,1322
"if the shoe fits, wear it","Se os sapatos lhe ficam bem, use-os.","If your shoes fit, wear them.",59,75,248,218,198,235,21,1054
They have three children.,Elas têm três crianças.,They've got three children.,30,75,284,215,67,53,21,745
She is preparing for a job interview.,Está a preparar-se para uma entrevista de emprego.,It is preparing a job interview.,20,49,167,517,349,580,428,2110
They had a barbecue in the backyard.,Eles tinham um churrasco no quintal.,They had a BBQ in their backyard.,25,75,180,395,103,80,1,859
bite the bullet,"""Cerrar o tiro""...",The shots are shut off.,65,75,538,620,566,693,453,3010
They went hiking in the mountains.,"""Foram fazer uma caminhada nas montanhas.",They went to take a hike in the mountains.,28,66,95,187,196,165,31,768
keep your chin up,"""a cabeça para cima"".","""keep your head up. """,21,75,305,197,343,188,123,1252
cut from the same cloth,Corte da mesma teia.,Cut from the same tissue.,15,75,197,391,463,434,93,1668
full plate,*** placa cheia,*** board full,43,75,500,552,452,462,379,2463
alive and kicking,♪ Viva e palpitante ♪,♪ Vivid and throbbing ♪,59,75,466,535,466,557,303,2461
a place in the sun,* Um lugar ao sol...,♪ A place in the sun,1,36,87,185,170,126,21,626
They went to the zoo with the kids.,Vieram ao jardim zoológico com as crianças.,You came to the zoo with the kids.,21,8,131,470,285,426,239,1580
I took a photo of the beautiful sunset.,Tirei uma foto do lindo pôr do sol.,I took a picture of the beautiful sunset.,10,22,8,122,85,124,1,372
bad egg,>>do ovo mau,A bad egg does.,29,75,332,543,485,712,368,2544
back to square one,"""Devolver a situação inicial""","""Return to the original situation""",66,75,485,427,318,301,44,1716
break the ice,">>>p<< ""quebrar o gelo",To break the ice,11,75,163,219,250,605,195,1518
The train arrived at the station on time.,O comboio chegou na estação em tempo.,The train arrived at the station on time.,1,1,2,13,18,34,1,70
She took a nap after lunch.,Ela tirou um cochilo depois do almoço.,She took a nap after lunch.,1,1,1,48,11,170,1,233
He is watering the plants.,Ele está a regar as plantas.,He's watering his plants.,35,75,173,186,178,125,7,779
at the helm,- No comando!,- In charge!,82,75,507,364,525,684,257,2494
The dog is playing outside.,O cão está a brincar lá fora.,The dog's playing outside.,15,75,183,109,127,40,21,570
coming full circle,Vindo no fim do círculo.,Coming at the end of the circle.,50,75,471,431,487,655,349,2518
hold your horses,"Agora que está a falar de mim, já deve ter se ido a outro lugar.","Now that you're talking about me, it means that he's gone.",82,75,633,649,718,624,495,3276
as smooth as silk,Suave como seda,Smooth like silk,38,75,234,234,200,135,1,917
a shot in the dark,* Um tiro no escuro *,A shot in the dark,1,14,1,29,49,155,1,250
burst at the seams,>>pt<<escapulão nas costuras,the shoulder blades at the seams,35,75,316,540,619,688,423,2696
They went to a concert last night.,Foram a um concerto ontem.,They went to a concert last night.,1,1,2,43,9,219,1,276
cat got your tongue,### O gato deitou-te a língua ##,The cat just put its tongue on you,59,75,359,406,426,353,190,1868
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having an argument in the classroom.,21,47,38,224,199,56,1,586
behind the eight ball,Por trás da bola de oito!,Behind the eight-ball!,1,75,191,190,400,489,273,1619
She is painting a picture on the canvas.,Está a desenhar um quadro na tela.,You're drawing a picture on the screen.,43,64,373,562,411,370,336,2159
against the grain,Contra o grão,Against the grain.,1,75,151,5,231,283,1,747
She is typing on her computer.,Ela está digitando no computador.,She's typing it on the computer.,34,75,162,270,294,505,21,1361
left out in the cold,Foi deixada no frio.,It was left behind.,66,75,531,523,563,656,319,2733
don't judge a book by its cover,Não julguem um livro pela capa,Don't judge a book by its cover.,1,12,34,8,60,1,1,117
bend over backward,- Clinar para trás!,- Get in the back!,82,75,545,594,628,588,432,2944
back to the grind,# Volta às calhas,# Get back on the tracks #,46,75,458,498,456,472,266,2271
let sleeping dogs lie,Que os cães adormecidos ficam em paz,Sleeping dogs stay put,43,75,287,407,448,335,151,1746
a snowball's chance in hell,Há chances na bolha de neve de o inferno,There 's a chance In the snowball of hell,42,75,274,472,398,659,387,2307
fighting a losing battle,Lutam uma batalha perdida.,You fight a losing battle.,30,75,249,348,182,464,21,1369
a fish out of water,Um peixe na água,A fish in water,30,75,139,344,201,27,162,978
hit the ground running,> p < < atingiu o terreno executando,> p < < hit the ground running,7,62,345,384,446,585,309,2138
heart of stone,Coração de pedra.,Heart of stone.,1,75,143,80,153,4,1,457
He took a walk in the park.,Ele andava pelo parque.,He was walkin' in the park.,34,57,294,360,298,141,27,1211
They are enjoying a cup of coffee together.,Eles estão a apreciar um café juntos.,They're enjoying a coffee together.,25,75,91,198,123,140,1,653
I made a cup of tea for myself.,Eu fiz uma xícara de chá para mim.,I made myself a cup of tea.,17,55,49,246,95,18,1,481
cooking up a storm,>>pt<< Preparando uma tempestade,Setting the stage for a storm,50,75,317,434,417,383,166,1842
fall through the cracks,"Não pode aparecer, quebra as raízes...","It can't appear, breaks down roots...",82,75,520,544,606,573,465,2865
bend over backwards,>>Benda para trás,♪ Bend back ♪ ♪ When you get down ♪,67,75,452,423,603,630,408,2658
dance with the devil,"""Dançando com o diabo""",♪ Dancing with the devil ♪,21,75,292,207,364,36,38,1033
dark horse,"O que queres, meu.","Whatever you want, man.",82,75,660,716,661,561,382,3137
She enjoys walking in the park.,Ela gosta de passear no parque.,She likes to walk in the park.,34,59,63,157,126,43,1,483
go the extra mile,Vá mais além,Go further,59,75,465,443,443,374,47,1906
He is looking out the window at the rain.,"""Ele está olhando para fora na janela a chuva"".","""He's looking out the window to the rain"".",18,68,291,257,251,513,48,1446
feeling under the weather,Sentes-te mal.,You don't feel very well.,82,75,584,553,600,416,342,2652
bridge the gap,"♪Palavra do Mundo, A Corda, A Corda das Mãe, A Vida Sem Fronteira... ♪","♪ Word of the world, The Rope, The Rope of the Mother, Life without Boundaries... ♪",77,75,573,678,689,535,508,3135
clear as crystal,De claras como cristal,Crystal-clear they were .,63,75,462,452,476,316,410,2254
actions speak louder than words,"""Ações falam mais alto que palavras""","""Actions speak louder than words""",1,52,133,118,50,24,1,379
