indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,gemma3,prompt2,gpt,prompt2,0.95
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,gemma3,prompt2,gpt,prompt4,0.95
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,gemma3,prompt2,gemini,prompt2,0.95
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,gemma3,prompt2,gemini,prompt4,0.95
505,don't judge a book by its cover,Não julgue um livro pela capa.,Não julgue um livro pela capa.,gemma3,prompt2,gemma3,prompt4,0.95
520,dance with the devil,Dançar com o diabo.,Dançar com o diabo.,gemma3,prompt2,gemini,prompt4,0.95
520,dance with the devil,Dançar com o diabo.,Dançar com o diabo.,gemma3,prompt2,gemma3,prompt4,0.95
537,all in your head,Tudo na sua cabeça.,Tudo na sua cabeça.,gemma3,prompt2,gemini,prompt2,0.95
537,all in your head,Tudo na sua cabeça.,Tudo na sua cabeça.,gemma3,prompt2,gemini,prompt4,0.95
537,all in your head,Tudo na sua cabeça.,Tudo na sua cabeça.,gemma3,prompt2,gemma3,prompt4,0.95
557,as light as a feather,Leve como uma pluma.,Leve como uma pluma.,gemini,prompt2,gemini,prompt4,0.95
605,armed to the teeth,Armado até os dentes.,Armado até os dentes.,gemini,prompt2,gpt,prompt4,0.95
605,armed to the teeth,Armado até os dentes.,Armado até os dentes.,gemini,prompt2,gemini,prompt4,0.95
605,armed to the teeth,Armado até os dentes.,Armado até os dentes.,gemini,prompt2,gemma3,prompt2,0.95
611,finding a needle in a haystack,Encontrar uma agulha num palheiro.,Encontrar uma agulha num palheiro.,gemmaX,sem_prompt,gemma3,prompt2,0.95
621,from the bottom of my heart,Do fundo do meu coração.,Do fundo do meu coração.,gemini,prompt2,gpt,prompt4,0.95
621,from the bottom of my heart,Do fundo do meu coração.,Do fundo do meu coração.,gemini,prompt2,gemma3,prompt2,0.95
624,down to earth,Pé no chão.,Pé no chão.,gemini,prompt2,gemma3,prompt2,0.95
639,eye of the storm,Olho do furacão.,Olho do furacão.,gemini,prompt2,gemini,prompt4,0.95
644,big fish in a small pond,Peixe grande em lago pequeno.,Peixe grande em lago pequeno.,gemini,prompt2,gemma3,prompt2,0.95
646,against all odds,Contra todas as probabilidades.,Contra todas as probabilidades.,gemini,prompt2,gemma3,prompt4,0.95
662,carved in stone,Esculpido em pedra.,Esculpido em pedra.,gemini,prompt2,gemma3,prompt4,0.95
685,have a heart of stone,Ter um coração de pedra.,Ter um coração de pedra.,gemma3,prompt2,gemini,prompt2,0.95
685,have a heart of stone,Ter um coração de pedra.,Ter um coração de pedra.,gemma3,prompt2,gemini,prompt4,0.95
685,have a heart of stone,Ter um coração de pedra.,Ter um coração de pedra.,gemma3,prompt2,gemma3,prompt4,0.95
703,better late than never,Antes tarde do que nunca.,Antes tarde do que nunca.,gemini,prompt2,gpt,prompt2,0.95
703,better late than never,Antes tarde do que nunca.,Antes tarde do que nunca.,gemini,prompt2,gpt,prompt4,0.95
703,better late than never,Antes tarde do que nunca.,Antes tarde do que nunca.,gemini,prompt2,gemini,prompt4,0.95
706,blood is thicker than water,Sangue é mais espesso que água.,Sangue é mais espesso que água.,gemini,prompt2,gpt,prompt2,0.95
706,blood is thicker than water,Sangue é mais espesso que água.,Sangue é mais espesso que água.,gemini,prompt2,gpt,prompt4,0.95
711,darkest before dawn,A noite mais escura antes do amanhecer.,A noite mais escura antes do amanhecer.,gemma3,prompt2,gemma3,prompt4,0.95
74,actions speak louder than words,As ações falam mais alto do que as palavras.,Ações valem mais que palavras.,gemma3,prompt2,gemini,prompt2,0.9499
74,actions speak louder than words,As ações falam mais alto do que as palavras.,Ações valem mais que palavras.,gemma3,prompt2,gemini,prompt4,0.9499
283,buy a lemon,Compre uma limão.,comprar um limão,gemma3,prompt2,gpt,prompt2,0.9493
283,buy a lemon,Compre uma limão.,comprar um limão,gemma3,prompt2,gemmaX,sem_prompt,0.9493
366,busy as a bee,ocupado como uma abelha.,ocupado como uma abelha,gpt,prompt2,gpt,prompt4,0.9493
366,busy as a bee,ocupado como uma abelha.,ocupado como uma abelha,gpt,prompt2,gemmaX,sem_prompt,0.9493
416,a blessing in disguise,Uma bênção disfarçada.,uma benção disfarçada,gemini,prompt2,gpt,prompt4,0.9493
29,black as night,preto como a noite.,Negro como a noite.,gemmaX,sem_prompt,gemini,prompt4,0.9491
272,crack the code,quebrar o código.,decifrar o código,gemmaX,sem_prompt,gpt,prompt2,0.9491
178,as easy as shooting fish in a barrel,Tão fácil quanto atirar em peixes num barril.,Tão fácil quanto tirar doce de criança.,gemini,prompt2,gemini,prompt4,0.949
704,frog in your throat,sapo na sua garganta.,Rã na garganta.,gemmaX,sem_prompt,gpt,prompt4,0.949
709,crying over spilled milk,Chorando por causa do leite derramado.,Chorar por leite derramado.,gemmaX,sem_prompt,gemma3,prompt2,0.9488
709,crying over spilled milk,Chorando por causa do leite derramado.,Chorar por leite derramado.,gemmaX,sem_prompt,gemma3,prompt4,0.9488
520,dance with the devil,Dançar com o diabo.,dance com o diabo,gemma3,prompt2,gpt,prompt2,0.9486
127,bigger than life,maior que a vida.,maior que a vida,gpt,prompt2,gemmaX,sem_prompt,0.9485
75,climbing up the ladder,subindo a escada.,Subindo a escada.,gpt,prompt2,gemma3,prompt2,0.9484
192,a penny for your thoughts,um centavo por seus pensamentos.,Um centavo pelo seu pensamento.,gemmaX,sem_prompt,gemma3,prompt2,0.9482
241,don’t cry over spilled milk,Não chore por leite derramado.,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,gpt,prompt2,0.9478
241,don’t cry over spilled milk,Não chore por leite derramado.,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,gpt,prompt4,0.9478
277,a mountain to climb,Uma montanha para escalar.,uma montanha a escalar,gemini,prompt2,gpt,prompt2,0.9478
277,a mountain to climb,Uma montanha para escalar.,uma montanha a escalar,gemini,prompt2,gpt,prompt4,0.9478
630,like a fish out of water,"Como um peixe fora d""água.",como peixe fora d'água,gemma3,prompt2,gpt,prompt4,0.9478
659,don't cry over spilled milk,Não chore por leite derramado.,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,gpt,prompt4,0.9478
659,don't cry over spilled milk,Não chore por leite derramado.,Não adianta chorar sobre o leite derramado.,gemma3,prompt2,gemini,prompt4,0.9478
120,change of tune,Mudança de tom.,Mudança de opinião.,gemini,prompt2,gemma3,prompt2,0.9476
417,back against the wall,costas contra a parede.,com as costas contra a parede,gpt,prompt2,gpt,prompt4,0.9476
311,all that glitters is not gold,Nem tudo que brilha é ouro.,Nem tudo o que brilha é ouro,gpt,prompt2,gemmaX,sem_prompt,0.9475
378,cast a shadow,lançar uma sombra.,projeta uma sombra,gemmaX,sem_prompt,gpt,prompt4,0.9475
590,carry a torch,carregar uma tocha.,carregar uma tocha,gpt,prompt2,gemmaX,sem_prompt,0.9475
605,armed to the teeth,Armado até os dentes.,Munido até os dentes.,gemini,prompt2,gemma3,prompt4,0.9474
462,cat got your tongue,O gato comeu sua língua?,Caiu a sua língua?,gemma3,prompt2,gpt,prompt2,0.9473
83,a slap on the wrist,uma palmada no pulso.,uma palmada no pulso,gpt,prompt2,gpt,prompt4,0.9472
74,actions speak louder than words,As ações falam mais alto do que as palavras.,as ações falam mais alto do que as palavras,gemma3,prompt2,gemmaX,sem_prompt,0.9471
359,black as coal,Preto como carvão.,preto como carvão,gemini,prompt2,gpt,prompt2,0.9471
359,black as coal,Preto como carvão.,preto como carvão,gemini,prompt2,gpt,prompt4,0.9471
359,black as coal,Preto como carvão.,preto como carvão,gemini,prompt2,gemmaX,sem_prompt,0.9471
704,frog in your throat,sapo na sua garganta.,Um caroço na garganta.,gemmaX,sem_prompt,gemma3,prompt2,0.9471
440,bring home the bacon,trazer o pão para casa.,trazer para casa o bacon,gpt,prompt2,gemmaX,sem_prompt,0.947
107,as old as the hills,Tão velho quanto as colinas.,Antigo como as colinas.,gemini,prompt2,gemma3,prompt2,0.9466
156,a heart of gold,um coração de ouro.,Um coração de ouro.,gpt,prompt2,gemini,prompt2,0.9464
442,bite your tongue,Morda a língua.,Morder a língua.,gemmaX,sem_prompt,gemini,prompt4,0.9464
442,bite your tongue,Morda a língua.,Morder a língua.,gemmaX,sem_prompt,gemma3,prompt4,0.9464
127,bigger than life,maior que a vida.,Maior que a vida.,gpt,prompt2,gemini,prompt4,0.9461
127,bigger than life,maior que a vida.,Maior que a vida.,gpt,prompt2,gemma3,prompt2,0.9461
127,bigger than life,maior que a vida.,Maior que a vida.,gpt,prompt2,gemma3,prompt4,0.9461
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.","Esperar pelo melhor, preparar-se para o pior.",gemini,prompt2,gpt,prompt4,0.9457
466,a storm in a teacup,"Uma tempestade num copo d""água.",Uma tempestade num copo d'água.,gemma3,prompt2,gemma3,prompt4,0.9456
690,"easy come, easy go","Fácil vem, fácil vai.","Vem fácil, vai fácil.",gemini,prompt2,gpt,prompt2,0.9456
145,a fly on the wall,Uma mosca na parede.,mosca na parede,gemma3,prompt2,gpt,prompt4,0.9453
362,live to fight another day,Viva para lutar outro dia.,viver para lutar mais um dia,gemmaX,sem_prompt,gpt,prompt4,0.9453
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos.,bater cabeça na parede,gemmaX,sem_prompt,gpt,prompt4,0.9452
611,finding a needle in a haystack,Encontrar uma agulha num palheiro.,achar uma agulha no palheiro,gemmaX,sem_prompt,gpt,prompt4,0.9452
511,a fish out of water,"Um peixe fora d""água.",Um peixe fora d'água.,gemini,prompt2,gemma3,prompt2,0.9451
286,clear as mud,claro como lama.,claro como lama,gpt,prompt2,gpt,prompt4,0.9449
286,clear as mud,claro como lama.,claro como lama,gpt,prompt2,gemmaX,sem_prompt,0.9449
520,dance with the devil,Dançar com o diabo.,Dance com o diabo.,gemma3,prompt2,gemini,prompt2,0.9449
146,as sharp as a tack,afiado como uma agulha.,Afinado como um prego.,gemmaX,sem_prompt,gemini,prompt4,0.9448
62,a skeleton in the closet,um esqueleto no armário.,esqueleto no armário,gpt,prompt2,gpt,prompt4,0.9447
366,busy as a bee,ocupado como uma abelha.,Atarefado como uma abelha.,gpt,prompt2,gemini,prompt4,0.9447
511,a fish out of water,"Um peixe fora d""água.",peixe fora d'água,gemini,prompt2,gpt,prompt4,0.9447
192,a penny for your thoughts,um centavo por seus pensamentos.,Um real por seus pensamentos.,gemmaX,sem_prompt,gpt,prompt4,0.9446
281,dead in the water,morto na água.,morto na água,gpt,prompt2,gpt,prompt4,0.9445
281,dead in the water,morto na água.,morto na água,gpt,prompt2,gemmaX,sem_prompt,0.9445
82,hard pill to swallow,uma pílula difícil de engolir.,Uma pílula difícil de engolir.,gemmaX,sem_prompt,gemma3,prompt2,0.9444
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,Um leopardo não pode mudar suas manchas,gpt,prompt2,gemmaX,sem_prompt,0.9444
646,against all odds,Contra todas as probabilidades.,contra todas as probabilidades,gemini,prompt2,gpt,prompt2,0.9444
646,against all odds,Contra todas as probabilidades.,contra todas as probabilidades,gemini,prompt2,gpt,prompt4,0.9444
646,against all odds,Contra todas as probabilidades.,contra todas as probabilidades,gemini,prompt2,gemmaX,sem_prompt,0.9444
646,against all odds,Contra todas as probabilidades.,Contra todas as probabilidades,gemini,prompt2,gemma3,prompt2,0.9443
660,back to basics,de volta ao básico.,De volta ao básico,gpt,prompt2,gemini,prompt2,0.9443
73,"another day, another dollar","Mais um dia, mais um dólar.","Mais um dia, mais um trocado.",gpt,prompt2,gpt,prompt4,0.9442
73,"another day, another dollar","Mais um dia, mais um dólar.","Mais um dia, mais um trocado.",gpt,prompt2,gemini,prompt4,0.9442
621,from the bottom of my heart,Do fundo do meu coração.,do fundo do meu coração,gemini,prompt2,gpt,prompt2,0.9442
621,from the bottom of my heart,Do fundo do meu coração.,do fundo do meu coração,gemini,prompt2,gemmaX,sem_prompt,0.9442
702,in the same boat,no mesmo barco.,No mesmo barco.,gemmaX,sem_prompt,gemini,prompt4,0.944
29,black as night,preto como a noite.,Preto como a noite.,gemmaX,sem_prompt,gemma3,prompt2,0.9439
101,chasing shadows,perseguindo sombras.,perseguindo sombras,gemmaX,sem_prompt,gpt,prompt2,0.9438
101,chasing shadows,perseguindo sombras.,perseguindo sombras,gemmaX,sem_prompt,gpt,prompt4,0.9438
251,as free as a bird,Livre como um pássaro.,livre como um pássaro,gemmaX,sem_prompt,gpt,prompt2,0.9438
251,as free as a bird,Livre como um pássaro.,livre como um pássaro,gemmaX,sem_prompt,gpt,prompt4,0.9438
62,a skeleton in the closet,um esqueleto no armário.,um esqueleto no armário,gpt,prompt2,gemmaX,sem_prompt,0.9433
301,blood runs thicker than water,O sangue é mais grosso que a água.,O sangue nos une mais do que as águas.,gemma3,prompt2,gemma3,prompt4,0.9433
629,as clear as day,claro como o dia.,claro como o dia,gemmaX,sem_prompt,gpt,prompt4,0.9433
630,like a fish out of water,"Como um peixe fora d""água.",como um peixe fora d'água,gemma3,prompt2,gpt,prompt2,0.9433
630,like a fish out of water,"Como um peixe fora d""água.",como um peixe fora d'água,gemma3,prompt2,gemmaX,sem_prompt,0.9433
324,a new lease on life,uma nova chance na vida.,Uma nova chance.,gpt,prompt2,gemini,prompt2,0.9432
296,breaking the mold,quebrando o molde.,quebrar o molde,gemmaX,sem_prompt,gpt,prompt4,0.943
440,bring home the bacon,trazer o pão para casa.,trazer o pão para casa,gpt,prompt2,gpt,prompt4,0.943
621,from the bottom of my heart,Do fundo do meu coração.,Do fundo do meu coração,gemini,prompt2,gemini,prompt4,0.9428
644,big fish in a small pond,Peixe grande em lago pequeno.,grande peixe em um pequeno lago,gemini,prompt2,gpt,prompt2,0.9428
156,a heart of gold,um coração de ouro.,um coração de ouro,gpt,prompt2,gemmaX,sem_prompt,0.9427
161,a voice in the wilderness,Uma voz no deserto.,Uma voz no deserto,gemini,prompt2,gemma3,prompt2,0.9427
171,comfort zone,Zona de conforto.,zona de conforto,gemini,prompt2,gpt,prompt2,0.9427
171,comfort zone,Zona de conforto.,zona de conforto,gemini,prompt2,gpt,prompt4,0.9427
171,comfort zone,Zona de conforto.,zona de conforto,gemini,prompt2,gemmaX,sem_prompt,0.9427
224,calm before the storm,calma antes da tempestade.,A calmaria antes da tempestade.,gemmaX,sem_prompt,gemini,prompt4,0.9427
224,calm before the storm,calma antes da tempestade.,A calmaria antes da tempestade.,gemmaX,sem_prompt,gemma3,prompt4,0.9427
14,an iron fist,um punho de ferro.,Punho de ferro.,gemmaX,sem_prompt,gemma3,prompt4,0.9424
615,black mark,marca negra.,marca negra,gpt,prompt2,gpt,prompt4,0.9424
706,blood is thicker than water,Sangue é mais espesso que água.,O sangue é mais espesso do que a água,gemini,prompt2,gemmaX,sem_prompt,0.9424
296,breaking the mold,quebrando o molde.,Quebrar o padrão.,gemmaX,sem_prompt,gemma3,prompt4,0.9422
239,live in a glass house,Morar em casa de vidro.,viver numa casa de vidro,gemini,prompt2,gemmaX,sem_prompt,0.942
115,ball is in your court,A bola está no seu campo.,a bola está no seu campo,gemini,prompt2,gemmaX,sem_prompt,0.9419
629,as clear as day,claro como o dia.,Claro como o dia.,gemmaX,sem_prompt,gemini,prompt2,0.9419
186,bury your head in the sand,enterre sua cabeça na areia.,Enterrar a cabeça na areia.,gemmaX,sem_prompt,gemini,prompt2,0.9418
275,all in the same boat,todos no mesmo barco.,Todos no mesmo barco.,gpt,prompt2,gpt,prompt4,0.9418
275,all in the same boat,todos no mesmo barco.,Todos no mesmo barco.,gpt,prompt2,gemini,prompt2,0.9418
275,all in the same boat,todos no mesmo barco.,Todos no mesmo barco.,gpt,prompt2,gemma3,prompt2,0.9418
277,a mountain to climb,Uma montanha para escalar.,uma montanha para escalar,gemini,prompt2,gemmaX,sem_prompt,0.9418
630,like a fish out of water,"Como um peixe fora d""água.",Como peixe fora d'água,gemma3,prompt2,gemini,prompt2,0.9418
106,light at the end of the tunnel,Luz no fim do túnel.,luz no fim do túnel,gemini,prompt2,gpt,prompt2,0.9417
106,light at the end of the tunnel,Luz no fim do túnel.,luz no fim do túnel,gemini,prompt2,gpt,prompt4,0.9417
106,light at the end of the tunnel,Luz no fim do túnel.,luz no fim do túnel,gemini,prompt2,gemmaX,sem_prompt,0.9417
389,like riding a bike,Como andar de bicicleta.,como andar de bicicleta,gemma3,prompt2,gpt,prompt2,0.9417
389,like riding a bike,Como andar de bicicleta.,como andar de bicicleta,gemma3,prompt2,gemmaX,sem_prompt,0.9417
347,an old flame,uma antiga paixão.,um antigo amor,gemmaX,sem_prompt,gpt,prompt2,0.9416
711,darkest before dawn,A noite mais escura antes do amanhecer.,A noite mais escura precede o amanhecer.,gemma3,prompt2,gemini,prompt4,0.9416
56,best of both worlds,O melhor dos dois mundos.,O melhor dos dois mundos,gemini,prompt2,gemma3,prompt2,0.9415
56,best of both worlds,O melhor dos dois mundos.,O melhor dos dois mundos,gemini,prompt2,gemmaX,sem_prompt,0.9415
241,don’t cry over spilled milk,Não chore por leite derramado.,Não chore sobre o leite derramado.,gemma3,prompt2,gemini,prompt2,0.9415
327,better half,melhor metade.,melhor metade,gemmaX,sem_prompt,gpt,prompt2,0.9415
327,better half,melhor metade.,melhor metade,gemmaX,sem_prompt,gpt,prompt4,0.9415
395,pull the plug,Desligar o aparelho.,Desligar os aparelhos.,gemma3,prompt2,gemini,prompt4,0.9415
659,don't cry over spilled milk,Não chore por leite derramado.,Não chore sobre o leite derramado.,gemma3,prompt2,gpt,prompt2,0.9415
7,my hands are tied,Minhas mãos estão atadas.,Minhas mãos estão atadas,gpt,prompt2,gemmaX,sem_prompt,0.9414
468,all's fair in love and war,Tudo é justo no amor e na guerra.,"Em amor e guerra, vale tudo.",gemmaX,sem_prompt,gemini,prompt2,0.9414
662,carved in stone,Esculpido em pedra.,esculpido em pedra,gemini,prompt2,gpt,prompt2,0.9414
64,cool as a cucumber,Calmo como um pepino.,tranquilo como um pepino,gemini,prompt2,gpt,prompt2,0.9412
64,cool as a cucumber,Calmo como um pepino.,tranquilo como um pepino,gemini,prompt2,gpt,prompt4,0.9412
197,as cool as a cucumber,Calmo como um pepino.,tranquilo como um pepino,gemini,prompt2,gpt,prompt2,0.9412
197,as cool as a cucumber,Calmo como um pepino.,tranquilo como um pepino,gemini,prompt2,gpt,prompt4,0.9412
24,color outside the lines,cor fora das linhas.,pintar fora das linhas,gemmaX,sem_prompt,gpt,prompt4,0.9411
188,bridge the gap,fechar a lacuna.,cobrir a lacuna,gpt,prompt2,gpt,prompt4,0.9409
443,all in a day's work,Tudo em um dia de trabalho.,tudo em um dia de trabalho,gemini,prompt2,gpt,prompt2,0.9409
486,break the ice,Quebrar o gelo.,Quebrar o gelo,gemini,prompt2,gemma3,prompt2,0.9409
27,change of heart,Mudança de coração.,Mudança de opinião,gemini,prompt2,gemma3,prompt2,0.9408
507,back to the grind,De volta à rotina.,de volta ao trabalho,gemma3,prompt2,gemmaX,sem_prompt,0.9408
520,dance with the devil,Dançar com o diabo.,dançar com o diabo,gemma3,prompt2,gpt,prompt4,0.9408
690,"easy come, easy go","Fácil vem, fácil vai.","Vem fácil, vai fácil",gemini,prompt2,gemmaX,sem_prompt,0.9408
21,an open book,Um livro aberto.,um livro aberto,gemini,prompt2,gpt,prompt2,0.9406
21,an open book,Um livro aberto.,um livro aberto,gemini,prompt2,gpt,prompt4,0.9406
21,an open book,Um livro aberto.,um livro aberto,gemini,prompt2,gemmaX,sem_prompt,0.9406
703,better late than never,Antes tarde do que nunca.,Mais vale tarde do que nunca.,gemini,prompt2,gemma3,prompt2,0.9406
73,"another day, another dollar","Mais um dia, mais um dólar.","Mais um dia, mais um suor.",gpt,prompt2,gemma3,prompt4,0.9405
14,an iron fist,um punho de ferro.,uma mão de ferro,gemmaX,sem_prompt,gpt,prompt2,0.9402
160,as good as done,quase feito.,Está feito.,gpt,prompt2,gemma3,prompt4,0.9402
662,carved in stone,Esculpido em pedra.,Esculpido em pedra,gemini,prompt2,gemma3,prompt2,0.9402
24,color outside the lines,cor fora das linhas.,Pinte fora das linhas.,gemmaX,sem_prompt,gemma3,prompt2,0.9401
704,frog in your throat,sapo na sua garganta.,Um nó na garganta.,gemmaX,sem_prompt,gemma3,prompt4,0.9398
24,color outside the lines,cor fora das linhas.,Colorir fora das linhas.,gemmaX,sem_prompt,gemini,prompt4,0.9397
362,live to fight another day,Viva para lutar outro dia.,viver para lutar outro dia,gemmaX,sem_prompt,gpt,prompt2,0.9397
432,come rain or shine,Mesmo que chova ou faça sol.,Faça sol ou faça chuva.,gemma3,prompt2,gpt,prompt4,0.9396
86,cat on a hot tin roof,gato em um telhado quente de lata.,Gato sobre telhado de zinco quente.,gpt,prompt2,gemma3,prompt4,0.9394
255,heart of stone,coração de pedra.,coração de pedra,gemmaX,sem_prompt,gpt,prompt2,0.9394
255,heart of stone,coração de pedra.,coração de pedra,gemmaX,sem_prompt,gpt,prompt4,0.9394
468,all's fair in love and war,Tudo é justo no amor e na guerra.,Tudo vale nos campos do amor e da batalha.,gemmaX,sem_prompt,gemma3,prompt4,0.9394
272,crack the code,quebrar o código.,Decifrar o código,gemmaX,sem_prompt,gemini,prompt2,0.9391
272,crack the code,quebrar o código.,Decifrar o código,gemmaX,sem_prompt,gemma3,prompt2,0.9391
442,bite your tongue,Morda a língua.,Morda a língua,gemmaX,sem_prompt,gemini,prompt2,0.9391
219,break the mold,quebrar o molde.,quebrar o molde,gemmaX,sem_prompt,gpt,prompt2,0.9389
219,break the mold,quebrar o molde.,quebrar o molde,gemmaX,sem_prompt,gpt,prompt4,0.9389
408,built like a tank,construído como um tanque.,Forte como um touro.,gemmaX,sem_prompt,gemma3,prompt4,0.9389
697,change your tune,mude sua melodia.,Mude de ideia.,gemmaX,sem_prompt,gemma3,prompt2,0.9389
702,in the same boat,no mesmo barco.,Na mesma situação.,gemmaX,sem_prompt,gemma3,prompt2,0.9389
27,change of heart,Mudança de coração.,Mudar de ideia.,gemini,prompt2,gemini,prompt4,0.9388
27,change of heart,Mudança de coração.,Mudar de ideia.,gemini,prompt2,gemma3,prompt4,0.9388
660,back to basics,de volta ao básico.,De volta ao básico.,gpt,prompt2,gemini,prompt4,0.9387
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.","Se não aguenta o calor, saia da fornalha.",gemini,prompt2,gemma3,prompt4,0.9386
611,finding a needle in a haystack,Encontrar uma agulha num palheiro.,Encontrar uma agulha no palheiro.,gemmaX,sem_prompt,gpt,prompt2,0.9386
145,a fly on the wall,Uma mosca na parede.,Uma mosca na parede,gemma3,prompt2,gemini,prompt2,0.9385
127,bigger than life,maior que a vida.,Maior que a vida,gpt,prompt2,gemini,prompt2,0.9384
703,better late than never,Antes tarde do que nunca.,melhor tarde do que nunca,gemini,prompt2,gemmaX,sem_prompt,0.9381
102,feast your eyes,Delicie seus olhos.,Delicie os olhos.,gemini,prompt2,gpt,prompt2,0.938
463,as busy as a bee,Tão ocupado como uma abelha.,tanquilo como uma abelha,gemini,prompt2,gpt,prompt2,0.938
161,a voice in the wilderness,Uma voz no deserto.,uma voz no deserto,gemini,prompt2,gpt,prompt2,0.9379
161,a voice in the wilderness,Uma voz no deserto.,uma voz no deserto,gemini,prompt2,gemmaX,sem_prompt,0.9379
638,against the clock,contra o relógio.,Contra o relógio.,gemmaX,sem_prompt,gemini,prompt4,0.9379
197,as cool as a cucumber,Calmo como um pepino.,Tranquilo como um pepino.,gemini,prompt2,gemma3,prompt2,0.9376
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.","espere pelo melhor, prepare-se para o pior",gemini,prompt2,gpt,prompt2,0.9376
495,a shot in the dark,Um tiro no escuro.,um tiro no escuro,gemini,prompt2,gpt,prompt2,0.9376
495,a shot in the dark,Um tiro no escuro.,um tiro no escuro,gemini,prompt2,gpt,prompt4,0.9376
495,a shot in the dark,Um tiro no escuro.,um tiro no escuro,gemini,prompt2,gemmaX,sem_prompt,0.9376
644,big fish in a small pond,Peixe grande em lago pequeno.,Peixe grande em lagoa pequena.,gemini,prompt2,gemini,prompt4,0.9375
658,blood runs cold,o sangue corre frio.,O sangue esfriou.,gemmaX,sem_prompt,gpt,prompt4,0.9375
706,blood is thicker than water,Sangue é mais espesso que água.,O sangue é mais grosso que a água.,gemini,prompt2,gemma3,prompt2,0.9373
706,blood is thicker than water,Sangue é mais espesso que água.,O sangue é mais grosso que a água.,gemini,prompt2,gemma3,prompt4,0.9373
467,a tower of strength,uma torre de força.,uma torre de força,gemmaX,sem_prompt,gpt,prompt2,0.9372
413,falling apart at the seams,caindo aos pedaços nas costuras.,Desmoronando aos pedaços.,gemmaX,sem_prompt,gemma3,prompt2,0.9371
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos.,Bater com a cabeça em ponto morto.,gemmaX,sem_prompt,gemini,prompt4,0.9371
655,a taste of freedom,um gosto de liberdade.,um gosto de liberdade,gemmaX,sem_prompt,gpt,prompt2,0.9371
655,a taste of freedom,um gosto de liberdade.,um gosto de liberdade,gemmaX,sem_prompt,gpt,prompt4,0.9371
213,between the devil and the deep blue sea,Entre o diabo e o mar azul profundo.,Entre a cruz e a espada.,gemmaX,sem_prompt,gemini,prompt4,0.937
621,from the bottom of my heart,Do fundo do meu coração.,Do fundo da alma.,gemini,prompt2,gemma3,prompt4,0.9369
289,cast the first stone,lançar a primeira pedra.,Atire a primeira pedra.,gemmaX,sem_prompt,gpt,prompt2,0.9366
289,cast the first stone,lançar a primeira pedra.,Atire a primeira pedra.,gemmaX,sem_prompt,gemini,prompt2,0.9366
289,cast the first stone,lançar a primeira pedra.,Atire a primeira pedra.,gemmaX,sem_prompt,gemini,prompt4,0.9366
289,cast the first stone,lançar a primeira pedra.,Atire a primeira pedra.,gemmaX,sem_prompt,gemma3,prompt2,0.9366
289,cast the first stone,lançar a primeira pedra.,Atire a primeira pedra.,gemmaX,sem_prompt,gemma3,prompt4,0.9366
318,keep your eyes peeled,Fique de olhos bem abertos.,Ficar de olhos bem abertos.,gemini,prompt2,gemini,prompt4,0.9366
241,don’t cry over spilled milk,Não chore por leite derramado.,Não chores sobre o leite derramado.,gemma3,prompt2,gemini,prompt4,0.9363
61,all eyes on you,todos os olhares estão em você.,Todos os holofotes em você.,gpt,prompt2,gemma3,prompt4,0.9362
551,burning bridges,Queimando pontes.,queimando pontes,gemini,prompt2,gpt,prompt2,0.9362
293,crash course,Curso intensivo.,Curso intensivo,gemini,prompt2,gemini,prompt4,0.9361
293,crash course,Curso intensivo.,Curso intensivo,gemini,prompt2,gemma3,prompt2,0.9361
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,não coloque todos os seus ovos em uma única cesta,gemma3,prompt2,gpt,prompt2,0.9361
398,butterflies in my stomach,borboletas no meu estômago.,borboletas no meu estômago,gpt,prompt2,gemmaX,sem_prompt,0.936
135,any port in a storm,qualquer porto numa tempestade.,Qualquer porto em tempestade.,gemmaX,sem_prompt,gemini,prompt2,0.9359
301,blood runs thicker than water,O sangue é mais grosso que a água.,Sangue é mais espesso que água.,gemma3,prompt2,gpt,prompt2,0.9359
494,as smooth as silk,suave como seda.,Macio como seda.,gpt,prompt2,gemini,prompt2,0.9359
173,fingers crossed,Dedos cruzados.,dedos cruzados,gemini,prompt2,gpt,prompt2,0.9358
508,let sleeping dogs lie,Deixe os cães dormirem.,Deixe os cães deitados.,gemmaX,sem_prompt,gpt,prompt4,0.9357
