indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil,origem,parascore
423,big picture,visão geral.,1,gpt,prompt4,0.7565,0.8630095720291138,0.6606111526489258,0.7460275292396545,Q1,parascore,0.9578
423,big picture,O quadro geral.,1,gemma3,prompt2,0.9968,1.0,0.956548273563385,1.0339051485061646,Q1,dataset_final,
423,big picture,A visão geral.,1,gemma3,prompt4,0.9248,1.0,0.9328846335411072,0.8416022062301636,Q1,parascore,0.9734
425,cast in stone,Escrito em pedra.,1,gemini,prompt2,1.0161,0.9923049211502076,0.911178469657898,1.1449052095413208,Q1,dataset_final,
432,come rain or shine,Mesmo que chova ou faça sol.,1,gemma3,prompt2,0.9598,0.991200029850006,0.8664388060569763,1.0217348337173462,Q2,dataset_final,
439,flying high,Voando alto.,1,gemini,prompt2,0.9811,1.0,0.9677116870880128,0.9755638837814332,Q2,dataset_final,
440,bring home the bacon,trazer o pão para casa.,1,gpt,prompt2,0.9808,1.0,0.9823120832443236,0.9601123929023744,Q2,dataset_final,
441,give someone the cold shoulder,dar o ombro frio a alguém.,1,gpt,prompt2,0.9777,0.9780384302139282,0.9133936762809753,1.041732907295227,Q1,parascore,0.9788
441,give someone the cold shoulder,dar a alguém o ombro frio.,1,gemmaX,sem_prompt,0.9913,0.99834406375885,0.9682740569114684,1.007422924041748,Q1,dataset_final,
442,bite your tongue,morder a língua.,1,gpt,prompt4,0.7542,0.9761906862258911,0.7803551554679871,0.506111741065979,Q2,parascore,0.9509
442,bite your tongue,Morda a língua.,1,gemmaX,sem_prompt,0.9405,0.9608120918273926,0.953530728816986,0.9072723984718324,Q2,dataset_final,
443,all in a day's work,Tudo em um dia de trabalho.,1,gemini,prompt2,0.9835,0.979732632637024,0.9550060033798218,1.0158008337020874,Q2,dataset_final,
447,"blood, sweat, and tears","Sangue, suor e lágrimas.",1,gemma3,prompt2,1.0349,1.0,0.9736478924751282,1.1310433149337769,Q1,dataset_final,
451,hard as nails,duro como unhas.,1,gemmaX,sem_prompt,0.943,0.982251763343811,0.990675926208496,0.8561093211174011,Q2,dataset_final,
453,black and blue,preto e azul.,1,gpt,prompt2,1.029,1.0,0.9940990805625916,1.0928452014923096,Q1,dataset_final,
453,black and blue,Roxo e azul.,1,gemma3,prompt2,0.9552,1.0,0.9081313610076904,0.9576025009155273,Q1,parascore,0.9512
462,cat got your tongue,O gato comeu sua língua?,1,gemma3,prompt2,0.951,0.9942845106124878,0.791006863117218,1.067672848701477,Q2,dataset_final,
463,as busy as a bee,ativo como uma abelha.,1,gpt,prompt4,0.8565,0.9505754113197327,0.8356348872184753,0.7832224369049072,Q2,parascore,0.9619
463,as busy as a bee,Tão ocupado como uma abelha.,1,gemini,prompt2,0.9521,0.9380872249603271,0.9292823672294616,0.988910973072052,Q2,dataset_final,
463,as busy as a bee,Atarefado como uma abelha.,1,gemini,prompt4,0.802,0.9386608600616455,0.7904139161109924,0.6769990921020508,Q2,parascore,0.952
465,come out of your shell,Saia da sua concha.,1,gemini,prompt2,0.9518,0.9632747173309326,0.951841413974762,0.9404085874557496,Q2,dataset_final,
466,a storm in a teacup,"Uma tempestade num copo d""água.",1,gemma3,prompt2,0.9931,0.9993736743927002,0.925629198551178,1.0542752742767334,Q1,dataset_final,
467,a tower of strength,pilar de força.,1,gpt,prompt4,0.8327,0.9912000298500061,0.7779439687728882,0.7289828062057495,Q2,parascore,0.9635
467,a tower of strength,Uma torre de sustentação.,1,gemini,prompt4,0.8423,0.9941470623016357,0.6715609431266785,0.861186683177948,Q2,parascore,0.9594
467,a tower of strength,uma torre de força.,1,gemmaX,sem_prompt,0.9844,1.0,0.9861269593238832,0.9671326875686646,Q2,dataset_final,
468,all's fair in love and war,Tudo vale em amor e guerra.,1,gpt,prompt2,0.9456,0.9970411062240601,0.9522822499275208,0.88762366771698,Q1,parascore,0.9742
468,all's fair in love and war,Vale tudo em amor e guerra.,1,gpt,prompt4,0.8968,0.995330810546875,0.9559995532035828,0.7389894127845764,Q1,parascore,0.9575
468,all's fair in love and war,"No amor e na guerra, vale tudo.",1,gemini,prompt4,0.9107,0.9934535026550293,0.9565674662590027,0.7820814847946167,Q1,parascore,0.9534
468,all's fair in love and war,Tudo é justo no amor e na guerra.,1,gemmaX,sem_prompt,1.0043,1.0,0.9625515341758728,1.0504169464111328,Q1,dataset_final,
470,all the world's a stage,O mundo inteiro é um palco.,1,gemini,prompt2,1.0059,1.0,0.9533559679985046,1.0644245147705078,Q1,parascore,0.9631
470,all the world's a stage,O mundo é um palco.,1,gemma3,prompt4,0.9363,0.9996762275695801,0.9487739205360413,0.8605032563209534,Q1,parascore,0.9858
470,all the world's a stage,Todo o mundo é um palco.,1,gemmaX,sem_prompt,1.0093,1.0,0.9582616090774536,1.0696256160736084,Q1,dataset_final,
477,keep your chin up,Mantenha a cabeça erguida.,1,gemma3,prompt2,0.9686,0.991200029850006,0.8921305537223816,1.0225260257720947,Q2,dataset_final,
481,a place in the sun,Um lugar ao sol.,1,gemmaX,sem_prompt,0.9959,1.0,0.963469922542572,1.02432119846344,Q1,dataset_final,
485,back to square one,De volta à estaca zero.,1,gemma3,prompt2,1.0151,1.0,0.9655810594558716,1.0797053575515747,Q1,dataset_final,
486,break the ice,Quebrar o gelo.,1,gemini,prompt2,1.0016,0.991200029850006,0.9466816186904908,1.0669844150543213,Q1,dataset_final,
494,as smooth as silk,suave como seda.,1,gpt,prompt2,1.0055,1.0,0.9494194388389589,1.0672155618667605,Q1,dataset_final,
495,a shot in the dark,Um tiro no escuro.,1,gemini,prompt2,0.9997,1.0,0.9673404097557068,1.0317991971969604,Q1,dataset_final,
495,a shot in the dark,Um palpite no escuro.,1,gemma3,prompt2,0.8899,0.9934203624725342,0.9237224459648132,0.7525867223739624,Q1,parascore,0.959
504,left out in the cold,deixado de fora no frio.,1,gpt,prompt2,0.9466,1.0,0.9867302775382996,0.8531724214553833,Q2,dataset_final,
504,left out in the cold,Deixado de lado.,1,gemma3,prompt2,0.7803,0.9418414831161499,0.423796683549881,0.9751185774803162,Q2,parascore,0.9624
505,don't judge a book by its cover,Não julgue um livro pela capa.,1,gemma3,prompt2,1.033,1.0,0.959353506565094,1.139675259590149,Q1,dataset_final,
507,back to the grind,De volta à rotina.,1,gemma3,prompt2,1.0241,0.9737918376922609,0.9216047525405884,1.1767820119857788,Q1,dataset_final,
508,let sleeping dogs lie,Deixe os cães dormirem.,1,gemmaX,sem_prompt,0.98,1.0,0.8551791310310364,1.0848571062088013,Q2,dataset_final,
511,a fish out of water,"Um peixe fora d""água.",1,gemini,prompt2,1.0227,1.0,0.96318119764328,1.1048671007156372,Q1,dataset_final,
520,dance with the devil,Dançar com o diabo.,1,gemma3,prompt2,0.9692,0.981807291507721,0.8671702146530151,1.058686375617981,Q2,dataset_final,
521,dark horse,cavalo escuro.,1,gemmaX,sem_prompt,1.0165,1.0,0.9872961640357972,1.0622750520706177,Q1,dataset_final,
527,clear as crystal,Claro como cristal.,1,gemini,prompt2,1.0132,1.0,0.982745349407196,1.0568978786468506,Q1,dataset_final,
527,clear as crystal,Claro como água.,1,gemma3,prompt2,1.0014,0.9948612451553345,0.9218989014625549,1.0874974727630615,Q1,parascore,0.9635
531,a far cry,um grito distante.,1,gemmaX,sem_prompt,0.9439,0.919709324836731,0.8107305765151978,1.1012108325958252,Q2,dataset_final,
532,carry the torch,carregar a tocha.,1,gpt,prompt2,0.9514,1.0,0.971929132938385,0.882222056388855,Q2,dataset_final,
534,at a snail's pace,a passo de lesma.,1,gpt,prompt4,0.9019,0.98890221118927,0.9721135497093201,0.7447391748428345,Q1,parascore,0.9532
534,at a snail's pace,A passos de lesma.,1,gemini,prompt4,0.883,0.9822111129760742,0.9033072590827942,0.7633509635925293,Q1,parascore,0.9624
534,at a snail's pace,a um ritmo de lesma.,1,gemmaX,sem_prompt,0.9985,0.9992117881774902,0.9750942587852478,1.0211275815963743,Q1,dataset_final,
536,dressed to kill,vestida para matar.,1,gpt,prompt2,0.9941,1.0,0.9879860281944276,0.9944289922714232,Q1,dataset_final,
536,dressed to kill,Pronto para matar.,1,gemini,prompt4,0.7345,0.9658524394035339,0.49910905957221985,0.7384962439537048,Q1,parascore,0.9517
537,all in your head,Tudo na sua cabeça.,1,gemma3,prompt2,1.0152,1.0,0.9255477786064148,1.1199396848678589,Q1,dataset_final,
540,banging your head against a brick wall,Bater a cabeça contra a parede.,1,gemini,prompt2,0.9333,0.9779211282730103,0.8256821632385254,0.9963583946228027,Q1,parascore,0.9799
540,banging your head against a brick wall,Bater a cabeça na parede.,1,gemma3,prompt2,0.9473,0.976931095123291,0.859186589717865,1.0057756900787354,Q1,parascore,0.9738
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos.,1,gemmaX,sem_prompt,0.986,0.983922839164734,0.9635074138641356,1.0105959177017212,Q1,dataset_final,
551,burning bridges,Queimando pontes.,1,gemini,prompt2,1.014,1.0,0.9341097474098206,1.1080259084701538,Q1,dataset_final,
557,as light as a feather,Leve como uma pluma.,1,gemini,prompt2,0.9463,0.9720377326011658,0.8612571954727173,1.0056910514831543,Q2,dataset_final,
560,adding insult to injury,Acrescentando insulto à injúria.,1,gemmaX,sem_prompt,0.9474,1.0,0.919258713722229,0.9228915572166444,Q2,dataset_final,
562,broken dreams,sonhos quebrados.,1,gpt,prompt2,1.0156,1.0,0.9845481514930724,1.0622838735580444,Q1,dataset_final,
563,bitten by the bug,mordido pelo bicho.,1,gpt,prompt2,0.9486,0.9810216426849364,0.9811751246452332,0.8834844827651978,Q2,dataset_final,
580,bare your soul,revele sua alma.,1,gpt,prompt2,0.965,0.9900572299957277,0.8672249913215637,1.037655234336853,Q2,dataset_final,
590,carry a torch,carregar uma tocha.,1,gpt,prompt2,0.9851,1.0,0.9769085049629213,0.9784202575683594,Q2,dataset_final,
590,carry a torch,Guardar uma chama.,1,gemma3,prompt2,0.8613,0.9568524360656738,0.650111734867096,0.9769937992095947,Q2,parascore,0.9553
595,a weight on my shoulders,um peso sobre os meus ombros.,1,gpt,prompt2,0.9987,1.0,0.980044722557068,1.0159423351287842,Q1,dataset_final,
595,a weight on my shoulders,um peso nos meus ombros.,1,gpt,prompt4,0.9362,1.0,0.9790200591087341,0.8294625282287598,Q1,parascore,0.9627
595,a weight on my shoulders,Um peso sobre meus ombros.,1,gemma3,prompt2,0.9887,1.0,0.9503898024559021,1.015674114227295,Q1,parascore,0.9578
605,armed to the teeth,Armado até os dentes.,1,gemini,prompt2,0.9512,0.9539881944656372,0.9685569405555724,0.9311898946762084,Q2,dataset_final,
609,a clean slate,um novo começo.,1,gemmaX,sem_prompt,0.9515,1.0,0.7774666547775269,1.07716965675354,Q2,dataset_final,
611,finding a needle in a haystack,Procurar uma agulha no palheiro.,1,gemini,prompt2,0.9035,0.9688540697097778,0.8434990644454956,0.8982073068618774,Q2,parascore,0.9504
611,finding a needle in a haystack,Procurar agulha no palheiro.,1,gemini,prompt4,0.8347,0.9428686499595642,0.7940571308135986,0.7673014402389526,Q2,parascore,0.9572
611,finding a needle in a haystack,Procurar agulha em palheiro.,1,gemma3,prompt4,0.8562,0.9548255205154419,0.8209201097488403,0.7928670048713684,Q2,parascore,0.9594
611,finding a needle in a haystack,Encontrar uma agulha num palheiro.,1,gemmaX,sem_prompt,0.9588,0.9934009313583374,0.9254155158996582,0.9576141238212584,Q2,dataset_final,
615,black mark,marca negra.,1,gpt,prompt2,0.9838,1.0,0.9923593401908876,0.958969235420227,Q2,dataset_final,
621,from the bottom of my heart,Do fundo do meu coração.,1,gemini,prompt2,1.0184,1.0,0.9623145461082458,1.092937469482422,Q1,dataset_final,
623,go the extra mile,Fazer um esforço extra.,1,gemma3,prompt2,0.9615,1.0,0.9610846042633056,0.9232943654060364,Q2,dataset_final,
624,down to earth,Pé no chão.,1,gemini,prompt2,0.9851,0.9879707098007202,0.9547284245491028,1.0124744176864624,Q2,dataset_final,
624,down to earth,Com os pés no chão.,1,gemini,prompt4,0.8959,0.9920854568481445,0.9098487496376038,0.7857004404067993,Q2,parascore,0.9506
628,climbing the walls,Subindo pelas paredes.,1,gemini,prompt2,0.9553,0.991200029850006,0.8819481134414673,0.992779016494751,Q2,dataset_final,
629,as clear as day,claro como o dia.,1,gemmaX,sem_prompt,0.9398,0.989498257637024,0.9715069532394408,0.858484148979187,Q2,dataset_final,
630,like a fish out of water,"Como peixe fora d""água.",1,gemini,prompt4,0.9318,0.9991774559020996,0.942562997341156,0.8537974953651428,Q1,parascore,0.9519
630,like a fish out of water,"Como um peixe fora d""água.",1,gemma3,prompt2,1.0093,1.0,0.94367778301239,1.0841031074523926,Q1,dataset_final,
631,"like father, like son","Assim como pai, assim como filho.",1,gpt,prompt2,0.967,0.991200029850006,0.9430350065231324,0.9667649865150452,Q2,dataset_final,
631,"like father, like son","Tal pai, tal filho.",1,gpt,prompt4,0.9058,0.991039514541626,0.93575519323349,0.7906891703605652,Q2,parascore,0.9519
635,a piece of cake,um pedaço de bolo.,1,gemmaX,sem_prompt,1.0096,1.0,0.9799816608428956,1.04876971244812,Q1,dataset_final,
638,against the clock,contra o relógio.,1,gemmaX,sem_prompt,0.985,1.0,0.9801246523857116,0.9749637246131896,Q2,dataset_final,
639,eye of the storm,Olho do furacão.,1,gemini,prompt2,0.9739,1.0,0.9425883889198304,0.979074478149414,Q2,dataset_final,
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,1,gpt,prompt2,0.9725,1.0,0.9326743483543396,0.9847970008850098,Q2,dataset_final,
644,big fish in a small pond,Peixe grande em lago pequeno.,1,gemini,prompt2,1.0264,1.0,0.9549999833106996,1.1242280006408691,Q1,dataset_final,
646,against all odds,Contra todas as probabilidades.,1,gemini,prompt2,1.0162,1.0,0.9517173767089844,1.0970066785812378,Q1,dataset_final,
655,a taste of freedom,um gosto de liberdade.,1,gemmaX,sem_prompt,1.0252,1.0,0.9796101450920104,1.0960321426391602,Q1,dataset_final,
658,blood runs cold,O sangue gela.,1,gemini,prompt2,0.7079,0.9466491937637329,0.9507555961608887,0.22623366117477417,Q2,parascore,0.9527
658,blood runs cold,o sangue corre frio.,1,gemmaX,sem_prompt,0.96,0.955989956855774,0.973750114440918,0.950354278087616,Q2,dataset_final,
659,don't cry over spilled milk,Não chore pelo leite derramado.,1,gemini,prompt2,0.985,1.0,0.9299250245094299,1.0250999927520752,Q1,parascore,0.9577
659,don't cry over spilled milk,Não adianta chorar o leite derramado.,1,gemma3,prompt4,0.8656,0.985318660736084,0.9163650870323181,0.6950464844703674,Q1,parascore,0.952
660,back to basics,de volta ao básico.,1,gpt,prompt2,1.0243,1.0,0.9681246280670166,1.1048632860183716,Q1,dataset_final,
660,back to basics,de volta aos fundamentos.,1,gpt,prompt4,0.9459,1.0,0.9883565902709961,0.849280595779419,Q1,parascore,0.9593
662,carved in stone,gravado em pedra.,1,gpt,prompt4,0.9211,1.0,0.9852471947669983,0.7780424356460571,Q1,parascore,0.9517
662,carved in stone,Esculpido em pedra.,1,gemini,prompt2,0.9884,1.0,0.9725804924964904,0.9926647543907166,Q1,dataset_final,
670,blind leading the blind,Cego guiando cego.,1,gpt,prompt2,0.9203,0.9658404588699341,0.9130141139030457,0.88213050365448,Q2,parascore,0.9536
670,blind leading the blind,Cego guiando o cego.,1,gemmaX,sem_prompt,0.9401,0.9697701930999756,0.9415172934532166,0.909001350402832,Q2,dataset_final,
685,have a heart of stone,Ter um coração de pedra.,1,gemma3,prompt2,0.9891,0.9830069541931152,0.9100934267044068,1.0742372274398804,Q1,dataset_final,
690,"easy come, easy go","Fácil vem, fácil vai.",1,gemini,prompt2,0.9517,0.9770402908325196,0.9612589478492736,0.9167485237121582,Q2,dataset_final,
694,born with a silver spoon,Nascido com uma colher de prata na boca.,1,gemma3,prompt2,0.8327,0.9379497766494751,0.7534167170524597,0.8068497180938721,Q2,parascore,0.9516
694,born with a silver spoon,nascido com uma colher de prata.,1,gemmaX,sem_prompt,0.9424,0.9980698823928832,0.9729882478713988,0.8559954166412354,Q2,dataset_final,
696,like a fish to water,como peixe na água.,1,gpt,prompt2,0.958,0.9957095384597778,0.89088374376297,0.9874249696731567,Q2,parascore,0.9706
696,like a fish to water,Como um peixe na água.,1,gemma3,prompt2,0.983,0.9914244413375854,0.8800850510597229,1.0774067640304563,Q2,dataset_final,
697,change your tune,mude sua melodia.,1,gemmaX,sem_prompt,0.9635,1.0,0.990568995475769,0.9000017046928406,Q2,dataset_final,
698,adding fuel to the fire,Acrescentando combustível ao fogo.,1,gemmaX,sem_prompt,0.9829,1.0,0.9419369101524352,1.0068496465682983,Q2,dataset_final,
702,in the same boat,no mesmo barco.,1,gemmaX,sem_prompt,0.982,1.0,0.9854409098625184,0.9606395959854126,Q2,dataset_final,
703,better late than never,Antes tarde do que nunca.,1,gemini,prompt2,1.0231,0.9981635808944702,0.969385027885437,1.101640701293945,Q1,dataset_final,
704,frog in your throat,sapo na sua garganta.,1,gemmaX,sem_prompt,0.94,0.9810354709625244,0.9614179134368896,0.8774528503417969,Q2,dataset_final,
706,blood is thicker than water,Sangue é mais espesso que água.,1,gemini,prompt2,1.0327,1.0,0.9753132462501526,1.122857928276062,Q1,dataset_final,
709,crying over spilled milk,Chorando sobre leite derramado.,1,gpt,prompt4,0.8903,0.9790141582489014,0.9396575093269348,0.752254068851471,Q2,parascore,0.966
709,crying over spilled milk,Chorar sobre o leite derramado.,1,gemini,prompt2,0.4408,0.7260621786117554,0.7810474038124084,-0.18474537134170532,Q2,parascore,0.959
709,crying over spilled milk,Chorando por causa do leite derramado.,1,gemmaX,sem_prompt,0.9754,0.9972620010375975,0.9556913375854492,0.9733110666275024,Q2,dataset_final,
711,darkest before dawn,A noite mais escura antes do amanhecer.,1,gemma3,prompt2,0.9869,0.9888126850128174,0.9064921140670776,1.065359115600586,Q1,dataset_final,
711,darkest before dawn,mais escuro antes do amanhecer.,1,gemmaX,sem_prompt,0.895,1.0,0.8704103231430054,0.8146791458129883,Q1,parascore,0.9504
715,bird's eye view,visão de pássaro.,1,gpt,prompt2,0.9885,0.991200029850006,0.9607680439949036,1.0136783123016355,Q1,dataset_final,
