indice,dataset,tipo_label,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gemmaX,sem_prompt,"sangue, suor e lágrimas",0.971
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gpt,prompt2,indo para o fundo em chamas,0.8373
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gpt,prompt4,ir pro chão em chamas,0.8158
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gemini,prompt2,Indo para o fundo em chamas,0.8439
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gemini,prompt4,Ir pelos ares.,0.8644
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gemma3,prompt2,Caindo em chamas,0.8524
117,manual_data,metaforicas,going down in flames,Réu de fulgor.,gemma3,prompt4,gemmaX,sem_prompt,indo para as chamas,0.8367
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gpt,prompt2,Quebre a perna.,0.8452
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gpt,prompt4,Quebrar a perna.,0.8427
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gemini,prompt2,Boa sorte!,0.8756
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gemini,prompt4,Boa sorte!,0.8756
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gemma3,prompt2,Boa sorte!,0.8756
118,manual_data,metaforicas,break a leg,Arrase!,gemma3,prompt4,gemmaX,sem_prompt,Quebrar uma perna,0.8303
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gpt,prompt2,mudança de tom,0.95
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gemini,prompt2,Mudança de tom,0.8892
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gemini,prompt4,Mudar o disco.,0.8365
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gemma3,prompt2,Mudança de opinião.,0.8816
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gemma3,prompt4,Mudar de tom.,0.875
120,manual_data,metaforicas,change of tune,mudança de tom,gpt,prompt4,gemmaX,sem_prompt,mudança de tom,0.95
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gpt,prompt2,pintar a cidade de vermelho,0.8651
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gpt,prompt4,fazer a festa,0.8912
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gemini,prompt2,Tornar a noite agitada,0.9046
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gemma3,prompt2,Fazer a noite toda.,0.929
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gemma3,prompt4,Botar a casa pra queimar.,0.8793
121,manual_data,metaforicas,paint the town red,Arrasar na noite.,gemini,prompt4,gemmaX,sem_prompt,pinte a cidade de vermelho,0.865
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gpt,prompt2,queimar o óleo da meia-noite,0.8685
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gpt,prompt4,Queimar a pestana.,0.926
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gemini,prompt2,Queimando pestana,0.8384
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gemini,prompt4,Queimar pestana.,0.9029
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gemma3,prompt2,Queimando a madruga.,0.9154
123,manual_data,metaforicas,burning the midnight oil,Queimar a olheira.,gemma3,prompt4,gemmaX,sem_prompt,queimar a meia-noite,0.886
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gpt,prompt2,aparecer do nada,0.9942
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gemini,prompt2,Aparecer do nada.,0.8738
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gemini,prompt4,Sair da toca,0.848
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gemma3,prompt2,Sair dos armários.,0.8246
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gemma3,prompt4,Sair das sombras.,0.7945
124,manual_data,metaforicas,come out of the woodwork,surgir do nada,gpt,prompt4,gemmaX,sem_prompt,sair do armário,0.8112
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gpt,prompt2,Um braço e uma perna.,0.8737
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gpt,prompt4,custo de um olho da cara,0.8492
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gemini,prompt2,Um braço e uma perna,0.8499
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gemini,prompt4,Um rim e um figado,0.8459
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gemma3,prompt2,Um braço e uma perna.,0.8737
129,manual_data,metaforicas,arm and a leg,Ver o sono eterno.,gemma3,prompt4,gemmaX,sem_prompt,um braço e uma perna,0.8309
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gpt,prompt2,tão faminto quanto um lobo,0.9247
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gpt,prompt4,faminto como um lobo,0.9203
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gemini,prompt2,Faminto como um lobo.,0.95
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gemma3,prompt2,Faminto como um lobo.,0.95
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gemma3,prompt4,Faminto como um lobo.,0.95
130,manual_data,metaforicas,as hungry as a wolf,Faminto como um lobo.,gemini,prompt4,gemmaX,sem_prompt,com fome como um lobo,0.9136
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gpt,prompt2,Quebrar a energia.,0.8858
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gpt,prompt4,perder a cabeça,0.9401
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gemini,prompt2,Ficar furioso,0.859
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gemma3,prompt2,Pifar.,0.8236
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gemma3,prompt4,Pirar a cabeça.,0.8946
132,manual_data,metaforicas,blow a fuse,Pirar a cabeça,gemini,prompt4,gemmaX,sem_prompt,queimar um fusível,0.834
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gpt,prompt2,fazer de tudo,0.8823
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gemini,prompt2,Se esforçar ao máximo,0.835
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gemini,prompt4,Se desdobrar em mil pedaços.,0.823
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gemma3,prompt2,Fazer o possível e o impossível.,0.8541
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gemma3,prompt4,Virar o mundo de cabeça para baixo.,0.8298
134,manual_data,metaforicas,bend over backwards,dar o máximo de si,gpt,prompt4,gemmaX,sem_prompt,fazer o impossível,0.8952
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gpt,prompt2,"""Qualquer porto em uma tempestade.""",0.8795
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gpt,prompt4,qualquer porto em uma tempestade,0.9087
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gemini,prompt2,Qualquer porto em tempestade.,0.9345
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gemini,prompt4,Qualquer abrigo é bom em tempo de tormenta.,0.9234
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gemma3,prompt2,Qualquer porto seguro em tempestade.,0.9229
135,manual_data,metaforicas,any port in a storm,Qualquer porto é um abrigo.,gemma3,prompt4,gemmaX,sem_prompt,qualquer porto numa tempestade,0.9012
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gpt,prompt2,esqueleto básico,0.8035
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gpt,prompt4,osso do ofício,0.8082
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gemini,prompt2,O essencial,0.8329
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gemini,prompt4,Os ossos do ofício.,0.8346
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gemma3,prompt2,No essencial.,0.8798
137,manual_data,metaforicas,bare bones,Entendido.,gemma3,prompt4,gemmaX,sem_prompt,bare bones,0.7757
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gpt,prompt2,fundo da hierarquia,0.9517
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gpt,prompt4,no fundo da hierarquia,0.9414
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gemini,prompt2,No fim da hierarquia.,0.9444
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gemini,prompt4,No fim da fila.,0.8922
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gemma3,prompt2,A base da hierarquia.,0.95
138,manual_data,metaforicas,bottom of the totem pole,A base da hierarquia.,gemma3,prompt4,gemmaX,sem_prompt,parte inferior do totem,0.8201
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gpt,prompt2,ansioso para começar,0.8276
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gpt,prompt4,ansioso para agir,0.82
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gemini,prompt2,Morrendo de vontade,0.8922
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gemini,prompt4,Roendo as unhas.,0.9438
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gemma3,prompt2,Mordendo as pontas dos dedos.,0.9404
140,manual_data,metaforicas,chomping at the bit,Mordendo as cordas.,gemma3,prompt4,gemmaX,sem_prompt,comendo a isca,0.8858
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gpt,prompt2,nas nuvens,0.94
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gpt,prompt4,nas nuvens,0.94
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gemini,prompt2,Nas nuvens,0.9207
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gemma3,prompt2,Nas nuvens.,0.95
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gemma3,prompt4,Nas nuvens.,0.95
141,manual_data,metaforicas,on cloud nine,Nas nuvens.,gemini,prompt4,gemmaX,sem_prompt,no topo do mundo,0.8303
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gpt,prompt2,entre a cruz e a espada,0.9516
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gpt,prompt4,estar entre a cruz e a espada,0.9661
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gemini,prompt2,Entre a cruz e a espada,0.947
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gemini,prompt4,Entre a cruz e a espada.,0.95
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gemma3,prompt2,Entre a cruz e a espada.,0.95
142,manual_data,metaforicas,between a rock and a hard place,Entre a cruz e a espada.,gemma3,prompt4,gemmaX,sem_prompt,entre a espada e a parede,0.9599
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gpt,prompt2,Fechar as comportas.,0.9262
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gemini,prompt2,Abaixar as escotilhas.,0.8271
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gemini,prompt4,Apertar os cintos.,0.8613
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gemma3,prompt2,Aproeite as escotilhas.,0.8361
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gemma3,prompt4,Aproe as escotilhas.,0.8346
143,manual_data,metaforicas,batten down the hatches,Fechar a tampa.,gpt,prompt4,gemmaX,sem_prompt,batir os porões,0.8288
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gpt,prompt2,tô ouvindo,0.8085
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gemini,prompt2,Todo ouvidos,0.9162
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gemini,prompt4,Todo ouvidos.,0.8754
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gemma3,prompt2,Todo ouvidos.,0.8754
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gemma3,prompt4,De orelhas abertas.,0.8287
144,manual_data,metaforicas,all ears,com os ouvidos atentos,gpt,prompt4,gemmaX,sem_prompt,todos os ouvidos,0.9537
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gpt,prompt2,uma mosca na parede,0.8851
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gemini,prompt2,Uma mosca na parede,0.9153
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gemini,prompt4,Uma mosca na parede.,0.9038
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gemma3,prompt2,Uma mosca na parede.,0.9038
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gemma3,prompt4,Uma mosca na parede.,0.9038
145,manual_data,metaforicas,a fly on the wall,mosca na parede,gpt,prompt4,gemmaX,sem_prompt,uma mosca na parede,0.8851
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gpt,prompt2,fundo do poço,0.8425
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gpt,prompt4,no fundo do poço,0.8525
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gemini,prompt2,O fundo do poço,0.9075
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gemini,prompt4,Fundo do poço,0.8112
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gemma3,prompt2,O pior que há.,0.8986
149,manual_data,metaforicas,bottom of the barrel,O lixo que sobrou.,gemma3,prompt4,gemmaX,sem_prompt,fundo do barril,0.8403
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gpt,prompt2,desabafar,0.8517
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gpt,prompt4,soltar a pressão,0.7686
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gemini,prompt2,Desabafando,0.8971
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gemma3,prompt2,Desabafar.,0.8904
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gemma3,prompt4,Desanuviar a alma.,0.8271
154,manual_data,metaforicas,blowing off steam,Desabafar,gemini,prompt4,gemmaX,sem_prompt,desabafar,0.8517
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gpt,prompt2,enfrentar a realidade,0.904
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gpt,prompt4,Encarar a realidade.,0.9266
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gemini,prompt2,Arrumar a casa,0.9401
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gemma3,prompt2,Assumir as consequências.,0.8816
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gemma3,prompt4,Assumir as consequências.,0.8816
155,manual_data,metaforicas,face the music,Arrumar a casa.,gemini,prompt4,gemmaX,sem_prompt,face à música,0.8335
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gpt,prompt2,mente sobre a matéria,0.8873
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gpt,prompt4,A mente sobre a matéria.,0.9265
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gemini,prompt2,Mente sobre matéria,0.8722
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gemini,prompt4,A mente sobre a matéria.,0.9265
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gemma3,prompt2,Mente sobre a matéria.,0.8991
159,manual_data,metaforicas,mind over matter,A força de vontade dobra a realidade.,gemma3,prompt4,gemmaX,sem_prompt,mente sobre a matéria,0.8873
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gpt,prompt2,"""Mais um cai.""",0.8719
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gpt,prompt4,Mais um caiu.,0.9474
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gemini,prompt2,Mais um se foi.,0.9322
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gemini,prompt4,Mais um foi pro saco.,0.9031
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gemma3,prompt2,Mais um tomba.,0.9274
163,manual_data,metaforicas,another one bites the dust,Mais um tomou o atalho.,gemma3,prompt4,gemmaX,sem_prompt,Mais um morre,0.9166
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gpt,prompt2,honesto como o dia é longo,0.9031
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gpt,prompt4,honesto como um dia que não tem fim,0.8679
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gemini,prompt2,Honesto como a luz do dia.,0.8868
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gemini,prompt4,Sincero como a luz do dia.,0.8796
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gemma3,prompt2,Honesto como o dia é comprido.,0.8927
167,manual_data,metaforicas,honest as the day is long,Enquanto o dia for longo.,gemma3,prompt4,gemmaX,sem_prompt,honesto como o dia é longo,0.9031
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gpt,prompt2,"""parece um anjo""",0.8509
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gpt,prompt4,"parece um anjo, mas é uma serpente.",0.8846
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gemini,prompt2,Não ter sangue de barata.,0.95
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gemma3,prompt2,Eles não fariam mal a uma mosca.,0.8942
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gemma3,prompt4,Eles não fariam mal a uma pulga.,0.8868
168,manual_data,metaforicas,butter wouldn’t melt in their mouth,Não ter sangue de barata.,gemini,prompt4,gemmaX,sem_prompt,a manteiga não derreteria na boca deles,0.8503
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gpt,prompt2,estar em apuros,0.8888
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gpt,prompt4,estar encrencado,0.8635
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gemini,prompt2,Estar em maus lençóis,0.9367
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gemma3,prompt2,Estar em apuros.,0.9422
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gemma3,prompt4,Encrencar-se.,0.8566
169,manual_data,metaforicas,be in hot water,Estar em maus lençóis.,gemini,prompt4,gemmaX,sem_prompt,estar em apuros,0.8888
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gpt,prompt2,na intuição,0.8474
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gpt,prompt4,na intuição,0.8474
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gemini,prompt2,Na raça.,0.8645
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gemini,prompt4,Na base do improviso,0.8858
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gemma3,prompt2,De improviso.,0.9565
170,manual_data,metaforicas,by the seat of your pants,"De improviso, no fio da navalha.",gemma3,prompt4,gemmaX,sem_prompt,pelo assento de suas calças,0.8226
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gpt,prompt2,zona de conforto,0.9427
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gpt,prompt4,zona de conforto,0.9427
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gemini,prompt2,Zona de conforto,0.9257
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gemini,prompt4,Zona de conforto,0.9257
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gemma3,prompt2,Zona de conforto,0.9257
171,manual_data,metaforicas,comfort zone,Zona de conforto.,gemma3,prompt4,gemmaX,sem_prompt,zona de conforto,0.9427
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gpt,prompt2,dedos cruzados,0.9315
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gpt,prompt4,Dedos cruzados.,0.9526
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gemini,prompt2,Dedos cruzados,0.9058
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gemini,prompt4,Dedos cruzados.,0.9526
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gemma3,prompt2,Com sorte.,0.9089
173,manual_data,metaforicas,fingers crossed,Com os dedos cruzados.,gemma3,prompt4,gemmaX,sem_prompt,cruzando os dedos,0.9556
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gpt,prompt2,tanque de guerra.,0.84
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gpt,prompt4,maluco de pedra,0.8046
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gemini,prompt2,Louco como um chapeleiro.,0.8228
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gemini,prompt4,Louco como um chapeleiro.,0.8228
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gemma3,prompt2,Louco como um louco.,0.8236
175,manual_data,metaforicas,as mad as a hatter,Enlouquecer.,gemma3,prompt4,gemmaX,sem_prompt,louco como um chapeleiro,0.7783
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gpt,prompt2,"""Estalando o chicote""",0.8121
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gemini,prompt2,Mandando no pedaço,0.7952
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gemini,prompt4,Bater o chicote.,0.8173
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gemma3,prompt2,Endurecer as rédeas.,0.8743
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gemma3,prompt4,Apurar as contas.,0.795
176,manual_data,metaforicas,cracking the whip,puxar as rédeas,gpt,prompt4,gemmaX,sem_prompt,quebrando o chicote,0.8109
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gpt,prompt2,tão fácil quanto tirar peixe do barril,0.7579
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gpt,prompt4,mais fácil que tirar doce de criança,0.7676
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gemini,prompt2,Tão fácil quanto atirar em peixes num barril.,0.779
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gemini,prompt4,Tão fácil quanto tirar doce de criança.,0.7887
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gemma3,prompt2,Fácil como roubar doces de um bebê.,0.7912
178,manual_data,metaforicas,as easy as shooting fish in a barrel,Moleza.,gemma3,prompt4,gemmaX,sem_prompt,Tão fácil como atirar em peixes num barril,0.7537
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gpt,prompt2,formiga na calça,0.8573
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gpt,prompt4,Inquietação.,0.8373
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gemini,prompt2,Bichos-carpinteiros no traseiro.,0.8368
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gemini,prompt4,Bichos carpinteiros.,0.8615
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gemma3,prompt2,Nervos à flor da pele,0.8367
180,manual_data,metaforicas,ants in your pants,Pulando a fralda.,gemma3,prompt4,gemmaX,sem_prompt,formigas nas calças,0.825
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gpt,prompt2,pé frio,0.9091
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gemini,prompt2,Pé frio,0.9216
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gemini,prompt4,Pés frios.,0.8306
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gemma3,prompt2,Falta de coragem,0.7979
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gemma3,prompt4,Frio nos pés.,0.8102
183,manual_data,metaforicas,cold feet,pé atrás,gpt,prompt4,gemmaX,sem_prompt,pés frios,0.8006
185,manual_data,metaforicas,cat's out of the bag,A verdade veio à tona.,gemma3,prompt4,gpt,prompt2,O gato saiu do saco.,0.867
185,manual_data,metaforicas,cat's out of the bag,A verdade veio à tona.,gemma3,prompt4,gpt,prompt4,O segredo foi revelado.,0.9291
