ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
dead in the water,"Sem perspectiva.
",No prospects.,56,48,493,598,652,562,362,2771
bite the big one,"Explodir
",To explode,56,48,456,673,627,625,366,2851
buy a lemon,"Compre uma limão.
",Buy a lemon.,1,48,185,231,170,8,1,644
get a second wind,"Ter uma nova energia.
",To have new energy.,56,48,399,540,532,258,171,2004
He is working on his laptop.,Ele está trabalhando em seu laptop.,He is working on his laptop.,1,1,4,186,6,257,1,456
clear as mud,Tão claro quanto lodo.,As clear as mud.,10,48,250,275,155,433,81,1252
different strokes for different folks,Cada um tem seu jeito.,Everyone has their own way.,56,48,436,493,514,47,128,1722
She had a cup of soup for lunch.,Ela tomou uma sopa no almoço.,She had soup for lunch.,16,42,81,391,296,37,1,864
cast the first stone,Atire a primeira pedra.,Let the one among you who is without sin cast the first stone.,35,47,294,530,486,648,223,2263
call a spade a spade,Chamar as coisas pelos seus nomes.,Calling things by their names.,56,48,472,580,654,81,83,1974
a ray of hope,Um raio de esperança,A ray of hope,1,48,4,92,126,126,1,398
They are painting the walls of their house.,"Eles estão pintando as paredes de sua casa.
",They are painting the walls of their house.,1,1,3,154,96,135,1,391
crash course,Curso intensivo,Intensive course,34,48,288,515,424,147,38,1494
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,1,1,3,207,45,55,1,313
an arm and a leg,"Um braço e uma perna.
",An arm and a leg.,1,30,103,32,337,9,1,513
breaking the mold,"Quebrando o molde.
","Breaking the mold.
",1,48,182,212,240,355,66,1104
caught red-handed,"Flagrado de mão cheia.
",Caught red-handed.,1,48,137,7,306,493,219,1211
blood from a stone,Leite de pedra.,Stone milk,43,48,331,670,612,376,343,2423
beyond the pale,Fora dos limites aceitáveis.,Outside acceptable limits.,56,48,425,541,519,299,30,1918
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the forest.,1,1,3,46,62,365,1,479
blood runs thicker than water,"O sangue é mais grosso que a água.
",Blood is thicker than water.,13,48,141,346,263,30,1,842
follow your nose,Siga seu nariz.,Follow your nose.,1,48,176,232,180,633,13,1283
hard nut to crack,"Pessoa difícil de lidar.
",Difficult person.,56,48,398,596,572,443,275,2388
an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale mais que uma libra de cura.,An ounce of prevention is worth a pound of cure.,1,5,23,226,214,163,1,633
come apart at the seams,"Desmoronar, desmantelar-se, desintegrar-se.
","To collapse, to dismantle, to disintegrate.",56,48,432,473,649,551,262,2471
She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,She is arranging flowers in a vase.,1,1,4,54,81,114,1,256
They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,They went shopping for new clothes.,1,1,3,107,5,149,1,267
big league,Grandes ligas,Major Leagues,56,48,273,348,388,156,112,1381
She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,She is packing her suitcase for a trip.,1,1,3,37,120,203,1,366
She attended a conference last week.,Ela compareceu a uma conferência na semana passada.,She attended a conference last week.,1,1,3,97,12,348,1,463
all that glitters is not gold,Nem tudo que reluz é ouro.,All that glitters is not gold.,1,22,61,6,37,446,62,635
rain on your parade,Estragar seus planos.,To ruin your plans.,46,48,434,586,538,539,243,2434
as stubborn as a mule,Teimoso como uma mula.,Stubborn as a mule.,7,48,248,361,387,546,125,1722
fall on deaf ears,Cair em ouvidos moucos.,To fall on deaf ears.,7,30,208,294,360,545,266,1710
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is preparing dinner for the guests.,1,1,3,141,129,185,1,461
He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,He is writing an essay for school.,1,1,3,75,65,67,1,213
beating a dead horse,"Bater em um cavalo morto.
",Beating a dead horse.,1,48,107,239,419,624,183,1621
keep your eyes peeled,"Fique de olho.
",Keep an eye out.,46,48,344,365,399,288,55,1545
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother in the hospital.,1,1,3,220,115,207,1,548
caught in the crossfire,No fogo cruzado,In the crossfire,10,48,198,415,406,603,248,1928
a blessing in disguise,"Uma bênção disfarçada.
",A blessing in disguise.,1,48,136,49,228,234,1,697
bending over backwards,Fazer de tudo para agradar.,"Go out of one's way to please.
",56,48,467,647,678,500,355,2751
He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",He is drawing in his sketchbook.,1,1,3,112,72,316,2,507
a new lease on life,Um novo fôlego de vida.,A breath of fresh life.,39,48,352,457,485,113,113,1607
climbing the ladder,Subindo a escada,Going up the stairs,45,48,265,426,447,167,23,1421
a rolling stone gathers no moss,"Pedra em movimento não junta musgo.
",A rolling stone gathers no moss.,1,22,89,209,293,447,69,1130
better half,"metade querida
",darling half,34,48,280,565,548,581,274,2330
He is eating dinner with his family.,Ele está jantando com sua família.,He is having dinner with his family.,10,24,27,289,210,571,12,1143
in the bag,"Na mão.
",In hand.,40,48,412,528,520,630,294,2472
dead as a doornail,Morto como uma pedra.,Dead as a doornail.,1,48,115,3,284,672,196,1319
She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,She is playing with her children in the garden.,1,1,5,215,135,124,1,482
I am playing video games in my room.,"Estou jogando videogame no meu quarto.
",I'm playing video games in my room.,9,8,34,200,166,45,1,463
cut to the chase,Venha ao ponto.,Get to the point.,34,48,377,462,496,461,174,2052
cut the mustardcross that bridge when you come to it,Resolva isso quando chegar a hora.,Deal with it when the time comes.,55,48,386,608,567,468,309,2441
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,203,22,175,1,405
He is going to the post office.,Ele vai para o correio.,He's going to the post office.,10,13,64,241,277,414,8,1027
bare your soul,"Desabafar a alma.
",To vent one's soul.,46,48,333,597,507,608,251,2390
bad blood,"Rancor.
",Resentment.,56,48,459,520,608,620,328,2639
She is playing piano in the evening.,Ela está tocando piano à noite.,She is playing the piano at night.,32,48,128,309,315,262,1,1095
go down in flames,"Réu em chamas.
",Defendant ablaze.,56,48,371,484,605,679,370,2613
get your ducks in a row,"Colocar tudo em ordem.
",Get everything in order.,40,48,413,483,560,232,164,1940
They cleaned the house on Saturday.,Eles limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,2,59,94,170,1,328
at death's door,À beira da morte.,On the brink of death.,47,48,368,432,488,448,50,1881
cut the mustard,"Não corresponder ao padrão.
",Does not match the pattern.,46,48,440,671,657,430,199,2491
by the book,"Pelo livro.
",By the book.,1,48,170,51,326,465,38,1099
She played cards with her friends.,Ela jogou cartas com seus amigos.,She played cards with her friends.,1,1,2,227,70,253,1,555
an old flame,Um amor do passado,A past love,56,48,310,526,549,261,46,1796
They are reading a novel by the fireplace.,Eles estão lendo um romance junto à lareira.,They are reading a novel by the fireplace.,1,1,3,183,112,325,1,626
caught between a rock and a hard place,Entre a cruz e a espada.,Between the cross and the sword.,45,48,358,672,609,326,321,2379
a sinking ship,Um navio afundando,A sinking ship,1,48,3,55,161,171,1,440
drive me up the wall,Me tirar do sério.,To get under my skin.,56,48,442,519,676,686,360,2787
I called my friend last night.,"Eu liguei para meu amigo ontem à noite.
",I called my friend last night.,1,1,3,160,39,102,1,307
burn the candle at both ends,"Gastar as duas pontas da vela.
",To burn both ends of the candle.,36,48,237,401,451,656,214,2043
They are attending a concert tonight.,"Eles estão indo a um show hoje à noite.
",They are going to a concert tonight.,17,39,80,334,260,237,1,968
bite the bullet,Engolir o sapo.,Swallow the frog.,43,48,321,644,585,660,295,2596
chase your tail,Correr atrás do próprio rabo.,Chasing your own tail.,31,48,238,379,408,464,153,1721
cool as a cucumber,Calmo como uma pepino.,Calm as a cucumber.,18,48,157,353,458,310,86,1430
don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,Don't put all your eggs in one basket.,1,9,52,10,201,231,1,505
black as coal,Preto como carvão.,Black as coal.,1,48,159,229,89,265,1,792
ants in your pants,"Agitação.
",Restlessness.,56,48,501,529,663,661,385,2843
don't bite the hand that feeds you,"Não morda a mão que o alimenta.
",Don't bite the hand that feeds you.,1,14,41,113,308,77,1,555
live to fight another day,Viver para lutar outro dia.,To live to fight another day.,5,22,215,354,317,389,95,1397
cat's meow,"O auê.
","What's the commotion?
",45,48,507,625,563,682,375,2845
by the book,"Pelo livro.
",By the book.,1,48,170,51,327,465,38,1100
by the skin of your teeth,"Por pouco.
",By a hair.,48,48,361,637,681,677,356,2808
busy as a bee,Ocupado que nem uma abelha.,Busy as a bee.,1,48,138,193,357,529,132,1398
calm before the storm,"A calmaria antes da tempestade.
",The calm before the storm.,7,30,188,344,225,220,38,1052
She visited the art gallery on Sunday.,"Ela visitou a galeria de arte no domingo.
",She visited the art gallery on Sunday.,1,1,3,117,110,125,1,358
They went to a restaurant for dinner.,Eles foram a um restaurante para jantar.,They went to a restaurant to have dinner.,15,28,36,288,202,119,38,726
all thumbs,Desajeitado/a,Clumsy,56,48,420,611,628,604,358,2725
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,1,1,3,78,119,313,1,516
bend the rules,Contornar as regras,Circumvent the rules,26,48,277,382,421,615,141,1910
bring to the table,"Trazer para a mesa / Contribuir com / Agregar / Oferecer.
",Bring to the table / Contribute / Add / Offer,20,48,275,513,511,576,307,2250
crash and burn,Queimar por terra,"Burn it all down.
",45,48,439,477,522,535,149,2215
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They are playing chess at the table.,1,1,3,150,143,58,1,357
bare bones,"No essencial.
","Essentially.
",56,48,485,654,578,671,381,2873
an uphill battle,Uma batalha árdua,A hard-fought battle,45,48,254,448,371,532,279,1977
cast a shadow,Lançar uma sombra,To cast a shadow,10,48,162,398,353,480,76,1527
She is watching the stars at night.,Ela está observando as estrelas à noite.,She is watching the stars at night.,1,1,3,64,80,484,1,634
don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,Don't put all your eggs in one basket.,1,9,135,91,207,249,1,693
face the music,"Assumir as consequências.
",Face the consequences.,26,48,313,571,475,421,93,1947
She is practicing yoga in the park.,Ela está praticando yoga no parque.,She is practicing yoga in the park.,1,1,3,177,53,38,1,274
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,169,29,196,1,400
hit the books,Estudar bastante,Study hard.,56,48,438,560,505,424,137,2168
close shave,"Aperto por pouco.
",Barely made it.,56,48,502,627,679,640,326,2878
a leopard can't change its spots,Um leopardo não muda suas manchas.,A leopard doesn't change its spots.,10,48,120,326,297,304,15,1120
couch potato,Preguiçoso de sofá,Couch potato,1,48,3,285,417,534,235,1523
She walked to the store.,"Ela caminhou até a loja.
",She walked to the store.,1,1,3,56,118,199,1,379
like riding a bike,"Como andar de bicicleta.
",How to ride a bike.,37,48,267,505,443,65,1,1366
They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,They are playing volleyball on the beach.,10,31,11,284,191,61,1,589
He is playing soccer with his friends.,"Ele está jogando futebol com seus amigos.
",He is playing soccer with his friends.,1,1,3,147,38,243,1,434
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,48,124,72,307,72,1,625
barking up the wrong tree,Procurando na lagoa errada.,Looking in the wrong pond.,39,48,305,564,576,544,330,2406
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,1,1,3,15,101,214,1,336
pull the plug,"Desligar o aparelho.
",Turn off the device.,45,48,317,478,439,5,1,1333
beat a hasty retreat,Dar um fora rápido.,To shut someone down quickly.,56,48,393,554,611,632,303,2597
I went to the store to buy some bread.,"Eu fui à loja comprar pão.
",I went to the store to buy bread.,2,10,12,318,212,62,1,617
butterflies in my stomach,"Borboletas no estômago.
",Butterflies in my stomach.,1,48,101,146,427,409,9,1141
come up against a brick wall,Encontrar uma barreira intransponível.,To encounter an insurmountable barrier.,56,48,389,511,542,172,175,1893
smooth sailing,"Náutica tranquila
",Tranquil sailing,34,48,257,394,329,19,38,1119
She is sending a letter to her friend.,"Ela está enviando uma carta para sua amiga.
",She is sending a letter to her friend.,1,1,3,69,139,75,1,289
He is checking his email.,Ele está verificando seu e-mail.,He is checking his email.,1,1,3,21,17,181,1,225
an uphill battle,"Uma luta difícil.
",A difficult fight.,56,48,314,463,366,84,39,1370
make waves,"Causar sensação.
",To make a splash.,43,48,334,490,534,520,253,2222
bury the hatchet,Enterrar o machado.,Bury the hatchet.,1,48,131,108,414,641,162,1505
as good as gold,Que bom moço,Good boy,43,48,460,668,556,120,379,2274
She is putting on her shoes.,"Ela está calçando os sapatos.
",She is putting on her shoes.,1,1,4,22,84,160,1,273
built like a tank,"Forte como um tanque.
",Strong as a tank.,34,48,266,439,379,97,92,1355
hit the sack,Ir para a cama,Go to bed.,56,48,445,645,545,204,300,2243
burst your bubble,"Estourar sua bolha.
",Pop your bubble.,26,48,227,381,450,649,177,1958
He is going for a bike ride.,"Ele vai dar uma volta de bicicleta.
",He's going for a bike ride.,10,13,48,255,211,350,1,888
bite the dust,Ir para o beleléu.,To go to the dogs.,46,48,408,657,673,676,388,2896
falling apart at the seams,"Desmoronando aos pedaços.
",Falling apart.,31,48,297,424,497,543,187,2027
They are jogging through the park.,"Eles estão correndo no parque.
",They are running in the park.,26,48,168,384,384,322,1,1333
backseat driver,"Motorista rabugento/chato/intrometido.
",Grumpy/cranky/nosy driver.,43,48,369,638,690,467,340,2595
a blessing in disguise,Uma bênção disfarçada.,A blessing in disguise.,1,48,136,49,228,200,1,663
back against the wall,"Encurralado.
",Cornered.,56,48,486,610,650,638,324,2812
blue collar,Colarinho azul,Blue-collar,1,48,161,128,411,560,135,1444
kill two birds with one stone,Matar dois coelhos com uma cajadada só.,To kill two birds with one stone.,4,14,142,335,324,488,111,1418
at the drop of a hat,"De repente, num piscar de olhos.","Suddenly, in the blink of an eye.",44,48,409,587,569,375,155,2187
by a hair's breadth,Por uma distância mínima/Por pouco/Por um triz,By a hair's breadth,1,48,3,290,340,659,322,1663
They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,They are planning a trip to Europe.,1,1,4,181,46,173,1,407
big picture,O quadro geral,The big picture,14,48,181,281,198,212,1,935
beat around the bush,"Enrolar a palha.
",To beat around the bush.,7,30,210,397,425,690,283,2042
cast in stone,"Escrito em pedra.
",In stone.,14,48,285,435,370,613,244,2009
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,103,69,218,1,395
She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,She cleaned the kitchen after dinner.,1,1,3,88,68,138,1,300
He traveled to Paris last year.,Ele viajou para Paris no ano passado.,He traveled to Paris last year.,1,1,3,145,11,321,1,483
face like thunder,Com a carranca de trovão.,With a thunderous scowl.,56,48,391,438,636,617,289,2475
I am learning how to cook.,"Estou aprendendo a cozinhar.
",I'm learning to cook.,21,48,133,234,247,89,1,773
She is wearing a red dress.,Ela está vestindo um vestido vermelho.,She is wearing a red dress.,1,1,3,139,7,182,1,334
come rain or shine,Mesmo que chova ou faça sol.,Even if it rains or shines.,50,48,353,480,380,250,38,1599
get the ball rolling,Começar.,Start.,56,48,454,635,607,550,367,2717
He went to the gym for a workout session.,"Ele foi à academia para uma sessão de treino.
",He went to the gym for a workout.,2,4,16,351,216,319,1,909
He is drinking tea in the morning.,Ele está bebendo chá de manhã.,He is drinking tea in the morning.,1,1,3,77,97,178,1,358
They enjoyed a family dinner together.,Eles desfrutaram de um jantar em família juntos.,They enjoyed a family dinner together.,1,1,3,135,58,295,1,494
They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,They are playing basketball in the backyard.,10,11,42,300,245,90,38,736
"blood, sweat, and tears","Sangue, suor e lágrimas","Blood, sweat, and tears.",1,22,82,115,95,21,1,337
flying high,Voando alto,Soaring high,34,48,134,393,536,502,110,1757
bring home the bacon,Ganhar o pão de cada dia.,Earn one's daily bread.,56,48,374,558,645,440,209,2330
give someone the cold shoulder,Ignorar alguém,Ignore someone.,45,48,378,585,547,572,57,2232
bite your tongue,"Morda a língua.
",Bite your tongue.,1,48,165,240,278,578,108,1418
all in a day's work,Faz parte do trabalho.,It's part of the job.,52,48,424,499,468,46,1,1538
eyes in the back of your head,Ter olhos nas costas,To have eyes in the back of one's head.,24,39,249,404,489,426,180,1811
He ate his breakfast quickly.,Ele comeu o café da manhã rapidamente.,He ate breakfast quickly.,7,48,43,295,177,392,1,963
back on your feet,"De volta aos seus pés.
",Back at your feet.,18,48,206,352,274,599,238,1735
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat, and tears.",1,22,82,115,108,10,1,339
They are driving to the countryside.,Eles estão dirigindo para o campo.,They are driving to the countryside.,1,1,2,158,160,363,1,686
She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,She cooked dinner for her family.,1,1,3,142,49,146,1,343
ace in the hole,Ás na manga,Ace up my sleeve,46,48,376,525,661,647,301,2604
hard as nails,Duro que só.,Tough as nails.,26,48,219,330,345,658,151,1777
kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
",To kill two birds with one stone.,4,14,142,335,325,478,130,1428
black and blue,"Roxo e azul.
",Purple and blue.,26,48,251,446,330,353,1,1455
how the cookie crumbles,Como as coisas acontecem.,Things happen.,56,48,447,605,575,668,350,2749
He played video games all evening.,Ele jogou videogame a noite toda.,He played video games all night.,12,20,35,278,157,105,1,608
all bark and no bite,"Muito barulho, pouca mordida.
",Much ado about nothing.,56,48,401,559,570,583,354,2571
beef up,Reforçar,Strengthen,56,48,480,583,670,491,333,2661
be on cloud nine,"Estar nas nuvens.
",To be over the moon.,47,48,383,509,587,687,353,2614
They traveled to the mountains for vacation.,Eles viajaram para as montanhas para as férias.,They traveled to the mountains for vacation.,1,1,3,182,54,371,1,613
They went on a road trip last summer.,"Eles fizeram uma viagem de carro no verão passado.
",They took a road trip last summer.,15,21,29,324,218,268,1,876
clear the air,Esclarecer a situação,Clarify the situation.,43,48,381,442,482,453,66,1915
cat got your tongue,O gato comeu sua língua?,Did the cat eat your tongue?,30,48,292,574,435,121,32,1532
as busy as a bee,"Atarefado como uma abelha.
",Busy as a bee.,7,48,252,375,437,474,182,1775
They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",They are visiting their friends in the city.,1,1,3,124,63,217,1,410
come out of your shell,"Saia da sua concha.
",Come out of your shell.,1,30,114,76,215,439,87,962
a storm in a teacup,Uma tempestade num copo d'água.,A storm in a teacup.,1,30,110,262,290,157,7,857
a tower of strength,Uma torre de força,A power tower,31,48,278,489,449,22,73,1390
all's fair in love and war,Tudo é justo no amor e na guerra.,All's fair in love and war.,1,22,79,189,169,222,1,683
She is doing her hair in front of the mirror.,Ela está fazendo o cabelo em frente ao espelho.,She's doing her hair in front of the mirror.,6,3,20,257,264,318,34,902
all the world's a stage,O mundo inteiro é um palco.,All the world's a stage.,1,30,88,138,208,112,1,578
"if the shoe fits, wear it","Se o sapato serve, use-o.
","If the shoe fits, wear it.",1,14,73,17,236,494,104,939
They have three children.,Eles têm três filhos.,They have three children.,1,1,3,123,3,44,1,176
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is preparing for a job interview.,1,1,3,110,34,228,1,378
They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,They had a barbecue in the backyard.,1,1,3,127,86,187,1,406
bite the bullet,"Engolir o veneno.
",Swallow the poison.,43,48,311,531,554,377,116,1980
They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,They went hiking in the mountains.,1,1,3,195,83,166,1,450
keep your chin up,Mantenha a cabeça erguida.,Keep your head up.,18,48,209,316,352,247,38,1228
cut from the same cloth,"Costurados no mesmo molde.
",Cut from the same cloth.,1,30,112,244,368,610,53,1418
full plate,Prato cheio,A real feast,56,48,357,498,594,594,276,2423
alive and kicking,"Vivo e bem.
",I'm doing well.,56,48,505,584,630,368,190,2381
a place in the sun,"Um lugar ao sol.
",A place in the sun.,1,30,122,165,242,270,1,831
They went to the zoo with the kids.,Eles foram ao zoológico com as crianças.,They went to the zoo with the children.,9,7,10,307,232,141,1,707
I took a photo of the beautiful sunset.,"Eu tirei uma foto do lindo pôr do sol.
",I took a picture of the beautiful sunset.,9,23,7,299,219,339,20,916
bad egg,O ovo estragado,The rotten egg,40,48,270,458,461,291,38,1606
back to square one,De volta à estaca zero.,Back to square one.,1,48,130,94,163,79,1,516
break the ice,Quebrar o gelo,Break the ice,1,48,3,258,235,219,1,765
The train arrived at the station on time.,O trem chegou à estação no horário.,The train arrived at the station on time.,1,1,3,66,36,69,1,177
She took a nap after lunch.,Ela tirou uma soneca depois do almoço.,She took a nap after lunch.,1,1,2,179,24,381,1,589
He is watering the plants.,Ele está regando as plantas.,He is watering the plants.,1,1,3,67,142,345,1,560
at the helm,"No comando.
",In command.,56,48,382,405,535,629,250,2305
The dog is playing outside.,"O cachorro está brincando lá fora.
",The dog is playing outside.,1,1,3,87,79,34,1,206
coming full circle,"Voltando ao ponto de partida.
",Back to square one.,56,48,430,549,544,429,192,2248
hold your horses,"Calma!
",Calm down!,56,48,484,552,579,605,240,2564
as smooth as silk,Liso como seda.,Smooth as silk.,10,48,234,327,276,331,37,1263
a shot in the dark,"Um palpite no escuro.
",A shot in the dark.,1,30,127,34,294,479,33,998
burst at the seams,"Transbordando.
",Overflowing.,56,48,360,502,667,579,325,2537
They went to a concert last night.,"Eles foram a um show ontem à noite.
",They went to a show last night.,10,31,28,369,275,223,38,974
cat got your tongue,O gato comeu a sua língua?,Did the cat eat your tongue?,30,48,292,574,442,148,31,1565
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having a discussion in the classroom.,1,1,3,133,50,133,1,322
behind the eight ball,"Em apuros, numa enrascada, em uma situação difícil.
","In trouble, in a fix, in a difficult situation.",56,48,468,669,687,600,390,2918
She is painting a picture on the canvas.,Ela está pintando um quadro em tela.,She is painting a picture on canvas.,3,16,47,277,209,276,1,829
against the grain,Contra a corrente,Against the current,26,48,304,536,480,449,163,2006
She is typing on her computer.,Ela está digitando no computador dela.,She is typing on her computer.,1,1,2,27,25,224,1,281
left out in the cold,"Deixado de lado.
",Set aside.,56,48,403,506,656,328,191,2188
don't judge a book by its cover,"Não julgue um livro pela capa.
",Don't judge a book by its cover.,1,14,54,24,188,6,1,288
bend over backward,Fazer o possível e o impossível.,To move heaven and earth.,56,48,421,659,682,694,391,2951
back to the grind,De volta à rotina.,"Back to routine.
",31,48,293,449,301,1,100,1223
let sleeping dogs lie,Não perturbe a paz.,Do not disturb the peace.,56,48,458,614,600,85,255,2116
a snowball's chance in hell,"Uma chance mínima.
",A slim chance.,38,48,392,555,537,587,261,2418
fighting a losing battle,Lutar uma batalha perdida,To fight a losing battle.,27,48,204,395,386,422,38,1520
a fish out of water,"Um peixe fora d'água.
",A fish out of water.,1,30,98,173,243,16,1,562
hit the ground running,"Começar com tudo.
",Start with everything.,56,48,450,658,615,406,260,2493
heart of stone,Coração de pedra,Heart of stone,1,48,3,256,244,137,1,690
He took a walk in the park.,Ele deu uma caminhada no parque.,He took a walk in the park.,1,1,3,225,43,294,1,568
They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",They are enjoying a cup of coffee together.,1,1,4,96,87,176,1,366
I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,I made myself a cup of tea.,15,40,70,388,239,54,1,807
cooking up a storm,"Cozinhando sem parar.
",Cooking non-stop.,45,48,429,557,550,436,287,2352
fall through the cracks,Passar despercebido,To go unnoticed,56,48,375,523,610,557,208,2377
bend over backwards,"Fazer de tudo, contorcer-se, ir longe demais.","Go to any lengths, bend over backwards, push the boundaries.",36,48,284,488,591,675,348,2470
dance with the devil,"Dançar com o diabo.
",To dance with the devil.,7,30,232,372,378,143,70,1232
dark horse,Cavalo escuro,Dark horse,1,48,2,317,196,165,1,730
She enjoys walking in the park.,Ela gosta de caminhar no parque.,She likes to walk in the park.,29,43,92,329,265,154,1,913
go the extra mile,Ir além do esperado.,Go above and beyond.,46,48,422,527,472,483,41,2039
He is looking out the window at the rain.,"Ele está olhando pela janela para a chuva.
",He is looking out the window at the rain.,1,1,3,192,104,278,1,580
feeling under the weather,Me sentindo meio mal.,"Feeling a bit under the weather.
",14,48,231,339,420,575,220,1847
bridge the gap,Superar a diferença,Overcome the difference,43,48,299,469,456,410,38,1763
clear as crystal,Claro como água.,Clear as water.,26,48,271,521,300,64,28,1258
actions speak louder than words,"As ações falam mais alto que as palavras.
",Actions speak louder than words.,1,30,108,31,158,29,1,358
cutting corners,Fazer gambiarras,To MacGyver something,56,48,482,676,684,664,396,3006
cost an arm and a leg,"Custar os olhos da cara.
",Cost an arm and a leg.,1,22,76,28,339,684,167,1317
a far cry,"Um abismo.
",An abyss.,56,48,419,620,593,387,236,2359
carry the torch,"Carregar a tocha.
",Carry the torch.,1,48,177,196,363,595,63,1443
chew the fat,"Bater um papo.
",Have a chat.,56,48,463,633,597,486,376,2659
at a snail's pace,Num ritmo de lesma.,At a snail's pace.,1,48,86,168,310,266,21,900
He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,He's taking a nap on the couch.,9,8,30,254,184,330,4,819
dressed to kill,"Arrumado(a) para impressionar.
",Dressed to impress.,26,48,296,573,459,490,285,2177
all in your head,Tudo na sua cabeça.,It's all in your head.,14,30,242,308,291,17,1,903
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He is writing a story for school.,1,1,3,74,59,309,1,448
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a picture of a landscape.,1,1,3,221,61,229,1,517
banging your head against a brick wall,"Bater a cabeça na parede.
",To bang your head against the wall.,32,48,218,403,385,281,91,1458
She is visiting her grandmother in the hospital.,Ela está visitando sua avó no hospital.,She is visiting her grandmother in the hospital.,1,1,3,121,140,153,1,420
She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",She had a meeting with her boss.,1,1,3,214,138,130,1,488
She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,She is knitting a scarf for winter.,1,1,3,23,148,226,1,403
She took the train to the city.,"Ela pegou o trem para a cidade.
",She took the train to the city.,1,1,3,129,144,35,1,314
break a leg,"Boa sorte!
",Good luck!,56,48,514,675,635,305,181,2414
They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,They are taking pictures in front of the monument.,1,1,3,136,35,209,1,386
They went for a walk in the park.,Eles foram passear no parque.,They went for a walk in the park.,1,1,3,171,33,100,1,310
below the belt,"Péssimo, traiçoeiro, golpe abaixo.
","Awful, treacherous, a low blow.",56,48,455,666,660,611,361,2857
caught red-handed,Flagrado em flagrante,Caught red-handed,1,48,4,4,269,566,204,1096
make a mountain out of a molehill,"Fazer uma montanha de um grão de areia.
",To make a mountain out of a molehill.,3,9,118,304,282,518,193,1427
burning bridges,Queimar pontes,To burn bridges,40,48,211,392,453,307,38,1489
burn a hole in your pocket,Comer o bolso.,"To cost an arm and a leg.
",53,48,466,632,662,631,313,2805
He is waiting for the bus.,Ele está esperando o ônibus.,He is waiting for the bus.,1,1,3,114,128,383,1,631
better safe than sorry,Mais vale prevenir do que remediar.,Prevention is better than cure.,37,48,339,566,477,284,45,1796
burnt to a crisp,"Queimado até virar carvão.
",Burned to a crisp.,18,48,194,118,372,435,165,1350
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are doing laundry in the basement.,1,1,3,73,111,145,1,335
as light as a feather,Leve como uma pena.,Light as a feather.,7,48,247,310,438,393,147,1590
as fit as a fiddle,"Em perfeita forma.
",In perfect shape.,56,48,446,507,528,450,157,2192
They are going for a run in the morning.,Eles vão correr de manhã.,They will run in the morning.,25,38,214,422,428,397,47,1571
