ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She is walking through the forest.,Ela está andando pela floresta.,She's walking through the forest.,10,21,73,319,363,505,1,1292
blood runs thicker than water,O sangue é mais espesso do que a água,Blood is thicker than water,12,50,62,468,311,140,1,1044
follow your nose,siga o seu nariz,follow your nose,1,50,3,372,38,537,53,1054
hard nut to crack,um problema difícil de resolver,a difficult problem to solve,42,50,338,611,563,10,11,1625
an ounce of prevention is worth a pound of cure,uma onça de prevenção vale uma libra de cura,an ounce of prevention is worth a pound of cure,1,1,3,195,299,170,53,722
come apart at the seams,desfazer-se nas costuras,come apart at the seams,1,1,3,22,195,495,117,834
She is arranging flowers in a vase.,Ela está organizando flores em um vaso.,She is arranging flowers in a vase.,1,1,4,57,169,100,1,333
They went shopping for new clothes.,Eles foram comprar roupas novas.,They went to buy new clothes.,21,50,136,471,360,165,53,1256
big league,big league,big league,1,50,4,400,8,610,296,1369
She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,She's packing her suitcase for a trip.,8,10,30,328,352,135,1,864
She attended a conference last week.,Ela participou de uma conferência na semana passada.,She attended a conference last week.,1,1,3,108,73,281,1,468
all that glitters is not gold,Nem tudo o que brilha é ouro,Not everything that glitters is gold,21,50,167,540,269,395,40,1482
rain on your parade,chuva no seu desfile,rain on your parade,1,1,3,264,146,396,1,812
as stubborn as a mule,tão teimoso quanto uma mula,as stubborn as a mule,1,1,3,6,206,389,63,669
fall on deaf ears,cair em ouvidos surdos,fall on deaf ears,1,1,3,7,181,560,165,918
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is preparing dinner for the guests.,1,1,3,151,236,143,1,536
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He's writing an essay for school.,9,14,139,343,332,66,1,904
beating a dead horse,bater num cavalo morto,beating a dead horse,1,1,3,137,300,585,138,1165
keep your eyes peeled,Fique de olho,Keep an eye on it,42,50,341,547,577,240,194,1991
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother in the hospital.,1,1,3,239,223,166,1,634
caught in the crossfire,apanhado no fogo cruzado,caught in the crossfire,1,1,3,15,149,487,24,680
a blessing in disguise,uma bênção disfarçada,a blessing in disguise,1,1,3,130,198,270,1,604
bending over backwards,fazer o impossível,do the impossible,45,50,351,634,665,393,275,2413
He is drawing in his sketchbook.,Ele está desenhando em seu caderno de esboços.,He's drawing in his sketchbook.,10,21,190,370,334,254,1,1180
a new lease on life,um novo ânimo para a vida,a new zest for life,26,50,287,565,621,343,80,1972
climbing the ladder,subindo a escada,climbing the stairs,21,50,185,476,539,243,1,1515
a rolling stone gathers no moss,Uma pedra rolante não acumula musgo,A rolling stone gathers no moss,1,8,3,101,370,304,71,858
better half,melhor metade,the better half,13,50,238,263,434,318,53,1369
He is eating dinner with his family.,Ele está jantando com sua família.,He's having dinner with his family.,19,32,143,431,453,568,58,1704
in the bag,na bolsa,in the bag,1,50,3,254,272,604,263,1447
dead as a doornail,morto como um prego na porta,killed like a nail in the door,43,50,280,542,622,584,295,2416
She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,She is playing with her children in the garden.,1,1,5,231,244,86,1,569
I am playing video games in my room.,Estou jogando videogame no meu quarto.,I'm playing video games in my room.,8,10,27,212,288,36,1,582
cut to the chase,cut to the chase,cut to the chase,1,1,5,71,49,633,244,1004
cut the mustardcross that bridge when you come to it,cut the mustardcross that bridge when you come to it,cut the mustardcross that bridge when you come to it,1,1,4,269,391,644,287,1597
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,216,100,131,1,452
He is going to the post office.,Ele está indo para a agência dos correios.,He's going to the post office.,9,14,77,278,405,202,1,986
bare your soul,despe a tua alma,empty your soul,21,50,204,585,542,565,260,2227
bad blood,sangue ruim,bad blood,1,50,3,312,64,457,1,888
She is playing piano in the evening.,Ela está tocando piano à noite.,She's playing the piano at night.,34,50,222,441,488,196,1,1432
go down in flames,ir para as chamas,go into the flames,30,50,239,474,515,601,214,2123
get your ducks in a row,get your ducks in a row,get your ducks in a row,1,1,2,87,208,624,184,1107
They cleaned the house on Saturday.,Limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,2,63,238,483,14,802
at death's door,à beira da morte,at the brink of death,32,50,316,533,594,480,126,2131
cut the mustard,cortar a mostarda,cut the mustard,1,50,4,315,160,459,1,990
by the book,de acordo com o livro,according to the book,27,50,284,546,574,338,1,1820
She played cards with her friends.,Ela jogava cartas com seus amigos.,She played cards with her friends.,1,1,2,248,186,188,1,627
an old flame,uma antiga paixão,an old passion,21,50,213,570,523,9,56,1442
They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,They are reading a novel by the fireplace.,1,1,3,191,246,274,1,717
caught between a rock and a hard place,Preso entre uma rocha e um lugar difícil,Stuck between a rock and a hard place,8,3,14,428,441,430,151,1475
a sinking ship,um navio a afundar-se,a sinking ship,1,50,1,58,133,364,9,616
drive me up the wall,me deixa louco,drives me crazy,41,50,317,605,626,413,258,2310
I called my friend last night.,Eu liguei para o meu amigo ontem à noite.,I called my friend last night.,1,1,3,168,130,83,1,387
burn the candle at both ends,Queimar a vela em ambas as extremidades,Burning the candle at both ends,10,8,20,412,457,390,120,1417
They are attending a concert tonight.,Eles estão indo para um show hoje à noite.,They're going to a concert tonight.,25,44,176,466,444,184,1,1340
bite the bullet,bite the bullet,bite the bullet,1,50,3,258,118,641,107,1178
chase your tail,persiga seu rabo,chase your tail,1,50,5,310,254,592,176,1388
cool as a cucumber,frio como um pepino,cold as a cucumber,17,50,80,483,540,340,75,1585
don't put all your eggs in one basket,Não ponha todos os seus ovos num só cesto,Don’t put all your eggs in one basket,1,3,53,281,289,279,1,907
black as coal,preto como carvão,black as coal,1,50,2,184,2,365,1,605
ants in your pants,formigas nas calças,ants in your pants,1,1,5,236,280,512,94,1129
don't bite the hand that feeds you,Não morda a mão que o alimenta,Don't bite the hand that feeds you,1,4,2,129,407,117,1,661
live to fight another day,Viva para lutar outro dia,Live to fight another day,1,17,5,227,265,345,34,894
cat's meow,miau do gato,cat's meow,1,50,4,271,158,524,171,1179
by the book,de acordo com o livro,according to the book,27,50,284,546,574,337,1,1819
by the skin of your teeth,por um triz de cabelo,by a hair's breadth,44,50,336,617,667,609,280,2603
busy as a bee,ocupado como uma abelha,busy as a bee,1,1,3,29,242,308,59,643
calm before the storm,calma antes da tempestade,calm before the storm,1,1,3,80,51,262,1,399
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,1,1,3,125,216,45,1,392
They went to a restaurant for dinner.,Eles foram a um restaurante para jantar.,They went to a restaurant for dinner.,1,1,3,133,152,89,1,380
all thumbs,todos os polegares,all the thumbs,13,50,256,403,507,478,219,1926
She is dancing to the music.,Ela está dançando com a música.,She's dancing to the music.,10,21,128,367,366,361,1,1254
bend the rules,flexibilizar as regras,to make the rules more flexible,33,50,318,559,610,544,154,2268
bring to the table,trazer para a mesa,bring to the table,1,1,5,20,99,499,76,701
crash and burn,crash and burn,crash and burn,1,50,3,282,23,615,1,975
They are playing chess at the table.,Estão a jogar xadrez na mesa.,They're playing chess on the table.,19,50,160,438,479,19,1,1166
bare bones,bare bones,bare bones,1,50,5,344,11,616,1,1028
an uphill battle,uma batalha difícil,a difficult battle,38,50,267,568,437,87,54,1501
cast a shadow,lançar uma sombra,cast a shadow,1,50,4,16,50,429,65,615
She is watching the stars at night.,Ela está olhando as estrelas à noite.,She's looking at the stars at night.,21,33,126,446,442,418,1,1487
don’t put all your eggs in one basket,Não ponha todos os seus ovos num só cesto,Don’t put all your eggs in one basket,1,3,5,27,282,280,1,599
face the music,face à música,facing the music,21,50,172,465,501,542,121,1872
She is practicing yoga in the park.,Ela está praticando yoga no parque.,She is practicing yoga in the park.,1,1,3,183,148,15,1,352
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,176,107,154,1,443
hit the books,estudar muito,study a lot,45,50,353,598,647,213,286,2192
close shave,close shave,close shave,1,50,2,303,56,608,1,1021
a leopard can't change its spots,Um leopardo não pode mudar suas manchas,A leopard cannot change its spots,16,50,88,351,368,273,53,1199
couch potato,couch potato,couch potato,1,50,3,383,32,621,1,1091
She walked to the store.,Ela foi até a loja a pé.,She went to the store on foot.,21,50,200,488,525,116,1,1401
like riding a bike,como andar de bicicleta,how to ride a bike,32,50,261,604,572,162,53,1734
They are playing volleyball at the beach.,Estão a jogar à voleibol na praia.,They're playing volleyball on the beach.,19,50,148,404,402,74,1,1098
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,He's playing soccer with his friends.,9,14,123,361,315,183,1,1006
curiosity killed the cat,curiosidade matou o gato,Curiosity killed the cat.,1,50,150,86,458,362,1,1108
barking up the wrong tree,barking up the wrong tree,barking up the wrong tree,1,1,3,37,83,640,191,956
They are visiting the zoo.,Eles estão visitando o zoológico.,They're visiting the zoo.,12,29,156,247,396,132,1,973
pull the plug,puxe a ficha,pull the plug,1,50,4,198,88,613,142,1096
beat a hasty retreat,deram uma retirada precipitada,they gave a hasty retreat,22,50,242,563,575,467,249,2168
I went to the store to buy some bread.,Fui à loja comprar pão.,I went to the store to buy bread.,2,12,12,423,358,51,1,859
butterflies in my stomach,borboletas no meu estômago,butterflies in my stomach,1,1,3,55,114,252,1,427
come up against a brick wall,depara-se com uma parede de tijolos,is faced with a brick wall,30,50,281,574,598,508,221,2262
smooth sailing,navegação tranquila,calm navigation,45,50,237,535,589,158,1,1615
She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,She is sending a letter to her friend.,1,1,3,76,249,38,1,369
He is checking his email.,Ele está checando seu e-mail.,He's checking his email.,12,29,55,285,310,138,1,830
an uphill battle,uma batalha difícil,a difficult battle,38,50,267,568,437,87,54,1501
make waves,fazer ondas,make waves,1,50,4,350,55,452,53,965
bury the hatchet,enterrar o machado,bury the hatchet,1,50,4,202,379,570,156,1362
as good as gold,tão bom quanto o ouro,as good as gold,1,1,3,65,34,332,92,528
She is putting on her shoes.,Ela está colocando os sapatos.,She's putting on her shoes.,10,21,48,301,347,65,1,793
built like a tank,construído como um tanque,built like a tank,1,1,5,197,52,106,1,363
hit the sack,hit the sack,hit the sack,1,50,5,31,67,630,197,981
burst your bubble,estourar sua bolha,burst your bubble,1,50,2,294,29,461,83,920
He is going for a bike ride.,Ele está indo para um passeio de bicicleta.,He's going for a bike ride.,9,14,44,300,316,217,1,901
bite the dust,morrer,to die,45,50,349,648,670,548,303,2613
falling apart at the seams,caindo aos pedaços nas costuras,falling apart at the seams,1,1,3,79,94,356,44,578
They are jogging through the park.,Eles estão correndo pelo parque.,They're running through the park.,21,42,209,447,528,324,1,1572
backseat driver,piloto de banco traseiro,backseat pilot,30,50,205,311,476,435,84,1591
a blessing in disguise,uma bênção disfarçada,a blessing in disguise,1,1,3,130,198,270,1,604
back against the wall,de costas contra a parede,back against the wall,1,1,4,127,120,589,132,974
blue collar,blue collar,blue collar,1,50,2,364,28,622,1,1068
kill two birds with one stone,matar dois pássaros com uma pedra,kill two birds with one stone,1,1,2,95,257,414,17,787
at the drop of a hat,at the drop of a hat,at the drop of a hat,1,1,3,12,140,638,232,1027
by a hair's breadth,por uma questão de cabelo,for a matter of hair,35,50,327,632,650,384,216,2294
They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,They are planning a trip to Europe.,1,1,4,189,139,129,1,464
big picture,big picture,big picture,1,50,3,381,10,619,2,1066
beat around the bush,dar voltas ao assunto,beat around the bush,1,1,3,245,286,594,223,1353
cast in stone,gravado em pedra,carved in stone,21,50,178,486,498,347,53,1633
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,111,173,176,1,465
She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,She cleaned the kitchen after dinner.,1,1,3,99,172,98,1,375
He traveled to Paris last year.,Ele viajou para Paris no ano passado.,He traveled to Paris last year.,1,1,3,157,77,287,1,527
face like thunder,cara de trovão,thunder face,36,50,312,590,565,450,227,2230
I am learning how to cook.,Estou a aprender a cozinhar.,I'm learning to cook.,18,50,164,265,394,81,1,973
She is wearing a red dress.,Ela está usando um vestido vermelho.,She's wearing a red dress.,10,21,84,345,274,159,1,894
come rain or shine,venha a chuva ou o sol,come rain or shine,1,1,3,266,42,434,53,800
get the ball rolling,começar a rolar a bola,start rolling the ball,30,50,227,527,521,431,148,1934
He went to the gym for a workout session.,Ele foi para a academia para uma sessão de treino.,He went to the gym for a training session.,7,13,13,391,355,297,1,1077
He is drinking tea in the morning.,Ele está bebendo chá de manhã.,He's drinking tea in the morning.,9,14,68,308,389,136,1,925
They enjoyed a family dinner together.,Juntaram-se para um jantar em família.,They came together for a family dinner.,25,50,192,522,470,272,1,1532
They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,They're playing basketball in the yard.,9,14,87,260,313,43,1,727
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat and tears",1,50,28,408,116,34,1,638
flying high,voando alto,flying high,1,50,3,171,57,494,81,857
bring home the bacon,trazer para casa o bacon,bringing home the bacon,17,50,33,273,357,407,1,1138
give someone the cold shoulder,dar a alguém o ombro frio,give someone the cold shoulder,1,1,3,205,268,237,18,733
bite your tongue,Morda a língua,Bite your tongue,1,50,4,378,330,383,182,1328
all in a day's work,tudo num dia de trabalho,all in a day's work,1,1,4,42,176,301,38,563
eyes in the back of your head,olhos na parte de trás da sua cabeça,eyes in the back of your head,1,1,3,199,397,465,1,1067
He ate his breakfast quickly.,Ele comeu seu café da manhã rapidamente.,He ate his breakfast quickly.,1,1,1,128,89,351,1,572
back on your feet,de volta aos seus pés,back on their feet,17,50,231,581,217,491,161,1748
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat and tears",1,50,28,408,116,34,1,638
They are driving to the countryside.,Estão a dirigir-se para o campo.,They're heading for the camp.,38,50,276,569,638,255,246,2072
She cooked dinner for her family.,Ela cozinhou o jantar para sua família.,She cooked dinner for her family.,1,1,3,153,122,151,1,432
ace in the hole,um trunfo oculto,a hidden asset,45,50,355,643,651,294,236,2274
hard as nails,duro como unhas,hard as nails,1,50,3,10,24,420,106,614
kill two birds with one stone,matar dois pássaros com uma pedra,kill two birds with one stone,1,1,2,95,257,414,17,787
black and blue,preto e azul,black and blue,1,50,3,291,1,28,1,375
how the cookie crumbles,como o biscoito se desfaz,like the biscuit crumbles,30,50,234,580,623,470,185,2172
He played video games all evening.,Ele jogou video games a noite toda.,He played video games all night.,10,20,32,374,270,24,1,731
all bark and no bite,tudo é conversa e nada de ação,all is talk and nothing of action,38,50,295,641,614,352,254,2244
beef up,reforçar,strengthen,45,50,354,630,666,422,278,2445
be on cloud nine,estar nas nuvens,to be in the clouds,42,50,321,583,625,410,203,2234
They traveled to the mountains for vacation.,Eles viajaram para as montanhas para passar as férias.,They traveled to the mountains to spend the holidays.,23,44,146,455,429,473,43,1613
They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,They took a road trip last summer.,14,22,22,434,340,216,1,1049
clear the air,limpar o ar,clean the air,21,50,236,445,400,425,53,1630
cat got your tongue,O gato comeu-lhe a língua,The cat ate his tongue,32,50,306,642,557,374,129,2090
as busy as a bee,ocupado como uma abelha,busy as a bee,6,6,202,511,516,308,158,1707
They are visiting their friends in the city.,Estão a visitar os amigos na cidade.,They're visiting friends in the city.,14,37,162,437,433,375,1,1459
come out of your shell,saia da sua concha,come out of your shell,1,1,3,250,166,496,104,1021
a storm in a teacup,uma tempestade num copo de chá,a storm in a teacup,1,1,3,307,264,244,8,828
a tower of strength,uma torre de força,a tower of strength,1,1,3,221,54,312,1,593
all's fair in love and war,Tudo é justo no amor e na guerra,All is fair in love and war,9,23,149,399,298,121,1,1000
She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,She is doing her hair in front of the mirror.,1,1,3,131,277,210,124,747
all the world's a stage,Todo o mundo é um palco,All the world's a stage,1,17,3,47,317,79,1,465
"if the shoe fits, wear it","Se o sapato serve, use-o","If the shoe fits, wear it.",1,15,93,23,364,444,88,1028
They have three children.,Têm três filhos.,They have three children.,1,1,3,132,59,231,1,428
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is preparing for a job interview.,1,1,3,118,111,190,1,425
They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,They had a barbecue in the backyard.,1,1,3,136,190,144,1,476
bite the bullet,bite the bullet,bite the bullet,1,50,3,258,118,641,107,1178
They went hiking in the mountains.,Eles foram fazer caminhadas nas montanhas.,They went hiking in the mountains.,1,1,3,207,180,152,1,545
keep your chin up,mantenha a cabeça erguida,keep your head up,17,50,155,426,483,283,116,1530
cut from the same cloth,cortados do mesmo tecido,cut from the same cloth,1,1,3,158,256,462,1,882
full plate,prato cheio,full plate,1,50,3,329,101,553,213,1250
alive and kicking,vivo e de pé,alive and standing,21,50,214,612,596,534,247,2274
a place in the sun,Um lugar ao sol,A place in the sun,1,17,4,182,293,201,1,699
They went to the zoo with the kids.,Eles foram ao zoológico com as crianças.,They went to the zoo with the children.,8,9,11,406,361,101,1,897
I took a photo of the beautiful sunset.,Tirei uma foto do lindo pôr do sol.,I took a picture of the beautiful sunset.,8,27,8,396,351,169,1,960
bad egg,ovo podre,rotten egg,30,50,248,512,613,623,268,2344
back to square one,de volta ao ponto de partida,back to the starting point,32,50,291,567,490,96,53,1579
break the ice,quebrar o gelo,breaking the ice,21,50,39,360,401,261,1,1133
The train arrived at the station on time.,O comboio chegou à estação no horário.,The train arrived at the station on time.,1,1,3,70,131,50,1,257
She took a nap after lunch.,Ela tirou uma soneca depois do almoço.,She took a nap after lunch.,1,1,2,188,104,371,1,668
He is watering the plants.,Ele está regando as plantas.,He's watering the plants.,12,29,105,346,373,376,1,1242
at the helm,ao leme,at the helm,1,50,3,2,267,578,169,1070
The dog is playing outside.,O cão está brincando lá fora.,The dog is playing outside.,1,1,3,98,182,56,1,342
coming full circle,fechando o círculo,closing the circle,38,50,309,635,556,317,146,2051
hold your horses,Segurem os cavalos,Hold the horses.,21,50,270,525,571,588,179,2204
as smooth as silk,suave como a seda,soft as silk,27,50,235,506,390,137,1,1346
a shot in the dark,um tiro no escuro,a shot in the dark,1,1,2,120,150,225,6,505
burst at the seams,estou estourado pelas costuras,I'm bursting at the seams,26,50,252,562,578,426,289,2183
They went to a concert last night.,Eles foram a um show ontem à noite.,They went to a show last night.,9,36,21,493,435,171,53,1218
cat got your tongue,O gato comeu-lhe a língua,The cat ate his tongue,32,50,306,642,557,374,129,2090
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having a discussion in the classroom.,1,1,3,145,147,92,1,390
behind the eight ball,atrás da oitava bola,behind the eighth ball,17,50,157,186,504,507,212,1633
She is painting a picture on the canvas.,Ela está pintando uma imagem na tela.,She's painting a picture on the screen.,17,38,212,548,532,330,53,1730
against the grain,contra a corrente,against the current,21,50,301,618,606,519,252,2367
She is typing on her computer.,Ela está digitando em seu computador.,She is typing on her computer.,1,1,2,39,93,180,1,317
left out in the cold,deixado à mercê do frio,left to the mercy of the cold,30,50,293,553,580,359,1,1866
don't judge a book by its cover,Não julgue um livro pela capa,Don't judge a book by its cover,1,4,5,69,281,7,1,368
bend over backward,dobrar para trás,bend backwards,36,50,210,494,466,563,163,1982
back to the grind,de volta ao trabalho,back to work,27,50,269,545,538,342,96,1867
let sleeping dogs lie,Deixe os cães dormirem,Let the dogs sleep,30,50,230,529,530,41,1,1411
a snowball's chance in hell,a chance de uma bola de neve no inferno,the chance of a snowball in hell,25,50,220,534,545,477,131,1982
fighting a losing battle,lutando numa batalha condenada à derrota,fighting a battle doomed to defeat,26,50,246,560,581,399,53,1915
a fish out of water,um peixe fora d'água,a fish out of water,1,1,3,64,178,133,1,381
hit the ground running,começar de imediato,start immediately,45,50,345,626,609,386,248,2309
heart of stone,coração de pedra,heart of stone,1,50,3,302,164,139,1,660
He took a walk in the park.,Ele deu uma caminhada no parque.,He took a walk in the park.,1,1,3,246,132,260,1,644
They are enjoying a cup of coffee together.,Estão a desfrutar de uma chávena de café juntos.,They are enjoying a cup of coffee together.,1,1,4,107,239,146,1,499
I made a cup of tea for myself.,Fiz uma chávena de chá para mim.,I made a cup of tea for myself.,1,1,5,146,144,175,1,473
cooking up a storm,cozinhar como louco,cooking like crazy,40,50,328,589,631,316,205,2159
fall through the cracks,cair nas rachaduras,fall into the cracks,17,50,40,295,487,557,53,1499
bend over backwards,fazer o impossível,do the impossible,45,50,343,633,668,393,230,2362
dance with the devil,dança com o diabo,dance with the devil,1,1,3,355,279,510,67,1216
dark horse,cavalo escuro,dark horse,1,50,3,421,43,93,1,612
She enjoys walking in the park.,Ela gosta de caminhar no parque.,She likes to walk in the park.,25,47,115,443,418,113,1,1162
go the extra mile,dar o seu melhor,do your best,45,50,356,558,639,523,195,2366
He is looking out the window at the rain.,Ele está olhando pela janela para a chuva.,He's looking out the window at the rain.,7,7,19,342,339,306,1,1021
feeling under the weather,feeling under the weather,feeling under the weather,1,1,5,122,71,632,1,833
bridge the gap,colmar a lacuna,bridge the gap,1,50,3,185,266,591,37,1133
clear as crystal,claro como cristal,clear as crystal,1,50,2,24,6,205,1,289
actions speak louder than words,as ações falam mais alto do que as palavras,actions speak louder than words,1,1,2,11,41,164,1,221
cutting corners,cortar cantos,cut corners,30,50,166,469,505,533,93,1846
cost an arm and a leg,custar um braço e uma perna,cost an arm and a leg,1,1,3,114,227,479,50,875
a far cry,um grito distante,a distant cry,21,50,225,513,567,16,237,1629
carry the torch,carregar a tocha,loading the torch,21,50,250,582,599,481,181,2164
chew the fat,mastigar a gordura,chew the fat,1,50,2,339,214,515,102,1223
at a snail's pace,a um ritmo de lesma,at a snail's pace,1,1,3,60,194,211,10,480
He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,He's taking a nap on the couch.,8,10,23,298,305,300,4,948
dressed to kill,vestida para matar,dressed to kill,1,50,3,218,39,264,1,576
all in your head,tudo na sua cabeça,everything in your head,17,50,161,257,314,195,1,995
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He's writing a story for school.,9,14,122,330,326,286,1,1088
She painted a picture of a landscape.,Ela pintou uma imagem de uma paisagem.,She painted a picture of a landscape.,1,1,3,240,168,200,1,614
banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,banging your head against a brick wall,1,1,2,68,292,228,99,691
She is visiting her grandmother in the hospital.,Ela está visitando sua avó no hospital.,She's visiting her grandmother in the hospital.,8,10,100,371,359,124,1,973
She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,She had a meeting with her boss.,1,1,3,230,248,95,1,579
She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,She is knitting a scarf for the winter.,3,18,16,299,323,246,3,908
She took the train to the city.,Ela pegou o trem para a cidade.,She took the train to the city.,1,1,3,140,251,26,1,423
break a leg,Quebrar uma perna,Breaking a leg,21,50,83,402,409,432,90,1487
They are taking pictures in front of the monument.,Estão a tirar fotografias em frente ao monumento.,They are taking photos in front of the monument.,7,19,7,292,276,227,1,829
They went for a walk in the park.,Eles foram dar uma caminhada no parque.,They went for a walk in the park.,1,1,3,178,95,94,1,373
below the belt,abaixo da cintura,below the waist,21,50,253,497,620,185,73,1699
caught red-handed,pego em flagrante,caught in the act,40,50,335,602,601,379,240,2247
make a mountain out of a molehill,fazer uma montanha de uma molehill,make a mountain out of a molehill,1,1,4,49,153,536,202,946
burning bridges,queimar pontes,burning bridges,1,50,2,318,306,111,1,789
burn a hole in your pocket,queimar um buraco no seu bolso,burn a hole in your pocket,1,1,4,124,161,626,186,1103
He is waiting for the bus.,Ele está esperando o ônibus.,He's waiting for the bus.,10,21,54,262,386,348,1,1082
better safe than sorry,É melhor prevenir do que remediar,It is better to prevent than to cure,38,50,332,636,629,250,53,1988
burnt to a crisp,queimado até ficar crocante,burned until crispy,45,50,313,552,570,476,16,2022
They are doing laundry in the basement.,Estão a lavar roupa na cave.,They're doing laundry in the basement.,9,14,35,276,333,118,1,786
as light as a feather,leve como uma pena,light as a feather,6,6,208,430,524,327,115,1616
as fit as a fiddle,em forma como uma camisola,shaped like a sweater,42,50,322,644,644,372,242,2316
They are going for a run in the morning.,Eles vão correr de manhã.,They're going to run in the morning.,20,43,233,487,512,408,1,1704
adding insult to injury,Acrescentando insulto à injúria,Adding insult to injury,1,50,3,33,462,367,1,917
apple of discord,maçã da discórdia,apple of discord,1,50,3,228,63,549,193,1087
broken dreams,sonhos desfeitos,broken dreams,1,50,3,379,79,319,1,832
bitten by the bug,mordeu pelo bicho,bitten by the bug,1,1,3,67,102,546,123,843
blown away,deixado de lado,left aside,45,50,326,608,657,353,103,2142
big shoes to fill,grandes sapatos para preencher,big shoes to fill,1,1,3,150,128,605,207,1095
He is cleaning the garage.,Ele está limpando a garagem.,He's cleaning the garage.,12,29,66,317,428,331,1,1184
She played tennis with her brother.,Ela jogava tênis com seu irmão.,She played tennis with her brother.,1,1,3,270,125,69,1,470
grasp at straws,agarrar-se a qualquer coisa,clinging to anything,45,50,333,616,671,401,293,2409
coming up roses,coming up roses,coming up roses,1,50,5,243,53,628,109,1089
The car stopped at the red light.,O carro parou no sinal vermelho.,The car stopped at the red light.,1,1,3,110,219,134,1,469
They are sitting around the campfire.,Estão sentados à volta da fogueira.,They are sitting around the fire.,10,20,112,435,511,397,1,1486
He is working out in the gym.,Ele está se exercitando na academia.,He's working out in the gym.,9,14,69,336,349,486,1,1264
She is playing with her cat.,Ela está brincando com seu gato.,She is playing with her cat.,1,1,3,241,179,268,1,694
He is fixing the car.,Ele está consertando o carro.,He's fixing the car.,12,29,86,280,440,309,1,1157
I like to read books in the evening.,Gosto de ler livros à noite.,I like to read books at night.,21,38,92,414,430,5,1,1001
They went to a museum last month.,Eles foram a um museu no mês passado.,They went to a museum last month.,1,1,3,143,159,31,1,339
They went to the library to borrow books.,Eles foram à biblioteca para pegar emprestado livros.,They went to the library to borrow books.,1,1,3,209,225,236,1,676
flying off the handle,perder o controlo,losing control,45,50,348,584,646,583,199,2455
catch lightning in a bottle,captar o relâmpago numa garrafa,capturing lightning in a bottle,12,17,94,491,494,516,95,1719
bare your soul,despe a tua alma,empty your soul,21,50,204,585,542,565,260,2227
They met their friends at the café.,Eles encontraram seus amigos no café.,They met their friends at the cafe.,9,13,3,170,329,61,1,586
jump the gun,jump the gun,jump the gun,1,50,3,275,110,634,62,1135
She worked on her project all afternoon.,Ela trabalhou em seu projeto a tarde toda.,She worked on her project all afternoon.,1,1,3,161,87,404,1,658
bury the hatchet,enterrar o machado,bury the hatchet,1,50,4,202,380,569,156,1362
They are watching TV in the living room.,Eles estão assistindo TV na sala de estar.,They are watching TV in the living room.,1,1,3,62,183,17,1,268
They are eating lunch together.,Estão almoçando juntos.,They're having lunch together.,26,50,174,398,374,206,1,1229
He is taking a walk around the block.,Ele está dando uma volta pelo quarteirão.,He's taking a walk around the block.,8,10,46,324,410,439,1,1238
hit the nail on the head,acertar em cheio,hit the mark,33,50,297,601,637,547,302,2467
He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,He sent an email to his colleague.,1,1,3,235,250,2,1,493
carry a torch,carregar uma tocha,carrying a torch,21,50,111,409,484,277,78,1430
They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,They took a bus to the city center.,1,1,3,156,205,70,1,437
eat your heart out,come o teu coração,eat your heart out,1,1,3,237,31,587,257,1117
I did the laundry yesterday.,Eu fiz a lavanderia ontem.,I did the laundry yesterday.,1,1,3,17,234,11,1,268
