ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
a penny saved is a penny earned,"Um centavo poupado é um centavo ganho.
","A penny saved is a penny earned.
",1,1,14,39,199,210,129,59,651
He cleaned the garage on Saturday.,"Ele limpou a garagem no sábado.
","He cleaned the garage on Saturday.
",0,1,1,3,109,116,449,13,692
a fish out of water,"Um peixe fora d'água
","A fish out of water
",1,1,16,3,68,171,38,1,298
down to earth,"Pé no chão
","Down to earth
",1,1,46,3,85,205,279,57,676
happy as a clam,"Feliz da vida
","Happy as can be
",1,33,46,311,537,527,526,199,2179
He visited the museum with his class.,"Ele visitou o museu com a turma dele.
","He visited the museum with his class.
",0,1,1,5,235,133,284,1,660
I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
","I visited my parents last weekend.
",0,1,1,3,184,14,68,1,272
by the skin of your teeth,"Por um triz.
","By a hair.
",1,47,46,321,636,683,643,340,2716
crack the code,"Decifrar o código
","Decode the code
",1,23,46,229,415,345,239,36,1333
He watched a football match on TV.,"Ele assistiu a uma partida de futebol na TV.
","He watched a soccer game on TV.
",0,21,46,36,426,247,160,1,937
climbing the corporate ladder,"Subindo na carreira.
","Climbing the career ladder.
",1,19,46,214,465,371,400,48,1563
all in the same boat,"Todos no mesmo barco.
","We're all in the same boat.
",1,12,21,244,343,332,91,1,1044
cold feet,"Pé frio
","Cold feet
",1,1,46,4,296,237,399,34,1017
a mountain to climb,"Uma montanha para escalar
","A mountain to climb
",1,1,46,2,169,149,332,1,700
break the back of it,"Dar cabo disso
","Get rid of it.
",1,35,46,326,463,552,634,238,2294
blowing off steam,"Desabafando
","Venting
",1,52,46,284,505,634,610,268,2399
cook up a storm,"Cozinhar como um louco
","Cook like crazy
",1,42,46,309,510,529,317,215,1968
dead in the water,"Sem saída
","No way out
",1,52,46,466,493,618,199,209,2083
bite the big one,"Ir para o beleléu.
","Go to hell.
",1,52,46,453,656,673,600,402,2882
buy a lemon,"Comprar um carro ""bomba""
","Buying a ""lemon"" car.
",1,29,46,266,547,559,648,287,2382
get a second wind,"Renovar as energias
","Recharge your batteries.
",1,52,46,430,549,594,512,313,2496
He is working on his laptop.,"Ele está trabalhando em seu laptop.
","He is working on his laptop.
",0,1,1,4,205,5,140,1,357
clear as mud,"Mais confuso que lama.
","More confusing than mud.
",1,42,46,344,597,511,629,244,2413
different strokes for different folks,"Cada um com seus gostos.
","To each their own.
",1,52,46,394,601,649,522,318,2582
She had a cup of soup for lunch.,"Ela comeu uma xícara de sopa no almoço.
","She ate a cup of soup for lunch.
",0,9,7,42,394,322,256,1,1031
cast the first stone,"Atire a primeira pedra.
","Let he who is without sin cast the first stone.
",1,29,45,254,557,478,678,235,2276
call a spade a spade,"Chamar o pão pão.
","To call bread bread.
",1,46,46,349,669,674,471,325,2580
a ray of hope,"Um raio de esperança
","A ray of hope
",1,1,46,4,111,125,45,1,333
They are painting the walls of their house.,"Eles estão pintando as paredes da casa deles.
","They are painting the walls of their house.
",0,1,1,4,170,114,72,36,398
crash course,"Curso intensivo
","Intensive course
",1,33,46,262,522,441,118,50,1472
The sun rises in the east.,"O sol nasce no leste.
","The sun rises in the east.
",0,1,1,3,227,45,47,1,325
an arm and a leg,"Um braço e uma perna
","An arm and a leg
",1,1,16,3,45,282,21,20,388
breaking the mold,"Quebrando barreiras
","Breaking barriers
",1,38,46,249,525,461,433,146,1898
caught red-handed,"De mãos dadas na massa
","Hand in hand in the dough
",1,52,46,437,677,682,468,388,2750
blood from a stone,"Sangue de pedra
","Stone blood
",1,41,46,257,489,497,152,165,1647
beyond the pale,"Além do limite.
","Beyond the limit.
",1,23,46,283,551,463,309,109,1784
She is walking through the forest.,"Ela está caminhando pela floresta.
","She is walking through the forest.
",0,1,1,3,51,69,386,1,512
blood runs thicker than water,"Sangue do meu sangue.
","Blood of my blood.
",1,46,46,318,660,596,424,373,2463
follow your nose,"Siga seu nariz.
","Follow your nose.
",1,1,46,172,255,174,632,63,1343
hard nut to crack,"Difícil de resolver
","Hard to solve
",1,29,46,274,532,465,418,155,1919
an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
","An ounce of prevention is worth a pound of cure.
",1,1,5,29,247,207,134,1,624
come apart at the seams,"Desmoronar
","To crumble
",1,52,46,320,457,597,569,310,2351
She is arranging flowers in a vase.,"Ela está arranjando flores em um vaso.
","She is arranging flowers in a vase.
",0,1,1,3,55,94,148,1,303
They went shopping for new clothes.,"Eles foram comprar roupas novas.
","They went to buy new clothes.
",0,23,46,122,377,238,206,36,1048
big league,"Liga principal
","Main league
",1,33,46,235,453,343,67,101,1278
She is packing her suitcase for a trip.,"Ela está fazendo as malas para uma viagem.
","She is packing her bags for a trip.
",0,9,22,17,301,348,212,36,945
She attended a conference last week.,"Ela participou de uma conferência na semana passada.
","She attended a conference last week.
",0,1,1,2,113,9,310,1,437
all that glitters is not gold,"Nem tudo que reluz é ouro.
","All that glitters is not gold.
",1,1,21,73,7,37,506,68,713
rain on your parade,"Estragar a festa.
","Ruin the party.
",1,52,46,405,507,523,465,242,2240
as stubborn as a mule,"Teimoso como uma mula.
","Stubborn as a mule.
",1,7,46,226,386,410,505,138,1718
fall on deaf ears,"Cair em ouvidos moucos
","Fall on deaf ears
",1,1,46,3,9,259,558,188,1064
She is preparing dinner for the guests.,"Ela está preparando o jantar para os convidados.
","She is preparing dinner for the guests.
",0,1,1,3,159,128,200,1,493
He is writing an essay for school.,"Ele está escrevendo uma redação para a escola.
","He is writing an essay for school.
",0,1,1,3,88,72,116,1,282
beating a dead horse,"Bater em cachorro morto.
","Beating a dead horse.
",1,1,46,116,261,434,621,164,1643
keep your eyes peeled,"Fique de olhos bem abertos.
","Keep your eyes peeled.
",1,1,46,157,15,192,413,1,825
He visited his grandmother in the hospital.,"Ele visitou sua avó no hospital.
","He visited his grandmother in the hospital.
",0,1,1,3,238,118,230,1,592
caught in the crossfire,"Pego no fogo cruzado
","Caught in the crossfire
",1,1,46,3,16,329,427,95,917
a blessing in disguise,"Uma bênção disfarçada.
","A blessing in disguise.
",1,1,46,141,53,236,238,1,716
bending over backwards,"Se esforçar ao máximo
","Try your best.
",1,52,46,456,604,656,440,353,2607
He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
","He is sketching in his sketchbook.
",0,11,30,43,342,267,319,8,1020
a new lease on life,"Uma nova chance.
","A new chance.
",1,33,46,294,492,466,30,78,1439
climbing the ladder,"Subindo a escada
","Going up the stairs
",1,42,46,242,433,455,217,5,1440
a rolling stone gathers no moss,"""Pedra que rola não cria lodo.""
","A rolling stone gathers no moss.
",1,1,21,103,230,305,475,87,1222
better half,"Minha cara-metade
","My better half
",1,14,46,207,368,475,521,265,1896
He is eating dinner with his family.,"Ele está jantando com a família dele.
","He is having dinner with his family.
",0,10,23,33,308,213,536,1,1124
in the bag,"No papo.
","No sweat.
",1,52,46,434,616,578,624,364,2714
dead as a doornail,"Morto como um prego
","Dead as a doornail
",1,1,46,3,8,330,613,212,1213
She is playing with her children in the garden.,"Ela está brincando com seus filhos no jardim.
","She is playing with her children in the garden.
",0,1,1,3,234,137,57,1,434
I am playing video games in my room.,"Estou jogando video games no meu quarto.
","I am playing video games in my room.
",0,1,1,3,86,16,23,36,166
cut to the chase,"Vá direto ao ponto.
","Get to the point.
",1,33,46,338,464,498,398,157,1934
cut the mustardcross that bridge when you come to it,"Não se preocupe com isso, deixe para depois quando precisar.
","Don't worry about it, save it for when you need it.
",1,43,46,341,666,647,356,377,2476
She works as a software engineer.,"Ela trabalha como engenheira de software.
","She works as a software engineer.
",0,1,1,2,221,25,106,1,357
He is going to the post office.,"Ele vai aos correios.
","He is going to the post office.
",0,1,1,3,61,165,447,19,697
bare your soul,"Exponha sua alma.
","Bare your soul.
",1,1,46,127,127,273,636,127,1337
bad blood,"Rancor
","Grudge
",1,52,46,354,581,659,598,273,2563
She is playing piano in the evening.,"Ela está tocando piano à noite.
","She is playing the piano at night.
",0,30,46,136,332,346,205,1,1096
go down in flames,"Ir por água abaixo
","Go down the drain
",1,33,46,289,593,580,497,267,2305
get your ducks in a row,"Organize-se.
","Get organized.
",1,45,46,383,506,532,434,168,2114
They cleaned the house on Saturday.,"Eles limparam a casa no sábado.
","They cleaned the house on Saturday.
",0,1,1,2,66,101,234,1,406
at death's door,"À beira da morte
","On the brink of death
",1,46,46,307,438,484,420,106,1847
cut the mustard,"Dar conta do recado
","To deliver the goods
",1,42,46,345,657,679,547,392,2708
by the book,"À risca
","To a T
",1,52,46,433,637,652,679,374,2873
She played cards with her friends.,"Ela jogou cartas com as amigas dela.
","She played cards with her friends.
",0,1,1,3,248,73,127,1,454
an old flame,"Um antigo amor.
","An old love.
",1,23,46,259,512,445,4,70,1359
They are reading a novel by the fireplace.,"Eles estão lendo um romance perto da lareira.
","They are reading a novel near the fireplace.
",0,9,22,70,341,230,275,43,990
caught between a rock and a hard place,"Entre a cruz e a espada
","Between a rock and a hard place
",1,3,13,80,421,427,620,269,1833
a sinking ship,"Um navio afundando
","A sinking ship
",1,1,46,3,57,164,299,1,571
drive me up the wall,"Me tira do sério.
","You drive me crazy.
",1,35,46,328,585,522,529,227,2272
I called my friend last night.,"Liguei para meu amigo ontem à noite.
","I called my friend last night.
",0,1,1,3,176,38,108,1,328
burn the candle at both ends,"Viver perigosamente
","Live dangerously
",1,52,46,467,668,667,175,330,2405
They are attending a concert tonight.,"Eles estão indo a um show esta noite.
","They are going to a concert tonight.
",0,18,36,97,361,269,139,1,921
bite the bullet,"Engolir o sapo
","To swallow a frog
",1,52,46,312,672,637,540,369,2628
chase your tail,"Correr atrás do próprio rabo
","Chasing your tail
",1,23,46,101,313,378,490,197,1548
cool as a cucumber,"Calmo como um pepino.
","Cool as a cucumber.
",1,1,46,77,171,374,141,1,811
don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
","Don't put all your eggs in one basket.
",1,1,10,56,12,201,283,1,564
black as coal,"Preto como carvão
","Black as coal
",1,1,46,3,196,21,274,1,542
ants in your pants,"Bichos carpinteiros.
","Woodpeckers.
",1,52,46,459,659,693,641,348,2898
don't bite the hand that feeds you,"Não morda a mão que te alimenta.
","Don't bite the hand that feeds you.
",1,1,14,46,128,325,71,36,621
live to fight another day,"Viver para lutar outro dia.
","Live to fight another day.
",1,1,28,123,36,233,380,76,877
cat's meow,"O máximo
","The most
",1,52,46,469,648,610,472,382,2679
by the book,"À risca
","To the letter
",1,41,46,280,528,538,654,316,2403
by the skin of your teeth,"Por um triz.
","By a hair.
",1,47,46,321,636,683,643,340,2716
busy as a bee,"Ocupado como uma abelha
","Busy as a bee
",1,1,46,3,29,391,454,128,1052
calm before the storm,"Calmaria antes da tempestade
","Calm before the storm
",1,1,46,3,79,257,202,105,693
She visited the art gallery on Sunday.,"Ela visitou a galeria de arte no domingo.
","She visited the art gallery on Sunday.
",0,1,1,3,133,112,312,36,598
They went to a restaurant for dinner.,"Eles foram a um restaurante para jantar.
","They went to a restaurant for dinner.
",0,1,1,3,140,56,179,1,381
all thumbs,"Desajeitado(a)
","Clumsy
",1,52,46,376,611,620,604,372,2681
She is dancing to the music.,"Ela está dançando ao som da música.
","She is dancing to the music.
",0,1,1,3,91,121,214,1,432
bend the rules,"Flexibilizar as regras
","Loosen the rules
",1,23,46,138,398,437,462,126,1630
bring to the table,"Apresentar
","Present
",1,52,46,470,558,628,421,302,2477
crash and burn,"Entrar em colapso
","To collapse
",1,52,46,358,534,654,649,258,2551
They are playing chess at the table.,"Eles estão jogando xadrez na mesa.
","They are playing chess on the table.
",0,10,29,38,338,314,42,36,807
bare bones,"Essencial
","Essential
",1,52,46,400,653,512,201,245,2109
an uphill battle,"Uma batalha difícil
","A tough battle
",1,41,46,236,477,313,12,29,1154
cast a shadow,"Projetar uma sombra
","To cast a shadow
",1,10,46,164,413,377,435,36,1481
She is watching the stars at night.,"Ela está observando as estrelas à noite.
","She is watching the stars at night.
",0,1,1,3,72,93,415,1,586
don’t put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
","Don't put all your eggs in one basket.
",1,1,10,140,110,211,283,1,756
face the music,"Arque com as consequências.
","Face the consequences.
",1,23,46,282,572,481,196,60,1660
She is practicing yoga in the park.,"Ela está praticando ioga no parque.
","She is practicing yoga in the park.
",0,1,1,3,195,62,14,1,277
He made a sandwich for lunch.,"Ele fez um sanduíche para o almoço.
","He made a sandwich for lunch.
",0,1,1,4,186,30,231,1,454
hit the books,"Estudar bastante.
","Study hard.
",1,52,46,391,566,514,419,110,2098
close shave,"Por um triz
","By a hair's breadth
",1,52,46,429,555,676,586,401,2745
a leopard can't change its spots,"""A onça não muda suas manchas.""
","""The leopard doesn't change its spots.""
",1,21,46,202,410,365,360,1,1405
couch potato,"Jerico
","Jericho
",1,52,46,373,654,606,321,370,2422
She walked to the store.,"Ela caminhou para a loja.
","She walked to the store.
",0,1,1,3,58,123,241,1,428
like riding a bike,"Como andar de bicicleta.
","How to ride a bike.
",1,35,46,246,511,452,93,36,1419
They are playing volleyball at the beach.,"Eles estão jogando vôlei na praia.
","They are playing volleyball on the beach.
",0,10,29,14,305,190,56,1,605
He is playing soccer with his friends.,"Ele está jogando futebol com os amigos dele.
","He is playing soccer with his friends.
",0,1,1,4,165,43,181,1,396
curiosity killed the cat,"A curiosidade matou o gato.
","Curiosity killed the cat.
",1,1,46,132,83,337,90,1,690
barking up the wrong tree,"Causando confusão.
","Causing confusion.
",1,52,46,426,479,608,366,151,2128
They are visiting the zoo.,"Eles estão visitando o zoológico.
","They are visiting the zoo.
",0,1,1,3,20,104,159,1,289
pull the plug,"Desligar tudo
","Turn everything off.
",1,52,46,369,513,453,39,1,1473
beat a hasty retreat,"Bater em retirada.
","Fall back.
",1,52,46,357,518,599,656,309,2537
I went to the store to buy some bread.,"Fui à loja comprar pão.
","I went to the store to buy bread.
",0,2,11,15,344,235,99,2,708
butterflies in my stomach,"Borboletas no estômago
","Butterflies in the stomach
",1,19,46,217,334,426,570,44,1656
come up against a brick wall,"Encontrar uma barreira intransponível
","To encounter an insurmountable barrier.
",1,52,46,351,516,551,280,249,2045
smooth sailing,"Navegação tranquila
","Smooth sailing
",1,1,46,3,268,385,16,1,720
She is sending a letter to her friend.,"Ela está enviando uma carta para sua amiga.
","She is sending a letter to her friend.
",0,1,1,2,77,141,97,1,320
He is checking his email.,"Ele está checando seus e-mails.
","He is checking his emails.
",0,13,25,28,69,150,240,1,526
an uphill battle,"Uma batalha difícil
","A tough battle
",1,41,46,236,477,313,12,29,1154
make waves,"Causar impacto
","Make an impact
",1,38,46,264,529,502,425,266,2070
bury the hatchet,"Enterrar as armas
","Bury the hatchet
",1,1,46,4,212,406,675,223,1567
as good as gold,"Bom como ouro
","Good as gold
",1,10,46,184,316,356,560,149,1621
She is putting on her shoes.,"Ela está calçando os sapatos.
","She is putting on her shoes.
",0,1,1,4,30,96,74,1,207
built like a tank,"Construído como um tanque.
","Built like a tank.
",1,1,46,133,258,272,76,1,787
hit the sack,"Cair na cama
","Fall into bed
",1,52,46,355,609,579,458,367,2466
burst your bubble,"Estragar a surpresa
","Spoil the surprise
",1,52,46,333,544,530,500,308,2313
He is going for a bike ride.,"Ele vai andar de bicicleta.
","He will ride a bike.
",0,33,46,210,480,417,363,64,1613
bite the dust,"Cair em desgraça.
","To fall from grace.
",1,52,46,416,644,660,516,338,2672
falling apart at the seams,"Desmoronando
","Falling apart
",1,29,46,252,440,513,577,201,2058
They are jogging through the park.,"Eles estão correndo no parque.
","They are running in the park.
",0,23,46,167,405,407,324,1,1373
backseat driver,"""Carona chata""
","Annoying ride
",1,52,46,286,678,651,667,371,2751
a blessing in disguise,"Uma bênção disfarçada
","A blessing in disguise
",1,1,46,3,137,189,213,1,590
back against the wall,"Encurralado
","Cornered
",1,52,46,464,638,644,608,324,2776
blue collar,"Trabalhador braçal
","Manual laborer
",1,52,46,421,633,675,337,233,2397
kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
","Kill two birds with one stone.
",1,1,21,86,62,288,509,89,1056
at the drop of a hat,"A qualquer momento.
","Any time.
",1,52,46,458,639,632,79,376,2282
by a hair's breadth,"Por um triz
","By a hair's breadth
",1,1,46,3,309,352,586,255,1552
They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
","They are planning a trip to Europe.
",0,1,1,3,200,46,136,1,388
big picture,"Visão geral
","Overview
",1,52,46,431,498,518,408,284,2237
beat around the bush,"Ficar enrolando
","To stall
",1,52,46,370,655,662,644,394,2823
cast in stone,"Escrito em pedra
","Written in stone
",1,23,46,185,409,353,2,32,1050
They went to the supermarket yesterday.,"Eles foram ao supermercado ontem.
","They went to the supermarket yesterday.
",0,1,1,2,118,78,251,1,452
She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
","She cleaned the kitchen after dinner.
",0,1,1,4,107,77,100,1,291
He traveled to Paris last year.,"Ele viajou para Paris no ano passado.
","He traveled to Paris last year.
",0,1,1,3,164,10,303,1,483
face like thunder,"Cara de poucos amigos
","Sourpuss
",1,52,46,441,679,690,665,378,2951
I am learning how to cook.,"Estou aprendendo a cozinhar.
","I am learning to cook.
",0,5,46,44,122,176,36,1,430
She is wearing a red dress.,"Ela está vestindo um vestido vermelho.
","She is wearing a red dress.
",0,1,1,3,158,6,110,1,280
come rain or shine,"Chova ou faça sol
","Rain or shine
",1,10,46,173,445,278,491,1,1444
get the ball rolling,"Começar a fazer algo
","To start doing something
",1,52,46,389,603,567,222,259,2138
He went to the gym for a workout session.,"Ele foi à academia para uma sessão de treino.
","He went to the gym for a workout.
",0,2,4,19,375,217,341,1,959
He is drinking tea in the morning.,"Ele está bebendo chá de manhã.
","He is drinking tea in the morning.
",0,1,1,3,90,102,215,1,413
They enjoyed a family dinner together.,"Eles apreciaram um jantar em família juntos.
","They enjoyed a family dinner together.
",0,1,1,2,154,61,254,1,474
They are playing basketball in the yard.,"Eles estão jogando basquete no quintal.
","They are playing basketball in the backyard.
",0,10,12,48,323,256,87,1,737
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.
",1,1,21,98,130,111,20,1,382
flying high,"Voando alto
","Flying high
",1,1,46,3,182,160,338,1,731
bring home the bacon,"Trazer o sustento para casa
","Bring home the bacon
",1,1,46,5,82,224,429,58,845
give someone the cold shoulder,"Dar o desprezo a alguém.
","To snub someone.
",1,45,46,365,530,592,566,262,2406
bite your tongue,"Morda a língua
","Bite your tongue.
",1,1,46,166,262,319,514,133,1441
all in a day's work,"Tudo em um dia de trabalho.
","All in a day's work.
",1,1,28,115,19,203,270,88,724
eyes in the back of your head,"Olhos na nuca
","Eyes in the back of your head
",1,1,3,3,209,440,395,148,1199
He ate his breakfast quickly.,"Ele comeu o café da manhã rapidamente.
","He ate breakfast quickly.
",0,7,46,50,318,173,382,30,1006
back on your feet,"Recuperar-se
","Recover
",1,52,46,471,473,601,626,336,2605
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.
",1,1,21,98,130,111,20,1,382
They are driving to the countryside.,"Eles estão indo para o campo.
","They are going to the field.
",0,23,46,232,485,471,306,216,1779
She cooked dinner for her family.,"Ela preparou o jantar para a família dela.
","She prepared dinner for her family.
",0,11,19,27,249,214,164,1,685
ace in the hole,"Carta na manga
","Ace up your sleeve
",1,45,46,353,504,681,666,305,2600
hard as nails,"Durão/Aço duro.
","Tough/Hard steel.
",1,41,46,385,605,573,588,282,2520
kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
","To kill two birds with one stone.
",1,4,14,148,362,358,503,163,1552
black and blue,"Roxo e negro
","Purple and black
",1,41,46,203,435,284,296,36,1341
how the cookie crumbles,"É assim que a banda toca.
","That's how the cookie crumbles.
",1,14,28,199,402,386,681,264,1974
He played video games all evening.,"Ele jogou videogame a noite toda.
","He played video games all night.
",0,11,19,40,298,162,58,1,589
all bark and no bite,"Só ladra, mas não morde.
","She barks, but doesn't bite.
",1,50,46,329,501,476,459,208,2069
beef up,"Fortalecer
","Strengthen
",1,52,46,432,588,677,564,349,2708
be on cloud nine,"Estar nas nuvens.
","To be in the clouds.
",1,46,46,310,491,539,567,279,2278
They traveled to the mountains for vacation.,"Eles viajaram para as montanhas de férias.
","They traveled to the mountains for vacation.
",0,1,1,3,201,48,481,4,739
They went on a road trip last summer.,"Eles fizeram uma viagem de carro no verão passado.
","They took a road trip last summer.
",0,15,20,34,350,219,288,36,962
clear the air,"Esclarecer as coisas
","To clarify things
",1,52,46,410,470,588,453,104,2123
cat got your tongue,"Ficou sem fala?
","Lost for words?
",1,52,46,447,600,629,574,350,2698
as busy as a bee,"Tão ocupado como uma abelha.
","As busy as a bee.
",1,1,28,125,73,309,318,195,1049
They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
","They are visiting their friends in the city.
",0,1,1,3,139,70,168,36,418
come out of your shell,"Saia da sua concha.
","Come out of your shell.
",1,1,28,126,89,216,378,139,977
a storm in a teacup,"Tempestade em copo d'água
","A storm in a teacup
",1,1,16,3,276,280,242,72,890
a tower of strength,"Uma torre de força
","A power tower
",1,29,46,256,497,457,6,86,1377
all's fair in love and war,"Em amor e guerra, vale tudo.
","All's fair in love and war.
",1,1,21,96,208,188,401,24,939
She is doing her hair in front of the mirror.,"Ela está arrumando o cabelo em frente ao espelho.
","She is fixing her hair in front of the mirror.
",0,6,9,23,330,368,193,143,1072
all the world's a stage,"O mundo inteiro é um palco.
","All the world's a stage.
",1,1,28,102,156,212,131,1,631
"if the shoe fits, wear it","Se a carapuça servir, use-a.
","If the shoe fits, wear it.
",1,1,14,90,22,299,672,166,1264
They have three children.,"Eles têm três filhos.
","They have three children.
",0,1,1,3,138,3,117,1,264
She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
","She is preparing for a job interview.
",0,1,1,3,124,36,223,1,389
They had a barbecue in the backyard.,"Eles fizeram um churrasco no quintal.
","They had a barbecue in the backyard.
",0,1,1,3,145,98,188,36,472
bite the bullet,"Engolir o choro
","To swallow one's tears
",1,52,46,363,652,650,504,396,2663
They went hiking in the mountains.,"Eles fizeram trilha nas montanhas.
","They hiked in the mountains.
",0,20,33,95,373,303,287,1,1112
keep your chin up,"Anime-se!
","Cheer up!
",1,41,46,427,571,534,623,241,2483
cut from the same cloth,"Feitos da mesma estirpe
","Made of the same stock
",1,37,46,227,446,544,488,47,1835
full plate,"Prato cheio
","A full plate
",1,14,46,142,354,432,619,234,1841
alive and kicking,"Vivo e forte
","Alive and strong
",1,23,46,215,488,458,329,173,1732
a place in the sun,"Um lugar ao sol
","A Place in the Sun
",1,1,46,4,194,327,198,36,806
They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
","They went to the zoo with the children.
",0,9,7,13,329,240,112,1,711
I took a photo of the beautiful sunset.,"Eu tirei uma foto do belo pôr do sol.
","I took a picture of the beautiful sunset.
",0,9,22,10,321,220,451,52,1085
bad egg,"Mau caráter
","Bad character
",1,33,46,225,592,493,622,221,2232
back to square one,"De volta à estaca zero
","Back to square one
",1,1,46,3,226,52,259,1,588
break the ice,"Quebrar o gelo
","Break the ice
",1,1,46,3,278,243,120,36,727
The train arrived at the station on time.,"O trem chegou à estação na hora certa.
","The train arrived at the station on time.
",0,1,1,3,74,59,60,1,199
She took a nap after lunch.,"Ela tirou uma soneca depois do almoço.
","She took a nap after lunch.
",0,1,1,3,198,27,409,1,640
He is watering the plants.,"Ele está regando as plantas.
","He is watering the plants.
",0,1,1,3,75,144,281,1,506
at the helm,"No comando
","In command
",1,52,46,323,417,553,606,248,2245
The dog is playing outside.,"O cachorro está brincando lá fora.
","The dog is playing outside.
",0,1,1,3,106,89,44,1,245
coming full circle,"Completar um ciclo
","To complete a cycle
",1,52,46,412,569,480,84,140,1783
hold your horses,"Calma aí
","Hold on
",1,38,46,407,560,554,498,301,2404
as smooth as silk,"Macio como seda.
","Silky smooth.
",1,41,46,305,452,425,416,75,1760
a shot in the dark,"Um tiro no escuro
","A shot in the dark
",1,1,16,2,125,161,235,1,541
burst at the seams,"Estar prestes a explodir.
","About to explode.
",1,52,46,360,460,520,349,219,2006
They went to a concert last night.,"Eles foram a um show ontem à noite.
","They went to a concert last night.
",0,1,1,3,177,35,221,1,439
cat got your tongue,"O gato comeu sua língua?
","Cat got your tongue?
",1,1,46,169,295,396,532,181,1620
They are having a discussion in the classroom.,"Eles estão tendo uma discussão na sala de aula.
","They are having a discussion in the classroom.
",0,1,1,3,153,49,210,36,453
behind the eight ball,"Em maus lençóis
","In deep trouble
",1,52,46,398,681,653,554,404,2788
She is painting a picture on the canvas.,"Ela está pintando um quadro na tela.
","She is painting a picture on the canvas.
",0,1,1,3,101,117,353,1,577
against the grain,"Contra a corrente
","Against the current
",1,23,46,275,545,489,336,196,1910
She is typing on her computer.,"Ela está digitando no computador.
","She is typing on the computer.
",0,11,30,60,337,227,334,1,1000
left out in the cold,"Deixado ao léu
","Left to the elements
",1,35,46,343,461,558,525,187,2155
don't judge a book by its cover,"Não julgue um livro pela capa.
","Don't judge a book by its cover.
",1,1,14,62,32,184,17,1,311
bend over backward,"Se esforçar ao máximo
","Try your best
",1,52,46,443,531,671,494,357,2594
back to the grind,"De volta à labuta
","Back to the grind
",1,1,46,3,100,107,563,122,942
let sleeping dogs lie,"Deixe os mortos quietos.
","Let the dead lie.
",1,33,46,263,499,504,450,198,1993
a snowball's chance in hell,"Nenhuma chance.
","No way.
",1,52,46,451,630,604,539,379,2701
fighting a losing battle,"Lutar uma batalha perdida
","To fight a losing battle
",1,24,46,146,403,397,407,119,1542
a fish out of water,"Um peixe fora d'água
","A fish out of water
",1,1,16,3,68,171,37,1,297
hit the ground running,"Começar com o pé direito
","Start off on the right foot.
",1,49,46,327,615,546,364,154,2101
heart of stone,"Coração de pedra
","Stone heart
",1,38,46,260,469,430,18,131,1392
He took a walk in the park.,"Ele deu um passeio no parque.
","He took a walk in the park.
",0,1,1,4,245,63,227,1,542
They are enjoying a cup of coffee together.,"Eles estão apreciando uma xícara de café juntos.
","They are enjoying a cup of coffee together.
",0,1,1,3,112,92,194,36,439
I made a cup of tea for myself.,"Fiz uma xícara de chá para mim.
","I made myself a cup of tea.
",0,15,37,83,408,254,115,1,913
cooking up a storm,"Fazendo um estrondo
","Making a splash
",1,42,46,276,587,496,591,276,2314
fall through the cracks,"Passar despercebido.
","To go unnoticed.
",1,52,46,388,517,614,531,311,2459
bend over backwards,"Fazer de tudo
","Do anything
",1,52,46,392,675,665,486,383,2699
dance with the devil,"Dance com o diabo.
","Dance with the devil.
",1,1,46,139,274,338,477,36,1311
dark horse,"Cavalo negro
","Black horse
",1,33,46,197,432,424,8,1,1141
She enjoys walking in the park.,"Ela gosta de caminhar no parque.
","She likes to walk in the park.
",0,27,40,106,356,283,111,1,924
go the extra mile,"Ir além
","Go beyond
",1,41,46,317,514,472,573,137,2100
He is looking out the window at the rain.,"Ele está olhando a chuva pela janela.
","He is watching the rain through the window.
",0,34,46,153,419,382,343,1,1378
feeling under the weather,"Sentindo-se mal.
","Feeling bad.
",1,41,46,347,573,500,347,156,2010
bridge the gap,"Preencher a lacuna
","Fill in the gap
",1,29,46,241,441,456,617,36,1866
clear as crystal,"Claro como cristal
","Clear as crystal
",1,1,46,3,24,11,153,1,239
actions speak louder than words,"Ações valem mais que palavras.
","Actions speak louder than words.
",1,1,28,119,38,168,81,1,436
cutting corners,"Fazer as coisas pela metade
","To do things halfway
",1,52,46,367,627,627,590,299,2608
cost an arm and a leg,"Custar os olhos da cara.
","To cost an arm and a leg.
",1,4,14,165,381,421,674,214,1873
a far cry,"Uma grande diferença
","A big difference
",1,41,46,332,548,462,130,213,1772
