frases_ingles,metrica,modelo,score
He is working on his laptop.,BLEU,meta,0.0
He is working on his laptop.,BERTSCORE,meta,0.9527069330215454
He is working on his laptop.,BLEURT,meta,0.6693204045295715
He is working on his laptop.,COMET22,meta,0.9004630446434021
He is working on his laptop.,KIWI-XL,meta,0.7670286893844604
He is working on his laptop.,XCOMET-XL,meta,0.9530118703842163
He is working on his laptop.,ROUGE,mistral,1.0
He is working on his laptop.,BLEU,mistral,1.0
He is working on his laptop.,BERTSCORE,mistral,0.9999999403953552
He is working on his laptop.,BLEURT,mistral,1.064895510673523
He is working on his laptop.,COMET22,mistral,0.9849391579627991
He is working on his laptop.,KIWI-XL,mistral,1.0257248878479004
He is working on his laptop.,XCOMET-XL,mistral,1.0
He is working on his laptop.,ROUGE,qwen,1.0
He is working on his laptop.,BLEU,qwen,1.0
He is working on his laptop.,BERTSCORE,qwen,0.9999999403953552
He is working on his laptop.,BLEURT,qwen,1.064895510673523
He is working on his laptop.,COMET22,qwen,0.9849391579627991
He is working on his laptop.,KIWI-XL,qwen,1.0257247686386108
He is working on his laptop.,XCOMET-XL,qwen,1.0
She had a cup of soup for lunch.,ROUGE,gemini,0.875
She had a cup of soup for lunch.,BLEU,gemini,0.7506238537503395
She had a cup of soup for lunch.,BERTSCORE,gemini,0.9762068390846252
She had a cup of soup for lunch.,BLEURT,gemini,0.7425150871276855
She had a cup of soup for lunch.,COMET22,gemini,0.9251682162284851
She had a cup of soup for lunch.,KIWI-XL,gemini,1.0223661661148071
She had a cup of soup for lunch.,XCOMET-XL,gemini,1.0
She had a cup of soup for lunch.,ROUGE,gemma3,0.7692307692307693
She had a cup of soup for lunch.,BLEU,gemma3,0.3665113625996641
She had a cup of soup for lunch.,BERTSCORE,gemma3,0.9593635201454163
She had a cup of soup for lunch.,BLEURT,gemma3,0.6639955043792725
She had a cup of soup for lunch.,COMET22,gemma3,0.9228037595748901
She had a cup of soup for lunch.,KIWI-XL,gemma3,1.1018389463424683
She had a cup of soup for lunch.,XCOMET-XL,gemma3,1.0
She had a cup of soup for lunch.,ROUGE,gemmaX,1.0
She had a cup of soup for lunch.,BLEU,gemmaX,1.0
She had a cup of soup for lunch.,BERTSCORE,gemmaX,1.0000001192092896
She had a cup of soup for lunch.,BLEURT,gemmaX,1.0677133798599243
She had a cup of soup for lunch.,COMET22,gemmaX,0.9686071872711182
She had a cup of soup for lunch.,KIWI-XL,gemmaX,1.057511329650879
She had a cup of soup for lunch.,XCOMET-XL,gemmaX,1.0
She had a cup of soup for lunch.,ROUGE,gpt,0.875
She had a cup of soup for lunch.,BLEU,gpt,0.5969491792019646
She had a cup of soup for lunch.,BERTSCORE,gpt,0.9880955815315247
She had a cup of soup for lunch.,BLEURT,gpt,0.8433906435966492
She had a cup of soup for lunch.,COMET22,gpt,0.9331123232841492
She had a cup of soup for lunch.,KIWI-XL,gpt,1.0702719688415527
She had a cup of soup for lunch.,XCOMET-XL,gpt,1.0
She had a cup of soup for lunch.,ROUGE,llama,0.75
She had a cup of soup for lunch.,BLEU,llama,0.48549177170732344
She had a cup of soup for lunch.,BERTSCORE,llama,0.9708362221717834
She had a cup of soup for lunch.,BLEURT,llama,0.23271583020687103
She had a cup of soup for lunch.,COMET22,llama,0.9136549830436707
She had a cup of soup for lunch.,KIWI-XL,llama,1.0514010190963745
She had a cup of soup for lunch.,XCOMET-XL,llama,0.9912000298500061
She had a cup of soup for lunch.,ROUGE,marian,0.875
She had a cup of soup for lunch.,BLEU,marian,0.7506238537503395
She had a cup of soup for lunch.,BERTSCORE,marian,0.9762068390846252
She had a cup of soup for lunch.,BLEURT,marian,0.7425150871276855
She had a cup of soup for lunch.,COMET22,marian,0.9251682162284851
She had a cup of soup for lunch.,KIWI-XL,marian,1.0542916059494019
She had a cup of soup for lunch.,XCOMET-XL,marian,1.0
She had a cup of soup for lunch.,ROUGE,meta,0.875
She had a cup of soup for lunch.,BLEU,meta,0.5969491792019646
She had a cup of soup for lunch.,BERTSCORE,meta,0.9880955815315247
She had a cup of soup for lunch.,BLEURT,meta,0.8433906435966492
She had a cup of soup for lunch.,COMET22,meta,0.925932765007019
She had a cup of soup for lunch.,KIWI-XL,meta,1.0272778272628784
She had a cup of soup for lunch.,XCOMET-XL,meta,1.0
She had a cup of soup for lunch.,ROUGE,mistral,0.875
She had a cup of soup for lunch.,BLEU,mistral,0.46924700641055994
She had a cup of soup for lunch.,BERTSCORE,mistral,0.9119800329208374
She had a cup of soup for lunch.,BLEURT,mistral,0.7653881311416626
She had a cup of soup for lunch.,COMET22,mistral,0.884601891040802
She had a cup of soup for lunch.,KIWI-XL,mistral,1.0614643096923828
She had a cup of soup for lunch.,XCOMET-XL,mistral,1.0
She had a cup of soup for lunch.,ROUGE,qwen,0.875
She had a cup of soup for lunch.,BLEU,qwen,0.7506238537503395
She had a cup of soup for lunch.,BERTSCORE,qwen,0.9762068390846252
She had a cup of soup for lunch.,BLEURT,qwen,0.7425150871276855
She had a cup of soup for lunch.,COMET22,qwen,0.9251682162284851
She had a cup of soup for lunch.,KIWI-XL,qwen,1.0542916059494019
She had a cup of soup for lunch.,XCOMET-XL,qwen,1.0
They are painting the walls of their house.,ROUGE,gemini,1.0
They are painting the walls of their house.,BLEU,gemini,1.0
They are painting the walls of their house.,BERTSCORE,gemini,0.9999999403953552
They are painting the walls of their house.,BLEURT,gemini,1.0704407691955566
They are painting the walls of their house.,COMET22,gemini,0.9730553030967712
They are painting the walls of their house.,KIWI-XL,gemini,1.087161660194397
They are painting the walls of their house.,XCOMET-XL,gemini,0.9912000298500061
They are painting the walls of their house.,ROUGE,gemma3,1.0
They are painting the walls of their house.,BLEU,gemma3,1.0
They are painting the walls of their house.,BERTSCORE,gemma3,1.0
They are painting the walls of their house.,BLEURT,gemma3,1.0704407691955566
They are painting the walls of their house.,COMET22,gemma3,0.9746535420417786
They are painting the walls of their house.,KIWI-XL,gemma3,1.0612415075302124
They are painting the walls of their house.,XCOMET-XL,gemma3,1.0
They are painting the walls of their house.,ROUGE,gemmaX,0.75
They are painting the walls of their house.,BLEU,gemmaX,0.3628241434631103
They are painting the walls of their house.,BERTSCORE,gemmaX,0.9214481115341187
They are painting the walls of their house.,BLEURT,gemmaX,0.41168153285980225
They are painting the walls of their house.,COMET22,gemmaX,0.8142428398132324
They are painting the walls of their house.,KIWI-XL,gemmaX,1.03145170211792
They are painting the walls of their house.,XCOMET-XL,gemmaX,0.9912000298500061
They are painting the walls of their house.,ROUGE,gpt,1.0
They are painting the walls of their house.,BLEU,gpt,1.0
They are painting the walls of their house.,BERTSCORE,gpt,1.0
They are painting the walls of their house.,BLEURT,gpt,1.0704407691955566
They are painting the walls of their house.,COMET22,gpt,0.9730553030967712
They are painting the walls of their house.,KIWI-XL,gpt,1.0910602807998657
They are painting the walls of their house.,XCOMET-XL,gpt,1.0
They are painting the walls of their house.,ROUGE,llama,1.0
They are painting the walls of their house.,BLEU,llama,1.0
They are painting the walls of their house.,BERTSCORE,llama,1.0
They are painting the walls of their house.,BLEURT,llama,1.0704407691955566
They are painting the walls of their house.,COMET22,llama,0.9746535420417786
They are painting the walls of their house.,KIWI-XL,llama,1.0748635530471802
They are painting the walls of their house.,XCOMET-XL,llama,1.0
They are painting the walls of their house.,ROUGE,marian,0.75
They are painting the walls of their house.,BLEU,marian,0.3628241434631103
They are painting the walls of their house.,BERTSCORE,marian,0.9214481115341187
They are painting the walls of their house.,BLEURT,marian,0.41168153285980225
They are painting the walls of their house.,COMET22,marian,0.8193140625953674
They are painting the walls of their house.,KIWI-XL,marian,1.0308083295822144
They are painting the walls of their house.,XCOMET-XL,marian,0.9911309480667114
They are painting the walls of their house.,ROUGE,meta,0.75
They are painting the walls of their house.,BLEU,meta,0.3628241434631103
They are painting the walls of their house.,BERTSCORE,meta,0.9214481115341187
They are painting the walls of their house.,BLEURT,meta,0.41168153285980225
They are painting the walls of their house.,COMET22,meta,0.7978917360305786
They are painting the walls of their house.,KIWI-XL,meta,0.8599667549133301
They are painting the walls of their house.,XCOMET-XL,meta,0.985672652721405
They are painting the walls of their house.,ROUGE,mistral,1.0
They are painting the walls of their house.,BLEU,mistral,1.0
They are painting the walls of their house.,BERTSCORE,mistral,1.0
They are painting the walls of their house.,BLEURT,mistral,1.0704407691955566
They are painting the walls of their house.,COMET22,mistral,0.9730551838874817
They are painting the walls of their house.,KIWI-XL,mistral,1.0910602807998657
They are painting the walls of their house.,XCOMET-XL,mistral,1.0
They are painting the walls of their house.,ROUGE,qwen,1.0
They are painting the walls of their house.,BLEU,qwen,1.0
They are painting the walls of their house.,BERTSCORE,qwen,1.0
They are painting the walls of their house.,BLEURT,qwen,1.0704407691955566
They are painting the walls of their house.,COMET22,qwen,0.9723418354988098
They are painting the walls of their house.,KIWI-XL,qwen,0.9840837717056274
They are painting the walls of their house.,XCOMET-XL,qwen,1.0
The sun rises in the east.,ROUGE,gemini,1.0
The sun rises in the east.,BLEU,gemini,1.0
The sun rises in the east.,BERTSCORE,gemini,1.0
The sun rises in the east.,BLEURT,gemini,1.059249997138977
The sun rises in the east.,COMET22,gemini,0.9789478182792664
The sun rises in the east.,KIWI-XL,gemini,1.1008963584899902
The sun rises in the east.,XCOMET-XL,gemini,1.0
The sun rises in the east.,ROUGE,gemma3,1.0
The sun rises in the east.,BLEU,gemma3,1.0
The sun rises in the east.,BERTSCORE,gemma3,1.0
The sun rises in the east.,BLEURT,gemma3,1.059249997138977
The sun rises in the east.,COMET22,gemma3,0.9789478182792664
The sun rises in the east.,KIWI-XL,gemma3,1.0923398733139038
The sun rises in the east.,XCOMET-XL,gemma3,1.0
The sun rises in the east.,ROUGE,gemmaX,1.0
The sun rises in the east.,BLEU,gemmaX,1.0
The sun rises in the east.,BERTSCORE,gemmaX,1.0
The sun rises in the east.,BLEURT,gemmaX,1.059249997138977
The sun rises in the east.,COMET22,gemmaX,0.9789478182792664
The sun rises in the east.,KIWI-XL,gemmaX,1.0923398733139038
The sun rises in the east.,XCOMET-XL,gemmaX,1.0
The sun rises in the east.,ROUGE,gpt,1.0
The sun rises in the east.,BLEU,gpt,1.0
The sun rises in the east.,BERTSCORE,gpt,1.0
The sun rises in the east.,BLEURT,gpt,1.059249997138977
The sun rises in the east.,COMET22,gpt,0.9789479374885559
The sun rises in the east.,KIWI-XL,gpt,1.092340111732483
The sun rises in the east.,XCOMET-XL,gpt,1.0
The sun rises in the east.,ROUGE,llama,1.0
The sun rises in the east.,BLEU,llama,1.0
The sun rises in the east.,BERTSCORE,llama,1.0
The sun rises in the east.,BLEURT,llama,1.059249997138977
The sun rises in the east.,COMET22,llama,0.9789479374885559
The sun rises in the east.,KIWI-XL,llama,1.0923398733139038
The sun rises in the east.,XCOMET-XL,llama,1.0
The sun rises in the east.,ROUGE,marian,1.0
The sun rises in the east.,BLEU,marian,1.0
The sun rises in the east.,BERTSCORE,marian,1.0
The sun rises in the east.,BLEURT,marian,1.059249997138977
The sun rises in the east.,COMET22,marian,0.9789479374885559
The sun rises in the east.,KIWI-XL,marian,1.092340111732483
The sun rises in the east.,XCOMET-XL,marian,1.0
The sun rises in the east.,ROUGE,meta,0.7692307692307692
The sun rises in the east.,BLEU,meta,0.0
The sun rises in the east.,BERTSCORE,meta,0.9657058119773865
The sun rises in the east.,BLEURT,meta,0.7910926342010498
The sun rises in the east.,COMET22,meta,0.9069334268569946
The sun rises in the east.,KIWI-XL,meta,1.0189045667648315
The sun rises in the east.,XCOMET-XL,meta,1.0
The sun rises in the east.,ROUGE,mistral,1.0
The sun rises in the east.,BLEU,mistral,1.0
The sun rises in the east.,BERTSCORE,mistral,1.0
The sun rises in the east.,BLEURT,mistral,1.059249997138977
The sun rises in the east.,COMET22,mistral,0.9789479374885559
The sun rises in the east.,KIWI-XL,mistral,1.0923398733139038
The sun rises in the east.,XCOMET-XL,mistral,1.0
The sun rises in the east.,ROUGE,qwen,1.0
The sun rises in the east.,BLEU,qwen,1.0
The sun rises in the east.,BERTSCORE,qwen,1.0
The sun rises in the east.,BLEURT,qwen,1.059249997138977
The sun rises in the east.,COMET22,qwen,0.9789479374885559
The sun rises in the east.,KIWI-XL,qwen,1.092340111732483
The sun rises in the east.,XCOMET-XL,qwen,1.0
She is walking through the forest.,ROUGE,gemini,1.0
She is walking through the forest.,BLEU,gemini,1.0
She is walking through the forest.,BERTSCORE,gemini,1.0
She is walking through the forest.,BLEURT,gemini,1.0891398191452026
She is walking through the forest.,COMET22,gemini,0.9774382710456848
She is walking through the forest.,KIWI-XL,gemini,0.9258573055267334
She is walking through the forest.,XCOMET-XL,gemini,1.0
She is walking through the forest.,ROUGE,gemma3,1.0
She is walking through the forest.,BLEU,gemma3,1.0
She is walking through the forest.,BERTSCORE,gemma3,1.0
She is walking through the forest.,BLEURT,gemma3,1.0891398191452026
She is walking through the forest.,COMET22,gemma3,0.9774381518363953
She is walking through the forest.,KIWI-XL,gemma3,0.9390707015991211
She is walking through the forest.,XCOMET-XL,gemma3,1.0
She is walking through the forest.,ROUGE,gemmaX,0.8333333333333334
She is walking through the forest.,BLEU,gemmaX,0.6431870218238024
She is walking through the forest.,BERTSCORE,gemmaX,0.9658790826797485
She is walking through the forest.,BLEURT,gemmaX,1.018255352973938
She is walking through the forest.,COMET22,gemmaX,0.9475370645523071
She is walking through the forest.,KIWI-XL,gemmaX,0.6369750499725342
She is walking through the forest.,XCOMET-XL,gemmaX,1.0
She is walking through the forest.,ROUGE,gpt,1.0
She is walking through the forest.,BLEU,gpt,1.0
She is walking through the forest.,BERTSCORE,gpt,1.0
She is walking through the forest.,BLEURT,gpt,1.0891398191452026
She is walking through the forest.,COMET22,gpt,0.9774382710456848
She is walking through the forest.,KIWI-XL,gpt,0.9390709400177002
She is walking through the forest.,XCOMET-XL,gpt,1.0
She is walking through the forest.,ROUGE,llama,0.8333333333333334
She is walking through the forest.,BLEU,llama,0.6434588841607617
She is walking through the forest.,BERTSCORE,llama,0.981204092502594
She is walking through the forest.,BLEURT,llama,0.9437859058380127
She is walking through the forest.,COMET22,llama,0.9360037446022034
She is walking through the forest.,KIWI-XL,llama,0.9540722370147705
She is walking through the forest.,XCOMET-XL,llama,1.0
She is walking through the forest.,ROUGE,marian,0.6666666666666666
She is walking through the forest.,BLEU,marian,0.0
She is walking through the forest.,BERTSCORE,marian,0.9462215900421143
She is walking through the forest.,BLEURT,marian,0.8902435302734375
She is walking through the forest.,COMET22,marian,0.8996745944023132
She is walking through the forest.,KIWI-XL,marian,0.9048582315444946
She is walking through the forest.,XCOMET-XL,marian,1.0
She is walking through the forest.,ROUGE,meta,0.28571428571428575
She is walking through the forest.,BLEU,meta,0.0
She is walking through the forest.,BERTSCORE,meta,0.8854724168777466
She is walking through the forest.,BLEURT,meta,0.7009181976318359
She is walking through the forest.,COMET22,meta,0.7770342826843262
She is walking through the forest.,KIWI-XL,meta,0.945837676525116
She is walking through the forest.,XCOMET-XL,meta,1.0
She is walking through the forest.,ROUGE,mistral,1.0
She is walking through the forest.,BLEU,mistral,1.0
She is walking through the forest.,BERTSCORE,mistral,1.0
She is walking through the forest.,BLEURT,mistral,1.0891398191452026
She is walking through the forest.,COMET22,mistral,0.9765040278434753
She is walking through the forest.,KIWI-XL,mistral,0.9050897359848022
She is walking through the forest.,XCOMET-XL,mistral,1.0
She is walking through the forest.,ROUGE,qwen,1.0
She is walking through the forest.,BLEU,qwen,1.0
She is walking through the forest.,BERTSCORE,qwen,1.0
She is walking through the forest.,BLEURT,qwen,1.0891398191452026
She is walking through the forest.,COMET22,qwen,0.9774382710456848
She is walking through the forest.,KIWI-XL,qwen,0.9390707015991211
She is walking through the forest.,XCOMET-XL,qwen,1.0
She is arranging flowers in a vase.,ROUGE,gemini,1.0
She is arranging flowers in a vase.,BLEU,gemini,1.0
She is arranging flowers in a vase.,BERTSCORE,gemini,1.0
She is arranging flowers in a vase.,BLEURT,gemini,1.0878846645355225
She is arranging flowers in a vase.,COMET22,gemini,0.9756184816360474
She is arranging flowers in a vase.,KIWI-XL,gemini,1.0587595701217651
She is arranging flowers in a vase.,XCOMET-XL,gemini,1.0
She is arranging flowers in a vase.,ROUGE,gemma3,1.0
She is arranging flowers in a vase.,BLEU,gemma3,1.0
She is arranging flowers in a vase.,BERTSCORE,gemma3,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,gemma3,1.0878846645355225
She is arranging flowers in a vase.,COMET22,gemma3,0.9756184816360474
She is arranging flowers in a vase.,KIWI-XL,gemma3,1.070077896118164
She is arranging flowers in a vase.,XCOMET-XL,gemma3,1.0
She is arranging flowers in a vase.,ROUGE,gemmaX,1.0
She is arranging flowers in a vase.,BLEU,gemmaX,1.0
She is arranging flowers in a vase.,BERTSCORE,gemmaX,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,gemmaX,1.0878846645355225
She is arranging flowers in a vase.,COMET22,gemmaX,0.9770743250846863
She is arranging flowers in a vase.,KIWI-XL,gemmaX,1.0602158308029175
She is arranging flowers in a vase.,XCOMET-XL,gemmaX,1.0
She is arranging flowers in a vase.,ROUGE,gpt,1.0
She is arranging flowers in a vase.,BLEU,gpt,1.0
She is arranging flowers in a vase.,BERTSCORE,gpt,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,gpt,1.0878846645355225
She is arranging flowers in a vase.,COMET22,gpt,0.9725625514984131
She is arranging flowers in a vase.,KIWI-XL,gpt,1.0619664192199707
She is arranging flowers in a vase.,XCOMET-XL,gpt,1.0
She is arranging flowers in a vase.,ROUGE,llama,1.0
She is arranging flowers in a vase.,BLEU,llama,1.0
She is arranging flowers in a vase.,BERTSCORE,llama,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,llama,1.0878846645355225
She is arranging flowers in a vase.,COMET22,llama,0.9727262854576111
She is arranging flowers in a vase.,KIWI-XL,llama,1.031929612159729
She is arranging flowers in a vase.,XCOMET-XL,llama,0.9996601343154907
She is arranging flowers in a vase.,ROUGE,marian,0.7142857142857143
She is arranging flowers in a vase.,BLEU,marian,0.5329462628216854
She is arranging flowers in a vase.,BERTSCORE,marian,0.9449695944786072
She is arranging flowers in a vase.,BLEURT,marian,0.9142391681671143
She is arranging flowers in a vase.,COMET22,marian,0.9154543280601501
She is arranging flowers in a vase.,KIWI-XL,marian,1.0836321115493774
She is arranging flowers in a vase.,XCOMET-XL,marian,1.0
She is arranging flowers in a vase.,ROUGE,meta,0.7142857142857143
She is arranging flowers in a vase.,BLEU,meta,0.5329462628216854
She is arranging flowers in a vase.,BERTSCORE,meta,0.9417764544487
She is arranging flowers in a vase.,BLEURT,meta,0.8039880990982056
She is arranging flowers in a vase.,COMET22,meta,0.8860135674476624
She is arranging flowers in a vase.,KIWI-XL,meta,1.026939868927002
She is arranging flowers in a vase.,XCOMET-XL,meta,0.9912000298500061
She is arranging flowers in a vase.,ROUGE,mistral,1.0
She is arranging flowers in a vase.,BLEU,mistral,1.0
She is arranging flowers in a vase.,BERTSCORE,mistral,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,mistral,1.0878846645355225
She is arranging flowers in a vase.,COMET22,mistral,0.9725625514984131
She is arranging flowers in a vase.,KIWI-XL,mistral,1.0619664192199707
She is arranging flowers in a vase.,XCOMET-XL,mistral,1.0
She is arranging flowers in a vase.,ROUGE,qwen,1.0
She is arranging flowers in a vase.,BLEU,qwen,1.0
She is arranging flowers in a vase.,BERTSCORE,qwen,0.9999999403953552
She is arranging flowers in a vase.,BLEURT,qwen,1.0878846645355225
She is arranging flowers in a vase.,COMET22,qwen,0.9756184220314026
She is arranging flowers in a vase.,KIWI-XL,qwen,1.070077896118164
She is arranging flowers in a vase.,XCOMET-XL,qwen,1.0
They went shopping for new clothes.,ROUGE,gemini,0.6666666666666666
They went shopping for new clothes.,BLEU,gemini,0.0
They went shopping for new clothes.,BERTSCORE,gemini,0.951533854007721
They went shopping for new clothes.,BLEURT,gemini,0.8194436430931091
They went shopping for new clothes.,COMET22,gemini,0.9480103850364685
They went shopping for new clothes.,KIWI-XL,gemini,1.0411943197250366
They went shopping for new clothes.,XCOMET-XL,gemini,0.9912000298500061
They went shopping for new clothes.,ROUGE,gemma3,1.0
They went shopping for new clothes.,BLEU,gemma3,1.0
They went shopping for new clothes.,BERTSCORE,gemma3,1.0
They went shopping for new clothes.,BLEURT,gemma3,1.0785843133926392
They went shopping for new clothes.,COMET22,gemma3,0.9853906035423279
They went shopping for new clothes.,KIWI-XL,gemma3,1.0564602613449097
They went shopping for new clothes.,XCOMET-XL,gemma3,1.0
They went shopping for new clothes.,ROUGE,gemmaX,0.6666666666666666
They went shopping for new clothes.,BLEU,gemmaX,0.0
They went shopping for new clothes.,BERTSCORE,gemmaX,0.951533854007721
They went shopping for new clothes.,BLEURT,gemmaX,0.8194436430931091
They went shopping for new clothes.,COMET22,gemmaX,0.9480103850364685
They went shopping for new clothes.,KIWI-XL,gemmaX,1.0344511270523071
They went shopping for new clothes.,XCOMET-XL,gemmaX,0.9912000298500061
They went shopping for new clothes.,ROUGE,gpt,1.0
They went shopping for new clothes.,BLEU,gpt,1.0
They went shopping for new clothes.,BERTSCORE,gpt,1.0
They went shopping for new clothes.,BLEURT,gpt,1.0785843133926392
They went shopping for new clothes.,COMET22,gpt,0.9845024347305298
They went shopping for new clothes.,KIWI-XL,gpt,1.022209644317627
They went shopping for new clothes.,XCOMET-XL,gpt,1.0
They went shopping for new clothes.,ROUGE,llama,1.0
They went shopping for new clothes.,BLEU,llama,1.0
They went shopping for new clothes.,BERTSCORE,llama,1.0
They went shopping for new clothes.,BLEURT,llama,1.0785843133926392
They went shopping for new clothes.,COMET22,llama,0.9856747984886169
They went shopping for new clothes.,KIWI-XL,llama,1.0429402589797974
They went shopping for new clothes.,XCOMET-XL,llama,1.0
They went shopping for new clothes.,ROUGE,marian,0.6666666666666666
They went shopping for new clothes.,BLEU,marian,0.0
They went shopping for new clothes.,BERTSCORE,marian,0.951533854007721
They went shopping for new clothes.,BLEURT,marian,0.8194436430931091
They went shopping for new clothes.,COMET22,marian,0.9430418610572815
They went shopping for new clothes.,KIWI-XL,marian,1.043657898902893
They went shopping for new clothes.,XCOMET-XL,marian,0.9865174293518066
They went shopping for new clothes.,ROUGE,meta,0.7692307692307692
They went shopping for new clothes.,BLEU,meta,0.6147881529512643
They went shopping for new clothes.,BERTSCORE,meta,0.9266221523284912
They went shopping for new clothes.,BLEURT,meta,0.7480974197387695
They went shopping for new clothes.,COMET22,meta,0.9251381158828735
They went shopping for new clothes.,KIWI-XL,meta,1.0267572402954102
They went shopping for new clothes.,XCOMET-XL,meta,0.9893662929534912
They went shopping for new clothes.,ROUGE,mistral,1.0
They went shopping for new clothes.,BLEU,mistral,1.0
They went shopping for new clothes.,BERTSCORE,mistral,1.0
They went shopping for new clothes.,BLEURT,mistral,1.0785843133926392
They went shopping for new clothes.,COMET22,mistral,0.9837710857391357
They went shopping for new clothes.,KIWI-XL,mistral,1.0020686388015747
They went shopping for new clothes.,XCOMET-XL,mistral,1.0
They went shopping for new clothes.,ROUGE,qwen,0.6666666666666666
They went shopping for new clothes.,BLEU,qwen,0.0
They went shopping for new clothes.,BERTSCORE,qwen,0.951533854007721
They went shopping for new clothes.,BLEURT,qwen,0.8194436430931091
They went shopping for new clothes.,COMET22,qwen,0.945918083190918
They went shopping for new clothes.,KIWI-XL,qwen,1.0271435976028442
They went shopping for new clothes.,XCOMET-XL,qwen,0.9889637231826782
She is packing her suitcase for a trip.,ROUGE,gemini,0.875
She is packing her suitcase for a trip.,BLEU,gemini,0.5969491792019646
She is packing her suitcase for a trip.,BERTSCORE,gemini,0.9857408404350281
She is packing her suitcase for a trip.,BLEURT,gemini,0.9737875461578369
She is packing her suitcase for a trip.,COMET22,gemini,0.9148147106170654
She is packing her suitcase for a trip.,KIWI-XL,gemini,1.039523959159851
She is packing her suitcase for a trip.,XCOMET-XL,gemini,0.9912000298500061
She is packing her suitcase for a trip.,ROUGE,gemma3,1.0
She is packing her suitcase for a trip.,BLEU,gemma3,1.0
She is packing her suitcase for a trip.,BERTSCORE,gemma3,1.0
She is packing her suitcase for a trip.,BLEURT,gemma3,1.0911959409713745
She is packing her suitcase for a trip.,COMET22,gemma3,0.9727013111114502
She is packing her suitcase for a trip.,KIWI-XL,gemma3,1.036226749420166
She is packing her suitcase for a trip.,XCOMET-XL,gemma3,1.0
She is packing her suitcase for a trip.,ROUGE,gemmaX,0.875
She is packing her suitcase for a trip.,BLEU,gemmaX,0.7420884818558928
She is packing her suitcase for a trip.,BERTSCORE,gemmaX,0.9776936769485474
She is packing her suitcase for a trip.,BLEURT,gemmaX,1.012490153312683
She is packing her suitcase for a trip.,COMET22,gemmaX,0.9498775601387024
She is packing her suitcase for a trip.,KIWI-XL,gemmaX,1.046397089958191
She is packing her suitcase for a trip.,XCOMET-XL,gemmaX,1.0
She is packing her suitcase for a trip.,ROUGE,gpt,1.0
She is packing her suitcase for a trip.,BLEU,gpt,1.0
She is packing her suitcase for a trip.,BERTSCORE,gpt,1.0
She is packing her suitcase for a trip.,BLEURT,gpt,1.0911959409713745
She is packing her suitcase for a trip.,COMET22,gpt,0.9727012515068054
She is packing her suitcase for a trip.,KIWI-XL,gpt,1.036226749420166
She is packing her suitcase for a trip.,XCOMET-XL,gpt,1.0
She is packing her suitcase for a trip.,ROUGE,llama,0.875
She is packing her suitcase for a trip.,BLEU,llama,0.5969491792019646
She is packing her suitcase for a trip.,BERTSCORE,llama,0.9857408404350281
She is packing her suitcase for a trip.,BLEURT,llama,0.9737875461578369
She is packing her suitcase for a trip.,COMET22,llama,0.9246404767036438
She is packing her suitcase for a trip.,KIWI-XL,llama,1.0277972221374512
She is packing her suitcase for a trip.,XCOMET-XL,llama,1.0
She is packing her suitcase for a trip.,ROUGE,marian,0.7142857142857143
She is packing her suitcase for a trip.,BLEU,marian,0.3258798048281462
She is packing her suitcase for a trip.,BERTSCORE,marian,0.9383463263511658
She is packing her suitcase for a trip.,BLEURT,marian,0.7120932340621948
She is packing her suitcase for a trip.,COMET22,marian,0.8590787053108215
She is packing her suitcase for a trip.,KIWI-XL,marian,1.0307592153549194
She is packing her suitcase for a trip.,XCOMET-XL,marian,1.0
She is packing her suitcase for a trip.,ROUGE,meta,0.7142857142857143
She is packing her suitcase for a trip.,BLEU,meta,0.0
She is packing her suitcase for a trip.,BERTSCORE,meta,0.850839376449585
She is packing her suitcase for a trip.,BLEURT,meta,0.5476928353309631
She is packing her suitcase for a trip.,COMET22,meta,0.7961490154266357
She is packing her suitcase for a trip.,KIWI-XL,meta,1.0093423128128052
She is packing her suitcase for a trip.,XCOMET-XL,meta,1.0
She is packing her suitcase for a trip.,ROUGE,mistral,0.7142857142857143
She is packing her suitcase for a trip.,BLEU,mistral,0.0
She is packing her suitcase for a trip.,BERTSCORE,mistral,0.9374450445175171
She is packing her suitcase for a trip.,BLEURT,mistral,0.6843570470809937
She is packing her suitcase for a trip.,COMET22,mistral,0.8539051413536072
She is packing her suitcase for a trip.,KIWI-XL,mistral,0.9869412183761597
She is packing her suitcase for a trip.,XCOMET-XL,mistral,1.0
She is packing her suitcase for a trip.,ROUGE,qwen,1.0
She is packing her suitcase for a trip.,BLEU,qwen,1.0
She is packing her suitcase for a trip.,BERTSCORE,qwen,1.0
She is packing her suitcase for a trip.,BLEURT,qwen,1.0911959409713745
She is packing her suitcase for a trip.,COMET22,qwen,0.9727012515068054
She is packing her suitcase for a trip.,KIWI-XL,qwen,1.0362268686294556
She is packing her suitcase for a trip.,XCOMET-XL,qwen,1.0
She attended a conference last week.,ROUGE,gemini,1.0
She attended a conference last week.,BLEU,gemini,1.0
She attended a conference last week.,BERTSCORE,gemini,1.0000001192092896
She attended a conference last week.,BLEURT,gemini,1.0801535844802856
