indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
335,manual_data,She works as a software engineer.,"Ela trabalha como engenheira de software.
",gemini,prompt2,gemini,prompt4,Ela constrói pontes de código.,0.8743
335,manual_data,She works as a software engineer.,"Ela trabalha como engenheira de software.
",gemini,prompt2,gemma3,prompt2,Ela trabalha como engenheira de software.,0.9546
335,manual_data,She works as a software engineer.,"Ela trabalha como engenheira de software.
",gemini,prompt2,gemma3,prompt4,Ela tece o código.,0.892
335,manual_data,She works as a software engineer.,"Ela trabalha como engenheira de software.
",gemini,prompt2,gemmaX,sem_prompt,Ela trabalha como engenheira de software.,0.9546
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gpt,prompt4,Eles estão tomando um café no café.,0.9534
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gemini,prompt2,Eles estão tomando café no café.,0.95
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gemini,prompt4,Estão a tomar um café no ninho da conversa.,0.9075
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gemma3,prompt2,Eles estão tomando café no café.,0.95
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gemma3,prompt4,Eles estão se aquecendo na cafeteria.,0.9152
81,manual_data,They are having coffee at the café.,Eles estão tomando café no café.,gpt,prompt2,gemmaX,sem_prompt,Eles estão tomando café no café.,0.95
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gpt,prompt2,Eu encontrei meus amigos para almoçar.,0.9549
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gpt,prompt4,Encontrei meus amigos para almoçar.,0.9243
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gemini,prompt2,Encontrei meus amigos para almoçar.,0.9243
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gemini,prompt4,Encontrei meus amigos para um banquete de palavras.,0.9236
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gemma3,prompt4,Encontrei minha turma para um rango.,0.9072
136,manual_data,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",gemma3,prompt2,gemmaX,sem_prompt,Encontrei-me com os meus amigos para almoçar.,0.9274
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gpt,prompt4,Ela está escrevendo uma carta para sua amiga.,0.95
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemini,prompt2,Ela está escrevendo uma carta para a amiga dela.,0.9599
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemini,prompt4,Ela despeja palavras no papel para a amiga.,0.9401
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemma3,prompt2,Ela está escrevendo uma carta para sua amiga.,0.95
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemma3,prompt4,Ela tece palavras para sua amiga.,0.9484
598,manual_data,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemmaX,sem_prompt,Ela está escrevendo uma carta para sua amiga.,0.95
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gpt,prompt2,Ela gosta de pintar em seu tempo livre.,0.9361
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gpt,prompt4,Ela se diverte pintando em seu tempo livre.,0.9091
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gemini,prompt2,Ela gosta de pintar no tempo livre.,0.95
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gemini,prompt4,Ela se entrega à pintura nos intervalos da vida.,0.8903
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gemma3,prompt4,Ela se entrega à paleta quando o tempo lhe permite.,0.8777
5,manual_data,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gemmaX,sem_prompt,Ela gosta de pintar em seu tempo livre.,0.9361
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gpt,prompt4,Ela está organizando sua vida.,0.9614
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gemini,prompt2,Ela está organizando o armário dela.,0.9668
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gemini,prompt4,Ela está colocando a vida em ordem.,0.9408
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gemma3,prompt2,Ela está organizando seu guarda-roupa.,0.9256
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gemma3,prompt4,Ela está colocando a casa em ordem.,0.9485
652,manual_data,She is organizing her closet.,Ela está organizando seu armário.,gpt,prompt2,gemmaX,sem_prompt,Ela está organizando seu armário.,0.95
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gpt,prompt2,Ela limpou a cozinha depois do jantar.,0.9549
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gpt,prompt4,Ela arrumou a cozinha depois do jantar.,0.9503
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gemini,prompt4,Ela passou a vassoura na cozinha depois do jantar.,0.954
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gemma3,prompt2,Ela limpou a cozinha depois do jantar.,0.9549
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gemma3,prompt4,Ela varreu a bagunça que a noite deixou para trás.,0.8895
427,manual_data,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",gemini,prompt2,gemmaX,sem_prompt,Ela limpou a cozinha depois do jantar.,0.9549
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gpt,prompt2,Ela está falando ao telefone.,0.9564
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gpt,prompt4,Ela está ao telefone.,0.9985
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gemini,prompt4,Ela está no fio.,0.9393
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gemma3,prompt2,Ela está falando ao telefone.,0.9564
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gemma3,prompt4,Ela está com a voz presa ao fio.,0.9112
42,manual_data,She is talking on the phone.,"Ela está falando ao telefone.
",gemini,prompt2,gemmaX,sem_prompt,Ela está falando ao telefone.,0.9564
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gpt,prompt4,Eles estão fazendo um piquenique no parque.,0.95
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemini,prompt2,Eles estão fazendo um piquenique no parque.,0.95
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemini,prompt4,Estão fazendo um piquenique na vida.,0.9338
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemma3,prompt2,Eles estão fazendo um piquenique no parque.,0.95
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemma3,prompt4,Estão estendendo a toalha no parque da vida.,0.9027
9,manual_data,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemmaX,sem_prompt,Eles estão tendo um piquenique no parque.,0.9368
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gpt,prompt4,Um centavo guardado é um centavo ganho.,0.956
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gemini,prompt2,Um centavo poupado é um centavo ganho.,0.9355
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gemini,prompt4,Um centavo economizado é um centavo ganho.,0.95
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gemma3,prompt2,Um tostão guardado é um tostão ganho.,0.9011
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gemma3,prompt4,"Quem poupa, ganha.",0.8651
264,manual_data,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,gpt,prompt2,gemmaX,sem_prompt,Um centavo economizado é um centavo ganho,0.9121
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gpt,prompt2,cavalo de Tróia,0.8361
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gpt,prompt4,cavalo de Tróia,0.8361
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gemini,prompt2,Cavalo negro,0.8688
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gemini,prompt4,Cavalo negro.,0.8378
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gemma3,prompt2,Cavalo escuro,0.8645
521,manual_data,dark horse,cavalo escuro,gemmaX,sem_prompt,gemma3,prompt4,Cavalo Sombrio.,0.8357
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gpt,prompt2,contra todas as probabilidades,0.9484
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gpt,prompt4,contra todas as probabilidades,0.9484
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gemini,prompt4,Contra vento e maré.,0.8471
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gemma3,prompt2,Contra todas as probabilidades,0.9562
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gemma3,prompt4,Contra todas as probabilidades.,0.9032
646,manual_data,against all odds,"Contra todas as probabilidades
",gemini,prompt2,gemmaX,sem_prompt,contra todas as probabilidades,0.9484
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gpt,prompt2,esculpido em pedra,0.8539
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gpt,prompt4,gravado em pedra,0.9207
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gemini,prompt4,Esculpido em pedra.,0.8286
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gemma3,prompt2,Escrito em pedra.,0.893
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gemma3,prompt4,Escrito em pedra.,0.893
425,manual_data,cast in stone,"Escrito em pedra
",gemini,prompt2,gemmaX,sem_prompt,gravado em pedra,0.9207
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gpt,prompt4,Eles estão jogando os dados da vida na sala de estar.,0.956
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemini,prompt2,Eles estão jogando jogos de tabuleiro na sala de estar.,0.95
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemini,prompt4,Estão navegando no tabuleiro da vida na sala.,0.9292
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemma3,prompt2,Eles estão jogando jogos de tabuleiro na sala de estar.,0.95
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemma3,prompt4,Eles estão desdobrando o mundo sobre a mesa na sala.,0.9387
699,manual_data,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,gpt,prompt2,gemmaX,sem_prompt,Estão a jogar jogos de tabuleiro na sala de estar.,0.9449
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gpt,prompt2,pintar a cidade de vermelho,0.9136
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gpt,prompt4,fazer a festa,0.8855
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gemini,prompt2,Tornar a noite agitada,0.8866
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gemini,prompt4,Arrasar na noite.,0.8597
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gemma3,prompt2,Fazer a noite toda.,0.8589
121,manual_data,paint the town red,pinte a cidade de vermelho,gemmaX,sem_prompt,gemma3,prompt4,Botar a casa pra queimar.,0.8488
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gpt,prompt4,sonhos despedaçados,0.9291
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gemini,prompt2,Sonhos desfeitos,0.8562
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gemini,prompt4,Sonhos desfeitos,0.8562
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gemma3,prompt2,Sonhos desfeitos,0.8562
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gemma3,prompt4,Sonhos desfeitos.,0.8586
562,manual_data,broken dreams,sonhos quebrados,gpt,prompt2,gemmaX,sem_prompt,sonhos desfeitos,0.9139
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gpt,prompt4,Eles pegaram um ônibus rumo ao coração da cidade.,0.9546
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemini,prompt2,Eles pegaram um ônibus para o centro da cidade.,0.95
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemini,prompt4,Pegaram o busão rumo ao coração da cidade.,0.9214
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemma3,prompt2,Eles pegaram um ônibus para o centro da cidade.,0.95
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemma3,prompt4,Eles engataram o ônibus rumo ao coração da cidade.,0.9497
591,manual_data,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemmaX,sem_prompt,Eles pegaram um ônibus para o centro da cidade.,0.95
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gpt,prompt4,Eles estão fazendo um churrasco no jardim.,0.95
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemini,prompt2,Eles estão fazendo um churrasco no jardim.,0.95
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemini,prompt4,Estão assando um sol no quintal.,0.9097
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemma3,prompt2,Eles estão fazendo um churrasco no jardim.,0.95
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemma3,prompt4,Estão assando a vida no quintal.,0.8984
673,manual_data,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,gpt,prompt2,gemmaX,sem_prompt,Eles estão fazendo um churrasco no jardim.,0.95
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gpt,prompt2,um braço e uma perna,0.9468
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gpt,prompt4,custar os olhos da cara,0.8492
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemini,prompt4,Um rim e um fígado.,0.9006
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemma3,prompt2,Um braço e uma perna.,0.9218
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemma3,prompt4,Vender a alma.,0.8298
295,manual_data,an arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemmaX,sem_prompt,um braço e uma perna,0.9468
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gpt,prompt4,Eles vão ao cinema esta noite.,0.95
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gemini,prompt2,Eles vão ao cinema hoje à noite.,0.9652
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gemini,prompt4,Eles vão às estrelas esta noite.,0.9556
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gemma3,prompt2,Eles vão ao cinema hoje à noite.,0.9652
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gemma3,prompt4,Eles vão se perder nas sombras da tela esta noite.,0.9344
256,manual_data,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,gpt,prompt2,gemmaX,sem_prompt,Eles vão ao cinema hoje à noite.,0.9652
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gpt,prompt2,"""Qualquer porto em uma tempestade.""",0.8596
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gpt,prompt4,qualquer porto em uma tempestade,0.9193
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gemini,prompt2,Qualquer porto em tempestade.,0.8979
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gemini,prompt4,Qualquer abrigo é bom em tempo de tormenta.,0.8598
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gemma3,prompt2,Qualquer porto seguro em tempestade.,0.8989
135,manual_data,any port in a storm,qualquer porto numa tempestade,gemmaX,sem_prompt,gemma3,prompt4,Qualquer porto é um abrigo.,0.8805
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gpt,prompt2,Ele está trabalhando em seu laptop.,0.9554
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gpt,prompt4,Ele está digitando em seu laptop.,0.9397
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gemini,prompt4,Ele está teclando no seu cérebro.,0.9052
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gemma3,prompt2,Ele está trabalhando em seu laptop.,0.9554
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gemma3,prompt4,Ele está debruçado sobre o teclado.,0.9021
285,manual_data,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",gemini,prompt2,gemmaX,sem_prompt,Ele está trabalhando em seu laptop.,0.9554
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gpt,prompt2,Ele foi pescar com os amigos.,0.9571
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gpt,prompt4,Ele foi pescar com os amigos.,0.9571
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gemini,prompt4,Foi pescar com os amigos.,0.9708
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gemma3,prompt2,Ele foi pescar com seus amigos.,0.956
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gemma3,prompt4,Partiu à pesca com a turma.,0.9313
244,manual_data,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",gemini,prompt2,gemmaX,sem_prompt,Ele foi pescar com seus amigos.,0.956
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gpt,prompt2,tudo na sua cabeça,0.9178
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gpt,prompt4,tudo na sua cabeça,0.9178
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gemini,prompt2,Tudo na sua cabeça.,0.95
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gemini,prompt4,Tudo na sua cabeça.,0.95
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gemma3,prompt4,Tudo na sua cabeça.,0.95
537,manual_data,all in your head,Tudo na sua cabeça.,gemma3,prompt2,gemmaX,sem_prompt,tudo na sua cabeça,0.9178
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gpt,prompt2,Sangue é mais espesso que água.,0.9399
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gpt,prompt4,Sangue é mais espesso que a água.,0.9379
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gemini,prompt2,Sangue do meu sangue.,0.8842
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gemini,prompt4,Sangue do meu sangue.,0.8842
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gemma3,prompt4,O sangue nos une mais do que as águas.,0.9433
301,manual_data,blood runs thicker than water,"O sangue é mais grosso que a água.
",gemma3,prompt2,gemmaX,sem_prompt,O sangue é mais espesso do que a água,0.9598
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gpt,prompt2,Ela está arrumando flores em um vaso.,0.9471
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gpt,prompt4,Ela está organizando flores em um vaso.,0.9524
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gemini,prompt2,Ela está arranjando flores em um vaso.,0.95
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gemini,prompt4,Ela está lapidando a beleza.,0.9418
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gemma3,prompt4,Ela está tecendo vida em um receptáculo.,0.9122
306,manual_data,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gemmaX,sem_prompt,Ela está organizando flores em um vaso.,0.9524
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gpt,prompt2,de volta à estaca zero,0.9195
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gpt,prompt4,voltar à estaca zero,0.9233
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gemini,prompt2,De volta à estaca zero,0.9334
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gemini,prompt4,Voltar à estaca zero.,0.9265
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gemma3,prompt4,Voltar à estaca zero.,0.9265
485,manual_data,back to square one,De volta à estaca zero.,gemma3,prompt2,gemmaX,sem_prompt,de volta ao ponto de partida,0.9071
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gpt,prompt2,frio como gelo,0.9032
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gpt,prompt4,fria como o gelo,0.9256
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gemini,prompt4,Frio como pedra.,0.9143
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gemma3,prompt2,Frio como gelo.,0.8955
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gemma3,prompt4,Frio como gelo.,0.8955
98,manual_data,cold as ice,"Frio como gelo
",gemini,prompt2,gemmaX,sem_prompt,frio como gelo,0.9032
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gpt,prompt2,Ela fez o café da manhã para a família.,0.95
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gpt,prompt4,Ela preparou o café da manhã para a família.,0.9578
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gemini,prompt2,Ela preparou o café da manhã para a família.,0.9578
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gemini,prompt4,Ela botou o sol na mesa para a família.,0.9533
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gemma3,prompt4,Ela preparou o ninho para a família.,0.9578
41,manual_data,She made breakfast for the family.,Ela fez o café da manhã para a família.,gemma3,prompt2,gemmaX,sem_prompt,Ela fez o café da manhã para a família.,0.95
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gpt,prompt2,uma batalha difícil,0.9188
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gpt,prompt4,uma batalha difícil,0.9188
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemini,prompt4,Uma batalha em subida.,0.8432
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemma3,prompt2,Uma luta difícil.,0.9033
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemma3,prompt4,Uma luta de Davi contra Golias.,0.8359
403,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemmaX,sem_prompt,uma batalha difícil,0.9188
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gpt,prompt2,uma batalha difícil,0.9188
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gpt,prompt4,uma batalha difícil,0.9188
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemini,prompt4,Uma batalha em subida.,0.8432
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemma3,prompt2,Uma batalha árdua,0.9265
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemma3,prompt4,Uma luta de Davi contra Golias.,0.8359
377,manual_data,an uphill battle,"Uma batalha difícil
",gemini,prompt2,gemmaX,sem_prompt,uma batalha difícil,0.9188
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gpt,prompt4,Eles foram a um restaurante para jantar.,0.9553
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gemini,prompt2,Eles foram a um restaurante para jantar.,0.9553
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gemini,prompt4,Foram jantar no ninho da cegonha.,0.8661
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gemma3,prompt2,Eles foram a um restaurante para jantar.,0.9553
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gemma3,prompt4,Foram jantar à mesa.,0.8971
369,manual_data,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,gpt,prompt2,gemmaX,sem_prompt,Eles foram a um restaurante para jantar.,0.9553
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gpt,prompt2,construído como um tanque,0.95
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gpt,prompt4,Construído como um tanque.,0.8891
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gemini,prompt2,Construído como um tanque.,0.8891
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gemini,prompt4,Feito para durar.,0.8278
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gemma3,prompt2,Forte como um tanque.,0.9372
