indice,ingles_original,portugues_traduzido,label,dataset,modelo,prompt,xcomet_xl,kiwi_xl,comet22,score_combinado,quartil
388,She walked to the store.,"Ela caminhou até a loja.
",0,manual_data,gemma3,prompt2,1.0,1.0384,0.9728,1.0037,Q2
25,easy as pie,"Fácil como uma torta.
",1,manual_data,gemini,prompt2,1.0,1.0398,0.9703,1.0034,Q2
571,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",0,manual_data,gemini,prompt2,1.0,1.0332,0.9772,1.0034,Q2
34,easy as pie,"Fácil como uma torta.
",1,manual_data,gemini,prompt2,1.0,1.0398,0.9703,1.0034,Q2
682,She is ironing her clothes.,"Ela está passando suas roupas.
",0,manual_data,gemini,prompt2,0.9989,1.0342,0.9763,1.0031,Q2
309,She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,0,manual_data,gemma3,prompt2,1.0,1.0362,0.9727,1.003,Q2
426,They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,0,manual_data,gemma3,prompt2,1.0,1.0324,0.9766,1.003,Q2
602,He repaired the broken chair.,"Ele consertou a cadeira quebrada.
",0,manual_data,gemini,prompt2,1.0,1.0711,0.9376,1.0029,Q2
152,I am traveling to the mountains this weekend.,Estou viajando para as montanhas neste fim de semana.,0,manual_data,gpt,prompt2,1.0,1.0315,0.9759,1.0025,Q2
194,He is sitting on the chair.,"Ele está sentado na cadeira.
",0,manual_data,gemini,prompt2,1.0,1.0362,0.9713,1.0025,Q2
319,He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,0,manual_data,gemma3,prompt2,1.0,1.0344,0.9729,1.0024,Q2
77,She is baking cookies in the kitchen.,Ela está cozinhando biscoitos na cozinha.,0,manual_data,gemmaX,sem_prompt,1.0,1.057,0.9503,1.0024,Q2
539,She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,0,manual_data,gemma3,prompt2,1.0,1.0294,0.9775,1.0023,Q2
30,a chip on your shoulder,um chip no seu ombro,1,manual_data,gemmaX,sem_prompt,1.0,1.0747,0.9319,1.0022,Q2
522,She enjoys walking in the park.,"Ela gosta de caminhar no parque.
",0,manual_data,gemini,prompt2,1.0,1.0699,0.9364,1.0021,Q2
145,a fly on the wall,"Uma mosca na parede.
",1,manual_data,gemma3,prompt2,0.9962,1.0711,0.9385,1.0019,Q2
108,break the ice,"Quebrar o gelo
",1,manual_data,gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
486,break the ice,"Quebrar o gelo
",1,manual_data,gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
538,He is writing a story for school.,"Ele está escrevendo uma história para a escola.
",0,manual_data,gemini,prompt2,1.0,1.0271,0.9778,1.0016,Q2
198,break the ice,"Quebrar o gelo
",1,manual_data,gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
258,break the ice,"Quebrar o gelo
",1,manual_data,gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
392,curiosity killed the cat,A curiosidade matou o gato.,1,manual_data,gemma3,prompt2,1.0,1.0843,0.9189,1.0011,Q2
164,curiosity killed the cat,A curiosidade matou o gato.,1,manual_data,gemma3,prompt2,1.0,1.0843,0.9189,1.0011,Q2
66,as easy as pie,"Tão fácil quanto uma torta.
",1,manual_data,gemini,prompt2,0.9912,1.0365,0.9757,1.0011,Q2
88,He is walking his dog in the park.,Ele está passeando com seu cachorro no parque.,0,manual_data,gpt,prompt2,1.0,1.0296,0.9731,1.0009,Q2
361,don't bite the hand that feeds you,"Não morda a mão que te alimenta.
",1,manual_data,gemini,prompt2,0.9912,1.0876,0.9234,1.0008,Q2
56,best of both worlds,"O melhor dos dois mundos.
",1,manual_data,gemini,prompt2,1.0,1.0379,0.9638,1.0006,Q2
354,They are attending a concert tonight.,"Eles estão indo a um show esta noite.
",0,manual_data,gemini,prompt2,1.0,1.0607,0.941,1.0006,Q2
71,He is feeding his pet hamster.,"Ele está alimentando seu hamster de estimação.
",0,manual_data,gemini,prompt2,1.0,1.0226,0.9785,1.0004,Q2
436,They enjoyed a family dinner together.,"Eles apreciaram um jantar em família juntos.
",0,manual_data,gemini,prompt2,1.0,1.0231,0.9779,1.0003,Q2
543,She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,0,manual_data,gpt,prompt2,1.0,1.0305,0.9701,1.0002,Q2
495,a shot in the dark,"Um tiro no escuro
",1,manual_data,gemini,prompt2,1.0,1.0318,0.9673,0.9997,Q2
416,a blessing in disguise,"Uma bênção disfarçada
",1,manual_data,gemini,prompt2,1.0,1.0394,0.959,0.9995,Q2
649,They watched the sunrise at the beach.,"Eles assistiram o nascer do sol na praia.
",0,manual_data,gemini,prompt2,1.0,1.0384,0.9592,0.9992,Q2
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.
",1,manual_data,gemini,prompt2,1.0,1.0403,0.9568,0.999,Q2
162,He went to the gym to lift weights.,"Ele foi à academia para levantar pesos.
",0,manual_data,gemini,prompt2,1.0,1.026,0.9706,0.9989,Q2
36,devil's advocate,Defensor do diabo,1,manual_data,gemma3,prompt2,1.0,1.0666,0.9298,0.9988,Q2
59,devil's advocate,Defensor do diabo,1,manual_data,gemma3,prompt2,1.0,1.0666,0.9298,0.9988,Q2
281,dead in the water,morto na água,1,manual_data,gpt,prompt2,0.991,1.0166,0.9888,0.9988,Q2
688,dead in the water,morto na água,1,manual_data,gpt,prompt2,0.991,1.0166,0.9888,0.9988,Q2
595,a weight on my shoulders,um peso sobre os meus ombros,1,manual_data,gpt,prompt2,1.0,1.0159,0.98,0.9987,Q2
359,black as coal,"Preto como carvão
",1,manual_data,gemini,prompt2,1.0,1.0142,0.9816,0.9986,Q2
534,at a snail's pace,a um ritmo de lesma,1,manual_data,gemmaX,sem_prompt,0.9992,1.0211,0.9751,0.9985,Q2
625,They are chatting in the living room.,Eles estão conversando na sala de estar.,0,manual_data,gpt,prompt2,1.0,1.0637,0.9281,0.9973,Q2
710,He is studying for his exams.,Ele está estudando para os exames dele.,0,manual_data,gpt,prompt2,1.0,1.0163,0.9744,0.9969,Q2
423,big picture,O quadro geral,1,manual_data,gemma3,prompt2,1.0,1.0339,0.9565,0.9968,Q2
594,They are taking a walk along the beach.,Estão a dar um passeio na praia.,0,manual_data,gemmaX,sem_prompt,1.0,1.0472,0.9432,0.9968,Q2
459,They traveled to the mountains for vacation.,Eles viajaram para as montanhas nas férias.,0,manual_data,gpt,prompt2,1.0,1.0336,0.9561,0.9966,Q2
133,He is drawing a picture of his dog.,"Ele está desenhando um retrato do seu cachorro.
",0,manual_data,gemini,prompt2,1.0,1.0442,0.9446,0.9963,Q2
481,a place in the sun,Um lugar ao sol,1,manual_data,gemmaX,sem_prompt,1.0,1.0243,0.9635,0.9959,Q2
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.
",1,manual_data,gemini,prompt2,1.0,1.0404,0.9472,0.9959,Q2
686,He worked on his computer for hours.,Ele trabalhou no computador dele por horas.,0,manual_data,gemma3,prompt2,1.0,1.0041,0.9833,0.9958,Q2
243,close to my heart,"Perto do meu coração.
",1,manual_data,gemma3,prompt2,1.0,1.0512,0.9361,0.9958,Q2
566,He is cleaning the garage.,"Ele está limpando a garagem.
",0,manual_data,gemini,prompt2,1.0,1.0167,0.9701,0.9956,Q2
210,She danced at the party last night.,Ela dançou na festa ontem à noite.,0,manual_data,gemmaX,sem_prompt,1.0,1.0105,0.976,0.9955,Q2
653,She went to the gym for a workout.,Ela foi à academia para se exercitar.,0,manual_data,gemma3,prompt2,1.0,1.0635,0.9229,0.9955,Q2
120,change of tune,"Mudança de tom
",1,manual_data,gemini,prompt2,0.9912,1.0777,0.9162,0.995,Q2
190,She is watching the sunset from the balcony.,Ela está assistindo ao pôr do sol da varanda.,0,manual_data,gpt,prompt2,1.0,1.011,0.973,0.9947,Q2
483,I took a photo of the beautiful sunset.,Tirei uma foto do lindo pôr do sol.,0,manual_data,gemmaX,sem_prompt,1.0,1.0339,0.95,0.9946,Q2
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,manual_data,gemma3,prompt2,1.0,1.0285,0.9551,0.9945,Q2
367,calm before the storm,calma antes da tempestade,1,manual_data,gemmaX,sem_prompt,1.0,0.9968,0.9865,0.9944,Q2
224,calm before the storm,calma antes da tempestade,1,manual_data,gemmaX,sem_prompt,1.0,0.9968,0.9865,0.9944,Q2
174,He went to the airport to catch a flight.,Ele foi para o aeroporto para pegar um voo.,0,manual_data,gemmaX,sem_prompt,1.0,1.0152,0.9677,0.9943,Q2
536,dressed to kill,vestida para matar,1,manual_data,gpt,prompt2,1.0,0.9944,0.988,0.9941,Q2
489,He is watering the plants.,"Ele está regando as plantas.
",0,manual_data,gemini,prompt2,1.0,1.012,0.9705,0.9941,Q2
524,He is looking out the window at the rain.,"Ele está olhando pela janela para a chuva.
",0,manual_data,gemma3,prompt2,1.0,1.0082,0.9739,0.994,Q2
245,as clear as mud,Tão claro quanto barro.,1,manual_data,gemma3,prompt2,1.0,1.0078,0.9737,0.9938,Q2
104,He is having breakfast with his family.,"Ele está tomando café da manhã com a família dele.
",0,manual_data,gemini,prompt2,1.0,1.0005,0.9806,0.9937,Q2
398,butterflies in my stomach,borboletas no meu estômago,1,manual_data,gpt,prompt2,1.0,1.0006,0.9802,0.9936,Q2
577,They went to the library to borrow books.,Eles foram à biblioteca para pegar emprestado livros.,0,manual_data,gemmaX,sem_prompt,1.0,1.0077,0.9729,0.9935,Q2
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,1,manual_data,gpt,prompt2,1.0,1.0577,0.9219,0.9932,Q2
466,a storm in a teacup,Uma tempestade num copo d'água.,1,manual_data,gemma3,prompt2,0.9994,1.0543,0.9256,0.9931,Q2
321,a blessing in disguise,"Uma bênção disfarçada.
",1,manual_data,gemini,prompt2,1.0,1.0309,0.9484,0.9931,Q2
428,He traveled to Paris last year.,"Ele viajou para Paris no ano passado.
",0,manual_data,gemini,prompt2,1.0,0.9958,0.983,0.9929,Q2
100,He is making a cup of coffee.,Ele está fazendo uma xícara de café.,0,manual_data,gpt,prompt2,1.0,1.0093,0.9687,0.9927,Q2
262,He is repairing the broken chair.,"Ele está consertando a cadeira quebrada.
",0,manual_data,gemini,prompt2,1.0,1.0421,0.9358,0.9926,Q2
411,He is going for a bike ride.,Ele está indo para um passeio de bicicleta.,0,manual_data,gemmaX,sem_prompt,1.0,1.0176,0.959,0.9922,Q2
310,She attended a conference last week.,"Ela participou de uma conferência na semana passada.
",0,manual_data,gemini,prompt2,1.0,0.9932,0.9832,0.9921,Q2
501,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,0,manual_data,gpt,prompt2,1.0,1.0027,0.973,0.9919,Q2
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,1,manual_data,gemma3,prompt2,1.0,1.0222,0.9535,0.9919,Q2
441,give someone the cold shoulder,dar a alguém o ombro frio,1,manual_data,gemmaX,sem_prompt,0.9983,1.0074,0.9683,0.9913,Q2
574,He is fixing the car.,"Ele está consertando o carro.
",0,manual_data,gemini,prompt2,1.0,1.0082,0.9651,0.9911,Q2
659,don't cry over spilled milk,Não chore por leite derramado.,1,manual_data,gemma3,prompt2,1.0,1.043,0.9289,0.9906,Q2
46,burn your bridges,queime suas pontes,1,manual_data,gemmaX,sem_prompt,0.9912,1.0018,0.9774,0.9901,Q2
347,an old flame,uma antiga paixão,1,manual_data,gemmaX,sem_prompt,0.9905,1.1141,0.8657,0.9901,Q2
23,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",0,manual_data,gemini,prompt2,1.0,0.9917,0.9787,0.9901,Q2
460,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,0,manual_data,gpt,prompt2,1.0,1.0178,0.9517,0.9898,Q2
125,blessing in disguise,Uma bênção disfarçada.,1,manual_data,gemma3,prompt2,1.0,1.0383,0.9306,0.9897,Q2
27,change of heart,"Mudança de coração
",1,manual_data,gemini,prompt2,0.9912,1.0505,0.9276,0.9897,Q2
241,don’t cry over spilled milk,Não chore por leite derramado.,1,manual_data,gemma3,prompt2,1.0,1.043,0.9255,0.9895,Q2
469,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,0,manual_data,gemmaX,sem_prompt,0.9796,1.0218,0.9665,0.9893,Q2
685,have a heart of stone,"Ter um coração de pedra.
",1,manual_data,gemma3,prompt2,0.983,1.0742,0.9101,0.9891,Q2
715,bird's eye view,visão de pássaro,1,manual_data,gpt,prompt2,0.9912,1.0137,0.9608,0.9885,Q2
662,carved in stone,"Esculpido em pedra
",1,manual_data,gemini,prompt2,1.0,0.9927,0.9726,0.9884,Q2
148,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",1,manual_data,gemini,prompt2,1.0,1.0091,0.9557,0.9883,Q2
604,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,0,manual_data,gpt,prompt2,1.0,0.9898,0.974,0.9879,Q2
336,He is going to the post office.,Ele está indo para a agência dos correios.,0,manual_data,gemmaX,sem_prompt,1.0,1.024,0.9396,0.9878,Q2
179,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",0,manual_data,gemini,prompt2,1.0,0.9938,0.9692,0.9877,Q2
114,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,0,manual_data,gemma3,prompt2,1.0,0.9934,0.969,0.9875,Q2
675,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",0,manual_data,gemini,prompt2,1.0,0.9857,0.9766,0.9874,Q2
83,a slap on the wrist,uma palmada no pulso,1,manual_data,gpt,prompt2,0.9912,1.001,0.9686,0.9869,Q2
711,darkest before dawn,"A noite mais escura antes do amanhecer.
",1,manual_data,gemma3,prompt2,0.9888,1.0654,0.9065,0.9869,Q2
286,clear as mud,claro como lama,1,manual_data,gpt,prompt2,1.0,0.9674,0.992,0.9865,Q2
323,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",0,manual_data,gemma3,prompt2,0.9999,0.983,0.9764,0.9864,Q2
3,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",0,manual_data,gemini,prompt2,1.0,1.007,0.9516,0.9862,Q2
348,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,0,manual_data,gemmaX,sem_prompt,1.0,0.9873,0.9711,0.9861,Q2
189,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",0,manual_data,gemini,prompt2,1.0,0.9873,0.9709,0.9861,Q2
191,blessing in disguise,"Uma bênção disfarçada.
",1,manual_data,gemma3,prompt2,1.0,1.0278,0.9306,0.9861,Q2
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,1,manual_data,gemmaX,sem_prompt,0.9839,1.0106,0.9635,0.986,Q2
357,cool as a cucumber,"Calmo como um pepino.
",1,manual_data,gemini,prompt2,1.0,1.0606,0.8975,0.986,Q2
64,cool as a cucumber,"Calmo como um pepino.
",1,manual_data,gemini,prompt2,1.0,1.0606,0.8975,0.986,Q2
339,She is playing piano in the evening.,"Ela está tocando piano à noite.
",0,manual_data,gemini,prompt2,1.0,1.0413,0.9151,0.9855,Q2
102,feast your eyes,"Delicie seus olhos
",1,manual_data,gemini,prompt2,0.964,1.0196,0.9715,0.9851,Q2
590,carry a torch,carregar uma tocha,1,manual_data,gpt,prompt2,1.0,0.9784,0.9769,0.9851,Q2
624,down to earth,"Pé no chão
",1,manual_data,gemini,prompt2,0.988,1.0125,0.9547,0.9851,Q2
267,down to earth,"Pé no chão
",1,manual_data,gemini,prompt2,0.988,1.0125,0.9547,0.9851,Q2
109,He went for a jog in the morning.,"Ele foi correr de manhã.
",0,manual_data,gemini,prompt2,1.0,1.0147,0.9403,0.985,Q2
638,against the clock,contra o relógio,1,manual_data,gemmaX,sem_prompt,1.0,0.975,0.9801,0.985,Q2
467,a tower of strength,uma torre de força,1,manual_data,gemmaX,sem_prompt,1.0,0.9671,0.9861,0.9844,Q2
251,as free as a bird,Livre como um pássaro,1,manual_data,gemmaX,sem_prompt,0.986,1.0304,0.9364,0.9843,Q2
186,bury your head in the sand,enterre sua cabeça na areia,1,manual_data,gemmaX,sem_prompt,1.0,0.9791,0.9731,0.9841,Q2
615,black mark,marca negra,1,manual_data,gpt,prompt2,1.0,0.959,0.9924,0.9838,Q2
443,all in a day's work,"Tudo em um dia de trabalho.
",1,manual_data,gemini,prompt2,0.9797,1.0158,0.955,0.9835,Q2
99,He is attending a wedding.,"Ele está indo a um casamento.
",0,manual_data,gemini,prompt2,1.0,1.0455,0.904,0.9832,Q2
277,a mountain to climb,"Uma montanha para escalar
",1,manual_data,gemini,prompt2,1.0,0.9796,0.9701,0.9832,Q2
272,crack the code,quebrar o código,1,manual_data,gemmaX,sem_prompt,0.9912,1.0323,0.9262,0.9832,Q2
696,like a fish to water,Como um peixe na água.,1,manual_data,gemma3,prompt2,0.9914,1.0774,0.8801,0.983,Q2
236,ball of fire,bola de fogo,1,manual_data,gemmaX,sem_prompt,0.9963,0.9693,0.9831,0.9829,Q2
698,adding fuel to the fire,Acrescentando combustível ao fogo,1,manual_data,gemmaX,sem_prompt,1.0,1.0068,0.9419,0.9829,Q2
612,She is shopping for groceries.,Ela está comprando mantimentos.,0,manual_data,gemmaX,sem_prompt,1.0,1.0163,0.9314,0.9826,Q2
678,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,0,manual_data,gemmaX,sem_prompt,1.0,0.9748,0.9727,0.9825,Q2
126,He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,0,manual_data,gpt,prompt2,1.0,0.9712,0.976,0.9824,Q2
702,in the same boat,no mesmo barco,1,manual_data,gemmaX,sem_prompt,1.0,0.9606,0.9854,0.982,Q2
553,He is waiting for the bus.,"Ele está esperando o ônibus.
",0,manual_data,gemini,prompt2,1.0,0.9728,0.9722,0.9817,Q2
18,She is giving a speech at the conference.,Ela está fazendo um discurso na conferência.,0,manual_data,gemma3,prompt2,1.0,0.9697,0.9748,0.9815,Q2
182,clean bill of health,Saúde perfeita,1,manual_data,gemma3,prompt2,0.9701,1.1475,0.8263,0.9813,Q2
439,flying high,"Voando alto
",1,manual_data,gemini,prompt2,1.0,0.9756,0.9677,0.9811,Q2
115,ball is in your court,"A bola está no seu campo.
",1,manual_data,gemini,prompt2,0.9996,0.9851,0.9587,0.9811,Q2
68,They watched a TV show in the evening.,"Eles assistiram a um programa de TV à noite.
",0,manual_data,gemma3,prompt2,1.0,1.023,0.9196,0.9808,Q2
219,break the mold,quebrar o molde,1,manual_data,gemmaX,sem_prompt,1.0,0.9759,0.9665,0.9808,Q2
440,bring home the bacon,trazer o pão para casa,1,manual_data,gpt,prompt2,1.0,0.9601,0.9823,0.9808,Q2
274,climbing the corporate ladder,subindo a escada corporativa,1,manual_data,gemmaX,sem_prompt,1.0,0.9629,0.978,0.9803,Q2
508,let sleeping dogs lie,Deixe os cães dormirem,1,manual_data,gemmaX,sem_prompt,1.0,1.0849,0.8552,0.98,Q2
324,a new lease on life,uma nova chance na vida,1,manual_data,gpt,prompt2,1.0,1.1035,0.836,0.9798,Q2
107,as old as the hills,"Tão velho quanto as colinas
",1,manual_data,gemini,prompt2,0.9981,0.9645,0.9764,0.9797,Q2
225,He attended a wedding last weekend.,"Ele foi a um casamento no fim de semana passado.
",0,manual_data,gemini,prompt2,1.0,1.0126,0.9257,0.9794,Q2
535,He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,0,manual_data,gemma3,prompt2,0.9998,0.9727,0.9605,0.9777,Q2
89,add fuel to the fire,acrescentar lenha na fogueira,1,manual_data,gpt,prompt2,1.0,0.952,0.9807,0.9776,Q2
434,He went to the gym for a workout session.,"Ele foi à academia para uma sessão de treino.
",0,manual_data,gemma3,prompt2,1.0,0.981,0.9517,0.9776,Q2
448,They are driving to the countryside.,Eles estão dirigindo para o interior.,0,manual_data,gpt,prompt2,1.0,0.968,0.9629,0.977,Q2
366,busy as a bee,ocupado como uma abelha,1,manual_data,gpt,prompt2,0.9902,0.9691,0.9715,0.9769,Q2
178,as easy as shooting fish in a barrel,"Tão fácil quanto atirar em peixes num barril.
",1,manual_data,gemini,prompt2,0.9759,1.0194,0.9345,0.9766,Q2
406,as good as gold,tão bom quanto o ouro,1,manual_data,gemmaX,sem_prompt,0.9846,0.9546,0.9889,0.976,Q2
303,hard nut to crack,um problema difícil de resolver,1,manual_data,gemmaX,sem_prompt,0.999,1.1139,0.8141,0.9757,Q2
