indice,ingles_original,portugues_traduzido,label,dataset,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.
",1,manual_data,gemini,prompt2,0.9959,1.0,0.947243869304657,1.0404270887374878
213,between the devil and the deep blue sea,Entre o diabo e o mar azul profundo,1,manual_data,gemmaX,sem_prompt,0.9463,0.9839458465576172,0.8893494009971619,0.9656164646148682
214,get cold feet,ter os pés frios,1,manual_data,gemmaX,sem_prompt,0.9518,0.9896279573440552,0.8392252326011658,1.026581883430481
215,fish out of water,peixe fora d'água,1,manual_data,gpt,prompt2,1.0042,1.0,0.9819901585578918,1.0305553674697876
216,over the moon,À lua e de volta.,1,manual_data,gemma3,prompt4,0.8585,0.9430755376815796,0.7413088083267212,0.8911331295967102
217,once in a blue moon,uma vez em uma lua azul,1,manual_data,gemmaX,sem_prompt,0.8858,0.9947742223739624,0.9783793091773987,0.6842470169067383
219,break the mold,quebrar o molde,1,manual_data,gemmaX,sem_prompt,0.9808,1.0,0.9664570093154907,0.9758538007736206
220,ace in the hole,"Trunfo na manga
",1,manual_data,gemini,prompt2,0.8404,0.9604740142822266,0.814695417881012,0.7459144592285156
221,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,0,manual_data,gemmaX,sem_prompt,1.0053,1.0,0.9740750193595886,1.0417132377624512
223,call it a day,Basta por hoje.,1,manual_data,gemma3,prompt2,0.9239,1.0,0.6952188014984131,1.0765571594238281
224,calm before the storm,calma antes da tempestade,1,manual_data,gemmaX,sem_prompt,0.9944,1.0,0.9865182638168335,0.9967602491378784
225,He attended a wedding last weekend.,"Ele foi a um casamento no fim de semana passado.
",0,manual_data,gemini,prompt2,0.9794,1.0,0.9256616234779358,1.0125681161880493
226,chill to the bone,frio até aos ossos,1,manual_data,gemmaX,sem_prompt,0.9032,0.9697246551513672,0.9349538683891296,0.8048338890075684
227,broad strokes,"Em linhas gerais
",1,manual_data,gemini,prompt2,0.8171,0.8290863633155823,0.6643388271331787,0.9578285217285156
228,She is listening to music while cooking.,"Ela está ouvindo música enquanto cozinha.
",0,manual_data,gemini,prompt2,1.0289,1.0,0.980880081653595,1.1057063341140747
232,chase rainbows,"Correr atrás de arco-íris
",1,manual_data,gemini,prompt2,0.9342,0.9912000298500061,0.9136826395988464,0.8976878523826599
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.
",1,manual_data,gemini,prompt2,0.999,1.0,0.9567734599113464,1.0402793884277344
234,get a grip,"Mantenha a calma.
",1,manual_data,gemini,prompt4,0.8111,0.9924136400222778,0.6132373213768005,0.827688992023468
235,finger on the pulse,de dedo no pulso,1,manual_data,gemmaX,sem_prompt,0.9556,0.966560959815979,0.9744736552238464,0.9256807565689087
236,ball of fire,bola de fogo,1,manual_data,gemmaX,sem_prompt,0.9829,0.9963271617889404,0.9831183552742004,0.9692761898040771
237,He is making tea in the kitchen.,"Ele está fazendo chá na cozinha.
",0,manual_data,gemini,prompt2,1.0177,1.0,0.9768637418746948,1.0763717889785767
238,bite your lip,Morda o seu lábio,1,manual_data,gemmaX,sem_prompt,0.9269,0.962425947189331,0.9711059331893921,0.8472644090652466
239,live in a glass house,"Morar em casa de vidro
",1,manual_data,gemini,prompt2,1.0179,1.0,0.9238027930259705,1.1298139095306396
240,into thin air,no ar rarefeito,1,manual_data,gemmaX,sem_prompt,0.7899,0.9023340940475464,0.7562387585639954,0.711158275604248
241,don’t cry over spilled milk,Não chore por leite derramado.,1,manual_data,gemma3,prompt2,0.9895,1.0,0.9254968166351318,1.04298996925354
244,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",0,manual_data,gemini,prompt2,1.0153,1.0,0.9790359139442444,1.0668598413467407
245,as clear as mud,Tão claro quanto barro.,1,manual_data,gemma3,prompt2,0.9938,1.0,0.9736531376838684,1.0078366994857788
246,be a fly on the wall,"Ser uma mosca na parede
",1,manual_data,gemini,prompt2,0.9333,0.9517593383789062,0.9017954468727112,0.9462590217590332
247,changing gears,"Mudando de marcha
",1,manual_data,gemini,prompt2,0.8605,0.9912000298500061,0.7954930067062378,0.7946757078170776
248,call it quits,dar um tempo,1,manual_data,gpt,prompt2,0.7719,0.9216365814208984,0.6947194933891296,0.6992475390434265
249,bottom line,"Resultado final
",1,manual_data,gemini,prompt2,0.899,0.9822444915771484,0.6632327437400818,1.0513736009597778
250,bet the farm,apostar tudo,1,manual_data,gpt,prompt2,0.8616,0.9589917063713074,0.6852999925613403,0.940383791923523
251,as free as a bird,Livre como um pássaro,1,manual_data,gemmaX,sem_prompt,0.9843,0.9859673380851746,0.9364293217658997,1.0304256677627563
252,flying by the seat of your pants,tomar decisões com base na intuição,1,manual_data,gpt,prompt2,0.6907,0.5602827072143555,0.5066653490066528,1.005203127861023
253,chasing your tail,"Correndo atrás do próprio rabo
",1,manual_data,gemini,prompt2,0.8983,0.9496332406997681,0.8836179375648499,0.8617175817489624
254,She plays the piano beautifully.,"Ela toca piano lindamente.
",0,manual_data,gemini,prompt2,1.027,1.0,0.9808467626571655,1.1001147031784058
255,heart of stone,coração de pedra,1,manual_data,gemmaX,sem_prompt,1.0078,1.0,0.9774743318557739,1.0457881689071655
256,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,0,manual_data,gpt,prompt2,1.0154,1.0,0.9824109673500061,1.0637775659561157
257,a taste of your own medicine,um gosto da sua própria medicina,1,manual_data,gpt,prompt2,0.9611,1.0,0.9743948578834534,0.9088849425315857
259,cloud of suspicion,Nuvem de suspeita,1,manual_data,gemma3,prompt2,1.0291,1.0,0.9692274928092957,1.1182150840759277
260,diamond in the rough,diamante em bruto,1,manual_data,gemmaX,sem_prompt,0.9333,0.8932875394821167,0.8380549550056458,1.068703532218933
261,beat the clock,vencer o tempo,1,manual_data,gpt,prompt4,0.9047,0.9746599197387695,0.9708823561668396,0.7686426639556885
262,He is repairing the broken chair.,"Ele está consertando a cadeira quebrada.
",0,manual_data,gemini,prompt2,0.9926,1.0,0.9357596039772034,1.0420949459075928
263,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,0,manual_data,gpt,prompt2,1.0038,1.0,0.9462471604347229,1.065224051475525
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,1,manual_data,gpt,prompt2,1.0166,0.9866671562194824,0.9560284614562988,1.1070328950881958
265,He cleaned the garage on Saturday.,"Ele limpou a garagem no sábado.
",0,manual_data,gemini,prompt2,0.9342,0.9982528686523438,0.973024308681488,0.8313119411468506
268,happy as a clam,"Feliz como um marisco.
",1,manual_data,gemini,prompt4,0.7927,0.9799737930297852,0.90650874376297,0.4915679693222046
269,He visited the museum with his class.,Ele visitou o museu com sua classe.,0,manual_data,gemmaX,sem_prompt,1.007,1.0,0.9726225733757019,1.0484081506729126
270,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",0,manual_data,gemini,prompt2,1.0235,1.0,0.9820217490196228,1.088486909866333
272,crack the code,quebrar o código,1,manual_data,gemmaX,sem_prompt,0.9832,0.9912000298500061,0.9262483716011047,1.0322552919387817
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,0,manual_data,gpt,prompt2,1.0078,1.0,0.9852189421653748,1.0382657051086426
274,climbing the corporate ladder,subindo a escada corporativa,1,manual_data,gemmaX,sem_prompt,0.9803,1.0,0.9780483841896057,0.9628823399543762
275,all in the same boat,todos no mesmo barco,1,manual_data,gpt,prompt2,1.008,1.0,0.967350423336029,1.0565102100372314
277,a mountain to climb,"Uma montanha para escalar
",1,manual_data,gemini,prompt2,0.9832,1.0,0.9700852036476135,0.9796159267425537
278,break the back of it,"Superar a parte mais difícil.
",1,manual_data,gemma3,prompt2,0.8151,0.9219906330108643,0.5737290382385254,0.9494819641113281
279,blowing off steam,"Liberar a pressão.
",1,manual_data,gemma3,prompt4,0.7369,0.9516711831092834,0.7527587413787842,0.5063962936401367
280,cook up a storm,preparar uma grande refeição,1,manual_data,gpt,prompt2,0.903,0.8572651147842407,0.7929612398147583,1.058666706085205
281,dead in the water,morto na água,1,manual_data,gpt,prompt2,0.9988,0.990964412689209,0.9887722134590149,1.0165519714355469
282,bite the big one,"Ir para o andar de cima.
",1,manual_data,gemini,prompt4,0.6414,0.7016623020172119,0.39703449606895447,0.8256392478942871
283,buy a lemon,"Compre uma limão.
",1,manual_data,gemma3,prompt2,1.0337,1.0,0.9632506966590881,1.1379926204681396
284,get a second wind,ter uma segunda oportunidade,1,manual_data,gemmaX,sem_prompt,0.9114,0.9869389533996582,0.7243968844413757,1.0230084657669067
285,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",0,manual_data,gemini,prompt2,1.0153,1.0,0.9852835536003113,1.060614824295044
286,clear as mud,claro como lama,1,manual_data,gpt,prompt2,0.9865,1.0,0.9920006394386292,0.9674288034439087
287,different strokes for different folks,diferentes estilos para diferentes pessoas,1,manual_data,gemmaX,sem_prompt,0.9659,1.0,0.8559486269950867,1.041800856590271
288,She had a cup of soup for lunch.,Ela tomou uma xícara de sopa no almoço.,0,manual_data,gemmaX,sem_prompt,1.0087,1.0,0.9686071872711182,1.057511329650879
289,cast the first stone,lançar a primeira pedra,1,manual_data,gemmaX,sem_prompt,0.9729,0.9912000298500061,0.9353880286216736,0.9921422004699707
290,call a spade a spade,Chamar as coisas pelos seus nomes.,1,manual_data,gemma3,prompt2,0.8298,0.9786189794540405,0.43110212683677673,1.0795634984970093
291,a ray of hope,"Um raio de esperança
",1,manual_data,gemini,prompt2,1.0246,1.0,0.9723144173622131,1.1014394760131836
292,They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,0,manual_data,gpt,prompt2,1.0214,1.0,0.9730553030967712,1.0910602807998657
293,crash course,"Curso intensivo
",1,manual_data,gemini,prompt2,0.9546,0.9888595938682556,0.8072587847709656,1.0677049160003662
294,The sun rises in the east.,"O sol nasce no leste.
",0,manual_data,gemini,prompt2,1.0266,1.0,0.9789478182792664,1.1008963584899902
295,an arm and a leg,"Um braço e uma perna
",1,manual_data,gemini,prompt2,1.0155,0.9968422651290894,0.9363939762115479,1.1131255626678467
296,breaking the mold,quebrando o molde,1,manual_data,gemmaX,sem_prompt,0.9703,1.0,0.988343358039856,0.9226897954940796
298,blood from a stone,"Sangue de pedra
",1,manual_data,gemini,prompt2,0.8993,0.9532660841941833,0.6868760585784912,1.0578795671463013
299,beyond the pale,"Além do limite.
",1,manual_data,gemini,prompt2,0.9051,0.9729154706001282,0.7490559220314026,0.9934217929840088
300,She is walking through the forest.,Ela está caminhando pela floresta.,0,manual_data,gpt,prompt2,0.9722,1.0,0.9774382710456848,0.9390709400177002
301,blood runs thicker than water,"O sangue é mais grosso que a água.
",1,manual_data,gemma3,prompt2,1.0152,1.0,0.9374107718467712,1.1082388162612915
302,follow your nose,siga seu instinto,1,manual_data,gpt,prompt4,0.8382,0.9592806696891785,0.8418113589286804,0.7133995890617371
303,hard nut to crack,um problema difícil de resolver,1,manual_data,gemmaX,sem_prompt,0.9757,0.9989962577819824,0.8141130805015564,1.1138821840286255
304,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",1,manual_data,gemini,prompt2,1.0058,1.0,0.9545185565948486,1.0627970695495605
305,come apart at the seams,desfazer-se pelas costuras,1,manual_data,gpt,prompt2,0.9401,0.9884156584739685,0.9296799302101135,0.9023234844207764
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,0,manual_data,gemma3,prompt2,1.0152,1.0,0.9756184816360474,1.070077896118164
307,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,0,manual_data,gemma3,prompt2,1.014,1.0,0.9853906035423279,1.0564602613449097
308,big league,grande liga,1,manual_data,gpt,prompt2,1.0051,0.9768926501274109,0.9934813380241394,1.0447996854782104
309,She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,0,manual_data,gemma3,prompt2,1.003,1.0,0.9727013111114502,1.036226749420166
310,She attended a conference last week.,"Ela participou de uma conferência na semana passada.
",0,manual_data,gemini,prompt2,0.9921,1.0,0.9832226634025574,0.9931972026824951
311,all that glitters is not gold,Nem tudo que brilha é ouro.,1,manual_data,gpt,prompt2,1.0249,0.9874324798583984,0.9835637211799622,1.1035921573638916
312,rain on your parade,chuva no seu desfile,1,manual_data,gemmaX,sem_prompt,0.9562,1.0,0.9786547422409058,0.8898794054985046
313,as stubborn as a mule,tão teimoso quanto uma mula,1,manual_data,gemmaX,sem_prompt,0.9536,0.9897111654281616,0.9741699695587158,0.8967866897583008
314,fall on deaf ears,cair em ouvidos surdos,1,manual_data,gpt,prompt4,0.8077,0.9619629383087158,0.9761989116668701,0.48502305150032043
315,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,0,manual_data,gpt,prompt2,1.0054,1.0,0.9721209406852722,1.0439804792404175
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,0,manual_data,gemma3,prompt2,1.0211,1.0,0.9771533012390137,1.0862244367599487
317,beating a dead horse,bater num cavalo morto,1,manual_data,gemmaX,sem_prompt,0.7049,0.9763143062591553,0.9618353843688965,0.1766134798526764
318,keep your eyes peeled,"Fique de olhos bem abertos.
",1,manual_data,gemini,prompt2,0.9497,1.0,0.9585097432136536,0.8905751705169678
319,He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,0,manual_data,gemma3,prompt2,1.0024,1.0,0.9729135632514954,1.0343844890594482
320,caught in the crossfire,"Pego no fogo cruzado
",1,manual_data,gemini,prompt2,0.923,0.9773902893066406,0.9213395118713379,0.8703970909118652
322,bending over backwards,fazer o impossível,1,manual_data,gemmaX,sem_prompt,0.7393,0.8688219785690308,0.45383819937705994,0.8951171636581421
323,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",0,manual_data,gemma3,prompt2,0.9864,0.9999266862869263,0.9764092564582825,0.9829589128494263
324,a new lease on life,uma nova chance na vida,1,manual_data,gpt,prompt2,0.9798,1.0,0.8359689116477966,1.1035442352294922
325,climbing the ladder,subindo a escada,1,manual_data,gemmaX,sem_prompt,0.9501,1.0,0.8451130986213684,1.0052765607833862
326,a rolling stone gathers no moss,Uma pedra rolante não acumula musgo,1,manual_data,gemmaX,sem_prompt,0.9682,0.9882267713546753,0.9457101225852966,0.9707202911376953
327,better half,melhor metade,1,manual_data,gemmaX,sem_prompt,0.9627,0.9912000298500061,0.9330188632011414,0.9639792442321777
328,He is eating dinner with his family.,"Ele está jantando com a família dele.
",0,manual_data,gemini,prompt2,0.8388,1.0,0.9526282548904419,0.563774585723877
329,in the bag,No bolso.,1,manual_data,gemma3,prompt4,0.7056,0.9179142713546753,0.9063790440559387,0.2925674617290497
330,dead as a doornail,morto como um doornail,1,manual_data,gpt,prompt4,0.8397,0.9348496198654175,0.9698062539100647,0.6143879890441895
331,She is playing with her children in the garden.,"Ela está brincando com seus filhos no jardim.
",0,manual_data,gemini,prompt2,1.0218,1.0,0.9712027311325073,1.0940836668014526
332,I am playing video games in my room.,"Estou jogando video games no meu quarto.
",0,manual_data,gemini,prompt2,1.0278,0.9912000298500061,0.9818645119667053,1.1102582216262817
333,cut to the chase,Vá direto ao ponto.,1,manual_data,gpt,prompt2,0.9087,0.9479196071624756,0.7272101044654846,1.05105721950531
334,cut the mustardcross that bridge when you come to it,Resolva isso quando chegar a hora.,1,manual_data,gemma3,prompt2,0.71,0.8043380975723267,0.5564486384391785,0.7692036628723145
335,She works as a software engineer.,"Ela trabalha como engenheira de software.
",0,manual_data,gemini,prompt2,1.0175,1.0,0.9809526205062866,1.0714499950408936
336,He is going to the post office.,Ele está indo para a agência dos correios.,0,manual_data,gemmaX,sem_prompt,0.9878,1.0,0.9395731091499329,1.0239561796188354
338,bad blood,sangue ruim,1,manual_data,gpt,prompt2,0.9213,1.0,0.9852794408798218,0.7785005569458008
339,She is playing piano in the evening.,"Ela está tocando piano à noite.
",0,manual_data,gemini,prompt2,0.9855,1.0,0.9151153564453125,1.0413188934326172
340,go down in flames,ir para o chão em chamas,1,manual_data,gpt,prompt4,0.7852,0.9594070911407471,0.9807267785072327,0.4153498411178589
341,get your ducks in a row,Coloque suas coisas em ordem.,1,manual_data,gpt,prompt2,0.8837,0.9510065913200378,0.649848997592926,1.0502690076828003
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,0,manual_data,gemma3,prompt2,1.0077,1.0,0.9746971726417542,1.048293948173523
343,at death's door,à porta da morte,1,manual_data,gpt,prompt2,0.8659,1.0,0.8059737086296082,0.7918238639831543
344,cut the mustard,cortar a mostarda,1,manual_data,gemmaX,sem_prompt,0.9183,1.0,0.9777664542198181,0.7772749662399292
346,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",0,manual_data,gemini,prompt2,1.014,1.0,0.9768989682197571,1.0651321411132812
347,an old flame,uma antiga paixão,1,manual_data,gemmaX,sem_prompt,0.9901,0.9905077219009399,0.865745484828949,1.1141225099563599
348,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,0,manual_data,gemmaX,sem_prompt,0.9861,1.0,0.9710713028907776,0.9872709512710571
349,caught between a rock and a hard place,Preso entre uma rocha e um lugar difícil,1,manual_data,gemmaX,sem_prompt,0.9147,0.9703801870346069,0.930483877658844,0.8432115912437439
350,a sinking ship,um navio afundando,1,manual_data,gpt,prompt2,1.0064,1.0,0.984502375125885,1.0347763299942017
351,drive me up the wall,me deixa louco,1,manual_data,gemmaX,sem_prompt,0.8113,0.9011160135269165,0.6663194894790649,0.8664885759353638
352,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,0,manual_data,gpt,prompt2,1.0243,1.0,0.9790841341018677,1.0937572717666626
353,burn the candle at both ends,Queimar a vela em ambas as extremidades,1,manual_data,gemmaX,sem_prompt,0.9326,0.9803919792175293,0.9205434322357178,0.8967835307121277
354,They are attending a concert tonight.,"Eles estão indo a um show esta noite.
",0,manual_data,gemini,prompt2,1.0006,1.0,0.941003143787384,1.0607191324234009
356,chase your tail,perseguir o próprio rabo,1,manual_data,gpt,prompt2,0.8707,0.9840792417526245,0.7760016918182373,0.8520256876945496
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,manual_data,gemma3,prompt2,0.9945,1.0,0.9550550580024719,1.0285383462905884
359,black as coal,"Preto como carvão
",1,manual_data,gemini,prompt2,0.9986,1.0,0.9815913438796997,1.0142192840576172
361,don't bite the hand that feeds you,"Não morda a mão que te alimenta.
",1,manual_data,gemini,prompt2,1.0008,0.9912000298500061,0.9234403967857361,1.0876458883285522
362,live to fight another day,Viva para lutar outro dia,1,manual_data,gemmaX,sem_prompt,0.9694,0.9961713552474976,0.9683157801628113,0.9437311291694641
363,cat's meow,miau do gato,1,manual_data,gemmaX,sem_prompt,0.8362,0.9642479419708252,0.9779141545295715,0.5665401816368103
364,by the book,de acordo com o livro,1,manual_data,gemmaX,sem_prompt,0.9145,1.0,0.7939294576644897,0.949445903301239
365,by the skin of your teeth,Por um triz.,1,manual_data,gemma3,prompt4,0.6871,0.865764856338501,0.8641752004623413,0.3314100503921509
366,busy as a bee,ocupado como uma abelha,1,manual_data,gpt,prompt2,0.9769,0.9902257919311523,0.9714615941047668,0.9690788984298706
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,0,manual_data,gpt,prompt2,1.0188,1.0,0.9734659194946289,1.0828834772109985
369,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,0,manual_data,gpt,prompt2,1.0147,1.0,0.977888822555542,1.0661052465438843
370,all thumbs,todos os polegares,1,manual_data,gemmaX,sem_prompt,0.8487,0.9410438537597656,0.8836702704429626,0.7213598489761353
371,She is dancing to the music.,"Ela está dançando ao som da música.
",0,manual_data,gemini,prompt2,1.004,1.0,0.9727423787117004,1.0391860008239746
372,bend the rules,"Flexibilizar as regras
",1,manual_data,gemini,prompt2,0.8629,0.967602014541626,0.815540611743927,0.8056702613830566
373,bring to the table,trazer para a mesa,1,manual_data,gemmaX,sem_prompt,0.8746,0.9879728555679321,0.9810420870780945,0.6549006104469299
374,crash and burn,quebrar e queimar,1,manual_data,gpt,prompt2,0.905,0.9824000597000122,0.8007169365882874,0.9318124651908875
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,0,manual_data,gpt,prompt2,1.02,1.0,0.9704439043998718,1.0896357297897339
376,bare bones,essencial,1,manual_data,gpt,prompt2,0.8778,0.9451278448104858,0.6677204370498657,1.0205295085906982
377,an uphill battle,"Uma batalha difícil
",1,manual_data,gemini,prompt2,1.0149,0.9936751127243042,0.9271007776260376,1.123867392539978
378,cast a shadow,lançar uma sombra,1,manual_data,gemmaX,sem_prompt,0.9403,0.9895097017288208,0.986671507358551,0.8445897102355957
379,She is watching the stars at night.,"Ela está observando as estrelas à noite.
",0,manual_data,gemini,prompt2,0.955,1.0,0.975657045841217,0.8893136978149414
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,1,manual_data,gemma3,prompt2,0.9919,1.0,0.9535462856292725,1.0221859216690063
382,She is practicing yoga in the park.,"Ela está praticando ioga no parque.
",0,manual_data,gemini,prompt2,1.0337,1.0,0.9778826832771301,1.1230729818344116
383,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,0,manual_data,gpt,prompt2,1.0064,1.0,0.9806151986122131,1.0387144088745117
384,hit the books,"Estudar bastante.
",1,manual_data,gemini,prompt2,0.8367,0.9728763103485107,0.6543417572975159,0.8828567862510681
385,close shave,barba feita com cuidado,1,manual_data,gpt,prompt2,0.7635,0.8919003009796143,0.5694308280944824,0.8291888236999512
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,1,manual_data,gpt,prompt2,0.9932,1.0,0.9218940734863281,1.057663083076477
387,couch potato,"Batata de sofá.
",1,manual_data,gemini,prompt4,0.8337,0.9579579830169678,0.8161339163780212,0.7270497679710388
388,She walked to the store.,"Ela caminhou até a loja.
",0,manual_data,gemma3,prompt2,1.0037,1.0,0.9727548360824585,1.0383790731430054
389,like riding a bike,"Como andar de bicicleta.
",1,manual_data,gemma3,prompt2,0.9564,1.0,0.7818729281425476,1.0873517990112305
390,They are playing volleyball at the beach.,"Eles estão jogando vôlei na praia.
",0,manual_data,gemini,prompt2,1.0183,1.0,0.9588100910186768,1.0959702730178833
391,He is playing soccer with his friends.,"Ele está jogando futebol com os amigos dele.
",0,manual_data,gemini,prompt2,1.0095,1.0,0.9793084859848022,1.0491933822631836
393,barking up the wrong tree,Apontando para a árvore errada.,1,manual_data,gpt,prompt2,0.8153,0.9396936893463135,0.7575728297233582,0.7486386299133301
394,They are visiting the zoo.,"Eles estão visitando o zoológico.
",0,manual_data,gemini,prompt2,1.0098,1.0,0.9740951657295227,1.0554025173187256
395,pull the plug,"Desligar o aparelho.
",1,manual_data,gemma3,prompt2,0.9751,1.0,0.7837636470794678,1.141538143157959
396,beat a hasty retreat,deram uma retirada precipitada,1,manual_data,gemmaX,sem_prompt,0.8204,0.9102604389190674,0.7903438210487366,0.7606585025787354
397,I went to the store to buy some bread.,Eu fui à loja para comprar pão.,0,manual_data,gpt,prompt2,1.0183,1.0,0.9523675441741943,1.1025454998016357
398,butterflies in my stomach,borboletas no meu estômago,1,manual_data,gpt,prompt2,0.9936,1.0,0.9801831245422363,1.0005950927734375
399,come up against a brick wall,Encontrar uma barreira intransponível.,1,manual_data,gemma3,prompt2,0.8604,0.9483301639556885,0.5855613350868225,1.0474509000778198
400,smooth sailing,navegação tranquila,1,manual_data,gpt,prompt2,1.0294,1.0,0.9905226230621338,1.097805142402649
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,0,manual_data,gemmaX,sem_prompt,1.019,1.0,0.9707185626029968,1.086145043373108
402,He is checking his email.,Ele está verificando seu e-mail.,0,manual_data,gemma3,prompt2,1.0089,1.0,0.9816250205039978,1.0451405048370361
404,make waves,fazer ondas,1,manual_data,gemmaX,sem_prompt,0.9234,0.9912000298500061,0.9861072897911072,0.79291832447052
405,bury the hatchet,"Enterrar a machadinha.
",1,manual_data,gemini,prompt4,0.7735,0.9400954246520996,0.815285325050354,0.5650565028190613
406,as good as gold,tão bom quanto o ouro,1,manual_data,gemmaX,sem_prompt,0.976,0.9845807552337646,0.9889034628868103,0.954563319683075
407,She is putting on her shoes.,"Ela está calçando os sapatos.
",0,manual_data,gemini,prompt2,1.0208,1.0,0.9755738377571106,1.0868951082229614
408,built like a tank,construído como um tanque,1,manual_data,gemmaX,sem_prompt,1.0146,1.0,0.9864946007728577,1.0574421882629395
409,hit the sack,Ir para a cama,1,manual_data,gemma3,prompt2,0.8104,0.8176695108413696,0.5785805583000183,1.0348080396652222
411,He is going for a bike ride.,Ele está indo para um passeio de bicicleta.,0,manual_data,gemmaX,sem_prompt,0.9922,1.0,0.9589726328849792,1.017629861831665
412,bite the dust,morder a poeira,1,manual_data,gpt,prompt4,0.7491,0.9464863538742065,0.9752299189567566,0.32544946670532227
413,falling apart at the seams,caindo aos pedaços nas costuras,1,manual_data,gemmaX,sem_prompt,0.9681,0.993647575378418,0.9811182618141174,0.9295697212219238
414,They are jogging through the park.,"Eles estão correndo no parque.
",0,manual_data,gemini,prompt2,0.9493,1.0,0.861508309841156,0.9864876866340637
415,backseat driver,motorista de banco de trás,1,manual_data,gpt,prompt4,0.9205,0.9605362415313721,0.9852723479270935,0.8155568838119507
416,a blessing in disguise,"Uma bênção disfarçada
",1,manual_data,gemini,prompt2,0.9995,1.0,0.9590034484863281,1.0393739938735962
417,back against the wall,costas contra a parede,1,manual_data,gpt,prompt2,0.9656,0.9909816980361938,0.912676990032196,0.9931182265281677
418,blue collar,colarinho azul,1,manual_data,gpt,prompt2,0.9714,1.0,0.9838992953300476,0.930364191532135
419,kill two birds with one stone,matar dois pássaros com uma pedra,1,manual_data,gemmaX,sem_prompt,0.9427,0.9984891414642334,0.9693499207496643,0.8601361513137817
421,by a hair's breadth,por uma questão de cabelo,1,manual_data,gemmaX,sem_prompt,0.8133,0.9438382387161255,0.5894630551338196,0.9064555168151855
422,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",0,manual_data,gemini,prompt2,1.0136,1.0,0.9789019227027893,1.061916708946228
423,big picture,O quadro geral,1,manual_data,gemma3,prompt2,0.9968,1.0,0.956548273563385,1.0339051485061646
424,beat around the bush,"Ficar de rodeios
",1,manual_data,gemini,prompt4,0.6751,0.9127227067947388,0.9128475785255432,0.19982308149337769
425,cast in stone,"Escrito em pedra
",1,manual_data,gemini,prompt2,1.0161,0.9923049211502075,0.911178469657898,1.1449052095413208
426,They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,0,manual_data,gemma3,prompt2,1.003,1.0,0.9766250848770142,1.0324089527130127
427,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",0,manual_data,gemini,prompt2,1.0169,1.0,0.9767002463340759,1.0739939212799072
428,He traveled to Paris last year.,"Ele viajou para Paris no ano passado.
",0,manual_data,gemini,prompt2,0.9929,1.0,0.9829563498497009,0.9957778453826904
429,face like thunder,cara de trovão,1,manual_data,gemmaX,sem_prompt,0.8464,0.9313050508499146,0.812083899974823,0.7957528233528137
430,I am learning how to cook.,"Estou aprendendo a cozinhar.
",0,manual_data,gemini,prompt2,1.0221,1.0,0.9613847136497498,1.1049326658248901
431,She is wearing a red dress.,"Ela está vestindo um vestido vermelho.
",0,manual_data,gemini,prompt2,1.0185,1.0,0.9845478534698486,1.0709102153778076
432,come rain or shine,Mesmo que chova ou faça sol.,1,manual_data,gemma3,prompt2,0.9598,0.9912000298500061,0.8664388060569763,1.0217348337173462
433,get the ball rolling,começar a rolar a bola,1,manual_data,gemmaX,sem_prompt,0.8948,0.9719732999801636,0.869156539440155,0.8431713581085205
