indice,dataset,ingles_original,portugues_traduzido,modelo,prompt,xcomet_xl,kiwi_xl,comet22,score_combinado,quartil
426,manual_data,They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,gemma3,prompt2,1.0,1.0324,0.9766,1.003,Q2
602,manual_data,He repaired the broken chair.,"Ele consertou a cadeira quebrada.
",gemini,prompt2,1.0,1.0711,0.9376,1.0029,Q2
152,manual_data,I am traveling to the mountains this weekend.,Estou viajando para as montanhas neste fim de semana.,gpt,prompt2,1.0,1.0315,0.9759,1.0025,Q2
194,manual_data,He is sitting on the chair.,"Ele está sentado na cadeira.
",gemini,prompt2,1.0,1.0362,0.9713,1.0025,Q2
319,manual_data,He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,gemma3,prompt2,1.0,1.0344,0.9729,1.0024,Q2
77,manual_data,She is baking cookies in the kitchen.,Ela está cozinhando biscoitos na cozinha.,gemmaX,sem_prompt,1.0,1.057,0.9503,1.0024,Q2
539,manual_data,She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,gemma3,prompt2,1.0,1.0294,0.9775,1.0023,Q2
30,manual_data,a chip on your shoulder,um chip no seu ombro,gemmaX,sem_prompt,1.0,1.0747,0.9319,1.0022,Q2
522,manual_data,She enjoys walking in the park.,"Ela gosta de caminhar no parque.
",gemini,prompt2,1.0,1.0699,0.9364,1.0021,Q2
145,manual_data,a fly on the wall,"Uma mosca na parede.
",gemma3,prompt2,0.9962,1.0711,0.9385,1.0019,Q2
108,manual_data,break the ice,"Quebrar o gelo
",gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
486,manual_data,break the ice,"Quebrar o gelo
",gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
538,manual_data,He is writing a story for school.,"Ele está escrevendo uma história para a escola.
",gemini,prompt2,1.0,1.0271,0.9778,1.0016,Q2
198,manual_data,break the ice,"Quebrar o gelo
",gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
258,manual_data,break the ice,"Quebrar o gelo
",gemini,prompt2,0.9912,1.067,0.9467,1.0016,Q2
392,manual_data,curiosity killed the cat,A curiosidade matou o gato.,gemma3,prompt2,1.0,1.0843,0.9189,1.0011,Q2
164,manual_data,curiosity killed the cat,A curiosidade matou o gato.,gemma3,prompt2,1.0,1.0843,0.9189,1.0011,Q2
66,manual_data,as easy as pie,"Tão fácil quanto uma torta.
",gemini,prompt2,0.9912,1.0365,0.9757,1.0011,Q2
88,manual_data,He is walking his dog in the park.,Ele está passeando com seu cachorro no parque.,gpt,prompt2,1.0,1.0296,0.9731,1.0009,Q2
361,manual_data,don't bite the hand that feeds you,"Não morda a mão que te alimenta.
",gemini,prompt2,0.9912,1.0876,0.9234,1.0008,Q2
56,manual_data,best of both worlds,"O melhor dos dois mundos.
",gemini,prompt2,1.0,1.0379,0.9638,1.0006,Q2
354,manual_data,They are attending a concert tonight.,"Eles estão indo a um show esta noite.
",gemini,prompt2,1.0,1.0607,0.941,1.0006,Q2
71,manual_data,He is feeding his pet hamster.,"Ele está alimentando seu hamster de estimação.
",gemini,prompt2,1.0,1.0226,0.9785,1.0004,Q2
436,manual_data,They enjoyed a family dinner together.,"Eles apreciaram um jantar em família juntos.
",gemini,prompt2,1.0,1.0231,0.9779,1.0003,Q2
543,manual_data,She is knitting a scarf for winter.,Ela está tricotando um cachecol para o inverno.,gpt,prompt2,1.0,1.0305,0.9701,1.0002,Q2
495,manual_data,a shot in the dark,"Um tiro no escuro
",gemini,prompt2,1.0,1.0318,0.9673,0.9997,Q2
416,manual_data,a blessing in disguise,"Uma bênção disfarçada
",gemini,prompt2,1.0,1.0394,0.959,0.9995,Q2
649,manual_data,They watched the sunrise at the beach.,"Eles assistiram o nascer do sol na praia.
",gemini,prompt2,1.0,1.0384,0.9592,0.9992,Q2
233,manual_data,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.
",gemini,prompt2,1.0,1.0403,0.9568,0.999,Q2
162,manual_data,He went to the gym to lift weights.,"Ele foi à academia para levantar pesos.
",gemini,prompt2,1.0,1.026,0.9706,0.9989,Q2
36,manual_data,devil's advocate,Defensor do diabo,gemma3,prompt2,1.0,1.0666,0.9298,0.9988,Q2
59,manual_data,devil's advocate,Defensor do diabo,gemma3,prompt2,1.0,1.0666,0.9298,0.9988,Q2
281,manual_data,dead in the water,morto na água,gpt,prompt2,0.991,1.0166,0.9888,0.9988,Q2
688,manual_data,dead in the water,morto na água,gpt,prompt2,0.991,1.0166,0.9888,0.9988,Q2
595,manual_data,a weight on my shoulders,um peso sobre os meus ombros,gpt,prompt2,1.0,1.0159,0.98,0.9987,Q2
359,manual_data,black as coal,"Preto como carvão
",gemini,prompt2,1.0,1.0142,0.9816,0.9986,Q2
534,manual_data,at a snail's pace,a um ritmo de lesma,gemmaX,sem_prompt,0.9992,1.0211,0.9751,0.9985,Q2
625,manual_data,They are chatting in the living room.,Eles estão conversando na sala de estar.,gpt,prompt2,1.0,1.0637,0.9281,0.9973,Q2
710,manual_data,He is studying for his exams.,Ele está estudando para os exames dele.,gpt,prompt2,1.0,1.0163,0.9744,0.9969,Q2
423,manual_data,big picture,O quadro geral,gemma3,prompt2,1.0,1.0339,0.9565,0.9968,Q2
594,manual_data,They are taking a walk along the beach.,Estão a dar um passeio na praia.,gemmaX,sem_prompt,1.0,1.0472,0.9432,0.9968,Q2
459,manual_data,They traveled to the mountains for vacation.,Eles viajaram para as montanhas nas férias.,gpt,prompt2,1.0,1.0336,0.9561,0.9966,Q2
133,manual_data,He is drawing a picture of his dog.,"Ele está desenhando um retrato do seu cachorro.
",gemini,prompt2,1.0,1.0442,0.9446,0.9963,Q2
481,manual_data,a place in the sun,Um lugar ao sol,gemmaX,sem_prompt,1.0,1.0243,0.9635,0.9959,Q2
212,manual_data,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.
",gemini,prompt2,1.0,1.0404,0.9472,0.9959,Q2
686,manual_data,He worked on his computer for hours.,Ele trabalhou no computador dele por horas.,gemma3,prompt2,1.0,1.0041,0.9833,0.9958,Q2
243,manual_data,close to my heart,"Perto do meu coração.
",gemma3,prompt2,1.0,1.0512,0.9361,0.9958,Q2
566,manual_data,He is cleaning the garage.,"Ele está limpando a garagem.
",gemini,prompt2,1.0,1.0167,0.9701,0.9956,Q2
210,manual_data,She danced at the party last night.,Ela dançou na festa ontem à noite.,gemmaX,sem_prompt,1.0,1.0105,0.976,0.9955,Q2
653,manual_data,She went to the gym for a workout.,Ela foi à academia para se exercitar.,gemma3,prompt2,1.0,1.0635,0.9229,0.9955,Q2
120,manual_data,change of tune,"Mudança de tom
",gemini,prompt2,0.9912,1.0777,0.9162,0.995,Q2
190,manual_data,She is watching the sunset from the balcony.,Ela está assistindo ao pôr do sol da varanda.,gpt,prompt2,1.0,1.011,0.973,0.9947,Q2
483,manual_data,I took a photo of the beautiful sunset.,Tirei uma foto do lindo pôr do sol.,gemmaX,sem_prompt,1.0,1.0339,0.95,0.9946,Q2
358,manual_data,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,gemma3,prompt2,1.0,1.0285,0.9551,0.9945,Q2
367,manual_data,calm before the storm,calma antes da tempestade,gemmaX,sem_prompt,1.0,0.9968,0.9865,0.9944,Q2
224,manual_data,calm before the storm,calma antes da tempestade,gemmaX,sem_prompt,1.0,0.9968,0.9865,0.9944,Q2
174,manual_data,He went to the airport to catch a flight.,Ele foi para o aeroporto para pegar um voo.,gemmaX,sem_prompt,1.0,1.0152,0.9677,0.9943,Q2
536,manual_data,dressed to kill,vestida para matar,gpt,prompt2,1.0,0.9944,0.988,0.9941,Q2
489,manual_data,He is watering the plants.,"Ele está regando as plantas.
",gemini,prompt2,1.0,1.012,0.9705,0.9941,Q2
524,manual_data,He is looking out the window at the rain.,"Ele está olhando pela janela para a chuva.
",gemma3,prompt2,1.0,1.0082,0.9739,0.994,Q2
245,manual_data,as clear as mud,Tão claro quanto barro.,gemma3,prompt2,1.0,1.0078,0.9737,0.9938,Q2
104,manual_data,He is having breakfast with his family.,"Ele está tomando café da manhã com a família dele.
",gemini,prompt2,1.0,1.0005,0.9806,0.9937,Q2
398,manual_data,butterflies in my stomach,borboletas no meu estômago,gpt,prompt2,1.0,1.0006,0.9802,0.9936,Q2
577,manual_data,They went to the library to borrow books.,Eles foram à biblioteca para pegar emprestado livros.,gemmaX,sem_prompt,1.0,1.0077,0.9729,0.9935,Q2
386,manual_data,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,gpt,prompt2,1.0,1.0577,0.9219,0.9932,Q2
466,manual_data,a storm in a teacup,Uma tempestade num copo d'água.,gemma3,prompt2,0.9994,1.0543,0.9256,0.9931,Q2
321,manual_data,a blessing in disguise,"Uma bênção disfarçada.
",gemini,prompt2,1.0,1.0309,0.9484,0.9931,Q2
428,manual_data,He traveled to Paris last year.,"Ele viajou para Paris no ano passado.
",gemini,prompt2,1.0,0.9958,0.983,0.9929,Q2
100,manual_data,He is making a cup of coffee.,Ele está fazendo uma xícara de café.,gpt,prompt2,1.0,1.0093,0.9687,0.9927,Q2
262,manual_data,He is repairing the broken chair.,"Ele está consertando a cadeira quebrada.
",gemini,prompt2,1.0,1.0421,0.9358,0.9926,Q2
411,manual_data,He is going for a bike ride.,Ele está indo para um passeio de bicicleta.,gemmaX,sem_prompt,1.0,1.0176,0.959,0.9922,Q2
310,manual_data,She attended a conference last week.,"Ela participou de uma conferência na semana passada.
",gemini,prompt2,1.0,0.9932,0.9832,0.9921,Q2
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,1.0,1.0027,0.973,0.9919,Q2
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,1.0,1.0222,0.9535,0.9919,Q2
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,0.9983,1.0074,0.9683,0.9913,Q2
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,1.0,1.0082,0.9651,0.9911,Q2
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,1.0,1.043,0.9289,0.9906,Q2
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,0.9912,1.0018,0.9774,0.9901,Q2
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,0.9905,1.1141,0.8657,0.9901,Q2
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,1.0,0.9917,0.9787,0.9901,Q2
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,1.0,1.0178,0.9517,0.9898,Q2
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,1.0,1.0383,0.9306,0.9897,Q2
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,0.9912,1.0505,0.9276,0.9897,Q2
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,1.0,1.043,0.9255,0.9895,Q2
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,0.9796,1.0218,0.9665,0.9893,Q2
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,0.983,1.0742,0.9101,0.9891,Q2
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,0.9912,1.0137,0.9608,0.9885,Q2
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,1.0,0.9927,0.9726,0.9884,Q2
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,1.0,1.0091,0.9557,0.9883,Q2
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,1.0,0.9898,0.974,0.9879,Q2
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,1.0,1.024,0.9396,0.9878,Q2
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,1.0,0.9938,0.9692,0.9877,Q2
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,1.0,0.9934,0.969,0.9875,Q2
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,1.0,0.9857,0.9766,0.9874,Q2
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,0.9912,1.001,0.9686,0.9869,Q2
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,0.9888,1.0654,0.9065,0.9869,Q2
286,manual_data,clear as mud,claro como lama,gpt,prompt2,1.0,0.9674,0.992,0.9865,Q2
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,0.9999,0.983,0.9764,0.9864,Q2
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,1.0,1.007,0.9516,0.9862,Q2
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,1.0,0.9873,0.9711,0.9861,Q2
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,1.0,0.9873,0.9709,0.9861,Q2
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,1.0,1.0278,0.9306,0.9861,Q2
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,0.9839,1.0106,0.9635,0.986,Q2
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,1.0,1.0606,0.8975,0.986,Q2
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,1.0,1.0606,0.8975,0.986,Q2
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,1.0,1.0413,0.9151,0.9855,Q2
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,0.964,1.0196,0.9715,0.9851,Q2
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,1.0,0.9784,0.9769,0.9851,Q2
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,0.988,1.0125,0.9547,0.9851,Q2
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,0.988,1.0125,0.9547,0.9851,Q2
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,1.0,1.0147,0.9403,0.985,Q2
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,1.0,0.975,0.9801,0.985,Q2
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,1.0,0.9671,0.9861,0.9844,Q2
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,0.986,1.0304,0.9364,0.9843,Q2
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,1.0,0.9791,0.9731,0.9841,Q2
615,manual_data,black mark,marca negra,gpt,prompt2,1.0,0.959,0.9924,0.9838,Q2
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,0.9797,1.0158,0.955,0.9835,Q2
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,1.0,1.0455,0.904,0.9832,Q2
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,1.0,0.9796,0.9701,0.9832,Q2
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,0.9912,1.0323,0.9262,0.9832,Q2
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,0.9914,1.0774,0.8801,0.983,Q2
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,0.9963,0.9693,0.9831,0.9829,Q2
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,1.0,1.0068,0.9419,0.9829,Q2
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,1.0,1.0163,0.9314,0.9826,Q2
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,1.0,0.9748,0.9727,0.9825,Q2
126,manual_data,He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,gpt,prompt2,1.0,0.9712,0.976,0.9824,Q2
702,manual_data,in the same boat,no mesmo barco,gemmaX,sem_prompt,1.0,0.9606,0.9854,0.982,Q2
553,manual_data,He is waiting for the bus.,"Ele está esperando o ônibus.
",gemini,prompt2,1.0,0.9728,0.9722,0.9817,Q2
18,manual_data,She is giving a speech at the conference.,Ela está fazendo um discurso na conferência.,gemma3,prompt2,1.0,0.9697,0.9748,0.9815,Q2
182,manual_data,clean bill of health,Saúde perfeita,gemma3,prompt2,0.9701,1.1475,0.8263,0.9813,Q2
439,manual_data,flying high,"Voando alto
",gemini,prompt2,1.0,0.9756,0.9677,0.9811,Q2
115,manual_data,ball is in your court,"A bola está no seu campo.
",gemini,prompt2,0.9996,0.9851,0.9587,0.9811,Q2
68,manual_data,They watched a TV show in the evening.,"Eles assistiram a um programa de TV à noite.
",gemma3,prompt2,1.0,1.023,0.9196,0.9808,Q2
219,manual_data,break the mold,quebrar o molde,gemmaX,sem_prompt,1.0,0.9759,0.9665,0.9808,Q2
440,manual_data,bring home the bacon,trazer o pão para casa,gpt,prompt2,1.0,0.9601,0.9823,0.9808,Q2
274,manual_data,climbing the corporate ladder,subindo a escada corporativa,gemmaX,sem_prompt,1.0,0.9629,0.978,0.9803,Q2
508,manual_data,let sleeping dogs lie,Deixe os cães dormirem,gemmaX,sem_prompt,1.0,1.0849,0.8552,0.98,Q2
324,manual_data,a new lease on life,uma nova chance na vida,gpt,prompt2,1.0,1.1035,0.836,0.9798,Q2
107,manual_data,as old as the hills,"Tão velho quanto as colinas
",gemini,prompt2,0.9981,0.9645,0.9764,0.9797,Q2
225,manual_data,He attended a wedding last weekend.,"Ele foi a um casamento no fim de semana passado.
",gemini,prompt2,1.0,1.0126,0.9257,0.9794,Q2
535,manual_data,He is taking a nap on the couch.,Ele está tirando uma soneca no sofá.,gemma3,prompt2,0.9998,0.9727,0.9605,0.9777,Q2
89,manual_data,add fuel to the fire,acrescentar lenha na fogueira,gpt,prompt2,1.0,0.952,0.9807,0.9776,Q2
434,manual_data,He went to the gym for a workout session.,"Ele foi à academia para uma sessão de treino.
",gemma3,prompt2,1.0,0.981,0.9517,0.9776,Q2
448,manual_data,They are driving to the countryside.,Eles estão dirigindo para o interior.,gpt,prompt2,1.0,0.968,0.9629,0.977,Q2
366,manual_data,busy as a bee,ocupado como uma abelha,gpt,prompt2,0.9902,0.9691,0.9715,0.9769,Q2
178,manual_data,as easy as shooting fish in a barrel,"Tão fácil quanto atirar em peixes num barril.
",gemini,prompt2,0.9759,1.0194,0.9345,0.9766,Q2
406,manual_data,as good as gold,tão bom quanto o ouro,gemmaX,sem_prompt,0.9846,0.9546,0.9889,0.976,Q2
303,manual_data,hard nut to crack,um problema difícil de resolver,gemmaX,sem_prompt,0.999,1.1139,0.8141,0.9757,Q2
