indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
516,manual_data,gemini,prompt4,I made a cup of tea for myself.,"Preparei um chá para mim.
",0,490
671,manual_data,gemini,prompt4,blue in the face,"Falar até ficar roxo.
",1,488
714,manual_data,gpt,prompt4,barking up the wrong tree,Estar no lugar errado.,1,488
440,manual_data,gemma3,prompt4,bring home the bacon,Garantir o sustento.,1,487
693,manual_data,gpt,prompt4,dropping the ball,Deixar a desejar.,1,485
52,manual_data,gemini,prompt4,She went to the post office to send a package.,"Ela foi aos correios despachar um pedaço de saudade.
",0,484
656,manual_data,gemma3,prompt4,hold your horses,Acalme os ponis.,1,484
458,manual_data,gemma3,prompt4,be on cloud nine,Viver no paraíso.,1,483
19,manual_data,gemini,prompt4,She wrote a report for work.,"Ela botou um tijolo no trabalho.
",0,482
340,manual_data,gemma3,prompt4,go down in flames,Réu cair em chamas.,1,482
253,manual_data,gpt,prompt4,chasing your tail,correndo em círculos,1,481
20,manual_data,gpt,prompt4,ace up your sleeve,Ter um truque na manga.,1,480
266,manual_data,gemma3,prompt4,a fish out of water,Pescador em terra.,1,480
482,manual_data,gemma3,prompt4,They went to the zoo with the kids.,Levaram os pequenos para o reino animal.,0,479
141,manual_data,gemini,prompt4,on cloud nine,"Nas nuvens.
",1,479
120,manual_data,gpt,prompt4,change of tune,mudança de tom,1,479
607,manual_data,gemma3,prompt4,red herring,Pista falsa.,1,478
411,manual_data,gemini,prompt4,He is going for a bike ride.,"Ele vai dar uma banda de bicicleta.
",0,477
80,manual_data,gpt,prompt4,She is drinking water.,Ela está se hidratando.,0,477
601,manual_data,gemini,prompt4,She is making a salad for lunch.,"Ela está preparando uma salada para o almoço.
",0,476
240,manual_data,gemma3,prompt4,into thin air,"Em nada.
",1,476
41,manual_data,gemini,prompt4,She made breakfast for the family.,"Ela botou o sol na mesa para a família.
",0,475
446,manual_data,gemma3,prompt4,back on your feet,"De volta à labareda.
",1,474
179,manual_data,gemini,prompt4,He is taking photos with his camera.,"Ele está aprisionando momentos.
",0,474
215,manual_data,gpt,prompt4,fish out of water,fora do seu elemento,1,474
373,manual_data,gemma3,prompt4,bring to the table,Contribuir com.,1,473
689,manual_data,gemini,prompt4,another string to your bow,"Ter outra carta na manga.
",1,472
599,manual_data,gemma3,prompt4,bad apple,"Macieira podre.
",1,472
177,manual_data,gemini,prompt4,He is reading a newspaper.,"Ele está devorando o jornal.
",0,471
143,manual_data,gpt,prompt4,batten down the hatches,Fechar a tampa.,1,471
593,manual_data,gemma3,prompt4,I did the laundry yesterday.,"Eu ajudei as roupas a renascerem ontem.
",0,470
430,manual_data,gemini,prompt4,I am learning how to cook.,"Estou botando a mão na massa.
",0,470
460,manual_data,gemma3,prompt4,They went on a road trip last summer.,"Eles partiram em uma jornada sem rumo naquele verão.
",0,469
205,manual_data,gpt,prompt4,hand in glove,mão na luva,1,469
448,manual_data,gpt,prompt4,They are driving to the countryside.,Eles estão indo para o interior.,0,468
301,manual_data,gemini,prompt4,blood runs thicker than water,"Sangue do meu sangue.
",1,468
119,manual_data,gemma3,prompt4,The kids played in the playground.,"As crianças se esbaldaçavam no reino da diversão.
",0,467
652,manual_data,gpt,prompt4,She is organizing her closet.,Ela está organizando sua vida.,0,467
116,manual_data,gemma3,prompt4,"blood, sweat, and tears","Lágrimas, suor e sangue.
",1,466
260,manual_data,gpt,prompt4,diamond in the rough,gema bruta,1,466
145,manual_data,gpt,prompt4,a fly on the wall,mosca na parede,1,464
559,manual_data,gemini,prompt4,They are going for a run in the morning.,"Eles vão botar o esqueleto pra jogo de manhã.
",0,464
270,manual_data,gemini,prompt4,I visited my parents last weekend.,"Fui visitar meus pais no fim de semana passado.
",0,463
394,manual_data,gemma3,prompt4,They are visiting the zoo.,"Eles estão passeando pelo reino selvagem.
",0,463
350,manual_data,gpt,prompt4,a sinking ship,navio à deriva,1,462
709,manual_data,gemini,prompt4,crying over spilled milk,"Chorar sobre o leite derramado.
",1,462
59,manual_data,gemma3,prompt4,devil's advocate,Defender o indefensável.,1,461
550,manual_data,gemini,prompt4,make a mountain out of a molehill,"Fazer tempestade em copo d'água.
",1,461
124,manual_data,gpt,prompt4,come out of the woodwork,surgir do nada,1,461
147,manual_data,gemma3,prompt4,She bought a new phone last week.,Ela trocou de aparelho na semana passada.,0,460
692,manual_data,gemini,prompt4,bolt from the blue,"Trovão na cabeça
",1,460
645,manual_data,gemini,prompt4,She studied for the test all week.,"Ela mergulhou nos estudos a semana inteira.
",0,459
632,manual_data,gpt,prompt4,blaze a trail,abrir caminho,1,457
581,manual_data,gemma3,prompt4,They met their friends at the café.,Encontraram-se com os amigos no café.,0,457
9,manual_data,gemini,prompt4,They are having a picnic in the park.,"Estão fazendo um piquenique na vida.
",0,456
661,manual_data,gpt,prompt4,go the extra mile,ir além da conta,1,456
276,manual_data,gpt,prompt4,cold feet,arrepios,1,455
364,manual_data,gemini,prompt4,by the book,"À risca.
",1,455
563,manual_data,gemma3,prompt4,bitten by the bug,"Morder do inseto.
",1,454
374,manual_data,gemini,prompt4,crash and burn,"Ir por água abaixo
",1,454
40,manual_data,gpt,prompt4,falling through the cracks,ficar à margem,1,454
338,manual_data,gpt,prompt4,bad blood,rancor,1,453
388,manual_data,gemma3,prompt4,She walked to the store.,Ela trilhou até a mercearia.,0,453
612,manual_data,gemma3,prompt4,She is shopping for groceries.,"Ela está reabastecendo o celeiro.
",0,452
569,manual_data,gpt,prompt4,coming up roses,Tudo indo bem.,1,452
454,manual_data,gemini,prompt4,how the cookie crumbles,"Como a banda toca.
",1,452
439,manual_data,gemini,prompt4,flying high,"Nas nuvens.
",1,451
167,manual_data,gemma3,prompt4,honest as the day is long,Enquanto o dia for longo.,1,451
310,manual_data,gemini,prompt4,She attended a conference last week.,"Ela mergulhou em uma conferência na semana passada.
",0,448
280,manual_data,gemma3,prompt4,cook up a storm,"Cozinhar aos borbotões.
",1,447
144,manual_data,gpt,prompt4,all ears,com os ouvidos atentos,1,446
583,manual_data,gpt,prompt4,She worked on her project all afternoon.,Ela se dedicou ao seu projeto a tarde toda.,0,445
12,manual_data,gemini,prompt4,He is putting the groceries away.,"Ele está guardando as provisões.
",0,445
323,manual_data,gemini,prompt4,He is drawing in his sketchbook.,"Ele está garatujando no seu caderninho.
",0,444
636,manual_data,gpt,prompt4,call the shots,dar as cartas,1,443
704,manual_data,gemini,prompt4,frog in your throat,"Garganta seca
",1,442
76,manual_data,gpt,prompt4,early bird catches the worm,"Quem madruga, Deus ajuda.",1,442
186,manual_data,gemma3,prompt4,bury your head in the sand,"Virar a cara para o problema.
",1,442
567,manual_data,gemini,prompt4,She played tennis with her brother.,"Ela duelou tênis com o irmão.
",0,441
395,manual_data,gpt,prompt4,pull the plug,dar um ponto final,1,440
631,manual_data,gemma3,prompt4,"like father, like son",Herança de pai para filho.,1,439
216,manual_data,gemini,prompt4,over the moon,"Nas nuvens.
",1,439
423,manual_data,gpt,prompt4,big picture,visão geral,1,438
331,manual_data,gemma3,prompt4,She is playing with her children in the garden.,"Ela tece sorrisos no jardim, embalada pelos seus filhos.",0,436
13,manual_data,gemma3,prompt4,fit as a fiddle,Em plena forma.,1,435
489,manual_data,gemini,prompt4,He is watering the plants.,"Ele está regando as plantas.
",0,434
504,manual_data,gpt,prompt4,left out in the cold,deixado na rua da amargura,1,433
400,manual_data,gemini,prompt4,smooth sailing,"Vento em popa.
",1,433
317,manual_data,gpt,prompt4,beating a dead horse,bater em ferro frio,1,432
152,manual_data,gemma3,prompt4,I am traveling to the mountains this weekend.,Estou rumando às alturas neste fim de semana.,0,432
47,manual_data,gemma3,prompt4,I need to buy groceries this afternoon.,Preciso abastecer a despensa nesta tarde.,0,431
441,manual_data,gpt,prompt4,give someone the cold shoulder,dar o tratamento do desprezo,1,431
536,manual_data,gpt,prompt4,dressed to kill,Vestido para arrasar.,1,430
474,manual_data,gemma3,prompt4,They had a barbecue in the backyard.,"Eles armaram um luau no quintal.
",0,427
421,manual_data,gpt,prompt4,by a hair's breadth,por um triz,1,425
616,manual_data,gemma3,prompt4,call it a day,Dar um chega pra lá.,1,425
379,manual_data,gemini,prompt4,She is watching the stars at night.,"Ela namora as estrelas.
",0,425
653,manual_data,gemini,prompt4,She went to the gym for a workout.,"Ela foi à academia para suar a camisa.
",0,422
221,manual_data,gemma3,prompt4,She is gardening in the backyard.,Ela cultiva a alma no quintal.,0,420
521,manual_data,gpt,prompt4,dark horse,cavalo de Tróia,1,419
315,manual_data,gemini,prompt4,She is preparing dinner for the guests.,"Ela está botando a mesa para os convidados.
",0,419
455,manual_data,gemini,prompt4,He played video games all evening.,"Ele devorou videogames a noite inteira.
",0,418
514,manual_data,gemma3,prompt4,He took a walk in the park.,Ele deu um passeio pela vida.,0,418
397,manual_data,gemma3,prompt4,I went to the store to buy some bread.,Fui à mercearia em busca de um pedaço do cotidiano.,0,417
136,manual_data,gemma3,prompt4,I met my friends for lunch.,Encontrei minha turma para um rango.,0,416
579,manual_data,gemini,prompt4,catch lightning in a bottle,"Envasar um raio.
",1,416
38,manual_data,gpt,prompt4,fit as a fiddle,Em plena forma.,1,416
472,manual_data,gemini,prompt4,They have three children.,"Eles têm três rebentos.
",0,415
128,manual_data,gpt,prompt4,cast iron stomach,estômago de ferro,1,414
85,manual_data,gemini,prompt4,They are swimming at the pool.,"Eles estão nadando na piscina.
",0,414
131,manual_data,gemma3,prompt4,They went for a swim at the pool.,"Eles mergulharam no frescor azul.
",0,413
620,manual_data,gemma3,prompt4,man of the hour,A grande figura do momento.,1,412
371,manual_data,gpt,prompt4,She is dancing to the music.,Ela está dançando com a vida.,0,412
589,manual_data,gemini,prompt4,He sent an email to his colleague.,"Ele disparou um e-mail para o colega.
",0,412
387,manual_data,gpt,prompt4,couch potato,pessoa sedentária,1,411
414,manual_data,gemini,prompt4,They are jogging through the park.,"Eles estão passeando no parque.
",0,411
384,manual_data,gemma3,prompt4,hit the books,Dedicar-se aos estudos.,1,409
687,manual_data,gemini,prompt4,airing dirty laundry,"Lavar roupa suja em público.
",1,407
201,manual_data,gemma3,prompt4,He is doing his homework in the study room.,Ele está se dedicando aos seus estudos no refúgio do saber.,0,407
160,manual_data,gemini,prompt4,as good as done,"Quase no forno.
",1,406
226,manual_data,gemma3,prompt4,chill to the bone,Na medula.,1,404
249,manual_data,gpt,prompt4,bottom line,A essência da questão.,1,403
477,manual_data,gemini,prompt4,keep your chin up,"Anime-se!
",1,402
268,manual_data,gemma3,prompt4,happy as a clam,Tranquilo como uma ostra.,1,401
694,manual_data,gpt,prompt4,born with a silver spoon,nascido em berço de ouro,1,401
55,manual_data,gemma3,prompt4,She took a shower in the morning.,Ela lavou a alma pela manhã.,0,400
627,manual_data,gemini,prompt4,bigger fish to fry,"Ter outros galos para cantar.
",1,400
681,manual_data,gemini,prompt4,have the upper hand,"Levar a melhor.
",1,399
243,manual_data,gemma3,prompt4,close to my heart,"No âmago do meu ser.
",1,398
456,manual_data,gpt,prompt4,all bark and no bite,só latido e nenhum ataque,1,398
598,manual_data,gemini,prompt4,She is writing a letter to her friend.,"Ela despeja palavras no papel para a amiga.
",0,398
24,manual_data,gpt,prompt4,color outside the lines,pintar fora das linhas,1,397
207,manual_data,gpt,prompt4,get out of hand,sair do controle,1,395
292,manual_data,gemini,prompt4,They are painting the walls of their house.,"Eles estão dando cor à vida da casa.
",0,395
11,manual_data,gpt,prompt4,hold the fort,manter a posição,1,394
613,manual_data,gemini,prompt4,born with a silver spoon,"Nascer em berço de ouro.
",1,394
424,manual_data,gemini,prompt2,beat around the bush,"Ficar enrolando
",1,394
407,manual_data,gemma3,prompt4,She is putting on her shoes.,Ela está calçando a vida.,0,393
18,manual_data,gemini,prompt4,She is giving a speech at the conference.,"Ela está soltando a voz na conferência.
",0,393
686,manual_data,gpt,prompt4,He worked on his computer for hours.,Ele passou horas mergulhado em seu computador.,0,393
677,manual_data,gemma3,prompt4,chained to the desk,Preso à escrivaninha.,1,392
587,manual_data,gemma3,prompt4,He is taking a walk around the block.,Ele está dando um passeio para clarear as ideias.,0,391
165,manual_data,gemini,prompt2,by leaps and bounds,"A olhos vistos
",1,391
633,manual_data,gpt,prompt4,dare to dream,ouse sonhar,1,391
37,manual_data,gemini,prompt4,She went to the library to study.,"Ela foi à biblioteca para afiar o machado.
",0,391
166,manual_data,gemma3,prompt4,They are practicing their dance routine.,Eles estão ensaiando seus passos.,0,390
465,manual_data,gpt,prompt4,come out of your shell,sair do casulo,1,390
401,manual_data,gemma3,prompt4,She is sending a letter to her friend.,Ela está tecendo palavras para sua amiga.,0,389
297,manual_data,gemini,prompt2,caught red-handed,"De mãos dadas na massa
",1,388
549,manual_data,gemini,prompt2,caught red-handed,"De mãos dadas na massa
",1,388
320,manual_data,gpt,prompt4,caught in the crossfire,pegar no fogo cruzado,1,388
265,manual_data,gpt,prompt4,He cleaned the garage on Saturday.,Ele limpou a bagunça no sábado.,0,386
406,manual_data,gemma3,prompt4,as good as gold,"Tranquilo como um raio.
",1,386
496,manual_data,gemma3,prompt4,burst at the seams,"Explodir de tanta emoção/conteúdo.
",1,385
539,manual_data,gemini,prompt4,She painted a picture of a landscape.,"Ela pintou uma tela de paisagem.
",0,385
57,manual_data,gpt,prompt4,antsy as a cat on a hot tin roof,agitado como um gato em telhado de zinco quente,1,384
289,manual_data,gemma3,prompt4,cast the first stone,Atire a primeira pedra.,1,384
110,manual_data,gemma3,prompt4,finding your feet,Encontrar o caminho.,1,383
568,manual_data,gpt,prompt4,grasp at straws,agarrar-se a palhas,1,381
290,manual_data,gemini,prompt4,call a spade a spade,"Chamar o pão pão.
",1,381
112,manual_data,gemma3,prompt4,have a bone to pick,Ter um osso que roer.,1,380
547,manual_data,gemma3,prompt4,They went for a walk in the park.,"Passearam um pouco na praça da vida.
",0,379
560,manual_data,gemini,prompt4,adding insult to injury,"Piorar o que já está ruim.
",1,379
501,manual_data,gpt,prompt4,She is painting a picture on the canvas.,Ela está pintando um quadro na vida.,0,378
327,manual_data,gemini,prompt4,better half,"Minha cara-metade
",1,377
584,manual_data,gemma3,prompt2,bury the hatchet,Fazer as pazes,1,377
202,manual_data,gemma3,prompt4,They planted flowers in the garden.,"Semearam cores no jardim.
",0,377
420,manual_data,gemini,prompt2,at the drop of a hat,"A qualquer momento.
",1,376
348,manual_data,gemma3,prompt4,They are reading a novel by the fireplace.,"Absorvidos nas páginas, aquecidos pelo abraço da lareira.
",0,376
427,manual_data,gemma3,prompt4,She cleaned the kitchen after dinner.,Ela varreu a bagunça que a noite deixou para trás.,0,375
312,manual_data,gemma3,prompt4,rain on your parade,"Estragar as suas expectativas.
",1,374
518,manual_data,gemini,prompt4,fall through the cracks,"Passar despercebido.
",1,372
503,manual_data,gpt,prompt4,She is typing on her computer.,Ela está digitando no computador dela.,0,372
553,manual_data,gemma3,prompt4,He is waiting for the bus.,"Ele aguarda o ponto.
",0,372
43,manual_data,gpt,prompt4,all bark and no bite,"muito barulho, pouca ação",1,371
708,manual_data,gemma3,prompt4,foot in the door,Primeiro passo.,1,367
461,manual_data,gemini,prompt4,clear the air,"Aclarar as nuvens.
",1,367
558,manual_data,gemini,prompt2,as fit as a fiddle,"Em plena forma
",1,366
585,manual_data,gemini,prompt4,They are watching TV in the living room.,"Estão hipnotizados na sala.
",0,364
36,manual_data,gemma3,prompt4,devil's advocate,Diabo às costas.,1,362
357,manual_data,gpt,prompt4,cool as a cucumber,calmo como um lago,1,360
564,manual_data,gemma3,prompt2,blown away,"Maravilhado(a), impressionado(a), impressionado(a), chocado(a), atônito(a).
",1,359
471,manual_data,gemini,prompt4,"if the shoe fits, wear it","Se a carapuça servir, vista-a.
",1,359
330,manual_data,gpt,prompt4,dead as a doornail,morto como um doornail,1,358
615,manual_data,gemma3,prompt2,black mark,Mácula,1,357
626,manual_data,gemma3,prompt4,The dog ran across the yard.,"O cão cortou o quintal em disparada.
",0,356
89,manual_data,gpt,prompt4,add fuel to the fire,acirrar a situação,1,356
502,manual_data,gpt,prompt4,against the grain,na contramão,1,355
702,manual_data,gemma3,prompt4,in the same boat,"Na mesma enrascada.
",1,355
333,manual_data,gpt,prompt4,cut to the chase,Ir direto ao ponto.,1,354
654,manual_data,gemma3,prompt4,dropping like flies,Caindo como mosquitos.,1,353
248,manual_data,gemini,prompt4,call it quits,"Baixar a guarda.
",1,353
660,manual_data,gemma3,prompt4,back to basics,Voltar ao essencial.,1,352
561,manual_data,gemma3,prompt4,apple of discord,Discórdia primorosa.,1,351
103,manual_data,gemini,prompt4,a diamond in the rough,"Diamante bruto.
",1,350
217,manual_data,gpt,prompt2,once in a blue moon,"uma vez na vida, outra na morte",1,349
566,manual_data,gpt,prompt4,He is cleaning the garage.,Ele está arrumando a bagunça.,0,349
603,manual_data,gpt,prompt4,icing on the cake,cereja do bolo,1,348
182,manual_data,gemma3,prompt4,clean bill of health,Folha limpa.,1,348
700,manual_data,gpt,prompt4,dying to know,morrendo de curiosidade,1,346
609,manual_data,gemini,prompt4,a clean slate,"Folha em branco.
",1,346
232,manual_data,gpt,prompt4,chase rainbows,perseguir ilusões,1,345
623,manual_data,gemini,prompt4,go the extra mile,"Ir além e dar o seu melhor.
",1,344
161,manual_data,gemma3,prompt4,a voice in the wilderness,Uma voz no deserto.,1,343
512,manual_data,gpt,prompt4,hit the ground running,começar com o pé direito,1,342
667,manual_data,gemma3,prompt4,as gentle as a lamb,Doce como um beijo.,1,342
680,manual_data,gpt,prompt4,dive in headfirst,mergulhar de cabeça,1,341
109,manual_data,gemma3,prompt4,He went for a jog in the morning.,"Ele deu um mergulho na manhã.
",0,340
480,manual_data,gpt,prompt2,alive and kicking,vivendo e aprontando,1,340
575,manual_data,gemini,prompt4,I like to read books in the evening.,"Adoro navegar nos mares da noite, embalado pelas palavras dos livros.
",0,340
491,manual_data,gemini,prompt4,The dog is playing outside.,"O cão brinca ao relento.
",0,337
223,manual_data,gemma3,prompt4,call it a day,"Encerre a jornada.
",1,337
638,manual_data,gemma3,prompt4,against the clock,Na corda bamba do tempo.,1,336
634,manual_data,gemini,prompt4,at your wit’s end,"No fim da corda
",1,336
362,manual_data,gemini,prompt4,live to fight another day,"Viver para lutar outro dia.
",1,335
643,manual_data,gemma3,prompt4,a drop in the ocean,"Uma gota no oceano.
",1,334
670,manual_data,gemma3,prompt4,blind leading the blind,Cegos conduzindo cegos.,1,331
605,manual_data,gpt,prompt4,armed to the teeth,Armado até os dentes.,1,331
554,manual_data,gemini,prompt4,better safe than sorry,"É melhor prevenir do que remediar.
",1,330
436,manual_data,gemma3,prompt4,They enjoyed a family dinner together.,"Uniram-se à mesa, nutrindo laços.",0,330
353,manual_data,gemini,prompt2,burn the candle at both ends,"Viver perigosamente
",1,330
199,manual_data,gemini,prompt2,at the end of the day,"No fim das contas
",1,329
299,manual_data,gemma3,prompt4,beyond the pale,"Ultrapassar os limites do aceitável.
",1,329
133,manual_data,gemma3,prompt4,He is drawing a picture of his dog.,Ele está dando vida a um retrato do seu cão.,0,328
565,manual_data,gpt,prompt4,big shoes to fill,Um grande desafio a ser superado.,1,327
97,manual_data,gemini,prompt4,He washed his car yesterday.,"Ontem ele deu um trato no possante.
",0,327
200,manual_data,gemma3,prompt4,can't see the forest for the trees,"Perder a floresta por causa das árvores.
",1,327
151,manual_data,gemini,prompt2,cogs in the machine,"Peças da engrenagem
",1,326
102,manual_data,gpt,prompt4,feast your eyes,Delicie-se com a visão.,1,323
22,manual_data,gemma3,prompt4,She is giving a presentation at work.,"Ela está expondo suas cartas no trabalho.
",0,323
572,manual_data,gemma3,prompt4,He is working out in the gym.,Ele está se moldando na academia.,0,318
555,manual_data,gemini,prompt4,burnt to a crisp,"Torrado(a) como carvão.
",1,315
284,manual_data,gemini,prompt2,get a second wind,"Renovar as energias
",1,313
225,manual_data,gemma3,prompt4,He attended a wedding last weekend.,Ele testemunhou o enlace de almas no fim de semana passado.,0,313
408,manual_data,gemma3,prompt4,built like a tank,Forte como um touro.,1,311
194,manual_data,gemini,prompt4,He is sitting on the chair.,"Ele está sentado no trono.
",0,311
238,manual_data,gemini,prompt4,bite your lip,"Morder o lábio.
",1,309
410,manual_data,gemini,prompt2,burst your bubble,"Estragar a surpresa
",1,308
463,manual_data,gpt,prompt4,as busy as a bee,ativo como uma abelha.,1,307
530,manual_data,gpt,prompt4,cost an arm and a leg,custar os olhos da cara,1,306
337,manual_data,gpt,prompt4,bare your soul,expor a alma,1,305
604,manual_data,gemini,prompt4,She went to the dentist for a check-up.,"Ela foi ao dentista dar um trato nos dentes.
",0,304
492,manual_data,gpt,prompt4,coming full circle,retornar ao ponto de partida,1,304
445,manual_data,gemma3,prompt4,He ate his breakfast quickly.,"Ele engoliu o café da manhã.
",0,303
662,manual_data,gemini,prompt4,carved in stone,"Escrito em pedra.
",1,302
246,manual_data,gpt,prompt4,be a fly on the wall,ser uma mosca na parede,1,301
611,manual_data,gpt,prompt4,finding a needle in a haystack,achar uma agulha no palheiro,1,300
32,manual_data,gemini,prompt4,apple of my eye,"Menina dos meus olhos
",1,298
600,manual_data,gemini,prompt4,apple of my eye,"Menina dos meus olhos
",1,298
157,manual_data,gemini,prompt4,caught in a web,"Enredado na teia.
",1,297
389,manual_data,gemma3,prompt4,like riding a bike,Como andar de bicicleta.,1,296
197,manual_data,gpt,prompt4,as cool as a cucumber,tranquilo como um pepino,1,296
174,manual_data,gemini,prompt4,He went to the airport to catch a flight.,"Ele foi ao aeroporto pegar o voo da vida.
",0,296
308,manual_data,gemmaX,sem_prompt,big league,big league,1,296
73,manual_data,gpt,prompt4,"another day, another dollar","Mais um dia, mais um trocado.",1,295
83,manual_data,gemini,prompt2,a slap on the wrist,"Uma bronca leve
",1,295
261,manual_data,gemma3,prompt2,beat the clock,Vencer o tempo,1,291
467,manual_data,gemma3,prompt4,a tower of strength,"Pilastra de firmeza.
",1,291
10,manual_data,gemmaX,sem_prompt,leave no stone unturned,não deixar pedra sobre pedra,1,290
453,manual_data,gemma3,prompt4,black and blue,"Lívia e roxo.
",1,290
444,manual_data,gemma3,prompt4,eyes in the back of your head,Ter olhos nas costas.,1,289
60,manual_data,gemini,prompt2,burst your bubble,"Estragar a festa
",1,288
392,manual_data,gemma3,prompt4,curiosity killed the cat,A curiosidade matou o gato.,1,287
28,manual_data,gemma3,prompt4,food for thought,"Comida para a mente.
",1,286
619,manual_data,gemma3,prompt4,I worked on my computer for two hours.,Passei duas horas imerso no meu computador.,0,285
146,manual_data,gpt,prompt4,as sharp as a tack,afiado como uma faca.,1,284
507,manual_data,gpt,prompt4,back to the grind,De volta à ativa.,1,283
82,manual_data,gemini,prompt4,hard pill to swallow,"Um osso duro de roer.
",1,283
164,manual_data,gemma3,prompt4,curiosity killed the cat,A curiosidade matou o gato.,1,282
302,manual_data,gpt,prompt4,follow your nose,siga seu instinto,1,281
367,manual_data,gemma3,prompt4,calm before the storm,A calmaria antes da tempestade.,1,280
224,manual_data,gemma3,prompt4,calm before the storm,A calmaria antes da tempestade.,1,280
377,manual_data,gemma3,prompt2,an uphill battle,Uma batalha árdua,1,279
264,manual_data,gpt,prompt4,a penny saved is a penny earned,Um centavo guardado é um centavo ganho.,1,278
233,manual_data,gemma3,prompt4,"hope for the best, prepare for the worst","Aposte no sol, mas carregue o guarda-chuva.
",1,278
86,manual_data,gemma3,prompt4,cat on a hot tin roof,Gato sobre telhado de zinco quente.,1,276
479,manual_data,gemma3,prompt2,full plate,Prato cheio,1,276
125,manual_data,gemini,prompt2,blessing in disguise,"Mal que vem para o bem.
",1,275
303,manual_data,gemma3,prompt2,hard nut to crack,"Pessoa difícil de lidar.
",1,275
44,manual_data,gpt,prompt4,apple of discord,maçã da discórdia,1,275
520,manual_data,gemma3,prompt4,dance with the devil,Dançar com o diabo.,1,274
51,manual_data,gpt,prompt4,back to the drawing board,De volta à estaca zero.,1,271
658,manual_data,gpt,prompt4,blood runs cold,O sangue esfriou.,1,269
335,manual_data,gemini,prompt4,She works as a software engineer.,"Ela constrói pontes de código.
",0,269
404,manual_data,gemini,prompt2,make waves,"Causar impacto
",1,266
139,manual_data,gemini,prompt4,face the music,"Arcar com as consequências.
",1,264
122,manual_data,gpt,prompt4,burnt out,queimado,1,264
372,manual_data,gemini,prompt4,bend the rules,"Flexionar as regras.
",1,263
508,manual_data,gemma3,prompt2,let sleeping dogs lie,Não perturbe a paz.,1,255
343,manual_data,gemini,prompt4,at death's door,"Às portas da morte.
",1,251
184,manual_data,gemma3,prompt4,burn bridges,Queimar as pontes.,1,250
209,manual_data,gemma3,prompt4,He wrote a letter to his friend.,Ele desfolhou um bilhete para o amigo.,0,248
75,manual_data,gemini,prompt2,climbing up the ladder,"Subindo na vida.
",1,247
425,manual_data,gemma3,prompt2,cast in stone,"Escrito em pedra.
",1,244
651,manual_data,gemma3,prompt4,a taste of their own medicine,Um gole do próprio veneno.,1,244
35,manual_data,gemini,prompt4,back to square one,"Voltar à estaca zero.
",1,240
485,manual_data,gemini,prompt4,back to square one,"Voltar à estaca zero.
",1,240
54,manual_data,gpt,prompt4,He is planning his day ahead.,Ele está traçando seu dia.,0,239
591,manual_data,gemini,prompt4,They took a bus to the city center.,"Pegaram o busão rumo ao coração da cidade.
",0,238
62,manual_data,gemini,prompt2,a skeleton in the closet,"Um segredo sujo.
",1,237
274,manual_data,gpt,prompt4,climbing the corporate ladder,subir na vida corporativa,1,234
532,manual_data,gpt,prompt4,carry the torch,carregar a tocha,1,233
242,manual_data,gemma3,prompt2,don't count your chickens before they hatch,Não conte com o que não tem.,1,231
277,manual_data,gemma3,prompt4,a mountain to climb,Uma montanha a escalar.,1,228
311,manual_data,gpt,prompt4,all that glitters is not gold,Nem tudo que reluz é ouro.,1,226
247,manual_data,gpt,prompt4,changing gears,mudar de marcha,1,225
618,manual_data,gpt,prompt4,call it a night,Dar um tempo.,1,224
494,manual_data,gemma3,prompt4,as smooth as silk,Sedoso como a seda.,1,224
540,manual_data,gpt,prompt4,banging your head against a brick wall,bater cabeça na parede,1,222
610,manual_data,gpt,prompt4,feeding the fire,Alimentando o fogo.,1,218
697,manual_data,gemma3,prompt2,change your tune,Mude de ideia.,1,217
172,manual_data,gemini,prompt4,give the green light,"Dar o sinal verde
",1,216
318,manual_data,gpt,prompt4,keep your eyes peeled,fique atento,1,215
46,manual_data,gpt,prompt2,burn your bridges,queimou suas pontes,1,214
573,manual_data,gemma3,prompt4,She is playing with her cat.,Ela tece laços com seu felino.,0,213
378,manual_data,gemma3,prompt4,cast a shadow,Lançar uma sombra.,1,210
29,manual_data,gemma3,prompt4,black as night,"Negro como azeviche.
",1,208
419,manual_data,gemini,prompt4,kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
",1,206
452,manual_data,gemini,prompt4,kill two birds with one stone,"Matar dois coelhos com uma cajadada só.
",1,206
442,manual_data,gpt,prompt4,bite your tongue,morder a língua,1,202
366,manual_data,gemma3,prompt4,busy as a bee,Trabalhando que nem uma colmeia.,1,200
562,manual_data,gemini,prompt2,broken dreams,"Sonhos desfeitos
",1,200
375,manual_data,gemma3,prompt4,They are playing chess at the table.,"Eles estão travando uma batalha de estratégia à mesa.
",0,196
3,manual_data,gemma3,prompt4,They are riding bicycles in the neighborhood.,Eles deslizam sobre duas rodas pela vizinhança.,0,195
107,manual_data,gemini,prompt4,as old as the hills,"Velho como a Sé.
",1,194
14,manual_data,gemini,prompt2,an iron fist,"Punho de ferro
",1,191
296,manual_data,gemini,prompt4,breaking the mold,"Romper barreiras
",1,190
98,manual_data,gemma3,prompt4,cold as ice,Frio como gelo.,1,189
239,manual_data,gemma3,prompt4,live in a glass house,Viver em um aquário.,1,188
7,manual_data,gemini,prompt2,my hands are tied,"Estou de mãos atadas.
",1,185
