frase,score
Seth Meyers calls out Trump for pardoning two turkeys ‘despite the fact that they lied about Russia under oath’,7881
Flood of Republican retirements continues even after supposed GOP tax win,7881
Security Incident Management Market to Witness a Pronounce Growth During 2017 – 2025,7866
"Afghanistan, Trump indicated a troop surge but number and role not specified",7859
in the past they died more readily and then at that point they are not posing a risk.,7858
FLEISCHMAN: National Anthem Protesters Help Trump – But Can’t Help Themselves,7841
Little Sisters face new lawsuit over their HHS mandate exemption,7841
"On North Korea, ‘Strategic Patience’ Has Enabled Strategic Blackmail",7840
"Alternative Media Journalist Broke a Story Before Local News, So She Was Arrested, Charged With Felonies",7839
Photogallery - Justin Bieber settles issue with Marilyn Manson over T-shirt design,7828
"Anti-depressants taken by millions linked to 28 murders in the UK in the past three decades, reveals shocking investigation – Infinite Unknown",7818
Outrage as multiple properties in London are only offered to Muslim occupants,7817
"BREAKING! SINGER KAYA JONES: PUSSYCAT DOLLS WAS A PROSTITUTION RING, DRUGGED & MENTALLY BROKE US UNTIL ONE MEMBER COMMITTED SUICIDE",7816
"Corker Says He Hasn’t Read Tax Bill, Denies Quid Pro Quo",7814
Raven is finally evicted so that 'Big Brother 19' fans celebrate it.,7814
Photogallery - Paradise Papers reveal how ultra rich avoid paying tax,7805
Virginia woman was fired from her job after she was photographed flipping off Trump's motorcade,7802
WHOA: New Poll Shows Americans Want Massive Cuts to Legal Immigration MORE than Legalizing Dreamers,7799
Hizballah says an Israeli “spying device” spotted on Mt. Barouk,7797
"New Yorker avoids years in prison over Glock mags, vows to appeal conviction",7793
"Liberals: ‘OMG I love John McCain now!’ McCain votes NO on #SkinnyRepeal, says it ‘fell short’",7761
"Rob Goldstone, Trump Intermediary, Likes Silly Hats and Facebook",7749
"Riders Outside Manhattan Can Now Hail Accessible Taxis, Too",7749
US Picks Up Iranian Chess Master Banned for Not Wearing Hijab,7742
Ex-IT Aide for Debbie Wasserman Schultz Allegedly Abused Three Muslim Women,7737
Former State Supreme Court Judge Roy Moore Leads Republican Field in Special Election Primary -,7736
Niger President Wants 600 Billion Per Year from Europe Or Else,7732
He’d know? Eric Holder urges voters to turn out because ‘voting machines get lost’,7730
Chicago Mayor Rahm Emanuel Walked Out On Chance The Rapper During A City Council Meeting,7724
GMO Apples That Do Not Brown Have Hit Stores,7718
The Honest Trailer For “Wonder Woman” Will Remind You Why Its The Best Comic Film In Years,7706
Russia playing all sides in the North Korean issue,7694
Intentional usurpation of the Court’s authority': Democrats call on judge to reject Arpaio pardon,7686
Miami Art Professor Turns American Flags into KKK Hoods Causing Outrage,7662
Eddie Judge joking around with Tamra Judge's daughter shows dedication,7649
PressTV-‘US air raids shed more civilian blood in Syria’,7648
Police Make Disturbing Discovery Concerning Baby Whose Skull Was Crushed,7645
‘Game of Thrones’ deleted this important scene in Season 7 finale,7643
‘Three Musketeers’ Terror Group Found Guilty Of Plotting Attack On UK Authorities,7642
Democrats mourn the impending suicide of Donna Brazile – Dr. Rich Swier,7640
"Patreon Bans Journalist Lauren Southern, Claims She Will Get People Killed",7619
Iraqi victory in Mosul feared to bring on ISIS’ ‘Phase 3’,7605
New White House Comms Director Helped Recover Mike Piazza’s 9/11 Jersey,7602
Copper Basin Announces Third Generation of its Takedown Firearm Backpack,7596
Some Readers Say ‘White Nationalist’ Normalizes the Charlottesville Protesters,7595
Raw meat pet food craze can spread disease from pets to humans,7589
Is Israel Winning “The War Between The wars” With Iran,7587
Bill Maher humiliates Donald Trump after threatening to nuke North Korea,7583
Orange County Board of Education Reverses Position and Bans Confederate Flag,7581
The US Has a Niger by the Tail? Why Are American Soldiers Dying in Africa?,7578
"6.4 in Levuka, Eastern, Fiji Earthquakes DR.TURI DID IT AGAIN!",7576
Gay Escort Found Dead of Meth Overdose at Home of Top Democrat Donor,7574
New Audio Book: The American Mercury on Leo Frank – Frank Takes the Stand,7568
"In debate over free speech, Linda Sarsour angered that ‘privileged white woman’ allowed to give an opinion",7568
"Trump Administration Defends Cuba Embargo at U.N., Reversing Obama",7557
"Spencer Johnson, ‘Who Moved My Cheese?’ Author, Dies at 78",7550
Hospitals Are Killing Thousands From ‘Climate Change’ Each Year Or Something,7549
Seattle Transit Agency Wants to Tear Down Fraternal Lodge,7549
Mueller's indictment of Manafort and Papadopoulos plea may mean fall of Trump,7543
Pentagon Denies Knowledge of Cameroon Base Abuses — Despite Being Aware of Reports of Torture,7542
SOS Puerto Rico: 12% with power; Deaths From Leptospirosis; Surgeons Using Cellphones for Light.,7537
Former Commander Warns US Could Lose War Against NKorea,7536
How to Win at Winter When You Hate Winter,7529
Tropical Storm Nate Expected to Hit Gulf Coast as a Hurricane,7529
Randy Newman: And You Thought ‘Short People’ Was Controversial?,7521
Trump's sham election commission preps to embrace faulty explanation for Trump's New Hampshire loss,7512
"Jailed Brit, 78, could go free if US released key evidence",7504
Elizabeth Warren Seeks SEC Probe of Trading in Shares of Loan Servicer Navient,7499
NKorea Says It's Seriously Considering Plan to Strike Guam,7498
Dem Senators Decline To Condemn Women’s March For Supporting Terrorist,7497
Aleppo’s Melkite archbishop looks to rebuild city from the ashes,7481
‘My actions were despicable’: Priest takes leave of absence after revealing secret KKK past,7477
Richard Dreyfuss's Son Harry Alleges Kevin Spacey Groped Him at Age 18,7475
"Forget Tesla EV, Ariel has one big powerful electric supercar coming",7473
Pope shakes up Syro-Malankara Church with several new appointments,7460
Acorda Therapeutics shares jump on media reports of takeover interest from Biogen and others,7457
Private School Teacher Teacher FIRED After A Father Discovered These Inappropriate Selfies [PHOTOS],7456
Anybody want to help NY Times answer this Q about Bowe Bergdahl’s ‘legal fortunes’?,7442
Inez Barron Wants to Become the First Black NYC Council Speaker,7433
Afternoon Mirror: Reader Calls Me A ‘Truly Horrible Person’,7427
The only county in America without an ACA plan voted 3-to-1 for Trump,7408
University of Florida students shut down white supremacist Richard Spencer,7404
"In Los Angeles, Hotel Hipness Makes a Grand Return",7389
Super Mario Odyssey Nintendo sampled every Mario game to form a masterpiece.,7386
"Trump ""Justice"" Department argues in favor of firing employees because they're gay",7380
Ron Paul Warns America’s “on the Verge of Something Like 1989’s Soviet System Collapse”,7380
"As ISIS’ Role in Syria Wanes, Other Conflicts Take the Stage",7367
Calls to start Nathan Peterman grow even louder in Buffalo,7355
"Xylitol United States Market Learn details of the Growth Analysis including key players Danisco, Roquette, Futaste",7352
ME & MT-Sen: Council For A Livable World Helps These Senators Save The Iran Nuclear Deal,7347
U.K. Lawmakers Ask Facebook About Russian Influence in Brexit Vote,7334
North Korean foreign minister compares Trump's threat to dogs barking,7331
‘I Love Islamic State’: Muslim Guilty of Showing Beheading Video to Child,7329
DBS' has explained a mistake of 'Dragon Ball Z',7312
Global Organic Manure Market 2017-2022: Market to Remain the Fastest Growing market- Research and Markets,7312
Mobster tries to escape prison with hacksaw — and a priest,7291
Erin Heatherton Is Struggling to Leave This West Village Abode,7290
The Grande Dame of Documentary Is Leaving Her Home at HBO,7289
Seattle Mayor Steps Down Following Fifth Allegation Of Child Sex Abuse,7287
"Venezuela Announces the “Petro” Digital Currency Backed by Gold, Oil and Diamonds",7285
White-Power Rock Bands Find Platform Online to Incite Hatred,7275
Specially Designed Homes Provide Independence for Disabled Vets Thanks to Gary Sinise,7263
"Voters oppose Trump's air traffic control privatization plan, poll finds",7263
ISIS calls on Muslims to commit jihad attacks at hurricane relief centers,7234
Charlie Rose Suspended After 8 Women Accuse Him of Groping,7218
Photogallery - Xbox shows off its powerful Project Scorpio Xbox Development Kit in new video,7215
Why You Need to Pay Attention to The SITSA Act,7208
"Hezbollah, Al-Qaeda Reach Ceasefire Near Syrian Border After Fighting Leaves Dozens Dead",7207
Think Russia and Mueller Are 'Going to Save Us',7202
Nolte: Hollywood Enables Countless Sexual Predators and Still Wants to Take Women’s Guns,7196
VIDEO: President Trump shunned ‘fancy lunch’ to dine with U.S. and South Korean soldiers – Dr. Rich Swier,7195
"With a Monday Vote Expected, Democrats Press to Release Their Own Memo",7194
Witness the Older Generation Taking Advantage of Medical Marijuana in California,7188
Iran Rejects U.S. Demand For U.N. Nuclear Inspectors to Visit Military Bases,7181
"Sixers lose a close one to Wizards, but they played to win",7177
Twitter employee on last day at work deactivates Trump's account,7175
Vogue model spent years in Muslim billionaire’s harem as his “pleasure wife”,7169
‘What in the world’? Report: Saudi Arabia says Lebanon has declared war on them,7148
Democrats set to question Jeff Sessions on another ‘clarification’ around meetings with Russians,7145
University of Minnesota Teamsters approve strike authorization vote by large margin,7144
"UCLA Tries to Hold Panel on “Civil Discourse,” With Predictable Results",7135
Ukraine refused to change the language article of the law on education,7131
"“Butcher of Pakistan” killed 70 people, then started trafficking Muslim migrants into Europe",7129
St. Louis Protests: Police Say They ‘Owned’ the Night After 80 Arrests,7128
Team Wilson Combat Brings Home IDPA National Championship Titles,7121
Photogallery - LaVar Ball starting to criticize Lakers coach Luke Walton,7112
Disneyland water cooling towers shut down after Legionnaire’s disease cases reported,7108
Photogallery - More disturbing news comes out about 13 children tortured by California parents,7102
Liberal org vows to pressure Fox News’ advertisers in boycott over this story about Roy Moore,7097
A Lambo For Under 10 Bitcoin: You Can Now Buy Supercars For Cryptos,7090
BOMBSHELL AUDIO=> Harvey Weinstein Admits To Groping Woman's Breasts -- 3 Women Accuse Him of Rape!,7088
"Photogallery - Kyrie Irving prefers Spurs, 3 other squads as trade destinations",7087
DreamHost Ordered to Release Some Trump Protest Website Data to U.S.,7074
Whistleblower: FBI Informant Says ‘Secret Society’ Held Secret Meetings Off Site,7069
Klondex Mines new open pit estimates confirm Fire Creek as “a world class property”,7054
"JFK File: FBI Monitored Martin Luther King’s ‘Abnormal’ Sex Life of Orgies, Hookers and Joan Baez",7029
‘UNACCEPTABLE’ Fleitz warns Russian money behind North Korean missile tests,7022
Reverend Says Brits Should Pray Prince George Turns Out Gay,7018
"Migrants Travel to ‘Soft Touch’ Scotland for Female Genital Mutilation (FGM), One Midwife Sees 150 Cases a Year – Infinite Unknown",7013
Pursuit Channel Joins Push For SCI’s 2018 Annual Hunters’ Convention,7007
Sixth Accuser Says Roy Moore Groped Her When She Was 28,7005
‘Did he come with a gift receipt?’: Meyers ridicules pro-Trump pastor’s claim that president is ‘a gift from God’,7003
Thousands of DACA recipients are scrambling to make the Trump administration’s ‘unworkable and cruel’ deadline,6989
Cartier Hosted a Lavish Takeover of Governors Island With Caviar and Diamonds,6980
"Republicans cut to Student Tax Break means, “the end of research in the United States.”",6975
"PressTV-In Japan, Trump says ‘patience’ with North Korea over",6975
Biblical Christians Would Hate The Handmaid's Tale Dystopia Just As Much As Everyone Else,6949
There Are So Many Elk In One Colorado County They Can Legally Be Hunted,6932
Protesters temporarily shut down Senate vote on health care reform,6907
House Republican Cuts to Nutrition Assistance Would Harm Families in Every State,6903
Morning Joe warns GOP to stop lying about ‘inhumane’ health care bill,6866
"Emails: WaPo, NYT Reporters Didn’t Want to Cover Clinton-Lynch Tarmac Meeting – Dr. Rich Swier",6860
NBC Is Making $5 Million For 30-Second Super Bowl Commercials,6859
Republican donor sues GOP for fraud over ObamaCare repeal failure,6859
Kale and Caulifla could perform a fusion in 'Dragon Ball Super',6858
Dragon Ball Super reveals why UI Goku will not have a fight with Jiren yet,6856
BOOM! Editor-in-chief of @RT_com drops a bomb on @Jack and Twitter,6851
WHOOPS! Maybe the New York Times SHOULDN’T have fired all those copy editors,6849
Photogallery - ‘Rick and Morty’ Season 3 has shorter episodes; plot focuses on Beth,6847
"Review: In ‘My Art,’ the Artist Laurie Simmons Plays an Artist",6842
NKorean Media Claims 5 Million Have Signed up to Join Army,6837
Letter Written By 'Possessed' Nun 340 Years Ago Is Decoded Using Deep Web Software,6818
Australia Exported Most Of Its Natural Gas As Citizens Dealt With Prolonged Power Outages,6801
Art Exhibit in Poland Shows Auschwitz Through Inmates’ Eyes,6783
We Accept The Reality With Which We Are Presented,6780
"Pelicans worked out Josh Smith, Martell Webster and Chase Budinger",6763
New York Times risks spontaneous combustion by printing annotated Constitution alongside editorial pages,6761
Global Driving Recorder Market Expected To Consume the Largest Market Share By 2022,6758
Photogallery - Peter Dinklage asks 'Game Of Thrones' fans to stop buying huskies,6755
Photogallery - Canada opens its doors to asylum seekers from the US,6753
America is desperately failing Puerto Rico in the wake of Hurricane Maria,6724
Pokemon Go' players noticed a change in the way Ex Raid Passes are sent,6711
Actor Tyler Cornell Files Police Report Accusing Former Top Talent Agent of Sodomy,6704
Toyota to Take 5 Percent Stake in Mazda and Build Joint U.S. Plant,6702
Forget the Emails … DNC Chair ADMITS DNC and Clinton Rigged Election Against Sanders,6702
Motorola shows off ShatterShield technology of Moto Z2 Force in YouTube video,6701
"Major Islamic Terrorists Declare This Order For Muslim Terrorists To Kill Christians: “Blow Up Their Churches And Monasteries, Kill Their Priests And Monks, Do Not Show Mercy Toward Any Christian For ",6692
Canada: Urbanite Finds Success Growing Organic Choy for Vancouver Market,6682
Police chiefs association refutes Trump’s speech that endorsed officer brutality,6665
Microchips Now in Your Medicine – FDA Approves Tracking Pills & New Brain Implants Increase Memory,6665
"PressTV-N Korea rejects UN bans, warns US of ‘great pain’",6664
Comey intentionally tried to 'prompt the appointment of a special counsel',6661
Teen Mom 2': Kailyn Lowry bans baby daddy from seeing son after he gets violent,6635
Ariana Grande Spent the Holidays In This Lavish Colorado Mansion,6632
California adopts measure to take guns from those in the ‘Hate Crime Loophole’,6617
"Photogallery - Food has a major impact on getting pregnant faster, study says",6610
Libertarian Activist and Candidate for State Senate Corey Fauconier Calls on Fellow African-Americans to Vote Hyra!,6607
"20 Years Ago, Hollywood Imagined a Wormhole Machine at Kennedy Space Center",6606
Photogallery - Prince Harry and Meghan Markle are planning their wedding their way,6606
This Deal Offers A One-Day Discount On 60 Name Brand Watches,6600
Republican Sens. Mike Lee and Steve Daines rescind their endorsements of Roy Moore,6600
"The Zika Virus Grew Deadlier With a Small Mutation, Study Suggests",6596
CANADA: Judge (who appears to be a Muslim) strikes down section of Quebec law that bans Muslim face-coverings,6576
U.S. Carries Out Drone Strike Against Shabab Militants in Somalia,6575
"Paulina Gretzky Busts Out Her Red, White And Blue Bikini For The 4th Of July",6566
PROOF: Trump Handled VA Riots Way Better Than Obama Handled 5 Cops Killed By BLM…,6563
Muslims Fear Backlash After Minneapolis Cop Shoots Australian Woman,6548
Senate Officially Investigating Al Franken Due To Claims of Improper Behavior Toward Women,6535
Daily Kos Founder Moulitsas Says NRA and Nazis 'One and the Same',6529
"In Acquiring Jose Quintana, Cubs Receive Much-Needed Help From Next Door",6522
"Six Muslim “refugees” arrested, plotted major Christmas market attack in Germany",6518
PressTV-US bombers fly off N Korea as North vows war,6515
West Virginia Gov. Jim Justice reportedly switching to GOP during Thursday evening Trump rally,6503
Why Five States Have Raised The Age For Buying Tobacco (VIDEO),6485
Egypt censored newspaper on Israel offers to ‘buy Sinai’,6480
GOP Senator Receives Death Threat to Oppose Obamacare Repeal,6470
"In addition to all its other wrongdoing, North Korea owes NYC $$156K for this",6464
Future of the 328 forest conservation units in Brazilian Amazon to be determined by Federal Supreme Court – “Brazil is currently experiencing an unprecedented offensive against the conservation units”,6460
Stanford Geologist Seriously Investigates Fictional Natural Disaster From Game Of Thrones,6457
"$$2,000/year Muslim girls’ school won’t provide toilet paper or soap for students ‘for cultural reasons’",6453
Blue States Practice the Family Values Red States Preach,6441
BREAKING: Trump Makes Surprise Announcement About Transgenders… LGBT Shocked,6438
Hobby Historian Claims to Have Discovered Forgotten 80-Meter Section of the Berlin Wall,6426
"Burundi exits the ICC, an interview with David Paul Jacobs",6424
Photogallery - Apple could increase iPhone 8 sales by bundling it with freebies,6419
Photogallery - Samsung to pay you for finding vulnerabilities in their devices,6416
The Senate's 'healthcare' bill is designed to strip Americans from insurance for a stupid tax cut,6411
Even Republicans assume Trump leaked Kislyak intercepts to force out Jeff Sessions,6410
"Israel, U.S. Deny Report Claiming Trump Will Recognize Palestinian State",6403
Antifa Website Admitted To Pouring Concrete On Amtrak Tracks – Could This Have Caused Derailment?,6394
John Lewis blasts Trump’s ‘election fraud’ commission as a form of voter intimidation and harassment,6375
Saudi woman conveniently dies in crash ‘while learning to drive’ before the country lifts its ban on female drivers,6360
Communist West Point grad was inspired to infiltrate military by Chelsea Manning,6356
Trump and Spicer could be deposed in suit alleging collusion with Fox News on bogus Seth Rich story,6345
New Wall Street Journal report might totally destroy Republicans’ favorite anti-FBI talking point,6337
Trump’s Border Security Plans Create Efficiencies in Deporting Illegal Aliens,6334
Time Traveler Who Has Been To The Year 2030 Shares His Experiences,6331
"35 years ago today, The Young Ones made their debut on the BBC",6330
Fox Biz beats CNBC in key demo for first time since March,6316
OH-Gov: Nan Whaley (D) Hits Trump For Refusing To Declare A National Emergency On Opioid Epidemic,6312
The CIA is Conducting a Massive Psy-Op Against Americans,6306
Google offered to acquire Snapchat for $$30 billion claims latest report,6304
Steve Kerr: Government Puts Interests of ‘Gun Industry’ Ahead of ‘People’s Safety’,6301
So who’s buying CNN’s explanation for the anti-Trump tweet from @AndersonCooper,6293
Somebody Stole A Lunar Spacecraft Right Out Of A Museum,6289
"Jimmy Kimmel slams Republican healthcare bill: 'This guy, Bill Cassidy, just lied right to my face'",6282
"Hospitals segment is expected to hold the major share of Global Infusion Pump system, Accessories and Software market by 2017-2024",6282
Las Vegas Shooter Took Multiple Trips Around the Middle East,6276
"Wait, WAAAT? Trump’s DACA tweet totally confuses Seth Rogen and it’s actually pretty hilarious",6272
Travel ban could be revised to tackle possible terror attacks,6271
Toyota and Mazda Are Said to Pick Alabama for $1.6 Billion Plant,6262
"Stranded on Norwegian Island, Rowers End Their Arctic Mission",6257
Justice Department Agrees To Pay Tea Party Victims In Obama IRS Targeting Scandal,6254
Another 'Teen Mom OG' star takes aim at the show's 'fake' storylines,6249
Rep. Moylan Revives His Campaign Against Law-Abiding Firearm Owners,6245
Sen. Ted Cruz Opposes the Graham-Cassidy Obamacare Repeal Bill,6238
Some Bernie Sanders Supporters Organize National Meeting for Purpose of Creating a Progressive Party,6237
Families Of US Diplomats Ordered To Leave Venezuela As Maduro Purges Opposition,6226
PressTV-Iran demands EU bring US into line with nuclear deal,6225
CyberBerkut publishes email of Democrat plot to blame Russia for hacking 2016 election,6214
Nebraska regulator to announce Keystone XL permit decision on November 20,6208
Iraqi Politicians Considering Law Allowing Legal Marriage for Nine-Year-Old Girls,6207
WND » ‘Gays’ still trying to punish marriage-defending clerk Kim Davis » Print,6207
Washington Should Take Note of Chinese Advancement in Brazil,6201
World Medalist Rower Jack Carlson Just Launched a Menswear Brand,6197
"Trump blames Texas mass shooting on mental illness. With 26 dead, it 'isn't a guns situation'",6188
Wait Until You See How Trump Has ‘Renovated’ The White House (PHOTOS),6184
Canada takes in LGBT Russians fleeing ‘gay purge’ in Chechnya,6183
Photogallery - Sony is reducing the prices of its PlayStation VR bundles,6181
"From San Juan to New York, He Offers Help and Hope for the Uprooted",6173
Minnesota jihadi’s “descent into extremism” began “after he began attending mosque”,6172
Kristen Stewart and Stella Maxwell Wedding: Alicia Cargile still loves her ex?,6170
Voters trust Jimmy Kimmel over GOP on health care: poll,6165
Watch As Sheriff Clarke Drops A 6 Word BOMBSHELL Live On Fox News…. EPIC,6159
Treasury Inspector General Finds No Political Meddling in Tax Analysis,6159
Study Shows Corporate Cable Networks Largely Ignoring FCC Plan to Kill Net Neutrality,6153
Activists Name Public Toilet After Interior Secretary Ryan Zinke in Protest,6147
"Irma shifts west, expected to cross the Keys, strike near Cape Coral; Tampa in sights",6145
Project Veritas Drops Another Video Bomb Of CNN Producer Mocking Chris Cuomo [VIDEO],6140
"Jared Kushner updated his security form, suddenly remembered more than 100 foreign contacts",6137
"After 30 Years, Alarmists Are Still Predicting A Global Warming ‘Apocalypse’",6128
Photogallery - Will Surface Phone do the same for mobile?,6117
Yankees Pound the Red Sox and Win a Four-Game Series,6112
Proof Surfaces Insurance Company Pays Massive Bonuses to Doctors for Vaccinating Babies,6112
U.S. and Turkey Try to Prevent a Diplomatic Dispute From Growing,6111
‘It’s a blessing’: Muslim relief groups help disaster-stricken Southern communities recover,6090
"Why the U.S. Needs a Federal Jobs Program, Not Payouts",6066
"Gov't reports far fewer new jobs created in December than economists expected: 148,000",6056
NJ Politics Digest: Murphy Leads Guadagno by 14 Points in New Poll,6056
"Harvey update: Media analyzes its own analysis of Melania Trump’s shoes, finds it not sexist",6046
Berkeley Mayor Jesse Arreguin Tells Conservatives: No Free Speech On MY Watch,6041
Brutal Russian Nightclub Fight Turns Into Dramatic Shooting [VIDEO],6040
Facebook says Russian-based operation spent $$150K on ads leading up to 2016 election: report,6039
"Beast Computer System Controls The World, Described By Fritz Springmeier",6039
"Democratic senator: Reports are true. Trump said 'hate-filled, vile, and racist' things.",6036
"FL-Sen: Nelson (D) Refuses To Let Trump Privatize Air Traffic Control, PCCC Pushes Dems To Join Him",6035
"Diet Rich in Apples and Tomatoes May Help Repair Lungs of Ex-Smokers, Study Suggests",6029
An Al Jazeera Reporter Went Undercover with the Pro-Israel Lobby In Washington,6017
Leaks Show Russian Oligarchs Registering Jets in Isle of Man,6014
Jerry Brown Acts Like He Is Representing The US At Climate Conference,6002
Trumps Spend $$5 Million Less Than Obamas on White House Salaries,5999
Uber CEO Travis Kalanick Takes Leave After Eric Holder Report,5985
"MoviePass Drops Its Price, Pleasing Customers but Angering AMC",5982
Amazon’s Whole Foods Acquisition Makes Stores An Extension of E-Commerce,5972
Photogallery - ‘Stranger Things’ creators plan to end series after fourth season,5970
This Safeguard Is Actually Putting Your Home at Risk,5962
NFL's Chris Long will be donating all of his 2017 football salary to education charity,5956
Photogallery - 'Westworld' season 2 trailer shows a violent robot uprising,5955
"‘The Sims 4 Cats & Dogs’ gets a new trailer, Know how to use Create-a-Pet system",5953
"Summer Reading Contest Winner, Week 4 | On ‘Liu Xiaobo, Chinese Dissident Who Won Nobel While Jailed, Dies at 61’",5950
Because SERVANTS! Dianne Feinstein accidentally exposes the Left’s RACIST views on immigration,5938
How Much Can the Youth Vote Actually Help Democrats?,5937
"Whether Trump’s Refugee Ban Expires or Not, the U.S. Will Take in a Record Low Number of Refugees",5932
Handful of House Democrats introduce bill to fix Obamacare,5916
Bob Marley Comes Alive in This Collection of Interviews With the People Who Knew Him Best,5915
Has NASA Lost Its Way? | 1993 Washington Post Article by Peter Carlson,5913
"Google, largest lobbyist in Washington, to Build ‘Vertical Monopoly’ on Information",5908
Ethics official who sparred with Trump is leaving government,5891
global electronic power steering market is expected to witness high growth during the forecast period,5888
UN Troops Will Be Running the FEMA Camp Extermination Centers,5885
I Went Door to Door in Search of Ancient Elevators in New York City,5878
Donald Trump Jr. Demands Leak Inquiry of House Intelligence Committee,5878
White House Procurement Priorities for Renegotiating NAFTA Do Not Advance Free Trade,5869
Photogallery - Women quit their jobs in Google due to workplace culture,5849
U.N. Says Islamic State Executed Hundreds During Siege of Mosul,5843
Cardinal Says Countries Have Right to Reject Migrants Who Won’t Assimilate,5841
Maduro Puts Army on Alert as Venezuela Threatened by 'the Most Criminal Empire',5840
Donald Trump Jr.'s mobster-lawyer wants you to know there's nothing to see here,5817
Trump Organization Proves It Has Russian Business Ties (VIDEO),5815
IDF Intel Chief After Syria Strike: Israel Fighting Enemies ‘Near and Far’,5806
Hand Painted And Etched Magnum Bottle Of Kosta Browne Winery-Honor Winery 2012 Sonoma Coast Pinot Noir Being Offered At Auction – Hallmark Abstract LLC [del.icio.us],5806
Please Raise Your Hand If You’re Not a Sexual Predator (Audio),5791
"“That’s Really Sad,” Flyers Promoting White Supremacy Found at OSU",5788
Xbox shows off its powerful Project Scorpio Xbox Development Kit in new video,5774
Just A Reminder: It Was Ivanka Who Insisted Daddy Appoint Mike Flynn,5766
"Harvey Drops Nearly Two Feet of Water on the Houston Area, Causing Fatal Flooding",5762
Poll: 40 Percent Think Media Presents ‘Greater Threat’ to America than White Supremacists,5756
"Amid Puerto Rico Disaster, Hospital Ship Admitted Just 6 Patients a Day",5750
"Photogallery - Apple will build its new billion-dollar data center in Waukee, Iowa",5742
Photogallery - Cleveland Cavaliers news: Several teams want Shumpert but under one condition,5741
‘Stranger Things’ creators plan to end series after fourth season,5740
Nevada rancher Cliven Bundy violated law in 2014 armed standoff: prosecutor,5734
Daily Kos-endorsed candidate scores dramatic win in key New Hampshire special election,5733
Leader Who Rebuilt Time Warner Empire Prepares an Exit,5731
Kentuckians bring first suit against Trump's Medicaid work requirements,5730
Ed Sheeran Reveals Weird Fact About Beyonce Even Her Fans Didn’t Know,5718
Trump has nominated at least six 'explicitly anti-LGBTQ activists' to federal judgeships,5714
Photogallery - The US has the greatest number of billionaires in the world,5712
What Happened to the Journalist Who Exposed Clinton Corruption (Video),5701
Photogallery - Tesla to begin production of electric trucks by 2019,5701
Trump will cite China and Russia as competitors in ‘America First’ national security speech,5700
"The GOP deserves this tax bill, but America doesn't.",5699
Democrats Call on Rep. John Conyers to Resign in Light of Sexual Misconduct Claim,5693
"Friends Provide Better Pain Relief Than Morphine, Oxford University Study Reveals",5690
ISIS Is Now Using Female Sex Slaves To Recruit Rapists,5688
Has 'Dragon Ball Super' turned Frieza into a good guy?,5686
"In face of Veterans Day boycotts, NFL announces ‘no change’ in national-anthem policy",5685
Senate Intelligence Committee Warns Russia Will Upend Local Elections,5674
University Clinic Teaches Transgender People How To Speak With Voices To Fit Their Gender Choice,5674
Broncos' Brock Osweiler would be replacing Trevor Siemian as the starter,5656
New poll offers deeper insight into what ails rural America,5655
Man shot by Chicago police officer is awarded $$44.7 million,5645
Will Chiwetel Ejiofor play Scar in 'The Lion King' live-action?,5644
ACA Repeal Would Have Disproportionately Harmed Women of Color,5643
16 Year Old Autistic Teen Offers Some Incredible Insight About Life,5642
"Another Dead Hillary Clinton Associate, Special Agent Kurt Smolek Found Dead in a River",5639
BMW will be bringing a Tesla Model 3 opponent with the i5,5633
Louis C.K. Refuses to Address Renewed Rumors of Sexual Misconduct,5631
Photogallery - Apple plans to build an Iowa data center that fully runs with renewable energy,5617
Windows Phone 8.1 has reached its limit in terms of updates and security patches,5599
Deplorables try to smear protesters as pedophilia supporters--and fail,5582
Trump Appears to Endorse Path to Citizenship for Millions of Immigrants,5581
Most workers will see pay hike in February under new tax law,5570
Big Government and Environmentalists Are Causing Massive Fires in Western States,5566
Yemen’s Houthi Rebels Claim Successful Ballistic Missile Attack On Saudi Millitary Base,5563
They’re afraid of us': Immigrants aren't reporting domestic abuse to police,5557
We Need a Truly Grassroots Democratic Party: A Call for DNC Chair Tom Perez To Implement Findings Of #UnityReformCommission,5552
"For $350 in Rent, a Tenant Becomes a Landlord’s Helper",5551
Court: Texas Can Enforce More of 'Sanctuary Cities' Law,5545
Kansas City Royals’ manager says he warns his team about porn,5543
Photogallery - NBA: How will Kyrie Irving do now that he has his own team?,5538
Gov.-elect Murphy volunteers on Thanksgiving: ‘We need a stronger safety net’,5537
VIDEO: Why we no longer need the mainstream media – Dr. Rich Swier,5528
$1.6 Billion Copyright Suit Claims 21% of Spotify Songs Are Unlicensed,5525
Liberty University president praises Trump for 'truthful' Charlottesville remarks on Twitter,5525
Real Housewives of Orange County' Tamra Judge has skin cancer again,5523
Comey Sends Another Cryptic Message From His 'Secret' Twitter Account,5518
Aroma Chemicals Market expected to reach US$6.57 bn by the end of 2024,5518
Photogallery - Donald Trump will not visit London to declare open the new US embassy,5516
HERE WE GO=> McCabe Testimony Contained *Numerous* Conflicts With Previous Witnesses -- New Subpoenas Planned!,5510
Army of Us: Queer Soldiers Do Battle Against ISIS,5503
Comic book company pulls cover showing lynching and castration of man of color,5492
Bitcoin vs Gold: Most pick bitcoin in a survey tweeted by Ron Paul,5485
Republicans are realizing they have to actually do policy work to make stuff happen,5484
