ingles_original,portugues_traduzido,ingles_traduzido,modelo_prompt,XCOMET-XL
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que estados podem impor requisitos de trabalho para o Medicaid.,Trump administration says states can impose work requirements for Medicaid.,gpt/prompt1,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que estados podem impor requisitos de trabalho para o Medicaid.,Trump administration says states can impose work requirements for Medicaid.,gpt/prompt2,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que estados podem estabelecer requisitos de trabalho para o Medicaid.,Trump administration says states can set work requirements for Medicaid.,gpt/prompt4,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que os estados podem impor requisitos de trabalho para o Medicaid.,The Trump administration says states can impose work requirements for Medicaid.,llama/prompt1,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração de Trump diz que Estados podem impor requisitos de trabalho para Medicaid,Trump administration says states can impose work requirements for Medicaid.,mistral/prompt2,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,A Administração Trump diz que os estados podem impor exigências de trabalho para o Medicaid.,The Trump Administration says that states can impose work requirements for Medicaid.,qwen/prompt1,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,A Administração Trump Diz que os Estados Podem Impor Requisitos de Trabalho ao Medicaid,The Trump Administration Says States Can Impose Work Requirements on Medicaid,qwen/prompt2,1.0
Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que Estados podem impor requisitos de trabalho ao Medicaid,Trump administration states that states can impose work requirements on Medicaid,qwen/prompt4,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora mais do que nunca, os democratas precisam fechar a portas a Comissão Judiciária.","""Never more than now, Democrats need to slam the courthouse door shut.""

(""Barrar"") a entrada dos juízes e não só simplesmente bater a porta em fechadura",llama/prompt4,0.41488927602767905
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas precisam botar a boca no trombone na Comissão Judiciária.
","Now, more than ever, Democrats need to sound the alarm in the Judiciary Committee.",gemini/prompt3,0.8578356504440301
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora mais do que nunca, os Democratas precisam fechar a Comissão de Justiça para que não caia no buraco.","""More than ever, Democrats need to close the justice committee before it falls into the hole.""",llama/prompt3,0.8691658973693841
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam paralisar o Comitê de Justiça.","""Now more than ever, the democrats need to hit the brakes on the Justice Committee.""",qwen/prompt3,0.9225474596023561
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam fechar o Comitê de Justiça.","Now, more than ever, the Democrats need to kick the bucket on the Committee on Justice.",qwen/prompt4,0.931603789329528
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam desativar a engrenagem da Comissão de Justiça.
","Now, more than ever, Democrats need to throw a wrench in the gears of the Judiciary Committee.",gemma3/prompt3,0.9417863488197321
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam 'acabar com' o Judiciary Committee.","""Now, more than ever, Democrats need to 'finish off' the Judiciary Committee.""",mistral/prompt4,0.9513465166091911
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam colocar um ponto final no Comitê Judiciário.","Now, more than ever, Democrats need to put a nail in the Judiciary Committee's coffin.",gpt/prompt4,0.9687482118606561
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas precisam silenciar a Comissão de Justiça.","Now, more than ever, Democrats must muzzle the House Judiciary Committee.",gemma3/prompt4,0.9716553688049311
"Now, more than ever, Democrats need to shut the Judiciary Committee down","""Às vezes, mais do que nunca, os democratas precisam fechar a Comissão Judiciária.""","""Sometimes, more than ever, Democrats need to close the Judiciary Committee.""",llama/prompt1,0.9753808975219721
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam fechar as portas do Comitê Judiciário.","""Now, more than ever, Democrats need to lock the doors of the Judiciary Committee.""",gpt/prompt3,0.980911493301391
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam encerrar o Comitê Judicial.","""Now, more than ever, Democrats need to end the Judiciary Committee.""",gpt/prompt1,0.9824000597000121
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam fechar o Comitê Judiciário.","""Now, more than ever, Democrats need to close the Judiciary Committee.""",gpt/prompt2,0.9824000597000121
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas devem desligar a Comissão do Poder Judiciário.","Now more than ever, Democrats must shut the Committee on the Judiciary down.",meta/,0.9824000597000121
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Neste momento, mais do que nunca, os democratas devem desativar o Comitê Judiciário.","In this moment, more than ever, democrats must deactivate the Judiciary Committee.",mistral/prompt3,0.982666015625
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam encerrar o Comitê Judiciário.
","Now, more than ever, Democrats need to shutter the Judiciary Committee.",gemma3/prompt1,0.9912000298500061
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam paralisar o Comitê de Justiça.","""Now, more than ever, the democrats need to paralyze the Judiciary Committee.""",qwen/prompt2,0.9912000298500061
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam calar a boca da Comissão Judiciária.
","Now, more than ever, Democrats need to shut down the Judiciary Committee.",gemini/prompt4,0.9992349147796631
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam paralisar a Comissão Judiciária.
","Now, more than ever, Democrats need to shut down the Judiciary Committee.",gemini/prompt1,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas precisam paralisar o Comitê Judiciário.
","Now, more than ever, Democrats need to shut down the Judiciary Committee.
",gemini/prompt2,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam encerrar o Comitê Judiciário.","Now, more than ever, Democrats need to shut down the Judiciary Committee.",gemma3/prompt2,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam encerrar a Comissão Judiciária","Now, more than ever, Democrats need to shut down the Judiciary Committee",gemmaX/,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","""Agora, mais do que nunca, os Democratas precisam fechar o Comitê de Justiça.""","""Now, more than ever, Democrats need to shut down the Judiciary Committee.""",llama/prompt2,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas precisam de fechar o Comité Judiciário","Now, more than ever, the Democrats need to close the Judicial Committee",marian/,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam paralisar o Comitê Judiciário.","Now, more than ever, Democrats need to stop the Judicial Committee.",mistral/prompt1,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam fechar o Comitê Judicial.","Now, more than ever, Democrats need to close the Judicial Committee.",mistral/prompt2,1.0
"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os Democratas precisam fechar o Comitê de Justiça.","Now, more than ever, the Democrats need to close the Justice Committee.",qwen/prompt1,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar à Uzbequistão pode significar morte para repórter gay na Rússia,"""Returning to Uzbekistan can mean death for gay journalist in Russia.""

Alternativa com metafora idiomática mais forte:
""Returning to Uzbekistan can mean hanging up one's boots for gay journalist in Russia.""",llama/prompt4,0.44086304306983903
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão pode significar a contagem regressiva para o repórter gay na Rússia.,Returning to Uzbekistan could be the countdown to a reporter's final curtain call in Russia.,gemma3/prompt4,0.801002264022827
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Voltar para o Cazaquistão Pode Significar a Morte para um Repórter LGBT no Russianspeak,Returning to Kazakhstan Could Mean Death for an LGBT Journalist in Russpeak,qwen/prompt3,0.8380887508392331
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Voltar ao Uzbequistão Pode Ser a Morte para o Jornalista Homossexual na Rússia,"""Returning to Uzbekistan Could Be Death for the Gay Journalist in Russia""",mistral/prompt4,0.9305153489112851
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"""Voltar para Uzbequistão Pode Ser Morte para o Repórter Homossexual na Rússia.""","""Returning to Uzbekistan Could Be Death for the Gay Reporter in Russia.""",mistral/prompt3,0.9350539445877071
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"Retornar ao Uzbequistão poderia ser um tiro de misericórdia para o repórter gay na Rússia.
",Going back to Uzbekistan could be the final nail in the coffin for the gay reporter in Russia.,gemini/prompt3,0.937008023262023
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"Retornar ao Uzbequistão poderia significar o fim da linha para o repórter gay na Rússia.
",Going back to Uzbekistan could be the end of the road for the gay reporter in Russia.,gemini/prompt4,0.9663982391357421
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"Voltar para o Uzbequistão pode significar a sentença de morte para um repórter gay na Rússia.
","Returning to Uzbekistan can be a death sentence, metaphorically speaking, for a gay reporter in Russia.",gemma3/prompt3,0.971834182739257
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"""Volta para o Uzbequistão Poderia Significar Mortalidade para um Reporter Gay na Rússia""","""Returning to Uzbekistan Could Mean Mortality for a Gay Journalist in Russia""",qwen/prompt1,0.978450894355773
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retorno ao Uzbekistão pode significar morte para repórter gay na Rússia,Returning to Uzbekistan could be the death knell for gay journalist in Russia,meta/,0.9797722101211541
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Volte para o Uzbekistão Poderia Significar a Morte para o Reporter Gay na Rússia,Returning to Uzbekistan Could Mean Death for the Gay Journalist in Russia,qwen/prompt4,0.9816741943359371
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"""Volta para o Uzbekistão Poderia Significar Mortal para um Repórter Gay na Rússia""","""Returning to Uzbekistan Might Mean Death for a Gay Journalist in Russia""",qwen/prompt2,0.9845358133316041
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retorno ao Uzbequistão Pode Significar Morte para Repórter Gay na Rússia.,"""Return to Uzbekistan Could Mean Death for Gay Reporter in Russia.""",gpt/prompt3,0.9855662584304811
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Voltar para a Uzuquistan pode significar a morte para repórter gay na Rússia,"""Returning to Uzbekistan may be a death sentence for gay journalist in Russia.""",llama/prompt3,0.9893836975097651
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão Pode Significar Morte para Repórter Gay na Rússia,"""Returning to Uzbekistan Could Mean Death for Gay Reporter in Russia.""",mistral/prompt2,0.9911566972732541
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão pode significar morte para repórter gay na Rússia.,Returning to Uzbekistan can mean death for a gay reporter in Russia.,gpt/prompt4,0.9964628219604491
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"Retorno ao Uzbequistão Pode Significar a Morte para Repórter Gay na Rússia
","Returning to Uzbekistan Could Mean Death for Gay Reporter in Russia
",gemini/prompt2,0.999674439430236
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Voltar ao Uzbequistão Poderia Significar Morte para um Repórter Gay na Rússia.,Returning to Uzbekistan Could Mean Death for a Gay Reporter in Russia.,mistral/prompt1,0.9999533891677851
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"Retornar ao Uzbequistão pode significar a morte para um repórter gay na Rússia.
",Returning to Uzbekistan could mean death for a gay reporter in Russia.,gemini/prompt1,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão pode significar a morte do repórter gay na Rússia.,Returning to Uzbekistan could mean death for the gay reporter in Russia.,gemma3/prompt1,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,O retorno ao Uzbequistão pode significar a morte do repórter gay na Rússia.,A return to Uzbekistan could mean death for the gay reporter in Russia.,gemma3/prompt2,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Regresso ao Uzbequistão pode significar morte para jornalista gay na Rússia,Return to Uzbekistan could mean death for gay Russian journalist,gemmaX/,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão pode significar morte para jornalista gay na Rússia.,"""Returning to Uzbekistan could mean death for a gay journalist in Russia.""",gpt/prompt1,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar ao Uzbequistão pode significar morte para repórter gay na Rússia.,"""Returning to Uzbekistan could mean death for a gay reporter in Russia.""",gpt/prompt2,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Retornar à Uzbequistão poderia significar morte para um repórter gay na Rússia.,Returning to Uzbekistan could mean death for a gay reporter in Russia.,llama/prompt1,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,"""Volta para a Uzbequistão pode significar morte para repórter gay na Rússia""","""Return to Uzbekistan can mean death for gay journalist in Russia""",llama/prompt2,1.0
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,Voltar ao Uzbequistão poderia significar morte para o jornalista gay na Rússia,Returning to Uzbekistan could mean death for the gay journalist in Russia,marian/,1.0
How the transgender crusade made me rethink my support for gay marriage,"A cruzada transgênero me faz reverter minha posição em apoio ao casamento gay.

ou Alternativamente 

A jornada transgênero fez com que eu reavaliasse meu apoio ao casamento entre pessoas do mesmo sexo.

ou 
A batalha da identidade de gênero desestabeleceu minha postura original a favor do casamento entre pessoas do mesmo sexo.

 Escolha a versão que melhor atende ao seu necessidade.","A jornada transgênero me fez reverter minha posição em apoio ao casamento gay.

(ou)

A batalha da identidade de gênero desestabeleceu minha postura original a favor do casamento entre pessoas do mesmo sexo.

(ou, dependendo da preferência)

A jornada transgênero fez com que eu reavaliasse meu apoio ao casamento entre pessoas do mesmo sexo.

(ou)

A cruzada transgênero me desafiou a rever minha posição de apoio ao casamento gay.

(dependendo do contexto e do tom desejado da tradução)",llama/prompt3,0.7496398091316221
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transexual fez eu repensar meu apoio à união gay,As like a transsexual crusade made me rethink my support for same-sex unions,qwen/prompt4,0.8477125763893121
How the transgender crusade made me rethink my support for gay marriage,"A cruzada trans me fez repensar o casamento gay.
",The trans crusade has given me pause on gay marriage.,gemini/prompt3,0.8558568954467771
How the transgender crusade made me rethink my support for gay marriage,A campanha em defesa dos direitos transgêneros me fez repensar a minha aposta em casamento igualitário.,"""Defending trans rights made me reevaluate my bet on equal marriage.""",llama/prompt4,0.876780450344085
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênero me fez repensar meu apoio ao casamento gay.,How my transgender journey made me reconsider my support for gay marriage.,gemma3/prompt1,0.9038539528846741
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada dos transgêneros fez-me repensar meu apoio ao casamento gay.,"""As trans crusade made me rethink my support for gay marriage.""",llama/prompt2,0.908163666725158
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênero fez-me repensar meu apoio à união entre pessoas do mesmo sexo,"""As transgender crusade has made me re-examine my support for unions between people of the same sex.""",qwen/prompt3,0.912178039550781
How the transgender crusade made me rethink my support for gay marriage,Como a marcha trans me fez questionar meu apoio ao casamento gay.,How the trans march cracked the foundation of my support for gay marriage.,gemma3/prompt3,0.918034434318542
How the transgender crusade made me rethink my support for gay marriage,* Como a cruzada trans fez-me repensar meu apoio ao casamento gay,* How the trans-crusade made me rethink my support for gay marriage,meta/,0.9292938709259031
How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transgênero me fez repensar o meu apoio ao casamento gay""","""As the trans crusade made me rethink my support for gay marriage.""",llama/prompt1,0.934335947036743
How the transgender crusade made me rethink my support for gay marriage,Como a campanha dos transgêneros me fez reconsiderar o meu apoio ao casamento homossexual,"""As the transgender campaign has caused me to rethink my support for same-sex marriage.""",mistral/prompt2,0.935140967369079
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênero me fez repensar meu apoio ao casamento gay.,How the transgender odyssey made me reconsider my backing of same-sex marriage.,gemma3/prompt4,0.9367327690124511
How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transfeminista me fez repensar meu apoio ao casamento gay.""","""How the transfeminist crusade made me rethink my support for gay marriage.""",gpt/prompt2,0.958187222480773
How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transgênero fez-me reconsiderar meu apoio à união civil LGBT+""","""How the transgender crusade made me reconsider my support for LGBT civil unions""",qwen/prompt2,0.9588009119033811
How the transgender crusade made me rethink my support for gay marriage,Como a campanha de defesa das pessoas trans me fez reconsiderar o meu apoio ao casamento entre pessoas do mesmo sexo,How the transgender rights campaign made me reassess my support for same-sex marriage.,mistral/prompt3,0.9836926460266111
How the transgender crusade made me rethink my support for gay marriage,"Como a cruzada transgênero me fez repensar meu apoio ao casamento gay.
","How the transgender crusade made me rethink my support for gay marriage.
",gemini/prompt2,0.9887802600860591
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgenerista me fez reconsiderar meu apoio ao casamento gay.,"""How the transgender crusade made me rethink my support for gay marriage.""",gpt/prompt3,0.9897322654724121
How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transgênero me fez repensar meu apoio ao casamento gay.""","""How the transgender crusade made me rethink my support for gay marriage.""",gpt/prompt1,0.9912000298500061
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênero me fez reavaliar meu apoio ao casamento gay,How the transgender crusade made me reassess my support for same-sex marriage,mistral/prompt4,0.9961678981781
How the transgender crusade made me rethink my support for gay marriage,"Como a cruzada transgênero me fez rever meu apoio ao casamento gay.
",How the transgender crusade made me question my support for gay marriage.,gemini/prompt4,0.9986250400543211
How the transgender crusade made me rethink my support for gay marriage,"Como a cruzada transgênero me fez repensar meu apoio ao casamento gay.
",How the transgender crusade made me rethink my support for gay marriage.,gemini/prompt1,0.999669194221496
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênera me fez repensar meu apoio ao casamento gay.,How the transgender crusade made me rethink my support for gay marriage.,gpt/prompt4,0.999693632125854
How the transgender crusade made me rethink my support for gay marriage,Como a campanha transgênero me fez repensar meu apoio ao casamento gay.,How a transgender campaign made me reconsider my support for gay marriage.,gemma3/prompt2,1.0
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgénero me fez repensar o meu apoio ao casamento homossexual,How the transgender crusade made me rethink my support for gay marriage,gemmaX/,1.0
How the transgender crusade made me rethink my support for gay marriage,Como a cruzada transgênero me fez repensar o meu apoio ao casamento gay,How the transgender crusade made me rethink my support for gay marriage,marian/,1.0
How the transgender crusade made me rethink my support for gay marriage,Como a campanha transgênero me fez reconsiderar meu apoio ao casamento gay,How the transgender campaign made me reconsider my support for same-sex marriage,mistral/prompt1,1.0
How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transexual me fez reconsiderar meu apoio à união homosexual""","""How the transgender crusade made me reconsider my support for same-sex unions""",qwen/prompt1,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Um furacão Maria se aproxima da ilha Santa Cruz como uma tempestade de categoria 5, vai atingir o Porto Rico amanhã.","Uma tempestade Maria se aproxima da ilha de Santa Cruz como um furacão de categoria 5, vai atingir Porto Rico amanhã. (Note: ""Furacão Maria"" é uma figura de retórica de sinédoque, o qual mantém-se em ambos os idiomas)",llama/prompt3,0.37030732631683305
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Maria, fúria com força de furacão, ruge em direção a St. Croix e, amanhã, esmagará Porto Rico com seus punhos de categoria 5.
","Maria, a hurricane of fury, roars towards St. Croix and, tomorrow, will pummel Puerto Rico with Category 5 fists.",gemini/prompt3,0.8068293333053581
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O furacão Maria se aproxima de Saint Croix como uma tempestade de categoria 5, vai atingir Porto Rico amanhã.","Hurricane Maria bears down on St. Croix like a five-category maelstrom, poised to strike Puerto Rico tomorrow.",gemma3/prompt4,0.8170275688171381
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Hurricane Maria is about to reach St. Croix as a Category 5 storm, and will hit Puerto Rico tomorrow, will be translated as:","""Hurricane Maria is about to reach St. Croix as a Category 5 storm, and will hit Puerto Rico tomorrow, will be translated as:' Maria is about to unleash her wrath on St. Croix as a Category 5 storm, and she will make landfall in Puerto Rico tomorrow.",mistral/prompt4,0.8481442928314201
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",Um furacão chamado Maria se aproxima de São Cruz como um furacão de categoria 5 e vai atingir o domingo que vem as ilhas de Porto Rico,"A Hurricane Maria is barreling down on St. Croix like a Category 5 behemoth, set to smash the islands of Puerto Rico this Sunday.",llama/prompt4,0.8800715208053581
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Furacão Maria se aproxima de St. Croix como um monstro de categoria 5, e amanhã vai cair como uma bomba sobre Porto Rico.
","Hurricane Maria barrels towards St. Croix, a Category 5 beast, and tomorrow will unleash its fury on Puerto Rico.",gemini/prompt4,0.8997966051101681
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Furacão Maria se aproxima de St. Croix como uma fera de categoria 5, e amanhã golpeará Porto Rico.","Hurricane Maria bears down on St. Croix as a category 5 beast, poised to strike Puerto Rico tomorrow.",gemma3/prompt3,0.932164430618286
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","""A categoria 5, furacão Maria se aproxima de Santa Cruz como uma tempestade e atingirá Porto Rico amanhã.""","""Category 5 Hurricane Maria is approaching Santa Cruz as a storm and will hit Puerto Rico tomorrow.""",llama/prompt2,0.9382723569869991
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O furacão Maria se aproxima de St. Croix como uma tempestade de Categoria 5 e atingirá Porto Rico amanhã.,Hurricane Maria draws near to St. Croix like a Category 5 tempest and will strike Puerto Rico tomorrow.,gpt/prompt3,0.9607162475585931
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","OHurricane Maria se aproxima de St. Croix como uma tempestade de categoria 5, e atingirá a Puerto Rico amanhã.","OHurricane Maria approaches St. Croix like a Category 5 storm, and will strike Puerto Rico tomorrow.",qwen/prompt3,0.9611496925354001
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O furacão Maria aproxima-se de St. Croix como uma tempestade de categoria 5, vai atingir Porto Rico amanhã",Hurricane Maria approaches St. Croix as a Category 5 storm will hit Puerto Rico tomorrow,marian/,0.9783692359924311
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O furacão Maria se aproxima de St. Croix como uma tempestade de Categoria 5 e atingirá Porto Rico amanhã.,Hurricane Maria is closing in on St. Croix like a Category 5 storm and will hit Puerto Rico tomorrow.,gpt/prompt4,0.9791736602783201
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","""O furacão Maria se aproxima de St. Croix como uma tempestade de categoria 5, atingirá Puerto Rico amanhã.""","""Hurricane Maria is approaching St. Croix like a category 5 storm, will hit Puerto Rico tomorrow.""",mistral/prompt3,0.982004523277282
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Uma tempestade tropical Maria se aproxima de St. Croix como uma tempestade de categoria 5, irá atingir a ilha de Porto Rico amanhã.","A Tropical Storm Maria is approaching St. Croix as a Category 5 storm, and will hit the island of Puerto Rico tomorrow.",llama/prompt1,0.9840473532676691
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O furacão Maria se aproxima de St. Croix como uma tempestade de Categoria 5 e atingirá Porto Rico amanhã.,"""Hurricane Maria is approaching St. Croix as a Category 5 storm and will hit Puerto Rico tomorrow.""",gpt/prompt2,0.9912000298500061
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O Hurrican Maria se aproxima da St. Croix como uma tempestade da Categoria 5, vai atingir a Puerto Rico amanhã","Hurricane Maria approaches St. Croix like a Category 5 storm, and will hit Puerto Rico tomorrow.",qwen/prompt4,0.991414904594421
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Maria aproxima-se de St. Croix como uma tempestade de categoria 5, atingirá Porto Rico amanhã.","Maria is closing in on Saint Croix as a category 5 storm, hitting Puerto Rico tomorrow.",meta/,0.992403030395507
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O furacão Maria aproxima-se de St. Croix como uma tempestade de categoria 5, atingirá Porto Rico amanhã","Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",gemmaX/,0.999358534812927
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Furacão Maria se aproxima de St. Croix como uma tempestade de categoria 5, atingirá Porto Rico amanhã.","Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow.",gemini/prompt2,0.9995821714401241
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","Furacão Maria se aproxima de St. Croix como uma tempestade de Categoria 5 e atingirá Porto Rico amanhã.
",Hurricane Maria is approaching St. Croix as a Category 5 storm and will hit Puerto Rico tomorrow.,gemini/prompt1,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O furacão Maria se aproxima de St. Croix como uma tempestade de categoria 5 e deve atingir Porto Rico amanhã.,Hurricane Maria is approaching St. Croix as a Category 5 storm and is expected to hit Puerto Rico tomorrow.,gemma3/prompt1,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O furacão Maria se aproxima de St. Croix como tempestade de categoria 5 e deve atingir Porto Rico amanhã.,Hurricane Maria is approaching St. Croix as a Category 5 storm and is expected to hit Puerto Rico tomorrow.,gemma3/prompt2,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O furacão Maria se aproxima de St. Croix como uma tempestade de Categoria 5, vai atingi Puerto Rico amanhã.","Hurricane Maria is approaching St. Croix as a Category 5 storm, it will hit Puerto Rico tomorrow.",gpt/prompt1,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow","O furacão Maria se aproxima de Saint Croix como uma tempestade de categoria 5, atingirá Puerto Rico amanhã.",Hurricane Maria is approaching Saint Croix as a category 5 storm and will hit Puerto Rico tomorrow.,mistral/prompt1,1.0
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",O Furacão Maria está se aproximando de St. Croix como uma tempestade de categoria 5 e deve atingir Puerto Rico amanhã.,Hurricane Maria is approaching St. Croix as a category 5 storm and is expected to hit Puerto Rico tomorrow.,mistral/prompt2,1.0
