indice,dataset,tipo_label,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
484,newsmet,literais,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,gemma3,prompt4,gpt,prompt4,Peixes dourados fazem álcool para sobreviver o inverno sem oxigênio.,0.9352
484,newsmet,literais,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,gemma3,prompt4,gemini,prompt2,Peixes dourados produzem álcool para sobreviver ao inverno sem oxigênio.,0.9332
484,newsmet,literais,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,gemma3,prompt4,gemini,prompt4,Peixes dourados fermentam álcool para sobreviver ao inverno sem oxigênio.,0.9344
484,newsmet,literais,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,gemma3,prompt4,gemma3,prompt2,Peixes dourados produzem álcool para sobreviver ao inverno sem oxigênio.,0.9332
484,newsmet,literais,Goldfish make alcohol to survive the winter without oxygen,Os peixinhos dourados fabricam licor para enfrentar o inverno sem ar.,gemma3,prompt4,gemmaX,sem_prompt,Peixes dourados produzem álcool para sobreviver ao inverno sem oxigénio,0.9246
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gpt,prompt2,"""O neoliberalismo nos enganou a lutar contra a mudança climática como indivíduos.""",0.9506
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gpt,prompt4,O neoliberalismo nos enganou a lutar contra a mudança climática como indivíduos.,0.965
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gemini,prompt2,O neoliberalismo nos convenceu a combater as mudanças climáticas individualmente.,0.9553
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gemini,prompt4,"O neoliberalismo nos passou a perna, nos empurrando a brigar contra a mudança climática sozinhos.",0.9405
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gemma3,prompt2,O neoliberalismo nos enganou para que lutássemos contra as mudanças climáticas individualmente.,0.9631
487,newsmet,literais,Neoliberalism has conned us into fighting climate change as individuals,"O neoliberalismo nos enganou, nos fazendo lutar contra as mudanças climáticas como se fôssemos indivíduos.",gemma3,prompt4,gemmaX,sem_prompt,O neoliberalismo enganou-nos a combater as alterações climáticas como indivíduos,0.9602
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gpt,prompt2,Contribuintes americanos correm para reivindicar deduções que estão ameaçadas pela proposta fiscal do GOP.,0.9657
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gemini,prompt2,Contribuintes americanos correm para reivindicar deduções ameaçadas pelo projeto de lei tributária do Partido Republicano.,0.9617
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gemini,prompt4,Contribuintes americanos correm para abocanhar deduções sob a ameaça da faca do projeto fiscal republicano.,0.955
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gemma3,prompt2,Contribuinte americanos correm para reivindicar deduções que estão ameaçadas pelo projeto de lei do Partido Republicano.,0.9611
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gemma3,prompt4,Contadores e contribuintes americanos correm para salvar as deduções antes que a bancada republicana as ponha no caixão.,0.9162
491,newsmet,literais,US taxpayers rush to claim deductions that are under threat from the GOP’s tax bill,Contribuintes americanos correm para garantir deduções que estão sob ameaça pela proposta de imposto do GOP.,gpt,prompt4,gemmaX,sem_prompt,Contribuintes dos EUA apressam-se a reivindicar deduções ameaçadas pelo projeto de lei fiscal do Partido Republicano,0.9209
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gpt,prompt2,Principais executivas da música enviam reprovação à liderança dos Grammys.,0.9397
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gpt,prompt4,Executivas de Música Femininas Lançam Críticas à Liderança dos Grammys.,0.894
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gemini,prompt2,Executivas da música feminina de alto escalão repreendem a liderança do Grammy.,0.915
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gemini,prompt4,Executivas da música mandam um recado contundente à liderança do Grammy.,0.9178
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gemma3,prompt2,Lideranças do Grammy recebem repreensão de executivas de destaque da indústria musical.,0.9123
494,newsmet,literais,Top Female Music Executives Send Rebuke to Grammys Leadership,Lideranças femininas do mundo da música enviam um tapa na cara à direção da Grammy.,gemma3,prompt4,gemmaX,sem_prompt,Executivas de música enviam uma repreensão à liderança dos Grammys,0.8995
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gpt,prompt2,"""Como Obama Lidou com um Ataque de um Nationalista Racial""",0.8943
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gpt,prompt4,Como Obama Encarou um Ataque de um Nacionalista Racial,0.9083
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gemini,prompt2,Como Obama lidou com um ataque de um nacionalista racial.,0.947
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gemma3,prompt2,Como Obama lidou com um ataque de um nacionalista racial.,0.947
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gemma3,prompt4,Como Obama Desarmou o Ataque de um Nacionalista Racial.,0.9193
495,newsmet,literais,How Obama Handled An Attack By A Racial Nationalist,Como Obama dançou com um ataque de um nacionalista racial.,gemini,prompt4,gemmaX,sem_prompt,Como Obama lidou com um ataque de um nacionalista racial,0.944
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gpt,prompt2,Incontáveis dezenas de muçulmanos estão renunciando ao Islã e entregando suas vidas a Cristo na Finlândia.,0.9691
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gpt,prompt4,Incontáveis almas muçulmanas estão abandonando o Islã e entregando suas vidas a Cristo na Finlândia.,0.9578
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gemini,prompt2,Inúmeros muçulmanos estão renunciando ao Islã e entregando suas vidas a Cristo na Finlândia.,0.9803
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gemma3,prompt2,Inúmeras pessoas muçulmanas estão renunciando ao Islã e dedicando suas vidas a Cristo na Finlândia.,0.9663
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gemma3,prompt4,Incontáveis fileiras de muçulmanos estão abandonando a fé e entregando suas almas a Cristo na Finlândia.,0.9505
496,newsmet,literais,Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,"Na Finlândia, multidões de muçulmanos estão abrindo mão do Islã e entregando suas vidas a Cristo.",gemini,prompt4,gemmaX,sem_prompt,Inúmeros muçulmanos estão renunciando ao Islã e dando suas vidas a Cristo na Finlândia,0.9655
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gpt,prompt2,A pressão sobre Manafort cresce à medida que os federais rastreiam mais receitas e possível lavagem de dinheiro.,0.9575
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gemini,prompt2,"A pressão sobre Manafort aumenta à medida que federais rastreiam mais renda, possível lavagem de dinheiro.",0.9451
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gemini,prompt4,"A corda da pressão em Manafort se aperta à medida que a receita vira alvo da lupa federal, com suspeitas de lavagem de dinheiro.",0.924
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gemma3,prompt2,"A pressão sobre Manafort aumenta à medida que os órgãos federais rastreiam mais renda, possível lavagem de dinheiro.",0.9436
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gemma3,prompt4,"A corda aperta para Manafort, enquanto os federais mapeiam mais dinheiro, com cheiro de lavagem.",0.9284
497,newsmet,literais,"Pressure on Manafort grows as feds track more income, possible money laundering",A pressão sobre Manafort aumenta à medida que os federais rastreiam mais renda e possível lavagem de dinheiro.,gpt,prompt4,gemmaX,sem_prompt,"Pressão sobre Manafort aumenta à medida que os federais rastreiam mais rendimentos, possível lavagem de dinheiro",0.9353
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gpt,prompt2,A proibição de 'moinhos de filhotes' na Califórnia também abrangeria gatinhos e coelhos.,0.9328
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gpt,prompt4,A proibição dos 'canis de filhotes' na Califórnia também abrangeria gatinhos e coelhinhos.,0.9329
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gemini,prompt2,"Proibição da Califórnia sobre ""Fábricas de Filhotes"" também incluiria filhotes de gatos e coelhos.",0.9469
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gemma3,prompt2,A proibição da Califórnia para fábricas de filhotes também cobriria gatinhos e coelhos.,0.9365
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gemma3,prompt4,Proibição da Califórnia para fábricas de cães também estenderia o amparo a gatinhos e coelhos.,0.9144
502,newsmet,literais,California ‘Puppy Mill’ Ban Would Also Cover Kittens and Bunnies,"Califórnia Proíbe ""Fábricas de Filhotes"", Incluindo Gatinhos e Coelhinhos.",gemini,prompt4,gemmaX,sem_prompt,"Proibição da Califórnia sobre ""fábricas de filhotes"" também abrangeria gatinhos e coelhinhos",0.9412
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gpt,prompt2,Autoridades prendem quatro na Índia por vazamentos de 'Game of Thrones'.,0.9503
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gpt,prompt4,Autoridades prendem quatro na Índia por vazamentos de 'Game of Thrones'.,0.9503
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gemini,prompt2,Autoridades prendem quatro na Índia por vazamentos de 'Game of Thrones'.,0.9503
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gemma3,prompt2,"Autoridades prendem quatro na Índia por vazamentos de ""Game of Thrones"".",0.9495
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gemma3,prompt4,As autoridades prendem quatro na Índia por vazar os segredos de 'Game of Thrones'.,0.9442
503,newsmet,literais,Authorities Arrest Four in India for ‘Game of Thrones’ Leaks,As autoridades indianas prendem quatro por vazamento de 'Game of Thrones',gemini,prompt4,gemmaX,sem_prompt,Autoridades prendem quatro pessoas na Índia por vazamentos de “Game of Thrones”,0.9548
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gpt,prompt2,Senador Al Franken exposto como predador sexual que apalpou mulher inconsciente enquanto sorria orgulhosamente para foto doentia + Vídeo.,0.913
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gemini,prompt2,Senador Al Franken exposto como predador sexual que apalpou mulher inconsciente enquanto sorria orgulhosamente para foto doentia + vídeo.,0.9133
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gemini,prompt4,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto Doentia +Vídeo,0.9248
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gemma3,prompt2,Senador Al Franken Expõe-se como Predador Sexual que Apinou Mulher Inconsciente Enquanto Ostentava um Sorriso em Foto e Vídeo Perturbadores.,0.9194
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gemma3,prompt4,"O predador revelado: Senador exposto como um lobo em pele de gente, que apalpou uma mulher indefesa enquanto ostentava um sorriso doentio em foto + vídeo.",0.8799
504,newsmet,literais,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,gpt,prompt4,gemmaX,sem_prompt,Senador Al Franken exposto como predador sexual que apalpou uma mulher inconsciente enquanto sorria orgulhosamente para uma foto doentia + Vídeo,0.9184
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gpt,prompt2,O deputado Steve Scalise diz que seu tiroteio fortaleceu suas opiniões sobre os direitos das armas; o ódio liberal também se fortaleceu.,0.9215
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gpt,prompt4,O deputado Steve Scalise diz que seu tiroteio fortaleceu suas convicções sobre direitos armamentistas; o ódio liberal também o fortaleceu.,0.9212
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gemini,prompt2,O deputado Steve Scalise diz que o tiroteio fortaleceu suas opiniões sobre o direito ao porte de armas; O ódio liberal também fortaleceu.,0.925
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gemini,prompt4,O ataque a tiros do deputado Steve Scalise cimentou suas convicções sobre o direito às armas; o ódio liberal também as fortificou.,0.947
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gemma3,prompt2,O deputado Steve Scalise diz que o tiroteio fortaleceu suas opiniões sobre o direito a armas; o ódio de radicais também o fortaleceu.,0.9216
505,newsmet,literais,Rep. Steve Scalise says his shooting fortified his views on gun rights; Liberal hate also fortified,O tiro endureceu suas convicções sobre o direito a armas; o ódio liberal também cimentou.,gemma3,prompt4,gemmaX,sem_prompt,O deputado Steve Scalise diz que o tiroteio reforçou as suas opiniões sobre o direito de portar armas; o ódio liberal também reforçou,0.9252
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gpt,prompt2,"Roy Moore quebra o silêncio após a mais recente acusação de agressão sexual, sendo destruído no Twitter.",0.961
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gemini,prompt2,"Roy Moore quebra o silêncio após nova acusação de agressão sexual, detonado no Twitter.",0.9514
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gemini,prompt4,"Roy Moore quebra o silêncio após nova acusação de agressão sexual, e o Twitter o esmaga.",0.9555
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gemma3,prompt2,"Roy Moore quebra o silêncio após a mais recente acusação de agressão sexual, sendo detonado no Twitter.",0.955
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gemma3,prompt4,"Roy Moore quebra o silêncio após a última denúncia de agressão sexual, esmagado no Twitter.",0.9511
506,newsmet,literais,"Roy Moore breaks silence after latest sexual assault claim, destroyed on Twitter","Roy Moore quebra o silêncio após a última acusação de assédio sexual, arrasado no Twitter.",gpt,prompt4,gemmaX,sem_prompt,"Roy Moore rompe o silêncio após a última acusação de agressão sexual, destruída no Twitter",0.957
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gpt,prompt2,O novo anúncio dos democratas usa as palavras do próprio partido de Roy Moore contra ele.,0.9474
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gpt,prompt4,Anúncio do Novo Democrático usa as próprias palavras do partido de Roy Moore contra ele.,0.9128
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gemini,prompt2,Novo anúncio Democrata usa as palavras do próprio partido de Roy Moore contra ele.,0.9394
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gemini,prompt4,A propaganda do Novo Democrata vira as palavras do próprio partido de Roy Moore contra ele.,0.9297
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gemma3,prompt2,Novo anúncio Democrata usa as palavras do próprio partido de Roy Moore contra ele.,0.9394
508,newsmet,literais,New Democratic ad turns the words of Roy Moore's own party against him,Novo anúncio da campanha democrata usa a própria corda do enforcamento de Roy Moore.,gemma3,prompt4,gemmaX,sem_prompt,Anúncio do Novo Partido Democrático volta as palavras do próprio partido de Roy Moore contra ele,0.897
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gpt,prompt2,O Senador McCain Expressa Descontentamento 'Nós Somos um Governo Unicameral',0.9058
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gpt,prompt4,Senador McCain Expressa Descontentamento 'Somos um Governo Unicameral',0.9174
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gemini,prompt2,Senador McCain Expressa Desânimo 'Somos um Governo Unicameral',0.8965
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gemini,prompt4,"Sen. McCain lamenta: ""Somos um governo de um braço só.""",0.9663
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gemma3,prompt2,"Sen. McCain expressa desapontamento com a afirmação ""Somos um governo unicameral"".",0.9178
510,newsmet,literais,Sen. McCain Expresses Dismay 'We Are a Unicameral Govt',"Sen. McCain Manifesta Contrição: ""Somos um Governo de Um Olho Só.""",gemma3,prompt4,gemmaX,sem_prompt,"Senador McCain expressa desapontamento: ""Temos um governo unicameral""",0.9104
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gpt,prompt2,"""Nascidos na Dor, Novo Grupo Ajuda Famílias de Oficiais Assassinado""",0.923
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gpt,prompt4,"Nascido na Tristeza, Novo Grupo Ajuda Famílias de Oficiais Mortos.",0.9236
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gemini,prompt2,"Nascido na Dor, Novo Grupo Ajuda Famílias de Policiais Mortos.",0.9413
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gemma3,prompt2,"Nascido da Dor, Novo Grupo Ajuda Famílias de Policiais Mortos",0.9262
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gemma3,prompt4,"Nascido da Dor, Novo Grupo Ampara Famílias de Policiais Tombados.",0.9286
511,newsmet,literais,"Born in Grief, New Group Helps Families of Slain Officers","Nascidos na Dor, Um Novo Grupo Ampara Famílias de Policiais Caídos.",gemini,prompt4,gemmaX,sem_prompt,"Nascido na dor, novo grupo ajuda famílias de policiais assassinados",0.9547
512,newsmet,literais,Acting Manhattan U.S. Attorney and DEA announce provisional arrest in London of Pakistani National for drug-trafficking on a massive scale,"Atuando como Promotor dos Estados Unidos em Manhattan e a DEA anunciam a prisão provisória, em Londres, de um nacional paquistanês envolvido em um tráfico de drogas de proporções colossais.",gemma3,prompt4,gpt,prompt2,O Procurador dos EUA em exercício de Manhattan e a DEA anunciam a prisão provisória em Londres de um nacional paquistanês por tráfico de drogas em grande escala.,0.9619
512,newsmet,literais,Acting Manhattan U.S. Attorney and DEA announce provisional arrest in London of Pakistani National for drug-trafficking on a massive scale,"Atuando como Promotor dos Estados Unidos em Manhattan e a DEA anunciam a prisão provisória, em Londres, de um nacional paquistanês envolvido em um tráfico de drogas de proporções colossais.",gemma3,prompt4,gpt,prompt4,O Procurador dos EUA em Manhattan e a DEA anunciam a prisão provisória em Londres de cidadão paquistanês por tráfico de drogas em grande escala.,0.9642
512,newsmet,literais,Acting Manhattan U.S. Attorney and DEA announce provisional arrest in London of Pakistani National for drug-trafficking on a massive scale,"Atuando como Promotor dos Estados Unidos em Manhattan e a DEA anunciam a prisão provisória, em Londres, de um nacional paquistanês envolvido em um tráfico de drogas de proporções colossais.",gemma3,prompt4,gemini,prompt2,Procurador interino dos EUA em Manhattan e DEA anunciam prisão provisória em Londres de nacional paquistanês por tráfico de drogas em larga escala.,0.9511
512,newsmet,literais,Acting Manhattan U.S. Attorney and DEA announce provisional arrest in London of Pakistani National for drug-trafficking on a massive scale,"Atuando como Promotor dos Estados Unidos em Manhattan e a DEA anunciam a prisão provisória, em Londres, de um nacional paquistanês envolvido em um tráfico de drogas de proporções colossais.",gemma3,prompt4,gemini,prompt4,"O Procurador de Manhattan e a DEA anunciam a prisão provisória em Londres de um paquistanês, acusado de traficar drogas em larga escala, com as algemas a apertarem os punhos.",0.9302
