indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
592,newsmet,gemini,prompt4,What?! Sally Kohn defends Linda Sarsour AFTER her smear of Jake Tapper,"O quê?! Sally Kohn sai em defesa de Linda Sarsour DEPOIS dela ter jogado lama em Jake Tapper.
",0,2078,Q2
593,newsmet,gemma3,prompt4,"Trump was so angry about the small crowd at his Phoenix rally, he fired a longtime event organizer","Com a indignação borbulhando pela catraca de público minguante em seu comício em Phoenix, Trump resolveu chutar o balde e mandou embora um organizador de eventos de longa data.",0,2413,Q1
596,newsmet,gemini,prompt4,Conway Urges Alabama Voters: 'Don't Be Fooled' by Doug Jones,"Conway Exorta Eleitores do Alabama: 'Não se Deixem Levar' por Doug Jones
",0,2113,Q2
597,newsmet,gemma3,prompt4,Scientist Faces Criminal Charges Because Environmentalists Didn’t Like His Work,O cientista encara acusações criminais porque os ambientalistas não gostaram do seu trabalho.,0,2501,Q1
599,newsmet,gemini,prompt4,Russia Facebook ads targeted more than two states: Senate intelligence chair,"A Rússia pescou em águas turbulentas de mais de dois estados: o presidente do comitê de inteligência do Senado.
",0,2244,Q2
600,newsmet,gemini,prompt4,Trump Announces New Ways to Help Veterans Get Medical Care,"Trump anuncia novos caminhos para dar aos veteranos um tratamento de saúde digno.
",0,1962,Q2
604,newsmet,gemini,prompt4,Nancy Pelosi: Trump Hasn't Said He Won't Support DREAM Act,"Trump não desfiou a espada em relação ao DREAM Act.
",0,2110,Q2
606,newsmet,gemini,prompt4,Bernie Sanders Urges New Yorkers to Back Bill de Blasio By a ‘Huge Vote’,"Bernie Sanders pede aos nova-iorquinos que deem um ""gole monumental"" a Bill de Blasio.
",0,2318,Q1
607,newsmet,gemini,prompt4,"German Nurse Is Thought to Have Killed at Least 86, Officials Say","A enfermeira alemã é suspeita de ter mandado pelo menos 86 para o andar de cima, dizem as autoridades.
",0,2508,Q1
608,newsmet,gemma3,prompt4,Addie Zinone says that she had an affair with Matt Lauer 16 years ago,Addie Zinone afirma ter vivido um caso com Matt Lauer há 16 anos.,0,2554,Q1
609,newsmet,gpt,prompt4,Trump administration has detained a Texas Dreamer for a month despite valid DACA status,"A administração Trump reteve um sonhador do Texas por um mês, apesar de seu status DACA válido.",0,2144,Q2
612,newsmet,gemma3,prompt4,Jurors in Menendez Trial Tell Judge They Are Deadlocked,Votos no julgamento Menendez declaram empate ao juiz.,0,2420,Q1
613,newsmet,gpt,prompt4,Arkansas Teacher Hilariously Sends Insurance Agency Photos Of Herself Instead Of Her Car,Professora do Arkansas Envia de Forma Engraçada Fotos de Si Mesma Para Agência de Seguros em Vez do Carro.,0,2053,Q2
616,newsmet,gemma3,prompt4,"FOX NEWS SUSPENDED ERIC BOLLING FOR ALLEGED ‘LEWD PICTURES’, BOLLING DENIES AND WILL PURSUE LEGAL ACTIONS",FOX NEWS AFROSTA ERIC BOLLING APÓS IMAGENS 'SUJAS' EMERGIR; BOLLING SE DEFENDE E BUSCARÁ AÇÃO LEGAL.,0,2016,Q2
617,newsmet,gemma3,prompt4,Trump blames Obama again for Russian hacking — but still refuses to do anything about it,"Trump culpa Obama outra vez pela invasão russa — mas ainda se recusa a dar o braço para torcer.
",0,1992,Q2
621,newsmet,gemini,prompt4,McCarthy announces Rodgers' replacement and also signs 3rd QB,"McCarthy anuncia o substituto de Rodgers e também contrata um terceiro goleiro.
",0,2152,Q2
622,newsmet,gpt,prompt4,‘Washington Must Stop Spending Tax Dollars to Fund Regime Change Wars’ – Tulsi Gabbard,"""Washington Deve Parar de Gastar Dinheiro Público em Guerras para Mudar Regimes.""",0,2106,Q2
623,newsmet,gemini,prompt4,Why One Company is Trading Smoke Breaks for Vacation Time,"Por que uma empresa troca pausas para fumar por tempo de férias.
",0,2030,Q2
628,newsmet,gpt,prompt4,POLITICAL CORRECTNESS ON STEROIDS: What social media is doing to pretend the Muslim terrorist attacks in Spain never happened,CORREÇÃO POLÍTICA A ALTAS DOSES: O que as redes sociais estão fazendo para fingir que os ataques terroristas muçulmanos na Espanha nunca aconteceram.,0,2130,Q2
630,newsmet,gemini,prompt4,US Supreme Court rejects stay of execution for Ohio convict,"A Suprema Corte dos EUA joga a pá de cal sobre a execução de um condenado em Ohio.
",0,2067,Q2
631,newsmet,gemini,prompt4,"Vancouver Man Who Promised Riches to Investors Committed Fraud, Panel Says","O Vancouverense que prometeu fortunas a investidores cometeu fraude, diz painel.
",0,2485,Q1
632,newsmet,gemini,prompt4,Hillary Wanted To Make Voodoo Dolls Of The Media And Congressmen,"Hillary queria fazer bonecos de vodu da mídia e dos congressistas.
",0,2253,Q2
633,newsmet,gemma3,prompt4,There is no such thing as a good Trump voter,"Não existem eleitores do Trump de bom coração.
",0,2433,Q1
634,newsmet,gpt,prompt4,Leaker Reality Winner Smuggled Classified NSA Report in Her Pantyhose,A Realidade Vazada de Winner: Ela Escondeu um Relatório Secreto da NSA em Suas Meias-calças.,0,2244,Q2
635,newsmet,gemma3,prompt4,Customs and Border Patrol Announces First Four Contracts for Border Wall Prototypes (Video)…,"Alfândega e Patrulha de Fronteira Anunciam os Primeiros Quatro Contratos para Protótipos do Muro da Fronteira (Vídeo)...

A Alfândega e Patrulha de Fronteira revelam os quatro primeiros artífices da barreira, os quatro primeiros nomes a erguer a muralha que se pretende que cale o grito da fronteira. (Vídeo)
",0,2437,Q1
638,newsmet,gemini,prompt4,Photogallery - Jill Duggar's husband Derick Dillard has angered feminists all around the world,"A ira de Derick Dillard, marido de Jill Duggar, incendiou o mundo feminista.
",0,1972,Q2
640,newsmet,gemini,prompt4,Can Dominic Thiem be considered a title contender at the 2017 US Open?,"Dominic Thiem pode ser visto como um dos que botam banca no US Open de 2017?
",0,2034,Q2
642,newsmet,gemini,prompt4,EPA Developed Neighborhood Risk Tool For Eight Years But Nobody Uses It,"O EPA cultivou uma ferramenta de risco em bairros por oito anos, mas ninguém lhe deu ouvidos.
",0,2132,Q2
643,newsmet,gemini,prompt4,Fox’s Tomi Lahren admits she has no idea why players are protesting — but she’s still furiously angry,"Tomi Lahren, da Fox, confessa não ter a menor ideia do porquê dos jogadores protestarem — mas fervilha de raiva mesmo assim.
",0,2423,Q1
644,newsmet,gpt,prompt4,Steven Rosenbaum of Waywire Enterprise Attacks his Own Paying Customer in OP-Ed WTF?,Steven Rosenbaum da Waywire Enterprise Ataca Seu Próprio Cliente Pagante em Artigo de Opinião WTF?,0,2271,Q1
646,newsmet,gemma3,prompt4,E.U. to Trump: 'We're Not Renegotiating Iran Nuclear Deal',Não vamos reabrir a caixa de Pandora.,0,2561,Q1
647,newsmet,gpt,prompt4,Trump just spent $24 million on upgraded refrigeration for Air Force One,Trump acabou de investir 24 milhões de dólares em um frescor renovado para o Air Force One.,0,2006,Q2
648,newsmet,gemma3,prompt4,Hawaii begins cold war preparations in response to North Korean threat,Havaí inicia preparativos para uma guerra fria em resposta à ameaça norte-coreana.,0,2456,Q1
650,newsmet,gemini,prompt4,Mother Kills Her Baby By Throwing Him Out Of 6th Floor Window Naked,"A esperança despenca do sexto andar, despida de qualquer promessa.
",0,2543,Q1
651,newsmet,gemini,prompt4,"Israel Sends More Troops to West Bank after Stabbing, Unrest","Israel infla o músculo na Cisjordânia após a facada, a turbulência.
",0,2206,Q2
653,newsmet,gemma3,prompt4,Derek Jeter Discusses His New Job and (Sort of) Giancarlo Stanton,"Derek Jeter Discute Seu Novo Trabalho e (Mais ou Menos) Giancarlo Stanton

Derek Jeter Discute Seu Novo Emprego e (Meio Que) Giancarlo Stanton.",0,2175,Q2
654,newsmet,gemma3,prompt4,The Ukrainian army won a place in the ranking of the strongest primarily by the number of,"O exército ucraniano conquistou um lugar no pódio dos mais fortes, sobretudo pelo número de almas que ali entregaram o fôlego.",0,2023,Q2
655,newsmet,gemma3,prompt4,Iraq Reclaims its Sovereignty with Victory Against ISIS & US Colonialisation,Iraque resgata sua soberania com a vitória sobre o ISIS & a colonização ianque.,0,2351,Q1
658,newsmet,gemma3,prompt4,Public Open House to Share Info on Gros Ventre Roundabout,Portas Abertas para Compartilhar a Volta do Gros Ventre.,0,2487,Q1
659,newsmet,gemma3,prompt4,"White House loyalty blames Democrats, not Trump, for obstructing new hires","A lealdade da Casa Branca culpa os democratas, não Trump, por emperrar as novas contratações.
",0,2252,Q2
660,newsmet,gemini,prompt4,Iranian Hacker Charged in HBO Hacking That Included ‘Game of Thrones’ Script,"Um hacker iraniano acusado de invadir a HBO, incluindo o script de 'Game of Thrones'.
",0,2464,Q1
662,newsmet,gemini,prompt4,Reporter puts Trump on the spot about 'extreme vetting' for gun purchases,"Repórter encurrala Trump sobre 'pente fino' para compra de armas.
",0,2444,Q1
663,newsmet,gemma3,prompt4,Millions of Americans Are Ingesting a Chemical Some Experts Believe Has No Safe Exposure Level,Milhões de americanos estão absorvendo uma substância que alguns especialistas acreditam não ter limite de segurança.,0,2073,Q2
664,newsmet,gemma3,prompt4,"East Germany Celebrated the Completion of the ""Anti Fascist"" Wall with Folk Songs and Stories","A Alemanha Oriental brindou a conclusão da ""Muralha Antifascista"" com cantos populares e contos.",0,2160,Q2
667,newsmet,gemini,prompt4,80 nations celebrate International Workers Day on May 1. Why not the U.S.?,"Oitenta nações brindam o Dia Internacional do Trabalhador em 1º de maio. Por que não os EUA?
",0,2264,Q1
670,newsmet,gemma3,prompt4,"Our Revolution, a Bernie Sanders Inspired PAC, Refused to Endorse Northam! Official Hint: Vote Hyra!","A Nossa Revolução, o PAC inspirado em Bernie Sanders, Recusou-se a Entregar-se a Northam! Dica Oficial: Vote Hyra!",0,2125,Q2
671,newsmet,gemini,prompt4,Priest Found Guilty Of Cyanide Assassination Plot Against Church Leader,"Padre envenena a fé com cianeto, trama a morte do líder da Igreja.
",0,2142,Q2
672,newsmet,gemini,prompt4,Paypal is canceling white supremacists' accounts and the alt-right is pissed,"O PayPal está fechando as torneiras da extrema-direita, e a panela de pressão explodiu.
",0,2585,Q1
675,newsmet,gemma3,prompt4,An IGA Supermarket in Montreal is growing its own vegetables on the roof,"Um supermercado IGA em Montreal está cultivando seus próprios vegetais no telhado, plantando futuro.",0,2549,Q1
678,newsmet,gemma3,prompt4,"Trump Tells Reporters ""He's Not Worried"" plus He's ""Very Happy""","""Ele não se acanha."" E ""Está nas nuvens.""",0,2582,Q1
679,newsmet,gemma3,prompt4,Steve Bannon told Ivanka Trump: You don’t know what you’re doing,Você está se perdendo no labirinto.,0,2489,Q1
683,newsmet,gemini,prompt4,"In Rare Gesture, North Says It Will Return South Korean Fishing Boat","Num gesto raro, o Norte diz que devolverá barco pesqueiro sul-coreano.
",0,2488,Q1
684,newsmet,gemini,prompt4,What Happens to Your Body After You Drink Diet Soda,"O que acontece com o seu corpo depois de tomar refrigerante diet?
",0,2357,Q1
687,newsmet,gemini,prompt4,Dragon Ball Super' new spoiler explains the Caulifla-Kale relationship,"A mais recente fagulha de Dragon Ball Super revela a dinâmica entre Caulifla e Kale.
",0,2169,Q2
691,newsmet,gemini,prompt4,Nancy Pelosi does not answer simple questions from Las Vegas Victim's family,"Nancy Pelosi esquiva-se das perguntas diretas da família das vítimas de Las Vegas.
",0,1965,Q2
693,newsmet,gpt,prompt4,#Takeaknee Why you should watch a football game tomorrow!!,#Ajoelhou Tem um motivo para assistir a um jogo de futebol amanhã!!,0,2168,Q2
698,newsmet,gemini,prompt4,House Rejects Amendment Prohibiting DOD Funds For Gender Transition,"A Casa enterra emenda que barra verbas do Pentágono para transições de gênero.
",0,2457,Q1
701,newsmet,gemma3,prompt4,Federal Judge Orders State Dept To Search Hillary Aides’ Accounts For Benghazi Records,Juiz Federal Determina que o Departamento de Estado Reviste Contas de Auxiliares de Hillary em Busca de Registros de Bengazi.,0,2140,Q2
702,newsmet,gemma3,prompt4,All things military: 41 family members join the army at the same time,Quarenta e um laços de sangue alistaram-se de uma vez só aos gritos da pátria.,0,2559,Q1
704,newsmet,gemma3,prompt4,38 minutes until missile alert declared false ... Trump was golfing... couldn't be bothered,"Em 38 minutos, o alerta de míssil se revelou um susto... Trump estava dando umas tacadas, nem se importou.",0,2257,Q2
707,newsmet,gemini,prompt4,Health insurance will cost more because of GOP tax plan,"O plano fiscal republicano vai botar a saúde na lona.
",0,2039,Q2
708,newsmet,gemini,prompt4,Anyone watch Sunday Pro Football? If so which team is your favorite?,"Alguém ligado no Futebol Americano aos domingos? Se sim, qual time bate mais forte no seu coração?
",0,2411,Q1
710,newsmet,gemma3,prompt4,"Ryan Says Social Security, Medicare Reform Not Likely This Year","Ryan diz que a reforma da Previdência Social e do Medicare dificilmente deixará o ataúde este ano.
",0,1968,Q2
711,newsmet,gemini,prompt4,WND » Red-handed! Cops caught Dem IT aide hiding secret server » Print,"**WND » Flagrante! Policiais pegam assessor de TI Democrata escondendo servidor secreto » Imprimir**
",0,2102,Q2
712,newsmet,gemini,prompt4,Donna Brazile: “I hope to God we find out who murdered Seth Rich”,"Tomara que Deus nos revele quem calou a voz de Seth Rich.
",0,2507,Q1
714,newsmet,gemma3,prompt4,Lavar Ball Discusses His Son Getting Arrested In China,Lavar Ball Discute a Prisão do Filho na China: Lavar Ball Fala Sobre o Filho Desembarcar nas Grelhas da China.,0,2485,Q1
715,newsmet,gemini,prompt4,NC State Admin Proposes Exclusive Housing for ‘Women of Color’,"NC State Admin Propõe Moradia Exclusiva para 'Flores Raras'
",0,2372,Q1
716,newsmet,gemma3,prompt4,Making It Relevant: Helping Students Connect Their Studies to the World Today,Despertando o Propósito: Ajudando Alunos a Encaixar os Estudos no Mundo de Hoje.,0,2171,Q2
722,newsmet,gemma3,prompt4,"Muslim Woman Renounces Islam And Gives Her Life To Jesus After Her Daughter Is Miraculously Healed, Her Husband Violently Attacks Her And She Is Now In Hiding","Mulher muçulmana abandona a fé e entrega a vida a Jesus após a filha ser curada milagrosamente, seu marido a agredir violentamente e ela se refugiar na sombra.",0,2558,Q1
724,newsmet,gemma3,prompt4,Trump Appellate Nominee Says Her Religion Supersedes the Constitution,Indicação de Trump para o Tribunal de Apelação Afirma que Sua Fé Está Acima da Constituição.,0,2181,Q2
725,newsmet,gemma3,prompt4,Initiative proposed in Montana to allow suing if you see transgender folks going potty.,Proposta em Montana para processar quem flagrar pessoas trans no banheiro.,0,2576,Q1
726,newsmet,gemini,prompt4,"Raid on Paul Manafort's house involved no-knock warrant, expectations of evidence being destroyed","A invasão na casa de Paul Manafort não teve aviso prévio, a esperança era de destruir rastros.
",0,2409,Q1
729,newsmet,gemini,prompt4,*POPCORN* Hillary found somebody else to blame for ‘What Happened’ in 2016 (Just guess),"Pipoca.
",0,2516,Q1
730,newsmet,gemma3,prompt4,Something lighter: Video shows dog honking car horn to get owner’s attention,Um toque de charme: vídeo mostra cão apitando o carro para chamar a atenção do dono.,0,2177,Q2
731,newsmet,gemini,prompt4,OUCH! GOP Rep. reminds Obama what he ‘left out’ of his DACA statement,"Aí! Deputado Republicano cutuca Obama sobre o que ele 'esqueceu' de mencionar no pronunciamento sobre DACA.
",0,1977,Q2
732,newsmet,gemini,prompt4,Captain of Cargo Ship Claims It Tried to Avoid U.S. Navy Destroyer in Deadly Collision,"O capitão do navio cargueiro alega ter tentado dançar com a morte para evitar o cruzador da Marinha americana no choque fatal.
",0,2431,Q1
734,newsmet,gpt,prompt4,Three Equifax Managers Sold Stock Before Cyber Hack Revealed,Três Gerentes da Equifax Desfizeram-se de Ações Antes que o Golpe Cibernético Fosse Revelado.,0,2250,Q2
737,newsmet,gemini,prompt4,"Fools Crow, Lakota Sioux Spiritual Leader, Gave a Prayer Before the U.S. Senate in 1975","Em 1975, Touro-Louco, Líder Espiritual Lakota Sioux, ergueu uma prece diante do Senado dos EUA.
",0,2128,Q2
738,newsmet,gemma3,prompt4,"David Reid, Black Kos managing editor explains its need at DailyKos","David Reid, editor-chefe do Black Kos, explica a sua necessidade no DailyKos:

""O Black Kos não é um projeto de caridade. Não estamos apenas tentando 'entregar peixe' para a fome. Estamos tentando ensinar as pessoas a pescar. Estamos tentando construir uma rede de apoio para aqueles que precisam, e para que isso aconteça, precisamos de recursos. Precisamos de pessoas que se dispensem a 'carregar a lenha' para o nosso fogo, para que possamos continuar a 'iluminar a escuridão' para aqueles que ainda não veem. É um esforço de longo prazo, uma 'corrida de revezamento' que não podemos deixar 'cair no abismo' simplesmente porque o próximo corredor não está pronto. Precisamos manter a tocha acesa, para que a próxima geração possa 'herdar o legado' e continuar a luta.""
",0,2527,Q1
739,newsmet,gemini,prompt4,PressTV-'North Korean missile could reach US in a year',"O míssil norte-coreano, um pesadelo a um ano de distância dos EUA.
",0,2390,Q1
740,newsmet,gpt,prompt4,"Army Vet Sentenced to Night In Jail, Hidden Camera Captures Judge Entering His Cell [VIDEO]","Veterano do Exército Sentenciado a Uma Noite na Cadeia, Câmera Escondida Captura Juiz Entrando em Sua Cela [VÍDEO]",0,2324,Q1
741,newsmet,gemini,prompt4,Police Drone Battle Continues After LAPD Approves New Purchase and Officer Training,"A Batalha dos Olhos de Águia da Polícia Persiste, Após a LAPD Autorizar Novos Aparelhos e o Treino dos Operadores.
",0,2523,Q1
743,newsmet,gemma3,prompt4,Why Are Our Most Important Teachers Paid the Least?,"Por que quem nos guia na jornada mais essencial recebe a menor recompensa?
",0,1984,Q2
746,newsmet,gemini,prompt4,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back,"A Peste Pneumônica ceifou 50 milhões de vidas na Idade Média e agora está de volta à cena.
",0,2501,Q1
749,newsmet,gemini,prompt4,Alabama Radio Host to Trump: We Love You and We Support You But Don’t Tell Us Who to Vote For,"Locutor de rádio do Alabama para Trump: Amamos você e estamos com você, mas não nos diga em quem votar.
",0,2384,Q1
752,newsmet,gemma3,prompt4,Jenelle Evans talks about all of her kids but fans remind her of abortion,"Jenelle Evans fala de todos os filhos, mas os fãs lembram-na do aborto.",0,2483,Q1
753,newsmet,gpt,prompt4,Kirk Cousins wife gives birth to couple's first child,A esposa de Kirk Cousins dá à luz o primeiro fruto do casal.,0,2219,Q2
754,newsmet,gpt,prompt4,Interior Secretary Ryan Zinke has a side grift going: raising money for 'scam PACs',O Secretário do Interior Ryan Zinke tem uma ranhura paralela: arrecadando dinheiro para 'PACs fraudulentos'.,0,2258,Q2
758,newsmet,gemma3,prompt4,President Bannon Thanks You For Your Service! PS We're Deporting the Haitians,O Presidente Bannon Agradece o Seu Serviço! P.S. Estamos Expulsando os Haitianos.,0,2305,Q1
759,newsmet,gemini,prompt4,Suspect in Charlottesville Car Attack Is Denied Bail in Court Appearance,"O suspeito do atropelamento em Charlottesville não teve a corda afrouxada no tribunal.
",0,1963,Q2
760,newsmet,gemini,prompt4,"Franco Harris: Joe Greene, Jack Lambert would have stopped political grandstanding like Kaepernick’s","Franco Harris: Joe Greene, Jack Lambert teriam enfiado a viola no saco do oba-oba político tipo Kaepernick.
",0,2442,Q1
762,newsmet,gemini,prompt4,"Trump says he's had 'tremendous reviews' in Puerto Rico, isn't distracted because 'All I do is work'","Trump diz que teve ""críticas bombásticas"" em Porto Rico, e não se distrai porque ""só vivo para o trabalho"".
",0,2262,Q1
763,newsmet,gemini,prompt4,People Are Saying 'We Don't Like Hatred and Bigotry',"O povo está com a boca cheia de ""Fora o ódio e a intolerância"".
",0,2052,Q2
764,newsmet,gemini,prompt4,Bowe Bergdahl Expected to Make His Plea in Court Today,"Hoje, Bowe Bergdahl fará sua confissão no tribunal.
",0,2065,Q2
766,newsmet,gemma3,prompt4,Fourth U.S. Soldier Is Found Dead After Ambush in Niger,Quarto soldado americano é encontrado sem vida após emboscada no Níger.,0,2123,Q2
767,newsmet,gemma3,prompt4,Business Owner Was Never Convicted. But Police Kept 130 Of His Computers Anyway,"Dono de negócio nunca foi condenado, mas a polícia ficou com 130 de seus computadores de qualquer maneira.",0,2117,Q2
768,newsmet,gemini,prompt4,Democrats fail to pick up any seats in special elections for Congress,"Os democratas amargam mais um revés em eleições especiais para o Congresso.
",0,2331,Q1
769,newsmet,gemma3,prompt4,PaulCraigRoberts.org The Witch Hunt for Donald Trump Surpasses the Salem Witch Trials of 1692-93,"A Caça às Bruxas de Donald Trump Ultrapassa os Julgamentos de Bruxas de Salem de 1692-93

A perseguição implacável a Donald Trump ultrapassa em ferocidade e absurdo os infames julgamentos de bruxas de Salem, ocorrido entre 1692 e 1693. O que começou como uma desconfiança política gradualmente se transformou em uma caça insana, onde a presunção e a fofoca substituíram a lei e a justiça.

As acusações, lançadas com a precisão de uma flecha envenenada, reverberam através da mídia e do Congresso, alimentando o frenesi público. Testemunhos forjados e evidências inexistentes são brandidas como provas irrefutáveis, enquanto inocentes são arrastados para a fornalha da opinião pública.

A histeria coletiva atinge níveis febris",0,2202,Q2
770,newsmet,gemma3,prompt4,Don’t Tell the Left: More Guns Means Fewer Homicides,"Não Conte para a Esquerda: Mais Armas Significa Menos Assassinatos.
",0,2377,Q1
774,newsmet,gemma3,prompt4,Weekend Gun Show at Las Vegas Casino Is Canceled Following Mass Shooting,Exposição de Armas de Fim de Semana no Cassino de Las Vegas Desaparece Após Tragédia em Massa.,0,2184,Q2
775,newsmet,gemma3,prompt4,Must-See Moments: Text Messages Prove Bias and Corruption in FBI,"Momentos Imperdíveis: Mensagens Revelam Parcialidade e Corrupção no FBI.
",0,2365,Q1
778,newsmet,gemini,prompt4,Pitbull Sends Private Jet to Ferry Puerto Rico Cancer Patients to US,"Pitbull manda jatinho particular para resgatar pacientes com câncer de Porto Rico, levando-os aos EUA.
",0,2204,Q2
779,newsmet,gemma3,prompt4,India Begins Shipping Wheat to Afghanistan Through Iran's Chabahar Port,"A Índia Abre as Portas do Trigo para o Afeganistão, Desfilando Pelo Caminho Persa de Chabahar.
",0,2340,Q1
780,newsmet,gpt,prompt4,Fabio Aru Takes the Lead as Chris Froome Falters in the Tour de France,Fabio Aru Assume a Frente enquanto Chris Froome Cambaleia no Tour de France.,0,1942,Q2
782,newsmet,gemma3,prompt4,"Sebastian Gorka, ousted from White House, may be blabbering national secrets on 'Fox and Friends'","Sebastião Gorka, destituído da Casa Branca, pode estar soltando a franga de segredos de Estado no ‘Fox and Friends’.",0,1926,Q2
783,newsmet,gpt,prompt4,Red-handed! Cops caught Dem IT aide hiding secret server,Pegos com a boca na botija! A polícia flagrou o assistente de TI escondendo servidor secreto.,0,2366,Q1
784,newsmet,gpt,prompt4,Did John Lackey and Anthony Rizzo confront eachother in dugout?,John Lackey e Anthony Rizzo se enfrentaram no banco?,0,2108,Q2
786,newsmet,gemma3,prompt4,"HA! Chelsea Handler just ADMITTED she feels like an idiot, and there was great rejoicing","HÁ! Chelsea Handler acabou de ADMITIR que se sente uma besta, e houve grande alarido de alegria.",0,2234,Q2
787,newsmet,gemini,prompt4,Betsy DeVos announces campus rape reforms this week and we should all be worried,"Betsy DeVos anuncia reformas sobre estupro em universidades esta semana, e todos deveríamos estar com a corda no pescoço.
",0,1996,Q2
790,newsmet,gpt,prompt4,American automakers plan joint ventures to make electric cars in China,Fabricantes de automóveis americanos planejam parcerias para gerar eletricidade sobre rodas na China.,0,2051,Q2
792,newsmet,gemma3,prompt4,Rohingya Exodus Continues As Satellite Images Reveal Burning Villages,"O Êxodo Rohingya Segue, Revelado por Imagens de Aldeias em Chamas.
",0,2477,Q1
796,newsmet,gemini,prompt4,Criminal Complaint Filed Against EU Authorities Who Gave Glyphosate Green Light,"Queixa Criminal é Aberta Contra Autoridades da UE que Deram Sinal Verde ao Glifosato.
",0,2458,Q1
797,newsmet,gemma3,prompt4,MORE ‘special exceptions’ being given to muslims in the States,"Cada vez mais, brechas são abertas aos muçulmanos nos Estados Unidos.
",0,2082,Q2
798,newsmet,gemma3,prompt4,Republicans are budgeting Arctic National Wildlife Refuge for drilling to pay billionaires billions,"Estão esvaziando a reserva da Vida Selvagem do Ártico para financiar o harém bilionário.
",0,2462,Q1
801,newsmet,gemini,prompt4,Judge Rules Hate Crime For Gay Man Who Fell Off A Cliff,"A homofobia empurrou-o para o abismo.
",0,2399,Q1
805,newsmet,gpt,prompt4,Doug Jones's Gay Son Wore a Rainbow Flower Pin for Mike Pence to See,O Filho Gay de Doug Jones Usou um Broche de Flor Arco-Íris para que Mike Pence Vissem.,0,2181,Q2
807,newsmet,gpt,prompt4,Why is the GOP desperate to pass this terrible healthcare bill? The Koch brothers threatened them,Por que o GOP está desesperado para aprovar este péssimo projeto de lei de saúde? Os irmãos Koch ameaçaram eles.,0,2272,Q1
808,newsmet,gemini,prompt4,Nazi Sympathizer Profiled by The Times Loses His Job,"O simpatizante nazista desce do pedestal, demitido pelo The Times.
",0,2061,Q2
809,newsmet,gemini,prompt4,Distiller Makes Booze Out of Wine Spat Out by Strangers at a Tasting Event,"O destilador transforma o vinho cuspido em néctar dos deuses.
",0,2558,Q1
812,newsmet,gemma3,prompt4,BREAKING: Missing Strzok/Page Text Messages Found (It’s a Miracle!),URGENTE: Mensagens Perdidas de Strzok/Page Reaparecem (Um Milagre!).,0,2481,Q1
814,newsmet,gemini,prompt4,"Policy or Character? New Poll Examines the Preference of Voters, Going Into Today’s Alabama Election","Política ou Personalidade? Nova pesquisa radiografa a preferência do eleitorado, às vésperas da eleição no Alabama.
",0,2313,Q1
815,newsmet,gemini,prompt4,It appears the Trump admin. hasn’t learned from Michelle Obama’s school lunch fiasco,"Parece que o governo Trump ainda não aprendeu com o fiasco do almoço escolar da Michelle Obama.
",0,2211,Q2
819,newsmet,gpt,prompt4,Danielle Steel reveals that she writes six books per year.,Danielle Steel revela que ela escreve seis livros por ano.,0,2256,Q2
822,newsmet,gemma3,prompt4,Wolff Said Trump Enacted Trans Military Ban for 'No Evident Reason'; But He's Wrong,Wolff disse que Trump sancionou a proibição de militares transgêneros sem motivo aparente; mas ele está enganado.,0,2410,Q1
824,newsmet,gpt,prompt4,Veterans shared their stories in Israel while recovering from war – The Daily Texan [del.icio.us],Veteranos compartilharam suas histórias em Israel enquanto se recuperavam da guerra.,0,2384,Q1
826,newsmet,gemma3,prompt4,When the Boss Wants You to Do Something Unethical,Quando o patrao pede para você descer até o rio.,0,2573,Q1
830,newsmet,gemini,prompt4,Saudi Who Attended Qaeda Camp Is Arrested in Oklahoma,"Um saudita com passado em acampamento da Al-Qaeda cai nas garras da lei em Oklahoma.
",0,2045,Q2
833,newsmet,gemma3,prompt4,Bears’ Zach Miller Needed Emergency Surgery After Negated Touchdown,"O futuro de Zach Miller, dos Bears, escapou por um triz, precisando de cirurgia de emergência após um touchdown que virou pó.",0,2362,Q1
834,newsmet,gemma3,prompt4,FLYNN: I Unfriend You! Polling Shows Half of Liberal Democrats Troubled by Socializing with Trump Voters,FLYNN: Bloqueio Total! Pesquisas Revelam que Metade dos Democratas Progressistas se Aflige com a Perspectiva de Conviver com Eleitores de Trump.,0,2372,Q1
839,newsmet,gemini,prompt4,Students Are Bringing Capitalism to Latin America: New at Reason,"Estudantes Desembarcam o Capitalismo na América Latina: Uma Nova Onda na Reason.
",0,2098,Q2
841,newsmet,gemini,prompt4,Loretta Lynch Lackey: She Only Let Bill Clinton on Her Plane Because It Was Too Hot and He Was Too Old (VIDEO),"A pau mandado de Loretta Lynch: Ela só deixou o Bill Clinton entrar no avião dela porque estava calor demais e ele já era muito velho (VÍDEO).
",0,2051,Q2
845,newsmet,gemini,prompt4,LOL. Hillary Bought a Second Home in New York in Anticipation of Winning 2016 Election (VIDEO),"Hillary comprou uma segunda casa em Nova York, antecipando a vitória na eleição de 2016 (VÍDEO).
",0,2566,Q1
846,newsmet,gemini,prompt4,"The KC Star posted an article Wed eve on their Internet page, then a third of a page on their print","O KC Star soltou uma matéria na web na noite de quarta, e depois um terço de página na edição impressa.
",0,2545,Q1
