indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
332,I am playing video games in my room.,Estou jogando video games no meu quarto.,Estou jogando videogames no meu quarto.,gemini,prompt2,gpt,prompt4,0.951
294,The sun rises in the east.,O sol nasce no leste.,O sol nasce no Oriente.,gemini,prompt2,gpt,prompt4,0.9503
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela passou a vassoura na cozinha depois do jantar.,gemini,prompt2,gemini,prompt4,0.9502
4,He likes to watch movies in his free time.,Ele gosta de assistir filmes em seu tempo livre.,Ele gosta de assistir a filmes no seu tempo livre.,gemini,prompt2,gpt,prompt2,0.9501
80,She is drinking water.,Ela está bebendo água.,Ela está matando a sede.,gpt,prompt2,gemini,prompt4,0.9501
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Eles semearam flores no jardim da vida.,gemma3,prompt2,gemini,prompt4,0.9501
4,He likes to watch movies in his free time.,Ele gosta de assistir filmes em seu tempo livre.,Ele gosta de assistir filmes em seu tempo livre.,gemini,prompt2,gemmaX,sem_prompt,0.95
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela gosta de pintar no tempo livre.,gemma3,prompt2,gemini,prompt2,0.95
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gpt,prompt4,0.95
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemini,prompt2,0.95
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Eles estão fazendo um piquenique no parque.,gpt,prompt2,gemma3,prompt2,0.95
22,She is giving a presentation at work.,Ela está fazendo uma apresentação no trabalho.,Ela está fazendo uma apresentação no trabalho.,gemma3,prompt2,gpt,prompt2,0.95
22,She is giving a presentation at work.,Ela está fazendo uma apresentação no trabalho.,Ela está fazendo uma apresentação no trabalho.,gemma3,prompt2,gpt,prompt4,0.95
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Eles foram ao teatro para assistir a uma peça.,gpt,prompt2,gpt,prompt4,0.95
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Eles foram ao teatro para assistir a uma peça.,gpt,prompt2,gemini,prompt2,0.95
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Eles foram ao teatro para assistir a uma peça.,gpt,prompt2,gemma3,prompt2,0.95
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,Eles foram ao teatro para assistir a uma peça.,gpt,prompt2,gemmaX,sem_prompt,0.95
41,She made breakfast for the family.,Ela fez o café da manhã para a família.,Ela fez o café da manhã para a família.,gemma3,prompt2,gpt,prompt2,0.95
41,She made breakfast for the family.,Ela fez o café da manhã para a família.,Ela fez o café da manhã para a família.,gemma3,prompt2,gemmaX,sem_prompt,0.95
42,She is talking on the phone.,Ela está falando ao telefone.,Ela está falando ao telefone.,gemini,prompt2,gpt,prompt2,0.95
42,She is talking on the phone.,Ela está falando ao telefone.,Ela está falando ao telefone.,gemini,prompt2,gemma3,prompt2,0.95
42,She is talking on the phone.,Ela está falando ao telefone.,Ela está falando ao telefone.,gemini,prompt2,gemmaX,sem_prompt,0.95
55,She took a shower in the morning.,Ela tomou um banho de manhã.,Ela tomou um banho de manhã.,gpt,prompt2,gemmaX,sem_prompt,0.95
65,He took the bus to work.,Ele pegou o ônibus para o trabalho.,Ele pegou o ônibus para o trabalho.,gemini,prompt2,gpt,prompt2,0.95
65,He took the bus to work.,Ele pegou o ônibus para o trabalho.,Ele pegou o ônibus para o trabalho.,gemini,prompt2,gemma3,prompt2,0.95
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está escovando os dentes antes de dormir.,gemma3,prompt2,gpt,prompt2,0.95
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está escovando os dentes antes de dormir.,gemma3,prompt2,gpt,prompt4,0.95
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,Ela está escovando os dentes antes de dormir.,gemma3,prompt2,gemini,prompt2,0.95
72,I like to drink coffee in the morning.,Eu gosto de tomar café de manhã.,Eu gosto de tomar café de manhã.,gemini,prompt2,gpt,prompt4,0.95
72,I like to drink coffee in the morning.,Eu gosto de tomar café de manhã.,Eu gosto de tomar café de manhã.,gemini,prompt2,gemma3,prompt2,0.95
79,She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,Ela está limpando a cozinha depois do jantar.,gemini,prompt2,gpt,prompt2,0.95
79,She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,Ela está limpando a cozinha depois do jantar.,gemini,prompt2,gemma3,prompt2,0.95
79,She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,Ela está limpando a cozinha depois do jantar.,gemini,prompt2,gemmaX,sem_prompt,0.95
80,She is drinking water.,Ela está bebendo água.,Ela está bebendo água.,gpt,prompt2,gemini,prompt2,0.95
80,She is drinking water.,Ela está bebendo água.,Ela está bebendo água.,gpt,prompt2,gemma3,prompt2,0.95
80,She is drinking water.,Ela está bebendo água.,Ela está bebendo água.,gpt,prompt2,gemmaX,sem_prompt,0.95
81,They are having coffee at the café.,Eles estão tomando café no café.,Eles estão tomando café no café.,gpt,prompt2,gemini,prompt2,0.95
81,They are having coffee at the café.,Eles estão tomando café no café.,Eles estão tomando café no café.,gpt,prompt2,gemma3,prompt2,0.95
81,They are having coffee at the café.,Eles estão tomando café no café.,Eles estão tomando café no café.,gpt,prompt2,gemmaX,sem_prompt,0.95
84,They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,Eles estão visitando um museu esta tarde.,gpt,prompt2,gemini,prompt2,0.95
84,They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,Eles estão visitando um museu esta tarde.,gpt,prompt2,gemma3,prompt2,0.95
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão nadando na piscina.,gemini,prompt2,gpt,prompt2,0.95
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão nadando na piscina.,gemini,prompt2,gemini,prompt4,0.95
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão nadando na piscina.,gemini,prompt2,gemma3,prompt2,0.95
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão nadando na piscina.,gemini,prompt2,gemmaX,sem_prompt,0.95
97,He washed his car yesterday.,Ele lavou o carro dele ontem.,Ele lavou o carro dele ontem.,gemini,prompt2,gpt,prompt2,0.95
131,They went for a swim at the pool.,Eles foram nadar na piscina.,Eles foram nadar na piscina.,gemini,prompt2,gpt,prompt2,0.95
131,They went for a swim at the pool.,Eles foram nadar na piscina.,Eles foram nadar na piscina.,gemini,prompt2,gemma3,prompt2,0.95
131,They went for a swim at the pool.,Eles foram nadar na piscina.,Eles foram nadar na piscina.,gemini,prompt2,gemmaX,sem_prompt,0.95
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Eu encontrei meus amigos para almoçar.,gemma3,prompt2,gpt,prompt2,0.95
147,She bought a new phone last week.,Ela comprou um telefone novo na semana passada.,Ela comprou um telefone novo na semana passada.,gpt,prompt2,gpt,prompt4,0.95
147,She bought a new phone last week.,Ela comprou um telefone novo na semana passada.,Ela comprou um telefone novo na semana passada.,gpt,prompt2,gemini,prompt2,0.95
153,They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,Eles assistiram a um filme no fim de semana.,gemini,prompt2,gpt,prompt2,0.95
153,They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,Eles assistiram a um filme no fim de semana.,gemini,prompt2,gpt,prompt4,0.95
153,They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,Eles assistiram a um filme no fim de semana.,gemini,prompt2,gemma3,prompt2,0.95
153,They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,Eles assistiram a um filme no fim de semana.,gemini,prompt2,gemmaX,sem_prompt,0.95
158,She made a salad for lunch.,Ela fez uma salada para o almoço.,Ela fez uma salada para o almoço.,gpt,prompt2,gemini,prompt2,0.95
158,She made a salad for lunch.,Ela fez uma salada para o almoço.,Ela fez uma salada para o almoço.,gpt,prompt2,gemma3,prompt2,0.95
158,She made a salad for lunch.,Ela fez uma salada para o almoço.,Ela fez uma salada para o almoço.,gpt,prompt2,gemmaX,sem_prompt,0.95
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está lendo um jornal.,gpt,prompt2,gemini,prompt2,0.95
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está lendo um jornal.,gpt,prompt2,gemma3,prompt2,0.95
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está lendo um jornal.,gpt,prompt2,gemmaX,sem_prompt,0.95
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele leu um livro antes de dormir.,gemini,prompt2,gpt,prompt2,0.95
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele leu um livro antes de dormir.,gemini,prompt2,gemma3,prompt2,0.95
187,He read a book before bed.,Ele leu um livro antes de dormir.,Ele leu um livro antes de dormir.,gemini,prompt2,gemmaX,sem_prompt,0.95
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Eles plantaram flores no jardim.,gemma3,prompt2,gpt,prompt2,0.95
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Eles plantaram flores no jardim.,gemma3,prompt2,gemini,prompt2,0.95
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Eles plantaram flores no jardim.,gemma3,prompt2,gemmaX,sem_prompt,0.95
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gpt,prompt2,0.95
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Eles estão fazendo pizza juntos.,gemma3,prompt2,gemini,prompt2,0.95
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela está ouvindo música enquanto cozinha.,gemini,prompt2,gpt,prompt2,0.95
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela está ouvindo música enquanto cozinha.,gemini,prompt2,gpt,prompt4,0.95
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela está ouvindo música enquanto cozinha.,gemini,prompt2,gemma3,prompt2,0.95
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela está ouvindo música enquanto cozinha.,gemini,prompt2,gemmaX,sem_prompt,0.95
237,He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,Ele está fazendo chá na cozinha.,gemini,prompt2,gpt,prompt2,0.95
237,He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,Ele está fazendo chá na cozinha.,gemini,prompt2,gemma3,prompt2,0.95
237,He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,Ele está fazendo chá na cozinha.,gemini,prompt2,gemmaX,sem_prompt,0.95
244,He went fishing with his friends.,Ele foi pescar com seus amigos.,Ele foi pescar com seus amigos.,gemini,prompt2,gemma3,prompt2,0.95
244,He went fishing with his friends.,Ele foi pescar com seus amigos.,Ele foi pescar com seus amigos.,gemini,prompt2,gemmaX,sem_prompt,0.95
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela toca piano lindamente.,gemini,prompt2,gpt,prompt2,0.95
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela toca piano lindamente.,gemini,prompt2,gemma3,prompt2,0.95
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela toca piano lindamente.,gemini,prompt2,gemmaX,sem_prompt,0.95
256,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,Eles vão ao cinema esta noite.,gpt,prompt2,gpt,prompt4,0.95
270,I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,Visitei meus pais no fim de semana passado.,gemini,prompt2,gemma3,prompt2,0.95
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemini,prompt2,0.95
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemma3,prompt2,0.95
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,Ele assistiu a uma partida de futebol na TV.,gpt,prompt2,gemmaX,sem_prompt,0.95
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está trabalhando em seu laptop.,gemini,prompt2,gpt,prompt2,0.95
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está trabalhando em seu laptop.,gemini,prompt2,gemma3,prompt2,0.95
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está trabalhando em seu laptop.,gemini,prompt2,gemmaX,sem_prompt,0.95
292,They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,Eles estão pintando as paredes da casa deles.,gpt,prompt2,gemini,prompt2,0.95
294,The sun rises in the east.,O sol nasce no leste.,O sol nasce no leste.,gemini,prompt2,gpt,prompt2,0.95
294,The sun rises in the east.,O sol nasce no leste.,O sol nasce no leste.,gemini,prompt2,gemma3,prompt2,0.95
294,The sun rises in the east.,O sol nasce no leste.,O sol nasce no leste.,gemini,prompt2,gemmaX,sem_prompt,0.95
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,Ela está arranjando flores em um vaso.,gemma3,prompt2,gemini,prompt2,0.95
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,Ele está escrevendo uma redação para a escola.,gemma3,prompt2,gpt,prompt4,0.95
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,Ele está escrevendo uma redação para a escola.,gemma3,prompt2,gemini,prompt2,0.95
331,She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,Ela está brincando com seus filhos no jardim.,gemini,prompt2,gpt,prompt4,0.95
331,She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,Ela está brincando com seus filhos no jardim.,gemini,prompt2,gemma3,prompt2,0.95
331,She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,Ela está brincando com seus filhos no jardim.,gemini,prompt2,gemmaX,sem_prompt,0.95
335,She works as a software engineer.,Ela trabalha como engenheira de software.,Ela trabalha como engenheira de software.,gemini,prompt2,gpt,prompt2,0.95
335,She works as a software engineer.,Ela trabalha como engenheira de software.,Ela trabalha como engenheira de software.,gemini,prompt2,gemma3,prompt2,0.95
335,She works as a software engineer.,Ela trabalha como engenheira de software.,Ela trabalha como engenheira de software.,gemini,prompt2,gemmaX,sem_prompt,0.95
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,Eles limparam a casa no sábado.,gemma3,prompt2,gpt,prompt2,0.95
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,Eles limparam a casa no sábado.,gemma3,prompt2,gemini,prompt2,0.95
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela visitou a galeria de arte no domingo.,gpt,prompt2,gpt,prompt4,0.95
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela visitou a galeria de arte no domingo.,gpt,prompt2,gemini,prompt2,0.95
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela visitou a galeria de arte no domingo.,gpt,prompt2,gemma3,prompt2,0.95
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,Ela visitou a galeria de arte no domingo.,gpt,prompt2,gemmaX,sem_prompt,0.95
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Eles estão jogando xadrez na mesa.,gpt,prompt2,gemini,prompt2,0.95
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,Eles estão jogando xadrez na mesa.,gpt,prompt2,gemma3,prompt2,0.95
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,Ela está praticando ioga no parque.,gemini,prompt2,gpt,prompt4,0.95
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,Eles estão jogando vôlei na praia.,gemini,prompt2,gpt,prompt2,0.95
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,Eles estão jogando vôlei na praia.,gemini,prompt2,gemma3,prompt2,0.95
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Eles estão visitando o zoológico.,gemini,prompt2,gpt,prompt2,0.95
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Eles estão visitando o zoológico.,gemini,prompt2,gpt,prompt4,0.95
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Eles estão visitando o zoológico.,gemini,prompt2,gemma3,prompt2,0.95
394,They are visiting the zoo.,Eles estão visitando o zoológico.,Eles estão visitando o zoológico.,gemini,prompt2,gemmaX,sem_prompt,0.95
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,Ela está enviando uma carta para sua amiga.,gemmaX,sem_prompt,gpt,prompt4,0.95
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,Ela está enviando uma carta para sua amiga.,gemmaX,sem_prompt,gemini,prompt2,0.95
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,Ela está enviando uma carta para sua amiga.,gemmaX,sem_prompt,gemma3,prompt2,0.95
402,He is checking his email.,Ele está verificando seu e-mail.,Ele está verificando seu e-mail.,gemma3,prompt2,gpt,prompt2,0.95
407,She is putting on her shoes.,Ela está calçando os sapatos.,Ela está calçando os sapatos.,gemini,prompt2,gpt,prompt4,0.95
407,She is putting on her shoes.,Ela está calçando os sapatos.,Ela está calçando os sapatos.,gemini,prompt2,gemma3,prompt2,0.95
422,They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,Eles estão planejando uma viagem para a Europa.,gemini,prompt2,gpt,prompt2,0.95
422,They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,Eles estão planejando uma viagem para a Europa.,gemini,prompt2,gemma3,prompt2,0.95
422,They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,Eles estão planejando uma viagem para a Europa.,gemini,prompt2,gemmaX,sem_prompt,0.95
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela limpou a cozinha depois do jantar.,gemini,prompt2,gpt,prompt2,0.95
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela limpou a cozinha depois do jantar.,gemini,prompt2,gemma3,prompt2,0.95
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela limpou a cozinha depois do jantar.,gemini,prompt2,gemmaX,sem_prompt,0.95
430,I am learning how to cook.,Estou aprendendo a cozinhar.,Estou aprendendo a cozinhar.,gemini,prompt2,gpt,prompt2,0.95
430,I am learning how to cook.,Estou aprendendo a cozinhar.,Estou aprendendo a cozinhar.,gemini,prompt2,gemma3,prompt2,0.95
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela está vestindo um vestido vermelho.,gemini,prompt2,gpt,prompt2,0.95
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela está vestindo um vestido vermelho.,gemini,prompt2,gpt,prompt4,0.95
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela está vestindo um vestido vermelho.,gemini,prompt2,gemma3,prompt2,0.95
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,Ele está bebendo chá de manhã.,gemma3,prompt2,gpt,prompt2,0.95
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemini,prompt2,0.95
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,Ele está bebendo chá de manhã.,gemma3,prompt2,gemmaX,sem_prompt,0.95
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gpt,prompt2,0.95
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemini,prompt2,0.95
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemma3,prompt2,0.95
464,They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,Eles estão visitando seus amigos na cidade.,gemini,prompt2,gpt,prompt2,0.95
464,They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,Eles estão visitando seus amigos na cidade.,gemini,prompt2,gemma3,prompt2,0.95
472,They have three children.,Eles têm três filhos.,Eles têm três filhos.,gpt,prompt2,gpt,prompt4,0.95
472,They have three children.,Eles têm três filhos.,Eles têm três filhos.,gpt,prompt2,gemini,prompt2,0.95
472,They have three children.,Eles têm três filhos.,Eles têm três filhos.,gpt,prompt2,gemma3,prompt2,0.95
476,They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,Eles foram fazer trilha nas montanhas.,gpt,prompt2,gemma3,prompt2,0.95
487,The train arrived at the station on time.,O trem chegou à estação na hora certa.,O trem chegou à estação na hora certa.,gemini,prompt2,gpt,prompt2,0.95
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cachorro está brincando lá fora.,gemma3,prompt2,gpt,prompt4,0.95
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cachorro está brincando lá fora.,gemma3,prompt2,gemini,prompt2,0.95
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemini,prompt2,0.95
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemma3,prompt2,0.95
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemmaX,sem_prompt,0.95
542,She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,Ela teve uma reunião com seu chefe.,gemma3,prompt2,gpt,prompt2,0.95
542,She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,Ela teve uma reunião com seu chefe.,gemma3,prompt2,gemini,prompt2,0.95
542,She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,Ela teve uma reunião com seu chefe.,gemma3,prompt2,gemmaX,sem_prompt,0.95
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela pegou o trem para a cidade.,gemma3,prompt2,gpt,prompt2,0.95
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela pegou o trem para a cidade.,gemma3,prompt2,gpt,prompt4,0.95
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela pegou o trem para a cidade.,gemma3,prompt2,gemini,prompt2,0.95
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela pegou o trem para a cidade.,gemma3,prompt2,gemmaX,sem_prompt,0.95
547,They went for a walk in the park.,Eles foram passear no parque.,Eles foram passear no parque.,gpt,prompt2,gemini,prompt2,0.95
547,They went for a walk in the park.,Eles foram passear no parque.,Eles foram passear no parque.,gpt,prompt2,gemma3,prompt2,0.95
556,They are doing laundry in the basement.,Eles estão lavando roupa no porão.,Eles estão lavando roupa no porão.,gemini,prompt2,gpt,prompt2,0.95
556,They are doing laundry in the basement.,Eles estão lavando roupa no porão.,Eles estão lavando roupa no porão.,gemini,prompt2,gemma3,prompt2,0.95
567,She played tennis with her brother.,Ela jogou tênis com o irmão dela.,Ela jogou tênis com o irmão dela.,gemini,prompt2,gemma3,prompt2,0.95
570,The car stopped at the red light.,O carro parou no semáforo vermelho.,O carro parou no semáforo vermelho.,gemma3,prompt2,gpt,prompt2,0.95
573,She is playing with her cat.,Ela está brincando com seu gato.,Ela está brincando com seu gato.,gemini,prompt2,gpt,prompt2,0.95
573,She is playing with her cat.,Ela está brincando com seu gato.,Ela está brincando com seu gato.,gemini,prompt2,gemma3,prompt2,0.95
573,She is playing with her cat.,Ela está brincando com seu gato.,Ela está brincando com seu gato.,gemini,prompt2,gemmaX,sem_prompt,0.95
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,Eu gosto de ler livros à noite.,gpt,prompt2,gemma3,prompt2,0.95
576,They went to a museum last month.,Eles foram a um museu no mês passado.,Eles foram a um museu no mês passado.,gpt,prompt2,gemini,prompt2,0.95
576,They went to a museum last month.,Eles foram a um museu no mês passado.,Eles foram a um museu no mês passado.,gpt,prompt2,gemma3,prompt2,0.95
576,They went to a museum last month.,Eles foram a um museu no mês passado.,Eles foram a um museu no mês passado.,gpt,prompt2,gemmaX,sem_prompt,0.95
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Eles encontraram seus amigos no café.,gemini,prompt2,gemma3,prompt2,0.95
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Eles encontraram seus amigos no café.,gemini,prompt2,gemmaX,sem_prompt,0.95
585,They are watching TV in the living room.,Eles estão assistindo TV na sala.,Eles estão assistindo TV na sala.,gemini,prompt2,gemma3,prompt2,0.95
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,Ele enviou um e-mail para seu colega.,gpt,prompt2,gemma3,prompt2,0.95
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,Ele enviou um e-mail para seu colega.,gpt,prompt2,gemmaX,sem_prompt,0.95
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemini,prompt2,0.95
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemma3,prompt2,0.95
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,Eles pegaram um ônibus para o centro da cidade.,gpt,prompt2,gemmaX,sem_prompt,0.95
593,I did the laundry yesterday.,Eu fiz a lavanderia ontem.,Eu fiz a lavanderia ontem.,gpt,prompt2,gemmaX,sem_prompt,0.95
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gpt,prompt4,0.95
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemma3,prompt2,0.95
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,Ela está escrevendo uma carta para sua amiga.,gpt,prompt2,gemmaX,sem_prompt,0.95
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,gemini,prompt2,0.95
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,gemma3,prompt2,0.95
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,Ela está fazendo uma salada para o almoço.,gpt,prompt2,gemmaX,sem_prompt,0.95
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve a 100°C.,gemini,prompt2,gpt,prompt2,0.95
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve a 100°C.,gemini,prompt2,gpt,prompt4,0.95
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve a 100°C.,gemini,prompt2,gemini,prompt4,0.95
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve a 100°C.,gemini,prompt2,gemma3,prompt2,0.95
606,Water boils at 100°C.,A água ferve a 100°C.,A água ferve a 100°C.,gemini,prompt2,gemmaX,sem_prompt,0.95
652,She is organizing her closet.,Ela está organizando seu armário.,Ela está organizando seu armário.,gpt,prompt2,gemmaX,sem_prompt,0.95
657,The weather is very cold today.,O tempo está muito frio hoje.,O tempo está muito frio hoje.,gemini,prompt2,gpt,prompt2,0.95
657,The weather is very cold today.,O tempo está muito frio hoje.,O tempo está muito frio hoje.,gemini,prompt2,gpt,prompt4,0.95
657,The weather is very cold today.,O tempo está muito frio hoje.,O tempo está muito frio hoje.,gemini,prompt2,gemma3,prompt2,0.95
