ingles_original,portugues_traduzido,ingles_traduzido,modelo_prompt,XCOMET-XL
She went to the dentist for a check-up.,Ela bateu as portas.,She knocked the doors down.,qwen/prompt4,0.42598527669906605
She went to the dentist for a check-up.,Foi ao dentista para uma revisão de rotina.,"Ele foi ao dentista para uma revisão de rotina, fazer uma limpeza geral em sua gengiva.",llama/prompt3,0.516438245773315
She went to the dentist for a check-up.,Elá foi ao dentista para uma检查中，无法直接翻译为葡萄牙语，请稍候我将修正为正确的 Portuguese 语言版本。纠正后：Elá foi ao dentista para uma consulta.,Elá went to the dentist for a consultation.,qwen/prompt1,0.7237143516540521
She went to the dentist for a check-up.,Elá foi ao dentista para uma revisão.,"She went to the dentist for a check-up, hoping for some teeth cleaning.",qwen/prompt3,0.767017543315887
She went to the dentist for a check-up.,Ela foi ao dentista colocar os ponteiros da vida em ordem.,She went to the dentist to realign life's pointers.,gemma3/prompt3,0.8729782104492181
She went to the dentist for a check-up.,Ela foi ao dentista dar uma olhada na boca.,She went to the dentist to have her mouth scoped.,gemma3/prompt4,0.8998587131500241
She went to the dentist for a check-up.,Ela foi ao dentista para exames.,"Well, she's in the dental office for an exam.",meta/,0.9088340401649471
She went to the dentist for a check-up.,"Ela foi ao dentista dar um trato nos dentes.
",She went to the dentist to get her teeth spruced up.,gemini/prompt4,0.9189269542694091
She went to the dentist for a check-up.,"Ela foi ao dentista para uma revisão da alma.
",She went to the dentist for a soul check-up.,gemini/prompt3,0.9331009387969971
She went to the dentist for a check-up.,Ela foi ao dentista para uma revisão da sua saúde bucal.,She visited the dentist for a tune-up of her oral health.,gpt/prompt3,0.9769681692123411
She went to the dentist for a check-up.,Ela foi ao dentista para fazer uma revisão.,She went to the dentist to have a check-up.,mistral/prompt4,0.9904571771621701
She went to the dentist for a check-up.,Ela foi ao dentista para uma revisão.,She went to the dentist for a check-up.,mistral/prompt3,0.9951198101043701
She went to the dentist for a check-up.,"Ela foi ao dentista para uma revisão.
","She went to the dentist for a check-up.
",gemini/prompt2,0.9972487688064571
She went to the dentist for a check-up.,"Ela foi ao dentista para uma consulta.
","She went to the dentist for a check-up.
",gemini/prompt1,0.9995422363281251
She went to the dentist for a check-up.,"Ela foi ao dentista para um check-up.
",She went to the dentist for a check-up.,gemma3/prompt1,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,She went to the dentist for a check-up.,gemma3/prompt2,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para fazer um check-up.,She went to the dentist for a check-up.,gemmaX/,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,She went to the dentist for a check-up.,gpt/prompt1,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,She went to the dentist for a check-up.,gpt/prompt2,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para uma consulta.,She went to the dentist for a check-up.,gpt/prompt4,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para uma revisão.,She went to the dentist for a checkup.,llama/prompt1,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para uma consulta de rotina.,She went to the dentist for a routine check-up.,llama/prompt2,1.0
She went to the dentist for a check-up.,Ela foi ao dentista fazer um check-up.,She went to the dentist for a check-up.,marian/,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para uma consulta.,She went to the dentist for a consultation.,mistral/prompt1,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para uma consulta.,She went to the dentist for a check-up.,mistral/prompt2,1.0
She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,She went to the dentist for a check-up.,qwen/prompt2,1.0
He washed his car yesterday.,Ele lavou seu cavalo ontem.,He washed his white knight last night.,qwen/prompt3,0.641509890556335
He washed his car yesterday.,Ele lavou sua alma ontem.,Ele limpou seu íntimo ontem.,llama/prompt3,0.704570233821868
He washed his car yesterday.,Ele lavou suas botas ontem.,He kicked the bucket yesterday.,qwen/prompt4,0.7261244654655451
He washed his car yesterday.,Ele lavou o seu veículo ontem.,Ele enxaguou o seu cavalo ontem.,llama/prompt4,0.7799659967422481
He washed his car yesterday.,Ele limpou sua carro ontem.,He cleaned his slate yesterday.,mistral/prompt4,0.788920164108276
He washed his car yesterday.,Ele devolveu o brilho ao seu carro ontem.,He restored its luster yesterday.,gemma3/prompt3,0.847483038902282
He washed his car yesterday.,"Ontem ele deu um trato no possante.
","Yesterday, he gave his ride a makeover.",gemini/prompt3,0.905558109283447
He washed his car yesterday.,"Ontem ele deu um trato no possante.
","Yesterday, he gave his ride a makeover.",gemini/prompt4,0.905558228492736
He washed his car yesterday.,Ele deu um trato no carro ontem.,He gave the car some TLC yesterday.,gemma3/prompt4,0.944987297058105
He washed his car yesterday.,Ele deu um trato no carro ontem.,He gave the car some TLC yesterday.,gpt/prompt4,0.944987297058105
He washed his car yesterday.,Ele deu um banho em seu carro ontem.,He gave his car a wash yesterday.,gpt/prompt3,0.9802647829055781
He washed his car yesterday.,Ele lavava o carro dele ontem.,He was washing his car yesterday.,meta/,0.9912000298500061
He washed his car yesterday.,"Ele lavou o carro dele ontem.
","He washed his car yesterday.
",gemini/prompt1,1.0
He washed his car yesterday.,"Ele lavou o carro dele ontem.
","He washed his car yesterday.
",gemini/prompt2,1.0
He washed his car yesterday.,Ele lavou o carro ontem.,He washed the car yesterday.,gemma3/prompt1,1.0
He washed his car yesterday.,Ele lavou o carro ontem.,He washed the car yesterday.,gemma3/prompt2,1.0
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,gemmaX/,1.0
He washed his car yesterday.,Ele lavou o carro dele ontem.,He washed his car yesterday.,gpt/prompt1,1.0
He washed his car yesterday.,Ele lavou o carro dele ontem.,He washed his car yesterday.,gpt/prompt2,1.0
He washed his car yesterday.,Ele lavou o seu carro ontem.,He washed his car yesterday.,llama/prompt1,1.0
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,llama/prompt2,1.0
He washed his car yesterday.,Ele lavou o carro ontem.,He washed the car yesterday.,marian/,1.0
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,mistral/prompt1,1.0
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,mistral/prompt2,1.0
He washed his car yesterday.,Ele lava seu carro ontem.,He washed his car yesterday.,mistral/prompt3,1.0
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,qwen/prompt1,1.0
He washed his car yesterday.,Ele lavou o seu carro ontem.,He washed his car yesterday.,qwen/prompt2,1.0
live to fight another day,"Para lutar outro dia.
",To be continued.,gemma3/prompt3,0.7065908908843991
live to fight another day,Viver para lutar outro dia.,Lutar para respirar outro dia.,llama/prompt4,0.78485631942749
live to fight another day,"Viver para lutar outro dia.
",Fight another day.,gemini/prompt4,0.9022279381752011
live to fight another day,"Viver para lutar outro dia.
",To fight another day.,gemma3/prompt1,0.9113750457763671
live to fight another day,"Viver para lutar outro dia.
",To live to fight another day.,gemini/prompt3,0.962684750556945
live to fight another day,"Sobreviver para lutar outro dia.
",Live to fight another round.,gemma3/prompt4,0.9638681411743161
live to fight another day,Viver para lutar outro dia,"""Living to fight another day""",llama/prompt3,0.9648072719573971
live to fight another day,lutar mais um dia,hang on for one more day,qwen/prompt4,0.9651042819023131
live to fight another day,viver para lutar另一个日子,"""living to fight another day""",qwen/prompt3,0.966932117938995
live to fight another day,Lutar outro dia,Fight another day,mistral/prompt4,0.9704933762550351
live to fight another day,Viver para lutar outro dia,Living to fight another day.,llama/prompt1,0.9714807271957391
live to fight another day,Viver para lutar outro dia.,To live to fight another day.,gemma3/prompt2,0.9765326976776121
live to fight another day,Viver para lutar outro dia,"""Live to fight another day.""",mistral/prompt3,0.9786769151687621
live to fight another day,"Viva para lutar outro dia.
","Live to fight another day.
",gemini/prompt1,0.9813617467880241
live to fight another day,"Viver para lutar outro dia.
","Live to fight another day.
",gemini/prompt2,0.9824000597000121
live to fight another day,Viver para lutar outro dia,Live to fight another day.,llama/prompt2,0.984179615974426
live to fight another day,Viver para lutar outro dia,Live to fight another day,mistral/prompt1,0.9843597412109371
live to fight another day,Viver para lutar outro dia,Live to fight another day,qwen/prompt2,0.9843597412109371
live to fight another day,Viver para lutar outro dia.,"""Live to fight another day.""",mistral/prompt2,0.9844690561294551
live to fight another day,Viver para lutar outro dia.,Live to fight another day.,gpt/prompt3,0.9853906631469721
live to fight another day,viver para lutar outro dia,"""Live to fight another day.""",gpt/prompt2,0.9854444861412041
live to fight another day,viver para lutar mais um dia,live to fight another day,gpt/prompt4,0.9888998270034791
live to fight another day,Viva para lutar noutro dia,Live to fight another day,meta/,0.9938466548919671
live to fight another day,Viva para lutar outro dia,Live to fight another day,gemmaX/,0.9961713552474971
live to fight another day,viver para lutar outro dia,live to fight another day,gpt/prompt1,0.9982019662857051
live to fight another day,viver para lutar outro dia,live to fight another day,marian/,0.9982019662857051
live to fight another day,viver para lutar outro dia,live to fight another day,qwen/prompt1,0.9982019662857051
They are sitting around the campfire.,As chamas aquecem seus círculos de histórias.,The flames warm their storytelling rings.,gemma3/prompt3,0.58537870645523
They are sitting around the campfire.,Eles estão ao redor do fogo da paixão.,They are围在热情的火堆旁. (Note: The most poetic and metaphoric translation while keeping the Chinese character structure would be: They are gathered around the flame of passion.),qwen/prompt3,0.676340579986572
They are sitting around the campfire.,Eles estão reunidos à luz bruxuleante.,They gather 'round a flickering spell.,gemma3/prompt4,0.6764009594917291
They are sitting around the campfire.,"Eles estão a tecer histórias em torno da fogueira.
",They are spinning yarns around the fire.,gemini/prompt3,0.722034513950347
They are sitting around the campfire.,Estão sentados ao redor do fogo de ervas.,Sitting around the herbs flame.,qwen/prompt4,0.786822915077209
They are sitting around the campfire.,"Estão reunidos ao redor da fogueira.
",They are gathered around the campfire of life.,gemini/prompt4,0.923070311546325
They are sitting around the campfire.,Eles estão sentados em torno da fogueira do acampamento.,Eles estão sentados em torno do fogo do acampamento.,llama/prompt3,0.9716744422912591
They are sitting around the campfire.,Eles estão sentados ao redor do fogo da tenda.,They're gathered around the campfire.,llama/prompt4,0.9756981134414671
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They're gathered around the campfire.,mistral/prompt4,0.9763518571853631
They are sitting around the campfire.,Eles estão reunidos ao redor da fogueira.,They are gathered around the hearth.,gpt/prompt3,0.980382084846496
They are sitting around the campfire.,Eles estão sentados ao redor do fogo da pista.,They are sitting around the campfire.,qwen/prompt1,0.995656847953796
They are sitting around the campfire.,Estão reunidos em volta da fogueira de acampamento.,They are gathered around the campfire.,mistral/prompt3,0.9985548257827751
They are sitting around the campfire.,"Eles estão sentados em volta da fogueira.
","They are sitting around the campfire.
",gemini/prompt1,1.0
They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
","They are sitting around the campfire.
",gemini/prompt2,1.0
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,gemma3/prompt1,1.0
They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",They are sitting around the campfire.,gemma3/prompt2,1.0
They are sitting around the campfire.,Estão sentados à volta da fogueira.,They are sitting around the fire.,gemmaX/,1.0
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,gpt/prompt1,1.0
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,gpt/prompt2,1.0
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira.,They are sitting around the campfire.,gpt/prompt4,1.0
They are sitting around the campfire.,Eles estão sentados em torno da fogueira do acampamento.,They are sitting around the campfire.,llama/prompt1,1.0
They are sitting around the campfire.,Eles estão sentados em volta da fogueira de acampamento.,They are seated around the campfire.,llama/prompt2,1.0
They are sitting around the campfire.,Estão sentados ao redor da fogueira.,They're sitting around the fire.,marian/,1.0
They are sitting around the campfire.,Eles estão sentados à volta da fogueira.,They're sitting around a fire.,meta/,1.0
They are sitting around the campfire.,Eles estão sentados ao redor da fogueira do acampamento.,They are sitting around the campfire.,mistral/prompt1,1.0
They are sitting around the campfire.,Estão sentados ao redor da fogueira.,They are sitting around the fire.,mistral/prompt2,1.0
They are sitting around the campfire.,Eles estão sentados em volta da fogueira do acampamento.,They are sitting around the campfire.,qwen/prompt2,1.0
They are visiting their friends in the city.,Eles estão batendo as botas na cidade.,They are kicking the bucket.,mistral/prompt4,0.39368665218353205
They are visiting their friends in the city.,Eles estão fazendo pousos rotativos em suas estações na cidade.,They are making rotational landings at their city stations.,qwen/prompt3,0.7200630307197571
They are visiting their friends in the city.,Eles estão batendo as botas pelos amigos na cidade.,They are kicking the bucket for their friends in the city.,qwen/prompt4,0.7443267107009881
They are visiting their friends in the city.,"Eles estão de passagem pela cidade dos amigos.
",They're just passing through Friendshipville.,gemini/prompt4,0.788044095039367
They are visiting their friends in the city.,Eles estão cortando uma escapada com os amigos na metrópole.,They're carving out a getaway with friends in the big city.,gemma3/prompt4,0.793827652931213
They are visiting their friends in the city.,Eles estão navegando a correnteza dos amigos na metrópole.,They're riding the tide of friendships through the city.,gemma3/prompt3,0.8273041248321531
They are visiting their friends in the city.,Eles estão fazendo uma visita de cortesia à cidade.,They're paying a courtesy call to the city.,llama/prompt3,0.8395287990570061
They are visiting their friends in the city.,Eles estão fazendo uma escala em casa.,Eles estão fazendo uma pausa no meio do caminho.,llama/prompt4,0.889411568641662
They are visiting their friends in the city.,"Eles estão fazendo uma visita aos corações urbanos dos amigos.
",They're paying a visit to their friends' urban hearts.,gemini/prompt3,0.920334339141845
They are visiting their friends in the city.,"""Eles estão visitando seus amigos na cidade.""","""They are checking in with their friends in the city.""",mistral/prompt3,0.9703536033630371
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They're visiting your friends in town.,marian/,0.9824000597000121
They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
","They are visiting their friends in the city.
",gemini/prompt1,0.9912000298500061
They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
","They are visiting their friends in the city.
",gemini/prompt2,0.9912000298500061
They are visiting their friends in the city.,Eles estão fazendo uma visita aos amigos na cidade.,They are paying a visit to friends in the city.,gpt/prompt3,0.9912000298500061
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,gemma3/prompt1,1.0
They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",They are visiting their friends in the city.,gemma3/prompt2,1.0
They are visiting their friends in the city.,Estão a visitar os amigos na cidade.,They're visiting friends in the city.,gemmaX/,1.0
They are visiting their friends in the city.,Eles estão visitando os amigos deles na cidade.,They are visiting their friends in the city.,gpt/prompt1,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,gpt/prompt2,1.0
They are visiting their friends in the city.,Eles estão visitando os amigos na cidade.,They are visiting friends in town.,gpt/prompt4,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,llama/prompt1,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,llama/prompt2,1.0
They are visiting their friends in the city.,Estão visitando os seus amigos na cidade.,They're visiting friends in town.,meta/,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,mistral/prompt1,1.0
They are visiting their friends in the city.,Eles estão visitando os amigos na cidade.,They are visiting friends in the city.,mistral/prompt2,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,qwen/prompt1,1.0
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,qwen/prompt2,1.0
like a fish out of water,Fazer careta,Make a face.,llama/prompt2,0.315422236919403
like a fish out of water,À vontade,"'Say what you will'

### Explicação:
'A à vontade' é uma expressão usada para dar liberdade total a alguém, permitindo que faça o que bem entender. Em inglês,'say what you will' é uma forma literária de expressar essa ideia, sugerindo que alguém pode dizer o que bem entender sem restrições.",mistral/prompt3,0.41497412323951705
like a fish out of water,Com o pé na mesa.,With your foot on the table.,mistral/prompt2,0.48072415590286205
like a fish out of water,Sair da água.,Dry land,llama/prompt4,0.564003467559814
like a fish out of water,Ser como um peixe fora d'água.,Ser como um peixe sem nadadeira.,llama/prompt3,0.8032928705215451
like a fish out of water,Fora d'água,Outofwater,qwen/prompt3,0.847416996955871
like a fish out of water,fora d'água,out of water,qwen/prompt1,0.868294119834899
like a fish out of water,Como um peixe fora d'água.,Out of water like a fish.,llama/prompt1,0.9501049518585201
like a fish out of water,fora d'água,out of the water,qwen/prompt4,0.950322031974792
like a fish out of water,Um peixe fora d'água,Like a fish out of water,mistral/prompt4,0.9892892837524411
like a fish out of water,Um peixe fora d'água.,A fish out of water.,gemma3/prompt4,0.9898333549499511
like a fish out of water,Um peixe fora d'água.,A fish out of water.,gemma3/prompt3,0.9898334741592401
like a fish out of water,Um peixe fora d'água,Fish out of water,mistral/prompt1,0.9912000298500061
like a fish out of water,como peixe fora d'água,Like a fish out of water.,gpt/prompt4,0.9979192018508911
like a fish out of water,como um peixe fora da água,like a fish out of the water,marian/,0.9989099502563471
like a fish out of water,"Como peixe fora d'água.
",Like a fish out of water.,gemini/prompt3,0.9991773366928101
like a fish out of water,"Como peixe fora d'água.
",Like a fish out of water.,gemini/prompt4,0.999177455902099
like a fish out of water,Como um peixe fora da água,Like a fish out of water,qwen/prompt2,0.9996674060821531
like a fish out of water,"Como um peixe fora d'água
","Like a fish out of water
",gemini/prompt1,1.0
like a fish out of water,"Como peixe fora d'água
","Like a fish out of water
",gemini/prompt2,1.0
like a fish out of water,Como um peixe fora d'água.,Like a fish out of water.,gemma3/prompt1,1.0
like a fish out of water,"Como um peixe fora d'água.
",Like a fish out of water.,gemma3/prompt2,1.0
like a fish out of water,como um peixe fora d'água,like a fish out of water,gemmaX/,1.0
like a fish out of water,como peixe fora d'água,like a fish out of water,gpt/prompt1,1.0
like a fish out of water,como um peixe fora d'água,like a fish out of water,gpt/prompt2,1.0
like a fish out of water,Como peixe fora d'água.,Like a fish out of water.,gpt/prompt3,1.0
like a fish out of water,Como um peixe fora d'água,Like a fish out of water,meta/,1.0
She is dancing to the music.,Ela está dançando ao ritmo da música.,Ela está saindo para dançar em um ritmo alegre.,llama/prompt4,0.780486702919006
She is dancing to the music.,Ela está dançando à música.,Ela está ao ritmo da música da vida.,llama/prompt3,0.7814720869064331
She is dancing to the music.,Ela se entrega ao ritmo.,She surrenders to the pulse.,gemma3/prompt3,0.822486877441406
She is dancing to the music.,Ela se entrega ao ritmo.,She surrenders to the pulse.,gemma3/prompt4,0.822486877441406
She is dancing to the music.,Ela está dançando com a vida.,She is dancing with life.,gpt/prompt4,0.8963537812232971
She is dancing to the music.,"Ela está no ritmo da vida.
",She's in the groove of life.,gemini/prompt4,0.9119470119476311
She is dancing to the music.,"Ela se move ao som da vida.
",She dances to the music of life.,gemini/prompt3,0.9510826468467711
She is dancing to the music.,Ela está dançando ao som da vida.,She is dancing to the rhythm of life.,gpt/prompt3,0.9633883237838741
She is dancing to the music.,Elá está dançando à música.,Ela está dançando à música.,qwen/prompt1,0.9752143025398251
She is dancing to the music.,Ela está dançando conforme a música.,She dances to the tune.,mistral/prompt4,0.978744983673095
She is dancing to the music.,Ela dança ao ritmo da música.,She dances to the tune.,meta/,0.9824000597000121
She is dancing to the music.,Ela está dançando com a música.,She is dancing with the music.,qwen/prompt3,0.9824165105819701
She is dancing to the music.,Ela está a dançar com a música.,She's dancing with the music.,marian/,0.9912000298500061
She is dancing to the music.,Ela está dançando aos ritmos da música.,She is dancing to the rhythm of the music.,qwen/prompt4,0.9993760585784911
She is dancing to the music.,"Ela está dançando ao som da música.
","She is dancing to the music.
",gemini/prompt1,1.0
She is dancing to the music.,"Ela está dançando ao som da música.
","She is dancing to the music.
",gemini/prompt2,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,gemma3/prompt1,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,gemma3/prompt2,1.0
She is dancing to the music.,Ela está dançando com a música.,She's dancing to the music.,gemmaX/,1.0
She is dancing to the music.,Ela está dançando com a música.,She is dancing to the music.,gpt/prompt1,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the sound of the music.,gpt/prompt2,1.0
She is dancing to the music.,Ela está dançando com a música.,She is dancing to the music.,llama/prompt1,1.0
She is dancing to the music.,Ela está dançando com a música.,She is dancing to the music.,llama/prompt2,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,mistral/prompt1,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the sound of the music.,mistral/prompt2,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,mistral/prompt3,1.0
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,qwen/prompt2,1.0
They have three children.,Eles têm três filhos.,"""They have three sunrises.""",mistral/prompt3,0.40047669410705505
They have three children.,Eles têm três ninharias.,They have three nothing-burgers.,llama/prompt4,0.552462458610534
They have three children.,Eles possuem três pequenos faróis de amor à navegação da vida.,They possess three small beacons of love for navigating life.,llama/prompt3,0.5625004172325131
They have three children.,Eles têm três nuvens.,They carry three clouds.,qwen/prompt3,0.5882048010826111
They have three children.,Eles têm três cherinhos.,They have three cherries on their cheeks.,qwen/prompt4,0.6134204268455501
They have three children.,A vida lhes floresceu em três sementes.,Life blossomed for them in three seeds.,gemma3/prompt3,0.664314150810241
They have three children.,Eles têm três frutos.,They bear three fruits.,gpt/prompt3,0.8272098302841181
They have three children.,"Eles têm três rebentos.
",They have three little sprouts.,gemini/prompt4,0.8468303084373471
They have three children.,Eles construíram um lar para três vidas.,They wove a nest for three souls.,gemma3/prompt4,0.900159537792205
They have three children.,"Eles têm três galhos na árvore da vida.
",They have three branches on their family tree.,gemini/prompt3,0.934039235115051
They have three children.,Eles têm três filhos.,They have three little ones.,gpt/prompt4,0.990286231040954
They have three children.,Elas têm três crianças.,They've got three children.,meta/,0.9912000298500061
They have three children.,"They have three children. traduzido como:

Eles têm três criaturas.",They have three kids.,mistral/prompt4,0.9981606006622311
They have three children.,"Eles têm três filhos.
","They have three children.
",gemini/prompt1,1.0
They have three children.,"Eles têm três filhos.
","They have three children.
",gemini/prompt2,1.0
They have three children.,Eles têm três filhos.,They have three children.,gemma3/prompt1,1.0
They have three children.,Eles têm três filhos.,They have three children.,gemma3/prompt2,1.0
They have three children.,Têm três filhos.,They have three children.,gemmaX/,1.0
They have three children.,Eles têm três filhos.,They have three children.,gpt/prompt1,1.0
They have three children.,Eles têm três filhos.,They have three children.,gpt/prompt2,1.0
They have three children.,Eles têm três filhos.,They have three children.,llama/prompt1,1.0
They have three children.,Eles têm três filhos.,They have three children.,llama/prompt2,1.0
They have three children.,Eles têm três filhos.,They have three children.,marian/,1.0
They have three children.,Eles têm três filhos.,They have three children.,mistral/prompt1,1.0
They have three children.,Eles têm três filhos.,They have three children.,mistral/prompt2,1.0
They have three children.,Eles têm três crianças.,They have three children.,qwen/prompt1,1.0
They have three children.,Eles têm três filhos.,They have three children.,qwen/prompt2,1.0
back to basics,bater as botas,'bater as botas' = 'to kick the bucket',mistral/prompt4,0.5014628171920771
back to basics,Voltar às bases,Regressar a primeira pedra,llama/prompt4,0.744156718254089
back to basics,"Voltar ao essencial.
",Stripping it back to bare bones.,gemma3/prompt3,0.8214874267578121
back to basics,"Claro. Back to basics é ""Voltar aos fundamentos"".","""Of course. Back to basics is 'Returning to the basics'.""",mistral/prompt3,0.8377833366394041
back to basics,Voltar ao essencial.,Strip things back to the bone.,gemma3/prompt4,0.84535539150238
back to basics,"De volta ao básico.
",Back to square one.,gemini/prompt4,0.9330868721008301
back to basics,>> o < < volta ao essencial,Back to the main points,meta/,0.9340991973876951
back to basics,Voltar às bases,Return to base,marian/,0.973809540271759
back to basics,Voltar às origens,"""Return to one's roots""",llama/prompt2,0.9824000597000121
back to basics,A volta às raízes,"""A Return to Roots""",llama/prompt3,0.986671328544616
back to basics,voltar às origens,return to the roots,qwen/prompt4,0.9873079657554621
back to basics, Voltar às origens,Return to the roots,qwen/prompt3,0.98949247598648
back to basics,Voltar aos princípios básicos.,"""Return to basics.""",llama/prompt1,0.9912000298500061
back to basics,De volta ao essencial.,Back to the essentials.,gpt/prompt3,0.9973145723342891
back to basics,back to basics,back to basics,gemmaX/,0.9977247714996331
back to basics,"De volta às origens.
",Back to the roots.,gemini/prompt3,0.9982028007507321
back to basics,"De volta ao básico
","Back to basics
",gemini/prompt1,1.0
back to basics,"De volta ao básico
","Back to basics
",gemini/prompt2,1.0
back to basics,De volta ao básico,Back to basics,gemma3/prompt1,1.0
back to basics,Voltar ao básico,Back to basics,gemma3/prompt2,1.0
back to basics,de volta ao básico,back to basics,gpt/prompt1,1.0
back to basics,de volta ao básico,Back to basics.,gpt/prompt2,1.0
back to basics,de volta aos fundamentos,back to basics,gpt/prompt4,1.0
back to basics,De volta aos básicos,Back to basics,mistral/prompt1,1.0
back to basics,Voltar aos fundamentos,Return to the basics,mistral/prompt2,1.0
back to basics,de volta aos fundamentos,back to the fundamentals,qwen/prompt1,1.0
back to basics,Voltar aos fundamentos,Back to basics,qwen/prompt2,1.0
She is watching a movie at the theater.,Ela se entrega à tela na penumbra do palco.,She surrenders to the screen in the hush of the stage.,gemma3/prompt4,0.63774698972702
She is watching a movie at the theater.,Ela se entrega às luzes e sombras da tela.,She surrenders to the screen's chiaroscuro.,gemma3/prompt3,0.643165707588195
She is watching a movie at the theater.,Ela está assistindo à peça no teatro.,She is kicking the bucket in the theater.,qwen/prompt4,0.6872876882553101
She is watching a movie at the theater.,Ela está assistindo uma emoção no cinema.,"Ela está assistindo uma emoção no cinema. 

(Translation: She is watching an emotion at the movies.)",llama/prompt3,0.738757371902465
She is watching a movie at the theater.,Ela está assistindo à vida na sala de projetos.,She is watching life unfold in the project room.,qwen/prompt3,0.7872490882873531
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,Ela está mergulhada em um longa-metragem.,llama/prompt4,0.8042106032371521
She is watching a movie at the theater.,"Ela está na plateia da vida, com os olhos fixos na tela.
","She's in life's audience, eyes glued to the screen.",gemini/prompt3,0.8085144758224481
She is watching a movie at the theater.,Ela está assistindo a um filme no teatro da vida.,"""She is watching a movie in the theater of life.""",gpt/prompt3,0.923672318458557
She is watching a movie at the theater.,"Ela está com os olhos grudados na tela.
",Her eyes are glued to the screen.,gemini/prompt4,0.9615017175674431
She is watching a movie at the theater.,"""Ela está assistindo a um filme no cinema.""","""She is watching a movie at the cinema.""",mistral/prompt3,0.9996812343597411
She is watching a movie at the theater.,"Ela está assistindo a um filme no cinema.
","She is watching a movie at the cinema.
",gemini/prompt1,1.0
She is watching a movie at the theater.,"Ela está assistindo a um filme no cinema.
","She is watching a movie at the cinema.
",gemini/prompt2,1.0
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,gemma3/prompt1,1.0
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,gemma3/prompt2,1.0
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,She's watching a movie at the cinema.,gemmaX/,1.0
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,gpt/prompt1,1.0
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,gpt/prompt2,1.0
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie in the theater.,gpt/prompt4,1.0
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,She is watching a movie at the cinema.,llama/prompt1,1.0
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,She is watching a movie at the cinema.,llama/prompt2,1.0
