indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
258,Trump is reasserting his role as the ultimate Zionist pawn,Trump está reafirmando seu papel como o último peão sionista.,Trump está reafirmando seu papel como o principal peão sionista.,gemini,prompt2,gemma3,prompt2,0.9629
1468,How the Obama Administration Bypassed Congress to Grant De Facto Amnesty to Young Illegals,Como a administração Obama ignorou o Congresso para conceder anistia de fato a jovens imigrantes ilegais.,Como o governo Obama driblou o Congresso para dar anistia de fato a jovens imigrantes ilegais.,gpt,prompt2,gemini,prompt4,0.9629
1621,The Warriors sign Nick Young while Dion Waiters stays in Miami,Os Warriors assinam com Nick Young enquanto Dion Waiters fica em Miami.,"Os Warriors contratam Nick Young, enquanto Dion Waiters permanece em Miami.",gpt,prompt2,gemma3,prompt2,0.9629
2466,Google sets up cloud computing data center in London,Google instala centro de dados de computação em nuvem em Londres.,O Google instala um data center de computação em nuvem em Londres.,gemini,prompt2,gemma3,prompt2,0.9629
1436,Apple is expected to unveil the iOS 11 & iPhone 8 next month,A Apple deve revelar o iOS 11 e o iPhone 8 no próximo mês.,A Apple deve desfolhar a iOS 11 & iPhone 8 no mês que vem.,gpt,prompt2,gemma3,prompt4,0.9628
2344,BOOM: Byron York explains the FusionGPS story and predicts the next big question,BOOM: Byron York explica a história da FusionGPS e prevê a próxima grande questão.,BOOM: Byron York desvenda a história da FusionGPS e antecipa a próxima bomba.,gemmaX,sem_prompt,gemma3,prompt4,0.9628
2492,Photogallery - Apple plans to build an Iowa data center that fully runs with renewable energy,Galeria de fotos - Apple planeja construir um data center em Iowa que opere totalmente com energia renovável.,Galeria de Fotos - A Apple planeja construir um centro de dados em Iowa que funcione totalmente com energia renovável.,gemini,prompt2,gpt,prompt2,0.9628
2526,Matt Groening Is Creating a New Show for Netflix,Matt Groening está criando um novo programa para a Netflix.,Matt Groening está a criar uma nova série para a Netflix,gpt,prompt2,gemmaX,sem_prompt,0.9628
78,or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,ou Por que os cortes de impostos para corporações ricas não criam empregos.,Por que cortes de impostos para corporações ricas não vão gerar empregos.,gemmaX,sem_prompt,gpt,prompt4,0.9627
78,or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,ou Por que os cortes de impostos para corporações ricas não criam empregos.,Por que cortes de impostos para corporações ricas não vão gerar empregos.,gemmaX,sem_prompt,gemini,prompt4,0.9627
1118,Friend of Joy-Anna Duggar reveals shocking secret about her pregnancy,Amiga de Joy-Anna Duggar revela segredo chocante sobre sua gravidez.,Amiga de Joy-Anna Duggar revela um segredo surpreendente sobre sua gravidez.,gemini,prompt2,gpt,prompt4,0.9627
1129,Donald Trump continues campaign rhetoric because he is unable to be presidential,Donald Trump continua com a retórica de campanha porque é incapaz de agir como um presidente.,Donald Trump continua a retórica de campanha porque não consegue assumir uma postura presidencial.,gpt,prompt2,gpt,prompt4,0.9627
1365,Trumps Spend $$5 Million Less Than Obamas on White House Salaries,Os Trumps gastaram 5 milhões de dólares a menos que os Obamas em salários na Casa Branca.,Trump gastou US$ 5 milhões a menos que Obama com salários da Casa Branca.,gemma3,prompt2,gemini,prompt2,0.9627
1429,"Seattle redistributes $230,000 of taxpayer money to political candidates in the name of “democracy”","Seattle redistribui $230.000 do dinheiro dos contribuintes para candidatos políticos em nome da ""democracia"".",Seattle repassa 230 mil dólares do dinheiro dos contribuintes a candidatos políticos em nome da “democracia”.,gemini,prompt2,gemma3,prompt4,0.9627
629,Venues across the country are banning white nationalist events after Charlottesville violence,Casas de espetáculos em todo o país estão banindo eventos de nacionalistas brancos após a violência em Charlottesville.,Locais em todo o país estão banindo eventos nacionalistas brancos após a violência em Charlottesville.,gemini,prompt2,gpt,prompt2,0.9626
707,Health insurance will cost more because of GOP tax plan,Seguro de saúde vai custar mais devido ao plano fiscal do Partido Republicano.,O seguro de saúde vai custar mais por causa do plano de impostos do GOP.,gemmaX,sem_prompt,gpt,prompt4,0.9626
1052,An ancient jawbone from a cave in Israel shows humans may have left Africa much earlier than thought,Uma mandíbula antiga encontrada em uma caverna em Israel sugere que os humanos podem ter deixado a África muito antes do que se pensava.,Um antigo maxilar de uma caverna em Israel sugere que os humanos podem ter deixado a África bem antes do que se imaginava.,gemma3,prompt2,gemma3,prompt4,0.9626
1135,Republican Collins Wants More Middle Income Help in U.S. Senate Tax Bill,Republicana Collins quer mais ajuda para a classe média no projeto de lei de impostos do Senado dos EUA.,A republicana Collins quer mais ajuda para a classe média na proposta de reforma tributária do Senado dos EUA.,gemini,prompt2,gpt,prompt2,0.9626
1563,The Cryptocurrency Phenomenon - What You Need To Know Moving Forward,O Fenômeno das Criptomoedas - O Que Você Precisa Saber para Seguir em Frente.,O Fenômeno Cripto: O Que Você Precisa Saber para Seguir em Frente.,gemini,prompt2,gemma3,prompt4,0.9626
2197,Klondex Mines new open pit estimates confirm Fire Creek as “a world class property”,"Novas estimativas de poço aberto da Klondex Mines confirmam que Fire Creek é uma ""propriedade de classe mundial.""",As novas estimativas de mina a céu aberto da Klondex confirmam Fire Creek como um patrimônio de classe mundial.,gemmaX,sem_prompt,gemma3,prompt4,0.9626
2340,"Trump's team forgot to book a hotel, so they're crashing on Hamburg's couch for the G20","A equipe de Trump esqueceu de reservar um hotel, então eles estão dormindo no sofá de Hamburgo para o G20.","A turma do Trump se esqueceu de marcar um hotel, então estão de camarote no sofá de Hamburgo para o G20.",gpt,prompt2,gemma3,prompt4,0.9626
2559,"New study finds aluminum in vaccines triggers autism, esp. in boys","Novo estudo descobre que o alumínio nas vacinas causa autismo, especialmente em meninos.","Novo estudo revela que o alumínio nas vacinas desencadeia autismo, especialmente em meninos.",gemmaX,sem_prompt,gpt,prompt2,0.9626
67,Photogallery - Friend of Joy-Anna Duggar reveals shocking secret about her pregnancy,Fotogaleria - Uma amiga de Joy-Anna Duggar revela um segredo chocante sobre a sua gravidez.,Galeria de Fotos - Amiga de Joy-Anna Duggar revela segredo bombástico sobre sua gravidez.,gemmaX,sem_prompt,gemini,prompt4,0.9625
1119,Photogallery - Fox News allegedly published a fake article in favor of Trump,Galeria de fotos - Fox News supostamente publicou um artigo falso em favor de Trump.,Galeria de fotos - A Fox News teria publicado um artigo falso a favor de Trump.,gemini,prompt2,gemma3,prompt2,0.9625
1534,Some Bernie Sanders Supporters Organize National Meeting for Purpose of Creating a Progressive Party,Alguns apoiantes de Bernie Sanders organizam reunião nacional com o objetivo de criar um partido progressista.,Alguns apoiadores de Bernie Sanders organizam reunião nacional com o propósito de criar um partido progressista.,gemmaX,sem_prompt,gpt,prompt2,0.9625
2395,A rebel shell kills 6 in Damascus shortly after Assad’s “victory” speech,"Uma bomba rebelde mata 6 em Damasco pouco depois do discurso de ""vitória"" de Assad.","Um ataque com míssil mata 6 em Damasco logo após o discurso de ""vitória"" de Assad.",gpt,prompt2,gemma3,prompt2,0.9625
668,The USS JohnMcCain has rammed another vessel off Malaysia,O USS John McCain colidiu com outro navio na costa da Malásia.,O USS John McCain colidiu com outra embarcação perto da Malásia.,gemini,prompt2,gpt,prompt2,0.9624
668,The USS JohnMcCain has rammed another vessel off Malaysia,O USS John McCain colidiu com outro navio na costa da Malásia.,O USS John McCain colidiu com outra embarcação perto da Malásia.,gemini,prompt2,gemma3,prompt2,0.9624
1709,Communist West Point grad was inspired to infiltrate military by Chelsea Manning,Graduado comunista de West Point foi inspirado a infiltrar-se no exército por Chelsea Manning.,Um graduado comunista de West Point foi instigado por Chelsea Manning a se infiltrar nas forças armadas.,gemmaX,sem_prompt,gemini,prompt4,0.9624
2226,Photogallery - Why Andy Murray tennis fans should not ignore Tim Henman's comments,Fotogaleria - Por que os fãs de tênis de Andy Murray não devem ignorar os comentários de Tim Henman.,Fotogaleria - Por que os fãs de tênis de Andy Murray não deveriam ignorar as palavras de Tim Henman.,gemmaX,sem_prompt,gemini,prompt4,0.9624
2371,Photogallery - Prince Harry and Meghan Markle are planning their wedding their way,"""Galeria de Fotos - O Príncipe Harry e Meghan Markle estão planejando seu casamento à sua maneira.""",Fotogaleria - Príncipe Harry e Meghan Markle planeiam o casamento à sua maneira,gpt,prompt2,gemmaX,sem_prompt,0.9624
2465,Photogallery - The US has the greatest number of billionaires in the world,Galeria de fotos - Os EUA têm o maior número de bilionários do mundo.,Fotogaleria - Os EUA têm o maior número de bilionários do mundo.,gemma3,prompt2,gpt,prompt2,0.9624
1351,Pope Francis Criticizes Fake News Yet The MSM Is More Guilty Than Anyone,"O Papa Francisco critica notícias falsas, mas a grande mídia é a mais culpada de todas.","Papa Francisco critica notícias falsas, mas a mídia tradicional é mais culpada do que todos.",gemma3,prompt2,gemini,prompt4,0.9623
1655,Poll: 40% Of Americans Think Global Warming Will Make Humans Go Extinct,Pesquisa: 40% dos americanos acham que o aquecimento global fará com que os humanos se extingam.,Pesquisa: 40% dos americanos acreditam que o aquecimento global levará à extinção da humanidade.,gemmaX,sem_prompt,gemma3,prompt2,0.9623
1692,Brad refuses Angelina Jolie's invitation to trick-or-treat with the kids,Brad recusa o convite de Angelina Jolie para comemorar o Dia das Bruxas com as crianças.,Brad recusa o convite de Angelina Jolie para levar as crianças para pedir doces no Halloween.,gpt,prompt2,gemini,prompt2,0.9623
621,McCarthy announces Rodgers' replacement and also signs 3rd QB,McCarthy anuncia o substituto de Rodgers e também contrata o 3º QB.,McCarthy anuncia o substituto de Rodgers e também contrata um terceiro goleiro.,gemma3,prompt2,gemini,prompt4,0.9622
640,Can Dominic Thiem be considered a title contender at the 2017 US Open?,Dominic Thiem pode ser considerado um candidato ao título no US Open de 2017?,Dominic Thiem pode ser considerado um concorrente ao título no US Open de 2017?,gemmaX,sem_prompt,gpt,prompt2,0.9621
1556,ISIS calls on Muslims to commit jihad attacks at hurricane relief centers,O ISIS conclama muçulmanos a cometer ataques jihadistas em centros de ajuda a vítimas de furacão.,O ISIS convoca muçulmanos a cometer ataques de jihad em centros de ajuda para furacões.,gemini,prompt2,gpt,prompt2,0.9621
1664,"Dear white women, there is nothing heroic about not having sex with Nazis","Queridas mulheres brancas, não há nada de heroico em não ter relações sexuais com nazistas.","Prezadas mulheres brancas, não há nada de heroico em não transar com nazistas.",gemmaX,sem_prompt,gemini,prompt2,0.9621
2242,"As Critiques of UN Peacekeeping Missions Grow, Africa Seeks Peace on its own Terms","À medida que as críticas às missões de paz da ONU aumentam, África busca a paz em seus próprios termos.","À medida que as críticas às missões de paz da ONU se intensificam, a África busca a paz nos seus próprios termos.",gemini,prompt2,gpt,prompt4,0.9621
2307,Liberal student claims access to the outdoors is now a form of white supremacy,Aluna liberal afirma que o acesso ao ar livre é agora uma forma de supremacia branca.,Estudante liberal alega que acesso à natureza é agora uma forma de supremacia branca.,gemmaX,sem_prompt,gemini,prompt2,0.9621
2486,"Why the U.S. Needs a Federal Jobs Program, Not Payouts","Por que os EUA precisam de um programa federal de empregos, não de pagamentos diretos.","Por que os EUA precisam de um programa federal de emprego, não de pagamentos",gemini,prompt2,gemmaX,sem_prompt,0.9621
575,Scaramucci: Trump loves pizza so he can’t be elitist,"Scaramucci: Trump adora pizza, por isso não pode ser elitista.","Scaramucci: Trump adora pizza, então não pode ser elitista.",gemmaX,sem_prompt,gemma3,prompt2,0.962
1580,A reporter asked Trump what his health care plan is. He didn't know,Um repórter perguntou a Trump qual era o plano de saúde dele. Ele não sabia.,Um repórter perguntou a Trump qual é o seu plano de saúde. Ele não sabia,gemma3,prompt2,gemmaX,sem_prompt,0.962
2253,Facebook says Russian-based operation spent $$150K on ads leading up to 2016 election: report,O Facebook diz que operação com sede na Rússia gastou US$ 150 mil em anúncios antes da eleição de 2016: relatório.,Facebook diz que operação com sede na Rússia gastou 150 mil dólares em anúncios que levaram às eleições de 2016: relatório,gemma3,prompt2,gemmaX,sem_prompt,0.962
2541,WHOOPS! Maybe the New York Times SHOULDN’T have fired all those copy editors,WHOOPS! Talvez o New York Times NÃO DEVERIA ter despedido todos os editores de texto.,OPS! Talvez o New York Times NÃO DEVESSE ter mandado embora todos aqueles revisores.,gemmaX,sem_prompt,gemini,prompt4,0.962
339,FedEx raises full year profit outlook after quarterly growth,FedEx eleva a previsão de lucro anual após crescimento trimestral.,FedEx eleva a previsão de lucro anual após um trimestre de ascensão.,gemma3,prompt2,gemma3,prompt4,0.9619
629,Venues across the country are banning white nationalist events after Charlottesville violence,Casas de espetáculos em todo o país estão banindo eventos de nacionalistas brancos após a violência em Charlottesville.,Locais por todo o país estão erguendo barreiras a eventos nacionalistas brancos após a violência de Charlottesville.,gemini,prompt2,gemma3,prompt4,0.9619
957,"Trump, Putin agree to ceasefire deal for south-western Syria",Trump e Putin concordam com um acordo de cessar-fogo para o sudoeste da Síria.,Trump e Putin selam um acordo de trégua para a Síria sudoeste.,gemma3,prompt2,gemma3,prompt4,0.9619
1039,"Would You Pay $$30,000 for the “World’s Most Luxurious Coloring Book”?","Você pagaria 30.000 dólares pelo ""Livro de Colorir Mais Luxuoso do Mundo""?","Você pagaria R$ 30.000 pelo ""Livro de Colorir Mais Luxuoso do Mundo""?",gpt,prompt2,gpt,prompt4,0.9619
1039,"Would You Pay $$30,000 for the “World’s Most Luxurious Coloring Book”?","Você pagaria 30.000 dólares pelo ""Livro de Colorir Mais Luxuoso do Mundo""?","Você pagaria R$ 30.000 pelo ""Livro de Colorir Mais Luxuoso do Mundo""?",gpt,prompt2,gemini,prompt4,0.9619
1129,Donald Trump continues campaign rhetoric because he is unable to be presidential,Donald Trump continua com a retórica de campanha porque é incapaz de agir como um presidente.,Donald Trump continua com a retórica de campanha porque é incapaz de ser presidencial.,gpt,prompt2,gemini,prompt2,0.9619
1509,Facebook is going to release 3000 ads used by Russians,Facebook vai divulgar 3000 anúncios usados pelos russos.,O Facebook vai soltar 3000 anúncios russos.,gemmaX,sem_prompt,gemma3,prompt4,0.9619
1701,Why did early cultures glorify only Venus as a goddess?,Por que culturas antigas glorificavam apenas Vênus como deusa?,Por que as primeiras culturas entronizaram apenas Vênus como deusa?,gemini,prompt2,gemma3,prompt4,0.9619
2522,"McCain thanks supporters, shows that he still has a sense of humor",McCain agradece aos apoiantes e mostra que ainda tem sentido de humor.,"McCain agradece aos apoiadores, mostrando que ainda tem bom humor.",gemmaX,sem_prompt,gpt,prompt4,0.9619
549,Mexico City archdiocese counters allegations of sex abuse cover up,Arquidiocese da Cidade do México refuta alegações de encobrimento de abuso sexual.,Arquidiocese do México se defende de acusações de acobertar casos de abuso sexual.,gpt,prompt2,gemma3,prompt4,0.9618
2178,Egypt isn’t the country with the most Pyramids in the world—Sudan has more than 250,O Egito não é o país com mais pirâmides no mundo — o Sudão tem mais de 250.,O Egito não é o país com o maior número de pirâmides do mundo – o Sudão tem mais de 250.,gemini,prompt2,gemma3,prompt2,0.9618
1354,Photogallery - Sony is reducing the prices of its PlayStation VR bundles,Galeria de fotos - Sony está reduzindo os preços de seus pacotes PlayStation VR.,Photogallery - A Sony está reduzindo os preços de seus pacotes do PlayStation VR.,gemma3,prompt2,gpt,prompt2,0.9617
629,Venues across the country are banning white nationalist events after Charlottesville violence,Casas de espetáculos em todo o país estão banindo eventos de nacionalistas brancos após a violência em Charlottesville.,Palcos por todo o país estão fechando as portas para eventos de supremacistas brancos após a violência em Charlottesville.,gemini,prompt2,gemini,prompt4,0.9616
2273,Trump sharply criticizes China while Melania is still there,Trump critica duramente a China enquanto Melania ainda está presente.,Trump critica duramente a China enquanto Melania ainda está lá.,gemma3,prompt2,gemini,prompt2,0.9616
2548,Fox News's Sean Hannity is threatening to sue the former Obama administration bigtime,Sean Hannity da Fox News está a ameaçar processar a antiga administração Obama.,Sean Hannity da Fox News está ameaçando processar a antiga administração Obama em grande estilo.,gemmaX,sem_prompt,gemma3,prompt2,0.9616
323,Russia marking day of defeat of Nazi forces | TASS,Rússia marca o dia da derrota das forças nazistas | TASS.,Rússia celebra o dia da derrota das forças nazistas | TASS,gemma3,prompt2,gemini,prompt2,0.9615
323,Russia marking day of defeat of Nazi forces | TASS,Rússia marca o dia da derrota das forças nazistas | TASS.,Rússia celebra o dia da derrota das forças nazistas | TASS,gemma3,prompt2,gemmaX,sem_prompt,0.9615
695,"Trump officials ignored ethics rules, creating 'ethical crises' that are still going on","Funcionários de Trump ignoraram regras éticas, criando ""crises éticas"" que ainda estão em curso.","Funcionários de Trump ignoraram as regras de ética, criando 'crises éticas' que ainda estão ocorrendo.",gemmaX,sem_prompt,gpt,prompt2,0.9615
995,Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,Manafort usou e-mail da campanha de Trump para se comunicar com um contato ucraniano.,Manafort usou e-mail da campanha de Trump para se corresponder com contato ucraniano.,gemma3,prompt2,gemini,prompt2,0.9615
1140,Jennifer Lopez Wants to Leave Her New York Penthouse Behind,Jennifer Lopez quer deixar seu penthouse em Nova York para trás.,Jennifer Lopez quer deixar sua cobertura em Nova York para trás.,gpt,prompt2,gemini,prompt2,0.9615
2170,Broncos' Brock Osweiler would be replacing Trevor Siemian as the starter,Brock Osweiler dos Broncos substituiria Trevor Siemian como titular.,'Broncos' Brock Osweiler substituiria Trevor Siemian como titular.,gemmaX,sem_prompt,gpt,prompt2,0.9615
2420,"Microsoft’s Internet Explorer browser poses security concerns, says bug hunter","O navegador Internet Explorer da Microsoft apresenta preocupações de segurança, diz caçador de bugs.","O navegador Internet Explorer da Microsoft apresenta problemas de segurança, afirma um caçador de bugs",gemma3,prompt2,gemmaX,sem_prompt,0.9615
2421,Megyn Kelly tells Seth Myers that she doesn't miss talking to politicians,Megyn Kelly diz a Seth Myers que não sente falta de conversar com políticos.,Megyn Kelly diz a Seth Myers que não sente falta de falar com políticos,gemini,prompt2,gemmaX,sem_prompt,0.9615
2443,Israeli spies found Russians using Kaspersky software for hacks — and warned US two years ago,Espiões israelenses descobriram que russos usavam software da Kaspersky para ataques — e alertaram os EUA dois anos atrás.,Agentes de inteligência israelenses descobriram que russos usavam software Kaspersky para ataques cibernéticos — e alertaram os EUA há dois anos.,gemini,prompt2,gemma3,prompt2,0.9615
2492,Photogallery - Apple plans to build an Iowa data center that fully runs with renewable energy,Galeria de fotos - Apple planeja construir um data center em Iowa que opere totalmente com energia renovável.,Galeria de Fotos - A Apple planeja construir um centro de dados em Iowa que funcionará completamente com energia renovável.,gemini,prompt2,gpt,prompt4,0.9615
569,Why climate change is creating a new generation of child brides,Por que as alterações climáticas estão a criar uma nova geração de noivas-crianças.,Por que a mudança climática está criando uma nova geração de noivas-mirins.,gemmaX,sem_prompt,gemini,prompt2,0.9614
959,"‘WTF is going on’? Paul Manafort is suing Rod Rosenstein, Robert Mueller, AND the DOJ","""O que diabos está acontecendo? Paul Manafort está processando Rod Rosenstein, Robert Mueller e o DOJ.""","""Que diabos está acontecendo? Paul Manafort está processando Rod Rosenstein, Robert Mueller e o Departamento de Justiça.""",gpt,prompt2,gemma3,prompt2,0.9614
2299,7 Ways a Design Kit or Template Can Save Your Project,7 Maneiras que um Kit ou Template de Design Pode Salvar Seu Projeto.,7 Maneiras de um Kit de Design ou Modelo Pode Salvar Seu Projeto,gemini,prompt2,gpt,prompt2,0.9614
2303,"Mr. President, the Tax Plan Needs a Big Fix!","Senhor Presidente, o Plano Fiscal Precisa de uma Grande Reforma!","Sr. Presidente, o Plano Tributário Precisa de um Grande Conserto!",gemmaX,sem_prompt,gemini,prompt2,0.9614
2540,How social media has transformed the way businesses interact with customers,Como as redes sociais transformaram a maneira como as empresas interagem com os clientes.,Como as redes sociais transformaram a forma como as empresas interagem com os clientes.,gpt,prompt2,gemma3,prompt2,0.9614
193,California man who scaled White House fence in March was sentenced Monday,Homem da Califórnia que escalou a cerca da Casa Branca em março foi condenado na segunda-feira.,Homem da Califórnia que escalou a cerca da Casa Branca em março foi sentenciado nesta segunda.,gemmaX,sem_prompt,gemma3,prompt4,0.9613
995,Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,Manafort usou e-mail da campanha de Trump para se comunicar com um contato ucraniano.,Manafort usou o e-mail da campanha de Trump para trocar mensagens com um contato ucraniano.,gemma3,prompt2,gemini,prompt4,0.9613
1377,Trump administration lied when it said DHS had vetted their bogus and racist terror report,A administração Trump mentiu quando disse que o DHS havia verificado seu relatório terrorista falso e racista.,Administração Trump mentiu ao dizer que o DHS tinha analisado o seu relatório de terrorismo falso e racista,gemini,prompt2,gemmaX,sem_prompt,0.9613
1554,Man shot by Chicago police officer is awarded $$44.7 million,"Homem baleado por policial de Chicago recebe US$ 44,7 milhões.","Homem baleado por policial de Chicago recebe indenização de US$ 44,7 milhões.",gemma3,prompt2,gemini,prompt2,0.9613
2261,"Alabama sends a strong message: Democrats need to invest in black voters, not take them for granted","Alabama envia uma mensagem forte: os democratas precisam investir em eleitores negros, não considerá-los como garantidos.","Alabama manda um recado forte: os democratas precisam investir nos eleitores negros, e não apenas contar com eles.",gemmaX,sem_prompt,gpt,prompt4,0.9613
2353,Scarborough: Ted Cruz Should Tell His Donors To ‘Go Straight To Hell’ [VIDEO],"Scarborough: Ted Cruz deveria dizer aos seus doadores para ""irem direto para o inferno"" [VÍDEO].","Scarborough: Ted Cruz deveria mandar seus doadores ""pro quinto dos infernos"" [VÍDEO]",gemini,prompt2,gemini,prompt4,0.9613
708,Anyone watch Sunday Pro Football? If so which team is your favorite?,"Alguém assiste ao futebol americano no domingo? Se sim, qual é o seu time favorito?","Alguém assistiu ao futebol profissional de domingo? Se sim, qual é o seu time favorito?",gpt,prompt2,gemma3,prompt2,0.9612
1136,Historians explain the difference between George Washington and Confederate monuments,Historiadores explicam a diferença entre George Washington e monumentos confederados.,Historiadores esclarecem a distância entre George Washington e os monumentos confederados.,gemmaX,sem_prompt,gemma3,prompt4,0.9612
2436,United States Supreme Court rejected stay of execution for Mexican national,Suprema Corte dos Estados Unidos rejeitou suspensão da execução para cidadão mexicano.,O Supremo Tribunal dos Estados Unidos rejeitou o pedido de suspensão da execução de um nacional mexicano.,gemini,prompt2,gpt,prompt2,0.9612
2456,"Voters oppose Trump's air traffic control privatization plan, poll finds","Eleitores se opõem ao plano de privatização do controle de tráfego aéreo de Trump, revela pesquisa.","Eleitores opõem-se ao plano de privatização do controlo de tráfego aéreo de Trump, segundo sondagem",gemini,prompt2,gemmaX,sem_prompt,0.9612
2520,"Long Before the New York Attack, FBI Agents Were Targeting Uzbek Immigrants","Muito antes do ataque de Nova York, agentes do FBI estavam mirando imigrantes uzbeques.","Muito antes do ataque em Nova York, agentes do FBI miravam imigrantes uzbeques.",gpt,prompt2,gemini,prompt2,0.9612
2520,"Long Before the New York Attack, FBI Agents Were Targeting Uzbek Immigrants","Muito antes do ataque de Nova York, agentes do FBI estavam mirando imigrantes uzbeques.","Muito antes do ataque em Nova York, agentes do FBI miravam imigrantes uzbeques.",gpt,prompt2,gemma3,prompt4,0.9612
9,Not Good: Airforce is preparing B-52's to return to 24 hr alert.,Não é bom: A Força Aérea está preparando os B-52 para retornar ao estado de alerta de 24 horas.,Não é bom: a Força Aérea está a preparar os B-52 para regressarem ao alerta de 24 horas.,gemma3,prompt2,gemmaX,sem_prompt,0.9611
629,Venues across the country are banning white nationalist events after Charlottesville violence,Casas de espetáculos em todo o país estão banindo eventos de nacionalistas brancos após a violência em Charlottesville.,Locais em todo o país estão proibindo eventos de nacionalistas brancos após a violência em Charlottesville.,gemini,prompt2,gemma3,prompt2,0.9611
239,"ADHD drug use has skyrocketed 345% among young women in 12 years according to the CDC, increasing birth defects","O uso de medicamentos para o TDAH disparou 345% entre as jovens em 12 anos, de acordo com o CDC, aumentando os defeitos de nascimento.","O uso de medicamentos para TDAH disparou 345% entre mulheres jovens em 12 anos, segundo o CDC, aumentando as malformações congênitas.",gemmaX,sem_prompt,gpt,prompt4,0.961
1127,Every Republican should know Dictionary.com's 2017 Word of the Year,Todo republicano deveria conhecer a Palavra do Ano de 2017 do Dictionary.com.,Todo republicano deveria saber a Palavra do Ano de 2017 do Dictionary.com.,gemmaX,sem_prompt,gpt,prompt2,0.961
1135,Republican Collins Wants More Middle Income Help in U.S. Senate Tax Bill,Republicana Collins quer mais ajuda para a classe média no projeto de lei de impostos do Senado dos EUA.,Republicano Collins quer mais ajuda aos rendimentos médios no projeto de lei fiscal do Senado dos EUA,gemini,prompt2,gemmaX,sem_prompt,0.961
1343,Nebraska regulator to announce Keystone XL permit decision on November 20,Regulador de Nebraska anunciará decisão sobre a licença do Keystone XL em 20 de novembro.,Regulador de Nebraska anunciará decisão sobre a permissão do Keystone XL no dia 20 de novembro.,gemini,prompt2,gpt,prompt4,0.961
1623,Why You Need to Pay Attention to The SITSA Act,Por que você precisa prestar atenção à Lei SITSA.,Por que você deve ficar de olho na Lei SITSA.,gemmaX,sem_prompt,gpt,prompt4,0.961
1627,McCain tells Clinton to ‘shut up’ like he did,"McCain diz a Clinton para ""calar a boca"", tal como ele fez.","McCain diz a Clinton para ""calar a boca"" como fez antes.",gemmaX,sem_prompt,gemma3,prompt2,0.961
957,"Trump, Putin agree to ceasefire deal for south-western Syria",Trump e Putin concordam com um acordo de cessar-fogo para o sudoeste da Síria.,Trump e Putin selam um tratado de trégua para o sudoeste da Síria.,gemma3,prompt2,gpt,prompt4,0.9609
1636,Japanese Princess Mako leaves royal status after marrying a commoner,Princesa japonesa Mako deixa o estatuto real após casar com um plebeu.,A princesa Mako do Japão deixa o status real após se casar com um plebeu.,gemmaX,sem_prompt,gpt,prompt4,0.9609
2226,Photogallery - Why Andy Murray tennis fans should not ignore Tim Henman's comments,Fotogaleria - Por que os fãs de tênis de Andy Murray não devem ignorar os comentários de Tim Henman.,Galeria de fotos - Por que os fãs de tênis de Andy Murray não devem ignorar os comentários de Tim Henman.,gemmaX,sem_prompt,gpt,prompt2,0.9609
2548,Fox News's Sean Hannity is threatening to sue the former Obama administration bigtime,Sean Hannity da Fox News está a ameaçar processar a antiga administração Obama.,Sean Hannity da Fox News está ameaçando processar a antiga administração Obama com força total.,gemmaX,sem_prompt,gpt,prompt4,0.9609
569,Why climate change is creating a new generation of child brides,Por que as alterações climáticas estão a criar uma nova geração de noivas-crianças.,Por que a mudança climática está criando uma nova geração de meninas forçadas ao casamento.,gemmaX,sem_prompt,gpt,prompt2,0.9608
569,Why climate change is creating a new generation of child brides,Por que as alterações climáticas estão a criar uma nova geração de noivas-crianças.,Por que as mudanças climáticas estão desposando uma nova geração de noivas-crianças.,gemmaX,sem_prompt,gemini,prompt4,0.9608
1605,Matt Ryan leads Falcons to 23-17 win over Chicago Bears,Matt Ryan leva os Falcons a uma vitória de 23-17 sobre os Chicago Bears.,Matt Ryan conduz os Falcons à vitória por 23 a 17 sobre os Chicago Bears.,gemmaX,sem_prompt,gemma3,prompt4,0.9608
1687,Trump defends Roy Moore by saying 'Access Hollywood' tape could be fake,"Trump defende Roy Moore dizendo que a gravação do ""Access Hollywood"" pode ser falsa.",Trump defende Roy Moore ao dizer que a fita do 'Access Hollywood' pode ser falsa.,gemmaX,sem_prompt,gpt,prompt4,0.9608
2221,Kentuckians bring first suit against Trump's Medicaid work requirements,Kentuckianos entram com a primeira ação judicial contra os requisitos de trabalho do Medicaid de Trump.,Moradores do Kentucky movem primeira ação judicial contra as exigências de trabalho no Medicaid de Trump.,gemma3,prompt2,gemini,prompt2,0.9608
1487,Trump administration wants to make it harder for lawmakers to assist their immigrant constituents,A administração Trump quer tornar mais difícil para os legisladores ajudarem seus constituintes imigrantes.,O governo Trump quer dificultar a assistência dos legisladores a seus eleitores imigrantes.,gpt,prompt2,gemini,prompt2,0.9607
