indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil
723,Medical marijuana is helping people for many more health problems than just pain,A maconha medicinal está ajudando as pessoas com muitos mais problemas de saúde do que apenas a dor,0,gemmaX,sem_prompt,0.9983,1.0,0.9634339213371277,1.0314106941223145,Q1
766,Fourth U.S. Soldier Is Found Dead After Ambush in Niger,Quarto soldado americano é encontrado morto após emboscada no Níger.,0,gemma3,prompt2,0.988,1.0,0.929533839225769,1.034582257270813,Q1
918,Tesla installs world’s largest lithium-ion battery in South Australia,Tesla instala a maior bateria de iões de lítio do mundo na Austrália do Sul,0,gemmaX,sem_prompt,1.0116,1.0,0.9651529788970947,1.0695456266403198,Q1
925,75 Percent of Reishi Supplements Don’t Actually Contain Reishi Mushroom,75% dos suplementos de Reishi na verdade não contêm cogumelo Reishi.,0,gpt,prompt2,0.9924,1.0,0.9147577881813049,1.062573790550232,Q1
927,Hurricane Irma Forces Yankees to Play Tampa Bay Rays at Citi Field,O furacão Irma força os Yankees a jogar contra o Tampa Bay Rays no Citi Field.,0,gemini,prompt2,0.9671,1.0,0.8920398950576782,1.0092799663543701,Q2
928,Manafort accused of lying to bankruptcy court — by his own son-in-law,Manafort acusado de mentir ao tribunal de falências — pelo seu próprio genro,0,gemmaX,sem_prompt,0.978,0.9995774030685425,0.9709914326667786,0.9633989334106445,Q2
929,Top DHS official resigns over past racist remarks...and I have a question...,Um alto funcionário do DHS renuncia devido a comentários racistas do passado... e eu tenho uma pergunta...,0,gpt,prompt2,0.9816,1.0,0.9352434277534485,1.0097061395645142,Q1
931,There Are People Who WANT To Be Micro Chipped,Há pessoas que QUEREM ser microchipadas.,0,gpt,prompt2,1.0038,1.0,0.8981707096099854,1.113083004951477,Q1
932,I'm Writing a Book About Andrew Cuomo (So You Don't Have To),Estou escrevendo um livro sobre Andrew Cuomo (para que você não precise).,0,gemini,prompt2,0.9655,1.0,0.9130688905715942,0.9833081960678101,Q2
937,Bachelorette' star Chad Johnson reveals new woman in his life,"Estrela de ""The Bachelorette"", Chad Johnson revela nova mulher em sua vida.",0,gemini,prompt2,0.9731,0.9912000298500061,0.9408497214317322,0.9871333837509155,Q2
941,"""I'm not rich,"" said the lawyer to the nurse, ""so we don't need campaign finance reform.""","""Eu não sou rico,"" disse o advogado à enfermeira, ""então não precisamos de reforma no financiamento de campanhas.""",0,gpt,prompt2,1.006,1.0,0.9667854905128479,1.0512762069702148,Q1
942,WATCH: Mitch McConnell condemns another Republican senator for sexual misconduct in 1995,ASSISTA: Mitch McConnell condena outro senador republicano por má conduta sexual em 1995.,0,gemma3,prompt2,0.9809,0.9912000298500061,0.9610444903373718,0.9905332922935486,Q1
945,There is no reason for the health insurance industry to exist,Não há razão para a indústria de seguros de saúde existir.,0,gemini,prompt2,1.0121,1.0,0.9707029461860657,1.0657271146774292,Q1
947,Google employees plotted with Antifa terror groups to wage violent revolution to overthrow President Trump,Funcionários do Google conspiraram com grupos terroristas Antifa para promover uma revolução violenta para derrubar o presidente Trump.,0,gemini,prompt2,0.9756,1.0,0.9408770203590393,0.9859088659286499,Q2
953,What Can Tony Robbins Teach Us About Mass Shootings?,O que Tony Robbins pode nos ensinar sobre tiroteios em massa?,0,gemini,prompt2,1.0047,1.0,0.9380930066108704,1.0758835077285767,Q1
954,Trump tries to change the subject from 'he knew what he signed up for' to uranium,Trump tenta mudar de assunto de 'ele sabia o que estava assinando' para urânio.,0,gpt,prompt2,0.9673,0.9693316221237183,0.9207459092140198,1.011955738067627,Q2
955,Fired TV Reporter: I’ve Received Thousands of ‘Sexual and Violent’ Threats,"Repórter de TV despedida: recebi milhares de ameaças ""sexuais e violentas""",0,gemmaX,sem_prompt,0.9636,1.0,0.89383465051651,0.9970730543136597,Q2
957,"Trump, Putin agree to ceasefire deal for south-western Syria",Trump e Putin concordam com um acordo de cessar-fogo para o sudoeste da Síria.,0,gemma3,prompt2,1.0099,1.0,0.9485405087471008,1.081061840057373,Q1
959,"‘WTF is going on’? Paul Manafort is suing Rod Rosenstein, Robert Mueller, AND the DOJ","O que diabos está acontecendo? Paul Manafort está processando Rod Rosenstein, Robert Mueller e o DOJ.",0,gpt,prompt2,0.9934,1.0,0.9403528571128845,1.0399835109710693,Q1
962,Jeff Sessions just put a military general in charge of our federal prison system,Jeff Sessions acaba de colocar um general militar no comando do nosso sistema prisional federal.,0,gemma3,prompt2,0.9962,1.0,0.9694181680679321,1.0193144083023071,Q1
992,Josh Duggar may be replacing Derick Dillard on ‘Counting On’,Josh Duggar pode estar substituindo Derick Dillard em 'Counting On'.,0,gemma3,prompt2,0.9888,0.9840136170387268,0.9533356428146362,1.0290635824203491,Q1
995,Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,Manafort usou e-mail da campanha de Trump para se comunicar com um contato ucraniano.,0,gemma3,prompt2,0.9728,1.0,0.8946443200111389,1.0238981246948242,Q2
996,Roy Moore reveals frightening reality: Many Evangelicals agree with and encourage child predation,Roy Moore revela uma realidade assustadora: muitos evangélicos concordam e incentivam a predação infantil.,0,gpt,prompt2,0.9829,1.0,0.9541552662849426,0.9944924116134644,Q1
1033,Poll: George W. Bush’s favorability rating has nearly doubled since he left office,Pesquisa: O índice de aprovação de George W. Bush quase dobrou desde que deixou o cargo.,0,gemma3,prompt2,0.9677,1.0,0.9489666819572449,0.9539867639541626,Q2
1035,‘30 Rock’ and ‘Friday Night Lights’ Are Leaving Netflix in October,30 Rock’ e ‘Friday Night Lights’ estão saindo da Netflix em outubro.,0,gemini,prompt2,1.0036,1.0,0.945711076259613,1.065078616142273,Q1
1038,David Beckham Shows Off a Perfectly Accessorized Summer Suit,David Beckham Exibe um Terno de Verão Perfeitamente Acessoriado.,0,gemma3,prompt2,0.9668,0.9924904108047485,0.9525582194328308,0.9552510976791382,Q2
1039,"Would You Pay $$30,000 for the “World’s Most Luxurious Coloring Book”?","Você pagaria 30.000 dólares pelo ""Livro de Colorir Mais Luxuoso do Mundo""?",0,gpt,prompt2,0.9999,1.0,0.9219233393669128,1.0777584314346313,Q1
1040,2017 Data: Pew Reports 60% of Young Americans Use Online Streaming as Primary Way to Watch TV,Dados de 2017: Pew Reports revela que 60% dos jovens americanos usam streaming online como principal forma de assistir TV.,0,gemma3,prompt2,0.979,1.0,0.9005596041679382,1.0363409519195557,Q2
1042,Canada’s Justin Trudeau awards millions to convicted terrorist and war criminal,Justin Trudeau do Canadá concede milhões a terrorista condenado e criminoso de guerra,0,gemmaX,sem_prompt,0.9715,0.9912000298500061,0.9491249918937683,0.974223256111145,Q2
1043,Study Reveals Stunning Truth About The Environmental Impacts Of Tobacco,Estudo Revela Verdade Chocante Sobre os Impactos Ambientais do Tabaco,0,gemini,prompt2,0.9749,1.0,0.9418383836746216,0.9829114675521851,Q2
1045,Roger Stone is right: Trump needs to demand a Uranium One investigation now,Roger Stone está certo: Trump precisa exigir uma investigação sobre a Uranium One agora.,0,gpt,prompt2,0.9937,1.0,0.9529808163642883,1.0282385349273682,Q1
1046,"Days of Our Lives' spoilers: Ben returns, reveals stunning news about Will",Days of Our Lives: Ben regressa e revela notícias surpreendentes sobre Will,0,gemmaX,sem_prompt,0.9755,0.9913212060928345,0.9078180193901062,1.0274087190628052,Q2
1048,Photogallery - Josh Duggar may be replacing Derick Dillard on ‘Counting On’,Galeria de fotos - Josh Duggar pode estar substituindo Derick Dillard em 'Counting On'.,0,gpt,prompt2,0.9643,0.9654472470283508,0.9361735582351685,0.9913536310195923,Q2
1049,Alabama Republican Rep. Rogers DESTROYED Key Hurricane Monitoring Satellite,O deputado republicano do Alabama Rogers DESTRUIU o satélite de monitorização de furacões,0,gemmaX,sem_prompt,0.9655,0.9891541004180908,0.8760186433792114,1.0313193798065186,Q2
1050,Public Distrust in Vaccine Safety Is Becoming a Public Relations Crisis,A desconfiança pública na segurança das vacinas está se tornando uma crise de relações públicas.,0,gpt,prompt2,0.9809,1.0,0.9067237973213196,1.0359078645706177,Q1
1051,President Trump asks Congress for $7.9 billion down payment for Harvey relief,"O Presidente Trump solicita ao Congresso US$ 7,9 bilhões como adiantamento para o auxílio às vítimas do Harvey.",0,gemma3,prompt2,0.9673,1.0,0.916361927986145,0.9854273200035095,Q2
1052,An ancient jawbone from a cave in Israel shows humans may have left Africa much earlier than thought,Uma mandíbula antiga encontrada em uma caverna em Israel sugere que os humanos podem ter deixado a África muito antes do que se pensava.,0,gemma3,prompt2,0.9824,1.0,0.9254517555236816,1.0218857526779175,Q1
1053,How US Tries to Link Iran to Al Qaeda,Como os EUA Tentam Ligar o Irã à Al Qaeda,0,gemini,prompt2,1.0064,1.0,0.9692831039428711,1.0497757196426392,Q1
1067,#TrumpRussia ...Kushner's firm was given $285M Deutsche Bank loan a month before Election Day,#TrumpRússia ...A empresa de Kushner recebeu um empréstimo de $285 milhões do Deutsche Bank um mês antes do dia da eleição.,0,gemini,prompt2,0.9834,1.0,0.9159219264984131,1.034347414970398,Q1
1068,Did they think we wouldn't notice? Senate Republicans exempt themselves from parts of Trumpcare,Eles achavam que não notaríamos? Republicanos do Senado isentam a si próprios de partes do Trumpcare.,0,gemma3,prompt2,0.9901,0.999539852142334,0.9424452185630798,1.0282272100448608,Q1
1074,Google Play Apps May Have Infected Phones With Malware,Apps do Google Play podem ter infectado telemóveis com malware,0,gemmaX,sem_prompt,0.9931,1.0,0.9334010481834412,1.0459932088851929,Q1
1075,Anita Hill Wants Women In Tech To Sue Their Employers,Anita Hill quer que mulheres na tecnologia processem seus empregadores.,0,gpt,prompt2,0.9862,1.0,0.8591375946998596,1.0996006727218628,Q1
1081,Russian billionaire insists Trump Tower meeting not about Clinton,Bilionário russo insiste que reunião na Trump Tower não foi sobre Clinton,0,gemmaX,sem_prompt,1.0127,0.9912000298500061,0.9653704762458801,1.0816352367401123,Q1
1084,Halloween Terror 2017 has changed the future of 'Overwatch' loot boxes forever,"O Halloween Terror 2017 mudou para sempre o futuro das caixas de loot de ""Overwatch""",0,gemmaX,sem_prompt,0.9782,1.0,0.9385027885437012,0.9959957003593445,Q2
1085,Grigor Dimitrov wins the 2017 Cincinnati Masters over Nick Kyrgios,Grigor Dimitrov vence o Masters de Cincinnati de 2017 sobre Nick Kyrgios.,0,gemma3,prompt2,1.0072,1.0,0.9399827718734741,1.0816987752914429,Q1
1086,Man accused of killing Richard Collins III is not being charged with a hate crime. Why not?,Homem acusado de matar Richard Collins III não está sendo acusado de crime de ódio. Por quê?,0,gemini,prompt2,0.9876,1.0,0.9527729749679565,1.0101550817489624,Q1
1090,Christians Provide More Aid To Hurricane Victims Than FEMA,Os cristãos oferecem mais ajuda às vítimas de furacões do que a FEMA.,0,gpt,prompt2,0.9731,1.0,0.8997711539268494,1.0196584463119507,Q2
1091,ISIS threatens Britain’s Prince George on messaging app Telegram,ISIS ameaça o príncipe George da Grã-Bretanha na aplicação de mensagens Telegram,0,gemmaX,sem_prompt,0.9918,1.0,0.9609980583190918,1.0144517421722412,Q1
1092,Melissa McCarthy Wins Emmy for Her Portrayal of Sean Spicer,Melissa McCarthy ganha Emmy por sua interpretação de Sean Spicer.,0,gpt,prompt2,0.9727,0.9824000597000122,0.9261894822120667,1.0094650983810425,Q2
1093,Photogallery - J.R. Smith says LeBron James is leaving the Cleveland Cavaliers,Fotogaleria - J.R. Smith diz que LeBron James está a deixar os Cleveland Cavaliers,0,gemmaX,sem_prompt,0.9881,1.0,0.9615998864173889,1.0027668476104736,Q1
1094,Rafael Nadal Wins the U.S. Open for His 16th Grand Slam Title,"Rafael Nadal conquista o US Open, seu 16º título de Grand Slam.",0,gemini,prompt2,0.9964,1.0,0.93668532371521,1.0523861646652222,Q1
1095,Google’s Eric Schmidt admits political censorship of search results,Eric Schmidt da Google admite censura política dos resultados de busca,0,gemmaX,sem_prompt,1.0056,1.0,0.9750569462776184,1.0418363809585571,Q1
1097,Justin Bieber cancels tour to have sustainable career and lifestyle,Justin Bieber cancela turnê para ter uma carreira e estilo de vida sustentáveis.,0,gpt,prompt2,0.9785,1.0,0.947801411151886,0.9876300692558289,Q2
1108,How a simple clerical error led to this DACA recipient losing her protections,Como um simples erro clerical levou essa beneficiária do DACA a perder suas proteções.,0,gpt,prompt2,0.979,1.0,0.9405788779258728,0.9965600371360779,Q2
1110,"SpaceX’s Big Rocket, the Falcon Heavy, Finally Reaches the Launchpad","O grande foguete da SpaceX, o Falcon Heavy, finalmente chega à plataforma de lançamento.",0,gemma3,prompt2,0.98,1.0,0.919186532497406,1.020708441734314,Q2
1111,Democratic Senators Accepted Thousands From Tony Podesta For 2018 Campaigns,Senadores democratas aceitaram milhares de dólares de Tony Podesta para as campanhas de 2018,0,gemmaX,sem_prompt,0.9654,1.0,0.8843303918838501,1.0118340253829956,Q2
1114,"Is Your Coffee Killing You? Over 1,500 Chemicals Found In One Cup",Seu café está te matando? Mais de 1.500 químicos encontrados em uma xícara.,0,gpt,prompt2,0.9675,1.0,0.8961630463600159,1.0064622163772583,Q2
1115,Hurricane Nate Could Cause Nearly $$4 Billion In Damage Along Gulf Coast,Furacão Nate pode causar quase US$ 4 bilhões em danos ao longo da Costa do Golfo.,0,gemini,prompt2,0.9733,1.0,0.900821328163147,1.0190181732177734,Q2
1118,Friend of Joy-Anna Duggar reveals shocking secret about her pregnancy,Amiga de Joy-Anna Duggar revela segredo chocante sobre sua gravidez.,0,gemini,prompt2,0.9893,1.0,0.935969889163971,1.0318156480789185,Q1
1119,Photogallery - Fox News allegedly published a fake article in favor of Trump,Galeria de fotos - Fox News supostamente publicou um artigo falso em favor de Trump.,0,gemini,prompt2,0.9946,1.0,0.9498822093009949,1.0340279340744019,Q1
1120,Kim Kardashian flaunts her weight loss success in a bikini,Kim Kardashian ostenta o seu sucesso na perda de peso num biquíni,0,gemmaX,sem_prompt,0.971,1.0,0.9768800735473633,0.9362128376960754,Q2
1123,Congress Paid $265K in Sexual Harassment Claims Over Last Decade,Congresso pagou 265 mil dólares em queixas por assédio sexual na última década,0,gemmaX,sem_prompt,0.9739,1.0,0.9195577502250671,1.002138376235962,Q2
1124,Harvey Weinstein loses The Weinstein Company amid sexual assault allegations,Harvey Weinstein perde a The Weinstein Company em meio a acusações de agressão sexual.,0,gemma3,prompt2,0.983,1.0,0.9567959904670715,0.9921869039535522,Q1
1127,Every Republican should know Dictionary.com's 2017 Word of the Year,Todo republicano deveria conhecer a Palavra do Ano de 2017 do Dictionary.com,0,gemmaX,sem_prompt,0.9994,1.0,0.9715318083763123,1.0267740488052368,Q1
1128,You’ll Never Guess Where Kate Middleton Is Spending Halloween,Você nunca vai adivinhar onde Kate Middleton vai passar o Halloween.,0,gemini,prompt2,0.9949,1.0,0.9327906966209412,1.0518450736999512,Q1
1129,Donald Trump continues campaign rhetoric because he is unable to be presidential,Donald Trump continua com a retórica de campanha porque é incapaz de agir como um presidente.,0,gpt,prompt2,0.9713,1.0,0.8605879545211792,1.0533483028411865,Q2
1133,"Trump has tried to stop the Russia investigation again, and again, and again","Trump tentou parar a investigação da Rússia de novo, e de novo, e de novo.",0,gpt,prompt2,0.973,0.9824000597000122,0.9494220018386841,0.9872539639472961,Q2
1134,Cobie Smulders and Taran Killam Still Want to Leave Battery Park,Cobie Smulders e Taran Killam ainda querem deixar Battery Park.,0,gemini,prompt2,0.9874,1.0,0.9241277575492859,1.0380516052246094,Q1
1135,Republican Collins Wants More Middle Income Help in U.S. Senate Tax Bill,Republicana Collins quer mais ajuda para a classe média no projeto de lei de impostos do Senado dos EUA.,0,gemini,prompt2,0.9655,1.0,0.8781232237815857,1.018370270729065,Q2
1136,Historians explain the difference between George Washington and Confederate monuments,Historiadores explicam a diferença entre George Washington e monumentos confederados,0,gemmaX,sem_prompt,0.9847,1.0,0.970757782459259,0.9832698106765747,Q1
1140,Jennifer Lopez Wants to Leave Her New York Penthouse Behind,Jennifer Lopez quer deixar seu penthouse em Nova York para trás.,0,gpt,prompt2,0.9739,1.0,0.909353494644165,1.0124918222427368,Q2
1144,Metropolis at 90: You’ll Never See a Movie Like This Again,Metropolis aos 90: Você Nunca Mais Verá um Filme Como Este,0,gemini,prompt2,0.9975,1.0,0.9597776532173157,1.0327184200286865,Q1
1147,CIA Mike Pompeo Not Inviting Media to CIA Christmas Party,CIA: Mike Pompeo não convida a mídia para a festa de Natal da CIA.,0,gemma3,prompt2,0.9729,0.99635910987854,0.9068706035614014,1.0154457092285156,Q2
1150,Sean Spicer and Chelsea Manning Join Harvard as Visiting Fellows,Sean Spicer e Chelsea Manning se juntam a Harvard como pesquisadores visitantes.,0,gemini,prompt2,0.9797,1.0,0.9490270018577576,0.9902204275131226,Q2
1157,Texas sheriff threatens criminal charges for driver of a truck with ‘F*ck Trump’ sticker,"Xerife do Texas ameaça acusar criminalmente o condutor de um camião com um adesivo ""F*ck Trump""",0,gemmaX,sem_prompt,0.9789,0.9994651079177856,0.9394801259040833,0.9976345896720886,Q2
1162,"Trump has decided to end DACA, with 6-month delay","Trump decidiu encerrar o DACA, com um atraso de 6 meses.",0,gpt,prompt2,0.9757,1.0,0.9411521553993225,0.9858329892158508,Q2
1163,Pastor Robert Jeffress: Gun Control Could Not Have Prevented Texas Church Shooting,Pastor Robert Jeffress: Controle de armas não teria evitado o tiroteio na igreja do Texas.,0,gemini,prompt2,0.9687,1.0,0.909304141998291,0.9969450235366821,Q2
1166,Trump using donors' campaign cash to pay for his idiot son's legal defense,Trump usando o dinheiro da campanha dos doadores para pagar a defesa legal de seu filho idiota.,0,gpt,prompt2,0.9979,1.0,0.9510076642036438,1.042542576789856,Q1
1170,Watch EyeSwoon’s Athena Calderone Make Her Favorite Fall Recipe,"Assista Athena Calderone, do EyeSwoon, preparar sua receita favorita de outono.",0,gemini,prompt2,0.9781,1.0,0.9049600958824158,1.0292431116104126,Q2
1177,Officer Who Tackled James Blake Was Told He Might Be Armed,Policial que abordou James Blake foi informado de que ele poderia estar armado,0,gemmaX,sem_prompt,0.9634,1.0,0.891423761844635,0.9988890886306763,Q2
1179,Bermuda Triangle mystery has finally been solved claim scientists,"O mistério do Triângulo das Bermudas foi finalmente resolvido, afirmam cientistas",0,gemmaX,sem_prompt,0.9851,1.0,0.937976062297821,1.0173949003219604,Q1
1182,"A Century Later, Artist Sue Coe Takes Up Käthe Kollwitz’s Social Justice Crusade","Um século depois, a artista Sue Coe retoma a cruzada de justiça social de Käthe Kollwitz",0,gemmaX,sem_prompt,0.9663,1.0,0.9056407809257507,0.9933103322982788,Q2
1192,Report: Comey's Memos on Trump Conversations Contained Classified Info,Relatório: Os memorandos de Comey sobre conversas com Trump continham informações classificadas.,0,gpt,prompt2,0.9751,1.0,0.919164776802063,1.0062328577041626,Q2
1195,These Naked Porn Stars Will Help You Understand Net Neutrality [NSFW],Estas estrelas porno nuas ajudar-vos-ão a compreender a neutralidade da Internet [NSFW],0,gemmaX,sem_prompt,0.9678,1.0,0.8999289870262146,1.0036001205444336,Q2
1201,Why I’ve decided to unfollow the president on Twitter,Por que decidi deixar de seguir o presidente no Twitter,0,gemmaX,sem_prompt,1.0081,1.0,0.9611318707466125,1.0632761716842651,Q1
1342,Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,Tunísia Encerra Proibição de Homens Não Muçulmanos Casarem com Mulheres Muçulmanas,0,gemini,prompt2,0.9868,0.9848568439483643,0.976347029209137,0.9991999864578247,Q1
1343,Nebraska regulator to announce Keystone XL permit decision on November 20,Regulador de Nebraska anunciará decisão sobre a licença do Keystone XL em 20 de novembro.,0,gemini,prompt2,0.9935,1.0,0.9620400667190552,1.0184834003448486,Q1
1345,Starbucks interviewing refugees in California for jobs as baristas – Dr. Rich Swier,Starbucks entrevista refugiados na Califórnia para vagas de barista – Dr. Rich Swier,0,gemma3,prompt2,0.9816,1.0,0.9194115996360779,1.0254251956939697,Q1
1349,1824: Congress decides outcome of presidential election on this day in history,1824: O Congresso decide o resultado da eleição presidencial neste dia da história.,0,gemma3,prompt2,0.9754,1.0,0.9499713778495789,0.9761603474617004,Q2
1350,"Why Did the State Department Pay $$100,000 For Tiffany Trump and Her Mother's Vacation Car Rentals?",Por que o Departamento de Estado pagou $$100.000 pelas locações de carros de férias de Tiffany Trump e sua mãe?,0,gpt,prompt2,0.9658,1.0,0.8898664712905884,1.007590889930725,Q2
1351,Pope Francis Criticizes Fake News Yet The MSM Is More Guilty Than Anyone,"O Papa Francisco critica notícias falsas, mas a grande mídia é a mais culpada de todas.",0,gemma3,prompt2,0.965,1.0,0.8628492951393127,1.0322265625,Q2
1352,CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,"O diretor da CIA, Pompeo, contradiz Trump: a Rússia interferiu na eleição de 2016.",0,gpt,prompt2,0.9879,1.0,0.957650363445282,1.0060575008392334,Q1
1353,Canada Wants a New Nafta to Include Gender and Indigenous Rights,Canadá quer um novo Nafta que inclua direitos de gênero e indígenas,0,gemmaX,sem_prompt,0.9892,1.0,0.9031123518943787,1.0643573999404907,Q1
1354,Photogallery - Sony is reducing the prices of its PlayStation VR bundles,Galeria de fotos - Sony está reduzindo os preços de seus pacotes PlayStation VR.,0,gemma3,prompt2,0.9772,0.9912000298500061,0.9283344149589539,1.0120264291763306,Q2
1356,"Gov't reports far fewer new jobs created in December than economists expected: 148,000",O governo informa que foram criados menos novos empregos em dezembro do que os economistas esperavam: 148 000,0,gemmaX,sem_prompt,1.0005,1.0,0.9292309284210205,1.0722755193710327,Q1
1358,White House says Trump is considering Russia sanctions legislation,Casa Branca diz que Trump está considerando legislação sobre sanções à Rússia.,0,gemini,prompt2,0.999,1.0,0.9390556812286377,1.0580757856369019,Q1
1361,DARPA unveils gene editing infrastructure to build genetically engineered “super soldiers”,"DARPA revela infraestrutura de edição de genes para criar ""super soldados"" geneticamente modificados",0,gemmaX,sem_prompt,0.9852,1.0,0.9560652375221252,0.9994268417358398,Q1
1362,Twitter blames human error for deactivation of President Trump’s personal account; Updated,Twitter culpa erro humano pela desativação da conta pessoal do presidente Trump; Atualizado,0,gemini,prompt2,0.9693,1.0,0.9613332748413086,0.9465806484222412,Q2
1365,Trumps Spend $$5 Million Less Than Obamas on White House Salaries,Os Trumps gastaram 5 milhões de dólares a menos que os Obamas em salários na Casa Branca.,0,gemma3,prompt2,0.9788,1.0,0.900805652141571,1.0354632139205933,Q2
1367,Bob Marley Comes Alive in This Collection of Interviews With the People Who Knew Him Best,Bob Marley ganha vida nesta coleção de entrevistas com as pessoas que o conheceram melhor.,0,gemma3,prompt2,0.9776,1.0,0.877821683883667,1.0550522804260254,Q2
1368,CBS News: Congress Wants Phone Records of Trump Jr.-Russia Meeting,CBS News: Congresso quer registros telefônicos da reunião Trump Jr.-Rússia.,0,gemini,prompt2,0.9952,1.0,0.9423542618751526,1.0433218479156494,Q1
1370,Germany Accuses China of Using LinkedIn to Recruit Informants,Alemanha acusa China de usar LinkedIn para recrutar informantes.,0,gemini,prompt2,1.0064,1.0,0.9295217394828796,1.0895920991897583,Q1
1373,Detroit Tigers hire Ron Gardenhire to be their next manager,Detroit Tigers contrata Ron Gardenhire como novo treinador,0,gemmaX,sem_prompt,0.991,1.0,0.9444031119346619,1.0284608602523804,Q1
1375,Sprint rolling out update for BlackBerry KEYone devices on its network,Sprint lança atualização para dispositivos BlackBerry KEYone na sua rede,0,gemmaX,sem_prompt,1.0076,1.0,0.951302707195282,1.0716150999069214,Q1
1377,Trump administration lied when it said DHS had vetted their bogus and racist terror report,A administração Trump mentiu quando disse que o DHS havia verificado seu relatório terrorista falso e racista.,0,gemini,prompt2,0.9807,1.0,0.9194392561912537,1.0227099657058716,Q1
1378,Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,E-mail de grupo de ódio usa imagens nazistas para denunciar pessoas LGBT,0,gemmaX,sem_prompt,0.972,0.9818623661994934,0.94139564037323,0.9927753210067749,Q2
1381,White supremacist website Daily Stormer has a new home — Russia,O site supremacista branco Daily Stormer tem um novo lar — Rússia.,0,gpt,prompt2,1.026,1.0,0.9623057246208191,1.1157735586166382,Q1
1385,Cowardly Republicans ban the Rev. William Barber from North Carolina legislative building,Republicanos covardes banem o Rev. William Barber do prédio legislativo da Carolina do Norte.,0,gemma3,prompt2,0.9877,0.9985398054122925,0.9457415342330933,1.0187840461730957,Q1
1405,Orange County Board of Education Reverses Position and Bans Confederate Flag,Conselho de Educação do Condado de Orange Revê Posição e Proíbe a Bandeira Confederada.,0,gpt,prompt2,0.9696,0.9970419406890869,0.8991876840591431,1.0126482248306274,Q2
1429,"Seattle redistributes $230,000 of taxpayer money to political candidates in the name of “democracy”",Seattle redistribui $230.000 do dinheiro dos contribuintes para candidatos políticos em nome da “democracia”.,0,gemini,prompt2,0.9918,0.9912000298500061,0.9546802639961243,1.0294822454452515,Q1
1431,DBS' has explained a mistake of 'Dragon Ball Z',DBS explicou um erro de 'Dragon Ball Z'.,0,gemini,prompt2,0.9837,0.9824000597000122,0.9100831151008606,1.0586212873458862,Q1
1432,European Union threatens retaliation over US sanctions bill against Russia,A União Europeia ameaça retaliação contra o projeto de sanções dos EUA contra a Rússia.,0,gpt,prompt2,0.9911,1.0,0.941969633102417,1.0312508344650269,Q1
1433,EPA abandons changes to U.S. biofuel program after lawmaker pressure,EPA abandona mudanças no programa de biocombustíveis dos EUA após pressão de legisladores.,0,gpt,prompt2,0.9653,0.9912000298500061,0.9446836113929749,0.9600701928138733,Q2
1436,Apple is expected to unveil the iOS 11 & iPhone 8 next month,A Apple deve revelar o iOS 11 e o iPhone 8 no próximo mês.,0,gpt,prompt2,1.0058,1.0,0.9633655548095703,1.0541534423828125,Q1
1439,The Cavaliers could consider trading their superstar for DeAndre Jordan,Os Cavaliers poderiam considerar trocar sua estrela por DeAndre Jordan.,0,gemini,prompt2,0.9814,1.0,0.9468969106674194,0.9971547722816467,Q1
1440,Pizza Hut is giving away free pizza for life,Pizza Hut está dando pizza grátis para sempre.,0,gemini,prompt2,1.0145,1.0,0.9559001922607422,1.0874912738800049,Q1
1441,SMEs see banks as utility providers not business partners – and banks agree,"PMEs veem os bancos como prestadores de serviços, não como parceiros de negócios – e os bancos concordam.",0,gemini,prompt2,0.9792,1.0,0.9517068266868591,0.9859128594398499,Q2
1445,Russia Is Now Calling On The US To Leave Syria (Video),A Rússia agora está pedindo aos EUA para saírem da Síria (Vídeo).,0,gpt,prompt2,0.9999,1.0,0.9323632121086121,1.0673123598098755,Q1
1447,‘What in the world’? Report: Saudi Arabia says Lebanon has declared war on them,"""O que é isso?"" Relatório: Arábia Saudita diz que o Líbano declarou guerra a eles.",0,gemma3,prompt2,0.9676,0.9824000597000122,0.919796884059906,1.0006872415542603,Q2
1448,"A young prodigy, Michael Sayman, is leaving Facebook for Google","Um jovem prodígio, Michael Sayman, está deixando o Facebook para o Google",0,gemmaX,sem_prompt,0.9946,1.0,0.979063093662262,1.0048538446426392,Q1
1449,Sony Takes Home Top Honors at the Red Dot Awards,Sony leva para casa as principais honras dos Red Dot Awards,0,gemmaX,sem_prompt,0.9748,1.0,0.9394146203994751,0.9850790500640869,Q2
1450,South Africa converts to Islam plotted jihad attacks on Jewish institutions,Sul da África converte-se ao Islã e planeja ataques jihadistas contra instituições judaicas,0,gemmaX,sem_prompt,0.9928,1.0,0.9332113862037659,1.0450884103775024,Q1
1452,Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,Los Angeles Clippers derrotou o Utah Jazz com um placar de 102-84,0,gemmaX,sem_prompt,0.9972,1.0,0.9510630369186401,1.0404099225997925,Q1
1463,Health Insurance Marketplaces Offer More Low-Cost Options than Ever Before,Os Mercados de Seguro de Saúde oferecem mais opções de baixo custo do que nunca.,0,gpt,prompt2,0.9969,1.0,0.9455044865608215,1.0451793670654297,Q1
