indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
963,newsmet,gemma3,prompt4,The makers of the Solarin secure cellie are building a bitphone,Os artesãos da célula segura Solarin estão forjando um sussurro tecnológico.,0,2253
632,newsmet,gemini,prompt4,Hillary Wanted To Make Voodoo Dolls Of The Media And Congressmen,"Hillary queria fazer bonecos de vodu da mídia e dos congressistas.
",0,2253
175,newsmet,gemini,prompt4,Tweeps rip Chelsea Handler for vulgar tweet about Melania Trump,"Tweeps detonam Chelsea Handler por tuíte chulo sobre Melania Trump.
",0,2252
659,newsmet,gemma3,prompt4,"White House loyalty blames Democrats, not Trump, for obstructing new hires","A lealdade da Casa Branca culpa os democratas, não Trump, por emperrar as novas contratações.
",0,2252
53,newsmet,gpt,prompt4,Hawaii gov sheepishly explains why he didn’t retract the fake missile alert sooner,"O governo do Havai, com certa timidez, explica por que não cancelou a falsa alerta de míssil mais cedo.",0,2252
2501,newsmet,gemini,prompt4,Cleveland Cavaliers news: Several teams want Shumpert but under one condition,"Vários times cobiçam Shumpert, mas com uma condição: que ele caminhe pela corda bamba.
",0,2251
2231,newsmet,gpt,prompt4,Private School Teacher Teacher FIRED After A Father Discovered These Inappropriate Selfies [PHOTOS],Professora de Escola Particular Demitida Após Pai Descobrir Estas Selfies Inapropriadas [FOTOS],0,2251
366,newsmet,gemini,prompt4,Russobot Fake News is polluting our Weblog with Foul-Mouthed Diaries,"O Russobot de Fake News está envenenando nosso blog com diários de baixo calão.
",0,2250
734,newsmet,gpt,prompt4,Three Equifax Managers Sold Stock Before Cyber Hack Revealed,Três Gerentes da Equifax Desfizeram-se de Ações Antes que o Golpe Cibernético Fosse Revelado.,0,2250
1209,newsmet,gemma3,prompt4,Can I Let My Friend Pay Off My Mortgages?,"Posso passar a peruca para meu amigo quitar minhas hipotecas?
",0,2250
1872,newsmet,gemma3,prompt4,"DUDE, really? Tim Kaine plays dumb about AntiFa, tweeps point to this PAINFUL (related!) source","Sério, cara? Tim Kaine faz o bobo sobre o AntiFa, e os internautas apontam para essa fonte (relacionada!) de ANGÚSTIA.",0,2249
921,newsmet,gpt,prompt4,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back (VIDEO),A Peste Pneumônica Levou 50 Milhões de Vidas na Idade Média e Agora Está de Volta (VÍDEO),0,2249
1327,newsmet,gemini,prompt4,Photogallery - Google accidentally shuts down half of Japan’s Internet,"Google, sem querer, deu um apagão na internet de metade do Japão.
",0,2249
1937,newsmet,gemma3,prompt4,MINDBLOWING! THE 12-MONTH LIST OF ATTACKS AGAINST CONSERVATIVES SINCE TRUMP NOMINATION IN 2016,"A LISTA DE 12 MESES DE ATAQUES CONTRA CONSERVADORES DESDE A INDICAÇÃO DE TRUMP EM 2016:

A Lista de Doze Lances Contra a Direita desde a Indicação de Trump em 2016

1. **O Inverno da Desconfiança:** A erosão sutil da fé na mídia tradicional.
2. **A Tempestade de Falsidades:** A torrente de notícias falsas e desinformação.
3. **A Praga da Cancelamento:** A caça às bruxas do politicamente correto.
4. **O Labirinto da Acusação:** O emaranhado de investigações e processos judiciais.
5. **O Abismo da Demonização:** A pintura dos conservadores como inimigos do bem comum.
6. **O Inferno da Narrativa:** A contorção da verdade para favorecer uma agenda.
7.",0,2248
1543,newsmet,gemini,prompt4,YIKES: Debbie Wasserman Schultz REALLY should have sat this one out,"A Debbie Wasserman Schultz realmente passou da validade nessa.
",0,2248
314,newsmet,gpt,prompt4,"Bless her HEART! Chelsea Clinton confuses health insurance with health care, gets SCHOOLED","Bendito coração! Chelsea Clinton confunde seguro de saúde com atendimento médico, leva uma aula.",0,2248
2387,newsmet,gpt,prompt4,Good Girls' gone bad: NBC drops first trailer for Mae Whitman-led dramedy,Garotas Boas se Transformam: NBC libera o primeiro trailer da dramedy liderada por Mae Whitman.,0,2247
67,newsmet,gemini,prompt4,Photogallery - Friend of Joy-Anna Duggar reveals shocking secret about her pregnancy,"Galeria de Fotos - Amiga de Joy-Anna Duggar revela segredo bombástico sobre sua gravidez.
",0,2247
1139,newsmet,gemini,prompt4,"In the Depths of the Ecuadorian Amazon, Digital Communications Aid the Process of Self-Determination","Nas Profundezas da Amazônia Equatoriana, a Comunicação Digital Impulsiona a Força da Autodeterminação.
",0,2246
1655,newsmet,gpt,prompt4,Poll: 40% Of Americans Think Global Warming Will Make Humans Go Extinct,Enquete: 40% dos americanos acreditam que o aquecimento global fará com que a humanidade bata as botas.,0,2246
392,newsmet,gpt,prompt4,"Rep. Paul Gosar Unveils 'Not All DREAMers' PAC, Plans to Fight Open Border Candidates","Rep. Paul Gosar revela o PAC 'Nem Todos os SONHADORES', planeja combater candidatos de fronteiras abertas.",0,2245
2179,newsmet,gemini,prompt4,"Photogallery - Kyrie Irving prefers Spurs, 3 other squads as trade destinations","Fotogaleria - Kyrie Irving flerta com os Spurs e mais 3 pretendentes na dança das cadeiras.
",0,2245
1195,newsmet,gemma3,prompt4,These Naked Porn Stars Will Help You Understand Net Neutrality [NSFW],"Essas Atrizes Porno Despidas Vão Ajudá-lo a Entender a Neutralidade da Rede [NSFW]
",0,2245
1564,newsmet,gemma3,prompt4,Maintenance Man Recalls His Time On The 32nd Floor Before Las Vegas Shooting,"O Zelador Recorda Seus Dias no Trinta e Segundo Andar, Antes do Tiroteio em Las Vegas.",0,2244
634,newsmet,gpt,prompt4,Leaker Reality Winner Smuggled Classified NSA Report in Her Pantyhose,A Realidade Vazada de Winner: Ela Escondeu um Relatório Secreto da NSA em Suas Meias-calças.,0,2244
599,newsmet,gemini,prompt4,Russia Facebook ads targeted more than two states: Senate intelligence chair,"A Rússia pescou em águas turbulentas de mais de dois estados: o presidente do comitê de inteligência do Senado.
",0,2244
1923,newsmet,gpt,prompt4,Florida sets its next death row execution in August,Florida marca sua próxima execução na fila da morte para agosto.,0,2243
288,newsmet,gemini,prompt4,McConnell Says Republicans Have the Votes to Pass the Tax Bill,"McConnell diz que os republicanos têm a faca e o queijo na mão para aprovar a lei tributária.
",0,2243
1513,newsmet,gemma3,prompt4,Apple to Spend $$1 Billion on Original Content—Netflix and Amazon Are Unimpressed,A Apple vai destinar 1 bilhão de dólares a conteúdo original – Netflix e Amazon nem se importam.,0,2243
268,newsmet,gpt,prompt4,DACA Illegals say Impeach Trump vs Patriots Support President Trump,Imigrantes indocumentados dizem impeachment de Trump vs Patriotas apoiam o presidente Trump.,0,2242
995,newsmet,gemini,prompt4,Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,"Manafort usou o e-mail da campanha de Trump para trocar mensagens com um contato ucraniano.
",0,2242
1495,newsmet,gpt,prompt4,Chicago Mayor Rahm Emanuel Walked Out On Chance The Rapper During A City Council Meeting,"O prefeito de Chicago, Rahm Emanuel, deixou Chance The Rapper na mão durante uma reunião do conselho da cidade.",0,2241
1617,newsmet,gemini,prompt4,St. Louis couple wins $32.4 million over illegal Bible-thumping robocalls voiced by Mike Huckabee,"Casal de St. Louis fatura bolada de 32,4 milhões de dólares por telemarketing bíblico ilegal com a voz de Mike Huckabee – e cala a matraca.
",0,2241
1875,newsmet,gemma3,prompt4,Republican donor sues GOP for fraud over ObamaCare repeal failure,Doador republicano processa o GOP por fraude diante do fracasso na derrubada do ObamaCare.,0,2241
2037,newsmet,gemma3,prompt4,"Steve Scalise Praises God on the House Floor, Showing the Power of Prayer","Steve Scalise Eleva a Voz a Deus no Salão da Câmara, Revelando a Força da Oração.",0,2240
1724,newsmet,gemini,prompt4,Nolte: Yahoo Sportswriter Shames Black NHL Star Who Refuses to Protest National Anthem,"Nolte: Cronista Esportivo do Yahoo Envergonha Estrela Negra da NHL que se Recusa a Protestar Contra o Hino Nacional.
",0,2240
2409,newsmet,gpt,prompt4,"Cop Found Not Guilty for Murdering Innocent, Unarmed Dad Begging for His Life (Video)",Policial Acusado Não Culpado por Matar Pai Inocente e Desarmado Pedindo por Sua Vida (Vídeo),0,2240
2298,newsmet,gpt,prompt4,WWE 'Raw' Rumors: Roman Reigns vs. The Miz sets up The Shield for 'TLC' PPV?,Rumores do WWE 'Raw': Roman Reigns vs. The Miz prepara o caminho para a Escudo no PPV 'TLC'?,0,2239
2201,newsmet,gemma3,prompt4,Jordan Peele Continues Social Thriller Focus With Nazi Hunter TV Series,"Jordan Peele persiste na trilha do suspense social com a caça à bruxa televisiva aos nazistas.
",0,2239
78,newsmet,gemini,prompt4,or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,"Por que cortes de impostos para corporações ricas não vão gerar empregos.
",0,2238
182,newsmet,gemma3,prompt4,Napolitano Sues Trump to Save DACA Program She Helped Create,"Napolitano aciona Trump para resgatar o DACA, programa que ela ajudou a criar.",0,2238
917,newsmet,gpt,prompt4,"Norman Baker, Adventurer, Dies at 89; Crossed Atlantic on Reed Raft","Norman Baker, Aventureiro, Parte aos 89; Cruzou o Atlântico em uma Balsa de Juncos.",0,2237
552,newsmet,gemma3,prompt4,"In Talk of a Tennis Union, Women Seek a Leading Voice","Na busca por uma voz à frente, mulheres tramam a união no tênis.",0,2237
1837,newsmet,gemini,prompt4,Iraqi Politicians Considering Law Allowing Legal Marriage for Nine-Year-Old Girls,"Políticos iraquianos flertam com a ideia de um casamento com data de validade para meninas de nove anos.
",0,2236
461,newsmet,gpt,prompt4,‘I WANT you to pay for abortions!’ Salon writer so VILE over taxes you THINK he’s a parody (he’s not),"""Quero que você pague pelosabortos!"" Escritor do Salon tão REPUGNANTE sobre impostos que você PENSA que é uma paródia (ele não é).",0,2236
786,newsmet,gemma3,prompt4,"HA! Chelsea Handler just ADMITTED she feels like an idiot, and there was great rejoicing","HÁ! Chelsea Handler acabou de ADMITIR que se sente uma besta, e houve grande alarido de alegria.",0,2234
1177,newsmet,gpt,prompt4,Officer Who Tackled James Blake Was Told He Might Be Armed,O policial que abordou James Blake foi informado de que ele poderia estar armado.,0,2234
2510,newsmet,gemini,prompt4,"Transgender troop enlistment not happening yet, Pentagon delays it for 6 months","Ainda não está no Exército. O Pentágono ganhou mais seis meses.
",0,2234
1781,newsmet,gemini,prompt4,"At a Public School in Denver, Refugee Children Find Hope and Frustration","Em uma Escola Pública de Denver, Crianças Refugiadas Encontram Âncora e Tempestade.
",0,2233
1019,newsmet,gemma3,prompt4,Raiders Safety Keith McGill to Need Surgery After Fracturing Foot on Saturday,"O segurança dos Raiders, Keith McGill, terá de ir para o hospital depois de quebrar o pé no sábado.",0,2233
2266,newsmet,gemini,prompt4,GOP Tax Plan Would Eliminate Key Deduction for Many in Nursing Homes,"O Plano Fiscal Republicano Ceifaria Deduções Importantes para Muitos em Lares de Idosos.
",0,2232
1843,newsmet,gemma3,prompt4,Will Trump Invade Iran? An Interview with Middle East Expert Lawrence Davidson,"Will Trump Invade Iran? An Interview with Middle East Expert Lawrence Davidson

**Trump Invadirá o Irã? Uma Conversa com o Especialista em Oriente Médio Lawrence Davidson**

O fantasma da invasão paira sobre o Oriente Médio. Será que o presidente Trump, em busca de um palco para sua bravata, decidirá finalmente chutar o balde e lançar os Estados Unidos em mais um conflito sangrento? Para tentar desvendar essa sombra, conversamos com Lawrence Davidson, um estudioso que acompanha de perto os meandros da política iraniana e as engrenagens da diplomacia americana.

Davidson nos adverte contra a tentação de interpretar as declarações de Trump como um roteiro gravado em pedra. Ele enfatiza que o presidente é um mestre em jogar com o fogo, atirando lenha na fogueira para testar a reação do mundo e, ao mesmo tempo, manipular a opinião pública. É",0,2232
2238,newsmet,gpt,prompt4,RESIGN! KABC morning anchor Leeann Tweeden just nuked Al Franken with a #MeToo story of her own,"RENUNCIE! A âncora da manhã do KABC, Leeann Tweeden, acabou de desferir um golpe mortal em Al Franken com uma história #MeToo própria.",0,2232
1030,newsmet,gpt,prompt4,PA: Democrats HELPING Republicans Win Supreme Court (& Superior and Commonwealth Court) Election,Democratas AJUDANDO Republicanos a Vencer a Eleição do Supremo Tribunal (e do Tribunal Superior e do Tribunal do Comércio).,0,2231
1207,newsmet,gpt,prompt4,PaulCraigRoberts.org George Soros Could Not Subvert Europe Without Washington’s Approval,George Soros não poderia subverter a Europa sem a aprovação de Washington.,0,2230
856,newsmet,gpt,prompt4,Trump’s Interior Secretary Is Overhauling Obama-Era Sage Grouse Protections,O Secretário do Interior de Trump está reformulando as proteções para o gavião-sábio da era Obama.,0,2229
1117,newsmet,gemma3,prompt4,Pro-life groups to Senate Dems: Don’t eliminate Hyde Amendment,Grupos pró-vida ao Senado Democrata: Não mandem o patamar para o cemitério.,0,2229
1068,newsmet,gemini,prompt4,Did they think we wouldn't notice? Senate Republicans exempt themselves from parts of Trumpcare,"Achavam que não íamos sacar? Os republicanos do Senado se safaram de trechos do Trumpcare.
",0,2229
1978,newsmet,gemini,prompt4,Intentional usurpation of the Court’s authority': Democrats call on judge to reject Arpaio pardon,"""Usurpação intencional da autoridade do Tribunal"": Democratas clamam que juiz rejeite perdão a Arpaio.
",0,2228
282,newsmet,gemma3,prompt4,BAM: Iowahawk drops a HEAVY mic on ‘Deliverance Twitter’ (PLEASE let these be parody accounts),"Iowahawk derruba o microfone com força, silenciando de vez a ""Twitter da Entrega"". Por favor, que essas contas sejam paródias.",0,2227
2237,newsmet,gemini,prompt4,Aroma Chemicals Market expected to reach US$6.57 bn by the end of 2024,"O Mercado de Químicos Aromáticos cheira a US$ 6,57 bilhões até o final de 2024.
",0,2227
1273,newsmet,gemma3,prompt4,"Pokemon the Movie: I Choose You,' Ash and his pokemon Pikachu is back.","Ash e seu Pokémon Pikachu retornam, reascendendo a chama da jornada.",0,2226
1246,newsmet,gpt,prompt4,Seattle Seahawks Star Claims Police Threatened To Blow His Head Off,Estrela do Seattle Seahawks afirma que a polícia ameaçou estourar sua cabeça.,0,2226
473,newsmet,gemma3,prompt4,Available jobs number hits all-time high as employers struggle to find workers,"O número de vagas disponíveis atinge o pico histórico, enquanto os empregadores se debatem para encontrar braços.",0,2225
1640,newsmet,gemini,prompt4,Megyn Kelly cracks 'joke' asking 'Will & Grace' fan if watching show made him choose to be gay,"Megyn Kelly ""brinda"" com uma ""piada"", perguntando a um fã de ""Will & Grace"" se assistir à série o fez ""pendurar as chuteiras"" da heterossexualidade.
",0,2225
1973,newsmet,gemini,prompt4,"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.","Trump diz que nova mina de carvão na Pensilvânia criou 45.000 empregos. A realidade? Uma mosca branca.
",0,2224
1639,newsmet,gemma3,prompt4,Reporter Who Exposed BBC Child Abuse Cover Up Found Dead,O repórter que desmascarou o encobrimento de abusos infantis da BBC feneceu.,0,2224
1454,newsmet,gemma3,prompt4,Madison Square Garden Is Seeking to Sell the Liberty,O Jardim de Madri busca se desfazer da Liberdade.,0,2223
1903,newsmet,gemma3,prompt4,Woman Ordered to Take Down Pro-Trump Signs Would Rather Go to Jail Than Remove Them,"Mulher Ordenada a Retirar Cartazes Pró-Trump Preferiria Ir Para a Prisão a Tirá-los.
",0,2222
2108,newsmet,gemini,prompt4,"Mountain Goats on Your Trail? They Like You, and Your Urine","Bodes Montanheses na Sua Trilha? Você Lhes Agrada, e Sua Urina.
",0,2222
236,newsmet,gemini,prompt4,North Korea threatens a nuclear strike in the 'heart of the U.S.' after CIA director's comments,"A Coreia do Norte ameaça um ataque nuclear no ""coração dos EUA"" após comentários do diretor da CIA.
",0,2221
462,newsmet,gemma3,prompt4,Witness from Las Vegas concert blows the truth wide open on TV-Mutiple shoothers at the ground fired upon us and killed people,"O show do Witness em Las Vegas escancarou a verdade: chuva de tiros na plateia, nos atingiram e ceifaram vidas.
",0,2221
1421,newsmet,gpt,prompt4,Photogallery - ISIS claims attack on Iraqi embassy in Kabul and Trump has his plate full,Galeria de fotos - ISIS reivindica ataque à embaixada iraquiana em Cabul e Trump está com a vida cheia.,0,2221
1700,newsmet,gemini,prompt4,Katy Perry just traded her Pixie for a Blonde Bob,"Katy Perry trocou a fada madrinha por uma loira fatal.
",0,2220
1596,newsmet,gpt,prompt4,Photogallery - 'Disco Demolition Night’ 38 years later: Steve Dahl changes disco forever,Fotogaleria - 'Noite da Demolição do Disco’ 38 anos depois: Steve Dahl transforma o disco para sempre.,0,2220
2168,newsmet,gemini,prompt4,Trump privately doubted Moore’s accusers and drew parallels between sexual misconduct allegations levied against him in 2016,"Trump, em seu íntimo, duvidava das acusadoras de Moore, traçando paralelos com as acusações de má conduta sexual que pairavam sobre ele em 2016.
",0,2219
1499,newsmet,gemma3,prompt4,A NSC Official Booked a Room at Mar-a-Lago and the Government Picked up the Tab,"A NSC Reservou um Quarto em Mar-a-Lago e o Governo Pagou a Conta.
",0,2219
753,newsmet,gpt,prompt4,Kirk Cousins wife gives birth to couple's first child,A esposa de Kirk Cousins dá à luz o primeiro fruto do casal.,0,2219
1620,newsmet,gemini,prompt4,House Republicans Release Secret Memo Accusing Russia Investigators of Bias,"Republicanos da Câmara Despejam o Lixo da Desconfiança sobre Investigadores da Rússia.
",0,2218
2151,newsmet,gemma3,prompt4,NY Times Expresses Regret for Offending Readers With Nazi Sympathizer Profile,"O *New York Times* se retrata por ter magoado leitores ao dar palco a um perfil favorável a nazistas.
",0,2217
2233,newsmet,gemini,prompt4,"Senate votes to advance debate on repealing, replacing Obamacare","Senado avança no tiroteio para desconstruir e reconstruir o Obamacare.
",0,2217
1603,newsmet,gemini,prompt4,Writer triggered by Trump’s thwarted attempt to assault Puerto Ricans with cans of chicken,"Escritor chocado com a tentativa frustrada de Trump de atirar galinhas enlatadas nos porto-riquenhos.
",0,2216
954,newsmet,gemma3,prompt4,Trump tries to change the subject from 'he knew what he signed up for' to uranium,"Desviar o olhar do ""você sabia no que entrava"" para o urânio.",0,2216
1248,newsmet,gpt,prompt4,Selena Gomez Turns Heads In NYC In Low-Cut Top [PHOTOS],Selena Gomez chama a atenção em NYC com blusa decotada [FOTOS],0,2216
2524,newsmet,gemini,prompt4,Michigan Teacher Exacts Revenge On Student By Sharing Their Browser History,"Professor de Michigan Vinga-se de Aluno Expondo Sua Alma Digital.
",0,2215
2447,newsmet,gpt,prompt4,Pope shakes up Syro-Malankara Church with several new appointments,O Papa agita a Igreja Siro-Malankara com várias novas nomeações.,0,2215
2379,newsmet,gemini,prompt4,"CONGRESS SUBPOENAS DOJ AND FBI OVER TRUMP RUSSIA DOSSIER, ITS AUTHOR AND FBI ROLE IN SPREADING IT","O Congresso intima o Departamento de Justiça e o FBI sobre o dossiê Trump-Rússia, seu autor e o papel do FBI em sua disseminação.
",0,2214
2121,newsmet,gpt,prompt4,When did the ‘Mall of America’ in Minnesota become the ‘Mall of Mogadishu?’,Quando o ‘Shopping Center da América’ em Minnesota se tornou o ‘Shopping de Mogadishu’?,0,2213
1526,newsmet,gemma3,prompt4,"Jim Bob Duggar humiliates 'single' Jana Duggar, brags up John-David on birthday","Jim Bob Duggar diminui Jana Duggar, ""solteirona"", enquanto exalta John-David no aniversário.
",0,2213
1944,newsmet,gemini,prompt4,Witness the Older Generation Taking Advantage of Medical Marijuana in California,"Testemunhe a Velha Guarda se Entregando ao Baseado Californiano.
",0,2213
1738,newsmet,gemini,prompt4,"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway","A tripulação alça voo, deixando os Santos de Nova Orleans a ver navios na pista.
",0,2212
251,newsmet,gemma3,prompt4,"Congressman introduces ""COVFEFE Act"" to hold Trump's Tweets Accountable %%","Deputado apresenta o ""Projeto Antro do Coxixo"" para responsabilizar as Publicações de Trump.",0,2212
815,newsmet,gemini,prompt4,It appears the Trump admin. hasn’t learned from Michelle Obama’s school lunch fiasco,"Parece que o governo Trump ainda não aprendeu com o fiasco do almoço escolar da Michelle Obama.
",0,2211
2271,newsmet,gpt,prompt4,Pursuit Channel Joins Push For SCI’s 2018 Annual Hunters’ Convention,Canal Pursuit Se Une ao Empurrão para a Convenção Anual de Caçadores da SCI 2018,0,2211
1892,newsmet,gemma3,prompt4,"Far from Winner’s Circle, Saratoga Track Workers Fear Deportation","Longe da glória das vitórias, trabalhadores da pista de Saratoga temem a deportação.
",0,2211
1529,newsmet,gemini,prompt4,"As ISIS’ Role in Syria Wanes, Other Conflicts Take the Stage","Na Síria, o Estado Islâmico perde força, e outros palcos se acendem.
",0,2210
1488,newsmet,gpt,prompt4,"For Older Gays Who Might Re-enter the Closet, a Ball Invites Them Out","Para Gays Mais Velhos Que Podem Regressar ao Closet, um Baile os Convida a Sair.",0,2210
1218,newsmet,gemma3,prompt4,South Dakota Republican whip shares meme supporting vehicular attacks on protesters,O chicote republicano de Dakota do Sul compartilha meme endossando ataques veiculares contra manifestantes.,0,2209
512,newsmet,gemma3,prompt4,Acting Manhattan U.S. Attorney and DEA announce provisional arrest in London of Pakistani National for drug-trafficking on a massive scale,"Atuando como Promotor dos Estados Unidos em Manhattan e a DEA anunciam a prisão provisória, em Londres, de um nacional paquistanês envolvido em um tráfico de drogas de proporções colossais.
",0,2208
1240,newsmet,gemini,prompt4,MD-Gov: Ben Jealous (D) Hits Larry Hogan (R) For Not Doing Enough To Combat The Opioid Crisis,"MD-Gov: Ben Jealous (D) ataca Larry Hogan (R) por não fazer o suficiente para combater a crise dos opioides.
",0,2208
120,newsmet,gemini,prompt4,Trump Russia Corruption Update #18: Trumps lie about his reason for firing Comey is fully exposed,"Trump Rússia: Escândalo #18: A mentira de Trump sobre a demissão de Comey vai para o vinagre.
",0,2207
369,newsmet,gpt,prompt4,Migrant Youth Gangs Turn Berlin Area into Borderline No-Go Zone,Gangues de Jovens Migrantes Transformam a Região de Berlim em uma Zona Limítrofe de Difícil Acesso.,0,2207
583,newsmet,gemma3,prompt4,Jeff Sessions Snaps At Republican Rep Who Demands Appointment Of Second Special Counsel,Jeff Sessions ataca com firmeza republicano que exige a nomeação de um segundo procurador especial.,0,2207
651,newsmet,gemini,prompt4,"Israel Sends More Troops to West Bank after Stabbing, Unrest","Israel infla o músculo na Cisjordânia após a facada, a turbulência.
",0,2206
2561,newsmet,gpt,prompt4,WATCH: Pelosi Nearly Loses It as Pro-Amnesty Activists Shout Her Down,ASSISTA: Pelosi quase perde a compostura enquanto ativistas pró-anistia a abafam.,0,2206
1749,newsmet,gemma3,prompt4,Leader Who Rebuilt Time Warner Empire Prepares an Exit,O Arquiteto do Império Time Warner se Prepara para Despachar-se da Cena.,0,2206
262,newsmet,gpt,prompt4,"Death, Snakes, Injury Await Smuggled Aliens in South Texas","Morte, Cobras, Ferimentos Aguardam Alienígenas Contrabandeados no Sul do Texas.",0,2205
1420,newsmet,gemini,prompt4,"Sixers lose a close one to Wizards, but they played to win","Sixers caem diante dos Wizards por pouco, mas jogaram com a faca nos dentes.
",0,2205
122,newsmet,gpt,prompt4,Vietnam is still holding Chinese Golden Buffalo Spirit from over 600 years ago,O Vietnã ainda guarda o Espírito do Boi Dourado Chinês de mais de 600 anos atrás.,0,2204
778,newsmet,gemini,prompt4,Pitbull Sends Private Jet to Ferry Puerto Rico Cancer Patients to US,"Pitbull manda jatinho particular para resgatar pacientes com câncer de Porto Rico, levando-os aos EUA.
",0,2204
2221,newsmet,gemma3,prompt4,Kentuckians bring first suit against Trump's Medicaid work requirements,Moradores de Kentucky movem o primeiro processo contra as exigências de trabalho para o Medicaid de Trump.,0,2203
769,newsmet,gemma3,prompt4,PaulCraigRoberts.org The Witch Hunt for Donald Trump Surpasses the Salem Witch Trials of 1692-93,"A Caça às Bruxas de Donald Trump Ultrapassa os Julgamentos de Bruxas de Salem de 1692-93

A perseguição implacável a Donald Trump ultrapassa em ferocidade e absurdo os infames julgamentos de bruxas de Salem, ocorrido entre 1692 e 1693. O que começou como uma desconfiança política gradualmente se transformou em uma caça insana, onde a presunção e a fofoca substituíram a lei e a justiça.

As acusações, lançadas com a precisão de uma flecha envenenada, reverberam através da mídia e do Congresso, alimentando o frenesi público. Testemunhos forjados e evidências inexistentes são brandidas como provas irrefutáveis, enquanto inocentes são arrastados para a fornalha da opinião pública.

A histeria coletiva atinge níveis febris",0,2202
1197,newsmet,gemini,prompt4,Gay Rights Groups Seek One More Win From Justice Kennedy,"Grupos pelos direitos LGBT+ buscam mais uma vitória com o Juiz Kennedy.
",0,2202
1899,newsmet,gemini,prompt4,American Peace Activist Is Denied Entry to South Korea,"Ativista americana da paz tem a porta fechada na Coreia do Sul.
",0,2201
1803,newsmet,gemma3,prompt4,Satanists Are Trying to Force Christian Bakers to Make Satanic Cakes,Satanistas Tentam Forçar Confeiteiros Cristãos a Fazer Bolos Satânicos.,0,2201
1583,newsmet,gpt,prompt4,Makeup artist demands apology from Ben Affleck for allegedly grabbing her bottom,Maquiadora exige pedido de desculpas de Ben Affleck por supostamente ter apalpado suas curvas.,0,2201
1055,newsmet,gpt,prompt4,Colorado Republicans forced to discount tickets to see Mike Pence due to low sales,Republicanos do Colorado obrigados a desfazer preços dos ingressos para ver Mike Pence devido a vendas fracas.,0,2200
873,newsmet,gemma3,prompt4,National secret ‘inmate swap’ program may have spread ‘popular’ neo-Nazi prison gang’s ideology across US,"Programa secreto nacional de troca de detentos pode ter disseminado a ideologia de gangue neonazista 'popular' nas prisões dos EUA por todo o país.
",0,2200
2300,newsmet,gemma3,prompt4,So Many People Want to See the Tommies and the Johnnies,"Tantos querem ver os Pedros e os Joões partirem.
",0,2199
2084,newsmet,gpt,prompt4,NBA Star Chris Paul May Have Threatened The President of The United States,A estrela da NBA Chris Paul pode ter ameaçado o presidente dos Estados Unidos.,0,2199
2115,newsmet,gpt,prompt4,Are Helicopter Parents Raising Their Children To Be Unemployable?,Estão os pais protetores criando filhos para serem desempregados?,0,2198
2057,newsmet,gemini,prompt4,WSJ: Facebook Takes the Next Step to Monetize WhatsApp,"Facebook dá o próximo passo para fazer o WhatsApp render.
",0,2198
2521,newsmet,gemma3,prompt4,Advertisers fleeing Sean Hannity’s show over defense of accused sexual predator Roy Moore,Anunciantes batendo em retirada do programa de Sean Hannity após defender o acusado predador sexual Roy Moore.,0,2197
1821,newsmet,gemini,prompt4,Jets Move Safety Ronald Martin to the Colts for Long Snapper Thomas Hennessy,"Os Jets trocam a segurança Ronald Martin por um ""mão de obra"" Thomas Hennessy no Colts.
",0,2196
1288,newsmet,gemini,prompt4,Rand Paul on GOP Health Bill: Trying 'to Buy the Votes' of Sens,"Rand Paul sobre o projeto de saúde do Partido Republicano: Tentando 'comprar os votos' dos senadores.
",0,2195
2449,newsmet,gemma3,prompt4,Hobby Historian Claims to Have Discovered Forgotten 80-Meter Section of the Berlin Wall,"Historiador Apaixonado por Passado Revela Descoberta de Trecho Esquecido de 80 Metros do Muro de Berlim.
",0,2195
999,newsmet,gpt,prompt4,Cuomo Considering Monitor for NYCHA Amid Lead Paint Scandal,Cuomo considera supervisor para a NYCHA em meio ao escândalo da tinta à base de chumbo.,0,2194
2007,newsmet,gemma3,prompt4,‘My actions were despicable’: Priest takes leave of absence after revealing secret KKK past,Minhas ações foram abjetas: o padre tira licença após revelar passado secreto no Ku Klux Klan.,0,2194
2306,newsmet,gemma3,prompt4,Seattle Transit Agency Wants to Tear Down Fraternal Lodge,A Agência de Transporte de Seattle Quer Derrubar o Lar Fraternal.,0,2193
2263,newsmet,gemini,prompt4,Microchips Now in Your Medicine – FDA Approves Tracking Pills & New Brain Implants Increase Memory,"Microchips na sua medicação: a FDA aprova pílulas rastreadoras e novos implantes cerebrais turbinam a memória.
",0,2193
1624,newsmet,gemini,prompt4,18 states are suing Betsy DeVos for putting for-profit college fraudsters over student borrowers,"Dezoito estados processam Betsy DeVos por dar guarida a vigaristas de faculdades lucrativas em detrimento dos estudantes endividados.
",0,2192
2255,newsmet,gemma3,prompt4,Why I’m Traveling 710 Miles to Attend the March for Life,"Por que estou viajando 1.126 quilômetros para comparecer à Marcha pela Vida.
",0,2192
