ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
blown out of proportion,Sair da proporcionalidade,Desynchronizar a proporção.,1,100,30,351,477,597,573,442,2570
hand in glove,Mão na manga.,"""Bolsa cheia de dinheiro"" ou ""Com uma mão nas fundas do bolso"".",1,100,30,705,536,652,503,659,3185
birds of a feather flock together,Pássaros do mesmo bico se reúnem.,"""Fowl of a feather flock together.""",1,7,7,84,197,92,144,237,768
get out of hand,Sair do controle.,Loss of control.,1,49,30,337,148,156,188,106,1014
He called his parents yesterday.,Ele ligou para os seus pais ontem.,Ele tocou o coração dos seus pais ontem.,0,100,30,684,515,317,359,417,2422
He wrote a letter to his friend.,"Ele escreveu uma carta a seu amigo com caneta de bico, e a carta foi o seu coração, desenrolando seu pensamento.","Ele escreveu uma carta ao seu amigo com caneta de bico, e a carta foi seu coração, desenrolando seu pensamento.",0,86,30,631,256,365,684,601,2653
She danced at the party last night.,Ela dançou a noite toda na festa.,Ela conquistou a noite toda na festa.,0,100,30,411,355,273,608,560,2337
close to home,Perto de casa.,"""Bastante ao lado do meu coração.""",1,100,30,661,412,558,394,224,2379
"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.","""Se não aguenta o fogo, saia da panela.""",1,100,30,634,464,342,624,468,2662
between the devil and the deep blue sea,"""Entre o diabo e o mar azul fundo.""","""Between the devil and the deep blue sea.""",1,1,4,14,24,63,36,145,287
get cold feet,Ficar com as pernas geladas,"""Ser trancado na geladeira""",1,100,30,541,692,649,310,447,2769
fish out of water,Peixe fora d'água.,Fish out of water.,1,1,30,6,9,7,104,7,164
over the moon,Lançar-se em nuvens de alegria,"""Leap into clouds of joy""",1,100,30,306,231,527,101,281,1576
once in a blue moon,Uma em meio ao céu azul.,Uma nota de música no céu.,1,100,30,564,656,545,652,580,3127
chip off the old block,Um pedaço de madeira do velho tronco.,Um fragmento de madeira do velho tronco da vida.,1,100,30,640,616,453,564,477,2880
break the mold,Rachar o molde.,Breaking the mold.,1,18,30,55,17,14,110,37,281
ace in the hole,"""Carta na manga"".","Piqua no folclore. 

Piqua também pode ser outra tradução aceitável",1,100,30,518,433,651,689,695,3116
She is gardening in the backyard.,Ela está cuidando de uma floresta em seu quintal.,Ela está cultivando um jardim da alma em seu quintal interno.,0,100,30,599,404,394,385,531,2443
blind as a bat,"""Surdo como morcego""","""Dead as a bat"".",1,12,30,124,107,339,225,232,1069
call it a day,Chegou a hora de recolher.,É chegada a hora de pegar a cola.,1,64,30,383,675,565,269,319,2305
calm before the storm,Calmante antes da tempestade.,"""Calming before the storm""",1,12,30,65,50,65,152,120,494
He attended a wedding last weekend.,Ele desempenhou o papel de convidado num casamento no fim de semana passado.,Ele fez uma aparição na festa de casamento no final de semana passado.,0,100,30,441,502,135,168,87,1463
chill to the bone,Fazer gelar os ossos.,"""Pôr os pelos do cabelo de pé"" ou ""Fazer os cabelos de pé"".",1,100,30,699,300,712,716,691,3248
broad strokes,Vastas paletas,Elevated ranges,1,100,30,211,442,614,427,303,2127
She is listening to music while cooking.,Ela está dançando à música enquanto cozinha.,Ela está dançando à vida enquanto prepara a refeição.,0,100,30,609,319,400,665,608,2731
blind as a bat,Surdo como morcego,Deaf as a bat,1,12,30,4,25,81,192,144,488
all thumbs,Toda a mão,"""All of a hand""",1,45,30,309,631,593,401,352,2361
chip on your shoulder,Um peso na consciência.,Um fardo no coração.,1,100,30,715,621,291,130,256,2143
chase rainbows,Percorrer arco-íris,"""Chase rainbows""",1,1,30,30,35,31,249,46,422
"hope for the best, prepare for the worst","Tudo bem que assim seja. Esperar o melhor, preparar o pior.","""All right, then. Hope for the best, prepare for the worst.""",1,6,8,62,69,60,74,184,463
get a grip,Obter um bom tranco.,Receiving a good kick in the pants.,1,62,30,312,467,615,490,658,2634
finger on the pulse,Ter o dedo na pulseira.,"Ter um pôr de sol na mão.

ou 

Ter o tempo do lado.",1,100,30,587,585,673,535,663,3173
ball of fire,Bola de fogo,Spark of fireball,1,45,30,91,134,69,356,149,874
He is making tea in the kitchen.,Ele está preparando o chá no quarto das coisas escondidas.,Ele está preparando o chá no quarto do segredo.,0,100,30,630,457,197,615,318,2347
bite your lip,Fazer careta,To pull a face.,1,100,30,313,168,625,599,507,2342
live in a glass house,Viver em uma casa de vidro,Vivir em uma casa de vidro.,1,100,30,415,688,126,295,19,1673
into thin air,"De repente, sem nenhum motivo aparente","""Out of the blue, with no apparent reason in sight.""",1,100,30,324,180,369,48,242,1293
don’t cry over spilled milk,Não se desespere por leite derramado.,"""Don't lose hope over spilled milk.""",1,11,30,121,165,104,70,191,692
don't count your chickens before they hatch,Não fique contando os ovos antes de que eles ponham.,Não mostre o que você tem até que tenha algo para mostrar.,1,100,30,542,299,684,456,404,2515
close to my heart,Muito perto do meu coração,"""Very close to my heartbeat.""",1,19,30,166,65,95,183,124,682
He went fishing with his friends.,Ele foi em busca de peixes (ou de sorte) com seus amigos.,Ele foi à pesca (ou à caça) de sorte com seus amigos.,0,100,30,545,451,240,463,262,2091
as clear as mud,Transparência de lama.,Mire e obscuro.,1,100,30,538,648,595,552,409,2872
be a fly on the wall,Ser um inseto na parede,Ser um mosquito à parede.,1,100,30,362,633,588,499,139,2351
changing gears,Mudar os marchos.,"""Mudar os marcos.""",1,100,30,421,700,372,318,234,2175
call it quits,"Dar a largada para a saída, parar de continuar, desistir, abrir mão.","""Give up the starting line, pull over, call it quits, throw in the towel.""",1,43,30,188,177,190,268,526,1422
bottom line,Ponta final.,"""The Last Spike""",1,100,30,342,701,514,640,426,2753
bet the farm,Jogar a fazenda.,"""Launch the farm""",1,18,30,167,684,370,254,228,1751
as free as a bird,Livre como um pássaro do ar.,Livre como um pássaro do céu.,1,100,30,653,683,340,448,220,2474
flying by the seat of your pants,Voar de pernas ao ar livre.,"""Flying by the seat of your pants.""",1,1,5,25,32,83,587,298,1031
chasing your tail,Cagar na própria cova.,Buried alive in one's own grave.,1,100,30,349,685,697,353,664,2878
She plays the piano beautifully.,"Ela brinca com o piano como se fosse uma flor que se balança ao vento, suas notas uma dança de seda ao sol.","Ela brinca com o piano como se fosse uma flor que se balança ao vento, suas notas uma dança de seda ao sol.",0,87,30,460,462,540,715,542,2836
heart of stone,Coração de pedra.,"Cor de pedra.

Nota: Essa tradução manteve a palavra ""cor"" e não usou a equivalência direta para ""pedra"", pois essa escolha permitiu preservar o sentimento metafórico original, sugerindo uma cor pálida ou desbotada, como a de uma pedra.",1,100,30,674,323,557,203,599,2486
They are going to the cinema tonight.,Eles estão indo lançar uma estrela hoje à noite.,"""Eles vão dar um grande show hoje à noite.""",0,100,30,395,261,200,327,490,1803
a taste of your own medicine,Um gole da própria medicação.,"""Taking a sip of one's own prescription""",1,37,30,176,142,209,94,168,856
break the ice,Romper o gelo.,"""Breaking the ice.""",1,18,30,120,82,103,297,88,738
cloud of suspicion,Nebulosa de suspeita.,"""Cloud of Suspicion""",1,1,30,37,37,28,19,44,196
diamond in the rough,Um diamante em bruto.,Uma joia sem lapidar.,1,100,30,414,382,570,588,537,2621
beat the clock,Bater a bola de relógio.,Bite the clock.,1,18,30,96,244,151,585,273,1397
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,Ele está afixando os pedaços de uma relação quebrada.,0,100,30,612,459,430,635,466,2732
She is watching a movie at the theater.,Ela está assistindo uma emoção no cinema.,"Ela está assistindo uma emoção no cinema. 

(Translation: She is watching an emotion at the movies.)",0,39,30,236,220,294,257,464,1540
a penny saved is a penny earned,O pence salvo é como se fosse ganho.,"""Um centavo guardado é como se tivesse sido ganho.""",1,100,30,456,560,219,161,253,1779
He cleaned the garage on Saturday.,Ele passou aspirador de pó no garagem no sábado.,"Ele ""varreu"" a garagem no sábado.",0,100,30,405,629,202,367,241,1974
a fish out of water,Peixe fora da água.,Fish out of water,1,4,30,10,56,22,16,18,156
down to earth,De pé no chão,"No sole.

Ou: De pé na Terra.",1,100,30,397,669,648,460,245,2549
happy as a clam,"Feliz como um caranguejo, embora possamos considerar uma tradução mais apropriada ""Feliz como um crustáceo que se sente à vontade em seu ninho"".","""Alegre como uma criatura branquídea em seu refúgio.""",1,100,30,549,626,332,261,573,2471
He visited the museum with his class.,Ele navegou pelo museu com sua turma.,Ele esquadrinhou o museu com sua turma.,0,100,30,509,407,118,429,344,1937
I visited my parents last weekend.,Visitava os meus pais no último fim de semana.,"""Passei tempo com meus pais no último fim de semana.""",0,100,30,514,504,119,55,9,1331
by the skin of your teeth,Pela pele da sua boca.,A um hair's breadth from your lips.,1,70,30,199,264,660,368,302,1893
crack the code,Rachar o códig,Breaking the code,1,18,30,28,49,39,219,2,385
He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,"Ele se sentou no banco do banco, assistindo à bola rolar.",0,100,30,479,408,561,675,597,2850
climbing the corporate ladder,Subir na escada da empresa.,Subir a corporate ladder.,1,30,30,141,193,55,324,227,1000
all in the same boat,Na mesma barca.,"""In the same boat.""",1,4,30,128,61,30,22,60,335
cold feet,Pé frio.,Sole of the soul,1,100,30,314,713,653,464,596,2870
a mountain to climb,A montanha a escalada,"""A montanha da superação""",1,56,30,450,562,221,559,257,2135
break the back of it,Arrebentar com o projeto.,Blow the project out of the water.,1,45,30,254,204,443,461,410,1847
blowing off steam,Sacudir o vapor.,Shake off the fumes.,1,49,30,175,141,259,390,151,1195
cook up a storm,Fazer um temporal na cozinha.,Causing a storm in the kitchen.,1,39,30,206,126,149,428,161,1139
dead in the water,No fundo do poço.,No bottom of the well,1,56,30,208,429,401,41,331,1496
bite the big one,Mordiscar o biguá.,"""Bite at the guaycura.""",1,30,30,281,594,396,653,420,2404
buy a lemon,Comprar uma lima (no sentido de comprar uma desculpa ou evitar uma situação),"""Buy a file (no sentido de comprar uma desculpa ou evitar uma situação)""",1,55,30,289,608,583,660,373,2598
get a second wind,Obter um novo impulso.,Obter um novo surto de energia.,1,100,30,461,632,413,422,289,2347
He is working on his laptop.,"Ele está trabalhando no seu ""gêmeo mecânico"" ou ""estudante digital"".","Ele está trabalhando em seu ""duplo mecânico"" ou ""aprendiz digital"".",0,100,30,498,456,494,597,584,2759
clear as mud,"""Percorrendo o claro""","""Piercing the Light""",1,100,30,367,706,445,229,393,2270
different strokes for different folks,"""Golpes para pessoas diferentes.""","""Bloows for Different People""",1,35,30,149,330,344,303,320,1511
She had a cup of soup for lunch.,Ela sorveu um copo de sopa no almoço.,Ela engoliu a refeição do almoço de uma vez.,0,80,30,567,415,324,340,381,2137
cast the first stone,"""Arrojar a primeira pedra"" ou ""Arrojar a primeira pedra a alguém""","""Cast the first stone.""",1,1,30,57,28,45,536,165,862
call a spade a spade,"Dizer a verdade sem rodeios, sem eufemismos, sem rodeios.","Dizer a verdade sem cortar pelo sinal, sem redação, sem rodeios, sem tapinha nos ombros.",1,83,30,566,455,714,616,693,3157
a ray of hope,Raio de esperança.,Ray of Hope,1,5,30,23,52,23,26,67,226
They are painting the walls of their house.,Estão revestindo as paredes da sua casa com suas vidas.,They are wallpapering the walls of their house with their lives.,0,13,10,17,106,138,28,343,655
crash course,"""Curso de mergulho rápido""","""Rapid Dive Course""",1,39,30,178,321,323,267,128,1286
The sun rises in the east.,"O sol nasce no leste, mas também: A vida começa em nossas esperanças, O futuro nasce com o amanhecer.","""O sol nasce no leste, mas também: A vida começa em nossas esperanças, O futuro nasce com o amanhecer.""

""Sunrise is in the east, but also: Life begins in our hopes, The future is born with dawn.""",0,74,30,330,237,523,43,93,1330
an arm and a leg,Um braço e uma perna,"Um braço e uma perna. 

A tradução literal seria 'an arm and a leg'.",1,31,30,205,154,274,66,75,835
breaking the mold,Quebrar a moldura ou Quebrar o molde.,"""Breaking the mold"" ou ""To break free from the mold""",1,33,30,104,201,347,243,219,1177
caught red-handed,Pegueu pela garrucha,"""Pull the trigger""",1,100,30,377,658,458,124,579,2326
blood from a stone,Sangue de pedra,"""Blood of Stone""",1,24,30,139,101,228,31,56,609
beyond the pale,Além do que é permitido,"""Beyond the Pale""",1,1,30,42,44,220,376,193,906
She is walking through the forest.,Ela está caminhando pela floresta das emoções.,Ela está perambulando pela selva emocional.,0,100,30,482,391,212,167,459,1841
blood runs thicker than water,O sangue escorre mais denso que a água.,Blood flows thicker than water.,1,8,30,18,30,6,39,1,132
follow your nose,Siga o seu nariz.,"""Follow your nose.""",1,1,30,78,16,20,358,52,555
hard nut to crack,"""Noz dura de quebrar"".","""An Oak is Hard to Crack""",1,23,30,150,242,417,300,235,1397
an ounce of prevention is worth a pound of cure,Um grama de prevenção é igual a um quilograma de cura.,"""Pound of prevention is equal to a ton of cure.""",1,23,30,53,105,32,93,369,705
come apart at the seams,Desgastar-se dos fios.,"Dissociate from the threads.

(se ""dissociar"" aqui é usado como um verbo com um sentido metafórico semelhante ao do português. ""Dissociate"" é usado aqui para indicar a ação de se afastar ou desconectar de algo que pode estar preso ou amarrado, como os ""fios"" da frase original).",1,93,30,339,309,656,472,683,2582
She is arranging flowers in a vase.,Ela está organizando flores em sua vida.,Ela está colhendo aspetos da sua existência para que eles fiquem ao seu redor em perfeita ordem.,0,100,30,598,419,642,391,678,2858
They went shopping for new clothes.,Eles foram às compras de novas peles.,"Eles foram às compras de novas peles.

(Não mudei a tradução para manter o sentido metafórico original, que faz referência à mudança de pele de uma pessoa que nasce como um bebê, mas o termo é usado aqui de forma humorística e metafórica, acredito que o tradutor original que usou a metáfora de ""novas peles"" sabia o que estava fazendo e, portanto, eu mantive a mesma palavra e sentido).",0,100,30,656,281,556,449,680,2752
big league,"Prazer máximo, clássico ou na grande categoria.","Greatest Satisfaction, Classical or in the Large Category.",1,100,30,345,691,716,392,630,2904
She is packing her suitcase for a trip.,Ela está embrulhando sua mochila para uma viagem.,Ela está amarrando sua mochila para uma jornada.,0,100,30,622,435,176,450,364,2177
She attended a conference last week.,Ela participou de um encontro de idéias no último fim de semana.,Ela se reuniu com uma explosão de pensamentos no último final de semana.,0,100,30,454,489,524,533,488,2618
all that glitters is not gold,O que brilha não é ouro.,"""Ao que brilha, não está na coroa.""",1,100,30,526,641,436,666,546,2945
rain on your parade,Ganhar a chuva sobre a sua festa.,"Ter a vida virada para o lado, ficar um pouco desolado.",1,100,30,543,484,640,686,687,3170
as stubborn as a mule,Duro como uma bicha.,Like a bull in a china shop.,1,67,30,280,541,559,692,567,2736
fall on deaf ears,Cair nas orelhas de alguém sorda.,"""Fall on deaf ears""",1,1,30,33,21,59,277,169,590
She is preparing dinner for the guests.,Ela está montando um espetáculo culinário para os convidados.,Ela está arranjando um jantar para os convidados.,0,100,30,666,396,96,323,51,1662
He is writing an essay for school.,Ele está lançando suas ideias sobre o papel em uma obra literária para a escola.,"Ele está lançando suas ideias sobre o papel em uma obra literária para a escola. 

Alternatively, outra opção pode ser:
 Ele está colocando suas ideias no papel.",0,100,30,513,383,412,639,610,2687
beating a dead horse,Picar o osso (mas uma tradução mais literal e comum no contexto é  bater em madeira),Batter against the bone.,1,100,30,218,411,629,575,647,2610
keep your eyes peeled,Esteja de olho aberto.,"""Have eyes wide open.""",1,53,30,195,99,166,86,136,765
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,Ele foi visitar sua avó no hospital.,0,71,30,334,485,66,348,30,1364
caught in the crossfire,Pegado na faixa de fogo cruzado.,Embroiled in the crossfire.,1,12,30,72,42,68,220,125,569
a blessing in disguise,Uma bênção disfarçada ou Uma bênção sob disfarce.,Uma bênção vestida de máscara.,1,100,30,366,259,268,265,174,1462
bending over backwards,Levar a extremidade (literalmente: esticar a perna até tocar o chão).,"""Take it to the extreme (literalmente: stretch the leg until it touches the ground).""",1,100,30,277,326,600,211,625,2169
He is drawing in his sketchbook.,Ele está tirando conclusões em seu caderno de esboços.,Ele está fazendo rascunhos em seu caderno de esboços.,0,100,30,570,478,170,235,189,1772
a new lease on life,Uma nova cartografia para a vida.,Um novo mapa para a existência.,1,67,30,380,336,242,85,231,1371
climbing the ladder,Subir a escada do sucesso.,Subir a escada do sucesso.,1,100,30,625,448,131,620,122,2076
a rolling stone gathers no moss,A pedra que rola juntará mais lama.,"""An rolling stone gathers no moss.""",1,7,7,31,62,21,468,130,726
better half,"Métale-traço, lado oposto, metade melhor da vida.","""Metal trace, other side, better half of life.""",1,39,30,186,679,520,446,365,2265
He is eating dinner with his family.,Ele está compartilhando refeição de celebração com seu clã.,Ele está compartilhando uma festa de refeição com sua tribo.,0,100,30,527,387,150,423,440,2057
in the bag,Ter a bola rolando.,Manter a bola rolando.,1,100,30,434,531,643,174,400,2312
dead as a doornail,""" Morto como um prego"".","""Dead as a nail.""",1,12,30,119,84,175,410,268,1098
She is playing with her children in the garden.,Ela está brincando com os seus filhos no jardim.,Ela está cultivando a alegria em seu jardim.,0,100,30,578,312,277,673,564,2534
I am playing video games in my room.,Estou navegando em mundos virtuais à sombra da minha pele.,"""I'm navigating virtual worlds in the shadow of my skin.""",0,46,30,194,260,560,141,467,1698
cut to the chase,Vamos direto ao ponto.,"""Cut to the chase.""",1,1,30,54,18,58,232,351,744
cut the mustardcross that bridge when you come to it,Cortar a massa (ou dar certo) na ponte quando chegar lá.,"""Corte a massa (ou faça a ligação crucial) na ponte ao chegar lá.""

Alternativa traduzida:

""Conectar os pontos fracos (ou cair em casa) na ponte ao chegar lá.""",1,100,30,448,447,585,696,653,2959
She works as a software engineer.,"Ela atua como uma engenheira de software, ou ""ela constrói o código como um engenheiro constrói uma ponte"".","Ela atua como uma engenheira de software, ou ""ela escreve o código como um engenheiro constrói uma ponte"". 

(Ou, uma opção alternativa)
Ela atua como uma engenheira de software, ou ""ela cava o código como um engenheiro cava um túnel sob a ponte"". 

(ou, ainda)
Ela atua como uma engenheira de software, ou ""ela constrói o código como um arquiteto constrói uma estrutura""",0,91,30,711,238,505,459,562,2596
He is going to the post office.,"Ele está a caminho da estação da vida, onde os sonhos são selados.","Ele está a caminho do fim da via de sonhos, onde os destinos são selados.",0,100,30,601,466,603,659,685,3144
bare your soul,"Revelar o seu íntimo, abrir o seu coração.","Reveal your innermost self, unseal your heart.",1,62,30,133,108,182,142,208,865
bad blood,Rixa,"""Dispute"" ou ""Altercação"".",1,100,30,389,714,692,544,454,2923
She is playing piano in the evening.,Ela está tocando a vida no crepúsculo.,Ela está vibrando a vida no entardecer.,0,100,30,654,476,618,622,592,3092
go down in flames,Queimar em chamas.,Ablaze,1,100,30,229,75,419,443,489,1785
get your ducks in a row,Ter os aviários em ordem.,"""Have your ducks in a row.""",1,7,7,45,29,76,113,190,467
They cleaned the house on Saturday.,Eles sanitizaram a casa no sábado.,They swept the house clean on Saturday.,0,11,30,8,43,18,89,49,248
at death's door,Ao limiar da morte.,No threshold of death.,1,53,30,255,488,309,262,199,1596
cut the mustard,"Desfrutar do sucesso ou atingir um objetivo, como um corredor que acaba o percurso (ou ""manteve a farinha"" ou fez ""o que deu azar ao pão de farinha"" o que é um jogo de palavras de ""cut the mustard"" (que era uma das variedades de ""cut the cheese"" e que era usado no Século XIX)","""Enjoying success or achieving a goal, like a runner crossing the finish line (or ""staying the cornbread"" or ""making the cornbread's mistake,"" a play on words from ""cut the mustard"" - a variety of ""cut the cheese"" - used in the 19th century).""",1,73,30,245,437,686,326,706,2503
by the book,À risca.,Line por linha.,1,100,30,391,622,533,301,198,2175
She played cards with her friends.,Ela jogou cartas com seus amigos.,Ela fez uma rodada de palavras com seus amigos.,0,100,30,529,555,290,509,446,2459
an old flame,Um antigo incêndio,"Um velho fogo destruiu as raízes.

(Pode variar de acordo com o contexto em que a expressão está sendo usada)",1,100,30,632,612,501,437,623,2935
They are reading a novel by the fireplace.,Estão lendo um romance à lareira.,Estão mergulhando em um romance às fagucas.,0,100,30,459,425,685,657,523,2879
caught between a rock and a hard place,Pegado entre uma rocha e um pedaço de aço.,Caught between a rock and a hard place.,1,1,1,1,5,15,294,182,499
a sinking ship,Navio no mar da perdição.,Ship at sea in the ocean of perdition.,1,64,30,213,194,357,32,112,1002
drive me up the wall,Mandar-me subir as paredes.,"""Make me climb the walls.""",1,38,30,146,89,167,215,86,771
I called my friend last night.,Toquei no telefone de minha amiga ontem à noite.,Conectei-me com minha amiga ontem à noite.,0,100,30,493,370,171,445,111,1720
burn the candle at both ends,Arranhar o candelabro em ambos os lados.,"""Scratching the candlestick on both sides.""",1,45,30,130,413,255,618,376,1867
They are attending a concert tonight.,Eles estão assistindo a uma sinfonia noturna hoje à noite.,Eles estão vendo uma sinfonia noturna hoje à noite.,0,100,30,406,269,147,658,378,1988
bite the bullet,Tomar o pulo da galinha,"Eater one's words.

(E esta expressão que é usada de forma idiomática é o equivalente traduzido, mas ""To take the chicken by the neck"" seria o equivalente exato para a expressão metafórica de maneira literal e sem o processo de tradução de idiomática, contudo, a expressão traduzida anteriormente, é a opção que manteve a forma mais idiomática e tradução criativa equivalente para ""Tomar o pulo da galinha"" na língua inglesa)",1,98,30,475,379,654,677,705,3018
chase your tail,Perseguir um fantasma.,"""Chasing a ghost.""",1,100,30,296,200,193,313,362,1494
cool as a cucumber,Fresquinho como um pepino.,Crisp as a cucumber.,1,12,30,22,66,79,194,178,581
don't put all your eggs in one basket,Não coloque todos os seus ovos em uma mesma cesta.,"""Não ponha todos os seus ovos em uma cesta única.""",1,100,30,663,409,114,77,72,1465
black as coal,Negro como carvão,"""Negro como a noite que desce sobre o carvão queimado""",1,100,30,591,606,152,184,322,1985
ants in your pants,Formigas na calça.,"""Cigarras no calçado""",1,100,30,665,643,594,504,243,2779
don't bite the hand that feeds you,Não morda a mão que te alimenta.,"""Não morda a mão que te alimenta"" se traduz para o inglês como ""Don't bite the hand that feeds you.""",1,30,23,162,162,187,90,20,674
live to fight another day,Viver para lutar outro dia,"""Living to fight another day""",1,8,9,47,88,43,52,76,323
cat's meow,Lulicão de gato,"""Whiskerwraith""",1,100,30,305,557,489,479,543,2503
by the book,"""De acordo com o manual""","""By the book.""",1,1,30,87,41,78,328,82,647
by the skin of your teeth,Com a pele dos dentes.,Com a pele dos dentes.,1,100,30,499,306,308,554,84,1881
busy as a bee,Ativo(a) como uma abelha.,Active like a bee.,1,30,30,74,85,61,25,28,333
calm before the storm,Céu de tempestade no horizonte,Caelum tempestatis ad orizontem,1,100,30,502,380,579,160,371,2122
She visited the art gallery on Sunday.,Visitou o museu de arte no domingo.,"""Visitou o templo da beleza no domingo.""",0,100,30,400,490,172,595,555,2342
They went to a restaurant for dinner.,"Foram a um restaurante para uma refeição de jantar, para servir e consumir algo delicioso.","Foi a um restaurante para uma ceia de noite, para se servir e consumir algo delicioso. (Restaurei o ""delicioso"" para traduzir melhor o sentimento metafórico de ""para servir e consumir"") 

 ou

They went to a restaurant for a dinner date, to serve and savor something delightful.",0,52,28,272,191,455,311,661,1970
all thumbs,"""Malocado"" ou ""Sem jeito das mãos"".","""Não se sabe o que fazer com as mãos"" ou ""À procura de um terceiro braço"".",1,100,30,671,552,699,478,665,3195
She is dancing to the music.,Ela está dançando à música.,Ela está ao ritmo da música da vida.,0,100,30,409,385,333,644,416,2317
bend the rules,Quebrar as regras.,"""Desafiar o status quo"".",1,100,30,369,492,318,185,65,1559
bring to the table,Contribuir com uma novidade.,"""Bring something to the table.""",1,4,30,113,80,106,272,176,781
crash and burn,Queimar todas as suas pontes.,Queimar todas as suas pontes,1,100,30,707,575,613,516,450,2991
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They're playing chess on the table.,0,16,30,13,31,19,8,1,118
bare bones,O esqueleto nu.,"""A Naked Skeleton.""",1,100,30,201,136,482,134,81,1164
an uphill battle,Uma batalha contra as colinas,"""Battle Against the Hills""",1,49,30,189,132,325,221,431,1377
cast a shadow,Lançar uma sombra.,"""Projeter uma silhueta sombria.""",1,100,30,361,699,478,647,201,2516
She is watching the stars at night.,Ela está olhando a eternidade.,"""She is gazing into eternity.""",0,45,30,198,253,343,163,240,1272
don’t put all your eggs in one basket,Não ponha todas as suas ovos em uma cesta.,"""Don't put all your eggs in one basket.""",1,1,4,38,12,8,61,38,162
face the music,Apanhar a onda.,Catching the wave.,1,45,30,263,645,429,205,203,1820
She is practicing yoga in the park.,Ela está aprimorando a sua conexão com a natureza.,Ela está entalhando laços com a natureza.,0,100,30,491,398,390,253,532,2194
He made a sandwich for lunch.,Ele amarrou as partes em volta de si mesmo para o almoço.,"Ele amarrou as partes em volta de si mesmo para o almoço. (Nesse caso, um ""almoço"" pode ser uma referência metafórica a uma discussão ou reunião, portanto a tradução seria mais adequada como: He wrapped things around himself for lunch)",0,77,30,332,535,553,433,649,2609
hit the books,Preparar-se para estudar intensamente (exagerar nas leituras).,Preparar o solo para cultivar (exasperar nos estudos),1,100,30,597,615,693,421,643,3099
close shave,Passagem perigosa,Crossroads Treacherous.,1,100,30,359,717,681,260,315,2462
a leopard can't change its spots,Um leão marinho não pode mudar seu pelame.,"""A sea lion cannot change its coat.""",1,37,30,118,117,231,80,233,846
couch potato,Batata quente,"""Quente como uma batata"" (não é uma frase literal, mas uma expressão idiomática), ou ""queima na palma da mão"".",1,100,30,517,449,658,330,553,2637
She walked to the store.,"Ela caminhou até a loja, transformando seus passos em um caminho até o seu destino.","Ela caminhou até a loja, convertendo seus passos em uma estrada que a levava até o seu destino.",0,100,30,629,364,262,381,209,1975
like riding a bike,"Saber andar de bicicleta como se fosse uma segunda natureza, sem esforço aparente.","Conhecer a bicicleta como o movimento da sua segunda pele, sem qualquer esforço aparente.",1,80,30,657,595,619,457,642,3080
They are playing volleyball at the beach.,Eles estão em plena luta para conquistar cada vez mais um pouquinho de felicidade.,Eles estão em pleno combate para conquistar cada vez mais um pedaço minúsculo de alegria.,0,100,30,626,366,567,274,652,2615
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,"Ele está jogando ao seu lado, apesar dos obstáculos de sua vida pessoal.",0,100,30,696,463,432,691,660,3072
curiosity killed the cat,A curiosidade matou o gato.,"A cat was curiouser than she was pretty, which caused her demise.",1,75,30,228,161,384,542,308,1728
barking up the wrong tree,Seguindo o cão de um pé atrás,"""No one's tail.""

Nota: A tradução literal de ""Seguindo o cão de um pé atrás"" poderia ser algo como ""Following a dog one step behind"", mas isso não captura a ideia metafórica original. A expressão original é um jogo de palavras que sugere seguir alguém que está tomando decisões ruins, e a tradução proposta tenta manter essa ideia.",1,100,30,398,443,666,609,702,2948
They are visiting the zoo.,Eles estão fazendo uma excursão pelo jardim da vida selvagem do coração humano.,Eles estão explorando a reserva natural do coração humano.,0,100,30,508,276,485,664,639,2702
pull the plug,Puxar o cordão.,"""Pull the trigger""",1,18,30,163,123,258,99,40,731
beat a hasty retreat,Realizar uma retirada apressada.,"""Perform a hasty withdrawal.""",1,30,30,123,81,328,129,152,873
I went to the store to buy some bread.,Fui ao mercado procurar o pão da vida.,I went to the market in search of bread that sustains my soul.,0,34,22,92,118,163,190,339,958
butterflies in my stomach,Mariposas no estômago.,"""Butterflies in my stomach.""",1,1,30,66,36,88,46,8,275
come up against a brick wall,Atropelar uma parede de tijolos.,Bump into a brick wall.,1,27,30,82,60,91,346,271,907
smooth sailing,Vela tranquila,Candle in repose.,1,100,30,308,716,650,149,544,2497
She is sending a letter to her friend.,Ela está enviando um aviso para sua amiga.,Ela está enviando um sinal de alerta para sua amiga.,0,100,30,492,423,162,430,311,1948
He is checking his email.,Ele está varrendo seu correio eletrônico.,Ele está limpando seu bolsão de email.,0,68,30,424,563,108,452,504,2149
an uphill battle,Uma batalha ascendente,Um conflito em ascensão,1,100,30,407,660,244,75,214,1730
make waves,Fazer ondas ou criar ondas.,Eviar waves or make waves,1,24,30,90,207,178,625,360,1514
