ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She had a cup of soup for lunch.,Ela comeu uma xícara de sopa no almoço.,She ate a cup of soup for lunch.,9,8,37,457,416,120,1,1048
cast the first stone,lançar a primeira pedra,cast the first stone,1,1,3,30,107,272,63,477
call a spade a spade,chamar as coisas pelo nome,call a spade a spade,1,1,3,123,253,565,225,1171
a ray of hope,um raio de esperança,a ray of hope,1,1,4,136,33,115,1,291
They are painting the walls of their house.,Eles estão pintando as paredes da sua casa.,They are painting the walls of their house.,1,1,3,207,226,284,1,723
crash course,curso intensivo,Intensive course,32,44,248,602,536,99,63,1624
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,1,1,3,263,113,33,1,415
an arm and a leg,um braço e uma perna,an arm and a leg,1,1,3,61,259,85,14,424
breaking the mold,quebrando o molde,Breaking the mold,1,44,1,243,280,387,1,957
caught red-handed,Pego em flagrante,Caught red-handed,1,44,4,7,363,658,322,1399
blood from a stone,sangue de uma pedra,blood from a stone,1,1,3,300,202,358,1,866
beyond the pale,além do aceitável,beyond acceptable,37,44,264,664,569,133,230,1941
She is walking through the forest.,Ela está caminhando pela floresta.,She is walking through the forest.,1,1,3,74,140,362,1,582
blood runs thicker than water,Sangue mais grosso que água,Blood is thicker than water,12,44,57,438,325,416,1,1293
follow your nose,Siga o seu nariz,Follow your nose,1,44,3,363,170,577,63,1221
hard nut to crack,noz dura de rachar,tough nut to crack,17,44,41,89,319,542,139,1191
an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale mais do que uma libra de cura,An ounce of prevention is worth a pound of cure,1,2,3,237,314,209,1,767
come apart at the seams,desfazer-se nas costuras,fall apart at the seams,12,15,70,396,414,558,59,1524
She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,She is arranging flowers in a vase.,1,1,4,79,173,81,1,340
They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,They went to buy new clothes.,24,44,103,440,350,198,83,1242
big league,grande liga,major league,32,44,218,405,293,37,154,1183
She is packing her suitcase for a trip.,Ela está arrumando sua mala para uma viagem.,She is packing her suitcase for a trip.,1,1,3,59,218,166,1,449
She attended a conference last week.,Ela participou de uma conferência na semana passada.,She attended a conference last week.,1,1,3,140,43,282,1,471
all that glitters is not gold,não é ouro tudo que reluz,All that glitters is not gold.,1,18,69,10,103,58,116,375
rain on your parade,estragar sua festa,spoil your party,43,44,287,571,610,321,342,2218
as stubborn as a mule,tão teimoso quanto um burro,as stubborn as a mule,1,1,3,8,209,428,89,739
fall on deaf ears,cair em orelhas moucas,to fall on deaf ears,7,15,99,368,448,663,302,1902
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is preparing dinner for the guests.,1,1,3,194,228,149,1,577
He is writing an essay for school.,Ele está escrevendo um ensaio para a escola.,He is writing an essay for school.,1,1,3,111,164,53,1,334
beating a dead horse,dar murro em ponta de faca,to cut one's nose to spite one's face,52,44,307,660,703,654,372,2792
keep your eyes peeled,Mantenha os olhos abertos,Keep your eyes open,17,44,168,381,450,305,82,1447
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother in the hospital.,1,1,3,281,213,176,1,676
caught in the crossfire,pego no fogo cruzado,caught in the crossfire,1,1,3,22,198,517,40,782
a blessing in disguise,uma bênção disfarçada,a blessing in disguise,1,1,3,167,183,268,1,624
bending over backwards,Dobrando-se ao contrário,Bending backwards,13,44,106,446,502,551,203,1865
He is drawing in his sketchbook.,Ele está desenhando em seu caderno de esboços.,He is drawing in his sketchbook.,1,1,3,158,157,292,1,613
a new lease on life,um novo fôlego na vida,a new breath of life,28,44,247,544,541,386,63,1853
climbing the ladder,subindo a escada,going up the stairs,43,44,231,509,554,434,63,1878
a rolling stone gathers no moss,uma pedra que rola não ganha musgo,a rolling stone gathers no moss,1,1,3,133,294,466,146,1044
better half,metade melhor,half better,32,44,244,504,368,368,352,1912
He is eating dinner with his family.,Ele está jantando com sua família.,He is having dinner with his family.,10,21,28,378,321,613,24,1395
in the bag,no papo,No conversation,52,44,354,682,664,649,369,2814
dead as a doornail,morto como um prego,Dead as a doornail,1,44,3,11,403,637,274,1373
She is playing with her children in the garden.,Ela está brincando com as crianças no jardim.,She is playing with the kids in the garden.,15,23,130,423,385,194,1,1171
I am playing video games in my room.,Estou jogando videogames no meu quarto.,I'm playing videogames in my room.,24,41,64,318,312,36,1,796
cut to the chase,Vamos direto ao ponto,Let's get straight to the point,38,44,320,554,601,146,145,1848
cut the mustardcross that bridge when you come to it,"cortar o queijo, passar a ponte quando chegar a ela","cut the cheese, cross the bridge when you get to it",24,44,179,590,605,502,289,2233
She works as a software engineer.,Ela trabalha como engenheira de software.,She works as a software engineer.,1,1,2,256,72,136,1,469
He is going to the post office.,Ele está indo ao correio.,He is going to the post office.,1,1,4,84,279,398,8,775
bare your soul,Desvendar a sua alma,Unveil your soul,24,44,205,519,521,591,69,1973
bad blood,Más relações ou mágoa entre pessoas,More relationships or hurt between people,52,44,344,636,694,441,351,2562
She is playing piano in the evening.,Ela toca piano à noite.,She plays piano at night.,40,44,164,454,459,72,1,1234
go down in flames,cair em chamas,go up in flames,17,44,71,366,334,418,168,1418
get your ducks in a row,Coloque as suas coisas em ordem,Put your affairs in order,39,44,295,585,604,325,272,2164
They cleaned the house on Saturday.,Eles limparam a casa no sábado.,They cleaned the house on Saturday.,1,1,2,88,184,130,1,407
at death's door,às portas da morte,at death's door,1,44,3,161,150,522,46,927
cut the mustard,dar conta do recado,to get the message across,44,44,316,668,701,380,287,2440
by the book,ao pé da letra,to the letter,40,44,265,605,613,625,306,2498
She played cards with her friends.,Ela jogou cartas com seus amigos.,She played cards with her friends.,1,1,2,290,155,213,1,663
an old flame,um velho amor,an old love,24,44,193,573,518,64,75,1491
They are reading a novel by the fireplace.,Eles estão lendo um romance ao lado da lareira.,They are reading a novel by the fireside.,9,8,145,510,389,327,102,1490
caught between a rock and a hard place,Preso entre a cruz e a espada ou preso entre o martelo e a bigorna,Caught between the cross and the sword or caught between a rock and a hard place,24,33,155,603,564,684,365,2428
a sinking ship,um navio afundando,a sinking ship,1,44,1,81,37,173,1,338
drive me up the wall,me deixar louco,it's driving me crazy,47,44,333,616,617,519,226,2402
I called my friend last night.,Eu liguei para o meu amigo ontem à noite.,I called my friend last night.,1,1,3,213,109,90,1,418
burn the candle at both ends,Queimar a vela pelos dois lados,To burn the candle at both ends,4,5,61,462,436,384,95,1447
They are attending a concert tonight.,Eles estão assistindo a um concerto hoje à noite.,They are watching a concert tonight.,11,28,50,447,471,233,1,1241
bite the bullet,morder a bala,bite the bullet,1,44,3,303,206,650,167,1374
chase your tail,correr atrás do próprio rabo,To chase one's own tail,35,44,263,521,552,513,205,2133
cool as a cucumber,Frio como um pepino,Cool as a cucumber,1,44,3,43,328,243,41,703
don't put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,Don't put all your eggs in one basket.,1,10,52,14,311,208,1,597
black as coal,preto como carvão,black as coal,1,44,2,228,2,382,1,660
ants in your pants,formigas nas calças,ants in pants,10,44,182,513,565,674,150,2138
don't bite the hand that feeds you,não morda a mão que te alimenta,don't bite the hand that feeds you,1,1,2,166,305,124,1,600
live to fight another day,Viver para lutar outro dia,Live to fight another day,1,15,5,268,275,494,112,1170
cat's meow,o máximo,the maximum,52,44,360,672,657,520,368,2673
by the book,ao pé da letra,to the letter,40,44,265,605,613,625,306,2498
by the skin of your teeth,por um triz,by a hair's breadth,49,44,303,612,696,632,358,2694
busy as a bee,Ocupado como uma abelha,Busy as a bee,1,44,3,39,476,563,175,1301
calm before the storm,calma antes da tempestade,Calm before the storm,1,44,3,105,355,285,63,856
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,1,1,3,162,203,56,1,427
They went to a restaurant for dinner.,Eles foram a um restaurante para jantar.,They went to a restaurant to have dinner.,14,25,34,377,315,91,63,919
all thumbs,Tudo dedos,All fingers,32,44,215,469,624,448,355,2187
She is dancing to the music.,Ela está dançando ao som da música.,She is dancing to the music.,1,1,3,112,217,279,1,614
bend the rules,flexionar as regras,bend the rules,1,44,4,286,47,639,117,1138
bring to the table,trazer para a mesa,bring to the table,1,1,5,28,71,554,91,751
crash and burn,Crashar e arder,Crash and burn,1,44,2,314,418,546,1,1326
They are playing chess at the table.,Eles estão jogando xadrez na mesa.,They are playing chess on the table.,10,27,30,401,410,25,1,904
bare bones,Ossos nus,Bare Bones,1,44,4,346,447,594,80,1516
an uphill battle,uma luta difícil ou uma batalha ingrata,an uphill battle or an unwelcome fight,28,44,192,562,526,628,227,2207
cast a shadow,lançar uma sombra,cast a shadow,1,44,4,23,22,461,78,633
She is watching the stars at night.,Ela está observando as estrelas à noite.,She is watching the stars at night.,1,1,3,95,172,528,1,801
don’t put all your eggs in one basket,não coloque todos os seus ovos na mesma cesta,don't put all your eggs in one basket,1,3,53,47,204,267,33,608
face the music,enfrentar a realidade,face reality,37,44,260,595,586,501,171,2194
She is practicing yoga in the park.,Ela está praticando yoga no parque.,She is practicing yoga in the park.,1,1,3,227,123,22,1,378
He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,He made a sandwich for lunch.,1,1,3,219,78,159,1,462
hit the books,Pegar nos livros,Hit the books,1,44,3,49,455,629,128,1309
close shave,Escapada por pouco, Narrowly escaped,52,44,357,652,699,550,344,2698
a leopard can't change its spots,um leopardo não pode mudar suas manchas,a leopard cannot change its spots,16,44,74,350,339,299,63,1185
couch potato,batata de sofá,couch potato,1,44,3,375,30,451,13,917
She walked to the store.,Ela caminhou até a loja.,She walked to the store.,1,1,3,82,216,191,1,495
like riding a bike,como andar de bicicleta,how to ride a bike,34,44,219,593,539,167,63,1659
They are playing volleyball at the beach.,Eles estão jogando volei na praia.,They are playing volleyball on the beach.,10,27,10,373,286,61,1,768
He is playing soccer with his friends.,Ele está jogando futebol com seus amigos.,He is playing soccer with his friends.,1,1,3,202,98,207,1,513
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,44,111,108,435,54,1,754
barking up the wrong tree,Subir na árvore errada,To bark up the wrong tree,20,26,129,497,495,665,253,2085
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,1,1,3,32,189,182,1,409
pull the plug,desligar a tomada,unplug the outlet,40,44,259,499,487,527,169,2025
beat a hasty retreat,bater em retirada apressada,beat a hasty retreat,1,1,3,150,349,661,234,1399
I went to the store to buy some bread.,Fui à loja para comprar algumas fatias de pão.,I went to the store to buy some slices of bread.,6,14,23,470,394,135,1,1043
butterflies in my stomach,Borboletas no estômago,Butterflies in the stomach,17,44,204,398,510,611,49,1833
come up against a brick wall,deparar com uma parede de tijolos,to hit a brick wall,30,44,199,540,556,521,288,2178
smooth sailing,Navegação tranquila,Smooth navigation,32,44,125,471,534,67,1,1274
She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,She is sending a letter to her friend.,1,1,3,101,240,46,1,393
He is checking his email.,Ele está verificando seu e-mail.,He is checking his email.,1,1,3,41,61,142,1,250
an uphill battle,uma batalha difícil ou uma luta contra a corrente,an uphill battle or a fight against the tide,32,44,196,563,547,379,98,1859
make waves,fazer ondas,make waves,1,44,4,349,26,490,63,977
bury the hatchet,Enterrar o machado,Bury the hatchet,1,44,4,242,516,610,196,1613
as good as gold,tão bom quanto ouro,as good as gold,1,1,3,91,10,511,50,667
She is putting on her shoes.,Ela está calçando os seus sapatos.,She is putting on her shoes.,1,1,4,42,152,73,3,276
built like a tank,Construído como um tanque,Built like a tank,1,44,5,238,375,113,1,777
hit the sack,ir para a cama,go to bed,52,44,319,663,652,454,356,2540
burst your bubble,estourar o seu sonho,burst your bubble,1,44,2,324,17,579,88,1055
He is going for a bike ride.,Ele vai dar uma volta de bicicleta.,He is going to take a bike ride.,14,35,83,387,398,449,1,1367
bite the dust,morder o pó,bite the dust,1,44,3,334,254,683,232,1551
falling apart at the seams,desmanchando-se pelas costuras,falling apart at the seams,1,1,3,104,94,401,30,634
They are jogging through the park.,Eles estão correndo pelo parque.,They are running through the park.,11,28,76,431,484,369,1,1400
backseat driver,motorista do banco de trás,backseat driver,1,44,2,332,39,354,184,956
a blessing in disguise,uma bênção disfarçada,a blessing in disguise,1,1,3,167,183,268,1,624
back against the wall,com as costas contra a parede,with their backs against the wall,28,44,211,500,511,220,55,1569
blue collar,colarinho azul,blue-collar,1,44,140,176,512,598,143,1614
kill two birds with one stone,matar dois coelhos com uma cajadada,kill two birds with one stone,1,1,2,124,281,553,106,1068
at the drop of a hat,ao cair de uma chapéu,at the drop of a hat,1,1,3,18,302,681,58,1064
by a hair's breadth,Por um triz,By the skin of one's teeth,40,44,277,665,675,627,348,2676
They are planning a trip to Europe.,Eles estão planejando uma viagem à Europa.,They are planning a trip to Europe.,1,1,4,231,80,125,1,443
big picture,quadro geral,overall picture,32,44,274,566,470,251,111,1748
beat around the bush,Dar voltas ao assunto,Beat around the bush,1,44,3,287,407,676,204,1622
cast in stone,Gravado em pedra,Set in stone,24,44,157,450,446,561,133,1815
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the supermarket yesterday.,1,1,2,144,153,184,1,486
She cleaned the kitchen after dinner.,Ela limpou a cozinha após o jantar.,She cleaned the kitchen after dinner.,1,1,3,129,145,163,1,443
He traveled to Paris last year.,Ele viajou para Paris no ano passado.,He traveled to Paris last year.,1,1,3,200,49,295,1,550
face like thunder,Rosto como tempestade,Face like a storm,29,44,166,489,596,352,240,1916
I am learning how to cook.,Estou aprendendo a cozinhar.,I am learning to cook.,5,44,43,151,285,68,1,597
She is wearing a red dress.,Ela está usando um vestido vermelho.,She is wearing a red dress.,1,1,3,193,35,140,1,374
come rain or shine,Chova ou faça sol,Rain or shine,10,44,149,525,374,506,36,1644
get the ball rolling,dar início às coisas,get things started,43,44,304,642,588,437,63,2121
He went to the gym for a workout session.,Ele foi à academia para uma sessão de treino.,He went to the gym for a training session.,8,11,13,382,336,317,1,1068
He is drinking tea in the morning.,Ele está tomando chá de manhã.,He is having tea in the morning.,10,21,19,417,424,109,63,1063
They enjoyed a family dinner together.,Eles desfrutaram de um jantar em família juntos.,They enjoyed a family dinner together.,1,1,3,186,132,254,1,578
They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,They are playing basketball in the backyard.,10,11,45,389,358,66,63,942
"blood, sweat, and tears","sangue, suor e lágrimas","Blood, sweat and tears",1,44,32,397,192,38,1,705
flying high,Voando alto,Flying high,1,44,3,216,262,385,25,936
bring home the bacon,Trazer o pão para casa,To bring home the bread,25,44,187,575,550,199,200,1780
give someone the cold shoulder,dar as costas a alguém,turn one's back on someone,49,44,315,621,663,392,149,2233
bite your tongue,Morda a língua.,Bite your tongue.,1,44,141,312,393,552,195,1638
all in a day's work,Tudo faz parte do serviço,All part of the service,49,44,347,624,619,335,178,2196
eyes in the back of your head,olhos atrás da cabeça,Eyes in the back of the head,10,34,138,451,549,510,9,1701
He ate his breakfast quickly.,Ele comeu seu café da manhã rapidamente.,He ate his breakfast quickly.,1,1,1,165,59,366,1,594
back on your feet,de volta às suas pernas,back on his feet,17,44,184,522,276,489,211,1743
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat and tears",1,44,32,397,89,39,1,603
They are driving to the countryside.,Eles estão dirigindo para o campo.,They are driving to the countryside.,1,1,2,210,266,356,1,837
She cooked dinner for her family.,Ela cozinhou o jantar para sua família.,She cooked dinner for her family.,1,1,3,197,100,157,1,460
ace in the hole,ás na manga,in the sleeve,29,44,338,678,687,679,373,2828
hard as nails,duro como pregos,hard as nails,1,44,3,16,20,545,52,681
kill two birds with one stone,matar dois coelhos com uma cajadada,kill two birds with one stone,1,1,2,124,281,553,106,1068
black and blue,preto e azul,black and blue,1,44,3,323,1,32,1,405
how the cookie crumbles,como a bolacha se desfaz,like a cookie crumbles,32,44,175,546,557,514,156,2024
He played video games all evening.,Ele jogou videogames a noite toda.,He played videogames all night.,30,44,67,359,284,94,1,879
all bark and no bite,tudo barulho e nada de ação,all noise and no action,28,44,191,606,530,334,263,1996
beef up,Fortalecer ou reforçar.,To strengthen or reinforce.,52,44,358,673,702,355,134,2318
be on cloud nine,está nas nuvens,has his head in the clouds,52,44,334,591,637,666,338,2662
They traveled to the mountains for vacation.,Eles viajaram para as montanhas para férias.,They traveled to the mountains for vacation.,1,1,3,233,119,148,1,506
They went on a road trip last summer.,Eles foram em uma viagem de carro no verão passado.,They went on a road trip last summer.,1,1,3,132,77,203,1,418
clear the air,Limpar o ar,Clear the air,1,44,2,251,313,446,77,1134
cat got your tongue,O gato pegou sua língua,The cat got its tongue,25,44,224,577,542,631,311,2354
as busy as a bee,tão ocupado quanto uma abelha,as busy as a bee,1,1,3,3,187,408,126,729
They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,They are visiting their friends in the city.,1,1,3,171,143,155,1,475
come out of your shell,Sai da sua concha,Come out of your shell,1,15,3,293,317,415,115,1159
a storm in a teacup,Tempestade em um copo de chá,Storm in a teacup,7,44,84,488,451,339,108,1521
a tower of strength,uma torre de força,a power tower,29,44,242,574,570,34,109,1602
all's fair in love and war,"em casos de amor e guerra, tudo é justo","In cases of love and war, all is fair.",32,44,241,458,412,405,1,1593
She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,She is doing her hair in front of the mirror.,1,1,3,168,269,211,135,788
all the world's a stage,Todo o mundo é um palco,All the world's a stage,1,15,3,65,297,84,1,466
"if the shoe fits, wear it","se o calçado serve, use-o","if the shoe fits, wear it",1,1,3,146,248,333,26,758
They have three children.,Eles têm três filhos.,They have three children.,1,1,3,169,23,26,1,224
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is preparing herself for a job interview.,3,20,22,347,309,128,1,830
They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,They had a barbecue in the backyard.,1,1,3,175,176,151,1,508
bite the bullet,Morder a bala,Bite the bullet,1,44,3,303,331,652,201,1535
They went hiking in the mountains.,Eles foram caminhar nas montanhas.,They went for a walk in the mountains.,21,40,142,445,458,111,1,1218
keep your chin up,Mantenha a cabeça erguida,Keep your head up,17,44,114,409,474,309,74,1441
cut from the same cloth,cortados do mesmo tecido,cut from the same cloth,1,1,3,201,251,505,1,963
full plate,prato cheio,full plate,1,44,3,340,73,618,238,1317
alive and kicking,vivo e ativo,alive and active,24,44,212,549,529,422,61,1841
a place in the sun,Um lugar ao sol,A Place in the Sun,1,44,4,226,423,185,1,884
They went to the zoo with the kids.,Eles foram ao zoológico com as crianças.,They went to the zoo with the kids.,1,1,3,267,264,83,1,620
I took a photo of the beautiful sunset.,Eu tirei uma foto do lindo pôr do sol.,I took a picture of the beautiful sunset.,9,20,7,386,326,291,22,1061
bad egg,Ovo podre,Rotten egg,32,44,200,477,607,682,313,2355
back to square one,De volta à estaca zero,Back to square one,1,44,3,262,124,256,1,691
break the ice,Quebrar o gelo,Break the ice,1,44,3,333,345,188,1,915
The train arrived at the station on time.,O trem chegou à estação no horário.,The train arrived at the station on time.,1,1,3,97,92,48,1,243
She took a nap after lunch.,Ela tirou uma soneca após o almoço.,She took a nap after lunch.,1,1,2,230,65,426,1,726
He is watering the plants.,Ele está regando as plantas.,He is watering the plants.,1,1,3,98,246,326,1,676
at the helm,ao leme,At the helm,1,44,2,1,434,597,65,1144
The dog is playing outside.,O cachorro está brincando fora.,The dog is playing outside.,1,1,3,128,165,16,1,315
coming full circle,fechando o círculo,closing the circle,40,44,266,641,523,323,163,2000
hold your horses,Contenha-se ou Controle-se.,Contain yourself or Control yourself.,52,44,311,638,698,535,325,2603
as smooth as silk,tão liso quanto a seda,as smooth as silk,1,1,3,4,21,373,47,450
a shot in the dark,um tiro no escuro,a shot in the dark,1,1,2,156,125,231,7,523
burst at the seams,estourar pelas costuras,to burst at the seams,7,15,62,476,415,549,270,1794
They went to a concert last night.,Eles foram a um concerto na noite passada.,They went to a concert last night.,1,1,3,214,76,114,1,410
cat got your tongue,O gato pegou sua língua,The cat got its tongue.,25,44,234,580,545,646,296,2370
They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,They are having a discussion in the classroom.,1,1,3,184,120,102,1,412
behind the eight ball,atrás da bola oito,behind the eight ball,1,1,3,326,274,643,271,1519
She is painting a picture on the canvas.,Ela está pintando uma imagem na tela.,She is painting an image on the canvas.,17,35,18,391,344,204,1,1010
against the grain,Contra a corrente ou contra a maré,Against the tide or against the current,37,44,254,654,634,592,284,2499
She is typing on her computer.,Ela está digitando no seu computador.,She is typing on her computer.,1,1,2,52,68,168,1,293
left out in the cold,Deixado ao relento,Left out in the open,12,44,186,556,592,547,297,2234
don't judge a book by its cover,não julgue um livro pela capa,don't judge a book by its cover,1,1,4,96,142,10,1,255
bend over backward,inclinarse para trás,lean back,52,44,255,533,598,483,298,2263
back to the grind,De volta ao trabalho,Back to work,29,44,229,526,504,310,124,1766
let sleeping dogs lie,Deixe os cães dormirem.,Let sleeping dogs lie.,1,44,112,344,438,541,1,1481
a snowball's chance in hell,Uma chance igual à de uma bola de neve no inferno,A chance equal to that of a snowball in hell,32,44,210,538,571,239,129,1763
fighting a losing battle,Lutando uma batalha perdida,Fighting a losing battle,1,44,5,155,367,453,100,1125
a fish out of water,um peixe fora d'água,a fish out of water,1,1,3,90,162,138,1,396
hit the ground running,Partir com o pé direito,Get off on the right foot,48,44,314,658,642,399,213,2318
heart of stone,Coração de pedra,Heart of stone,1,44,3,329,356,107,1,841
He took a walk in the park.,Ele deu um passeio no parque.,He took a walk in the park.,1,1,3,289,133,164,1,592
They are enjoying a cup of coffee together.,Eles estão desfrutando de uma xícara de café juntos.,They are enjoying a cup of coffee together.,1,1,4,139,154,174,1,474
I made a cup of tea for myself.,Fiz uma xícara de chá para mim mesmo.,I made a cup of tea for myself.,1,1,5,187,116,103,1,414
cooking up a storm,cozinhando uma tempestade,cooking up a storm,1,1,3,254,105,516,54,934
fall through the cracks,cair nas brechas,fall through the cracks,1,1,4,269,93,570,63,1001
bend over backwards,dobrar-se ao contrário,bend in the opposite direction,44,44,250,555,626,518,63,2100
dance with the devil,dançar com o diabo,to dance with the devil,7,15,119,452,465,475,189,1722
dark horse,cavalo negro,black horse,32,44,176,507,485,59,1,1304
She enjoys walking in the park.,Ela gosta de caminhar no parque.,She likes walking in the park.,11,17,46,393,299,89,1,856
go the extra mile,ir além do necessário,go beyond what is necessary,45,44,342,586,612,395,96,2120
He is looking out the window at the rain.,Ele está olhando pela janela para a chuva.,He is looking out the window at the rain.,1,1,3,239,196,241,1,682
feeling under the weather,Sentindo-se mal ou indisposto,Feeling unwell or ill,44,44,305,607,648,273,261,2182
bridge the gap,preencher a lacuna,fill the gap,24,44,216,503,498,578,63,1926
clear as crystal,claro como cristal,Clear as crystal,1,44,3,34,50,230,1,363
actions speak louder than words,Ações falam mais alto do que palavras,Actions speak louder than words,1,15,2,17,270,131,1,437
cutting corners,Cortar cantos,Cut corners,32,44,128,439,419,593,186,1841
cost an arm and a leg,Custar os olhos da cara,Cost an arm and a leg,1,7,3,148,377,680,220,1436
a far cry,muito longe ou muito diferente,too far or too different,44,44,345,647,616,537,335,2568
carry the torch,levar a tocha,to carry the torch,10,44,152,467,468,540,174,1855
chew the fat,Papar o tempo.,Weather the time.,40,44,323,667,683,664,346,2767
at a snail's pace,Ao ritmo de um caracol,At a snail's pace,1,44,3,85,323,343,10,809
He is taking a nap on the couch.,Ele está dormindo no sofá.,He is sleeping on the sofa.,29,44,143,444,491,74,34,1259
dressed to kill,Vestido para matar,Dressed to kill,1,44,3,260,219,302,1,830
all in your head,tudo na sua cabeça,all in your head,1,1,3,196,15,300,1,517
He is writing a story for school.,Ele está escrevendo uma história para a escola.,He is writing a story for school.,1,1,3,110,134,276,1,526
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a picture of a landscape.,1,1,3,283,139,193,1,621
banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,to bang one's head against a brick wall,26,24,171,443,497,226,38,1425
She is visiting her grandmother in the hospital.,Ela está visitando sua avó no hospital.,She is visiting her grandmother in the hospital.,1,1,3,164,243,118,1,531
She had a meeting with her boss.,Ela teve uma reunião com seu chefe.,She had a meeting with her boss.,1,1,3,273,238,105,1,622
She is knitting a scarf for winter.,Ela está tricotando uma echarpe para o inverno.,She is knitting a scarf for winter.,1,1,3,46,237,110,1,399
She took the train to the city.,Ela pegou o trem para a cidade.,She took the train to the city.,1,1,3,179,247,29,1,461
break a leg,Boa sorte,Good luck,52,44,359,675,688,431,210,2459
They are taking pictures in front of the monument.,Eles estão tirando fotos na frente do monumento.,They are taking pictures in front of the monument.,1,1,3,190,87,175,1,458
They went for a walk in the park.,Eles foram para uma caminhada no parque.,They went for a walk in the park.,1,1,3,220,60,108,1,394
below the belt,abaixo da cintura,below the belt,1,44,3,277,295,469,1,1090
caught red-handed,Pego em flagrante,Caught red-handed,1,44,4,7,362,658,322,1398
make a mountain out of a molehill,Fazer uma montanha de um grão de areia,Make a mountain out of a grain of sand,17,32,173,570,500,180,216,1688
burning bridges,Queimando pontes,Burning bridges,1,44,3,336,386,21,1,792
burn a hole in your pocket,queimar um buraco no seu bolso,to burn a hole in your pocket,4,5,68,388,395,688,242,1790
He is waiting for the bus.,Ele está esperando pelo ônibus.,He is waiting for the bus.,1,1,3,159,186,383,1,734
better safe than sorry,Melhor prevenir do que remediar,Better safe than sorry,1,44,3,9,108,508,70,743
burnt to a crisp,queimado até ficar crocante,burned until crispy,52,44,272,532,535,532,15,1982
They are doing laundry in the basement.,Eles estão lavando roupa no porão.,They are washing clothes in the basement.,21,37,92,460,445,51,1,1107
as light as a feather,leve como uma pluma,Light as a feather,7,44,154,411,486,308,183,1593
as fit as a fiddle,tão saudável quanto um violino,as healthy as a fiddle,12,44,120,483,499,509,214,1881
They are going for a run in the morning.,Eles vão correr de manhã.,They will run in the morning.,23,36,181,506,537,407,81,1771
adding insult to injury,acrescentar injúria ao dano,to add insult to injury,25,44,94,412,456,261,130,1422
apple of discord,maçã da discórdia,apple of discord,1,44,3,270,32,614,209,1173
broken dreams,Sonhos quebrados,Shattered dreams,32,44,51,322,493,97,119,1158
bitten by the bug,mordido pelo bicho,bitten by the bug,1,1,3,92,69,421,127,714
blown away,Extremamente impressionado,Extremely impressed,52,44,339,625,578,319,181,2138
big shoes to fill,grandes sapatos para encher,big shoes to fill,1,1,3,192,135,670,233,1235
He is cleaning the garage.,Ele está limpando a garagem.,He is cleaning the garage.,1,1,3,68,250,328,1,652
She played tennis with her brother.,Ela jogou tênis com seu irmão.,She played tennis with her brother.,1,1,3,310,118,47,1,481
grasp at straws,Agarrar-se a palhas,To clutch at straws,29,44,167,455,645,603,262,2205
coming up roses,saindo tudo bem,everything is going well,52,44,361,646,623,575,291,2592
The car stopped at the red light.,O carro parou no semáforo vermelho.,The car stopped at the red light.,1,1,3,142,214,141,1,503
They are sitting around the campfire.,Eles estão sentados em volta da fogueira do acampamento.,They are sitting around the campfire.,1,1,1,121,177,293,1,595
He is working out in the gym.,Ele está treinando na academia.,He is training at the gym.,27,44,144,442,463,485,63,1668
She is playing with her cat.,Ela está brincando com o seu gato.,She is playing with her cat.,1,1,3,284,156,260,1,706
He is fixing the car.,Ele está consertando o carro.,He is fixing the car.,1,1,4,126,277,277,1,687
I like to read books in the evening.,Eu gosto de ler livros à noite.,I like to read books at night.,24,29,80,400,383,2,1,919
They went to a museum last month.,Eles foram a um museu no mês passado.,They went to a museum last month.,1,1,3,182,131,35,1,354
They went to the library to borrow books.,Eles foram à biblioteca para pegar livros emprestados.,They went to the library to borrow books.,1,1,3,249,212,340,1,807
