ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
buy a lemon,comprar gato por lebre,to buy a pig in a poke,1,53,62,353,636,664,664,546,2978
get a second wind,Ter uma segunda motivação.,To have a second wind.,1,32,62,315,310,425,637,241,2022
He is working on his laptop.,Ele está digitando em seu laptop.,He is typing away on his laptop.,0,23,45,240,358,287,204,167,1324
clear as mud,claro como lama,clear as mud,1,1,62,3,64,8,288,6,432
different strokes for different folks,Cada um tem seu jeito.,Everyone has their own style.,1,68,62,447,485,565,3,96,1726
She had a cup of soup for lunch.,Ela teve um prato de sopa no almoço.,She had a bowl of soup for lunch.,0,10,21,7,265,216,114,37,670
cast the first stone,atirar a primeira pedra,cast the first stone,1,1,1,3,21,71,385,93,575
call a spade a spade,Falar francamente.,Speak frankly.,1,68,62,547,670,656,234,332,2569
a ray of hope,raio de esperança,ray of hope,1,11,62,193,336,177,91,166,1036
They are painting the walls of their house.,Eles estão colorindo as paredes de sua casa.,They are painting the walls of their house.,0,1,1,3,103,100,59,1,268
crash course,curso intensivo,boot camp,1,68,62,402,524,572,560,502,2690
The sun rises in the east.,O sol nasce no Oriente.,The sun rises in the East.,0,1,17,3,131,207,116,1,476
an arm and a leg,custar os olhos da cara,cost a fortune,1,59,62,544,659,687,692,567,3270
breaking the mold,quebrar o molde,break the mold,1,31,62,24,252,143,330,89,931
caught red-handed,pego com a boca na botija,caught red-handed,1,1,62,4,3,38,686,337,1131
blood from a stone,extrair sangue de um turno,squeeze blood from a turnip,1,32,62,355,628,562,548,499,2686
beyond the pale,fora dos padrões aceitáveis,out of the ordinary,1,57,62,414,590,589,401,277,2390
She is walking through the forest.,Ela está caminhando pela floresta.,She is wandering through the woods.,0,31,62,75,259,308,303,70,1108
blood runs thicker than water,Sangue é mais espesso que a água.,Blood is thicker than water.,1,17,62,159,267,214,5,1,725
follow your nose,siga seu instinto,follow your gut,1,31,62,178,428,393,389,281,1762
hard nut to crack,um osso duro de roer,a tough nut to crack,1,32,62,172,203,242,624,191,1526
an ounce of prevention is worth a pound of cure,Uma medida de prevenção vale mais do que uma tonelada de remédio.,An ounce of prevention is worth a pound of cure.,1,1,5,16,147,178,246,55,648
come apart at the seams,desmoronar-se,collapse,1,68,62,501,493,627,618,513,2882
She is arranging flowers in a vase.,Ela está organizando flores em um vaso.,She is arranging flowers in a vase.,0,1,1,4,46,78,55,42,227
They went shopping for new clothes.,Eles foram às compras por novas roupas.,They went shopping for new threads.,0,13,17,105,505,447,629,524,2240
big league,grande liga,big league,1,1,62,4,215,3,179,220,684
She is packing her suitcase for a trip.,Ela está arrumando a mala para a viagem.,She's packing her bags for the journey.,0,46,62,206,278,350,140,66,1148
She attended a conference last week.,Ela participou de um congresso na semana passada.,She attended a conference last week.,0,1,1,3,71,44,199,1,320
all that glitters is not gold,Nem tudo que reluz é ouro.,Not everything that glitters is gold.,1,31,62,264,413,137,441,226,1574
rain on your parade,estragar seus planos,mess up your plans,1,59,62,439,611,580,398,329,2478
as stubborn as a mule,teimoso como uma mula,stubborn as a mule,1,8,6,235,319,231,316,60,1175
fall on deaf ears,cair em ouvidos surdos,fall on deaf ears,1,1,1,3,8,84,567,270,934
She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,She is cooking up dinner for the guests.,0,19,31,23,295,255,133,1,757
He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,He is penning an essay for school.,0,11,22,46,270,212,411,257,1229
beating a dead horse,bater em ferro frio,strike while the iron is cold,1,68,62,467,686,673,474,432,2862
keep your eyes peeled,fique atento,stay sharp,1,68,62,407,446,497,482,215,2177
He visited his grandmother in the hospital.,Ele visitou sua avó no hospital.,He visited his grandmother at the hospital.,0,11,33,9,211,147,104,3,518
caught in the crossfire,pegar no fogo cruzado,get caught in the crossfire,1,8,13,92,297,313,558,388,1669
a blessing in disguise,Benção disfarçada.,A blessing in disguise.,1,1,62,150,44,151,175,1,584
bending over backwards,fazer esforço extremo,go the extra mile,1,68,62,505,662,677,310,448,2732
He is drawing in his sketchbook.,Ele está desenhando em seu caderno de ideias.,He is sketching in his idea notebook.,0,37,62,211,438,340,315,340,1743
a new lease on life,um novo alicerce para a vida,a new foundation for life,1,38,62,339,402,500,177,22,1540
climbing the ladder,subindo na vida,climbing the ladder of life,1,25,62,284,451,369,526,171,1888
a rolling stone gathers no moss,Pedra que rola não cria limo.,A rolling stone gathers no moss.,1,1,19,85,134,232,491,216,1178
better half,melhor metade,better half,1,1,62,5,148,25,457,134,832
He is eating dinner with his family.,Ele está jantando com sua família.,He's dining with his family.,0,37,50,148,268,295,525,149,1472
in the bag,com o pé na porta,with one foot in the door,1,50,62,452,669,647,418,527,2825
dead as a doornail,morto como um doornail,dead as a doornail,1,1,1,3,7,127,493,358,990
She is playing with her children in the garden.,Ela está brincando com seus filhos no jardim.,She is playing with her children in the garden.,0,1,1,5,139,118,50,1,315
I am playing video games in my room.,Estou jogando videogames no meu quarto.,I'm gaming in my room.,0,41,56,236,359,352,77,94,1215
cut to the chase,Ir direto ao ponto.,Get straight to the point.,1,49,62,444,479,478,39,354,1905
cut the mustardcross that bridge when you come to it,"""dar conta do recado"" e ""resolver o problema quando chegar a hora""","""to handle the job"" e ""to tackle the issue when the time comes""",1,65,62,490,648,657,642,558,3122
She works as a software engineer.,Ela atua como engenheira de software.,She plays the role of a software engineer.,0,41,55,294,398,344,274,70,1476
He is going to the post office.,Ele está indo ao correio.,He is going to the post office.,0,1,1,4,47,140,323,47,563
bare your soul,expor a alma,bare one's soul,1,41,62,358,356,475,597,305,2194
bad blood,rancor,grudge,1,68,62,461,595,613,546,453,2798
She is playing piano in the evening.,Ela está dedilhando piano à luz da lua.,She is strumming the piano by moonlight.,0,51,62,307,475,504,252,312,1963
go down in flames,ir para o chão em chamas,go down in flames,1,1,1,3,144,53,605,279,1086
get your ducks in a row,organizar suas coisas,get your act together,1,53,62,423,490,559,506,365,2458
They cleaned the house on Saturday.,Eles deram uma geral na casa no sábado.,They gave the house a thorough cleaning on Saturday.,0,30,62,167,283,365,256,194,1357
at death's door,à beira da morte,on the brink of death,1,60,62,415,405,501,448,205,2096
cut the mustard,Dar conta do recado.,To rise to the occasion.,1,59,62,521,653,697,572,519,3083
by the book,De acordo com o regulamento.,According to the rules.,1,57,62,494,562,583,205,228,2191
She played cards with her friends.,Ela jogou na sorte com suas amigas.,She took a leap of faith with her friends.,0,45,60,360,555,650,462,548,2680
an old flame,um amor do passado,a love from the past,1,68,62,437,566,537,143,188,2001
They are reading a novel by the fireplace.,Eles estão lendo um romance à luz da lareira.,They are reading a novel by the fireside.,0,10,8,186,397,243,258,180,1282
caught between a rock and a hard place,entre a cruz e a espada,between a rock and a hard place,1,3,2,63,351,314,685,417,1835
a sinking ship,navio à deriva,adrift ship,1,53,62,376,478,435,641,462,2507
drive me up the wall,Me deixar louco.,Drive me crazy.,1,46,62,403,529,531,278,330,2179
I called my friend last night.,Eu liguei para meu amigo ontem à noite.,I reached out to my friend last night.,0,28,37,258,321,310,24,1,979
burn the candle at both ends,queimar a vela dos dois lados,burning the candle at both ends,1,13,7,20,225,261,387,198,1111
They are attending a concert tonight.,Eles estão indo a um show esta noite.,They're going to a gig tonight.,0,48,62,242,408,336,83,78,1257
bite the bullet,Encarar a situação.,Face the music.,1,55,62,442,638,617,671,531,3016
chase your tail,Correr em círculos.,Running in circles.,1,68,62,518,473,668,276,503,2568
cool as a cucumber,calmo como um lago,calm as a lake,1,46,62,424,596,525,109,360,2122
don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,Don't put all your eggs in one basket.,1,1,10,35,13,164,103,48,374
black as coal,preto como carvão,black as coal,1,1,62,2,115,2,325,1,508
ants in your pants,gato escaldado tem medo de água fria,"Once bitten, twice shy.",1,68,62,560,684,694,693,570,3331
don't bite the hand that feeds you,Não morda a mão que te alimenta.,Don't bite the hand that feeds you.,1,1,12,31,77,254,8,1,384
live to fight another day,viver para lutar mais um dia,live to fight another day,1,1,1,5,133,50,264,102,556
cat's meow,O máximo.,The ultimate.,1,68,62,561,688,634,176,557,2746
by the book,À risca.,To the letter.,1,55,62,419,572,557,681,449,2795
by the skin of your teeth,por um fio,hanging by a thread,1,63,62,499,613,701,445,533,2916
busy as a bee,ocupado como uma abelha,busy as a bee,1,1,1,3,30,116,267,92,510
calm before the storm,a calmaria antes da tempestade,the calm before the storm,1,8,13,83,233,141,214,135,827
She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,She visited the art gallery on Sunday.,0,1,1,3,83,103,17,1,209
They went to a restaurant for dinner.,Eles foram a um restaurante para jantar.,They went out for a bite to eat.,0,54,62,288,401,453,416,359,2033
all thumbs,desajeitado,awkward,1,68,62,503,681,663,594,560,3131
She is dancing to the music.,Ela está dançando com a vida.,She is dancing with life.,0,44,62,302,535,451,409,412,2215
bend the rules,flexibilizar as regras,loosen the rules,1,31,62,143,318,415,529,120,1618
bring to the table,trazer à mesa,bring to the table,1,1,1,5,20,48,580,179,834
crash and burn,Estourar e queimar.,Burst and burn.,1,31,62,354,374,485,390,203,1899
They are playing chess at the table.,Eles estão jogando xadrez à mesa.,They are playing chess at the table.,0,1,1,3,98,130,47,34,314
bare bones,osso nu,bare bone,1,46,62,82,177,169,571,339,1446
an uphill battle,uma batalha difícil,a hard-fought battle,1,57,62,320,449,320,322,232,1762
cast a shadow,projeta uma sombra,casts a shadow,1,31,62,26,264,359,471,178,1391
She is watching the stars at night.,Ela está observando as estrelas à noite.,She is gazing at the stars at night.,0,19,31,54,218,235,414,214,1185
don’t put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,Don't put all your eggs in one basket.,1,1,10,149,68,171,103,48,550
face the music,enfrentar a realidade,face the music,1,1,62,3,159,102,663,173,1163
She is practicing yoga in the park.,Ela está praticando ioga no parque.,She is stretching her spirit in the park.,0,31,53,300,591,530,656,484,2645
He made a sandwich for lunch.,Ele fez um lanche para o almoço.,He made a snack for lunch.,0,13,62,28,269,288,542,221,1423
hit the books,mergulhar nos estudos,dive into studies,1,68,62,478,559,644,517,377,2705
close shave,corte rente,close shave,1,1,62,2,175,135,622,361,1358
a leopard can't change its spots,um tigre não muda suas listras.,A tiger doesn’t change its stripes.,1,42,62,273,393,503,182,322,1777
couch potato,pessoa sedentária,couch potato,1,1,62,3,207,40,661,411,1385
She walked to the store.,Ela caminhou para o mercado.,She walked to the market.,0,17,26,110,335,333,227,36,1084
like riding a bike,é como andar de bicicleta,it's like riding a bike,1,18,13,283,229,253,76,1,873
They are playing volleyball at the beach.,Eles estão se divertindo na areia.,They are having fun in the sand.,0,51,62,325,447,459,118,315,1777
He is playing soccer with his friends.,Ele está jogando bola com os amigos.,He’s having a ball with his friends.,0,45,54,335,522,464,524,217,2161
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,1,62,127,59,267,30,1,547
barking up the wrong tree,Estar no caminho errado.,To be off course.,1,68,62,531,620,696,243,536,2756
They are visiting the zoo.,Eles estão visitando o zoológico.,They are visiting the zoo.,0,1,1,3,25,96,119,1,246
pull the plug,dar um ponto final,to put a period on it,1,68,62,507,667,633,584,440,2961
beat a hasty retreat,bater em retirada apressadamente,beat a hasty retreat,1,1,1,3,75,200,533,317,1130
I went to the store to buy some bread.,Fui à padaria comprar pão.,I went to the bakery to buy bread.,0,15,52,44,291,324,88,106,920
butterflies in my stomach,Nervos à flor da pele.,On edge.,1,68,62,552,544,700,673,565,3164
come up against a brick wall,encarar um muro intransponível,to face an insurmountable wall,1,64,62,398,521,558,232,310,2145
smooth sailing,navegar em águas tranquilas,sail through calm waters,1,68,62,386,396,473,231,246,1862
She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,She is sending a letter to her friend.,0,1,1,3,53,122,12,1,193
He is checking his email.,Ele está conferindo suas mensagens.,He is checking his messages.,0,17,26,52,224,272,120,1,712
an uphill battle,uma batalha difícil,a tough battle,1,55,62,327,484,244,81,1,1254
make waves,Causar impacto,Make waves,1,1,62,4,195,179,628,262,1331
bury the hatchet,fazer as pazes,make peace,1,68,62,541,656,618,206,522,2673
as good as gold,valer seu peso em ouro,worth its weight in gold,1,60,62,417,497,514,461,125,2136
She is putting on her shoes.,Ela está calçando os sapatos.,She is putting on her shoes.,0,1,1,4,32,88,84,23,233
built like a tank,Construído como um tanque.,Built like a tank.,1,1,62,128,157,213,29,1,591
hit the sack,Cair na cama.,Hit the sack.,1,1,62,203,23,237,658,237,1421
burst your bubble,estourar a bolha,burst the bubble,1,31,62,259,361,290,359,121,1483
He is going for a bike ride.,Ele vai dar uma volta de bicicleta.,He’s going for a ride.,0,23,62,231,372,403,435,252,1778
bite the dust,morder a poeira,bite the dust,1,1,62,3,183,90,643,320,1302
falling apart at the seams,desmoronando pelas costuras,bursting at the seams,1,32,62,189,453,396,485,370,1987
They are jogging through the park.,Eles estão correndo com a brisa no parque.,They are racing with the breeze in the park.,0,45,62,286,511,561,545,405,2415
backseat driver,motorista de banco de trás,backseat driver,1,1,62,2,181,31,196,276,749
a blessing in disguise,uma benção disfarçada,a blessing in disguise,1,1,1,3,87,45,237,1,375
back against the wall,com as costas contra a parede,back against the wall,1,1,1,4,85,80,408,69,648
blue collar,trabalhador braçal,manual laborer,1,68,62,529,641,671,245,266,2482
kill two birds with one stone,Matar dois coelhos com uma cajadada só.,Kill two birds with one stone.,1,1,19,69,49,225,451,143,957
at the drop of a hat,a qualquer momento,at any moment,1,61,62,548,644,630,242,117,2304
by a hair's breadth,por um triz,by a hair's breadth,1,1,1,3,210,186,583,425,1409
They are planning a trip to Europe.,Eles estão planejando uma viagem à Europa.,They are plotting a journey to Europe.,0,28,62,68,288,249,200,168,1063
big picture,visão geral,overview,1,68,62,540,510,521,345,438,2484
beat around the bush,enrolar o assunto,to beat around the bush,1,8,13,103,350,421,655,385,1935
cast in stone,gravado em pedra,set in stone,1,31,62,224,294,234,501,97,1443
They went to the supermarket yesterday.,Eles foram ao supermercado ontem.,They went to the grocery store yesterday.,0,23,45,49,155,291,121,1,685
She cleaned the kitchen after dinner.,Ela arrumou a cozinha depois do jantar.,She tidied up the kitchen after dinner.,0,23,25,185,370,265,58,73,999
He traveled to Paris last year.,Ele fez uma viagem a Paris no ano passado.,He took a trip to Paris last year.,0,28,37,80,260,221,194,1,821
face like thunder,rosto de tempestade,stormy face,1,53,62,416,489,577,346,409,2352
I am learning how to cook.,Estou aprendendo a arte da culinária.,I am learning the art of cooking.,0,48,62,192,236,298,41,1,878
She is wearing a red dress.,Ela está vestindo um vestido vermelho.,She is wearing a red dress.,0,1,1,3,96,36,86,1,224
come rain or shine,Faça sol ou faça chuva.,Come rain or shine.,1,1,62,156,106,160,364,70,919
get the ball rolling,dar o pontapé inicial,kick off,1,68,62,512,606,594,669,561,3072
He went to the gym for a workout session.,Ele foi à academia para suar a camisa.,He went to the gym to break a sweat.,0,31,42,250,421,462,540,402,2148
He is drinking tea in the morning.,Ele está saboreando o chá pela manhã.,He is savoring the morning tea.,0,37,62,261,456,373,309,261,1759
They enjoyed a family dinner together.,Eles compartilharam um jantar em família.,They shared a family dinner.,0,27,62,104,296,279,122,1,891
They are playing basketball in the yard.,Eles estão fazendo uma partida de basquete no quintal.,They're having a basketball game in the backyard.,0,46,62,260,301,307,32,90,1098
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,1,3,122,13,34,1,175
flying high,voando alto,soaring high,1,46,62,147,337,551,498,247,1888
bring home the bacon, trazer o pão para casa,bring home the bacon,1,1,1,5,58,46,266,1,378
give someone the cold shoulder,dar o tratamento do desprezo,give the cold shoulder,1,8,62,202,528,380,667,431,2278
bite your tongue,morder a língua,bite one's tongue,1,41,62,361,347,441,554,202,2008
all in a day's work,Tudo em um dia de trabalho.,All in a day's work.,1,1,32,101,22,165,147,160,628
eyes in the back of your head,olhos nas costas da cabeça,eyes in the back of one's head,1,19,17,223,273,419,338,193,1482
He ate his breakfast quickly.,Ele devorou o café da manhã.,He gobbled up breakfast.,0,49,62,338,442,457,277,229,1854
back on your feet,De pé novamente.,Back on my feet.,1,24,62,328,339,175,339,161,1428
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,1,3,122,13,34,1,175
They are driving to the countryside.,Eles estão indo para o interior.,They are going off the grid.,0,46,62,366,586,624,631,468,2783
She cooked dinner for her family.,Ela preparou o jantar para a família.,She cooked dinner for the family.,0,13,34,61,247,201,25,1,582
ace in the hole,trunfo na manga,ace up one's sleeve,1,60,62,455,584,669,666,525,3021
hard as nails,dura como unha de caixão,tough as nails,1,31,62,88,222,159,619,383,1564
kill two birds with one stone,Matar dois coelhos com uma cajadada só.,Kill two birds with one stone.,1,1,19,69,49,225,451,143,957
black and blue,preto e azul,black and blue,1,1,62,3,172,1,54,1,294
how the cookie crumbles,como as coisas acontecem,how things unfold,1,57,62,408,550,566,344,244,2231
He played video games all evening.,Ele passou a noite mergulhado em videogames.,He spent the night lost in video games.,0,51,62,316,452,383,228,187,1679
all bark and no bite,só latido e nenhum ataque,just barking and no bite,1,38,62,253,243,328,386,398,1708
beef up,fortalecer,empower,1,68,62,530,609,635,511,434,2849
be on cloud nine,estar nas nuvens,head in the clouds,1,68,62,458,494,586,523,421,2612
They traveled to the mountains for vacation.,Eles viajaram para as montanhas de férias.,They took a trip to the mountains for a break.,0,40,61,213,388,377,480,184,1743
They went on a road trip last summer.,Eles pegaram a estrada no verão passado.,They hit the road last summer.,0,41,62,237,331,445,539,387,2042
clear the air,esclarecer as coisas,clear things up,1,55,62,438,395,536,477,98,2061
cat got your tongue,Bocca de lobo.,Wolf's mouth.,1,68,62,484,661,646,361,523,2805
as busy as a bee,ativo como uma abelha.,busy as a bee.,1,8,13,312,316,399,273,307,1628
They are visiting their friends in the city.,Eles estão visitando os amigos na cidade.,They are visiting friends in town.,0,28,62,166,308,252,180,1,997
come out of your shell,sair do casulo,emerge from the chrysalis,1,68,62,457,561,592,632,390,2762
a storm in a teacup,tempestade em copo d'água,a storm in a teacup,1,1,1,3,180,155,165,88,593
a tower of strength,pilar de força,pillar of strength,1,41,62,305,443,443,371,70,1735
all's fair in love and war,Vale tudo em amor e guerra.,All's fair in love and war.,1,1,19,81,121,161,356,49,788
She is doing her hair in front of the mirror.,Ela está arrumando o cabelo diante do espelho.,She is tidying her hair in front of the mirror.,0,7,9,47,317,289,285,418,1372
all the world's a stage,Todo o mundo é um palco.,All the world's a stage.,1,1,32,84,94,166,4,1,382
"if the shoe fits, wear it","Se a carapuça serve, use-a.","If the cap fits, wear it.",1,13,48,209,435,427,502,357,1991
They have three children.,Eles têm três filhos.,They have three little ones.,0,32,62,380,567,274,449,77,1841
She is preparing for a job interview.,Ela está se preparando para uma entrevista de emprego.,She is gearing up for a job interview.,0,19,31,59,256,198,152,1,716
They had a barbecue in the backyard.,Eles fizeram um churrasco no fundo do quintal.,They had a barbecue in the backyard.,0,1,1,3,90,81,146,17,339
bite the bullet,Encarar a situação.,Face the music.,1,55,62,442,638,617,671,532,3017
They went hiking in the mountains.,Eles foram explorar as montanhas.,They went to conquer the mountains.,0,31,62,329,577,476,568,460,2503
keep your chin up,Levante a cabeça.,Hold your head high.,1,59,62,343,365,438,318,227,1812
cut from the same cloth,Feitos do mesmo pano.,Cut from the same cloth.,1,1,32,119,164,366,450,20,1152
full plate,prato cheio,a golden opportunity,1,68,62,480,678,623,496,273,2680
alive and kicking,vivo e feliz,alive and kicking,1,1,62,3,80,51,376,74,647
a place in the sun,Um lugar ao sol.,A place in the sun.,1,1,32,125,109,192,73,1,533
They went to the zoo with the kids.,Eles foram ao zoológico com as crianças.,They took the kids to the zoo.,0,45,62,124,320,246,64,1,862
I took a photo of the beautiful sunset.,Eu capturei a beleza do pôr do sol.,I captured the beauty of the sunset.,0,45,62,272,409,330,305,27,1450
bad egg,maçã podre,bad apple,1,46,62,221,508,496,647,435,2415
back to square one,voltar à estaca zero,back to square one,1,1,1,3,130,20,297,39,491
break the ice,Quebrar o gelo.,Break the ice.,1,1,62,197,138,286,126,1,811
The train arrived at the station on time.,O trem chegou à estação pontualmente.,The train arrived at the station on the dot.,0,15,14,214,459,471,550,490,2213
She took a nap after lunch.,Ela tirou um cochilo após o almoço.,She took a nap after lunch.,0,1,1,2,118,59,141,32,354
He is watering the plants.,Ele está regando as plantas.,He is nurturing the plants.,0,17,62,152,400,394,442,249,1716
at the helm,no comando,in control,1,68,62,453,433,506,635,541,2698
The dog is playing outside.,O cachorro está brincando lá fora.,The dog is playing outside.,0,1,1,3,66,87,27,1,186
coming full circle,retornar ao ponto de partida,return to square one,1,68,62,493,593,541,494,304,2555
hold your horses,Segura a onda.,Hang in there.,1,68,62,522,581,654,576,482,2945
as smooth as silk,suave como seda,smooth as silk,1,11,62,180,241,119,85,1,699
a shot in the dark,um tiro no escuro,A shot in the dark.,1,1,32,132,38,199,149,1,552
burst at the seams,estourar nas costuras,bursting at the seams,1,24,62,19,88,236,439,376,1244
They went to a concert last night.,Eles foram a um show ontem à noite.,They went to a gig last night.,0,11,33,36,307,195,138,70,790
cat got your tongue,Com a pulga atrás da orelha.,With a bug in one's ear.,1,68,62,506,622,639,428,517,2842
They are having a discussion in the classroom.,Eles estão trocando ideias na sala de aula.,They are exchanging ideas in the classroom.,0,31,51,184,348,387,170,1,1172
behind the eight ball,estar em apuros,to be in hot water,1,68,62,516,693,689,607,564,3199
She is painting a picture on the canvas.,Ela está pintando um quadro na vida.,She is creating a masterpiece in life.,0,54,62,345,539,571,351,378,2300
against the grain,na contramão,going against the grain,1,11,62,144,286,262,489,355,1609
She is typing on her computer.,Ela está digitando no computador dela.,She is tapping away at her keyboard.,0,48,62,233,379,428,393,372,1915
left out in the cold,deixado na rua da amargura,left in the street of bitterness,1,44,62,391,612,507,370,433,2419
don't judge a book by its cover,Não julgue um livro pela capa.,Don't judge a book by its cover.,1,1,12,45,35,153,2,1,249
bend over backward,virar-se do avesso,turn inside out,1,68,62,392,657,674,591,415,2859
back to the grind,De volta à ativa.,Back in action.,1,57,62,450,457,482,293,283,2084
let sleeping dogs lie,Deixe os cães deitados.,Let sleeping dogs lie.,1,1,62,129,192,285,514,26,1209
a snowball's chance in hell,a chance de uma neve no inferno,When Hell freezes over.,1,63,62,463,560,636,672,553,3009
fighting a losing battle,lutar contra moinhos de vento,tilt at windmills,1,68,62,500,692,699,659,510,3190
a fish out of water,peixe fora d'água,A fish out of water.,1,1,32,95,112,215,63,1,519
hit the ground running,começar com o pé direito,start off on the right foot,1,63,62,456,625,542,355,342,2445
heart of stone,coração de pedra,stone heart,1,53,62,362,481,339,171,162,1630
He took a walk in the park.,Ele deu uma volta no parque.,He took a stroll in the park.,0,11,33,17,227,220,132,1,641
They are enjoying a cup of coffee together.,Eles estão dividindo uma xícara de café juntos.,They are sharing a cup of coffee together.,0,10,14,42,274,218,40,1,599
I made a cup of tea for myself.,Preparei uma xícara de chá para mim.,I brewed a cup of tea for myself.,0,10,8,25,251,176,57,164,691
cooking up a storm,fazendo um banquete,feasting,1,68,62,496,618,641,598,552,3035
fall through the cracks,cair nas lacunas,fall into the gaps,1,46,62,198,386,442,508,81,1723
bend over backwards,fazer uma força danada,to exert oneself greatly,1,68,62,481,665,690,510,529,3005
dance with the devil,dançar com o diabo,dance with the devil,1,1,1,3,197,145,556,199,1102
dark horse,cavalo de Tróia,Trojan horse,1,46,62,373,631,511,42,419,2084
She enjoys walking in the park.,Ela adora passear no parque.,She loves wandering in the park.,0,31,41,113,281,197,89,1,753
go the extra mile,dar um passo além,take a step further,1,68,62,489,532,468,353,70,2042
He is looking out the window at the rain.,Ele está olhando pela janela e observando a chuva.,"He is gazing through the window, watching the rain fall.",0,34,62,208,332,326,221,45,1228
feeling under the weather,estar debaixo do tempo,to be under the weather,1,32,62,256,371,444,645,319,2129
bridge the gap,preencher a lacuna,fill the gap,1,31,62,306,392,376,518,80,1765
clear as crystal,claro como a água cristalina,clear as crystal,1,1,62,2,26,6,238,1,336
actions speak louder than words,Ações falam mais alto que palavras.,Actions speak louder than words.,1,1,32,109,36,125,6,1,310
cutting corners,cortar caminhos,cut corners,1,46,62,155,275,311,604,251,1704
cost an arm and a leg,custar os olhos da cara,cost an arm and a leg,1,1,1,3,74,126,670,306,1181
a far cry,grande distância,great distance,1,68,62,508,526,489,296,489,2438
carry the torch,carregar a tocha,to carry the torch,1,11,62,216,327,332,381,233,1562
chew the fat,papo furado,horseplay,1,68,62,535,680,675,578,550,3148
at a snail's pace,a passo de lesma,at a snail's pace,1,1,1,3,50,112,348,101,616
He is taking a nap on the couch.,Ele está dormindo no sofá.,He's catching some Z's on the couch.,0,47,57,314,547,629,683,509,2786
dressed to kill,Vestido para arrasar.,Dressed to impress.,1,31,62,369,587,470,589,430,2538
all in your head,tudo na sua cabeça,everything in your head,1,24,62,139,151,156,157,1,690
He is writing a story for school.,Ele está escrevendo um conto para a escola.,He is crafting a tale for school.,0,28,62,136,389,300,427,325,1667
She painted a picture of a landscape.,Ela pintou um quadro de uma paisagem.,She painted a picture of a landscape.,0,1,1,3,143,75,112,1,336
banging your head against a brick wall,bater cabeça na parede,banging your head against the wall,1,23,39,107,306,303,314,222,1314
She is visiting her grandmother in the hospital.,Ela está visitando a avó no hospital.,She is visiting her grandmother in the hospital.,0,1,1,3,86,123,106,10,330
She had a meeting with her boss.,Ela teve uma conversa com seu chefe.,She had a heart-to-heart with her boss.,0,24,33,348,411,549,306,298,1969
She is knitting a scarf for winter.,Ela está tecendo um cachecol para o inverno.,She is weaving a scarf for winter.,0,11,22,10,201,276,134,272,926
She took the train to the city.,Ela pegou o trem para a cidade.,She caught the train to the city.,0,11,11,40,220,239,23,46,590
break a leg,Boa sorte!,Good luck!,1,68,62,563,691,651,207,192,2434
They are taking pictures in front of the monument.,Eles estão registrando momentos em frente ao monumento.,They are capturing moments in front of the monument.,0,20,24,111,376,397,320,185,1433
They went for a walk in the park.,Eles foram dar uma volta no parque.,They went for a stroll in the park.,0,10,21,13,221,181,56,1,503
below the belt,baixo a cintura,below the waist,1,31,62,301,312,499,311,263,1779
caught red-handed,pego com a boca na botija,caught red-handed,1,1,62,4,3,38,686,337,1131
make a mountain out of a molehill,fazer tempestade em copo d'água,make a mountain out of a molehill,1,1,1,4,40,101,676,441,1264
burning bridges,queimar os barcos,burn one's bridges,1,55,62,351,414,552,513,309,2256
burn a hole in your pocket,Queimar o bolso.,Burning a hole in your pocket.,1,13,19,146,219,356,675,392,1820
He is waiting for the bus.,Ele está à espera do ônibus.,He is waiting for the bus.,0,1,1,3,78,111,291,1,486
better safe than sorry,Melhor prevenir do que remediar.,Better safe than sorry.,1,1,62,142,1,146,483,62,897
burnt to a crisp,queimado até a casca,burnt to a crisp,1,1,1,3,17,55,431,182,690
They are doing laundry in the basement.,Eles estão lavando roupa suja no porão.,They're airing their dirty laundry in the basement.,0,35,40,176,323,463,300,382,1719
as light as a feather,leve como uma pluma,light as a feather,1,8,6,220,238,317,240,183,1212
as fit as a fiddle,em forma de um violino,in the shape of a violin,1,64,62,404,556,502,160,293,2041
They are going for a run in the morning.,Eles vão dar uma corrida pela manhã.,They are going to take a run in the morning.,0,12,23,70,204,193,216,7,725
adding insult to injury,Piorar a situação.,Making matters worse.,1,68,62,504,504,576,562,70,2346
apple of discord,maçã da discórdia,apple of discord,1,1,62,3,136,30,557,275,1064
broken dreams,sonhos despedaçados,shattered dreams,1,46,62,34,170,384,151,150,997
bitten by the bug,picado pelo bichinho,bitten by the bug,1,1,1,3,52,52,599,152,860
blown away,deslumbrado,dazzled,1,68,62,459,533,493,476,211,2302
